,A,LldR,ArcA
ecoli_00465,0.4825179517,0.20996783600000002,1.8951162460000002
ecoli_00466,0.4080210662,-0.31870985,1.911921266
ecoli_00467,0.3718447318,-0.361414391,1.350056986
ecoli_00468,0.4868043412,-0.7492698550000001,1.376970496
ecoli_00469,0.2278116654,0.053960194,1.913679546
ecoli_00470,0.1652148625,-0.09533111600000001,1.8060344860000002
ecoli_00471,2.0729283168,0.015074428,1.558450116
ecoli_00472,2.5781112232,0.49387594500000004,1.512987446
ecoli_00473,-1.8802843665000002,-0.9690312710000001,1.187646956
ecoli_00474,-1.2348305908000001,-1.102018766,1.183673156
ecoli_00475,-2.1632731165,-1.460217801,1.134926456
ecoli_00476,-1.8451944324,-1.014855824,1.171369256
ecoli_00477,6.1098626513,1.926961573,1.277705766
ecoli_00478,5.7631615722,1.9227564030000002,1.193604036
ecoli_00479,-1.2590091611,0.050961222,1.209686186
ecoli_00480,-0.9280862741,0.07110464600000001,1.219010516
ecoli_00481,0.9302826804000001,1.05693417,0.749578626
ecoli_00482,0.8434520436,1.007641549,0.8959164460000001
ecoli_00483,-0.5389352407,-0.548053254,0.43540830300000005
ecoli_00484,-0.1585466785,-0.157422251,0.336615744
ecoli_00485,-1.7889142658,-2.51208071,0.9587748460000001
ecoli_00486,-1.857569341,-2.489808758,0.888778866
ecoli_00487,-2.4126006809,-1.766845065,1.239469466
ecoli_00488,-2.3450190441,-1.9893188620000002,1.286611286
ecoli_00489,-2.0930553439,-1.615988244,0.593363677
ecoli_00490,-2.1674977482,-1.410195185,0.6304361510000001
ecoli_00491,11.8863662491,4.891325013,0.805178606
ecoli_00492,11.3649684756,4.621916861,0.7645057460000001
ecoli_00493,5.0838842247,2.43291642,1.309449926
ecoli_00494,5.2265110885,2.5843709820000003,1.256571656
ecoli_00495,-0.9530981150000001,0.359329398,0.8213794360000001
ecoli_00496,-1.1485331201,-0.545529232,0.7716407660000001
ecoli_00497,0.5469512159000001,0.233711354,1.765406416
ecoli_00498,0.8151284126,0.32550689400000005,1.713364286
ecoli_00499,0.3181932233,0.7577384490000001,0.7587941960000001
ecoli_00500,0.43197735070000004,0.913039123,0.817858076
ecoli_00501,3.9385688742,1.529112046,0.7807056960000001
ecoli_00502,3.71184915,1.573445874,0.796525916
ecoli_00503,-2.8856839688,-1.176650015,1.3944261660000001
ecoli_00504,-2.0303043512,-1.167648508,1.321416506
ecoli_00505,-2.4033852348,-1.840628899,1.515113286
ecoli_00506,-1.9610683517,-1.524657054,1.607825306
ecoli_00507,-2.3652553178,-1.4659640980000002,-0.088775881
ecoli_00508,-2.5936794452000003,-1.278155719,-0.169818773
ecoli_00509,-1.7765598843000001,-0.9209862710000001,0.22573171900000003
ecoli_00510,-1.9201933959000002,-1.030779418,0.15109339300000002
ecoli_00511,-2.6110639279,-2.681145268,0.9089738660000001
ecoli_00512,-2.8403222375,-2.942851428,0.9448164760000001
ecoli_00513,0.9946362053000001,0.49919321200000005,1.9375935260000001
ecoli_00514,1.0012013188,0.361351489,1.987175686
ecoli_00515,6.0671200692,2.524003517,0.7711966060000001
ecoli_00516,5.8016449845,2.615672814,0.6683309540000001
ecoli_00517,0.6817874111000001,0.31298689900000004,0.066647027
ecoli_00518,-0.4712920963,-0.299261889,-0.139444285
ecoli_00519,-0.7874839487,-0.073172732,0.7034926290000001
ecoli_00520,0.43674357150000004,0.26595939300000004,0.510520804
ecoli_00521,-0.5493608467000001,-0.004833124,0.5737665230000001
ecoli_00522,-0.5172989303000001,0.09930886800000001,0.650774197
ecoli_00523,-0.9317922544,-0.037202811,0.334286132
ecoli_00524,5.8307607703,2.408293589,0.261113048
ecoli_00525,5.5762975134,2.313072809,0.240423778
ecoli_00526,5.3540779153999996,2.335793179,0.257043055
ecoli_00527,5.655932812,2.245719486,0.21156323800000001
ecoli_00528,1.8291134285,0.382281896,0.383409127
ecoli_00529,2.3658495404,-0.069010202,-0.29952612700000003
ecoli_00530,1.7248908932,-0.36135360800000005,-0.94411497
ecoli_00531,0.861252267,-1.112569173,-1.248649327
ecoli_00532,1.6687391118,0.20865618800000002,0.5494004290000001
ecoli_00533,1.6519711542,0.37773846800000005,0.7754563160000001
ecoli_00534,1.6454557559,0.37655473,0.695047587
ecoli_00535,1.6720487544,0.23599313300000002,0.903529596
ecoli_00536,3.3035306315,1.3077001780000002,-0.0036125550000000004
ecoli_00537,2.7719579475,1.278486394,0.16108550400000002
ecoli_00538,3.8992061264,1.5414810700000001,0.20020821100000002
ecoli_00539,3.2070508691,1.470087353,0.221042754
ecoli_00540,2.7584963354000003,0.531146239,0.22423083500000002
ecoli_00541,2.5110301925,0.40149430900000005,0.43619118300000004
ecoli_00542,2.5494949407,0.605315366,0.257730731
ecoli_00543,2.3566060031,0.807971179,0.5135476840000001
ecoli_00544,3.2293199465,0.700724439,0.12783092100000001
ecoli_00545,2.9684530432000003,0.521437864,-0.092230409
ecoli_00546,1.4190663133,1.175927105,-0.14357819900000002
ecoli_00547,1.4824580228,1.175348082,-0.18103812400000002
ecoli_00548,0.8204272232,1.130795104,-0.276094987
ecoli_00549,1.1423450025,0.9795919080000001,-0.28364754400000003
ecoli_00550,0.6919170445,1.374186162,-0.385375122
ecoli_00551,0.3270420607,1.182891084,-0.302820358
ecoli_00552,0.47466582490000003,-0.964884908,-0.158081835
ecoli_00553,0.4969496814,-0.8530385290000001,-0.326010792
ecoli_00554,-0.4322232905,-0.834106243,0.12303699200000001
ecoli_00555,-0.3019468671,-0.853403228,0.172556438
ecoli_00556,0.4062249834,-0.373372297,0.340269241
ecoli_00557,0.2851056661,-0.6747255430000001,0.281019843
ecoli_00558,1.6361551356000001,0.052281453000000006,-0.537316428
ecoli_00559,1.7421963663,-0.080574988,-0.43609835900000005
ecoli_00560,1.0624010787,0.8978152250000001,-0.102851355
ecoli_00561,2.0308025893,1.214038418,-0.176020641
ecoli_00562,3.3272770905,1.963660629,1.3674984860000001
ecoli_00563,2.4052725196,1.804678793,0.936573286
ecoli_00564,1.5204952137999999,-0.042630417000000004,0.391265266
ecoli_00565,1.2968406058,-0.27841027,0.38658636900000004
ecoli_00566,-0.4033226549,-0.8038660240000001,-0.03401531
ecoli_00567,-0.48201454130000004,-0.734172626,-0.068463514
ecoli_00568,0.6019394672,-0.46905208200000004,0.18575091400000002
ecoli_00569,0.5020451057,-0.467054921,0.21141973400000003
ecoli_00570,0.7682491269,0.072479731,0.15879195200000001
ecoli_00571,0.0780483803,0.11486808600000001,0.156995183
ecoli_00572,2.3002858742,0.15976145,0.215164809
ecoli_00573,1.5772179441,0.471769888,0.319740371
ecoli_00574,-1.4339125771,-1.316605827,0.43983647600000003
ecoli_00575,-1.4953611248,-1.210869962,0.392020733
ecoli_00576,-0.0527765682,-0.41812970200000005,0.706101113
ecoli_00577,-1.3252344567,-0.820183717,0.620042288
ecoli_00578,-1.2798202556,-0.61006344,0.5387263680000001
ecoli_00579,-1.9876262025,-0.552700965,0.9171451260000001
ecoli_00580,-2.1679683719,-0.491335944,0.6481270760000001
ecoli_00581,-1.909639681,-0.823491171,0.445417956
ecoli_00582,1.3847810333,0.383947841,1.259036816
ecoli_00583,0.7738068886,-0.132873347,0.813995346
ecoli_00584,-1.0614294107,-1.005562864,0.51610102
ecoli_00585,-0.9098455375000001,-0.7095748230000001,0.602182045
ecoli_00586,0.2733322089,0.031505558,0.44791902100000003
ecoli_00587,0.8021981803,-0.054858624,0.7039331990000001
ecoli_00588,0.510280493,0.04027106,0.720855298
ecoli_00589,0.3966889722,-0.028433048000000002,0.650875576
ecoli_00590,1.5193589108,0.623755265,1.546197726
ecoli_00591,1.4905908254,0.73260342,1.584077686
ecoli_00592,-1.7435250461,-0.86842772,0.19594456000000002
ecoli_00593,-1.7978424959,-0.8916542940000001,0.08939118800000001
ecoli_00594,-2.8323770232000003,-1.05411753,0.32206998800000003
ecoli_00595,-2.6393557297,-0.9289707660000001,0.045230318000000005
ecoli_00596,-2.8805012313000002,-0.95067287,0.17019406
ecoli_00597,-1.8611102736,-0.27723268500000003,-0.05540499
ecoli_00598,-3.1710353875,-0.696278579,-0.14625546
ecoli_00599,-1.6962085043,-0.6196200470000001,-0.6842217220000001
ecoli_00600,2.1109726034,0.54064867,-0.069939922
ecoli_00601,4.2789685705,1.603010032,0.521034976
ecoli_00602,4.482445424,2.01080927,0.443479783
ecoli_00603,5.5994878597,2.3835252430000002,0.742704066
ecoli_00604,3.5983642593000003,1.248445646,0.139308513
ecoli_00605,6.0371800811,2.720816215,0.740062926
ecoli_00606,1.5121553457,-0.012950168000000001,-0.25468864
ecoli_00607,-0.1579164949,-0.9526739810000001,-0.247761798
ecoli_00608,2.338299991,0.187820176,-0.042195750000000004
ecoli_00609,0.357972041,0.062073368000000004,-0.40731054800000005
ecoli_00610,1.3590817922,0.260084272,-0.41696341600000003
ecoli_00611,-0.8465642167,-1.132864079,-0.277083305
ecoli_00612,-0.1589364651,-1.564207404,0.11370136500000001
ecoli_00613,-0.1254651265,-1.010029394,0.420637772
ecoli_00614,0.39722267640000003,-0.367814597,0.43312212200000005
ecoli_00615,1.8111586726,-0.004100886000000001,0.46302000600000004
ecoli_00616,0.35962874910000003,-0.396324689,0.511094622
ecoli_00617,0.660463283,-0.047399974000000004,0.425896441
ecoli_00618,0.0977314373,-0.39976180800000005,0.19736424400000002
ecoli_00619,0.1002428384,-0.5220625790000001,0.210802772
ecoli_00620,0.9073345668,0.650606384,2.048441456
ecoli_00621,1.1776797622,0.730504656,1.990108766
ecoli_00622,0.2601786323,0.7351499140000001,0.04498786
ecoli_00623,0.1371169777,0.8616451820000001,0.103098007
ecoli_00624,1.6702372706,1.181695905,0.378559301
ecoli_00625,1.804007437,1.160263678,0.36998961500000005
ecoli_00626,1.6618596321,1.260126653,0.19094988400000001
ecoli_00627,1.8912606445,1.214626427,0.185832415
ecoli_00628,1.9633008491,1.5000968399999999,0.7478487060000001
ecoli_00629,2.5334239854,1.593758683,0.822133306
ecoli_00630,1.1339981358,0.956519004,0.57696863
ecoli_00631,0.9488983742,0.8699900730000001,0.6370936500000001
ecoli_00632,0.7383686530000001,0.81806691,0.323861084
ecoli_00633,0.8502277845,0.931215435,0.27958708600000004
ecoli_00634,1.300885998,0.9916411310000001,0.367003185
ecoli_00635,1.1329811699,1.039068244,0.415723973
ecoli_00636,0.6934047037000001,0.955973595,0.689232144
ecoli_00637,-0.0236971254,0.629645256,0.49854365700000003
ecoli_00638,1.052769322,1.2404619860000001,0.207124303
ecoli_00639,0.9324314521,1.21842087,0.135602372
ecoli_00640,1.2915444371,1.276103499,0.64864206
ecoli_00641,1.418243205,1.402044525,0.71046172
ecoli_00642,1.3444567625000001,1.091095909,0.420432377
ecoli_00643,0.830102949,0.6883404390000001,0.47953411300000004
ecoli_00644,0.8115658641,1.006569019,0.303324142
ecoli_00645,0.36002160520000004,0.7693364340000001,0.322389862
ecoli_00646,0.3034017,1.109734889,0.057619355000000004
ecoli_00647,0.3632462884,0.632710703,0.277355495
ecoli_00648,1.2765569083,1.010242936,0.21586797400000002
ecoli_00649,1.049646642,1.0779122700000001,0.12626112
ecoli_00650,0.7497526751,1.076597852,0.11468483400000001
ecoli_00651,1.0933601181000001,1.218118947,0.070815561
ecoli_00652,1.3539509397,1.094306449,1.089893306
ecoli_00653,0.9609996577000001,0.909213699,0.903433806
ecoli_00654,1.8817126679,1.483945222,0.265788397
ecoli_00655,1.7568062129,1.363775547,0.330022315
ecoli_00656,0.1830241277,0.6300218320000001,0.040300772000000006
ecoli_00657,-0.0579574302,0.5727832150000001,0.12697175200000002
ecoli_00658,1.7005092221,1.04773766,-0.175521843
ecoli_00659,1.6997542131,0.97969715,0.09615961
ecoli_00660,0.5114206529,0.49608405200000005,0.526622704
ecoli_00661,0.5871838517,0.45898914300000004,0.628575133
ecoli_00662,1.9140513801,1.47188156,-0.08709583800000001
ecoli_00663,1.6470853813000002,1.071902109,-0.018978383
ecoli_00664,1.0653893328,0.69143318,0.49277853
ecoli_00665,0.9165398717000001,0.717878385,0.481644575
ecoli_00666,1.2011654331,0.8940704730000001,0.19621347500000003
ecoli_00667,0.7977772137,0.684641299,0.490658674
ecoli_00668,2.0373867783,1.508052508,0.853001546
ecoli_00669,1.9439924639,1.416903674,0.7565656460000001
ecoli_00670,0.7196609029000001,0.9584985460000001,0.680069985
ecoli_00671,0.7308292794,0.8180278910000001,0.6759045060000001
ecoli_00672,-0.5659512696,-0.046730856,-0.573046228
ecoli_00673,0.3235021772,0.45279048600000005,-0.051903538000000006
ecoli_00674,2.3142751759,1.336006606,0.079404681
ecoli_00675,2.3815247145000003,1.428518027,-0.044857836000000005
ecoli_00676,0.6811865926,0.8750200050000001,0.16575990100000002
ecoli_00677,0.7659361177,1.070385363,0.2116699
ecoli_00678,1.1516083615000001,1.176682724,0.851500016
ecoli_00679,0.8275636336000001,0.9583189430000001,0.979614336
ecoli_00680,2.1441173262,1.408083215,-0.064751683
ecoli_00681,2.5584373829000002,1.380790605,0.13687585800000002
ecoli_00682,0.9451289734,1.011187447,0.43024290200000004
ecoli_00683,1.1040492323,1.02483936,0.45649869600000004
ecoli_00684,0.9735372853,1.109839949,0.17240939800000002
ecoli_00685,1.0516055052,1.155724456,0.273833125
ecoli_00686,3.5877706858,2.074392364,-0.33557125600000004
ecoli_00687,3.1403387679,1.9333262,-0.103547147
ecoli_00688,-0.6434416930000001,-0.02384108,-0.193622802
ecoli_00689,-0.4269572742,-0.031337513000000004,-0.271951257
ecoli_00690,0.9880907005,1.273677352,0.8765261360000001
ecoli_00691,1.1555976847,1.112188612,0.8084935360000001
ecoli_00692,1.0766742261,1.216375803,0.9157442760000001
ecoli_00693,1.1962890595,1.088710693,1.011176016
ecoli_00694,1.1654269751,0.9063980930000001,0.902283076
ecoli_00695,1.3915418812,1.109465711,0.9472996260000001
ecoli_00696,0.6317561866,0.9418323030000001,0.823034806
ecoli_00697,0.8580281918,1.121202469,0.8417998760000001
ecoli_00698,1.8285039932,1.053406293,-0.087156416
ecoli_00699,1.817918232,0.9906369150000001,-0.047135399
ecoli_00700,2.0043752904,1.392040083,0.12196417600000001
ecoli_00701,2.0752103595,1.621613693,0.059651514
ecoli_00702,2.1549196141999998,1.843166123,0.10154764100000001
ecoli_00703,2.1780972723,1.825614008,0.171203867
ecoli_00704,0.9372586898,1.229672784,-0.0422892
ecoli_00705,0.5948685926,1.220907118,-0.0050907420000000005
ecoli_00706,0.43244844260000004,0.6119069850000001,-0.104639965
ecoli_00707,0.19441585720000001,0.45460434,-0.08689561
ecoli_00708,0.6721671547,0.986634522,0.063928575
ecoli_00709,1.1927865189,0.963405528,-0.046721704
ecoli_00710,1.8275537453,1.347919562,0.380732609
ecoli_00711,1.5329616497,1.292454023,0.5413918120000001
ecoli_00712,1.5207521006,1.41169283,0.217165399
ecoli_00713,1.4087985217,1.452113639,0.26082317
ecoli_00714,0.5478211887000001,0.680543153,1.1453485460000001
ecoli_00715,0.4808498963,0.6744944150000001,1.070647936
ecoli_00716,-0.6003463995,-0.22643264200000002,0.14242569800000002
ecoli_00717,-0.4768437683,-0.595681001,0.23916410400000002
ecoli_00718,0.1264445458,0.07857544500000001,-0.036123555
ecoli_00719,0.8612436297,0.273365719,0.042168756
ecoli_00720,0.9456009105000001,-0.060789583,0.11719557800000001
ecoli_00721,0.7285795042000001,0.032580143,0.14509675
ecoli_00722,1.5616948797,1.278815057,0.548075038
ecoli_00723,2.0400410829,1.321497721,0.49255982000000004
ecoli_00724,2.0331510455,1.357482341,0.155626605
ecoli_00725,2.7371581373,1.497179508,0.458879289
ecoli_00727,1.0634717055,0.743132258,0.9356459460000001
ecoli_00728,1.3295673596,0.796289252,0.080522988
ecoli_00729,1.5878160985,0.6704043030000001,0.319070503
ecoli_00730,-0.097913974,0.043230666,-0.060545762
ecoli_00731,0.8164289010000001,0.211222192,-0.023064144
ecoli_00732,1.2081227198,0.21355474600000002,-0.026233267
ecoli_00733,1.5403275903,0.880916333,0.6346640520000001
ecoli_00734,2.2320870225,1.202797995,0.6909501880000001
ecoli_00735,1.4869826609,1.152747512,0.28762259500000004
ecoli_00736,2.960407568,1.221066045,0.536174008
ecoli_00737,0.0276938503,0.557269695,0.17530578100000002
ecoli_00738,0.9397824804,0.32386986,0.46740904
ecoli_00739,2.643033156,1.126874242,0.174656744
ecoli_00740,3.689668179,1.447114452,0.394370202
ecoli_00741,-3.2019164818,-1.6134785790000001,1.322502666
ecoli_00742,-2.1959115125,-0.7812265490000001,0.5798925810000001
ecoli_00743,-0.38498745900000003,0.0028178820000000003,0.998987676
ecoli_00744,-0.048681780300000005,0.10506926400000001,0.9379760260000001
ecoli_00745,-0.2702115225,-0.053528788,0.736952856
ecoli_00746,-0.48017075260000003,-0.025734888,0.803381376
ecoli_00747,0.3706320695,0.013052879000000002,0.695367646
ecoli_00748,0.9000912924000001,0.078940915,0.681227083
ecoli_00749,1.7562907496,0.644057506,-0.47601407300000004
ecoli_00750,1.3088082124,0.403004803,-0.33705242
ecoli_00751,-0.5256132922,-0.20154284800000002,0.9351348060000001
ecoli_00752,-0.7211165507,-0.163675127,0.876612566
ecoli_00753,0.24037817320000002,-0.32592872900000003,0.115148097
ecoli_00754,0.33095077370000003,0.05975188100000001,0.09984643500000001
ecoli_00755,-0.7818166301,-0.672059488,0.41419806800000003
ecoli_00756,-0.4734760609,-0.253134835,0.5783373190000001
ecoli_00757,0.3491051904,-0.324355718,0.046307297000000004
ecoli_00758,0.5385357359,-0.277600615,0.036329173
ecoli_00759,-2.9610867857,-1.9390506260000002,0.319589504
ecoli_00760,-3.5269728407,-1.867799755,0.503198241
ecoli_00761,-0.0611122121,0.14280213,0.20693571300000002
ecoli_00762,0.09719959,-0.15984701,0.188642002
ecoli_00763,0.3154837519,-0.21131306100000002,0.101779039
ecoli_00764,0.8299406787,0.408570007,0.172979991
ecoli_00765,0.0261598232,0.001952315,0.155982392
ecoli_00766,-0.12482350700000001,0.015307585,0.23824755400000003
ecoli_00767,5.9304630293,3.132099161,0.7806081060000001
ecoli_00768,8.2986888359,3.554506323,0.813794416
ecoli_00769,2.9889967832,1.667917894,0.5988579620000001
ecoli_00770,3.1505988434,1.912158323,0.589313505
ecoli_00771,8.0747467381,4.065180144,0.630282656
ecoli_00772,8.759154273,4.264023301,0.582770958
ecoli_00773,2.003200228,1.330072318,0.694016618
ecoli_00774,1.736945514,1.343861704,0.6840427720000001
ecoli_00775,2.891225004,1.714261869,0.744539256
ecoli_00776,3.6638972947,2.040659731,0.7080815420000001
ecoli_00777,0.5450912908000001,-0.726079527,0.057748651000000005
ecoli_00778,0.4626491479,-0.5001485520000001,0.000836439
ecoli_00779,-0.38195654570000004,-0.578678534,0.393058448
ecoli_00780,0.1440364723,-0.670885552,0.51636355
ecoli_00781,0.5434683115,-0.27018516200000003,-0.058615956000000004
ecoli_00782,0.7735177194,0.0018279040000000002,-0.003295563
ecoli_00783,0.1039233969,-0.370064302,0.054635539000000004
ecoli_00784,0.010990674,-0.075489163,0.312142354
ecoli_00785,-0.6181823482000001,-0.5697286960000001,-0.7608421670000001
ecoli_00786,-1.0603678833,-0.9000755420000001,-0.879332121
ecoli_00787,-0.058145671100000004,0.10158644300000001,-0.028056045
ecoli_00788,0.3314774324,0.139266839,-0.12884752500000002
ecoli_00789,1.0608799245,0.00483758,0.041432463
ecoli_00790,0.0598809442,-0.339713535,0.037419389000000004
ecoli_00791,1.1397015691,0.7633379,0.6634502010000001
ecoli_00792,-1.7297503716,-0.9295846,1.148891356
ecoli_00793,0.0143540825,-0.41758569900000003,-0.020226017000000002
ecoli_00794,-0.1386863777,-0.343182339,-0.031017067000000002
ecoli_00795,-0.1736056886,-0.18593941400000003,0.5256937780000001
ecoli_00796,0.3785300727,0.158932399,0.521895651
ecoli_00797,1.2524267963,0.704369899,0.527252585
ecoli_00798,0.7343706904,0.577297355,0.717952429
ecoli_00799,0.1418688851,0.14920882800000002,0.501672778
ecoli_00800,0.5129275493000001,0.35263626200000003,0.5728210220000001
ecoli_00818,1.5443907325000001,0.6763559330000001,0.444428965
ecoli_00819,1.5041694503,0.6937553270000001,0.29555535
ecoli_00820,1.4518165118000002,0.40951039,0.185566797
ecoli_00821,1.2579362533,0.032004764000000005,0.129607239
ecoli_00822,0.7260148064,0.46707265200000003,0.38896984100000004
ecoli_00823,0.9170280079,0.6271074050000001,0.33696669
ecoli_00824,1.0633410221,0.538820375,0.26844590900000004
ecoli_00825,0.9747402571,0.06686597700000001,0.34219276400000004
ecoli_00826,1.6955126810999999,0.280570455,0.43932199800000005
ecoli_00827,1.4963727951,0.30955537,0.42732075500000005
ecoli_00828,1.8358143364,0.28370947300000005,0.110599163
ecoli_00829,1.8531074856,0.53697245,0.039726156000000006
ecoli_00830,1.2658581114,0.49008788000000003,0.49324980500000004
ecoli_00831,1.3324451716999999,0.5335508870000001,0.46775206900000005
ecoli_00832,-0.7339352665000001,-0.310280697,-0.3140845
ecoli_00833,-1.0147061265,-0.45060813,-0.8715660150000001
ecoli_00834,2.6921020735,0.4608073,0.43664024300000004
ecoli_00835,2.1568240062,0.15877264400000002,0.53975684
ecoli_00836,8.9182179712,4.062216719,0.394528943
ecoli_00837,8.4540608256,3.966219198,0.379399407
ecoli_00838,7.2960060754,3.221085187,0.9337171660000001
ecoli_00839,7.4268831635,3.375389348,0.795086936
ecoli_00840,2.9134624204,0.7742528630000001,1.031077886
ecoli_00841,1.7820310897,0.346638019,0.9522224260000001
ecoli_00842,1.9515006211,0.423151944,0.412248104
ecoli_00843,1.9900414491,0.355293972,0.30771917800000004
ecoli_00844,7.7460084956,3.37270754,0.356117652
ecoli_00845,7.7469522698,3.451802549,0.40373836900000004
