,A,RpoN,flhD
hns_stpA__delhns_delstpA_delrpoS__2,-3.6709831738,-1.4682892945,-1.9480776964
hns_stpA__wt__1,0.0636440846,0.0715101833,0.0848961508
hns_stpA__wt__2,-0.0636440846,-0.0715101833,-0.0848961508
hns_stpA__delhns_delstpA__1,-6.3254355048,-1.9582703257,-2.619610956
hns_stpA__delhns_delstpA__2,-6.3921185051,-1.6073898337,-2.4251921516
hu__wt_log_pH7__1,-0.1248018438,-1.4449560918,-1.1819943889
hu__wt_log_pH7__2,1.1035450782,-0.9170654136,-0.5229154131
hu__wt_log_pH7__3,-0.16324819340000002,-0.6994754824,-0.8724672687
hu__wt_lag_pH7__1,0.1337062912,-0.12385277950000001,0.21979922130000001
hu__wt_lag_pH7__2,-0.43251526030000004,0.0182274602,-0.6952356577000001
hu__wt_lag_pH7__3,0.2988089691,0.1056253192,0.4754364364
hu__delhupA_lag_pH7__1,2.123494896,0.2046437191,-0.022033430700000002
hu__delhupA_lag_pH7__2,0.3814632274,-0.14746258140000001,-0.5547325118
hu__delhupA_lag_pH7__3,0.7702330418000001,0.2614496072,-0.4900724437
hu__delhupB_lag_pH7__1,-1.0167104896,-0.0527428655,-1.2136287645000001
hu__delhupB_lag_pH7__2,-0.7725894201,-0.0078161007,-1.1676149252
hu__delhupB_lag_pH7__3,1.1856616512,0.044583712000000005,-0.23512805990000002
hu__delhupAhupB_lag_pH7__1,3.5798672096,-0.0660598798,-0.44741105340000004
hu__delhupAhupB_lag_pH7__2,1.4765401295,0.1279091318,-1.4624820453
hu__delhupAhupB_lag_pH7__3,3.9108301066,0.4344425029,-0.0200109656
hu__hupAE34K_hupB_lag_pH7__1,-0.6209979541,0.1419125979,-0.0102414563
hu__hupAE34K_hupB_lag_pH7__2,-0.35142854570000004,0.0933277425,-0.7325154026
hu__hupAE34K_hupB_lag_pH7__3,-0.5256039938,0.07445381350000001,0.3475821951
hu__hupAE34K_delhupB_lag_pH7__1,0.5753909387,0.1406115969,0.1672108737
hu__hupAE34K_delhupB_lag_pH7__2,-0.7838306876000001,0.3348345451,-1.1127612654
hu__hupAE34K_delhupB_lag_pH7__3,0.26515706040000003,0.1956944742,-0.1382982508
hu__wt_lag_pH5__1,2.3520829448000002,-0.1577754055,-0.41978833330000004
hu__wt_lag_pH5__2,2.4470172288,0.0048768716,-1.3937462206
hu__wt_lag_pH5__3,2.0382234934,-0.020422199999999998,-0.6449183039
hu__delhupA_lag_pH5__1,2.8108108592,-0.2693961785,-0.9361769584
hu__delhupA_lag_pH5__2,2.9043808804999998,0.21668485040000002,-1.0116091574
hu__delhupA_lag_pH5__3,1.9237584556,-0.090408474,-0.3388951368
hu__delhupAhupB_lag_pH5__1,3.6787448261,-0.0678976565,-1.5782986386
hu__delhupAhupB_lag_pH5__2,3.6505814129000003,0.32924325260000004,-2.0155911956
hu__delhupAhupB_lag_pH5__3,2.9164272193,0.31604061,-0.5626800374
hu__hupAE34K_hupB_lag_pH5__1,2.2546906565000002,0.0184306441,-0.8450540688
hu__hupAE34K_hupB_lag_pH5__2,1.9730947912,0.2106381983,-0.3496166391
hu__hupAE34K_hupB_lag_pH5__3,1.8694690807,0.2403260193,-0.24195349130000002
hu__hupAE34K_delhupB_lag_pH5__1,2.8000226345,0.0405541119,-0.5466840748
hu__hupAE34K_delhupB_lag_pH5__2,2.6491245725,0.4511764279,-1.2856622574
hu__hupAE34K_delhupB_lag_pH5__3,1.8514582916000002,0.0721447115,-0.1950597813
hyperpersistence__low_GFP__1,-0.2304167484,-0.885396136,-3.2304824495
hyperpersistence__wt__1,0.4454266072,0.020032704000000002,-0.1814182389
hyperpersistence__high_GFP__1,-0.41715564930000004,-0.8268853717,-2.5754241321
hyperpersistence__pth_mut__1,0.0413255951,-0.3081166643,-1.2134138867
hyperpersistence__pth_mut__2,-0.1564207568,-0.1576120561,-1.1998704524
hyperpersistence__metG_mut__1,0.4553023109,-0.1279408709,-0.9179394827
hyperpersistence__metG_mut__2,0.36403263750000003,-0.2812811618,-1.3004401629
hyperpersistence__high_GFP__2,-0.8981061770000001,-0.6125609148,-2.0832300614
hyperpersistence__wt__2,-0.4454266072,-0.020032704000000002,0.1814182389
hyperpersistence__low_GFP__2,-0.5372395064000001,-0.8276924667000001,-2.2848464484
kan_efg__cpxAF218Y__1,1.2094423793,0.27840669,1.0291135471
kan_efg__cpxAF218Y__2,1.5494311983,0.44749614050000003,1.0634169959
kan_efg__cyaAN600Y__1,1.1474329475,0.5056412719,0.9794416664000001
kan_efg__cyaAN600Y__2,2.3075287684,0.5763328922000001,1.0631892644
kan_efg__fusAA608E__1,1.3871473699,0.209687488,0.7450604029
kan_efg__fusAA608E__2,1.240876957,0.1261671049,0.5706719983
kan_efg__fusAA608E_cpxAF218Y__1,2.1746276254,0.4522368742,0.4477095022
kan_efg__fusAA608E_cpxAF218Y__2,2.2393776743,0.5217497523,0.6775408656
kan_efg__fusAA608E_cyaAN600Y__1,0.9551233691000001,0.39747491430000004,0.9362783282
kan_efg__fusAA608E_cyaAN600Y__2,1.4307484365,0.5017014790000001,0.7594104741000001
kan_efg__fusAA608E_rpoDL261Q__1,1.3689647618,0.3852373114,0.7384340557
kan_efg__fusAA608E_rpoDL261Q__2,1.6944725648,0.4631732034,1.0898786481
kan_efg__fusAA608E_topAS180L__1,0.6308609176000001,0.506628548,1.121463123
kan_efg__fusAA608E_topAS180L__2,0.11640810630000001,0.6252190204,1.1873438174
kan_efg__rpoDL261Q__1,0.0735283997,0.23017931600000002,0.0118761162
kan_efg__rpoDL261Q__2,0.1763475287,0.35419150580000003,0.5241512584
kan_efg__wt__1,-0.6121062475,-0.0745658314,0.0785035017
kan_efg__wt__2,0.6121062475,0.0745658314,-0.0785035017
lrp__wt_min_log__1,0.1875286485,0.0011009558,0.1433898172
lrp__wt_min_log__2,-0.1875286485,-0.0011009558,-0.1433898172
lrp__wt_min_trans__1,-2.0440302305,-0.6664305728000001,-2.4239976339
lrp__wt_min_trans__2,-1.9257317735,-0.3541313109,-1.3105963456
lrp__wt_min_stat__1,-6.7537528014,-0.6088823642,-2.399353384
lrp__wt_min_stat__2,-6.3204578436,-0.5431141380000001,-2.5158486111
lrp__wt_liv_log__1,-1.1787458788,0.168226741,-0.3360944815
lrp__wt_liv_log__2,-1.0918776672,0.0482586065,-0.3708449746
lrp__wt_liv_trans__1,-2.5528232012,-0.0217042286,-0.8924450764
lrp__wt_liv_trans__2,-2.4217215181,0.0895386989,-0.2598356852
lrp__wt_liv_stat__1,-4.136420723,-1.3385275963,-3.1014428251
lrp__wt_liv_stat__2,-3.9665242896,-1.1646740048,-3.1372679324
lrp__wt_rich_log__1,-0.6025873121,-0.7749694047,-1.1946395809
lrp__wt_rich_log__2,-0.1994886464,-0.6050074147,-1.6321127232000001
lrp__wt_rich_trans__1,-1.2240355505,0.2054468556,-2.6952618360000002
lrp__wt_rich_trans__2,-2.1536133459,0.1104531562,-2.149572878
lrp__wt_rich_stat__1,-0.999699981,0.0743609144,-0.8207430724
lrp__wt_rich_stat__2,0.0428234957,0.19170938040000002,-1.4656927577
lrp__dellrp_min_log__1,-0.9621620424,-0.0735717597,0.3665429979
lrp__dellrp_min_log__2,-0.1796208082,0.0173826744,0.5661154070000001
lrp__dellrp_min_trans__1,-3.5223819667000003,0.15264384050000002,-0.9803192008
lrp__dellrp_min_trans__2,-2.6039643422000003,0.49009369420000004,-1.2159320078
lrp__dellrp_min_stat__1,-6.9566352634,-0.5544656631,-2.0524389402
lrp__dellrp_min_stat__2,-5.8286304796,-0.8254530849,-2.398184152
lrp__dellrp_liv_log__1,-1.9493051901,0.4869159041,0.1906339239
lrp__dellrp_liv_log__2,-2.6340877133,0.3297251698,-0.2569659144
lrp__dellrp_liv_trans__1,-2.9520438362,-0.0702059601,0.0155252129
lrp__dellrp_liv_trans__2,-3.0697311818,0.0256604608,-0.1785898558
lrp__dellrp_liv_stat__1,-4.0158278668,-0.8805494243,-3.2862671663
lrp__dellrp_liv_stat__2,-5.1482787499,-0.7595655453,-1.9007090054
lrp__dellrp_rich_log__1,-1.3084875361,-0.6967042679000001,-0.4759115418
lrp__dellrp_rich_log__2,-1.6716482114,-0.6197101664,-0.4826881753
lrp__dellrp_rich_trans__1,-2.1189376648,0.1080873537,-2.5219065013
lrp__dellrp_rich_trans__2,-3.1989151401,0.3622033107,-2.2828526941
lrp__dellrp_rich_stat__1,-2.8834873678,0.00550106,-1.5236008124
lrp__dellrp_rich_stat__2,-2.1103068287,0.2899251666,-0.5959154528
mazF_circuit__t0__1,-0.2689663172,0.1107043214,-0.2131620893
mazF_circuit__t2__1,1.3458400332,-0.6692219971000001,0.1102255208
mazF_circuit__t4__1,0.9569226603000001,-0.3012417291,0.1841788547
mazF_circuit__t6__1,1.4733505654,-0.8025311075,0.2100131948
mazF_circuit__t8__1,-0.3492095223,-0.7499777984,-0.7065231553
mazF_circuit__t0__2,0.2689663172,-0.1107043214,0.2131620893
mazF_circuit__t2__2,2.0223259463,0.2873496733,0.6422482559
mazF_circuit__t4__2,0.8702005871,-0.1939351305,0.2960730326
mazF_circuit__t6__2,1.481903923,-0.8228724163000001,-0.6766807486
mazF_circuit__t8__2,0.3154005136,-1.0717102719,-0.3275895629
mazF_ribo__emptyvec_mrna_5m__1,0.0432119461,-0.0169002124,0.0910839324
mazF_ribo__emptyvec_mrna_5m__2,-0.0432119461,0.0169002124,-0.0910839324
mazF_ribo__mazF_mrna_5m__1,-1.817108423,-0.7013114639,0.1640848392
mazF_ribo__mazF_mrna_5m__2,-2.1783820216,-0.6629867329,0.124216475
mazF_ribo__emptyvec_total_5m__1,-0.3729966819,0.0557386989,0.19872546500000002
mazF_ribo__emptyvec_total_5m__2,-0.6046614523,0.2508594257,0.6012948193000001
mazF_ribo__mazF_total_60m__1,-2.1033265067,-0.9167151233,-0.990361322
mazF_ribo__mazF_total_60m__2,-1.797146164,-0.7886672223000001,-0.5198156838
mercury__ctrl_t00__1,0.5425910025,-0.0621279511,-0.1533306096
mercury__ctrl_t10__1,0.6581546774,0.0671023,-0.5484061966
mercury__ctrl_t30__1,0.128562211,0.2546664045,-0.7265994543000001
mercury__ctrl_t60__1,0.1025879241,0.5719902455,-0.7461501570000001
mercury__hg_t10__1,-1.5393264269,0.9364226197000001,-3.3475393834
mercury__hg_t30__1,-4.9754104795,1.086910479,-3.2677746725
mercury__hg_t60__1,-1.9249291409,1.0331766101,-3.3068187399
mercury__pma_t10__1,-3.8551513189,-0.43542079100000003,-4.0953361159
mercury__pma_t30__1,-4.2452753844,-0.5174314768,-3.0596941667
mercury__pma_t60__1,-1.5379221792000002,-0.34978884720000003,-0.326116432
mercury__ctrl_t00__2,-0.1838849162,0.037938416100000004,0.1103577625
mercury__ctrl_t10__2,0.6046675919,-0.0167731402,-0.4488627538
mercury__ctrl_t30__2,-0.14227763540000002,0.33980055000000003,-0.8146020177000001
mercury__ctrl_t60__2,0.2869519283,0.5973291683,-0.5261632586
mercury__hg_t10__2,-1.8958480086,0.9217115847,-2.9601277573
mercury__hg_t30__2,-3.7072508706000002,1.1100313853000001,-2.7439903714
mercury__hg_t60__2,-0.3963895132,0.0672596761,-1.2254052065
mercury__pma_t10__2,-4.0367065746,-0.5012604293,-3.4190789229
mercury__pma_t30__2,-4.0841225992,-0.4637125775,-3.0278136433
mercury__pma_t60__2,0.1849646818,-0.1441467858,0.37133069830000004
mercury__ctrl_t00__3,-0.3587060863,0.024189535,0.0429728471
mercury__ctrl_t10__3,0.036566403000000004,-0.0328642865,-0.2932998711
mercury__ctrl_t30__3,-0.2406382183,0.5209823608,-0.6164977258000001
mercury__ctrl_t60__3,-0.21842843620000002,0.5153948444,-0.1998377797
mercury__hg_t10__3,-0.9491502024,1.0144914721,-2.5098092529000002
mercury__hg_t30__3,-4.8838843908000005,1.0322093347,-2.8347133275000003
mercury__hg_t60__3,-0.9770009723,0.4637333751,-2.0165949447
mercury__pma_t10__3,-4.7146547014,-0.5794641209,-3.3074719139
mercury__pma_t30__3,-4.6784221242,-0.5700210563,-3.1334860925
mercury__pma_t60__3,-0.0191624348,0.0693791866,-0.0107137601
ml_abx__az_lolcde__1,0.939709809,0.3903220046,-3.0112938923
ml_abx__az_lolcde__2,1.8418354815,0.2213146617,-3.8324852301
ml_abx__az_lolcde__3,-0.1510925829,0.10774323770000001,-2.9261200316
ml_abx__b01__1,0.3970015697,0.24033551150000002,0.4470829697
ml_abx__b01__2,0.5976409557,0.3211020586,0.6206966791
ml_abx__b01__3,-0.0386270604,0.1770480587,-0.45517806450000003
ml_abx__cro__1,-0.5698963157,0.3253524404,0.2179676096
ml_abx__cro__2,1.2615687032,0.039544874800000004,0.1954278894
ml_abx__cro__3,-0.3113864129,-0.2977647758,-0.6274843228
ml_abx__chl__1,-2.6409894707,-1.2976976884,0.1347209972
ml_abx__chl__2,-2.6388662773,-1.3277234537,0.5215930861
ml_abx__chl__3,-3.2128113640000002,-1.3924672337000001,-0.3435752761
ml_abx__cip__1,-0.2267890257,0.2202805298,-0.6806631816000001
ml_abx__cip__2,1.3668567557,-0.0426974653,-0.1507720249
ml_abx__cip__3,-0.9761596308,-0.3733528378,-1.2323876174
ml_abx__clr__1,-2.7419113126,-0.0012082387,-0.0785532891
ml_abx__clr__2,-2.1234058629,-0.1158980419,0.7097406947
ml_abx__clr__3,-2.0807209411,-0.1609201725,0.0387133221
ml_abx__cst__1,-0.0994973873,0.4924001161,-1.2537226773
ml_abx__cst__2,2.5006458568000003,0.1798871686,-2.1828183151
ml_abx__cst__3,0.1938417311,0.2149347168,-1.7055560419
ml_abx__ctrl__1,-0.2939409243,0.22488087,0.2891949413
ml_abx__ctrl__2,-0.4277799249,0.2173163055,0.2295921453
ml_abx__ctrl__3,0.6761372563,0.1020228517,0.2783680579
ml_abx__ctrl__4,1.349756438,0.0515938243,0.2225706218
ml_abx__ctrl__5,-1.082883463,-0.28462972410000004,-0.5251747053
ml_abx__ctrl__6,-0.2212893822,-0.3111841275,-0.4945510611
ml_abx__dox__1,-2.4457194704000003,-0.6907492030000001,-0.0864241758
ml_abx__dox__2,-2.2922532334,-0.6874710706,-0.0708286369
ml_abx__dox__3,-2.9874061682,-0.7896948083,-0.5528944566
ml_abx__glob__1,0.0398815688,0.3926622709,-4.6784793318
ml_abx__glob__2,1.6867560497,0.2634435396,-3.5617845201
ml_abx__glob__3,-0.5104014639,-0.0090852511,-3.9030963259
ml_abx__lvx__1,0.2288378916,0.2590477239,-1.6750953061
ml_abx__lvx__2,2.5895541328,0.0366143123,-1.0701318796
ml_abx__lvx__3,0.5000650129,-0.3798061807,-2.4182279507
ml_abx__mec__1,-0.5936451357,0.2327944844,-0.12120211950000001
ml_abx__mec__2,0.8972524114,0.0158155265,-0.047907401100000004
ml_abx__mec__3,-1.019590318,-0.2104716116,-0.4875011669
ml_abx__mem__1,-0.7608784407,0.213811357,0.45531288700000005
ml_abx__mem__2,1.1521283096000001,0.0899354986,-0.1252909207
ml_abx__mem__3,-0.7023274974,-0.1731611797,-0.7843410118
ml_abx__nit__1,0.842910974,0.2222919169,-3.4323890026
ml_abx__nit__2,1.2927741936000001,0.1155426375,-3.1166347467
ml_abx__nit__3,1.1745146355,0.1368586389,-3.3441431404
ml_abx__ntx__1,4.6453076142,0.42385458460000003,-3.3050413343000002
ml_abx__ntx__2,3.9658239755,0.5667990046,-3.5114722184
ml_abx__nor__1,0.4575532063,0.0562573861,-2.2192939483
ml_abx__nor__2,1.8975729715,-0.09158989470000001,-1.0339440144
ml_abx__nor__3,0.1630003694,-0.40553356150000003,-2.5575687398999998
ml_abx__pb__1,0.7335656979,0.5435833438000001,-3.8065227195
ml_abx__pb__2,2.7353964824,0.4661437825,-3.868190429
ml_abx__pb__3,0.8554114467,0.5215209001000001,-3.6374876434
ml_abx__tmp__1,-0.6449384891000001,-0.0463538716,0.1152246638
ml_abx__tmp__2,-0.4173221775,-0.31178914280000003,-0.48430123620000004
ml_abx__tmp__3,-1.6405243535,-0.5101213311,-1.9057003053
mut_abx__del_mutS_000nor__1,0.3514048964,0.0038441405,-0.037196824100000005
mut_abx__del_mutS_000nor__2,-0.1912331985,-0.0605644948,-0.553735465
mut_abx__del_mutS_000nor__3,-0.1601716979,0.056720354300000005,0.5909322892000001
mut_abx__del_mutS_125nor__1,0.7852966533,-0.1330215472,0.2654986045
mut_abx__del_mutS_125nor__2,1.2531142652,-0.0230914822,-0.0436176226
mut_abx__del_mutS_125nor__3,1.5805641987999999,-0.0421096822,-0.10662981490000001
mut_abx__del_mutS_250nor__1,2.3251732348,-0.0930739746,0.5803344621000001
mut_abx__del_mutS_250nor__2,1.1494584844,-0.1476669357,0.23830983890000002
mut_abx__del_mutS_250nor__3,2.1222065473,0.1157149246,-0.2247920803
mut_abx__del_mutS_375nor__1,1.2465484781,-0.0121471623,-0.0106706222
mut_abx__del_mutS_375nor__2,0.3036948023,-0.020663864400000002,0.0688292803
mut_abx__del_mutS_375nor__3,1.323293873,-0.0926124291,0.3144752958
mut_abx__del_mutS_500nor__1,1.5917884308999999,-0.2167046362,0.4910586504
mut_abx__del_mutS_500nor__2,1.4085588828,-0.157923475,0.23688587200000003
mut_abx__del_mutS_500nor__3,2.3636300382,-0.238904311,0.8399991329000001
mut_abx__del_mutS_625nor__1,2.6555082039,-0.4930346926,1.2730548435
mut_abx__del_mutS_625nor__2,1.7848402312,-0.4034437833,1.204371788
mut_abx__del_mutS_625nor__3,1.266464284,-0.29468944610000003,1.7366348476
mut_abx__del_mutS_750nor__1,1.8073407358,-0.1583538,1.1671994243000001
mut_abx__del_mutS_750nor__2,1.0264271092,-0.2650138689,1.2874310856
mut_abx__del_mutS_750nor__3,1.5892308406,-0.0418569081,1.5110897508
mut_abx__del_mutS_875nor__1,0.6259985515000001,-0.6815828916000001,1.0964829639
mut_abx__del_mutS_875nor__2,2.1545057895,-0.3648055906,1.8326067401000001
mut_abx__del_mutS_875nor__3,1.6189612480000002,-0.4617605608,1.8186774890000001
nit_yeaG__wt_Nminus__1,-0.8256452721,0.11063261810000001,0.4003646825
nit_yeaG__wt_Nminus__2,0.8256452721,-0.11063261810000001,-0.4003646825
nit_yeaG__wt_Nplus__1,2.369839382,-0.7624555169,1.1744032757
nit_yeaG__wt_Nplus__2,3.2987458659,-0.0645909635,1.2168601725000001
nit_yeaG__del_yeaG_Nminus_24h__1,-0.7592635916,-0.48294218860000004,0.7638128409
nit_yeaG__del_yeaG_Nminus_24h__2,-1.0414014832,0.41516946050000003,0.3561189963
nit_yeaG__del_yeaG_Nminus_24h__3,-0.9376492030000001,0.7290174229,0.8423520789000001
nit_yeaG__del_yeaG_Nminus__1,-1.5610696788,0.20814714750000002,0.27613131490000004
nit_yeaG__del_yeaG_Nminus__2,0.4737041266,-0.2498304448,-0.393634015
nit_yeaG__del_yeaG_Nplus__1,2.6104065933,-0.5270583472,1.0157972117
nit_yeaG__del_yeaG_Nplus__2,3.3088228861,-0.1991287572,0.9913618806000001
opex__amp__1,-0.8317930130000001,0.1472493313,0.3069557453
opex__amp__2,-0.3673982716,0.047956456700000004,-0.0133812064
opex__amp__3,-1.20312242,0.0048856497,-0.1767236341
opex__bak_amp__1,-1.6881810875,0.1211051757,-1.2424302006
opex__bak_amp__2,-0.40906545320000004,0.06985703880000001,-0.6343300575
opex__bak_amp__3,-0.2969118032,0.0948063879,-0.5469603446
opex__bak_kan__1,-0.6988014013,0.09534839190000001,-0.1405467094
opex__bak_kan__2,-0.9671986608,0.1212849527,-1.5187477776
opex__bak_kan__3,0.5518487958,0.011766657100000001,-0.1260112744
opex__bak_nor__1,-0.010847917,0.0218542192,-0.4260980499
opex__bak_nor__2,-0.3009919152,0.0641189734,-0.47186326900000003
opex__bak_nor__3,0.0711357774,0.0936894695,-0.37861338980000003
opex__bak_rif__1,-1.1923427178,0.23395799850000001,-1.1269211166
opex__bak_rif__2,-0.373386259,0.3473359901,-0.9693356723000001
opex__bak_rif__3,-0.5180334668000001,0.2552135998,-1.8828514237
opex__chx_amp__1,-0.5443581633,0.19558740430000002,-0.4432293176
opex__chx_amp__2,-1.0732844093,0.0780942775,-0.3291957292
opex__chx_amp__3,0.1286048001,0.0827455512,-0.2219257661
opex__chx_kan__1,-0.7606120902,0.08531647710000001,-0.5934480679
opex__chx_kan__2,-0.6812314377,0.0683397811,-0.1900124638
opex__chx_kan__3,-0.6396426922,0.0323321362,-0.10870904790000001
opex__chx_nor__1,-0.2374813405,0.041588051800000005,-0.38314747320000003
opex__chx_nor__2,-0.19763657440000001,0.0661939297,-0.12567452
opex__chx_nor__3,-1.225906183,0.0836960821,-0.6111465367000001
opex__chx_rif__1,-0.5975413573,0.2028686419,0.0288447166
opex__chx_rif__2,-0.5885257559,0.09594815250000001,-0.2560326477
opex__chx_rif__3,-0.1878354642,0.0466177495,-0.1882734908
opex__ctrl__1,0.0097444878,-0.0352721104,-0.0508388503
opex__ctrl__2,0.18479451500000002,-0.0051982208,-0.1749716153
opex__ctrl__3,-0.1945390028,0.0404703311,0.2258104656
opex__etoh_amp__1,-0.27769439830000003,-0.1419020717,1.3571075751000001
opex__etoh_amp__2,0.1915437985,-0.16581676110000002,1.7298317924000002
opex__etoh_amp__3,0.18935041460000002,-0.1580853614,1.2826711162
opex__etoh_kan__1,0.2532801401,-0.3063778066,1.7525184963
opex__etoh_kan__2,0.13529376070000002,-0.20130582800000002,1.3644405152
opex__etoh_kan__3,-0.20873961700000002,-0.2400726229,1.3577076967
opex__etoh_nor__1,-0.34791135030000003,-0.2335315618,1.5686083707
opex__etoh_nor__2,-0.2368395339,-0.3331714316,1.3244917950000001
opex__etoh_nor__3,-0.7722725973,-0.2311827622,1.2946081732999999
opex__etoh_rif__1,0.7435168149,-0.4505743619,1.2960053212
opex__etoh_rif__2,0.030888513200000002,-0.2592495852,1.7642786239000001
opex__etoh_rif__3,-0.0540402472,-0.27330260170000004,1.4150082725
opex__glual_amp__1,-1.1083243032,0.289546627,-1.2098233221
opex__glual_amp__2,-1.634683448,0.22832999140000002,-1.2285821273
opex__glual_amp__3,-1.1426926370000001,0.2448821193,-1.035141587
opex__glual_kan__1,-0.8701674226,0.2230650159,-1.227076263
opex__glual_kan__2,-1.3278675819,0.250966458,-0.6662495087
opex__glual_kan__3,-1.0453489076,0.1668667616,-0.6121149296
opex__glual_nor__1,-1.263958172,0.2636219971,-0.9307837514
opex__glual_nor__2,-1.115864742,0.2867584447,-0.8845795284
opex__glual_nor__3,-1.1739147631,0.24258123110000002,-1.4215001606
opex__glual_rif__1,-0.4600220486,0.3262480634,-0.967215142
opex__glual_rif__2,-0.4684194451,0.2569448534,-0.6660566324
opex__glual_rif__3,-0.6329640951000001,0.3693430069,-0.9900201484000001
opex__h2o2_amp__1,-2.5663549619,-0.0842485485,-2.4778305046
opex__h2o2_amp__2,-2.9432454815,-0.0176511673,-1.7664304724000002
opex__h2o2_amp__3,-2.506903319,-0.0496011055,-2.4597954912
opex__h2o2_kan__1,-2.1176132873,-0.0423394543,-1.9226939911
opex__h2o2_kan__2,-2.94092834,-0.07734126990000001,-1.7589966447
opex__h2o2_kan__3,-3.1632311664,-0.1772494862,-1.5036682263999999
opex__h2o2_nor__1,-2.7611726723,-0.014472856400000001,-1.8484581382
opex__h2o2_nor__2,-2.5375260766,0.0202227366,-2.3527231521
opex__h2o2_nor__3,-3.3710681053,-0.1294714995,-2.0875995092
opex__h2o2_rif__1,-0.2783215182,0.057304197,-1.6991410786
opex__h2o2_rif__2,-0.9654309452000001,0.0698691238,-1.4258634066
opex__h2o2_rif__3,-0.432927055,0.0758059816,-0.9483200189000001
opex__ippoh_amp__1,1.7131015421,0.1716342954,1.8163674154
opex__ippoh_amp__2,1.5582102368,0.15123887490000001,1.9065226866
opex__ippoh_amp__3,1.506107352,0.0844405057,1.9177528203
opex__ippoh_kan__1,2.0601794698,-0.008232894900000001,2.0467784248
opex__ippoh_kan__2,1.3074557433,-0.0413576653,1.9568203614000002
opex__ippoh_kan__3,0.8484856353,0.08964049710000001,1.856016366
opex__ippoh_nor__1,1.4715084658,0.0108002233,2.0517158119
opex__ippoh_nor__2,2.3395512619,0.1106661849,1.7392417041
opex__ippoh_nor__3,-0.3168893759,0.0643105456,1.9312957674
opex__ippoh_rif__1,2.3811851743,-0.007623938100000001,1.8592900147
opex__ippoh_rif__2,2.0997293984,-0.0013379936,1.7455253094
opex__ippoh_rif__3,1.740427488,0.0627265092,1.8662925905
opex__kan__1,-0.5091681083,-0.0198224779,-0.7463599882
opex__kan__2,-0.513258583,0.05595172700000001,-0.5276347704000001
opex__kan__3,-0.1836946495,0.0803166057,-0.1618254688
opex__nor__1,-0.3727221459,0.0698269173,-0.629729506
opex__nor__2,-0.5480093882,0.1851164747,-0.9101150308
opex__nor__3,-0.5064487852,0.15065093300000001,-0.531173136
opex__paa_amp__1,-0.7543340759,0.1003584425,-0.5054922764
opex__paa_amp__2,-0.6250812145,0.11164729250000001,-0.4561575598
opex__paa_amp__3,-0.4979413971,-0.046372660600000004,-0.4097302481
opex__paa_kan__1,-0.0007159433,0.1951355504,-0.49499937660000004
opex__paa_kan__2,-0.0410705607,0.3473883157,-0.5938869929
opex__paa_kan__3,0.4911661316,0.09609761300000001,-0.5260641882
opex__paa_nor__1,0.0463258818,0.0157807697,0.2501753201
opex__paa_nor__2,-0.795464122,0.0553832026,-0.6002060954
opex__paa_nor__3,-0.8577006198,0.1457611932,0.1885461383
opex__paa_rif__1,-0.16582161580000002,0.167546165,-0.40958689200000004
opex__paa_rif__2,-0.2088192143,0.3137516315,-0.5162723689000001
opex__paa_rif__3,0.4049800886,0.045438597000000004,-0.3966099731
opex__phenol_amp__1,-0.2407833499,-0.1350408816,0.40864168230000003
opex__phenol_amp__2,-1.7265054137,-0.0494235666,-0.0049919022
opex__phenol_amp__3,-0.0830332971,0.0367274815,0.3463034289
opex__phenol_kan__1,-0.7395869576,-0.1796401523,-0.953799394
opex__phenol_kan__2,0.1075601998,-0.11698985790000001,-1.119214833
opex__phenol_kan__3,-1.0293219726,-0.22733901080000002,0.1976333297
opex__phenol_nor__1,0.0097810056,0.0735082325,0.7613687558000001
opex__phenol_nor__2,-0.9502938538000001,-0.1270236979,0.1251853336
opex__phenol_nor__3,-1.0574802439,0.1734025999,0.5824847977000001
opex__phenol_rif__1,0.3298384938,-0.1675084568,-0.7170945605
opex__phenol_rif__2,-1.4574911916,0.22395712580000002,0.0897246134
opex__phenol_rif__3,-0.6739631115,0.2797558679,0.1380726439
opex__pvpi_amp__1,0.2818711679,0.0512557099,-0.5031950392
opex__pvpi_amp__2,-0.5166205525,-0.0131328242,-0.4015214991
opex__pvpi_amp__3,-0.5365998088,0.0183517552,-0.037693093000000004
opex__pvpi_kan__1,-0.9180675678,0.0046496911000000005,0.1659327736
opex__pvpi_kan__2,-0.1011644354,-0.0569829494,-0.23465538900000002
opex__pvpi_kan__3,-0.1603262667,0.07666078850000001,-0.0088767263
opex__pvpi_nor__1,-0.2625319,0.13569493230000002,-0.769263111
opex__pvpi_nor__2,0.0330135599,0.1211116114,-0.3362739983
opex__pvpi_nor__3,-0.34156850800000005,0.053756913100000005,-0.3032384078
opex__pvpi_rif__1,0.3474028964,0.2102501722,-0.5260556954
opex__pvpi_rif__2,0.1130632761,0.2911188349,-0.7637677686000001
opex__pvpi_rif__3,0.4601032882,0.4671936766,-0.6960981278
opex__rif__1,0.0013793294,0.25081116940000003,-0.6831620713000001
opex__rif__2,-0.1515711581,0.3375932075,-0.6071884953000001
opex__rif__3,0.0427876808,0.2953783365,-0.6281039886
opex__naocl_amp__1,0.050168388,0.0895451422,0.3264122242
opex__naocl_amp__2,-0.6699786317,0.07568540850000001,0.3340261129
