,A,AtoC,ihfB,RpoN
nac_ntrc__wt_cytd__2,2.0578391934438973,0.03237627099999996,0.5979945149999981,0.14013047449999938
nac_ntrc__wt_gln__1,3.678585641982989,0.4207772699999999,1.0409726349999993,0.3875584074999985
nac_ntrc__wt_gln__2,3.982137425834038,0.3826991959999999,1.1155340849999984,0.311200883499998
nac_ntrc__bw_delnac_csn__1,4.822275901461122,0.340401102,0.2154991849999988,0.6216542454999985
nac_ntrc__bw_delnac_csn__2,3.936550995726151,-0.11238519999999984,-0.16648385500000096,0.8497727804999986
nac_ntrc__bw_delnac_cytd__1,2.263390946516618,-0.06006414499999967,0.4645455949999988,0.16361194549999958
nac_ntrc__bw_delnac_cytd__2,2.4234561286123584,0.08910604099999997,0.4230415649999984,0.20669714449999965
nac_ntrc__bw_delnac_gln__1,2.890581650517837,0.2457292660000001,0.8464916449999986,0.3080251984999993
nac_ntrc__bw_delnac_gln__2,3.9705120488522727,0.4391584059999998,0.8042016749999998,0.29679560549999984
nac_ntrc__bw_delnac_nh4__1,-0.970413099939324,-0.469456127,-0.3020342150000008,-0.20403797450000027
nac_ntrc__bw_delnac_nh4__2,-0.8213706712152726,-0.1608138440000002,-0.19284083500000013,-0.2513449025000014
misc__wt_no_te__1,-0.0993172270739901,-0.04683748799999998,0.8689442749999987,0.4210455764999992
misc__wt_no_te__2,-0.130372031305966,-0.19394727999999967,0.5093796549999983,0.34090928549999866
misc__bw_delcbl__1,0.4123496341295696,-0.02693043999999967,-0.3394036750000016,0.2606270084999984
misc__bw_delcbl__2,-0.1971001829279114,-0.08755250199999988,-0.29720346500000083,0.32841042449999946
misc__bw_delfabr__1,0.5621210481744789,0.05345364099999994,-0.6204796650000013,0.12483548650000033
misc__bw_delfabr__2,0.4314671687883243,-0.2161863959999999,-0.5922961330000014,0.10311443849999867
misc__bw_delfadr__1,0.5581920759223757,0.018236840000000143,-0.2622498450000013,0.2262561374999983
misc__bw_delfadr__2,-0.4838459220444909,-0.17408055199999994,-0.13650693500000166,0.2539545304999997
misc__nitr_031__1,1.8957956321458105,-0.10345144900000004,0.036167394999999665,0.3646965854999991
omics__wt_glu__1,-0.1402777581633291,0.019463619000000158,-0.13827825500000124,0.2962516994999991
omics__wt_glu__2,-0.6944983537854206,-0.3499003649999999,-0.2514746050000003,0.4666522204999986
omics__wt_gly__1,-0.2844498053121937,-0.4170887520000002,-0.872324217000001,0.08866842549999987
omics__wt_gly__2,0.4619850661686807,-0.33641933499999954,-0.8714248070000004,0.056832367499998426
omics__wt_thr__1,6.480298251177537,0.32228311499999984,-0.1857289950000016,0.7135937784999982
omics__wt_thr__2,5.366696955410593,0.3849116260000001,-0.3407635650000014,0.7710917564999988
omics__bw_ac__1,-0.0367828188314869,1.6566318300000002,0.6479085849999997,0.2626952734999985
omics__bw_ac__2,-0.0187841287350549,1.4770823139999996,0.6054734249999996,0.2125339714999992
omics__bw_fum__1,0.8406566831621264,0.4759465240000002,0.018456404999998455,-0.07199432850000065
omics__bw_fum__2,1.7253585077000662,0.4829320590000004,-0.006356255000001809,-0.13216740750000078
omics__bw_glc__1,1.0951159974632596,-0.4944498730000002,0.16412660499999987,0.08772091650000036
omics__bw_glc__2,0.4487348082478868,-0.4817123429999999,0.15512309499999866,0.08663182049999918
omics__bw_pyr__1,-0.3933524843085157,0.4144086680000001,0.6449217049999998,0.13049388650000004
omics__bw_pyr__2,1.0878822678906377,0.3879414290000001,0.6594726449999992,0.07503947049999837
ompr__wt_nacl__1,1.943290782444775,-0.3670430090000001,0.27755200499999866,0.8458476444999992
ompr__wt_nacl__2,2.4233843293381243,-0.202361357,0.08413458499999926,0.7361582904999988
ompr__bw_delompr_nacl__1,1.2482080547256151,-0.4388158449999997,0.00949221499999986,0.3376980424999978
ompr__bw_delompr_nacl__2,0.3843479772212406,-0.7799422069999999,-0.1324689250000013,0.3812324994999994
minspan__wt_ade__1,0.3045115397469414,-0.5659385870000002,0.32309054499999945,-0.2312180505000008
minspan__wt_glc__2,1.04791214265193,-0.2847104370000002,-0.005051925000001845,-0.2809332425000015
minspan__wt_glc__3,1.2535655898279443,-0.3978283179999997,0.045105534999999364,-0.29022478250000106
minspan__wt_glc__4,0.6719392737649875,-0.8232173380000001,-0.07972467500000135,-0.20542882750000224
minspan__wt_glc_anaero__1,0.7588108806567526,0.12460463700000002,-0.1724310150000008,0.03892021449999916
minspan__wt_glc_anaero__2,1.1214369839977791,-0.4877470799999997,-0.1700636650000007,0.060990017499998224
minspan__wt_trp__1,0.0076215494136289,0.9400275960000002,0.6313251449999981,0.1072953324999979
minspan__bw_delcra_glc__2,1.5866749184711657,-0.6477852639999999,0.5065485749999983,0.0527145324999978
minspan__bw_delcra_trp__1,2.278068611625875,-0.09649184499999963,0.9061306849999989,0.10897918549999908
minspan__bw_delmntr__1,1.2562947420381494,0.3141386769999999,0.004072414999999553,0.2383428174999977
minspan__bw_delnac_ade__1,1.5363847451726251,-0.8530417629999998,0.07351886499999871,0.0018527365000000628
minspan__bw_delnac_glc__1,1.5600004663276108,-0.2890349579999998,0.1234782249999995,-0.33567946050000064
cra_crp__wt_ac__1,-0.4108657741057349,1.4251385700000003,-0.30622956500000065,0.19179876049999933
cra_crp__wt_ac__2,-0.2602378850064273,1.2028931580000002,-0.35281656500000125,0.15321709349999854
cra_crp__wt_fru__1,-0.4831882666734877,0.458984954,-0.2631118050000012,0.26576759049999943
cra_crp__wt_fru__2,-0.5499811512332508,0.6002168110000001,-0.08839022500000128,0.3237425104999989
cra_crp__delcra_ac__1,-0.1488500578214325,0.9824780019999996,0.0891974049999984,-0.023381640500000245
cra_crp__delcra_ac__2,-0.7258569186079475,1.034342475,0.021087684999999468,-0.1429831305000011
cra_crp__delcra_fru__1,0.2005976514045178,0.08563558700000007,0.27963663499999925,0.1073611114999995
cra_crp__delcra_fru__2,0.5103484117272146,0.003218205000000029,0.3256943649999986,0.12499276149999973
cra_crp__delcra_glc__1,-0.0715969616296236,-0.14695513699999996,-0.027273645000001068,-0.026159681500001145
cra_crp__delcra_glc__2,-0.3926028308813666,0.10353932200000003,-0.1367845850000009,-0.10072994250000099
rpoB__wt_031__1,0.0244780238120206,1.016667011,-0.01898600500000036,-0.05696854050000155
rpoB__wt_044__1,0.4272026728062548,0.05966351799999981,-0.16863898500000118,0.2237648204999996
rpoB__wt_lb__1,1.4126506612543068,1.1689409709999996,0.3773911149999982,-0.028158271500000612
rpoB__wt_lb__2,-0.3669286525425377,1.5945164309999995,0.2931017149999988,0.010328368499997964
rpoB__rpoBE546V_031__1,0.9318048282493144,-0.2617860999999997,0.3454237649999996,-0.1267133255000008
rpoB__rpoBE546V_044__1,0.7116954749244699,0.16407676999999987,0.4336448049999984,0.023719754499998302
rpoB__rpoBE546V_lb__1,3.055369977101841,0.96123534,0.15481106499999875,-0.01329458850000087
rpoB__rpoBE546V_lb__2,1.9150850039165348,0.9563983929999996,0.1844319049999985,-0.016251761500001294
rpoB__rpoBE546V_glc__1,-0.0358956876731315,-0.4347140669999998,-0.2513758650000017,-0.514114525500001
rpoB__rpoBE672K_glc__1,2.5884213767134407,-1.593742723,-0.8686284180000001,-0.20276037750000064
rpoB__rpoBE672K_glc__2,0.2743007596030413,-1.373746359,-0.8417491950000002,-0.2285063375000007
rpoB__rpoBE672K_lb__1,0.1870830907819683,-0.20896226200000045,-0.7302826730000014,-0.6724268015000012
rpoB__rpoBE672K_lb__2,2.342726318386577,-0.4215118479999997,-0.7081113300000013,-0.5883223085000004
crp__wt_fru__1,0.2362037844653594,0.1743351259999999,-0.12088642500000013,-0.26149362750000194
crp__wt_glyc__1,-0.2856840492233214,0.4985171910000004,-0.23519522500000176,-0.4111413085000004
crp__wt_glyc__2,-0.5351538035514641,0.62122513,-0.2269791750000003,-0.3161550525000019
crp__delar1_glyc__1,-0.050456577250453,-0.0791293999999998,0.8177116649999991,0.6530569714999999
crp__delar1_glyc__2,0.3355081396011029,0.029204473000000064,0.8890342949999983,0.6094381865000003
crp__delar1ar2_glyc__1,-0.8239889716615819,-0.08024153399999978,0.4273910749999992,0.4106341614999991
crp__delar1ar2_glyc__2,-0.7816080014640407,-0.4565264770000002,0.4929071349999994,0.3926384064999997
crp__delar1ar2_glyc__3,-0.1267339110354736,-0.31970670199999995,0.4557914849999989,0.3384137364999997
crp__delar2_glyc__1,-0.1622064089852283,-0.426010636,1.0758542649999985,0.2390130574999993
crp__delar2_glyc__2,-0.2267041627263381,-0.4196204479999999,0.8624663449999996,0.3881425054999994
crp__delar2_glyc__3,-1.234647849495543,-0.5229790219999999,0.7822983149999985,0.5417163864999992
crp__delcrp_fru__1,-0.3130073478160651,-0.2382483720000001,0.7741806249999996,0.4873410544999999
crp__delcrp_fru__2,0.1067326246733745,-0.3239955810000001,0.7805150249999997,0.6076043144999996
crp__delcrp_fru__3,0.6602554444094083,-0.19767764099999985,0.6682049649999993,0.46314233749999895
crp__delcrp_glc__1,-1.045712919599861,-0.2043812260000002,0.9036337949999992,0.6373608284999985
crp__delcrp_glc__2,-1.0561570815401913,-0.2036968899999998,0.8802052149999984,0.6669930294999986
crp__delcrp_glc__3,-0.9446267878971673,-0.288071623,0.9120195049999982,0.5979555294999983
crp__delcrp_glyc__1,-1.5405255710432044,-0.4364958859999999,0.8951313249999995,0.4546922764999994
crp__delcrp_glyc__2,-0.0031230215865585,-0.2556642830000002,0.8307353349999982,0.4769414484999981
crp__delcrp_glyc__3,-0.5011240165802765,-0.16299657199999995,0.8947548049999998,0.4892179915000003
glu__glu_ale3__1,-1.6363208688377116,-1.755195511,0.6064907849999983,-0.1601779305000015
glu__glu_ale4__1,0.0830347600073869,-1.1551106619999998,-0.2619136350000009,-0.28002795650000145
glu__glu_ale5__1,0.613717706672084,-0.34795112400000017,-0.8460246970000007,-0.6870798615000009
glu__glu_ale6__1,0.7311214570497261,-1.268331882,-0.7752423590000017,-0.5723060855000011
glu__glu_ale8__1,0.0589121378192603,-1.221535303,0.6607472949999984,0.16357349049999925
glu__glu_ale9__1,-0.3759411573453121,-1.260976974,-0.06697157500000017,0.0031536634999991264
glu__glu_ale10__1,-1.065085145400784,-1.5693034689999998,0.21387256499999907,-0.2871971685000005
42c__wt_42c__1,-1.879277171305317,-0.1073002500000002,-0.31461002500000035,0.0244120204999998
42c__42c_ale1__1,-1.1269914760065305,0.4565461400000004,0.11635354499999905,0.34912003849999884
42c__42c_ale2__1,-0.832080836663925,-0.8436266830000001,-0.2542397450000013,-0.3153191495000014
42c__42c_ale3__1,-0.2760048441857758,-0.1064485089999998,-0.2953636450000001,0.09912298549999933
42c__42c_ale4__1,-1.1942407614070556,-0.592149783,-0.5980379260000017,-0.10734334550000037
42c__42c_ale5__1,0.4572138547722557,-0.09186865099999997,-0.4206413750000007,-0.2023175995000006
42c__42c_ale6__1,-1.6873691327524996,0.4567931829999994,-0.051506065000001655,0.8135905604999998
42c__42c_ale8__1,-0.2220649721967942,-0.7149923340000002,0.06802815499999859,0.3201673924999984
42c__42c_ale9__1,-0.0366404535281888,-0.163561144,-0.2417516550000016,-0.0553719955000016
42c__42c_ale10__1,-0.2416421167251773,-0.14529555400000005,-0.1791272750000008,0.21542995749999785
ssw__wt_ac__1,1.534069904301682,0.397462665,-0.34671080500000073,-0.21780781650000056
ssw__wt_glc__1,-0.6950428144446797,-0.07374130200000018,-0.34210524500000083,-0.22127274850000056
ssw__wt_glyc__1,3.6447384678518087,3.368646883,-0.5893889490000017,-0.2125297985000003
ssw__wt_xyl__1,1.7221405702098462,0.4391082490000002,-0.05021167500000168,0.4108722804999996
ssw__glc_ale1__1,0.5596089213425265,-0.5823632860000001,0.1123376849999982,-0.7788251875000016
ssw__glc_ale2__1,-0.6785898448786517,-0.8314839639999998,0.8555401049999993,-0.06379253150000075
ssw__glc_ale3__1,-0.9464748912202408,-0.6113134649999998,0.35300746499999924,0.2370279344999986
ssw__glyc_ale1__1,-0.4798091859325941,0.22102772300000015,0.5749310549999986,-0.3120889155000013
ssw__glyc_ale2__1,-0.8380768550369954,0.1407267889999999,0.2094873549999985,0.20205476849999826
ssw__xyl_ale1__1,3.703808106939647,-0.7201674020000001,0.12516697499999907,-0.1082888095000012
ssw__xyl_ale2__1,2.1552489964949264,-0.375238419,-0.2252324650000013,-0.14978203550000124
ssw__xyl_ale3__1,2.990393948086033,0.4077984579999998,-0.5222997210000013,-0.3262490615000013
ssw__glc_ac_ac2__1,1.0595769772523238,0.2279932480000002,0.1714670449999982,-0.0901773505000012
ssw__glc_ac_glc1__1,2.083282164375376,-0.40711901899999997,0.3364167649999992,-0.2899039005000006
ssw__glc_glyc_glc__1,1.9157285986997783,-0.927747692,0.5272570349999999,-0.274164401500002
ssw__glc_glyc_glyc__1,4.116250710276181,-0.2698530950000002,0.2746682449999991,-0.4525024585000006
ssw__glc_xyl_glc__1,0.0355669354476264,-1.0401752329999998,-0.35453504500000044,-1.0410889935000007
ssw__glc_xyl_xyl__1,2.4398151172638047,-0.9595954229999996,-0.20853702500000185,-0.8552477355000008
ica__wt_glc__1,0.330090053241327,-0.4934145659999998,-1.1147660930000018,-0.5082379055000006
ica__wt_glc__2,-0.1752169018831343,-0.4860147549999998,-1.1984546920000003,-0.4994340875000018
ica__wt_glc__3,-0.1890702117909664,-0.3722481529999997,-0.5317266690000011,-0.1040741495000006
ica__wt_glc__4,0.1243759580017939,-0.6391151339999999,-0.2623442850000011,-0.2792215905000006
ica__arg_sbt__1,4.214606035205339,0.19359465799999984,-0.7130596030000014,-0.267100214500001
ica__arg_sbt__2,-0.2752338830434764,0.20533234600000005,-0.5527461320000011,-0.3823479205000009
ica__cytd_rib__1,-0.7706060200479454,2.0542757810000003,0.8413076649999987,0.1386887864999995
ica__cytd_rib__2,1.6058671376747535,2.124805261000001,0.7168878949999993,0.12476168449999925
ica__gth__1,1.547167281327019,-0.09093396600000014,0.23464762499999914,0.3953586514999987
ica__gth__2,1.576115227363075,-0.22170405799999984,0.03602994499999923,0.5102487215
ica__leu_glcr__1,-0.5665081811258919,-0.3030663320000002,-0.3892439150000016,-0.2586659055000009
ica__leu_glcr__2,-0.3374141567986853,-0.3481895260000001,-0.4901262500000012,-0.33747655350000016
ica__met_glc__1,0.5385774804833764,-0.3480877740000001,-1.2518318020000017,-0.8079442385000002
ica__met_glc__2,0.440172521271524,-0.920206019,-1.1905887250000011,-0.8131288585000007
ica__no3_anaero__1,-0.8764129975552412,-0.5121296809999998,-0.11737177500000052,0.023476880499998742
ica__no3_anaero__2,-0.732117552011981,-0.5307444129999999,-0.2346329650000012,0.012221922499998428
ica__phe_acgam__1,-0.0034255887518864,-0.5428815810000001,-0.8871626400000014,-0.5329956575000017
ica__phe_acgam__2,-0.3130952390686213,-0.7795391220000001,-1.0565964590000014,-0.5109843565000025
ica__thm_gal__1,-0.8722242021368806,0.5191540330000004,-0.16482862500000015,-0.1857659965000007
ica__thm_gal__2,-0.2643628773363309,0.5172056500000002,-0.15669868500000028,-0.08514855650000186
ica__tyr_glcn__1,0.0380479467376521,-0.5269986199999996,-0.6120214560000008,-0.3903549005000011
ica__tyr_glcn__2,0.1586216920786483,-0.283431223,-0.636866297000001,-0.3410315705000011
ica__ura_pyr__1,2.062259568249224,0.08763933700000015,-0.3158368550000006,-0.3768134025000016
ica__ura_pyr__2,3.1496717005347934,0.2396215260000001,-0.11250578500000152,-0.4399327825000024
ica__wt_glc__5,0.341572708925381,-0.7611872590000002,-0.19704825500000034,-0.5177360115000011
ica__wt_glc__6,-0.3589963926644253,-0.4703695570000002,-0.016725155000001383,-0.4911570285000009
ica__bw_delpurR_cytd__1,0.9883527515065328,-0.6696986329999999,-0.7562658370000008,-0.7443637615000025
ica__bw_delpurR_cytd__2,2.3184034974140304,-1.2708623760000002,-0.24630387500000064,-0.7433956735000002
ica__ade_glc__1,0.8239877574916512,-1.114746471,-0.3082547050000013,-0.7138325825000011
ica__ade_glc__2,1.2571679051809168,-0.958558322,-0.7539613130000014,-0.8051262665000012
ytf__wt_glc__1,0.2737963906309931,-0.19838890099999995,0.048335154999998416,-0.21770051350000053
ytf__wt_glc__2,0.2994161390824629,-0.13305359400000016,0.008906584999998302,-0.17772786350000125
ytf__delyafC__1,-0.3178606543643758,0.5049881269999998,0.9312559249999984,0.11754725149999955
ytf__delyafC__2,0.3267686300821023,0.5776887770000005,0.8762793349999995,0.1546335704999997
ytf__delyeiE__1,0.2437527453547672,0.4667801029999996,0.37449202499999856,0.02506978449999941
ytf__delyeiE__2,-0.4052663473562392,-0.029715564999999614,0.10842385499999983,-0.14861009750000065
ytf__delyiaJ__1,0.4778834640790456,0.50157338,0.8927779449999989,0.08753290149999947
ytf__delyiaJ__2,0.1143879850073807,0.3412073709999999,0.9751252049999994,0.23139318550000001
ytf__delyieP__1,0.2264614977353621,0.06942501099999987,0.4164926649999998,0.2141136244999995
ytf__delyieP__2,0.0915399104812867,0.0156854700000002,0.4211253349999993,0.20653274349999864
ytf__wt_ph5__1,0.6996418438236202,0.2046122210000001,0.07739173499999907,-0.15667631850000066
ytf__wt_ph5__2,1.4213557454763102,-0.3598966109999999,0.1304866149999988,-0.121676410500001
ytf__wt_ph8__1,-0.0158705910935773,0.06643686799999983,0.17264195499999954,-0.28805662350000105
ytf__wt_ph8__2,0.4340855902584266,-0.31547945099999986,0.20743109499999868,-0.35179708450000113
ytf__delybaO__1,0.7505402836609254,0.8652278359999999,0.785503584999999,0.0868237454999985
ytf__delybaO__2,-0.6923538847548972,0.823877596,0.6704792449999992,0.1171547664999988
ytf__delybaQ__1,0.9588842112318602,-0.3428195549999997,-0.10467602500000163,-0.3664812775000019
ytf__delybaQ__2,0.707894800982982,-0.1414580860000001,-0.13997920500000127,-0.4210866755000007
ytf__delybiH__1,0.7233809573986955,-0.3946130499999998,0.18352660499999907,-0.08041245350000104
ytf__delybiH__2,0.7421414042210478,-0.04454719900000015,0.5048975449999986,0.1485691504999984
ytf__delydcI_ph5__1,0.5964121726368089,-0.201472554,-0.1335313650000014,-0.2860461955000009
ytf__delydcI_ph5__2,0.3863535280017967,0.17636436600000005,-0.0947178250000018,-0.2915660545000005
ytf__delydcI_ph8__1,0.2476933786511997,-0.33754727100000004,0.2929409749999987,-0.19775634250000174
ytf__delydcI_ph8__2,0.0258218823283378,-0.5187870329999997,-0.07397079500000102,-0.43030544550000105
ytf__delyddM__1,0.1109337255906194,0.004613312000000036,0.5608763049999991,0.04367951749999932
ytf__delyddM__2,-0.4025942638122341,-0.2911248079999997,0.4931839349999994,0.05102436849999848
ytf__delyheO__1,0.1886983364523156,0.556594574,0.7981991849999996,0.009473350499998643
ytf__delyheO__2,-0.4663198885086121,0.7962232309999999,0.7979975949999982,0.024496082499998902
fps__bw_glc__1,0.0205678342298433,-0.5071176230000001,-0.5939824160000011,-0.5196136545000014
fps__bw_glc__2,0.203046070549793,-0.7080238689999998,-0.4638760710000014,-0.6788874785000001
fps__fps_thrA_ale1__1,0.8641006348389699,-0.4375895929999998,0.2506921749999993,-0.32055944650000257
fps__fps_thrA_ale1__2,1.3277261937275715,-0.1955796959999998,0.1171958749999984,-0.4281293025000013
fps__fps_thrA_ale2__1,1.5140016847135953,-0.587302481,-0.05670448500000092,-0.4658414105000013
fps__fps_thrA_ale2__2,1.2328525450638117,-0.5156645609999999,-0.07788523500000187,-0.40762423550000093
fps__fps_serB_ale1__1,-0.1981694210872907,-0.5285107449999997,-0.0532821650000006,-0.3878105415000013
fps__fps_serB_ale1__2,-0.1882495967850727,-0.26534061,-0.17460455500000016,-0.3348743525000017
fps__fps_serB_ale4__1,0.5854072167591167,-0.21095941899999995,0.3308044149999993,-0.19072830050000175
fps__fps_serB_ale4__2,0.6887919369190736,0.1535313239999998,0.34874165499999954,0.1012634694999992
fps__fps_ptsI_ale1__1,-0.2646921042845722,0.3032875260000001,0.1815387649999991,-0.8559759545000007
fps__fps_ptsI_ale1__2,-0.0661564560979895,0.6104235239999998,0.07463568499999873,-0.7988730515000011
fps__fps_ptsI_ale3__1,0.2456853601591921,0.04600800299999985,-0.04807274500000069,-0.8056928055000014
fps__fps_ptsI_ale3__2,0.2239067676227444,0.00030919300000009636,-0.08459257500000028,-0.8484199965000014
pal__lyx_ale2_f6__1,0.4868537060280452,0.8811382779999999,0.16817323499999934,-0.3722573105000011
pal__lyx_ale2__1,-0.5030648507651249,1.1326499929999994,0.40226726499999893,-0.5214724065000009
pal__lyx_ale2__2,0.8258851472005976,0.8304493580000001,0.31857179499999866,-0.4881702405000006
pal__lyx_ale4__1,0.8033712300616471,0.3899140210000001,-0.18964956500000166,-1.0848582725000018
pal__lyx_ale4__2,0.611182114568552,0.4308864290000001,-0.25435758500000105,-1.003826912500002
pal__5drib_ale10_f18__1,-0.0372608846868588,1.9897477100000005,-0.2652826550000018,0.6129173254999998
pal__5drib_ale10_f18__2,0.3254754700197233,1.852202682,-0.279414645000001,0.6364002815000003
pal__5drib_ale10__1,-0.5696790594558704,2.142601812,-0.027787695000000667,0.013956801499999116
pal__arab_ale14_f9__1,2.2507694568871046,0.08766895400000019,0.35386881499999845,-0.35927174050000144
pal__arab_ale14_f9__2,2.0345204077828027,0.04588354500000014,0.4197409349999983,-0.23632465250000226
pal__arab_ale14__1,-0.0478167677290883,0.16226632399999996,-0.07372504500000154,-0.6221584905000013
pal__arab_ale14__2,-0.3143898301894463,0.04308877000000022,-0.2081712850000006,-0.6037325335000014
pal__arab_ale16__1,0.4096496725236352,0.6635552450000004,-0.6507081960000018,-0.34194277950000096
pal__arab_ale16__2,0.6498919495856156,0.8415697959999999,-0.4782767980000013,-0.20152948750000196
pal__tartr_ale26_f10__1,13.40720432587575,1.968960709,0.1868565149999988,-0.3747926055000006
pal__tartr_ale26_f10__2,14.05623074645738,2.046862903,0.2504594549999997,-0.3527489215000008
pal__tartr_ale26__1,-0.5263399781758633,1.7446188059999999,0.13564000499999904,-0.4501007115000011
pal__tartr_ale26__2,-1.2180973132283794,1.796512001,-0.011190665000000877,-0.30575810850000096
pal__tartr_ale28_f10__1,10.742857172459624,0.514806471,0.4280308849999983,-0.4779141955000013
pal__tartr_ale28_f10__2,7.830863662617953,0.9060918640000004,0.20570409499999973,-0.4824835405000014
pal__tartr_ale28__1,-0.8094223711846188,0.7794053390000002,-0.16646052500000152,-0.5465418105000008
pal__tartr_ale28__2,-0.2170665027022507,0.6575667940000001,-0.06146080500000117,-0.6007871505000013
efeU__delmenFentC_citr__1,1.92175893221068,-0.504511672,-0.14562678500000106,-0.3912163105000008
efeU__delmenFentC_citr__2,0.3910892017678017,-0.5234487529999998,-0.11630271500000156,-0.5284220465000011
efeU__delmenFentC__1,0.595577252992603,0.06060980599999999,0.5495783949999993,0.08356590649999872
efeU__delmenFentC__2,0.8715325769106265,-0.010278483000000005,0.4305821349999999,0.053814073499998116
efeU__menFentC_ale39__1,2.0958109065593664,-0.7170736699999996,0.19065538499999946,-0.3340089294999995
efeU__menFentC_ale39__2,1.2044575693378186,-0.6396688560000001,0.2521241949999986,-0.2956222475000008
efeU__menFentC_ale29__1,1.2320186922004597,-1.4138949429999998,0.5006850849999989,-0.037837395500000426
efeU__menFentC_ale29__2,2.1792095027577845,-0.9587989979999998,0.5216775849999991,-0.04123273150000095
efeU__menFentC_ale30__1,2.489000488910932,-0.71649144,-0.1897157650000008,-0.7487878285000003
efeU__menFentC_ale30__2,0.2073815749050532,-0.7740919289999999,-0.22000278500000012,-0.7009630315000024
efeU__menFentCubiC_ale36__1,-0.3119685559090428,0.0397688770000002,0.2871915549999997,-0.18203062050000085
efeU__menFentCubiC_ale36__2,0.7468577753812294,-0.06431717499999977,0.25688472499999904,-0.21511456450000035
efeU__menFentCubiC_ale37__1,-0.6669675980938865,0.029513151000000182,0.3463923049999984,-0.07373560450000127
efeU__menFentCubiC_ale37__2,-0.6052889897144358,0.0540148020000002,0.4903697649999987,-0.043030666500001764
efeU__menFentCubiC_ale38__1,0.4656381228133249,-0.14906829599999982,-0.3222252850000018,-0.07680217150000067
efeU__menFentCubiC_ale38__2,0.6578816740845868,-0.27490841499999963,-0.26249254500000063,-0.23556970550000145
misc2__salc_glc__1,-1.5288287800046856,-0.8824947390000002,-0.24330995500000085,0.1359028114999994
misc2__salc_glc__2,-1.3453004094474563,-1.0144342720000001,-0.07304562500000067,0.4439292154999989
misc2__dbcn_glc__1,0.0481793424322119,-0.95374032,-1.2718927590000018,-0.6235655355000009
misc2__dbcn_glc__2,-0.8176827842121074,-1.2442622769999998,-0.6345241590000015,-0.4320346105000006
misc2__tyr_glc__1,0.4806790763366512,-0.610078943,0.2544356249999993,-0.2007496575000012
