,A,TdcA,Crp,ihfB
SRX7656123,2.7563481936,1.424404042,-0.010088120800000001,0.2915922435
SRX7656124,0.1909431869,0.7486477324,-0.0220803095,0.0753791033
SRX7656125,0.26166706100000003,1.0794685859,-0.006971406,0.2056216227
SRX7656126,-0.569656433,-0.17418484380000002,0.0043966387,0.07527393760000001
SRX7656127,-0.4607092693,-1.0416746121,0.1668676485,0.0978663196
SRX7656128,-0.8001243895,-1.0416746121,0.1832898366,-0.0866408026
SRX7656129,0.5806431225,0.23410188310000002,-0.8509373182000001,0.7554847077
SRX7656130,0.9732823777,0.9559559647,-1.0133410348,0.7890987312000001
SRX7656131,0.3778175966,1.3426194633000001,-0.8552114418000001,0.6352844664
SRX7656132,2.4100977186,2.9739492961,-1.0991152194,0.7496321689000001
SRX7656133,2.3587577514999998,2.9225015733,-0.7051006932,0.7750268969
SRX7656134,2.5407987093999997,2.0605280148,-0.929753295,0.7101493076000001
SRX7656135,0.8504566104,1.7066328755,-0.0408171479,-0.1732709832
SRX7656136,0.8232352444000001,0.9849557433,-0.17322884830000002,0.0125798188
SRX7656137,-0.5834354263,-0.6415623397,-0.17670345610000002,-0.12569989680000002
SRX7656138,0.8828839340000001,1.247784767,-0.1133158625,-0.0024633896
SRX7656139,-1.2508906719000001,-0.3814416491,-0.0346631081,-0.107284845
SRX7656140,0.7262854897000001,0.5293581104,-0.1636875546,-0.0378164496
SRX7656141,-0.712414851,-0.0583440797,0.0453136418,-0.1266555151
SRX7656142,-0.4621081295,1.1080257843,0.1758445305,-0.18342158690000002
SRX7656143,-1.6981390792000002,-0.09531024240000001,0.16750353580000002,-0.286782287
SRX7656144,-0.3171305721,1.2769720346,-0.8846690774,0.5930766829
SRX7656145,0.38829950620000003,0.7597780580000001,-1.0415023493,0.6294067863
SRX7656146,-0.2260928398,0.7414302796000001,-0.7368803165000001,0.7170134595000001
SRX5388319,-0.9417909045,-0.847345691,-0.1131082358,-0.0260689406
SRX5388320,-0.25171775220000003,-0.3820678401,-0.15099738340000002,0.055185875700000005
SRX5388321,1.1935086567,1.2294135311,0.26410561920000003,-0.0291169351
SRX5388322,-2.0403943523,-2.3721020084,-0.3440473148,0.2378195673
SRX5388323,-1.4031609101,0.7242064696,0.10436316620000001,-0.1466596712
SRX5388324,4.2046431715,2.8677811483,0.4952732845,-0.07116623100000001
SRX5388325,-1.7778201528,-1.9114580002000001,-0.32192762610000003,0.2144886863
SRX5388326,0.604913868,2.3002976035,0.32229741440000004,-0.1162119773
SRX5388327,5.6772885937,3.4397618125,0.6368160699000001,0.0478665062
SRX8708326,-2.1475541046,-2.9039554594,-0.0362194251,0.48151793810000004
SRX8708328,-2.550926959,-4.2852747482,-1.5616224187,-0.1774550813
SRX8708335,0.1363487042,0.6169677814,0.4342447082,0.0316978985
SRX8708336,1.3722513141000001,1.9719211545,0.5878589544,0.1096698247
SRX8708337,1.0423269407,1.6963858123,0.5395187561,0.0360873582
SRX8708338,-0.6515500404,-2.0394689925,-0.14160878940000002,0.4008465332
SRX8708339,-0.4325448242,-0.7055665329,0.148584254,0.2016586973
SRX8708340,-0.8516273111,-0.9135854325,0.18241322270000002,0.20863877560000002
SRX8708365,-1.5319259775,-3.2833466761,0.9307925237,0.8103400045
SRX8708366,-2.0225208697,-3.7030782146,0.9367801035000001,0.79434764
SRX8708368,-1.8313367412,-3.4037832477,0.9764142145,0.7890265787
SRX8708369,2.4198483866,2.4416228757000003,0.7325937801,0.1941040265
SRX8708370,2.0790162431,1.8242069033,0.8605437876,0.1621654823
SRX8708371,2.2165031633,2.5355103834,0.6737314587000001,0.2351319325
SRX4166001,0.2689486238,0.3831772492,-0.0504309921,-0.2052052727
SRX4166002,-0.6515224127,-0.2110423628,0.15996817200000002,-0.15748279610000002
SRX4166003,0.3825737889,-0.17213488640000002,-0.1095371799,0.3626880689
SRX4166004,0.7057896869,-0.7022931480000001,-0.8779140316,0.0205539034
SRX4166005,1.4550518027,0.026657218000000003,-0.5371211839,-0.0847331674
SRX4166006,0.3773037261,-0.4810758364,-0.5047912804,0.10179796170000001
SRX4166007,1.2670376203,0.5150417810000001,-0.49115894060000004,0.3283769753
SRX4166008,0.4729948953,-0.4167277186,-0.1463925879,0.42943714510000003
SRX4166009,1.0566344047,-0.5515517990000001,-0.2696574214,0.40175518200000004
SRX4166010,0.14340141080000002,-0.2351914022,-0.422017325,0.1621942794
SRX4166011,2.5380607424,3.7637667264,0.0331465663,-0.0929989714
SRX4166012,2.9010881355,4.3763936856,-0.27523787650000003,-0.0052199476
SRX5000481,0.1833378481,-0.3852442525,-0.011476057900000001,0.1509588755
SRX5000482,-0.20479224910000002,-0.2853612839,-0.1060102587,-0.1528181404
SRX5000483,0.5554104694,-0.6072183758,0.1512831843,0.43248006790000004
SRX5000484,0.831384454,-1.1448927421,-0.1375585523,0.34433113330000004
SRX5000485,1.2704903044,-0.3571376077,0.2109785549,0.5380630456000001
SRX5000486,1.4082075029,0.1721415771,0.2609776572,0.5843706258
SRX5000487,1.1911784863000001,-0.3631537751,-0.1923561796,0.1253951864
SRX5000488,0.6721325029,-0.5724512478,-0.34262451,0.0565486674
SRX5000489,0.6876876882,-0.1437578357,-0.1664668386,0.289905114
SRX5000490,0.4474679394,-0.7601822821,-0.16714632440000002,0.2330789077
SRX5000491,0.4801516941,-1.0124351115,-0.37078453650000004,0.07099494790000001
SRX5000492,-1.3394896029,-0.49393826230000004,1.475368666,1.6693473817000002
SRX5000493,-1.0560635532,-0.7472407733,1.1376902668,0.8851842496000001
SRX5000494,-1.31255598,-0.27078399000000003,1.1347282112000001,0.9921615799000001
SRX5000495,-2.0624815493,-0.7654365628,1.4212904351,1.5982408098
SRX5000496,-1.98380023,-0.5061918299,1.467315173,1.7096626457
SRX5000497,0.325336777,0.2020188984,-0.0192756679,0.1352618145
SRX5000498,-0.07927229100000001,0.32453384760000004,0.0212278545,-0.1884152095
SRX5000499,-1.6607972755,-0.6758539457,1.1315243246,0.9359447872000001
SRX5000500,-0.24606448600000003,-0.526552746,-0.0019521866,0.053153395000000006
SRX5000501,0.9652908743,-0.7442313315,-0.4916651179,0.0460408297
SRX5000502,1.8776068444,-0.18418090850000002,-0.34854891390000003,0.14534769620000001
SRX5000503,0.46293176610000003,-0.3219821775,-0.43585225920000004,-0.0030341261000000003
SRX5000504,0.2690920263,-0.2890792102,-0.1372784369,-0.061938696
SRX5000505,-0.0943296951,-0.1354169559,-0.1642322029,-0.1364298561
SRX5000506,0.0989241032,-0.30337386510000003,-0.1681617912,-0.0056751697000000005
SRX5000507,0.652307128,-0.3518540408,-0.0774965284,0.2627756382
SRX5000508,-0.3267730875,-0.4532998453,0.0630814665,-0.0011724178
SRX5000509,-0.0226897861,-0.3381245338,-0.2810515373,-0.0574220695
SRX5000510,0.58665551,-0.3996970534,-0.28533503050000003,-0.0927367623
SRX5000511,0.0236730274,-0.154370536,-0.1949960566,-0.1534841357
SRX5000512,0.7652698002,-0.4067972152,-0.4457334711,0.118872763
SRX5000513,1.4287500432,0.0264824296,-0.3135830297,0.10202931650000001
SRX5000514,1.0498571917,-1.1352759355,-0.4912625674,0.09872908180000001
SRX5000515,1.044332183,-0.4414319078,-0.402798119,0.0882035146
SRX5000516,0.4199181889,-0.7914558688000001,-0.49061737310000003,-0.032574997
SRX4124772,-0.7320813943000001,-1.4586681419,-0.49159209540000004,-0.0463168558
SRX4124773,-1.5910620335,-1.2847270622,-0.2902563631,-0.1397976692
SRX4124774,0.7184247946,-0.11333920500000001,0.0011446948,0.1255194803
SRX4124775,-0.7184247946,0.11333920500000001,-0.0011446948,-0.1255194803
SRX5323946,0.3725486068,0.2204881489,-0.1947450853,0.014975651000000001
SRX5323947,-0.3725486068,-0.2204881489,0.1947450853,-0.014975651000000001
SRX5323948,-0.5173786041,0.1664577219,0.25533424920000003,0.1079358901
SRX5323949,-1.5694914693,0.056238069,0.3336771074,0.1775328618
SRX5323950,-0.5656957747,0.1575046212,-0.19234211680000002,-0.0035074409
SRX5323951,-0.8269766775,-0.038116229,-0.21453890080000002,0.3295633576
SRX5323952,-0.11617213480000001,0.0828105835,-0.1725798192,-0.2629699505
SRX5323953,-1.0855389332,-0.2468398517,0.0807140303,-0.0911446687
SRX5323954,-0.8373429479000001,-0.1364364113,-0.0703709117,0.15730825040000002
SRX5323955,-0.6429832639,0.1683001619,-0.0216465485,0.4345820031
DRX093856,-2.3145248489,-1.8637378027,0.0794100169,-0.0932291424
DRX093857,-0.5532249761,-2.1888009696,-0.6136421402000001,1.3919837032
DRX093858,-3.1585094665,-8.5755742444,-0.5901419459,1.022943121
DRX093859,-2.7345775819,-8.9351263334,-0.20304986730000002,0.2335715588
DRX093860,-0.9960494942,-5.2434805128,0.09984774490000001,-0.2969916814
DRX093861,0.6357015509,0.3644204891,-0.0386433461,-0.0234537654
DRX093862,-3.6146037769,-8.7905029847,-0.7873801161,0.498289709
DRX093863,-2.8344071052,-9.286368697,-0.5712728994,0.6882567693
DRX093864,-3.7183161603,-8.7372050472,-0.0286686132,0.8733193997
DRX093865,-1.8080173392,-6.7577307068,-0.23342197620000002,-0.4289033246
DRX093866,1.6788232980000002,1.4993173136,-0.0407666707,0.11668290790000001
DRX093867,-3.2589262984,-8.9545662739,-0.7308913606,0.7175371547
DRX093868,-2.9765594831,-8.628634527900001,-0.7037627470000001,0.21154773270000002
DRX093869,-3.2041409326,-8.5883379232,-0.2362122698,0.2329742796
DRX093870,-1.1921130404,-5.9571825341,-0.0164546772,-0.1106573044
SRX6366242,2.7494565792,1.0926105418,0.0328965424,0.49663871260000003
SRX6366243,1.5355899388,0.0,0.1360103685,0.4909406082
SRX6366244,3.8059407766,0.0,0.5049328406,0.27310776130000003
SRX6366245,3.65993089,1.7050938537,0.1529755428,-0.1468615685
SRX6366246,1.8934315834,0.0,-0.015406163700000001,0.24300281110000002
SRX6366247,0.3793740343,0.0,0.37994444860000004,-0.25940531910000003
SRX6366248,3.4270979018,0.0,0.22590315390000001,0.2552602858
SRX6366249,1.4632052097,0.9841025202,0.23212511460000002,0.2871462172
SRX6366250,0.8341930672000001,1.0140499884,0.2831675712,0.26152956580000003
SRX6366251,1.7959464793,2.0018120519,0.20362184190000002,0.26997426
SRX6366252,-1.8566945485000002,0.0,-0.011167604900000001,-0.0421165336
SRX6366253,1.8566945485000002,0.0,0.011167604900000001,0.0421165336
SRX254739,-4.6286034059,-3.9850086001,-0.8924017296000001,-0.2434317712
SRX254740,-4.3506489443,-4.0178675363,-0.8649010421000001,-0.6880546294000001
SRX254741,-4.3800545239,-4.090857436,-0.7001267639000001,-0.47614016270000004
SRX254742,-3.962736718,-3.8351659516,-0.9119051060000001,-0.5452630615
SRX254743,-3.9245592182,-3.9152651178999998,-0.8563503673,-0.6133102
SRX254744,-3.877475429,-4.2189204585,-0.6222702813000001,-0.3823272017
SRX254745,-4.4594622551,-3.5962062024,-1.0877370598,-0.5017878330000001
SRX254746,-3.2190507129,-3.6608008828000003,-1.7369671045000001,-1.3002220611
SRX254747,-4.7970272944,-4.0619987491,-1.3358746678,-0.38011492290000004
SRX254748,-4.4454692671,-3.3166935425,-0.48690911950000004,-0.4312594853
SRX254749,-4.400791338,-4.4710204607,-0.9667081537000001,-0.6546793405
SRX254750,-4.4966472599,-3.5508174760999998,-1.2851862633,-0.6564689762
SRX254751,-6.5055434161,-4.8180079046,-0.385574128,-0.6385376221
SRX254752,-4.1533125421,-3.0243444885,-0.24326731070000002,-0.6645585173
SRX254753,-4.8607782656000005,-3.6959778721000003,-0.2979551923,-0.6027240562
SRX254754,-5.1082421199,-3.8855774137,0.6722892721,-0.5497863012
SRX254755,-6.0261472094,-3.7900420282000002,1.1260265914,-0.8844349788
SRX254756,-5.9042289302,-4.1500895487,1.0397299023,-0.7323984494
SRX254757,-3.7081339964,-4.0689264017,-0.3628059501,-1.0765882832
SRX254758,-3.5038273234,-3.8837478759,-0.4528756111,-1.2737457653
SRX254759,-2.0787566165,-3.5256244200999998,-0.3254764307,-1.0661014702
SRX254760,-4.6874977695,-3.4690417683,-0.18830449770000002,-0.0022261433
SRX254761,-3.1444263891,-2.4806922369,-0.7544182141,-0.6233404330000001
SRX254762,-4.4276091019,-3.0009078753,-0.5831081023,-0.5674820865
SRX254763,-3.7701615796,-2.9238282243000002,0.0047093158,-0.3722030261
SRX254764,-3.3150053176,-3.3449220312,0.5669202778,-0.7656051362
SRX254765,-3.6659243448,-2.3736682871,0.5677400205,-0.8154694804
SRX254766,-2.9374707091000003,-3.6015236257,-0.4403543445,-1.1263483433
SRX254767,-4.2413877095,-3.672575425,-0.24124783460000002,-1.0507258242
SRX254768,-2.4626204577,-3.0126730545,-0.4115574947,-1.4642462689
SRX254772,-3.4898528614,-2.727317373,-0.3562857689,1.3629742903
SRX254773,-3.5580605491,-1.3129537033,0.5579321807000001,1.6888523696000002
SRX254774,-4.7671955443,-1.9591776224,0.5313165346000001,1.447236262
SRX254775,0.4505987977,0.7474091776,-0.2638966479,0.3468954117
SRX254776,-3.1064140755,-2.4136982816,-0.19432084730000002,0.2900535789
SRX254777,2.9407200377000002,2.1000134974,0.10333546310000001,-0.22690032810000002
SRX254778,-0.8218647087000001,0.4746655032,0.21447380530000001,0.9829650128
SRX254779,-2.3484304464,-0.6873521167000001,0.2213336307,0.8410876139
SRX254780,-3.8708415069,-1.1520581758,0.3721320869,1.2263269173
SRX254781,1.82471299,1.8576726726000001,0.3267917408,1.0358727271000001
SRX254782,-0.8844197906,0.49107189710000004,0.5609825497,1.3521651373
SRX254783,2.2816066722,1.9771422119,0.28759943400000004,0.4469906174
SRX254784,3.5253114985,2.6445016883,-0.2368919985,-0.145904202
SRX254785,1.5464798609,1.5018162978,0.14532827,0.3585189499
SRX254786,1.0628828855,1.3808429441,0.3642317098,0.1836285442
SRX7136401,0.097682822,0.4172879772,-0.2650089901,0.37080809610000004
SRX7136403,1.0067328468,-0.2041868577,0.1635474037,-0.1472996254
SRX7136405,-1.1670624921,-0.9560304431000001,0.1684464855,-0.1075567976
SRX7136407,-9.472380897,-4.7811331195,0.2976957928,-0.0643227189
SRX7136409,-4.3924300611,-1.3224697286,0.1507827136,0.0005808492
SRX7136411,-1.1044156688,-0.2131011196,0.1014615864,-0.22350847070000002
SRX3754949,-0.2231186905,0.026722657900000002,0.0327470021,0.0637044503
SRX3754950,-0.2427076581,0.0492187228,0.0481021751,0.0156690406
SRX3754951,0.4658263487,-0.0759413807,-0.0808491772,-0.0793734909
SRX3754952,0.1374096441,-0.0456610801,0.13673644840000002,0.1785238774
SRX3754953,0.029995027100000002,0.1243954503,0.07923360680000001,0.1678548191
SRX3754954,0.7097347317,0.1124186279,0.0144034674,0.081303292
SRX3754955,1.3132814464,-0.4927282197,-1.632512297,-0.9979672179
SRX3754956,1.4603139114,-0.4452039853,-1.6693356927,-1.0859981772
SRX3754957,1.6145603194,-0.1581495212,-1.6531858744,-1.0891656204
SRX3754966,-0.061659773,0.1369363241,-0.2182690823,-0.0030845069
SRX3754967,-0.1017335929,0.4751571392,-0.19587325690000001,-0.0856139897
SRX3754969,-0.0898327679,-0.009670927400000001,-0.2994099301,-0.0370968837
SRX1424798,0.1274999594,-0.1853413563,-0.0842798241,-0.1086920816
SRX1424799,-0.1274999594,0.1853413563,0.0842798241,0.1086920816
SRX1424800,0.1481969512,0.2567193826,0.0678688308,0.058327546800000005
SRX1424801,0.8505625254,0.2873038184,0.030330043600000002,-0.12030315
SRX1424802,0.2548618837,1.0977086512,0.5365988028,-0.1953865066
SRX1424803,1.057961307,1.3078828791000001,0.5911904992,-0.0863479287
SRX1424804,0.9553513054,0.0920454726,-0.32946598320000003,-0.2620975874
SRX1424805,-0.9288372751,-1.1731544048,-0.6170200674,-0.3197862573
SRX1424806,0.1967960719,1.1753456504,1.0357575523,0.0348336231
SRX1424807,0.4404825262,1.3649533643,0.9608772845,-0.035264928800000005
SRX1424808,-1.7036109757,-2.3400267175,-0.1932318201,1.3497924922
SRX1424809,-1.5524640173000002,-1.901740294,-0.24201875890000002,1.2046506089
SRX1424816,-0.4126959783,-1.1740018878,-0.2242368632,0.8780282038
SRX1424817,0.4499031418,-0.6234672903,-0.2415859193,0.8131151801000001
SRX1424818,-0.33950046100000003,-2.0828964167,-1.6596404198,-0.8061226303
SRX1424819,-0.8799077326,-2.6525649700000002,-1.5412069563,-0.6292702513
SRX1424824,0.1956835512,-1.6042863326,-1.6338730553,-1.5989042147
SRX1424825,-0.6018159205,-2.0375553101,-1.6921309905,-1.7107259248000002
SRX1424826,0.0696812514,-1.8421333179000001,0.024751287900000002,0.24316815490000002
SRX1424827,-0.6089654452000001,-2.0864230011,0.0278344303,0.35089803350000004
SRX1424828,0.055500724700000004,-2.3324018277,-1.4241152532,-1.7479177371999999
SRX1424829,-0.502710177,-2.200517948,-1.6590049948,-1.6314874427000001
SRX1424830,-0.2551980173,-1.7437019789,-1.8726274564,-1.7916764761000001
SRX1424831,-0.1656185433,-1.8456631769,-1.8730596957,-1.7863753928000001
SRX1424834,0.0640009306,-1.5876047924,-1.10328679,-1.6735628130000002
SRX1424835,0.5368432911000001,-1.1214999346,-1.1546180975,-1.7667546818000002
SRX1424840,1.7398219454000001,-1.5358977273,-2.9067680232,-2.6987899867
SRX1424841,2.6640617537,-0.8921008157,-3.0181921286,-2.715531577
SRX1424842,2.100266789,-1.6296126645,-1.5439177016999999,-3.0085625719
SRX1424843,2.0534513373,-2.2429266606000002,-2.1842734612,-3.4102889405
SRX1424844,1.1786442532,-0.7654394216,-1.616189157,-3.3791962805
SRX1424845,0.2832215186,-1.0085226337,-1.5982655594000001,-3.3891356153
SRX1424846,1.4281568896,-0.5797613763,-1.5932065020000001,-2.8197675082
SRX1424847,0.8278218749,-0.3818005524,-1.2939667953,-2.5076543975
SRX5060277,-0.5112723784000001,-1.0271563203,0.0834236646,0.6360514056000001
SRX5060279,-2.9832353125,-5.0523683456,-1.0800252217,1.5319703017
SRX5060281,0.5112723784000001,1.0271563203,-0.0834236646,-0.6360514056000001
SRX5060283,-3.2475645113000002,-4.8685049318,-1.0200857079,1.2631041084999999
SRX5936089,0.3817947467,0.420668511,0.023435122500000002,0.1545464236
SRX5936090,-0.4209356328,-0.1338014268,0.1248516005,-0.057338121900000004
SRX5936091,-0.2429305015,-0.019364860600000002,0.0692848872,0.1379334156
SRX5936092,0.2820713876,-0.2675022235,-0.21757161020000002,-0.2351417173
SRX5936093,0.5294520045000001,3.1328450662,0.1391748524,1.1168219991
SRX5936094,-0.1036753817,2.6500745697,0.0317638306,0.8586059082
SRX5936095,0.1048070195,2.5553039318,-0.5801942053,1.6548339635
SRX5936096,-0.39183079530000003,2.4017982805,-0.6708481182,1.6119677219000002
SRX5936097,-0.3577679776,2.4869937045,-0.2977467191,1.7759466766
SRX5936098,-0.9009872438000001,2.2888392082,-0.22816473310000002,1.6899649202
SRX5936099,-1.088867567,2.1831958998,-0.4658876377,1.7521498667
SRX5936100,-1.1277621553000001,2.1714623361,-0.4601301404,1.5779735513
SRX5936101,-0.7500859628000001,1.6573601473,-0.9132657347,1.3415007752
SRX5936102,-1.7636471021,1.133480037,-0.9598387660000001,1.3390447981
SRX5936103,-1.2811328071,1.7773876301,-1.1240828075,1.1060269537
SRX5936104,-1.6571631318,1.3381695916,-1.1933479101,1.1071110746
SRX5936105,-1.71585946,0.9245780234000001,-1.4654213975000001,0.8021708442000001
SRX5936106,-1.7762875925000001,0.5607027546000001,-1.2839636258,0.7059267472
SRX5936107,-2.4729025489,0.152245556,-1.5241984337,0.4724394383
SRX5936108,-2.5877606275,0.534311163,-1.4587504675,0.5407174696
SRX5936109,-2.3602691868,0.4230788995,-1.6489719420000002,0.1360289267
SRX5936110,-2.6851987191,0.7145415071,-1.7515646770000002,0.2379951285
SRX5936111,-2.2144551932,0.5669065657,-1.770421453,-0.0043728316
SRX5936112,-3.0182206702,0.2937975721,-1.7906801929,-0.0656868852
SRX5936113,-3.1130471672,0.8032883688,-1.6497521704,-0.28347565420000004
SRX5936114,-3.4376624915000003,0.0642586083,-1.6595707367,-0.2521186823
SRX5936115,-2.2749141555,0.8149109011000001,-1.5958078438999999,-0.5048144990000001
SRX5936116,-2.9908323821,0.7737827856,-1.5052361202,-0.5482082886
SRX5936118,-2.5382131445000002,0.7628928501000001,-1.2832103901,-0.8398626247000001
SRX5936119,-3.7189020313,0.182642078,-1.4664207613,-0.806533002
SRX5936121,-2.4945607857,0.525519202,-1.1202172584,-1.1114962008
SRX5936122,-2.880095516,1.2026930327,-1.1002127465,-1.1928037789000001
SRX5936123,-2.747513382,0.308383151,-1.1087708567,-0.9404436693
SRX5936124,-2.7192519496000003,0.42917416810000003,-1.0562763317,-1.1406371918
SRX5936125,-2.9795155895,-0.0180537011,-1.0770613484,-1.2416602831
SRX5936126,-2.9032239879,0.35975566870000003,-1.3037934838,-1.3752685554
SRX5936128,-0.0754447273,-0.061812601,-0.6188562966000001,-0.09002599500000001
SRX5936129,-0.1748011424,0.34247218430000004,-0.685956077,-0.0876150495
SRX5936130,-0.4555689383,-0.1647685733,-0.9771786215,-0.3036415322
SRX5936131,-0.044564501,-0.3145270072,-0.7984177568,-0.4691272476
SRX5936132,-0.8531283485000001,0.1061307061,0.1972167981,0.40555176260000003
SRX5936133,-1.8941954503,-0.49748658910000004,-0.25833408480000003,-0.1856444874
SRX5936134,0.13329431590000002,-0.3057590635,-0.07625097460000001,0.3528849477
SRX5936135,0.14815889940000002,0.1809252596,-0.12687704800000002,0.2213565406
SRX5936137,-0.4420727102,0.158118945,0.4079259133,-0.25968304470000003
SRX5936138,-1.2351103717,-0.23158277770000002,0.30098022150000003,-0.4307552444
SRX5936139,-0.41021817180000003,-0.1366057714,0.5016748605,-0.5932692498000001
SRX5936140,-0.8561862663,-0.13437928600000001,0.24660512910000001,-0.7578976196
SRX5936141,0.4944933765,0.8541607859,0.6661311877,-0.49964904660000004
SRX5936142,-0.4223103979,0.7642179797,0.6329567987,-0.48060595100000003
SRX5936143,-0.5996267446,0.34617094200000004,0.4183987155,0.1939511429
SRX5936144,-0.1603610433,1.3247117784,0.48370192910000004,0.1128322512
SRX8557650,0.1633716435,-0.0167845516,-0.0066037492,-0.03970343
SRX8557651,-0.19617819,-0.0503151051,0.0077228519,0.043349020200000005
SRX8557652,0.0328065465,0.0670996567,-0.0011191027,-0.0036455901000000002
SRX8557653,-3.9567691513,-7.3483575948,-1.3647463804,0.06310504060000001
SRX8557654,-4.0073684226,-7.8938206732000005,-1.380566146,0.12909565280000002
SRX8557655,-4.370417813,-7.6322055095,-1.5210848611999999,0.0302400721
SRX8557656,-0.8286597503,-6.8159952922,-1.1906271379,0.5271158420000001
SRX8557657,-2.403449492,-7.0055274599,-1.1528320159,0.535437752
SRX8557658,-2.1452412089,-6.9988049525000005,-1.2579894262,0.5036555267
SRX8557659,1.8815086498,-4.8337807701,0.9529671083000001,-0.4057485054
SRX8557660,0.7886218717,-4.6692759166,0.9658081033,-0.2807035846
SRX8557661,0.3354910103,-4.9807089853,1.1082667562,-0.1246595662
SRX8557662,-0.030356714400000002,-5.2657921104,0.4603158248,0.7790002719
SRX8557663,-0.9136029148,-5.612105063,0.3963233387,0.6999349634
SRX8557664,-1.1840807255999999,-6.013570309,0.1587720879,0.4786701351
SRX8557665,-0.073304663,-4.9497182261,0.4995220433,0.1068368375
SRX8557666,1.1502166957,-4.0948244833,0.7128912778000001,0.2029498756
SRX8557667,-1.2790143328,-5.9113922181,0.18456944620000001,0.1621843673
SRX3405147,-0.2488782118,0.26474647560000003,-0.23651794610000001,-0.0567956082
SRX3405148,0.09151736840000001,0.3108540711,-0.0638936618,-0.0842381046
SRX3405149,0.1573608435,-0.5756005466,0.3004116079,0.1410337127
SRX3405150,-4.3835279848,-0.8329997965,-0.36936284280000004,0.1567187139
SRX3405151,-1.5031643853999999,4.2770346265,0.0483945025,0.2017226211
SRX3405152,-3.0845717406,1.0235137666,0.1697071903,0.2743984749
SRX3405153,-3.1506296852,-0.5164511498000001,0.0819766386,0.1592300377
SRX3405154,-2.0788237354,0.2374590635,0.0312762479,0.1874160565
SRX3405155,-2.1079716929,-0.0657360345,-0.0104577294,0.2615651699
SRX3405156,-2.0922684002,2.6196744913,0.26916821550000003,0.6899777115
SRX3405157,-2.4394422209,0.8752246339,0.0222155,0.5527966582
SRX312063,2.3088622665000003,-1.5701024587,-0.2181308123,0.10008737000000001
SRX312064,2.3122001529,-1.3406821903,-0.20736263130000002,0.0794890836
SRX312065,3.9584302734000003,-1.6727183654000002,-0.3580729292,-0.4072553097
SRX312066,4.4257616897,-1.5098929247,-1.1019684904,-0.5189923574
SRX312067,4.4793412347,-1.1208906159,-1.1014998148,-0.5126357698
SRX312068,3.3230714891,-1.2650409614,-1.7909618398,-0.6679710335
SRX312069,3.3645221297,-1.2669746007,-1.7921226591,-0.6757522469
SRX312070,-0.0840652865,-0.0445315022,-0.0064831920000000005,-0.0012272866
SRX312071,0.0840652865,0.0445315022,0.0064831920000000005,0.0012272866
SRX312072,3.6161964742,-0.9376589937,-0.5172351907,0.6646104637
SRX312073,3.8812067756,-0.47320326900000004,-0.4930876744,0.6620923325
SRX312074,4.3997946055,-0.1254040855,-1.5109077319000002,-0.1116231548
SRX312075,4.4075747755,-0.7928425750000001,-1.546671549,-0.1177134277
SRX312076,4.9844962705,-0.6373403243,-1.7910974918,-0.8733124369
ecoli_00001,-0.07341328650000001,-0.29988375100000003,0.012478646000000001,0.08337238500000001
ecoli_00002,0.07341328650000001,0.29988375100000003,-0.012478646000000001,-0.08337238500000001
ecoli_00003,-1.9063271326,-0.274100966,0.077574131,0.7158603250000001
ecoli_00004,-2.0679249912,-0.7968998150000001,-0.090682171,0.8566654450000001
ecoli_00005,0.0003860361,-0.366843024,-0.030513673,-0.076995065
ecoli_00006,0.3994473704,-0.157307745,0.05819072,-0.086717445
ecoli_00007,-1.7809644727,-0.5301953110000001,-0.105981984,0.689803445
ecoli_00008,-1.6435431641,-0.45731151900000006,-0.22346684100000003,0.621869415
ecoli_00009,-0.42864684680000004,-0.49518008,0.436429913,0.365818715
ecoli_00010,-0.6498309619,-0.6764674930000001,0.367563393,0.335810425
ecoli_00011,-1.0152964569,-0.44069308100000004,0.345522573,0.284257435
ecoli_00012,-1.0321439619,-0.6307232500000001,0.343136463,0.301657345
ecoli_00014,-1.3402017716999999,-0.096973136,0.33938771300000004,0.036205125000000005
ecoli_00015,-0.7507469741,-0.070844907,0.383863793,0.19517709500000002
ecoli_00016,-0.9582382552,-0.304900648,0.33986178300000003,0.183183425
ecoli_00017,-1.2433050262,-0.451871581,0.43240872300000005,0.33218594500000004
ecoli_00018,-1.3223262289,-0.386239084,0.482436193,0.239560985
ecoli_00019,-1.8103701811000001,-0.48082933200000005,0.17662370300000002,0.946614625
ecoli_00020,-1.9907068083000001,-0.73437624,0.24038529300000003,0.9488081850000001
ecoli_00021,-2.776864345,-0.8651753090000001,0.513155013,0.874908725
ecoli_00022,-3.315631121,-0.76631651,0.536337303,0.9672342150000001
ecoli_00023,-2.3050587039,-0.295936494,0.334672533,1.071325345
ecoli_00024,-2.6174662752,-0.829462098,0.387059873,1.168231695
ecoli_00025,-2.8989869018,-0.13716604400000001,0.513462963,1.135143795
ecoli_00026,-3.0079603269,-0.10017548400000001,0.5104807530000001,1.020138575
ecoli_00027,-0.3262332982,-0.25247758800000003,-0.07279683,0.172544145
ecoli_00028,-0.5801199084,-0.213833551,-0.093243951,0.213025175
ecoli_00029,-0.6430961707,-0.32545171700000003,-0.043119613,0.457530655
ecoli_00030,-0.3137023469,-0.209863549,-0.07348926,0.597994515
ecoli_00031,-0.19659187900000002,-0.42544290700000004,0.16383650300000002,1.040972635
