,A,Fnr,CsgD
SRX2391458,0.1340973742,0.2293302324,-0.2127401073
SRX2391459,1.1554131878,0.21523521,-0.5000409431
SRX2391460,0.4465340681,0.11560876120000001,-0.4665938053
SRX2391461,0.8056360598000001,0.1209232236,-0.2296955847
SRX2391462,0.29614874900000004,0.19522726210000002,-0.20893258350000002
SRX2391463,1.2368141126,0.1179972345,0.24220819400000002
SRX2391464,0.8100917035,0.1502372341,0.5447033321
SRX2391465,0.9578598554000001,0.14022645620000002,0.41328429640000003
SRX2391466,0.20841980200000002,0.11782350750000001,0.37219324070000004
SRX2391467,-0.0323400303,-0.014069373100000001,0.0952979656
SRX2391468,2.5158798675,-0.0315630531,0.2226810459
SRX2391469,0.4766361363,-0.0141549879,0.1288595674
SRX2391470,-0.38553232400000004,-0.1106713146,0.027409476800000002
SRX2391471,-0.5172190566,-0.2344536919,-0.4389585516
SRX2391472,0.3943285763,-0.0826404376,-0.2674625375
SRX2391473,-0.4301278612,-0.0256008087,-0.4025371847
SRX2391474,-0.3290834838,0.0782023473,-0.34633391890000004
SRX2391475,1.0995260383,-0.061452792000000006,-0.2845377656
SRX2391476,1.5192139451000002,-0.1692250595,-0.30105386970000003
SRX2391477,-0.16529909410000002,-0.041461468200000004,-0.6672826256000001
SRX2391478,8.9236272485,-0.1137485844,-0.4842302768
SRX2391479,1.5153994472,-0.0317671671,-0.24024624790000002
SRX2391480,-0.10578042380000001,0.1322023543,-0.0554554742
SRX2391481,-0.4371951898,0.1073992975,0.44638944100000005
SRX2391482,-0.0881882642,0.1209936897,0.3306141769
SRX2391483,-0.1487220196,0.0865760295,0.4964638657
SRX2391484,2.3768214812,0.0869610324,-0.5265636761
SRX2391485,-0.0684936656,0.14327588460000001,-0.6246844530000001
SRX2391486,-0.2765148697,0.2261574416,-0.7297691483000001
SRX2391487,1.6653992738999999,0.20080978970000002,-0.6187820248
SRX2391488,0.48984555,0.16720264440000002,-0.7566120052
SRX2391489,0.3214513638,0.105850789,-0.7051859578
SRX2391490,0.3056861974,0.09419939840000001,-0.5784626270000001
SRX2391491,1.5179571565,0.1618353592,-0.0160729715
SRX2391492,-0.129731491,0.16753480240000002,0.3696073259
SRX2391493,0.8536828129,0.2065221516,0.3221775058
SRX2391494,0.4710961521,0.16651981030000002,0.2352938542
SRX2391495,0.0323400303,0.014069373100000001,-0.0952979656
SRX2391496,-0.6325180458,0.0089584777,-0.3346240955
SRX2391497,-0.4039063774,-0.0235427967,-0.1941671828
SRX2391498,-0.1394041315,-0.2587817019,-0.5963142492
SRX2391499,1.1035276012,-0.24644766410000002,-0.3276238566
SRX2391500,0.1398703556,-0.09211287180000001,-0.335593754
SRX2391501,-0.8526929377,0.017315400800000002,-0.45434149960000003
SRX2391502,-0.5442486079000001,0.10647242130000001,-0.8268024984000001
SRX2391503,1.8548158507,-0.0916118039,-0.8739645973
SRX2391505,1.3218071836,-0.0331110313,-0.511356997
SRX2391506,0.31838078000000003,-0.0461462572,-0.359768217
SRX2391507,2.5222617314,0.1472780603,-0.6967619908
SRX2391508,1.0359954296,-0.0815733439,-0.5185878318
SRX2391510,-0.3686798006,0.1628644928,-0.0209433296
SRX2391512,1.1165457429,0.0778987927,0.0845906082
SRX2391513,-0.2826953595,0.0352389719,0.2108548743
SRX2391514,-0.5351156358,0.0666002566,0.3804895491
SRX5632598,9.6537168443,-0.21927705500000003,0.9354745999
SRX5632599,3.7209501031,0.0068389657000000005,-0.0885533178
SRX5632600,9.6576095153,-0.39919583750000004,2.046210432
SRX5632601,7.5041084328,-0.15292812990000001,2.1770981771
SRX5632602,9.2610915959,-0.5413516662,2.0807292063
SRX5632603,7.4093986683,-0.5255719177,2.322122925
SRX5632604,10.4153730418,-0.4380107324,2.4260593864
SRX5632605,11.100672154,-0.6924116879000001,1.8449758952000002
SRX5632606,2.6788992745,-0.023623925,0.45286709010000004
SRX5632607,5.0169339193,-0.2769247087,-0.1628728016
SRX5632608,-0.16119955390000001,0.022569228400000002,0.4195067001
SRX5632609,0.31151416130000004,-0.0149231714,0.2606099549
SRX5632610,-1.2672562054,-0.059067987700000005,0.2594879603
SRX5632611,-0.1503146074,-0.007646057,-0.6801166550000001
SRX5632612,-0.5622661718,-0.3998425611,-0.6801166550000001
SRX5632613,-0.2416140226,-0.2961707172,-0.3593116208
SRX5632614,2.0383666592,-0.0197029371,0.2109805773
SRX5632615,1.8827503215,-0.2057315476,-0.6801166550000001
ERX2874132,-2.3014132632,0.0648785776,-0.0672053283
ERX2874133,-3.0582333918,0.1318960147,-0.7064946357
ERX2874134,-8.6058808671,-0.18930506100000002,1.0364035959
ERX2874135,-7.3978731248,0.048734282000000004,0.0041306387000000005
ERX2874136,-8.4023908043,-0.1222527779,-1.0121406434
ERX2874137,-7.2213337196,0.2651479138,-2.3429588385
ERX2874138,-4.9289644358,-0.18178306500000002,0.13221927020000002
ERX2874139,-5.3494712079,-0.0481881923,0.5865038995
ERX2874140,0.6151203699000001,0.0035004484000000003,-0.2869777591
ERX2874141,-0.6151203699000001,-0.0035004484000000003,0.2869777591
ERX2874142,-6.3745270322,0.2884841145,-0.0650604213
ERX2874143,-7.1859991155,0.6061379563,-0.1128907532
ERX2874144,-3.0710318469,-0.6059054221,0.1963850791
ERX2874145,-3.6224421182,-0.4301566023,0.0437727829
ERX2874146,-1.1861127177,-0.2255559323,0.38134388610000003
ERX2874147,-2.3655470399,-0.1661942998,0.5913239182000001
SRX1300292,-0.7618312699,0.0654297724,-0.0335242079
SRX1300293,0.7618312699,-0.0654297724,0.0335242079
SRX1300299,-0.7050801369,0.0394489063,0.23593525
SRX1300300,-1.4477071344,0.2651847274,0.5225099326
SRX1300304,-0.8957400477,-0.1274267449,-1.1182894775
SRX1300305,-2.9361964672000003,-0.0156335277,0.2246756912
SRX1300306,-2.8014025769,-0.0681908374,0.2723306321
SRX1300310,-2.5193451438,-0.3039509496,-1.7377575901
SRX1300311,-3.9254272809,-0.18626809560000002,-1.5991810199
SRX7291195,-0.3488936804,-0.0019092608000000001,0.8613697447
SRX7291196,-0.3398613414,0.0184901467,1.0109018676
SRX7291197,0.0654582959,0.0880267361,0.6661630315
SRX7291198,-0.1742646685,0.0063945471,0.20027906780000002
SRX7291199,-0.1156831963,-0.0357761938,0.07734020600000001
SRX7291200,0.2899478648,0.0293816467,-0.2776192738
SRX7291201,-0.4240837136,0.0098731567,0.7820958971
SRX7291202,0.2756699666,-0.1897870955,1.1938638857
SRX7291203,0.0648061288,-0.0409235603,1.1277235406
SRX7291204,-0.2111086982,-0.0254851513,0.37771350800000003
SRX7291205,-0.16673271,0.0355440585,0.2321633041
SRX7291206,-0.1357784622,0.0057575253,0.4686181679
SRX2436955,-8.9457450897,-7.3552758056,-0.1179143316
SRX2436956,-5.7754799242,0.7139563072,-0.0786567816
SRX2436957,-6.8360019429,0.9185294265,-0.2697658912
SRX2436958,-3.1443897763,0.7798311562,0.0891567695
SRX2436959,-5.0716352691,0.0845328856,0.23348293150000002
SRX2436960,-1.7353916387,0.196271321,-0.1489466171
SRX2436961,4.3538548348,-0.21254939720000002,-0.1528706341
SRX2436962,2.4169007604,0.45666608210000004,0.5753813520000001
SRX2436963,-2.2406983976,0.0023046192,-0.0495786625
SRX2436964,9.0883999304,0.030882746500000002,0.5673560897000001
SRX2436965,-6.7869758171,0.9365946801,1.3066323663000001
SRX2436966,0.3523657938,0.39447972600000003,0.6758187666000001
SRX2436967,6.1794860203,-0.2747681118,-0.2071643361
SRX2436969,-3.3567678527,0.1197434681,0.1433840734
SRX2436970,-0.5440558473,0.4314267907,0.6453411055
SRX2436971,6.4300970249,-0.2345901954,-0.2197215837
SRX2437029,1.4618092768,0.456708999,0.44791046700000003
SRX2437030,-9.1449083761,-7.8525940196,-0.21797050310000002
SRX2437031,-0.9269903477,0.2973060844,0.8328913076000001
SRX2437032,-1.5939206181999999,0.3124097697,0.5778312046
SRX2437033,5.7245848898,-0.1751172912,-0.33952932150000004
SRX2437034,-6.9595912568,0.9036193136,1.6483789624
SRX2437035,-9.4556101307,-7.5369515417,0.1735067754
SRX2437036,-9.5786497588,-7.0361766568,0.0219172805
SRX2437037,8.1509280955,-0.0131986588,0.2300421149
SRX2437038,2.1708683445,0.1964461357,0.5183909023000001
SRX2437039,-2.5696300728,0.1707039968,0.0726143986
SRX2437040,-9.5708419513,-7.7499151628,0.5595844749000001
SRX2437041,-8.8798892894,-7.0926670476,0.0343764121
SRX2437042,4.8882391936000005,-0.22741367480000002,-0.78002339
SRX2437043,7.9638560598,-0.0619256138,-0.19431120770000002
SRX2437044,5.1468184747,-0.5844698577,-0.6910725416
SRX4705203,-3.0848235403,1.2617788521,2.3449298702
SRX4705204,-3.3531335526,0.013602002200000001,-0.0525030276
SRX4705205,-2.3234017175,-0.011886655900000001,-0.3088152503
SRX4705206,-2.2330318614,0.0928465604,-0.0361644281
SRX4705207,-16.2729848747,1.4522089644,2.2521260023
SRX4705208,-10.6971440163,1.4799556311,1.3016473366999999
SRX4705209,-14.4987734461,1.2878835212,1.9200076546
SRX4705210,-9.5985052243,0.5038059594000001,1.0669724294
SRX4705211,-6.5470411224,0.360903352,0.7755874348
SRX4705212,-8.2575143725,0.5015165093,0.9181920651000001
SRX4705213,1.1636856764,-0.2848580515,0.1491117845
SRX4705214,2.1698717017,-0.061697307900000005,-0.1244087071
SRX4705215,-1.009851572,0.1678169173,-0.12505066880000001
SRX4705216,1.3664173076,-0.3500729039,-0.0992314413
SRX4705217,-1.2508517572,0.2581440398,0.0205141538
SRX4705218,-2.4392713565,0.2706673062,0.1790648789
SRX4705219,-4.0668114871,0.4075951256,-0.1910863867
SRX4705220,-4.6011084361,0.4723477928,0.26787436940000003
SRX4705221,-3.5759997614,0.0966315491,0.37946973970000003
SRX4705222,-4.4902062732,0.4559032226,0.3241583356
SRX4705223,-3.0791215547,1.3849591353,2.3689088451
SRX4705224,-3.6831169758,1.4019401177,2.6169330977
SRX4705225,-7.6788184985,0.032233089300000003,0.09274529100000001
SRX4705226,-5.992373133,-0.0453090219,-0.1685189736
SRX4705227,-4.9985054319,0.0014162464,-0.47177304550000004
SRX4705228,-1.3896509098,0.2852736966,1.117588721
SRX4705229,-1.857315264,0.2818975743,0.7966848367
SRX4705230,-4.9713379202,0.9043918405,1.2125309907
SRX4705231,-2.4224389023,0.2892210988,0.22052372110000001
SRX4705232,-4.9361659541,0.2841031,0.3033542868
SRX4705233,-2.0594993859,-0.4692650607,0.4861175425
SRX4705234,-1.0196226009,0.359532976,0.14738410600000001
SRX4705235,-8.8086867571,1.0300605526,-0.2979948254
SRX4705236,-0.21930597910000002,0.06453909170000001,-0.143901581
SRX4705237,-10.8557582712,1.0883072748,-0.2671370168
SRX4705238,-7.5274436281,0.9656259972000001,-0.0995703565
SRX2038319,-0.8689828148000001,0.1288576417,0.3522655595
SRX2038320,0.4793495559,-0.0383819357,0.2548591095
SRX2038321,-0.392905243,0.1318576497,-0.5996548339000001
SRX2038322,-0.0489898624,0.019056687000000003,0.223825884
SRX2038323,-1.6369973838,-0.0419896674,-0.8183804875
SRX2038324,-2.4836334877,0.23862317660000001,-2.5890920222
SRX2038325,1.5496562203000002,0.1611058857,-0.5225347776
SRX2038326,1.3608583014,0.4581252995,-0.2047031105
SRX2038327,-0.2608409431,0.3172238424,-0.34076290400000003
SRX2038328,-0.24169235990000001,0.1383090976,-0.5112846669000001
SRX2038329,-0.7506643824,-0.3716839181,-1.5648540476
SRX2038330,-3.228964594,-0.2415756215,-0.0357442353
SRX2038331,-4.1000740421,-0.15906388330000001,-0.3849478121
SRX2038332,1.339135347,0.007812727200000001,-0.4204386551
SRX2038334,0.47101069630000003,-0.12566082550000002,-1.6692151540000002
SRX2038335,4.1161047933,0.0504878854,-2.7095209331
SRX2038336,3.1411458304,0.5392612067,-1.9385522543
SRX2038337,-3.4993844692,-0.1771450645,-0.4479024878
SRX2038338,-1.6126723223,-0.0641102801,0.2572034069
SRX2038339,-1.1715560091000001,0.4335230942,0.3170495827
SRX2038340,2.8733683967,-0.1511554798,-1.539924916
SRX2038341,1.3934830582,-0.0774772219,-0.2897290629
SRX2038342,0.4260027972,-0.1502114202,-0.3189492769
SRX2038343,3.8645446037,0.1315080696,-1.3871562499
SRX2038344,3.7333536277,-0.0719380109,-1.2692905177
SRX2038345,-1.7502139926,0.12563758,-0.42253184260000004
SRX2038346,-0.0938845678,0.9592729955,0.2223562553
SRX2038347,1.0092577993,0.8334966567000001,0.1162855121
SRX2038348,-0.1890585907,1.0963381317,0.13695913740000001
SRX2038349,-1.2656945946,-0.09922067500000001,0.0307170111
SRX2038350,0.6756970720000001,-0.1683037611,-0.9626196214
SRX2038351,4.4416211158,0.12045115120000001,-1.1619433391
SRX2038352,6.5228060269,-0.10618114270000001,-0.8761637599000001
SRX2038353,3.3827562744,-0.4606796238,-1.6484537326000002
SRX2038354,7.3884505389,-0.2463820843,-1.186070124
SRX2038355,4.8590308909,0.3616560525,-0.7618435144
SRX2038356,6.3279792512,-1.0284903831,-1.0275754746
SRX2038357,2.4816551371,-0.0647473615,-0.6094689664
SRX2038358,-1.7908140449,-0.0761053958,-1.0861424321
SRX2038359,1.7867901106000001,-0.09697300660000001,-1.8414306727
SRX2038360,2.801352343,-0.2615945059,-1.0344678788
SRX2038361,3.622754342,-0.162388314,-0.39323069460000004
SRX2038362,4.1021591474,0.06995235600000001,-1.0513249968
SRX2038363,0.5819965994,0.16927389210000002,-0.8066138942000001
SRX2038364,3.3288671698,-0.21989089520000002,-0.7563970182
SRX2038365,0.06278973260000001,0.8976741623000001,-0.0250277132
SRX2038366,0.8033324378000001,0.7015805322,0.3499218523
SRX2038367,-0.3452935078,0.8552512050000001,0.0493623188
SRX2038368,-3.1662841181,-0.3455777802,-0.6522715402
SRX2038369,3.6459066718,-0.3496650475,-1.0425714167
SRX2038370,3.2894490396,-0.3209950742,-0.6564029522
SRX2038371,-1.6293927112,0.10337487640000001,-1.2677024285
SRX2038372,1.093097192,-0.1810282464,-1.935909778
SRX2038373,5.259763404,-0.1042635281,-1.4177387562
SRX2038374,4.6092721026,0.17177478340000002,-1.3519630065000001
SRX2038375,4.3006516839,-0.3989806461,-0.5139396413
ERX530520,-0.2689350674,0.0,-0.0877105346
ERX530521,-0.2512173405,0.1430180401,0.5754877075
ERX530522,-0.0004993273,0.0,0.6162726146
ERX530523,0.3858215896,0.0,0.7009445895
ERX530524,0.2689350674,0.0,0.0877105346
ERX530525,0.7109616698,0.1810243454,0.1442541562
ERX530526,-0.6524795869000001,0.0,0.29608847180000003
ERX530527,0.0928788326,0.3016847958,0.6510324668
ERX3212443,0.8889350413,-0.5190136381,4.3918163294
ERX3212444,-0.3484389471,-0.3222420219,-0.2575130691
ERX3212445,-0.49425586,-0.4530709885,-0.1065909027
ERX3212446,1.2352169741,-0.2782649171,-0.35262987900000003
ERX3212447,0.6304812887,-0.2806686959,1.1118953691
ERX3212448,1.1637429096,-0.4037237883,2.5938431736
ERX3212449,-0.0660708507,-0.0037651177,0.0136508125
ERX3212450,-0.0499832287,-0.0090358951,-0.0279994992
ERX3212451,0.1160540793,0.0128010128,0.0143486867
ERX3212452,0.49442436650000005,-0.093188196,0.7804939833000001
ERX3212453,0.6403800226,-0.0238553789,1.0466509421
ERX3212454,1.2867476323,-0.0313487078,1.4257339493
SRX7478973,-0.5062279579,0.0095465275,0.3402578859
SRX7478974,0.6921088160000001,0.0232059397,-0.12605942150000002
SRX7478975,-0.18588085810000002,-0.032752467300000004,-0.21419846450000002
SRX7478976,-0.0848799643,-0.15256787230000002,-0.1592146975
SRX7478977,0.7013746354,-0.12441594560000001,0.08318811970000001
SRX7478978,0.22393717670000002,-0.10435943240000001,-0.4689505586
SRX7478979,-0.5016634931,-0.4254753164,-0.5241844585000001
SRX7478980,-0.6617068074,-0.3196076483,-0.8493758462000001
SRX7478981,-0.17931932520000002,-0.3156598178,-0.6008391755
SRX7478982,-0.36937493,-0.5449668212000001,-0.7971815958
SRX7478983,-0.19220149390000002,-0.523218044,-1.2370163533
SRX7478984,-0.1643027074,-0.5631612565,-1.0703519772
ERX1521038,1.7901163809,-1.8529613086,3.9816970926
ERX1521039,2.0347108372,4.4171410107,3.6171504377
ERX1521040,2.0246807122,-1.9114182228,3.9158221338
ERX1521041,2.0845639155,4.1511978614,3.254885343
ERX1521042,0.4314491642,-1.9114182228,0.5466631537000001
ERX1521043,0.3163660401,1.5058805974,-0.2747547777
ERX1521044,0.4235436165,-1.8065297164,0.33962482120000004
ERX1521045,-0.4235436165,1.8065297164,-0.33962482120000004
SRX621182,0.3234331013,-1.6696986845000001,4.7719500625
SRX621183,-0.8276029103,-1.4652493593,4.7839578281
SRX621184,0.34480937840000003,-0.35889479760000004,4.819149749
SRX621185,1.3681773576,-0.8014556473000001,4.250370548
SRX621188,3.1837635832,-0.8388314320000001,4.2426235364
SRX621189,-0.9609475996,-0.4152274681,4.3623335146
SRX621190,0.4099415361,0.1043733763,0.0804357784
SRX621191,-0.4099415361,-0.1043733763,-0.0804357784
SRX621192,-3.7349688472,-1.5472205910999999,4.611396582
SRX621193,-3.5567991202,-1.5531352302,4.5402322932
SRX6489436,-16.3698561314,-0.19100837710000002,-0.7073040753000001
SRX6489437,-17.213581853,0.7087330881,-0.3201947193
SRX6489438,-14.9787832103,0.34349852080000004,-1.3165431517
SRX6489439,-0.0126802819,0.1536742525,-0.6230963436
SRX6489440,-2.1726446827,-0.0322767413,0.0845644227
SRX6489441,2.1853249647,-0.1213975112,0.5385319209
SRX6489442,-1.34247414,0.21202446060000002,-0.8032342081
SRX6489443,-9.2479600554,0.5987173526,-0.5759401713
SRX6489444,2.0345835936,-0.1807484194,0.4498613017
SRX6489445,-0.6628359220000001,0.1036303247,-0.6413019498
SRX6489446,-3.3819973216,0.0875729346,-0.359141296
SRX6489447,3.1011524913,-0.3900321698,0.1561844526
SRX6489448,-7.3437040023,-0.5681724135,-1.0099083739
SRX6489449,-7.5958337543,0.019754427,-1.6623173505
SRX6489450,-14.9879907463,0.27332833030000003,-0.330420949
SRX6489451,0.9544303932,-0.0690832475,-0.5530915999
SRX6489452,-5.9473205611,0.6704954660000001,-0.1055628365
SRX6489453,1.6139451612,-0.2908193112,1.1212192881
SRX6489454,1.3753729167,-0.2406689964,-0.3309785719
SRX6489455,-1.8304086588000001,0.14526903260000001,-0.2076601137
SRX6489456,2.1547657263,-0.21581755660000002,0.6636998814
SRX6489457,-4.4665908798,0.5535835338,-0.9001526995
SRX6489458,-13.4545345501,1.2081234349,-0.6578391659
SRX6489459,-16.1276193349,0.8957372423000001,-0.051765229
SRX6489460,-8.9706071212,0.6569229851,-1.1536974224
SRX6489461,-7.0430556647,0.6167569178,-1.0030310525
SRX6489462,-15.5234876964,0.8316677062000001,-0.5099606703
SRX6489463,-13.8149789802,0.1999734554,-1.1679682695
SRX6489464,-13.8398885696,0.2197027038,-1.7305546600000001
SRX6489465,-15.9098924012,0.25218964180000003,-0.7623593483000001
SRX6489466,-5.7026559193,0.5340236142,-0.7336255319
SRX6489467,-16.5596898031,1.0834013949,-0.7133269406
SRX6489468,-15.9922519814,1.0978565866,-0.3242159642
SRX6489469,-16.326526753,0.9741019127,-1.0032241851
SRX6489470,-7.5205086524,0.6802497518,-1.2233132659
SRX6489471,-16.1910608578,0.9403858490000001,-0.5773264711
SRX6452027,3.1524288415,-0.20978116330000002,1.2719955172000001
SRX6452029,-0.1455705564,-0.0744435516,-0.2183354369
SRX6452030,4.6987031591,0.4468453882,2.2808029102000003
SRX6452031,0.9787273819000001,-0.1340233916,0.2198746953
SRX6452044,1.6455473578,-0.0619563058,1.1090841996
SRX6452045,2.2720959396,0.0976427973,2.8589861908
SRX6452046,2.4666500526,-0.21477502510000002,1.7463762169
SRX6452047,4.93530344,0.3342765871,2.5956144164
SRX6452048,0.1455705564,0.0744435516,0.2183354369
SRX6452059,4.8005394784,0.0047005741,2.2027434711
SRX1828491,11.450748137,-0.7086893064,-0.7376111413
SRX1828492,10.9747043561,-0.6762833235,-0.24717035450000002
SRX1828493,10.2572981789,-0.5961064718,-0.38888514820000003
SRX1828494,16.9741032924,-0.9389203311000001,0.08561045190000001
SRX1828495,-8.1363739164,0.3523185716,-0.38146407660000003
SRX1828496,-3.3634609176,0.2347033211,0.36141488790000004
SRX1828497,3.2780009156,-0.0167791524,-0.359641755
SRX1828498,1.3259218958,0.1179135661,-2.0203559388
SRX1828499,5.5657429639,-0.13920940210000002,-0.2902766435
SRX1828500,8.5303643551,-0.3839734456,0.272267749
SRX1828501,2.5348778582,-0.0986806617,-1.2245186754
SRX1828502,-2.7694176143,0.1994489292,-0.2803719287
SRX1828503,0.688579324,-0.4435333853,1.5867909818
SRX1828504,-0.0997655321,-0.4244188257,2.127508523
SRX1828505,2.9519416316,-0.1329093335,-0.6574087249
SRX1828506,6.635315938,-0.4127689734,-0.6936211275
SRX1828507,-3.3224886222,0.0866657269,0.1070754705
SRX1828508,3.3224886222,-0.0866657269,-0.1070754705
SRX3796953,-0.4327918263,-0.011919778300000001,-0.06798993810000001
SRX3796954,0.4327918263,0.011919778300000001,0.06798993810000001
SRX3796955,6.6115358461,-0.20470735180000002,1.4096890128
SRX3796956,7.6828505018,0.1806692184,2.0751805136
SRX3796957,9.4473383849,0.1726251009,0.2759645093
SRX3796958,8.4202494711,0.0196643383,0.4271109591
SRX3796959,0.8401297759,0.2249489489,1.1848403548
SRX3796960,0.6992447091,0.1194383926,1.4078320274
SRX3796961,10.29073439,-0.6919210905000001,-0.4260567202
SRX3796962,7.9903448444,-0.5639088368,-0.056881787600000004
SRX3796963,11.1187921442,-0.0544059229,-0.1798215456
SRX3796964,9.1401908807,-0.014093932000000002,0.5424128076
SRX3796965,-3.6365185325000002,-0.4503003694,-3.5382784109000003
SRX3796966,-3.7816622033,-0.4641175329,-3.8166868574
SRX3796967,11.0015850214,-1.0025144526,-0.3480166489
SRX3796968,11.4639043326,-1.1404914458,-0.5150096622
SRX3796969,4.9988323238,-0.8909438317,0.8709621375000001
SRX3796970,5.1550817441,-0.5318614534,0.9364400551000001
SRX3796971,0.9505958631,0.0033368332,0.044760531000000006
SRX3796972,0.2502217483,0.0118921209,-0.1506351217
SRX3796973,9.2776292385,-0.5675203342,1.4693554796
SRX3796974,8.6345495938,-0.5965645774,1.7641501374000002
SRX3796975,9.307296235799999,-0.09172600310000001,0.7602485257
SRX3796976,8.4304269141,-0.2604633833,0.5953704952000001
SRX3796977,0.8784554201,0.0257724632,1.1404300634
SRX3796978,0.9857669928,-0.0743060465,1.6203415399
SRX3796979,11.1324069781,-0.7908679979000001,-0.29395885800000005
SRX3796980,10.6754085649,-0.5605540760000001,-0.1448747238
SRX3796981,8.3447062312,0.1988388559,0.8290798397
SRX3796982,8.2501224816,0.2155505949,1.1499416045
SRX3796983,-3.3235551571,-0.4247212359,-3.7012046667
SRX3796984,-3.4175827045,-0.4265440585,-3.8241666421
SRX3796985,12.3131917202,-0.8679103318,-0.5127991128
SRX3796986,11.3994286747,-0.8983829466000001,-0.4379548883
SRX3796987,4.0975497228,-0.3971189492,0.5042404851
SRX3796988,3.3079360548,-0.24081092610000002,0.816629836
SRX2568270,-0.7846500854,0.08827390900000001,0.2832993165
SRX2568271,4.6966097898,-0.23167562300000002,-0.632055566
SRX2568272,4.7399474497,0.2629024821,-0.5915116837000001
SRX2568273,2.3457416641,0.43528731260000003,-0.9167870232
SRX2568274,3.7916088516,0.3820487614,-0.0316803642
SRX2568275,0.7846500854,-0.08827390900000001,-0.2832993165
SRX2568276,3.8032384111,-0.2043366113,-0.7338473297
SRX2568277,2.6814701679,-0.32261156550000003,-0.8461833757
SRX2568278,5.4059785644,0.5355032213,-0.8664262336
SRX2568279,2.0046172135,0.39596403090000004,-0.6420007399000001
SRX3421856,-0.2358744694,-0.0188473862,-0.041842380400000004
SRX3421857,0.2358744694,0.0188473862,0.041842380400000004
SRX3421858,4.1428062751,0.8768952831,1.3416998527000001
SRX3421859,3.8086272616,0.7943170451,1.5532667686
SRX3421860,-2.4944565965,0.0022417352,-1.5815317185
SRX3421861,-3.7061446589,-0.1816462398,0.9774065105
SRX3421868,2.312118876,0.3641228837,3.1624402178
SRX3421869,2.938066882,0.46529772480000003,3.3928928395
SRX2606337,2.7155265283,0.0143233844,-0.7967672405
SRX2606338,8.2928799259,-0.5673512663,-0.2885905065
SRX2606339,12.29902851,-0.9106348201000001,0.4749187526
SRX2606340,14.9286497677,-0.7654763169000001,1.7870588767000002
SRX2606341,-0.15170704000000002,0.10413819610000001,0.2662190051
SRX2606342,0.48306878950000004,0.1963005887,0.625418832
SRX2606343,0.7097182662,0.5268947778,2.7019493196
SRX2606344,1.4035498979,-0.0169749804,2.5418824343
SRX2606345,2.3548677189,0.1514677783,4.1922296872
SRX2606346,2.9294739593,0.0907918983,1.0837453519
SRX2606347,-1.221711212,-0.0046689013,0.0944486608
SRX2606348,7.1188077007,-0.426649692,-0.6324625113
SRX2606349,15.096811748,-1.0217004236,0.6346392597
SRX2606350,15.6890486978,-0.7745977194,0.6468159197000001
SRX2606351,-0.7919642006000001,0.1257959895,0.1256887824
SRX2606352,0.4464124971,0.1732554926,0.7696289007
SRX2606353,-1.2982939736999999,0.4697261488,1.1273753665
SRX2606354,1.1978304832,-0.11645100400000001,2.3991119895
SRX2606355,1.8370529969,0.1571979088,4.4915688148
SRX2606356,7.4052961246,-0.6415963887,1.4448496729
SRX2606357,-1.4938153162,-0.0096544831,0.7023185797
SRX2606358,4.3266245991,-0.3169365246,-0.3906685449
SRX2606359,12.9931793841,-0.748058828,1.4883126565
SRX2606360,12.9195534794,-0.642971501,1.6813306039
SRX2606361,0.27958431970000003,0.1558185043,0.6401254464
SRX2606362,-0.0635964252,0.1043121531,0.3916996413
SRX2606363,-1.419704903,0.6420763381,2.1967648219
SRX2606364,1.6662733734000001,-0.1316689648,2.8218115535
SRX2606365,2.6790232677,0.09705247630000001,4.7172432296
SRX2606366,9.5492334744,-0.6977402275,2.4062157653
SRX3648427,0.6269864163000001,-0.7516619417,-0.192655781
SRX3648428,-0.5323808679,-1.1496425843,-0.6523555231
SRX3648429,-0.6734453008,-0.9921913121,-0.39127127030000003
SRX3648430,0.5981057080000001,0.006689497000000001,0.2360261874
SRX3648431,0.2538922885,0.078838191,0.0410130686
SRX3648432,-0.4663238663,0.0518871206,-0.4441757342
SRX3648433,2.3699291839,-0.1923720784,1.0085745772
SRX3648434,-0.119344194,-0.0085819389,-0.6560157600000001
SRX3648435,-1.4950287613,-0.0053562109,-0.4692793362
SRX3648436,-5.5747994784,-0.6587832035,-0.2882213905
SRX3648437,-2.5566574166000002,-0.9242868331,-0.30872115640000003
SRX3648438,-4.5504572658,-0.7405011435000001,-0.9461885483
SRX3648439,0.9850814687,-0.1190072798,-0.4175666816
SRX3648440,0.3949872513,-0.0044759721,-0.7591204598
SRX3648441,-2.7597256366,-0.06839568160000001,-0.9403627297
SRX3648442,-6.9736649045,-0.49915717730000003,0.19268714580000001
SRX3648443,-2.2722541747,-0.9562176016,0.0073756926
SRX3648444,-3.1114461056,-0.8397931040000001,-0.7305141238
SRX3648445,1.7926386966,-0.6163406841,0.1770756393
SRX3648446,-0.0611909795,-0.6206016748000001,-0.62983855
SRX3648447,-1.4050827873,-0.5586389879,-0.3431567077
SRX3648448,2.288747865,-0.1166496013,0.1216713427
SRX3648449,1.7219757358,-0.051026380600000004,0.5409425888
SRX3648450,1.2290007209,-0.1833504845,0.42584321340000003
SRX3648451,0.01521715,0.0806954445,0.2718142082
SRX3648452,-2.0490881211,0.0191679243,-0.4772002946
SRX3648453,-3.2058533506,0.2511630976,-0.8830710585
SRX3648454,-6.6391872643,-0.7860369249,0.0251711908
