,A,Fnr,CsgD
SRX5936140,-0.1672140852,-0.2235972326,-2.6730589519
SRX5936141,2.4202649248,-0.33215467790000003,-1.9421518888
SRX5936142,1.906507699,-0.34324592330000003,-1.8116983943
SRX5936143,1.9476479947,-0.2677031971,-0.9114628467
SRX5936144,2.0104971912,-0.1610063598,-0.6892742029000001
SRX8557650,-0.1777666089,0.016506649300000002,0.21084772200000002
SRX8557651,-0.007783918900000001,0.0143873127,0.0164837608
SRX8557652,0.1855505278,-0.030893961900000003,-0.2273314828
SRX8557653,-14.5530510006,0.9975450628,1.8145495671
SRX8557654,-15.4025986473,0.9630259824,2.0377470044
SRX8557655,-14.6829343373,0.8600162935000001,1.7693531977
SRX8557656,-14.4444490351,1.7515674252,-1.6292772390999999
SRX8557657,-16.1178861839,1.6815378387000002,-1.1996600325
SRX8557658,-15.260165109,1.732005895,-0.6472987336
SRX8557659,-14.9525750271,1.7692140925,0.8860845662
SRX8557660,-16.5938049936,1.8226771264,1.0168500847
SRX8557661,-16.9086321272,1.8851821976,1.1556273467
SRX8557662,-17.797602309,1.9998875114999999,2.0057383694
SRX8557663,-17.5332671749,1.7638316107,2.3136464878
SRX8557664,-17.322359571,1.6762232269,1.9426359318
SRX8557665,-17.7590929322,1.4995673533,1.1924620573
SRX8557666,-19.0993218121,1.7732313111,2.0029745957
SRX8557667,-17.7546650626,1.5139675299,1.5810549539
SRX3405147,0.8086646177,-0.1493383958,-0.0894440968
SRX3405148,-0.9410099813,0.2514836118,-0.0365991524
SRX3405149,0.13234536360000002,-0.10214521600000001,0.1260432492
SRX3405150,2.937864994,-0.8570213898,2.4776004991000002
SRX3405151,0.7471205802,-0.953865673,1.3711397971000001
SRX3405152,1.856942808,-0.3690855927,-0.1608991771
SRX3405153,4.4985263354,-0.1095774129,-0.668663982
SRX3405154,2.8164668124,0.0461727258,-1.644392222
SRX3405155,0.6252515272,0.30400400380000003,-1.6206358442000002
SRX3405156,6.2126455163,0.0976596165,-2.0987910672
SRX3405157,0.2527215418,0.026217808000000002,-1.3830101713
SRX312063,-12.3067862871,0.44776296200000004,0.037865753200000005
SRX312064,-11.6440269558,0.5225921363,-0.40150338090000004
SRX312065,-13.6451286859,0.07468775180000001,-0.5398939064
SRX312066,-10.3673485249,-1.368121549,0.7497466303
SRX312067,-10.5521774204,-1.3692575224999999,0.9529371193
SRX312068,-10.0385871782,-1.0655740649,1.5596669019
SRX312069,-10.0421473362,-1.2220723641,1.5716676984
SRX312070,0.1075840202,-0.0187283733,0.191212461
SRX312071,-0.1075840202,0.0187283733,-0.191212461
SRX312072,-3.2027451384,-0.062006198000000005,2.8981515214
SRX312073,-3.057266566,0.0546371406,3.0589047665
SRX312074,-4.5226976609000005,0.588655707,2.8171625681
SRX312075,-5.0335623721,0.6322269285000001,2.8652732448
SRX312076,-5.541607492,0.16482961540000002,1.7169103575
ecoli_00001,0.2562820863,-0.052632,0.173800594
ecoli_00002,-0.2562820863,0.052632,-0.173800594
ecoli_00003,1.203741622,-0.22332754900000001,1.503557971
ecoli_00004,1.8956532744999999,-0.207263208,1.606618766
ecoli_00005,-0.44618101870000004,-0.5591243690000001,-0.24798381700000002
ecoli_00006,-0.0561388621,-0.518033721,-0.42883168
ecoli_00007,1.4009734055,-0.358693874,1.428734697
ecoli_00008,1.1094179544,-0.349967695,1.484758005
ecoli_00009,1.0051744397,-0.27282969900000004,-0.13282348
ecoli_00010,0.4473787569,-0.26540585,-0.26457476700000004
ecoli_00011,0.4253101262,-0.524846931,0.373596704
ecoli_00012,0.5265187673,-0.539491976,0.41242641700000005
ecoli_00014,0.3328615874,-0.480809823,-0.230651515
ecoli_00015,0.9145973017000001,-0.5694477410000001,0.28694551700000004
ecoli_00016,0.6278720035,-0.545782447,0.35533118500000005
ecoli_00017,-0.2783974341,-0.49659595500000003,0.72531287
ecoli_00018,-0.0024219774,-0.5235996460000001,0.6722059250000001
ecoli_00019,2.9699434056,-0.277983604,0.806856758
ecoli_00020,2.9226370546,-0.403604734,0.658113489
ecoli_00021,3.3122723252,-0.117314808,0.762357433
ecoli_00022,3.494346283,-0.052995724,0.720336713
ecoli_00023,2.143985576,-0.46957113400000006,1.701380697
ecoli_00024,2.325701191,-0.475574296,1.576173413
ecoli_00025,2.6699176909,-0.138763319,1.775583241
ecoli_00026,2.7411531598,-0.142115652,1.715711352
ecoli_00027,2.467346105,-0.158711963,1.36009628
ecoli_00028,2.3299855349,-0.20401648900000002,1.36595648
ecoli_00029,0.9008509193,-0.22330206500000002,-1.42457741
ecoli_00030,1.1131694006,-0.148782092,-1.329289645
ecoli_00031,1.9385490709000002,-0.133928986,-0.407520828
ecoli_00032,2.3576641496,-0.07252378100000001,-0.11106802900000001
ecoli_00033,2.9533857912,-0.17298681200000002,2.007248355
ecoli_00034,1.5683282202000002,-0.207335707,1.018111058
ecoli_00035,0.6321939454000001,-0.39908493100000003,-0.411161159
ecoli_00036,0.40006893600000004,-0.458070531,-0.569765751
ecoli_00037,1.580540487,-0.387752121,0.313032138
ecoli_00038,1.1254516977,-0.318289392,0.453089687
ecoli_00039,-1.0281972286,-0.40746298400000003,-0.490730127
ecoli_00040,-0.6045115373000001,-0.431925496,-0.845183122
ecoli_00041,0.6153020854,-0.574722853,1.6426698339999999
ecoli_00042,-0.33869476130000004,-0.434576408,0.897342155
ecoli_00043,-2.0077770154,-0.544797561,0.030764031
ecoli_00044,-1.9129903471,-0.510121476,0.063068595
ecoli_00045,-2.3518188222,-0.54688357,-1.333145507
ecoli_00046,-2.4857452063,-0.5969020620000001,-1.361357435
ecoli_00047,-1.4541433655,-0.631839469,-0.132246647
ecoli_00048,-1.3815196089000001,-0.5991148660000001,0.010951547
ecoli_00049,0.760306789,-0.44621574300000005,0.9546058310000001
ecoli_00050,0.3631940584,0.683629718,0.21193784000000002
ecoli_00051,0.2394153168,0.7885854680000001,0.014139413000000002
ecoli_00052,0.2421615999,0.206760041,-0.52758168
ecoli_00053,0.34794614300000004,0.183314323,-0.822090139
ecoli_00054,14.5939810858,-0.542585261,-1.096230363
ecoli_00055,14.6588357972,-0.607156115,-0.7301206100000001
ecoli_00056,0.4689373551,0.045715161000000004,-0.164825249
ecoli_00057,0.3419808734,0.09762738400000001,-0.331594116
ecoli_00058,0.2466734434,-0.18848155800000002,-2.083663326
ecoli_00059,0.8033992348000001,-0.242270962,-2.031573419
ecoli_00060,0.8035875841,-0.234511247,0.283931431
ecoli_00061,0.9264888315,-0.20882609800000002,0.33456971900000004
ecoli_00062,-0.1276515704,0.087242941,-1.111321758
ecoli_00063,-0.3730755973,0.022124095,-0.80380428
ecoli_00064,2.0152418187,-0.769651592,-1.985920767
ecoli_00065,1.9649986665,-0.646367331,-2.04511696
ecoli_00066,1.3814708383,-1.035417797,-6.009046678
ecoli_00067,1.6473261193000002,-0.98364399,-6.009046678
ecoli_00068,1.2296851211,-0.57964238,-0.6233766040000001
ecoli_00070,3.7318752230000003,-0.946672155,1.160945896
ecoli_00071,2.5605632997,-0.70245124,1.212184139
ecoli_00072,2.7500429343,-0.6560544730000001,0.985543834
ecoli_00073,15.0871303829,-1.37524121,0.138314546
ecoli_00074,14.687544382,-1.519285843,-0.38011659600000003
ecoli_00075,18.9412630789,-1.857965349,-0.66079953
ecoli_00077,15.8243740407,-1.7740696470000001,0.429217921
ecoli_00078,18.2370932729,-1.679262271,0.28233070400000004
ecoli_00079,16.7723518435,-1.5296943330000001,-1.272997485
ecoli_00080,1.9946510213000002,-0.241030033,0.36341641900000005
ecoli_00081,1.056504906,-0.724032275,2.100194633
ecoli_00082,0.8804215499,0.563029258,0.253987232
ecoli_00083,1.0337816405,0.5452901480000001,0.20981448600000002
ecoli_00084,0.9141731453,0.5749984380000001,-0.21998487200000003
ecoli_00085,0.6158255290000001,0.562240048,0.052164741
ecoli_00086,0.6901966022,-0.350516384,-0.270172956
ecoli_00087,0.6379660286000001,-0.297698038,-0.677647659
ecoli_00088,0.469067198,-0.48628780600000004,1.452455724
ecoli_00089,0.0496866888,-0.53814686,1.311389267
ecoli_00090,0.1927315382,-0.5029783950000001,0.7493367780000001
ecoli_00091,0.0632384502,-0.572787414,0.77354734
ecoli_00092,2.3049927283000002,-0.43926326200000004,-0.415668268
ecoli_00093,0.08155152560000001,-0.355462483,0.339630712
ecoli_00094,1.1497135175,-0.431275444,-1.6431092340000002
ecoli_00095,0.9162378855000001,-0.47569201600000005,-1.593727875
ecoli_00096,1.5425076516,-0.21907488400000003,-0.33581760200000005
ecoli_00097,1.3478919077,-0.29527451800000004,0.135167014
ecoli_00098,1.1544158071,-0.177257513,-2.061671988
ecoli_00099,0.571616142,-0.18967989200000002,-2.160692036
ecoli_00100,0.9807248423,-0.139703868,-1.874081066
ecoli_00101,-1.0159200107,-0.21448740600000002,-3.458976245
ecoli_00102,-1.3729021464,-0.21332366900000002,-3.345360569
ecoli_00103,-2.1932939379,-0.31724649200000005,-3.796281602
ecoli_00104,-1.7997923374,-0.309938502,-4.108626977
ecoli_00105,-0.4662467095,-0.222994296,-1.346186511
ecoli_00106,-0.9626032250000001,-0.174284776,-1.848632227
ecoli_00107,-0.8640898799000001,-0.089958595,-1.754289047
ecoli_00108,14.0730746605,-1.2857264019999999,-0.551910211
ecoli_00109,16.9950792353,-1.501529713,-0.8503923790000001
ecoli_00110,-0.7437088477,-0.155629982,0.705814629
ecoli_00111,-0.5758339833,-0.114934488,0.858862122
ecoli_00112,-0.3444452323,-0.147109753,1.095917521
ecoli_00113,13.7608893033,-1.271483779,1.233259928
ecoli_00114,13.49293085,-1.177351436,1.3343725260000001
ecoli_00115,13.5981997787,-1.174853432,0.931601749
ecoli_00116,0.8854837836,-0.24670364600000003,1.22197551
ecoli_00117,1.3025414517,-0.217710901,0.94295651
ecoli_00118,1.5575740085,-0.34636329800000004,1.218921689
ecoli_00119,0.7318599718000001,-0.14795257,1.090391747
ecoli_00120,0.4465035753,-0.13383598800000002,1.147760619
ecoli_00121,0.4062692304,-0.24589322600000002,0.98474081
ecoli_00122,0.5655840323,-0.17621799900000001,1.4000046290000001
ecoli_00123,0.4835426533,-0.25661334,1.402112603
ecoli_00124,0.8317300182,-0.279568501,1.600968876
ecoli_00125,21.3840902325,-1.531208371,-3.217924393
ecoli_00126,4.0522656076,-0.333096123,-3.448866246
ecoli_00127,5.1573827627,-0.77865494,-3.239905408
ecoli_00128,-1.6217361568,-0.12059369700000001,-3.877876282
ecoli_00129,20.9189615952,-1.378413375,-2.795961061
ecoli_00130,17.1832703066,-0.7807343670000001,-3.478045273
ecoli_00131,21.9894604503,-1.360002336,-2.970738664
ecoli_00132,3.9402295180999998,-1.014558191,-0.837260698
ecoli_00133,22.4415710774,-1.871778225,-2.269441705
ecoli_00134,5.2814497858,-0.44312802300000004,-2.192958238
ecoli_00135,-0.2036473444,-0.17273049999999998,-1.750792372
ecoli_00136,11.5473096286,-0.320755442,-3.247309057
ecoli_00137,-0.6586381825000001,-0.527302844,-1.7950855790000002
ecoli_00138,20.5097777053,-1.720490645,-5.798302105
ecoli_00139,18.0150492875,-0.7990813750000001,-3.673409818
ecoli_00140,-2.352504608,-0.447372739,-2.239743463
ecoli_00141,18.8306408575,-0.9696312210000001,-3.76022385
ecoli_00142,2.3526810912,-0.80825286,1.256747924
ecoli_00143,0.0094582619,-0.249604124,2.2604569039999998
ecoli_00144,15.937454131199999,-0.396644965,-1.843085265
ecoli_00145,7.7164521367,0.21574725800000003,-0.211248614
ecoli_00146,9.4731212545,-0.46381721600000003,-1.4291808860000002
ecoli_00147,19.4634197831,-1.5070222580000001,-1.085206185
ecoli_00148,18.4008893826,-1.237537221,-2.498394855
ecoli_00149,10.0679761619,-0.391325409,-1.588076081
ecoli_00150,18.5292989014,-1.29649857,-1.4019930760000001
ecoli_00151,9.6293055429,-0.9544926520000001,-1.723834227
ecoli_00152,7.5427252992,-0.635754672,-2.7343368420000003
ecoli_00153,4.8591322734,-0.9828595450000001,-1.5540003850000002
ecoli_00154,23.0310739815,-2.294399248,-2.229738135
ecoli_00155,4.5431673381,-0.356102436,-1.27742953
ecoli_00157,18.3286907404,-1.465999144,-1.313263128
ecoli_00158,9.8023249913,-0.580660179,-2.155862158
ecoli_00159,16.3771209062,-1.242127184,-3.447092378
ecoli_00160,1.1648963444,-0.7752710380000001,-2.917697679
ecoli_00169,-1.2034516101000001,-0.7268877690000001,-1.345917659
ecoli_00170,-0.653121092,-0.769908319,-1.526149019
ecoli_00171,-0.7868561963,-0.5550889640000001,-1.219000516
ecoli_00172,0.4049388568,-0.70189007,0.121991925
ecoli_00173,7.4018982914,-0.9857155870000001,-1.60929909
ecoli_00174,6.4557797572,-0.8052297820000001,-1.229287758
ecoli_00175,3.9676114945,-0.643594239,-1.33008602
ecoli_00176,5.0387295275,-0.6875447610000001,-0.8111334880000001
ecoli_00177,3.8124204048,-0.814034076,0.986820346
ecoli_00178,3.1179249064,-0.919774324,0.404627654
ecoli_00179,-0.0762600224,-0.538158396,-0.604480667
ecoli_00180,0.2963673062,-0.539788284,-0.7029001760000001
ecoli_00181,-0.008030064600000001,-0.73392979,-2.333871567
ecoli_00182,-0.6629405173,-0.730469433,-2.680452217
ecoli_00183,8.3946052128,-0.799681293,-0.941228704
ecoli_00184,7.6732522121999995,-0.764805285,-0.961127614
ecoli_00185,-0.9387498625,-0.558335586,-1.545886087
ecoli_00186,-1.1683224476,-0.491804536,-1.906594347
ecoli_00187,0.4038179404,-0.620650347,0.6538108880000001
ecoli_00188,0.5493304783,-0.6047507440000001,0.45437724900000004
ecoli_00189,-1.0708207361,-0.603412708,-2.285675238
ecoli_00190,-1.0572801422,-0.601450473,-2.191563524
ecoli_00191,-0.24507712550000002,-0.589455429,0.109653391
ecoli_00192,-0.23789253000000002,-0.5449526920000001,-0.025537677
ecoli_00193,2.3773428894,-0.6705241160000001,-0.8091325490000001
ecoli_00194,1.4411088209,-0.606799751,-0.538414275
ecoli_00195,-0.0641835998,-0.719011072,-1.715865875
ecoli_00196,0.5894499771,-0.696804961,-1.181653757
ecoli_00197,0.5221753337,-0.670683031,-1.260721841
ecoli_00198,-1.0139531721,-0.7218945370000001,-1.713013616
ecoli_00199,7.8333087335,-1.016246127,0.5024858010000001
ecoli_00200,9.887490091,-1.308233625,0.589856738
ecoli_00201,18.9468112756,-1.716427353,-0.5257996460000001
ecoli_00202,18.8643543445,-1.621011786,-0.6921840220000001
ecoli_00203,3.5929596065,-0.146112814,0.200117766
ecoli_00204,3.3916798195,-0.43263766000000003,0.6847568310000001
ecoli_00205,17.3666323551,-1.55639051,0.155732077
ecoli_00206,12.2214580767,-0.8717574610000001,0.381908283
ecoli_00207,17.3064423648,-1.347170503,-0.772091065
ecoli_00208,16.1793431412,-1.305195932,-0.6295913550000001
ecoli_00209,0.8820939597,-0.557043083,0.005986811000000001
ecoli_00210,1.5041272168000002,-0.5606580010000001,0.15931240700000002
ecoli_00211,1.2278834981,-0.5787427820000001,0.28428896200000003
ecoli_00212,0.9842165795000001,-0.39573632200000003,0.28885020100000003
ecoli_00213,18.9374848538,-1.65527256,-0.72654719
ecoli_00214,17.515686083,-1.4105320030000001,-0.397921132
ecoli_00215,0.7084230828,-0.606795733,0.731525477
ecoli_00216,0.6639739181000001,-0.583630595,0.691359037
ecoli_00217,11.9395513364,-0.978089003,0.569385942
ecoli_00218,15.9901296735,-1.476111577,-0.13636140700000002
ecoli_00219,0.46343693220000004,-0.604571167,-0.5863582740000001
ecoli_00220,0.6347114186,-0.61283708,-0.449717856
ecoli_00221,1.7553769854999999,-0.49415536200000004,0.7700963820000001
ecoli_00222,0.5831392983,-0.629762844,-0.07891893100000001
ecoli_00223,2.8501166062000003,-0.522693497,1.788693853
ecoli_00224,2.2092017961,-0.42543202100000005,1.583701144
ecoli_00225,18.8260286206,-1.821853724,-0.38527748
ecoli_00226,19.8387582047,-1.82958307,-0.5094807690000001
ecoli_00227,0.6352235455,-0.6606700440000001,0.37501758700000004
ecoli_00228,0.4291234323,-0.7722607140000001,0.596536072
ecoli_00229,1.4097724839,-0.567476288,1.386353077
ecoli_00230,1.4602422825999999,-0.710008164,1.380320073
ecoli_00231,1.5847726136,-0.708427322,0.866355655
ecoli_00232,1.2604388175999999,-0.674129635,0.619689251
ecoli_00233,1.3041001697999999,-0.747203834,1.8405581180000001
ecoli_00234,0.7350951013,-0.6559473680000001,1.78629902
ecoli_00235,3.1927611988,-1.184646649,2.033230617
ecoli_00236,2.8495927318,-1.019253874,2.304844076
ecoli_00237,1.4859540112,-0.9269502930000001,1.02140304
ecoli_00238,1.615578095,-0.8308143870000001,1.0631523
ecoli_00239,1.2987691652,-0.8180644960000001,0.852645588
ecoli_00240,1.2531114938,-0.8140812820000001,0.803090301
ecoli_00241,2.6054829282,-0.499433516,0.22851681000000001
ecoli_00242,1.4063246756,-0.5389567430000001,-2.627128376
ecoli_00243,2.0232602613,-0.523578816,-2.545921958
ecoli_00244,0.6055265219,-0.7789653710000001,-3.752375964
ecoli_00245,0.9703866573000001,-0.754669546,-3.154584498
ecoli_00246,5.0371716861,-0.858436865,-0.6160095520000001
ecoli_00247,4.6204108046,-0.753607601,-0.8842768080000001
ecoli_00248,2.3351140117,-0.6081119500000001,0.70023557
ecoli_00249,2.0570605586,-0.650729125,-0.514646815
ecoli_00250,1.6674979609,-0.579090658,-0.612176382
ecoli_00251,0.4851672876,-0.56126696,-1.743153224
ecoli_00252,1.0260485824,-0.632727778,-2.048316238
ecoli_00253,1.3286123451,-0.664846897,-0.54333398
ecoli_00254,1.8760022861,-0.686483075,-0.32664654800000004
ecoli_00255,2.9106884004999998,-0.703734273,-1.200803106
ecoli_00256,2.9906629934,-0.660902781,-0.934992197
ecoli_00257,2.1436112199,-0.7898414690000001,-1.866010352
ecoli_00258,1.9180996449,-0.794304505,-2.407320456
ecoli_00259,3.827707976,-0.6169361680000001,0.8899923750000001
ecoli_00260,4.6755969082,-0.6927632880000001,0.512797402
ecoli_00261,2.4254079369,-0.7137339220000001,-1.8118169590000002
ecoli_00262,2.7641453024000002,-0.652156995,-1.790981621
ecoli_00263,6.6604530958,-1.164833993,0.69832203
ecoli_00264,10.4105043525,-1.284891394,0.200410532
ecoli_00265,1.3515704682,-0.5161069770000001,2.882543928
ecoli_00266,1.3034755435,-0.5080433480000001,2.948483645
ecoli_00267,19.837666553,-2.10984967,-2.023184826
ecoli_00268,20.2528567124,-2.096847789,-1.676213187
ecoli_00269,24.6411755391,-2.366996998,-2.294547399
ecoli_00270,24.2383591736,-2.395424304,-2.323988133
ecoli_00271,1.2555758332,-0.5423336,-1.11608327
ecoli_00272,2.3911492469,-0.41125174000000003,-0.952536224
ecoli_00273,1.5854007471,-0.459053835,0.21009137900000002
ecoli_00274,1.3483421384,-0.5276504510000001,0.137296428
ecoli_00275,1.0636861002,-0.42921199800000004,1.320384887
ecoli_00276,1.338976588,-0.379678224,1.335475926
ecoli_00277,0.5615169335,-0.403674517,0.489243195
ecoli_00278,1.0174301019,-0.37325750100000005,0.220587062
ecoli_00279,1.5366241513999999,-0.22932395800000002,0.7386828470000001
ecoli_00280,1.9016939527,-0.033457264,0.163978372
ecoli_00281,0.2592617078,-0.7301900130000001,-3.629036074
ecoli_00282,-1.9322838643,-0.809273511,-2.5060637310000002
ecoli_00283,-0.0422008587,-0.557564307,-1.092501149
ecoli_00284,0.31537988110000004,-0.55390057,-0.9758769840000001
ecoli_00285,4.2195199462,-1.103463808,-1.570532337
ecoli_00286,1.0292701345,-0.7432087820000001,-1.63367744
ecoli_00287,3.5977375758,-0.7526202150000001,-0.001776591
ecoli_00288,0.47760114600000003,-0.41916110700000003,-0.195058044
ecoli_00289,-0.1487672915,-0.609506733,-0.531538352
ecoli_00290,0.17943090150000002,-0.60441007,0.03741777
ecoli_00291,0.40446737050000003,-0.43235832,1.353876541
ecoli_00292,0.4730554133,-0.606702598,1.704125096
ecoli_00293,1.3925807189000001,-0.5499352390000001,2.330042491
ecoli_00294,1.033650325,-0.502872402,2.0878615050000002
ecoli_00295,-0.3148016759,-0.582336814,-1.575782232
ecoli_00296,-0.29907368900000003,-0.559977896,-1.531035416
ecoli_00297,1.3384898404,-0.600151792,2.243031407
ecoli_00298,1.560505491,-0.536388949,2.3542893400000002
ecoli_00299,-0.616595962,-0.8817682130000001,-1.007515503
ecoli_00300,-0.6707989452,-0.867665945,-1.024959404
ecoli_00301,0.4964903597,-0.7937296570000001,-1.711803299
ecoli_00302,10.9365956787,-1.334528925,-1.840192058
ecoli_00303,0.1698028842,-0.626396132,1.013316797
ecoli_00304,1.4444502816,-0.590486033,0.936202607
ecoli_00305,18.9706030725,-1.5730570959999999,-1.060108066
ecoli_00306,18.9910036257,-1.5773257790000001,-0.912123191
ecoli_00307,20.2386974954,-2.032580734,-0.8224330280000001
ecoli_00308,20.6484482589,-2.029661312,-0.928035844
ecoli_00309,21.8604997291,-2.266448492,-1.088420049
ecoli_00310,21.3529154282,-2.358642473,-1.003713384
ecoli_00311,27.025469522,-2.30937575,-0.66269681
ecoli_00312,16.3244328287,-0.821020288,0.269071016
ecoli_00313,0.49303109450000004,-0.544667939,0.743276087
ecoli_00314,0.3863654447,-0.530756546,0.8782878340000001
ecoli_00315,22.2798078217,-2.548110757,-2.01405699
ecoli_00316,22.6427542297,-2.574525767,-1.5897142560000002
ecoli_00317,21.9658720973,-2.5041279210000003,-1.270610272
ecoli_00318,22.1568728713,-2.445112978,-1.222267865
ecoli_00319,-0.1596449389,-0.505443239,-1.5565257909999999
ecoli_00320,0.2237371323,-0.5051048730000001,-1.722301103
ecoli_00321,19.02778653,-1.639778015,-0.663179945
ecoli_00322,19.1288053915,-1.525707863,-0.553707857
ecoli_00323,1.7528002762,-0.8089780310000001,-1.208329506
ecoli_00324,0.753475407,-0.6878140150000001,-0.9502639540000001
ecoli_00325,1.4139498541,-0.770999387,-0.597420846
ecoli_00326,1.4017061283,-0.5165665970000001,0.54163033
ecoli_00327,2.6643833895,-0.49981868,-0.15337455800000002
ecoli_00328,6.4984995313,-1.053543247,-0.47377017600000004
ecoli_00329,7.1113010689,-0.876172555,0.166350466
ecoli_00330,7.6094377023,-1.004410894,0.144158909
ecoli_00331,8.6589833782,-0.9421467330000001,1.024415647
ecoli_00332,8.8525567698,-1.093086918,0.504714893
ecoli_00333,8.7468579936,-0.979628476,1.082407411
ecoli_00334,3.4036275637,-0.589808277,0.6275357540000001
ecoli_00335,4.3414039463,-1.166562635,-2.843273072
ecoli_00336,1.1320417822,-0.672576971,-2.27485919
ecoli_00337,8.337701987700001,-1.09189336,-0.575187098
ecoli_00338,8.7216098555,-1.139352826,-0.845141804
ecoli_00339,3.3998667697,-1.045196496,-2.758209754
ecoli_00340,4.3465217436,-0.7250733540000001,-1.8639688630000002
ecoli_00341,-0.2244506591,-0.735836771,-2.8048877450000003
ecoli_00342,0.8833594384000001,-0.803938064,-2.947951504
ecoli_00343,10.2456914182,-1.402755684,-0.7508144360000001
ecoli_00344,9.9878925788,-1.428067927,-0.691185024
ecoli_00345,7.7895179208,-1.098697508,-0.155206392
ecoli_00346,8.0766028683,-1.1274932340000001,-0.041149977000000004
ecoli_00347,0.9118120107000001,-0.5360552860000001,-0.17219525100000002
ecoli_00348,0.6984251975,-0.536045576,-0.260224564
ecoli_00349,1.4673667833000001,-0.524884001,-0.905500309
ecoli_00350,1.20823929,-0.48640995000000004,-0.9525747390000001
ecoli_00351,3.8055903962,-0.446965349,-0.065042482
ecoli_00352,0.6812895863,-0.467055863,-1.473553419
ecoli_00353,1.7741789977,-0.494457847,-0.293954635
ecoli_00354,0.8477878357,-0.541468839,-1.151647397
ecoli_00355,0.2217501509,-0.355877681,-0.274500004
ecoli_00356,0.5820541784000001,-0.371652078,-0.27021159100000003
ecoli_00357,1.4876953323,-0.330622578,-0.324647556
ecoli_00358,1.3900184911,-0.390185284,-0.08367893700000001
ecoli_00359,5.7826920069,-0.8311115560000001,0.171489213
ecoli_00360,6.3538753584,-0.8662979580000001,0.154064495
ecoli_00361,8.5953911696,-0.770292729,0.14721536600000001
ecoli_00362,8.5607538128,-0.7893792930000001,0.389864947
ecoli_00363,4.2784880401,-0.893828944,0.695992383
ecoli_00364,3.5405123387,-0.8991160770000001,0.243143882
ecoli_00365,11.7971025227,-1.5575180670000002,-4.808693499
ecoli_00366,10.7133255755,-1.58392193,-5.4725536120000005
ecoli_00367,0.6731441409000001,-1.179529736,-2.416645246
ecoli_00368,0.5573614698,-1.261389653,-2.819318153
ecoli_00369,5.8996536296,-0.9119070650000001,-0.47310566600000004
ecoli_00370,3.7643202983,-1.133278434,0.055960476
ecoli_00371,9.3441212383,-1.653565839,-4.425246437
ecoli_00372,11.3126047292,-1.832894068,-5.190329722
ecoli_00373,-0.610431068,-1.464487794,-3.059793601
ecoli_00374,-0.2991691197,-1.4166246660000001,-3.36336741
ecoli_00375,2.1140616481,-0.46760251500000005,-0.30658465300000004
ecoli_00376,3.3469250559,-0.569228457,-0.40977263900000005
ecoli_00377,1.5301234636,-0.7884398340000001,-3.908717808
ecoli_00378,1.7686740125,-0.754359556,-4.08396615
ecoli_00379,0.92156405,-0.686895557,-3.226639961
ecoli_00380,0.6069674759,-0.741423825,-3.610637846
ecoli_00381,2.8643511306000002,-0.60199696,-0.268574181
ecoli_00382,5.6018355794,-0.801525192,-0.494974758
ecoli_00383,8.0595805169,-0.830792595,-4.574690072
ecoli_00384,8.0274453654,-0.741680714,-4.686945947
ecoli_00385,0.0051625259,-1.081759613,-3.307006049
ecoli_00386,0.4610883679,-1.061934583,-3.384000026
ecoli_00387,1.807821536,-0.775849203,-1.211105161
ecoli_00388,3.7232164967,-0.853964598,-1.1935459370000001
ecoli_00389,5.7865256741,-1.010053522,-4.9859755670000006
ecoli_00390,3.7174778491,-0.9865308030000001,-4.155644742
ecoli_00391,-1.4055916253,-0.659868235,-4.38564816
ecoli_00392,-0.7438772103,-0.729364565,-4.552186273
ecoli_00393,-1.450652714,-0.31695025400000004,-2.02601625
ecoli_00394,-0.2096229924,-0.340003802,-1.571769626
ecoli_00395,-0.9693789833,-0.375398277,-2.661289919
ecoli_00396,-0.7350927418000001,-0.34373242200000004,-2.298137066
ecoli_00397,2.413920599,-0.629555328,1.400429795
ecoli_00398,2.5253799721,-0.7233255390000001,1.270832962
ecoli_00399,0.8000036589,-0.41708877800000005,0.023463498000000003
ecoli_00400,1.1151463086,-0.416571966,-1.085491492
ecoli_00401,-0.9644492840000001,-0.35677252800000003,-3.501208523
ecoli_00402,-0.13535250910000002,-0.5292693580000001,-2.27477587
ecoli_00403,8.3051625319,-1.1714352350000001,0.19579711300000002
ecoli_00404,7.9266990308,-1.201384863,0.140251089
ecoli_00405,1.6387253354,-0.6191741980000001,-1.7971951210000001
ecoli_00406,0.3423997319,-0.571577828,-1.855740167
ecoli_00407,0.1862580268,-0.722721968,-3.000108965
ecoli_00408,-0.1149833739,-0.68571509,-2.601361191
ecoli_00409,8.9872745317,-1.597203914,-0.35583283200000004
ecoli_00410,1.2430373349,-1.099440647,-0.221324083
ecoli_00411,-0.8808433059,-0.510796904,-3.116512143
ecoli_00412,-0.6754938603,-0.444346291,-2.408007848
ecoli_00413,-0.0384228644,-0.445443578,-2.596716186
ecoli_00414,-0.5529383756,-0.33888177,-2.789842022
ecoli_00415,0.9839478543000001,-0.36460928,-0.30581234100000004
ecoli_00416,1.3706986619000001,-0.5246024060000001,-0.145224342
ecoli_00417,1.3949835465,-0.6861498490000001,-3.4373017150000003
ecoli_00418,-0.5371861192,-0.6402435630000001,-3.295378581
ecoli_00419,-0.3550465601,-0.5045901850000001,-2.750661758
ecoli_00420,-0.0054548945,-0.512467405,-2.5443003969999998
ecoli_00421,0.9655932145,-0.325212596,-0.40299275100000004
