,A,Nac
rpoB__rpoBE546V_lb__1,5.880626494,2.2636624488
rpoB__rpoBE546V_lb__2,5.5808469256,1.9275653657
rpoB__rpoBE546V_glc__1,-0.6295706408,4.9661343399
rpoB__rpoBE672K_glc__1,-0.1125139475,5.2114346365
rpoB__rpoBE672K_glc__2,0.3214969405,5.1947507078
rpoB__rpoBE672K_lb__1,-1.6928070804000002,0.0
rpoB__rpoBE672K_lb__2,-0.1851031849,1.2829135679
crp__wt_fru__1,2.2767048484,3.4879617032
crp__wt_glyc__1,2.0548935313,2.4022735697
crp__wt_glyc__2,2.80868903,3.0351446883
crp__delar1_glyc__1,-1.2177640078,3.6317491147
crp__delar1_glyc__2,-0.6627590805,3.8486341275
crp__delar1ar2_glyc__1,-0.9858970554,3.0184055235
crp__delar1ar2_glyc__2,-1.4349259786,2.7165982076
crp__delar1ar2_glyc__3,-0.7297093089000001,2.7953943352
crp__delar2_glyc__1,4.3983215624,3.6449627469
crp__delar2_glyc__2,3.7862296090000003,3.6034528821
crp__delar2_glyc__3,3.3241786769,3.2725670364
crp__delcrp_fru__1,-1.6886452021,3.9620431783
crp__delcrp_fru__2,-2.535868084,2.8918540241
crp__delcrp_fru__3,-2.2014714575,3.4537009677
crp__delcrp_glc__1,-2.6198862334,3.2707084356
crp__delcrp_glc__2,-3.230851308,2.6827905599
crp__delcrp_glc__3,-2.6786816674000002,3.2954516302
crp__delcrp_glyc__1,-2.7946643148,2.7011225166
crp__delcrp_glyc__2,-3.3857571756000002,2.5718193833000003
crp__delcrp_glyc__3,-3.3631103747,2.693676903
glu__glu_ale3__1,-4.7907509347,2.7827299593
glu__glu_ale4__1,-3.629212427,1.9724583574
glu__glu_ale5__1,-1.2811359893,3.063508177
glu__glu_ale6__1,-1.1462096994,3.2203071302
glu__glu_ale8__1,-3.9566241136,2.7909938539
glu__glu_ale9__1,-3.1288911869,2.545802032
glu__glu_ale10__1,-3.6866426927,3.22935769
42c__wt_42c__1,-1.3051610704,3.3133022381
42c__42c_ale1__1,-2.4615174289,2.8842769024
42c__42c_ale2__1,-3.9633812091,2.4932804627
42c__42c_ale3__1,-3.0572233226,3.4590968005000002
42c__42c_ale4__1,-3.0428421806,3.5683161455
42c__42c_ale5__1,-2.6845345251,2.3679950523
42c__42c_ale6__1,-4.2588139923,2.4837019716
42c__42c_ale8__1,-4.8481722945,2.9020073073
42c__42c_ale9__1,-2.5714144878000003,3.2191293357
42c__42c_ale10__1,-3.2787958191,3.0062611629
ssw__wt_ac__1,0.5998660951,3.538016072
ssw__wt_glc__1,-1.4467428331,2.3282509886
ssw__wt_glyc__1,3.1001451661,4.1001232076
ssw__wt_xyl__1,-1.4949987724,4.0951551211
ssw__glc_ale1__1,-1.1681693328,4.5511252833
ssw__glc_ale2__1,-0.3283703595,3.9106802756
ssw__glc_ale3__1,-1.5891078236,4.863845981
ssw__glyc_ale1__1,-0.9613977714,2.9949293924
ssw__glyc_ale2__1,0.44837501160000004,3.6744426597
ssw__xyl_ale1__1,-0.5952349128000001,3.5353157541
ssw__xyl_ale2__1,-0.2953043582,3.9283897304
ssw__xyl_ale3__1,-0.8890668082000001,4.2002076022
ssw__glc_ac_ac2__1,1.6184598986,2.9174643471
ssw__glc_ac_glc1__1,-1.8788116825999999,3.4444865891
ssw__glc_ac_glc2__1,-0.37229502130000003,4.9585384411
ssw__glc_glyc_glc__1,-1.9344279788,3.3992372641
ssw__glc_glyc_glyc__1,-1.1612702814,2.1123944086
ssw__glc_xyl_glc__1,-2.4885775541,2.8517971207
ssw__glc_xyl_xyl__1,-1.073323842,2.9587151857
pgi__glu4_delpgi__1,-2.7634241614,3.4786072837
pgi__pgi_ale1__1,-3.5842079221,2.6464948593
pgi__pgi_ale2__1,-1.9134457043,3.581928604
pgi__pgi_ale3__1,-3.2136899364,3.1289740484
pgi__pgi_ale5__1,-2.6699635606000003,2.8870784761
pgi__pgi_ale6__1,-2.2247065512,3.2532739567
pgi__pgi_ale7__1,-1.9700681198,3.4179123828
pgi__pgi_ale8__1,-2.8535695986,2.9287971500000003
ica__wt_glc__1,0.1965848281,4.2170856822000005
ica__wt_glc__2,0.1843701124,4.276569708
ica__wt_glc__3,-2.0726865623,2.8352764814
ica__wt_glc__4,-2.5186828731,2.5313156082
ica__arg_sbt__1,3.5896341918,3.045788836
ica__arg_sbt__2,2.8870860306,2.5209648304
ica__cytd_rib__1,9.1709882013,3.0854797722
ica__cytd_rib__2,10.0990289087,3.3337339624
ica__gth__1,-1.59858227,3.8993170224
ica__gth__2,-2.1318443065,3.736048563
ica__leu_glcr__1,0.8934078426000001,2.81357819
ica__leu_glcr__2,0.4660818796,2.3572909617
ica__met_glc__1,0.9714418627,3.2491045858
ica__met_glc__2,0.8696560375,3.4924029725
ica__no3_anaero__1,-3.6841932532,3.9909877591000003
ica__no3_anaero__2,-3.7323067904,4.0670806028
ica__phe_acgam__1,-0.981067584,2.5128792621000002
ica__phe_acgam__2,-0.967541343,2.9885983117
ica__thm_gal__1,2.1227639543,3.2336273358
ica__thm_gal__2,2.0079535635,2.8289752682
ica__tyr_glcn__1,-0.3369196688,2.5180868201
ica__tyr_glcn__2,-0.6938130712,2.7233340621
ica__ura_pyr__1,0.7166622133,3.1353452033
ica__ura_pyr__2,1.697309331,2.9840232423
ica__wt_glc__5,-0.9527037065,2.93742145
ica__wt_glc__6,-1.0666982562,2.7397992522
ica__bw_delpurR_cytd__1,-1.6589909189,2.8935502136
ica__bw_delpurR_cytd__2,-0.7713701730000001,3.3190146251
ica__ade_glc__1,-1.6161069315,2.6480543648
ica__ade_glc__2,-1.8240366562,2.6397078161
ytf__wt_glc__1,-0.18609772530000002,5.2433038367
ytf__wt_glc__2,-0.3845421995,5.220513121
ytf__delyafC__1,1.9763683414000002,6.6312413871
ytf__delyafC__2,1.0757507183,6.0964700589
ytf__delyeiE__1,0.9411367544,6.0754520043
ytf__delyeiE__2,1.0944316578,3.9961425361
ytf__delyiaJ__1,0.4124022359,4.8185418226
ytf__delyiaJ__2,0.2942824674,4.7431831518
ytf__delyieP__1,-0.6842494171,5.2194838991
ytf__delyieP__2,0.2354515685,5.4128002206
ytf__wt_ph5__1,-0.4213704096,5.4701043593
ytf__wt_ph5__2,-0.24702858660000002,5.5355770678
ytf__wt_ph8__1,-0.8322441496,3.5418648662
ytf__wt_ph8__2,-1.2830014973,3.1576743549
ytf__delybaO__1,2.3737450922,5.9137488693
ytf__delybaO__2,0.845978903,5.9875795456
ytf__delybaQ__1,-0.1132771614,4.2871281694
ytf__delybaQ__2,-0.3791187768,4.2669251741
ytf__delybiH__1,-0.2953544864,4.8782908161
ytf__delybiH__2,-0.5887974128,4.9387538598
ytf__delydcI_ph5__1,-0.406238833,6.2471011421
ytf__delydcI_ph5__2,0.0278058719,6.0688386025
ytf__delydcI_ph8__1,-2.1112937339,2.5293291987
ytf__delydcI_ph8__2,-1.4065465127,2.7968201106
ytf__delyddM__1,-0.6003009258,3.8032465148
ytf__delyddM__2,-1.4434557636,3.4745488243000002
ytf__delyheO__1,2.2210755952,5.3540831886
ytf__delyheO__2,1.0221492468,5.3712759321
fps__bw_glc__1,0.4452564376,3.6492873546
fps__bw_glc__2,0.7487772992,4.0233170712
fps__fps_thrA_ale1__1,0.6831844406,3.4516033491
fps__fps_thrA_ale1__2,0.7318475985,4.0991570465
fps__fps_thrA_ale2__1,-0.5728871979,2.7845666961
fps__fps_thrA_ale2__2,-0.3302313454,3.2721334551
fps__fps_serB_ale1__1,-0.4139490236,3.07456179
fps__fps_serB_ale1__2,-0.7086014245000001,3.3793084493
fps__fps_serB_ale4__1,-1.6139465502,4.047342367
fps__fps_serB_ale4__2,-2.2077990732,4.0872657859
fps__fps_ptsI_ale1__1,4.2424664197,3.500320023
fps__fps_ptsI_ale1__2,4.0734352226,3.5236326316
fps__fps_ptsI_ale3__1,3.1821731218,3.1427431726
fps__fps_ptsI_ale3__2,3.4148940166,3.1039621223
pal__lyx_ale2_f6__1,4.9920637917,3.1252065271
pal__lyx_ale2__1,4.0920743633,2.8302477215
pal__lyx_ale2__2,4.4262246788,2.936639718
pal__lyx_ale4__1,4.0920743633,2.8302477215
pal__lyx_ale4__2,4.4262246788,2.936639718
pal__5drib_ale10_f18__1,4.5816918087000005,4.4414414357
pal__5drib_ale10_f18__2,4.1419613612,4.221765386
pal__5drib_ale10__1,1.6400975454000002,4.4552859489
pal__arab_ale14_f9__1,1.4395237279,3.2097136922
pal__arab_ale14_f9__2,1.5638501087,3.8653296908
pal__arab_ale14__1,0.8848369372,3.163709717
pal__arab_ale14__2,1.0426250337,2.6104771718
pal__arab_ale16__1,3.4789479681,5.1362476598
pal__arab_ale16__2,2.9184067692,4.6899469039
pal__tartr_ale26_f10__1,4.1268604038,4.0171028482
pal__tartr_ale26_f10__2,4.5114672811,3.5317602551
pal__tartr_ale26__1,2.9008913803,3.0096011665
pal__tartr_ale26__2,2.7470908576,3.25401533
pal__tartr_ale28_f10__1,4.5978590004,3.3980105656
pal__tartr_ale28_f10__2,4.1351025489,3.9568107589
pal__tartr_ale28__1,2.6473940183,3.2558180349
pal__tartr_ale28__2,1.0109902323,3.2461446202
efeU__delmenFentC_citr__1,0.016434896100000002,4.9981876478
efeU__delmenFentC_citr__2,0.37058502130000004,4.9557447723
efeU__delmenFentC__1,-1.3405620349,3.1629532203
efeU__delmenFentC__2,-0.8756684379,3.4689259392
efeU__menFentC_ale39__1,-0.2643713908,3.9990224906
efeU__menFentC_ale39__2,-0.4894421861,3.9761018597
efeU__menFentC_ale29__1,-2.2946495395,3.4868230970000003
efeU__menFentC_ale29__2,-1.819778339,3.8241330953
efeU__menFentC_ale30__1,-0.013135229,3.7195795281
efeU__menFentC_ale30__2,-0.2924423075,3.2261363692
efeU__menFentCubiC_ale36__1,-1.6691458057,3.6065260855
efeU__menFentCubiC_ale36__2,-1.9022322176,2.8917242400000003
efeU__menFentCubiC_ale37__1,-1.5087240491,3.9648317264
efeU__menFentCubiC_ale37__2,-1.4641062751,3.7988253072
efeU__menFentCubiC_ale38__1,-1.6571052892,3.4278364842
efeU__menFentCubiC_ale38__2,-1.1049748561,3.6320958869
