,A,OmpR
time_course__lb_24hr__2,-3.5771581135,0.364410899
time_course__lb_24hr__3,-3.9333915082,0.3991102057
time_course__lb_72hr__1,-4.8633153023,0.2291120757
time_course__lb_72hr__2,-5.648746647,0.350285783
time_course__lb_72hr__3,-6.209754804,0.38064482600000005
time_course__lb_144hr__1,-1.5963808969,-0.4283127731
time_course__lb_144hr__2,-1.0692058744,-0.41890179710000003
time_course__lb_144hr__3,-0.7351523132000001,-0.4565064954
time_course__lb_192hr__1,-2.4814157194,-0.1554931122
time_course__lb_192hr__2,-4.3570443827,-0.36496347290000003
time_course__lb_192hr__3,-0.6560574366,-0.40036575700000004
triclosan__wt__1,-0.5090963671000001,-0.2154269811
triclosan__wt__2,-0.6959660979000001,-0.0267739943
triclosan__wt__3,1.205062465,0.24220097540000002
triclosan__evo_amx_tcs__1,-1.1914288015,-0.0263972849
triclosan__evo_amx_tcs__2,0.4259429175,0.5138100363
triclosan__evo_amx_tcs__3,-2.2253752076,0.5016968691
triclosan__evo_chl_tcs__1,-1.0805840058,0.47003857800000004
triclosan__evo_chl_tcs__2,-1.9077301235,0.45847284060000004
triclosan__evo_chl_tcs__3,-2.2481926442,0.290458836
triclosan__evo_tet_tcs__1,-2.3138020333,1.1147690474
triclosan__evo_tet_tcs__2,-2.8718319387,0.8525554080000001
truHMM__48C_15m__1,0.6968210083,-0.43338800040000003
truHMM__48C_15m__2,0.5656646571,-0.4076010795
truHMM__48C_15m__3,-0.4384924525,-1.0836236459
truHMM__48C_30m__1,-1.6215185755000001,-1.0877953784
truHMM__48C_30m__2,-1.1231607967,-1.064319356
truHMM__48C_60m__1,-1.7700920928000001,-1.0486849099
truHMM__48C_60m__2,-1.8305939587000002,-1.0492954892
truHMM__phos_0h__1,-0.5333692323,0.0120950099
truHMM__phos_0h__2,0.5333692323,-0.0120950099
truHMM__phos_2h__1,2.4541573954,-1.2931789488
truHMM__phos_2h__2,2.4874864209,-1.3067253201
truHMM__phos_4h__1,4.7786154142,-1.0709730956
truHMM__phos_4h__2,4.7438240238,-1.0267206682
truHMM__phos_4h__3,5.3584763385,-2.3083451865
control__wt_glc__1,-0.018498971200000002,-0.0126966675
control__wt_glc__2,0.018498971200000002,0.0126966675
fur__wt_dpd__1,6.5578707509,0.8978087645
fur__wt_dpd__2,7.3789312101,0.9841469155
fur__wt_fe__1,3.0323765668,-0.3913158705
fur__wt_fe__2,3.1296066584,-0.1608317955
fur__delfur_dpd__1,6.7580596164,1.0269929655
fur__delfur_dpd__2,6.8908307302,0.7465730295
fur__delfur_fe2__1,1.3888529621,-0.0156485235
fur__delfur_fe2__2,1.5180708161,-0.07211176250000001
acid__wt_ph5__1,8.0965348481,0.48080166950000003
acid__wt_ph5__2,8.1291593246,0.4476175195
acid__delgadx_ph5__1,8.9505997515,0.47636920650000003
acid__delgadw_ph5__1,8.7019705458,0.30114342450000003
acid__delgadw_ph5__2,8.5882164731,0.36205020450000003
acid__delgade_ph5__1,8.4291279435,0.5208449365
acid__delgade_ph5__2,8.6921167202,0.4388766685
oxidative__wt_pq__1,5.3984479772,1.6675239165
oxidative__wt_pq__2,5.2287973321,1.7681886635000001
oxidative__deloxyr_pq__1,4.597724383,2.2664033475
oxidative__deloxyr_pq__2,4.3935906063,2.2841397175
oxidative__delsoxr_pq__1,4.9685704933,0.8586901355000001
oxidative__delsoxr_pq__2,4.9827683989,0.8787264795
oxidative__delsoxs_pq__1,5.4259915282,1.2742078985
oxidative__delsoxs_pq__2,5.4059181617,1.2808481675
nac_ntrc__wt_csn__1,2.7176884593,0.5813607155
nac_ntrc__wt_csn__2,3.3648672678000002,0.5250616165
nac_ntrc__wt_cytd__1,1.4719569949,0.5383131135
nac_ntrc__wt_cytd__2,1.425552163,0.5782536755000001
nac_ntrc__wt_gln__1,3.1660075892,0.8457322555000001
nac_ntrc__wt_gln__2,3.4466937607,0.9669782635
nac_ntrc__bw_delnac_csn__1,8.2632117442,0.7899459955
nac_ntrc__bw_delnac_csn__2,8.7909693156,1.2358673395
nac_ntrc__bw_delnac_cytd__1,5.5922855103,0.6289478975
nac_ntrc__bw_delnac_cytd__2,5.8167851046,0.4997017365
nac_ntrc__bw_delnac_gln__1,8.1796400895,0.6439744135000001
nac_ntrc__bw_delnac_gln__2,8.2070855022,0.7248375975
nac_ntrc__bw_delnac_nh4__1,2.9743736049000002,0.1037203085
nac_ntrc__bw_delnac_nh4__2,2.5876101787,-0.0229902095
misc__wt_no_te__1,4.2915325396,0.5624659635
misc__wt_no_te__2,2.9637130571,0.2955410415
misc__bw_delcbl__1,3.2563612489000002,-0.0310592095
misc__bw_delcbl__2,3.0128509155,-0.0556702525
misc__bw_delfabr__1,1.6416921701,-0.3772684395
misc__bw_delfabr__2,2.092484071,-0.2503541515
misc__bw_delfadr__1,2.5469812328,0.0706361115
misc__bw_delfadr__2,1.8693046972,-0.1550542655
misc__nitr_031__1,6.2883247106,0.5799196735000001
omics__wt_glu__1,0.347462565,0.1015298355
omics__wt_glu__2,0.7122038312,-0.0315778465
omics__wt_gly__1,0.8648109416,0.10879134650000001
omics__wt_gly__2,1.0193221526,0.0533057985
omics__wt_thr__1,2.6459601057,0.8866898015
omics__wt_thr__2,2.0610322888,0.8338375125
omics__bw_ac__1,1.2277709881,0.3684764575
omics__bw_ac__2,1.3874957186999999,0.3689345265
omics__bw_fum__1,-0.1160947829,0.2187370475
omics__bw_fum__2,0.2290916396,0.2390676445
omics__bw_glc__1,0.3811083172,0.0418111275
omics__bw_glc__2,0.45373733310000003,0.1326083935
omics__bw_pyr__1,0.2911221583,0.1298215835
omics__bw_pyr__2,-0.39752036630000004,0.2672209385
ompr__wt_nacl__1,10.0289263454,0.9505348375
ompr__wt_nacl__2,10.4320027378,1.1507879035
ompr__bw_delompr_nacl__1,2.5867797035,-7.3287963615
ompr__bw_delompr_nacl__2,2.6809595309,-7.3287963615
minspan__wt_ade__1,2.1222236946,-0.20745900050000002
minspan__wt_glc__1,4.2150992476999996,-0.1422187115
minspan__wt_glc__2,4.2979592825,-0.10897056150000001
minspan__wt_glc__3,4.3370790785,-0.0633119335
minspan__wt_glc_anaero__1,0.4286956941,-0.1858501405
minspan__wt_glc_anaero__2,1.0215414333,0.0237857585
minspan__wt_trp__1,2.3107110104,0.5776341745
minspan__bw_delcra_glc__1,3.8141740268,0.6001697145
minspan__bw_delcra_trp__1,4.1699788713,0.2036643975
minspan__bw_delmntr__1,1.4346908849,0.5676465765
minspan__bw_delnac_ade__1,3.9556665907,-0.7209944715000001
minspan__bw_delnac_glc__1,3.4416264555,-0.25736778450000003
cra_crp__wt_ac__1,2.0326438681,0.3674172275
cra_crp__wt_ac__2,2.0500598248,0.3384722415
cra_crp__wt_fru__1,1.0354515785,0.3834883685
cra_crp__wt_fru__2,0.1888336898,0.2054923085
cra_crp__delcra_ac__1,1.3694705494,0.2869327275
cra_crp__delcra_ac__2,1.8068801615,0.3210419345
cra_crp__delcra_fru__1,3.225268636,0.051735604500000004
cra_crp__delcra_fru__2,3.1820798473,-0.0001282705
cra_crp__delcra_glc__1,4.0949223835,-0.012929336500000001
cra_crp__delcra_glc__2,4.3581686503,0.0606533915
rpoB__wt_031__1,4.063581177,0.8796580805
rpoB__wt_044__1,4.7676013796,0.1529809235
rpoB__wt_lb__1,8.791997746,1.7296796185
rpoB__wt_lb__2,9.7994103442,1.8043669795000001
rpoB__rpoBE546V_031__1,3.2930726976,1.0493520285
rpoB__rpoBE546V_044__1,2.2411356619,0.8949292855000001
rpoB__rpoBE546V_lb__1,7.0449729619,1.4959443845
rpoB__rpoBE546V_lb__2,7.3488461597,1.4852367445
rpoB__rpoBE546V_glc__1,0.0697439574,-0.2559158055
rpoB__rpoBE672K_glc__1,0.8022557868,-0.1398647825
rpoB__rpoBE672K_glc__2,0.5620848713000001,-0.1516897425
rpoB__rpoBE672K_lb__1,0.7031916596000001,0.3326916445
rpoB__rpoBE672K_lb__2,1.2591749192,0.3498458125
crp__wt_fru__1,2.7864384245,0.1579742805
crp__wt_glyc__1,2.017334259,0.1433048495
crp__wt_glyc__2,1.9426088997000002,0.3126312545
crp__delar1_glyc__1,4.5986298448,1.0442103235
crp__delar1_glyc__2,5.3057698181,1.2135667065
crp__delar1ar2_glyc__1,3.8965912664,0.32616224850000003
crp__delar1ar2_glyc__2,4.3923465297,0.2664844015
crp__delar1ar2_glyc__3,3.7394281023,0.2742602575
crp__delar2_glyc__1,5.8500392723,1.9403082005
crp__delar2_glyc__2,5.4808566051,1.8111272405
crp__delar2_glyc__3,5.2650872558,1.8476113404999999
crp__delcrp_fru__1,8.2407403307,0.7401427215
crp__delcrp_fru__2,8.3744050643,0.8927814425
crp__delcrp_fru__3,8.2049577088,0.7223680045
crp__delcrp_glc__1,7.7751867055,0.8523272275
crp__delcrp_glc__2,7.7583326297,0.8443206395
crp__delcrp_glc__3,7.9333902339,0.7503653915
crp__delcrp_glyc__1,6.0860953041,0.7844405665
crp__delcrp_glyc__2,6.1638493889,0.7645441005
crp__delcrp_glyc__3,5.9686029387,0.6764062985
glu__glu_ale3__1,0.4793892543,1.5386959225
glu__glu_ale4__1,1.7071325541,0.1585621965
glu__glu_ale5__1,0.47390874790000004,0.0746911075
glu__glu_ale6__1,0.16938695650000002,-0.40016895950000003
glu__glu_ale8__1,0.8141034747,1.3250495545
glu__glu_ale9__1,0.2911487571,1.0152214275
glu__glu_ale10__1,-0.1548556392,1.2223461875
42c__wt_42c__1,2.0686541551,0.2020179695
42c__42c_ale1__1,-0.7951242603,1.1616171545
42c__42c_ale2__1,0.2857172459,-0.0819881385
42c__42c_ale3__1,0.1313791338,0.1981331415
42c__42c_ale4__1,1.2937878987,0.6359511065
42c__42c_ale5__1,0.9192449013,-0.1397982535
42c__42c_ale6__1,0.9641647237000001,1.7403572455
42c__42c_ale8__1,0.5581102232,1.1931687115
42c__42c_ale9__1,0.7726928662,-0.1196441345
42c__42c_ale10__1,1.3545054468,0.9856576675000001
ssw__wt_ac__1,4.4822849393,0.0617314575
ssw__wt_glc__1,3.4414469836,-0.06629241450000001
ssw__wt_glyc__1,3.4157916821,0.3359882575
ssw__wt_xyl__1,2.1066259242,-0.2871250405
ssw__glc_ale1__1,-1.2708276356,0.8278158195
ssw__glc_ale2__1,0.4559876315,1.0597460425
ssw__glc_ale3__1,0.4651701807,0.6340339725
ssw__glyc_ale1__1,0.4268229572,0.7557271205
ssw__glyc_ale2__1,0.6621567304,0.5685847465
ssw__xyl_ale1__1,1.3568338279,0.4500466865
ssw__xyl_ale2__1,0.40487246,0.32596986450000004
ssw__xyl_ale3__1,1.372864254,0.0390312305
ssw__glc_ac_ac2__1,0.5856500185,0.6140211565
ssw__glc_ac_glc1__1,0.4777161762,-0.1833150215
ssw__glc_glyc_glc__1,0.6275502714,0.7515869615
ssw__glc_glyc_glyc__1,-0.0206928478,0.9172736175
ssw__glc_xyl_glc__1,-1.3254582271,0.032809515500000004
ssw__glc_xyl_xyl__1,-0.21779070150000002,-0.1642545155
ica__wt_glc__1,0.34421849790000003,-0.5073074755
ica__wt_glc__2,0.4993135964,-0.5158819645
ica__wt_glc__3,1.0005922949,0.1114720265
ica__wt_glc__4,-0.5354796884,-0.1755786215
ica__arg_sbt__1,2.8451081454000002,0.0904854705
ica__arg_sbt__2,2.1706178046,-0.0974523795
ica__cytd_rib__1,5.1909064544,2.0233978575
ica__cytd_rib__2,5.8103969615,2.0407535565
ica__gth__1,4.7162045447,0.8924363805000001
ica__gth__2,4.9358920091,1.0228144765
ica__leu_glcr__1,-0.2998307638,-0.4129551515
ica__leu_glcr__2,-0.2074688126,-0.4866076775
ica__met_glc__1,0.3888160143,-0.3203518065
ica__met_glc__2,0.8549198425000001,-0.5359465865
ica__no3_anaero__1,3.4929949642,0.08337723650000001
ica__no3_anaero__2,3.3146361399,0.0305029025
ica__phe_acgam__1,0.9991745867,-0.2422127415
ica__phe_acgam__2,0.5429318511,-0.3475195595
ica__thm_gal__1,4.47135367,0.37079099050000003
ica__thm_gal__2,4.5875915986999996,0.3823012505
ica__tyr_glcn__1,0.9269194689,-0.2356570265
ica__tyr_glcn__2,1.2567750369000001,-0.23425528350000002
ica__ura_pyr__1,0.5210086012,-0.0805607175
ica__ura_pyr__2,0.5556395444000001,-0.0938219505
ica__wt_glc__5,-0.3286693084,-0.2386521835
ica__wt_glc__6,0.24106384930000002,-0.1524206045
ica__bw_delpurR_cytd__1,-1.0005955139,-0.6139403795
ica__bw_delpurR_cytd__2,-1.6827486976000001,-0.24845833950000001
ica__ade_glc__1,-1.3039289061,-0.1773282895
ica__ade_glc__2,-1.5500763012,-0.5733076125000001
ytf__wt_glc__1,0.5701763593,0.2640988795
ytf__wt_glc__2,-0.4287199111,0.4311563225
ytf__delyafC__1,-0.6022329552,0.9298128945
ytf__delyafC__2,-0.5008432586,0.9491845245
ytf__delyeiE__1,-1.5168537706,0.2320704945
ytf__delyeiE__2,-1.0339812857,-0.0558314925
ytf__delyiaJ__1,-0.01176782,0.7782365865
ytf__delyiaJ__2,0.2120871352,0.6983893195
ytf__delyieP__1,-1.2217762179,0.8498789715
ytf__delyieP__2,-0.6372652825,0.7778399315000001
ytf__wt_ph5__1,1.4184316264,0.5767738695
ytf__wt_ph5__2,1.0287682752,0.6041079215
ytf__wt_ph8__1,-0.5197165405,-0.0261215715
ytf__wt_ph8__2,-0.7070544172000001,0.0038572145
ytf__delybaO__1,-0.5284410953,1.0375331665
ytf__delybaO__2,-1.013038073,1.0568289035
ytf__delybaQ__1,0.5252040843,0.0465688795
ytf__delybaQ__2,0.083675469,0.1620935255
ytf__delybiH__1,-0.3276719185,0.6209862325000001
ytf__delybiH__2,-0.2831273526,0.8640807665
ytf__delydcI_ph5__1,1.1837135082999999,0.46385045350000004
ytf__delydcI_ph5__2,0.6610425283,0.46943057450000003
ytf__delydcI_ph8__1,-1.2149026748,0.10752017950000001
ytf__delydcI_ph8__2,-1.0462511869,-0.1269164965
ytf__delyddM__1,-0.24465144,0.5256240845
ytf__delyddM__2,-0.07614785810000001,0.4465441485
ytf__delyheO__1,-0.28779260970000003,1.0228912525
ytf__delyheO__2,-0.9399683217,1.1447802055
fps__bw_glc__1,0.3277853979,-0.17007321150000002
fps__bw_glc__2,0.136151493,-0.1009076765
fps__fps_thrA_ale1__1,1.1166606595,-0.0162395045
fps__fps_thrA_ale1__2,1.5511675727,0.0172096035
fps__fps_thrA_ale2__1,0.8377908545,-0.2865864875
fps__fps_thrA_ale2__2,0.6138256387000001,-0.2871816635
fps__fps_serB_ale1__1,1.5081419913,0.0110048245
fps__fps_serB_ale1__2,2.3084273285,0.1495056615
fps__fps_serB_ale4__1,2.7716093964,-0.1683661595
fps__fps_serB_ale4__2,2.4800288352,0.0330456765
fps__fps_ptsI_ale1__1,2.8034213836,0.1812037095
fps__fps_ptsI_ale1__2,2.789993463,0.2508458825
fps__fps_ptsI_ale3__1,1.9359670748000002,0.14110844250000001
fps__fps_ptsI_ale3__2,1.9975982733,0.020709849500000002
pal__lyx_ale2_f6__1,4.7629872492,0.6762378865
pal__lyx_ale2__1,1.8831159747,0.8531000965000001
pal__lyx_ale2__2,1.7842550044,0.8359308615000001
pal__lyx_ale4__1,0.4446996312,0.0225383545
pal__lyx_ale4__2,1.2268064473,0.1819986585
pal__5drib_ale10_f18__1,7.266446761,1.1556675415
pal__5drib_ale10_f18__2,7.1482865981,1.1736813975
pal__5drib_ale10__1,-2.2413881205,1.2207963045
pal__arab_ale14_f9__1,2.802299074,0.3493634235
pal__arab_ale14_f9__2,3.1296929322,0.1867653735
pal__arab_ale14__1,0.676895185,-0.10864736450000001
pal__arab_ale14__2,0.3514099807,-0.11662639550000001
pal__arab_ale16__1,2.314044831,0.31397902050000004
pal__arab_ale16__2,4.0374682372,0.4788819295
pal__tartr_ale26_f10__1,3.9244391471,0.8145226035
pal__tartr_ale26_f10__2,4.4928466476,0.9109845645
pal__tartr_ale26__1,2.9274085095,0.8570262295000001
pal__tartr_ale26__2,2.6703171935,0.7227934615
pal__tartr_ale28_f10__1,6.708994039,0.9441000305
pal__tartr_ale28_f10__2,6.1620342436,0.7351556995
pal__tartr_ale28__1,0.8236874235,0.1379151865
pal__tartr_ale28__2,-0.0629261624,0.1504051385
efeU__delmenFentC_citr__1,4.1161528521,0.20456820650000002
efeU__delmenFentC_citr__2,3.8043194806000002,0.3618875945
efeU__delmenFentC__1,1.0829266458,0.20838861050000002
efeU__delmenFentC__2,0.9419490508,0.1382694435
efeU__menFentC_ale39__1,0.832625908,1.1952653725
efeU__menFentC_ale39__2,1.0091429199,1.2052664855
efeU__menFentC_ale29__1,-0.017438151000000002,1.2441848525
efeU__menFentC_ale29__2,-0.129751673,1.2591264835
efeU__menFentC_ale30__1,-0.7594513718,-0.1630690575
efeU__menFentC_ale30__2,-0.41565720300000003,-0.0562550765
efeU__menFentCubiC_ale36__1,0.3834042626,0.5471814165000001
efeU__menFentCubiC_ale36__2,0.16203073910000002,0.5382064895
efeU__menFentCubiC_ale37__1,0.412768748,0.4853898625
efeU__menFentCubiC_ale37__2,0.33551956400000005,0.5159286605
efeU__menFentCubiC_ale38__1,-0.29138326470000003,0.1172726915
efeU__menFentCubiC_ale38__2,-0.07779712,0.1159139825
misc2__salc_glc__1,2.5269981079,1.2190688785
misc2__salc_glc__2,3.4169024706,1.5151573704999999
misc2__dbcn_glc__1,1.5359328394,0.052348989500000005
misc2__dbcn_glc__2,1.4315960176,0.3041644625
misc2__tyr_glc__1,0.0382006773,0.12071277050000001
misc2__tyr_glc__2,0.515346654,0.1044953225
misc2__arg_cytd__1,-0.8223479843,-0.2819720395
misc2__arg_cytd__2,-0.9742423974000001,-0.23817619350000002
misc2__delyheO_pyr__1,0.23962919970000002,0.3424477345
misc2__delyheO_pyr__2,-0.048881775,0.1364367745
nquinone__delubiC__1,-0.3852242377,-0.2305626985
nquinone__delubiC__2,-0.8012755802,-0.0842745335
nquinone__ubiC_ale1__1,2.7659803316,0.16385721150000002
nquinone__ubiC_ale1__2,1.8466119819,0.1173224385
nquinone__ubiC_ale2__1,2.6977227632,0.1477686945
nquinone__ubiC_ale2__2,3.0794078137,0.1549137295
nquinone__ubiC_ale3__1,-1.2948587311,-0.3074573845
nquinone__ubiC_ale3__2,-0.5215129861,-0.38878406050000003
nquinone__ubiC_ale4__1,2.632560877,0.22705753550000002
nquinone__ubiC_ale4__2,2.9709375272000003,0.2462655775
nquinone__delpdhR__1,-0.9300577625,-0.5097989345
nquinone__delpdhR__2,-0.1147372889,-0.5787933445
quinone__glu_ale4__1,-0.1583829659,-0.3271572165
quinone__glu_ale4__2,-0.0288901262,0.3086153615
quinone__delmenF__1,2.5282761555,0.12052496850000001
quinone__delmenF__2,1.7832911876000002,0.0936429985
quinone__menF_ale5__1,2.156057122,1.0648863474999999
quinone__menF_ale5__2,2.0505293533,1.0111644825
quinone__menF_ale6__1,2.2659693941,1.0985503995
quinone__menF_ale6__2,2.3562597838,1.0243929735
quinone__menF_ale7__1,2.2509607916,1.1300790735
quinone__menF_ale7__2,2.1903896747,1.1122528485
quinone__menF_ale8__1,-0.8667921506,1.4258938825
quinone__menF_ale8__2,0.5358388639,1.1516092395
quinone__delmenFubiC__1,1.8203381452,-0.0472673725
quinone__delmenFubiC__2,1.4950297254,0.0009286755000000001
quinone__menFubiC_ale1__1,2.0239441462,0.8768270775
quinone__menFubiC_ale1__2,2.4056771391,0.8008433295
quinone__menFubiC_ale2__1,4.0456710195,0.6732772265
quinone__menFubiC_ale2__2,3.4636503818,0.7337531625
quinone__menFubiC_ale3__1,0.7747565310000001,-0.1709957175
quinone__menFubiC_ale3__2,0.4299090829,-0.23452216850000002
quinone__menFubiC_ale4__1,0.6927274932,1.2811678715
quinone__menFubiC_ale4__2,0.3281298076,1.2937523405
oxyR__wt_glc__1,0.7236270819,-0.3372085865
oxyR__wt_glc__2,1.181037439,-0.2931919625
oxyR__wt_h2o2__1,1.1872635333,-0.4260073495
oxyR__wt_h2o2__2,2.8226172156000002,0.0577711475
oxyR__glu_ale4__1,0.5305667152,0.3204952955
oxyR__glu_ale4__2,1.2445805145,0.1371415665
oxyR__glu_ale4_h2o2__1,0.9503490127,0.3586083225
oxyR__glu_ale4_h2o2__2,0.8336934428,0.2324787315
oxyR__oxyR_ale17__1,0.8942828071000001,0.1299956205
oxyR__oxyR_ale17__2,0.9730793048,0.1964979345
oxyR__oxyR_ale17_h2o2__1,1.1385213205,0.2148997585
oxyR__oxyR_ale17_h2o2__2,1.0694050733,0.0418090805
oxyR__oxyR_ale18__1,0.4075157232,-0.6648646005000001
oxyR__oxyR_ale18__2,0.1653017279,-0.5418437255
oxyR__oxyR_ale18_h2o2__1,0.6451724745,-0.39998756950000003
oxyR__oxyR_ale18_h2o2__2,0.7758797573,-0.2132681315
oxyR__oxyR_ale19__1,-0.5014468315,-0.6894977925
oxyR__oxyR_ale19__2,-0.0730076132,-0.3741627795
oxyR__oxyR_ale19_h2o2__1,-0.5261199199000001,-0.8033832795
oxyR__oxyR_ale19_h2o2__2,-0.4597713382,-0.7151310275
oxyR__oxyR_ale20__1,0.8851891689,-0.5048593585
oxyR__oxyR_ale20__2,1.3790128329,-0.39523822350000004
oxyR__oxyR_ale20_h2o2__1,0.44686839500000003,-0.3713920705
oxyR__oxyR_ale20_h2o2__2,0.9306828439,-0.29357455250000003
svns_pgi__BmePgi24_15__1,1.6938368025,-0.2222003655
svns_pgi__BmePgi24_15__2,1.8656851065,-0.20895057350000001
svns_pgi__BmePgi24_26__1,-0.39832150390000004,-0.3151405655
svns_pgi__BmePgi24_26__2,-0.8118905553,-0.19477831750000002
svns_pgi__BmePgi24_41__1,-0.8032050643,0.6544698845
svns_pgi__BmePgi24_41__2,-0.8994887587,-0.2444773375
svns_pgi__BmePgi24_52__1,0.1990499048,-0.1885501135
svns_pgi__BmePgi24_52__2,0.06604343950000001,-0.3362440545
svns_pgi__PaePgi2_34__1,1.5300156881,-0.0152410355
svns_pgi__PaePgi2_34__2,1.3304191288,0.09132617650000001
svns_pgi__PaePgi2_63__1,0.7518433962000001,0.0835117615
svns_pgi__PaePgi2_63__2,0.7464693579,-0.1498311285
svns_pgi__PaePgi24_54__1,0.4343567424,-0.2350098935
svns_pgi__PaePgi24_54__2,0.054131761800000004,-0.2799267615
svns_pgi__PaePgi24_90__1,-0.303323247,-0.0935344285
svns_pgi__PaePgi24_90__2,-0.44465172810000003,-0.0976192765
abx_media__m9_ctrl__1,9.701551858,-0.4001002765
abx_media__m9_ctrl__2,10.2727282088,-0.3754509495
abx_media__rpmi_ctrl__1,-0.542551917,-1.2760176145
abx_media__rpmi_ctrl__2,-0.070501067,-0.6012142095
abx_media__camhb_ctrl__1,-0.67938473,-1.7379376094999999
abx_media__camhb_ctrl__2,-0.9653762558000001,-1.6634282145000001
abx_media__m9_mero__1,7.2769930211,-1.7348292935
abx_media__m9_mero__2,8.4922514719,-1.0227326675
abx_media__rpmi_mero__1,0.0533786486,-1.4574764255
abx_media__rpmi_mero__2,-0.23309027400000001,-1.0781917715
abx_media__camhb_mero__1,-0.5837324682,-2.3744335325
abx_media__camhb_mero__2,-0.41406962340000003,-2.1068915725
abx_media__m9_trisulf__1,9.3236281465,-0.4869926355
abx_media__m9_trisulf__2,9.2390863328,-0.3163097995
abx_media__rpmi_trisulf__1,-0.0555696752,-1.3335604205
abx_media__rpmi_trisulf__2,-0.3316173776,-1.3873484865
abx_media__camhb_trisulf__1,-0.1805793689,-0.9956635375
abx_media__camhb_trisulf__2,-0.3038595736,-1.1635603015
abx_media__m9_cef__1,9.0089094447,-0.2434172825
abx_media__m9_cef__2,9.5223636421,-0.18874847150000001
abx_media__rpmi_cef__1,0.297025445,-0.9392022675
abx_media__rpmi_cef__2,0.3240933542,-0.9964010545
abx_media__camhb_cef__1,-0.9806976792000001,-1.0183302525
abx_media__camhb_cef__2,-1.2228417454,-0.9504875345
abx_media__m9_cipro__1,9.0766006785,0.0092850715
abx_media__m9_cipro__2,9.1681974857,-0.0027659725
abx_media__rpmi_cipro__1,-0.7700640216,-1.3064527825
abx_media__rpmi_cipro__2,0.0232948914,-1.3255095475
abx_media__camhb_cipro__1,-1.1867622736,-1.4914000425
abx_media__camhb_cipro__2,-1.3117048094000001,-1.3959242965
hot_tale__42c_ale3_30c__1,-0.5196889981,-0.3388850995
hot_tale__42c_ale3_30c__2,-0.7815715061,-0.22556902650000002
hot_tale__42c_ale3_37c__1,-1.2012977027,-0.2436767635
hot_tale__42c_ale3_37c__2,-1.3693634641,-0.23716743950000002
hot_tale__42c_ale3_44c__1,1.4408101164,0.5124135975
hot_tale__42c_ale3_44c__2,1.9833781788,0.5938741115
hot_tale__hot_ale3_mid_30c__1,1.4259768881000001,-0.2144825075
hot_tale__hot_ale3_mid_30c__2,0.7498379573,-0.2077878235
hot_tale__hot_ale3_mid_37c__1,-1.6728192428000002,-0.3565295115
hot_tale__hot_ale3_mid_37c__2,-0.9732605251,-0.10518640950000001
hot_tale__hot_ale3_mid_44c__1,0.9475545375000001,-0.3064127055
hot_tale__hot_ale3_mid_44c__2,-0.0795149785,0.29395167650000004
hot_tale__hot_ale3_30c__1,0.17374690580000002,-0.2904281025
hot_tale__hot_ale3_30c__2,0.7810159205,-0.27026297250000003
hot_tale__hot_ale3_37c__1,-1.0333851165,-0.1579905365
hot_tale__hot_ale3_37c__2,-1.2043596218000001,-0.0714049045
hot_tale__hot_ale3_44c__1,-0.9067277756000001,0.1971098305
hot_tale__hot_ale3_44c__2,-0.5019541947,0.1123041265
hot_tale__hot_ale4_30c__1,-1.2912954678,-0.30426957450000003
hot_tale__hot_ale4_30c__2,-1.3453983879,-0.2918856005
hot_tale__hot_ale4_37c__1,-1.0501238018,-0.2622112455
hot_tale__hot_ale4_37c__2,-1.4551520192,-0.0225130155
hot_tale__hot_ale4_44c__1,-0.5213119777,0.2811706715
hot_tale__hot_ale4_44c__2,-0.4659791273,0.22917027850000002
hot_tale__hot_ale8_30c__1,-0.7093972993000001,-0.1760560545
hot_tale__hot_ale8_30c__2,-0.6838746624,-0.3766593875
hot_tale__hot_ale8_37c__1,-0.786983196,-0.18466451150000002
hot_tale__hot_ale8_37c__2,-0.8629545883,-0.1742686985
hot_tale__hot_ale8_44c__1,0.5102212357,0.3339518435
hot_tale__hot_ale8_44c__2,0.2458711721,0.1935713165
hot_tale__hot_ale9_mid_30c__1,-0.8905975943000001,0.0265780345
hot_tale__hot_ale9_mid_30c__2,-0.4460292678,0.0142619085
hot_tale__hot_ale9_30c__1,-0.5901812146000001,-0.3226813905
hot_tale__hot_ale9_30c__2,-0.9977392632000001,-0.16040746250000001
hot_tale__hot_ale9_mid_37c__1,-1.1666645768000001,-0.0352827175
hot_tale__hot_ale9_mid_37c__2,-1.9100244175,-0.0614744205
hot_tale__hot_ale9_37c__1,-1.3973557254,-0.1389136005
hot_tale__hot_ale9_37c__2,-1.5853031846999999,-0.12810150950000002
hot_tale__hot_ale9_mid_44c__1,-0.8295138565,0.6579702005
hot_tale__hot_ale9_mid_44c__2,0.2002159845,0.8631847055
hot_tale__hot_ale9_44c__1,-0.11863378100000001,0.2102114925
hot_tale__hot_ale9_44c__2,0.0907896219,0.19831319050000001
hot_tale__hot_ale10_30c__1,0.1282514927,-0.3495889585
hot_tale__hot_ale10_30c__2,-0.27818438500000003,-0.21134193750000002
hot_tale__hot_ale10_37c__1,-1.2019072588,-0.3057344785
hot_tale__hot_ale10_37c__2,-1.4843918971,-0.20174322150000001
hot_tale__hot_ale10_44c__1,0.7558772307,0.14663080050000002
hot_tale__hot_ale10_44c__2,0.3623638649,0.0935961545
hot_tale__hot_ale16_30c__1,-0.9771909865,-0.38905060550000004
