,A,BenR
Bioreactor2:P5_15min:3.0,-2.2854394858462426,-0.344877711333333
Bioreactor2:S_1h:3.0,-3.3702390056974925,-0.2887735743333328
Bioreactor2:S_3h:3.0,-3.07929474841506,-0.321731439333333
Bioreactor2:S_9h:3.0,-2.903543655148764,-0.4534368943333327
Bioreactor2:S_25h:3.0,-1.7099580200746838,-0.611341099333333
Bioreactor2:P1_25h:3.0,-1.271671219288378,-0.6230728683333329
Bioreactor2:P3_25h:3.0,-0.6887939920142263,-0.5365854353333335
Bioreactor2:P5_25h:3.0,0.3798991499501977,-0.4439537993333333
Carbon:Citrate:1.0,-0.4352458823666307,0.2718396014999999
Carbon:Citrate:2.0,-0.9267933324686186,1.0870399895
Carbon:Citrate:3.0,-0.8208114895926627,0.4154655874999999
Carbon:Ferulate:1.0,0.7729315907959271,1.2857382824999997
Carbon:Ferulate:2.0,-0.7583366916079507,1.2477021785
Carbon:Ferulate:3.0,-0.1045083876960434,1.4820063284999998
Carbon:Glucose:1.0,-0.0791674324962002,-0.2108242805000002
Carbon:Glucose:2.0,0.0791674325996923,0.2108242804999998
Carbon:Serine:1.0,-1.9747262887354364,2.9241676395
Carbon:Serine:2.0,-0.8969579860498004,3.0041594384999994
Carbon:Serine:3.0,-1.6538290167060643,2.2183020135
Carbon2:Glucose:1.0,0.0381058937707017,0.0852593033333333
Carbon2:Glucose:2.0,1.2648356918468686,-0.1202391486666667
Carbon2:Glucose:3.0,-1.3029415841123544,0.0349798453333334
Carbon2:Coumarate:1.0,-6.164360364891188,-0.0487064066666667
Carbon2:Coumarate:2.0,-6.293515394437633,0.9499021023333336
Carbon2:Coumarate:3.0,-6.994250143403449,0.7433278263333336
Crc:Control:1.0,0.2899997384943115,0.2309725230000001
Crc:Control:2.0,-0.2899997383208041,-0.2309725230000001
Crc:Del_crc:1.0,-0.0945247348535919,-0.2381366840000005
Crc:Del_crc:2.0,-1.116416693741809,-0.5779524990000002
Crc:Del_crcZ_crcY:1.0,-2.8824712915162114,0.3489136369999999
Crc:Del_crcZ_crcY:2.0,-2.136179545192266,0.7889464180000001
FinR:Control:1.0,0.0764260867329993,-0.0941327183333338
FinR:Control:2.0,-0.092730483869396,0.0290084556666663
FinR:Control:3.0,0.0163043960961645,0.0651242626666666
FinR:Del_finR:1.0,0.3897978507688894,-1.0296237463333335
FinR:Del_finR:2.0,0.6977341443787715,-0.8832350753333338
FinR:Del_finR:3.0,-0.4192090147394375,-1.3089638453333337
FleQ:Del_fleQ:1.0,-1.505661318596571,0.0028743016666661
FleQ:Del_fleQ:2.0,-2.265706198062384,0.2073416946666664
FleQ:Del_fleQ:3.0,-1.454215307743713,-0.2928821263333336
FleQ:OE_wspR:1.0,1.0186637932032578,0.0085473066666663
FleQ:OE_wspR:2.0,0.5817132018072722,-0.3154771293333338
FleQ:Control:1.0,0.0183215857970526,0.0651252476666663
FleQ:OE_wspR:3.0,2.076260894012921,-0.2907303713333338
FleQ:Control:2.0,0.0676083462384781,-0.0941330703333336
FleQ:Control:3.0,-0.0859299320164886,0.0290078226666663
Fuel:Butanol:1.0,-8.918360678668513,-0.6947710560000004
Fuel:Butanol:2.0,-8.281745300411922,-0.7333910910000001
Fuel:Control:1.0,0.1494952148038628,0.0034142969999999
Fuel:Control:2.0,-0.1494952147335529,-0.0034142969999999
Fuel:Isopentanol:1.0,-9.08369278897868,-1.2107398130000004
Fuel:Isopentanol:2.0,-8.542268801557478,-0.2756824070000006
Glycolaldehyde:Glycolaldehyde:1.0,3.5788648562013203,0.0739938354999996
Glycolaldehyde:Control:1.0,0.0611133852505745,0.1679552355
Glycolaldehyde:Glycolaldehyde:2.0,3.868228987634085,0.0525704645
Glycolaldehyde:Control:2.0,-0.0611133850670364,-0.1679552355
HNS_protein:Control_ex:1.0,0.0581123152552482,-0.1275330014999998
HNS_protein:Del_turB_ex:1.0,-2.528352040200691,-0.1555301954999999
HNS_protein:Del_turB_ex:2.0,-2.13798307307707,-0.9643409115
HNS_protein:WT_pCAR1_ex:1.0,3.5970881485068578,0.3577204395000004
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,3.064370065914832,1.7599824415
HNS_protein:WT_pCAR1_Del_turA_st:1.0,11.974765742935938,2.7331254855000005
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,4.013527405904568,2.0203189035
HNS_protein:WT_pCAR1_Del_turA_st:2.0,10.570127649053182,2.6638372035
HNS_protein:WT_pCAR1_ex:2.0,2.8835405957160622,0.4357724715
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,3.2561021393379344,0.8326361255000005
HNS_protein:WT_pCAR1_Del_turB_st:1.0,3.34918574588623,2.0334702525
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,3.5871316035710383,0.9300681605000004
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,3.6638477240936256,1.1013808955000002
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,4.983686028917757,1.3323617815000004
HNS_protein:WT_pCAR1_Del_turB_st:2.0,5.141220497653108,2.4681920285
HNS_protein:Control_ex:2.0,-0.0581123149940462,0.1275330014999998
HNS_protein:WT_Del_turA_ex:1.0,-0.1581877167359815,0.3193748465000006
HNS_protein:WT_Del_turA_ex:2.0,-1.2988616534695117,1.3792958555000006
Mobile_gene:2737_exp:1.0,-0.1637774287487538,0.0061129434999998
Mobile_gene:2737_exp:2.0,-0.0762651466284447,0.0532803345000001
Mobile_gene:2737_exp:3.0,0.194959757289574,-0.0741831385000004
Mobile_gene:2737_exp:4.0,0.0450828189753091,0.0147898604999987
Mobile_gene:2737_reg:1.0,3.1443074684207564,0.233188480499999
Mobile_gene:2737_reg:2.0,4.005606898689691,0.352726582499999
Mobile_gene:2737_reg:3.0,3.4136123605403155,0.3126482255000002
Mobile_gene:2737_reg:4.0,3.5838287345265467,0.3283276035
Mobile_gene:3227_exp:1.0,-0.9379638564639904,-0.1198789565000009
Mobile_gene:3227_exp:2.0,0.1335512470527559,-0.0426895414999997
Mobile_gene:3227_exp:3.0,-0.1782381894597511,-0.1125734835000003
Mobile_gene:3227_exp:4.0,-1.5155835868358596,-0.0078723445000008
Mobile_gene:3227_reg:1.0,3.1190265991914394,0.2189434414999986
Mobile_gene:3227_reg:2.0,3.6977636752331664,0.1591743054999987
Mobile_gene:3227_reg:3.0,3.940145096756978,0.1807563644999987
Mobile_gene:3227_reg:4.0,3.983453806670689,0.2052737745000001
Mobile_gene:mfsR_exp:1.0,-1.7836694257449286,-0.4560164295
Mobile_gene:mfsR_exp:2.0,-2.5176563197690056,-1.5641800665000003
Mobile_gene2:Condition1:1.0,1.2801063497097345,0.0616019997499996
Mobile_gene2:Condition1:2.0,-0.5774997930192982,0.0176686827499992
Mobile_gene2:Condition2:1.0,-0.2521506639796282,0.0223379977500002
Mobile_gene2:Condition2:2.0,2.1753304043809454,-0.0667799322500002
Mobile_gene2:Condition2:3.0,-0.2792247548554366,0.001006231749999
Mobile_gene2:Condition2:4.0,-1.6439549875400954,0.0434357027499991
Muconate:CJ522_fructose:1.0,-6.083678370668711,3.184237977
Muconate:CJ522_fructose:2.0,-5.636345139198832,2.676907366
Muconate:CJ522_fructose:3.0,-6.253898662689749,2.1094060099999994
Muconate:CJ522_fructose_glucose:1.0,-7.253142022694952,2.17621346
Muconate:CJ522_fructose_glucose:2.0,-6.889819457842093,2.185588238
Muconate:CJ522_fructose_glucose:3.0,-8.109865609070413,2.6217810059999995
Muconate:CJ522_fructose_glucose_gluconate:1.0,-6.657881815909612,1.95570804
Muconate:CJ522_fructose_glucose_gluconate:2.0,-7.034748229283528,1.805745672
Muconate:CJ522_fructose_glucose_gluconate:3.0,-6.426749403847291,1.7581771439999998
Muconate:CJ522_glucose_gluconate:1.0,-5.256302925334698,2.3909599369999994
Muconate:CJ522_glucose_gluconate:2.0,-8.02811864721623,1.6241679339999997
Muconate:CJ522_glucose_gluconate:3.0,-8.141694943819369,1.7172859849999995
Muconate:CJ522_gluconate:1.0,-5.359453303645271,3.131252388
Muconate:CJ522_gluconate:2.0,-6.448754461630253,3.265780227
Muconate:CJ522_gluconate:3.0,-6.777767249640058,2.229106014
Muconate:CJ522_glucose:1.0,-6.859892437056398,3.526289225
Muconate:CJ522_glucose:2.0,-6.551766851146466,3.46169955
Muconate:CJ522_glucose:3.0,-5.789054678787567,3.537055857
Muconate:GB032_fructose:1.0,-4.745349583959884,2.745093342
Muconate:GB032_fructose:2.0,-4.990061796794787,2.622865591
Muconate:GB032_fructose:3.0,-2.8493205193651296,2.473824593
Muconate:GB032_fructose_glucose:1.0,-6.307795215795419,2.969414447
Muconate:GB032_fructose_glucose:2.0,-6.133957883032034,3.122019507
Muconate:GB032_fructose_glucose:3.0,-6.471919857536009,2.79666678
Muconate:GB032_fructose_glucose_gluconate:1.0,-7.551021048895618,2.0893892169999995
Muconate:GB032_fructose_glucose_gluconate:2.0,-7.516827248106497,2.161026828
Muconate:GB032_fructose_glucose_gluconate:3.0,-5.776479801352438,1.5096448969999998
Muconate:GB032_glucose_gluconate:1.0,-6.010557433717752,2.659537853
Muconate:GB032_glucose_gluconate:2.0,-8.720849409542188,1.9535174309999996
Muconate:GB032_glucose_gluconate:3.0,-6.985033905984492,2.2672134179999994
Muconate:GB032_gluconate:1.0,-6.423030391541369,2.687780841
Muconate:GB032_gluconate:2.0,-5.983703217299831,3.290021195
Muconate:GB032_gluconate:3.0,-7.327824349332152,3.401386222
Muconate:GB032_glucose:1.0,-5.2062043111438365,3.7044870149999993
Muconate:GB032_glucose:2.0,-7.165181515835976,2.8531672649999997
Muconate:GB032_glucose:3.0,-5.614867488396841,3.492871768
Muconate:GB045_fructose:1.0,-8.68404560661557,1.6673488389999993
Muconate:GB045_fructose:2.0,-8.96947369487635,1.4887489829999994
Muconate:GB045_fructose:3.0,-8.778413662880068,1.504639433
Muconate:GB045_fructose_glucose:1.0,-7.940407589473201,0.9810909419999994
Muconate:GB045_fructose_glucose:2.0,-8.333187161608397,1.241746756
Muconate:GB045_fructose_glucose_gluconate:1.0,-8.970403841733702,1.0900577519999994
Muconate:GB045_fructose_glucose_gluconate:2.0,-8.469597838358062,1.674765092
Muconate:GB045_fructose_glucose_gluconate:3.0,-9.12884802719793,0.9026565759999996
Muconate:GB045_glucose_gluconate:1.0,-9.090689932031395,1.3723060519999994
Muconate:GB045_glucose_gluconate:2.0,-9.941512135975431,0.7509856789999998
Muconate:GB045_glucose_gluconate:3.0,-9.521142302824034,0.8588272419999998
Muconate:GB045_gluconate:1.0,-7.001192834525998,-0.026246452
Muconate:GB045_gluconate:2.0,-7.715790816528413,0.0119700039999997
Muconate:GB045_gluconate:3.0,-8.558124405234185,-0.1256501990000003
Muconate:GB045_glucose:1.0,-5.137585166082214,1.8067014349999997
Muconate:GB045_glucose:2.0,-5.591896187173179,1.816497843
Muconate:GB045_glucose:3.0,-4.372143316537476,2.034652634
Muconate:GB062_fructose:1.0,-4.946908694865083,3.390544127
Muconate:GB062_fructose:2.0,-5.99301927741653,2.837919512
Muconate:GB062_fructose:3.0,-6.280405770723987,2.995369859
Muconate:GB062_fructose_glucose:1.0,-6.286786561771428,3.29451271
Muconate:GB062_fructose_glucose:2.0,-6.094504222807448,2.567551393
Muconate:GB062_fructose_glucose:3.0,-5.540831801605675,2.9881846269999994
Muconate:GB062_fructose_glucose_gluconate:1.0,-7.512582492992721,1.0326818759999994
Muconate:GB062_fructose_glucose_gluconate:2.0,-7.658967874464514,1.4684917199999998
Muconate:GB062_fructose_glucose_gluconate:3.0,-7.495510334416959,1.4101812199999997
Muconate:GB062_glucose_gluconate:1.0,-6.877049150692829,2.190773787
Muconate:GB062_glucose_gluconate:2.0,-6.737291603150895,2.144094899
Muconate:GB062_glucose_gluconate:3.0,-7.774502587002932,2.1686167069999995
Muconate:GB062_gluconate:1.0,-6.124788074810356,1.4618471759999996
Muconate:GB062_gluconate:2.0,-5.361021816668139,2.42888061
Muconate:GB062_gluconate:3.0,-5.756811743753689,2.020062527
Muconate:GB062_glucose:1.0,-7.713419017177509,2.233630965
Muconate:GB062_glucose:2.0,-6.3361756926709765,2.935713922
Muconate:GB062_glucose:3.0,-6.5860764606340005,2.8783834969999997
Muconate:KT2440_fructose:1.0,-0.9680534724899112,3.168128
Muconate:KT2440_fructose:2.0,-0.1347443428564464,2.7074501619999998
Muconate:KT2440_fructose:3.0,1.8002137711816193,2.0460808479999995
Muconate:KT2440_fructose_glucose:1.0,6.012913255220846,0.3784299359999998
Muconate:KT2440_fructose_glucose:2.0,3.434170183285997,0.0925794099999999
Muconate:KT2440_fructose_glucose:3.0,4.981887303224987,0.3240497559999995
Muconate:KT2440_fructose_glucose_gluconate:1.0,9.824755872008271,0.9383932109999996
Muconate:KT2440_fructose_glucose_gluconate:2.0,-8.140986942957108,-0.0255035580000004
Muconate:KT2440_fructose_glucose_gluconate:3.0,11.52840335930168,1.390032985
Muconate:KT2440_glucose_gluconate:1.0,8.101057978688315,0.7568055379999996
Muconate:KT2440_glucose_gluconate:2.0,1.073296534627943,1.363521698
Muconate:KT2440_glucose_gluconate:3.0,4.736041435748839,1.227592547
Muconate:KT2440_gluconate:1.0,1.4414609890131116,0.3956057789999998
Muconate:KT2440_gluconate:2.0,0.2008210249521186,0.5076677839999997
Muconate:KT2440_gluconate:3.0,0.3908583445564451,-0.0355918970000002
Muconate:KT2440_glucose:1.0,1.039742575859367,-0.0943097400000003
Muconate:KT2440_glucose:2.0,-0.5817625012093406,-0.0021120220000003
Muconate:KT2440_glucose:3.0,-0.4579800749460966,0.0964217619999998
Multistress:Control:1.0,1.497168126098212,-0.4561396013333332
Multistress:Control:2.0,-2.6113587839686137,0.4504701296666669
Multistress:Control:3.0,1.1141906575521705,0.0056694716666667
Multistress:NaCl_7min:1.0,-0.9380650149709316,-1.0868788813333334
Multistress:NaCl_60min:1.0,1.5438558532078988,-0.5225041143333331
Multistress:NaCl_7min:2.0,-0.1267813107320498,-0.7317470463333331
Multistress:NaCl_60min:2.0,1.803789744406904,-0.8116119183333335
Multistress:NaCl_7min:3.0,1.421584364799254,-0.6170766453333334
Multistress:NaCl_60min:3.0,2.425476549174648,-0.4148484713333333
Multistress:Imipenem_7min:1.0,1.9548832654472463,-0.6226754933333334
Multistress:Imipenem_60min:1.0,6.84820138090776,-0.8962044303333334
Multistress:Imipenem_7min:2.0,3.55841274611712,-0.4486099173333331
Multistress:Imipenem_60min:2.0,4.259567624465841,0.3536259696666666
Multistress:Imipenem_7min:3.0,1.907043128349155,-0.0920880663333334
Multistress:Imipenem_60min:3.0,1.3908699080395914,0.1812026256666667
Multistress:H2O2_7min:1.0,0.200715409621273,2.3639082256666666
Multistress:H2O2_60min:1.0,2.755871640260223,0.8075224526666669
Multistress:H2O2_7min:2.0,0.7782498911889136,1.5778480356666669
Multistress:H2O2_60min:2.0,1.8817959127635275,1.3214706706666663
Multistress:H2O2_7min:3.0,1.4648738638947592,1.8364463066666663
Multistress:H2O2_60min:3.0,-1.5887900471554317,1.8826538826666668
Myristic_acid:Control:1.0,-6.938718159159211,-0.1131856246666664
Myristic_acid:Control:2.0,7.0497840992272565,-0.0778515866666662
Myristic_acid:Control:3.0,-0.1110659410596514,0.1910372113333336
Myristic_acid:Myristic_acid:1.0,-3.8053174035911,-0.2404510266666664
Myristic_acid:Myristic_acid:2.0,-4.045962793916779,-0.1341081896666667
Myristic_acid:Myristic_acid:3.0,-4.638799855194204,0.0147597433333332
Phase:WT_Tr:1.0,0.3047447091437822,0.9361114070000004
Phase:WT_Tr:2.0,3.4390976364973205,1.2463137070000003
Phase:WT_Ex:1.0,0.1929007943695943,0.3832627090000002
Phase:WT_Ex:2.0,-0.1929007939712968,-0.3832627089999998
Phase:WT_Tr:3.0,4.247830087181071,1.1337602490000007
Phase:WT_Tr:4.0,4.401097331104445,1.015631322
Phase:WT_St:1.0,1.951307658642358,1.3745245700000002
Phase:WT_St:2.0,1.4115598322177303,0.9477304860000002
RelA:Control:1.0,0.161517530342701,0.2921354309999997
RelA:Control:2.0,-0.1970156031059954,-0.2769023290000003
RelA:Control:3.0,0.0354980740028603,-0.0152331020000002
RelA:Del_relA:1.0,0.0131035767711787,0.967008719
RelA:Del_relA:2.0,0.4679198934229289,0.3296321989999997
RelA:Del_relA:3.0,-0.8178705778024323,1.2590530929999997
RelA:Del_relA_lignin:1.0,-0.1832012179966059,0.0408977389999996
RelA:Del_relA_lignin:2.0,-0.9535303687604092,-0.0545204570000001
RelA:Del_relA_lignin:3.0,-1.0325027514677894,-0.323096896
Zn:Zn_ion:1.0,-1.0036856956256857,0.8180134343333334
Zn:Zn_ion:2.0,-1.0697782707380925,0.6594034413333336
Zn:Zn_ion:3.0,0.163420616285799,0.9516845883333334
Zn:Control:1.0,-0.3941077209768757,-0.0153238376666662
Zn:Control:2.0,0.1676479467588643,-0.0467717676666663
Zn:Control:3.0,0.2264597759688075,0.0620956053333334
ZnO:Control:1.0,0.2493421466116379,0.3377751629999999
ZnO:Control:2.0,-0.2493421469948664,-0.3377751630000007
ZnO:Nano:1.0,0.3744658258909378,0.3605983579999998
ZnO:Nano:2.0,0.4840837658185113,0.5200583499999993
ZnO:Nano:3.0,-0.4534499680697142,-0.0707508960000007
ZnO:Zn_ion:1.0,0.0592119155091402,0.4322993829999992
ZnO:Zn_ion:2.0,0.3346941059346817,0.4323501869999999
ZnO:Zn_ion:3.0,-1.1477804035038397,-0.3537307370000002
