,A,Fnr,NarL
abx_mega__teix_dmso__2,4.0401354742,-0.4150383489,0.2538442496
abx_mega__nal_naoh__3,-3.2590720162,0.2272209504,-0.32002223220000003
abx_mega__novo_h2o__2,-5.1069955389,0.16806743940000002,-1.4231800896
abx_mega__dmso-10__2,2.5341057096,0.40832126950000003,0.371962511
abx_mega__phos_h2o__3,-1.0702214134,0.0877333852,0.040928029000000005
abx_mega__dmso-6__2,3.26142721,-0.1654402185,0.3072546497
abx_mega__rfp_ethanol__1,1.4059005918,-0.12067474560000001,0.3371132867
abx_mega__dmso-5__3,3.4685726598,0.1613415464,0.3899857407
abx_mega__amyc-d_dmso__1,-4.330001998,0.257224454,-1.9056921008
abx_mega__sxt_dmso__1,14.8235108586,0.047755995,1.3605355026
abx_mega__dmso-1__1,2.0480426552,-0.1308553567,-0.1621879518
abx_mega__pen_h2o__1,0.8647143223,-0.3609283863,-0.4011629601
abx_mega__dmso-10__3,2.1915778319,0.20815252,0.6602530221
abx_mega__nal_naoh__4,-1.9313962916,0.0028938907,-0.3741219792
abx_mega__cip_naoh__1,-0.6167140015,0.11078089020000001,-0.3082369024
abx_mega__pen_h2o__2,1.3873365767,-0.2836689398,-0.3006640419
abx_mega__ery_dmso__2,-2.3832121504,0.0804674744,-1.1971011775
abx_mega__dmso-2__2,1.6414415014000001,-0.2221077391,1.5801977473000002
abx_mega__van_dmso__2,1.0360006653,0.6605546913,-0.884127384
abx_mega__h2o-1b__1,1.1784427219,0.030807355300000002,-0.452432223
abx_mega__ery_h2o__1,-3.9398634254,0.1635488437,-1.3563246039
abx_mega__bacit_h2o__1,-0.5167590175,-0.4774994905,-0.6817547788
abx_mega__chl_h2o__2,-2.9384446629000003,0.0987552064,-1.3195528967999999
abx_mega__str_h2o__2,-1.3545136067999999,0.2741965069,1.3047365667
abx_mega__rfp_ethanol__2,1.6158628029000002,0.12295077100000001,0.0825550003
abx_mega__polmyx_h2o__2,-1.2013891546,-0.3737381984,-0.2047876144
abx_mega__tric_h2o__1,-0.5968416994,1.3424886167,0.6570030657
abx_mega__cip_naoh__2,-0.6704936925,0.09932130680000001,-0.0042746708
abx_mega__novo_h2o__3,-3.6710805595,0.0559133562,-1.6268601596
abx_mega__bacit_dmso__1,3.0491710336,-0.2242105774,-0.2149626757
abx_mega__gen_h2o__1,-4.5620809309,0.41129122560000003,-0.0023401669
abx_mega__bacit_dmso__2,0.4757885237,-0.2049744387,-0.1358000564
abx_mega__chl_dmso__1,-3.4850898345,0.1866328231,-1.2077453185
abx_mega__bacit_h2o__2,0.4661490681,-0.8589924069,-0.4745572525
abx_mega__lvx_dmso__1,9.4055763216,-0.18501779240000002,0.7236428398
abx_mega__bacit_h2o__3,-4.0708428374,-0.3986390476,-0.4942506949
abx_mega__nor_naoh__2,-1.3641389655,-0.11461450370000001,-0.1796711266
abx_mega__amyc-d_dmso__2,0.7778503021000001,0.1534325597,-0.23408638040000002
abx_mega__polmyx_h2o__3,-1.6491908131000002,0.4256416268,1.4636209179000002
abx_mega__naoh-6__1,-1.4328081433,0.1918842788,-0.0738028359
abx_mega__cst_h2o__2,-1.6087325713,0.2575678173,-0.2211989576
abx_mega__h2o-1b__2,0.3471606624,0.7809611414000001,-0.32526084780000003
abx_mega__rfp_h2o__1,-1.5752715497,-1.0905972262999999,0.9832435012
abx_mega__tet_h2o__1,-4.5150896853999996,0.0295461953,-1.741102497
abx_mega__flavo_dmso__1,8.6104001632,-0.9098451584,0.3338762417
abx_mega__zeocin_h2o__1,-0.8118109118,0.11093211330000001,0.356397116
abx_mega__nor_naoh__3,-0.2162270711,-0.2660034833,-0.2272100971
abx_mega__rach_dmso__2,15.5642891307,0.1360391327,1.7463769081
abx_mega__thio_dmso__2,-3.1337871152,0.3253789217,-0.3890854292
abx_mega__amyc-d_dmso__3,-4.3862529086,0.33467356740000004,-1.6884538489
abx_mega__rif_dmso__2,-0.1179168976,-0.7654036895,0.6145146939
abx_mega__amyc-d_dmso__4,-1.3010665126,0.0720316185,-0.335661769
abx_mega__teix_dmso__3,0.35264979490000004,-0.1127364899,-0.1154299023
abx_mega__valin_dmso__1,5.0082028993,-0.1452747475,0.0956653423
abx_mega__teix_dmso__4,3.4501276903,-0.2103049645,0.23881420290000002
abx_mega__ethanol-10__1,-0.5289082166,0.6194313426,0.6441814068
abx_mega__inh_h2o__1,0.7152503335,-0.0340580552,0.44933268930000003
abx_mega__rif_dmso__3,1.156035125,-1.5589165824,1.197837956
abx_mega__van_dmso__3,1.2489272985,0.2389667466,-0.7705163065
abx_mega__doxo_dmso__1,1.1842485950000001,-0.1301723133,0.42316666420000004
abx_mega__tmp_dmso__1,0.28246105720000003,0.0567992999,0.37644281350000003
abx_mega__ethanol-10__2,-0.9263206407000001,0.4463184544,0.3676884166
abx_mega__tmp_dmso__2,0.8987485113,-0.011770757000000001,0.3141558765
abx_mega__amyc-d_dmso__5,-5.6040134282,0.4703427457,-0.7713514634
abx_mega__novo_h2o__4,-4.9240369901,0.7891519738,-1.9558634060000002
abx_mega__cro_h2o__2,11.3555107569,0.0823465979,1.2346799578
abx_mega__cro_h2o__3,9.1591571286,-0.21446519260000002,0.5304175659
abx_mega__gen_h2o__2,-4.4144592823,0.5545946817,-0.48062680010000003
abx_mega__phos_h2o__4,-0.3140090859,-0.1556899832,1.4968619098
abx_mega__metro_dmso__2,-2.1136282291,0.40866825960000003,-0.2002604006
abx_mega__ery_h2o__2,-7.7435831599,-0.0307498051,-1.8801459853
abx_mega__sacet_h2o__1,-0.4564593114,1.8984960352,1.5862913974000001
abx_mega__nal_naoh__5,-2.6085433918,0.11935505780000001,-0.2314427329
abx_mega__bacit_h2o__4,2.1558203395,-0.7716038602,-0.6522742559
abx_mega__cip_naoh__3,1.9582402783,-0.1062377801,-0.49739226270000003
abx_mega__ethanol-8__1,8.0124944978,-0.0429042057,0.6304378737
abx_mega__h2o-8a__1,-0.8113424923,-0.1697118587,-0.1934353014
abx_mega__ery_h2o__3,-2.8108245023,-0.046749594000000005,-1.5593456345
abx_mega__flavo_dmso__2,12.9795127245,0.060263538500000005,1.3837328354
abx_mega__rif_dmso__4,1.1192249962,-1.4686879149,1.0818833664
abx_mega__novo_h2o__5,-4.3130632293,0.2258676651,-1.3957788496
abx_mega__teix_dmso__5,2.4664647348,-0.0180107938,0.2339403894
abx_mega__naoh-2__1,0.8607738057000001,0.12440957970000001,1.5570266128
abx_mega__novo_h2o__6,-3.1093039337,0.7205527484,-2.0014040988
abx_mega__ctx_h2o__3,8.7212262681,-0.064859922,0.6053981366
abx_mega__rach_dmso__3,15.2037677387,-0.0946227506,1.604092458
abx_mega__valin_dmso__2,7.6911187113,-0.1504039911,0.6228761494
abx_mega__amyc-d_dmso__6,-6.3550958541,1.0932260792,-0.8243217897
abx_mega__dox_dmso__2,-1.2079197156,-0.3495048284,-0.6210031891000001
abx_mega__teix_dmso__6,3.3747419599,-0.19216870800000002,0.46369876390000003
abx_mega__naoh-6__2,-1.1105815482999999,0.2508705046,0.0115520281
abx_mega__inh_h2o__2,-2.6717043544,1.0236963855,-1.044426633
abx_mega__chl_h2o__3,0.8230156348000001,0.8645055481,-0.46185970600000004
abx_mega__nal_naoh__6,-2.449843169,0.1051428429,-0.3703789377
abx_mega__chl_dmso__2,-4.3816980027,0.2708431966,-1.1513063757
abx_mega__rach_dmso__4,12.1615622569,0.2606390819,1.4684025725
abx_mega__teix_dmso__7,3.261501617,0.3504676022,0.3922415131
abx_mega__ceru_ethanol__1,-0.6135379262,1.4535275098,0.6149460887
abx_mega__dmso-7__1,11.5222836626,0.0944210472,1.2176890491
abx_mega__naoh-6__3,-1.0406613897,0.2067024995,0.0786879999
abx_mega__phos_ethanol__2,0.7542311768000001,0.5219782296000001,0.4392596675
abx_mega__metro_dmso__3,-3.1638859647,0.5121052174,-0.2137913818
abx_mega__van_dmso__4,1.6260883882,0.28659288180000003,-0.9419717976
abx_mega__h2o-10__1,-4.8816907439,0.2130377387,0.1814334535
abx_mega__h2o-10__2,-2.0128154192,0.1522575818,0.48796528650000004
abx_mega__dmso-6__3,4.1272748957,-0.35454569550000004,0.3898016124
abx_mega__mem_dmso__1,12.0511910192,-0.3062884087,0.9646124930000001
abx_mega__ethanol-8__2,4.366382453,-0.0252304237,0.3186268997
abx_mega__chl_h2o__4,2.1143366279,0.7271274121,-0.6661033798
abx_mega__van_h2o__1,2.7198151279,-0.903332961,-0.5742892551000001
abx_mega__dcs_h2o__1,0.7258258869,0.6936041281,0.2068721395
abx_mega__rif_dmso__5,0.515695373,-0.7666040526,0.8425442237
abx_mega__dox_dmso__3,6.1240140923,0.2468405504,0.10017048020000001
abx_mega__mem_dmso__2,8.6657974284,-0.4892115863,0.6332738483
abx_mega__lvx_dmso__2,3.5742785383999998,-0.129152751,-0.0869541332
abx_mega__tet_h2o__2,-3.6750556676,0.2983443387,-0.46924192730000003
abx_mega__phos_h2o__5,0.5748391826,0.12871355610000002,1.6275674107
abx_mega__monac_dmso__1,2.1701690713,1.4088048351,0.0717431857
abx_mega__str_h2o__3,-0.6702650521,0.08708125080000001,0.1418999508
abx_mega__zeocin_h2o__2,-0.0656821426,-0.42460153910000004,1.3045613756
abx_mega__amyc-d_dmso__7,-6.1416819553,0.9037219768,-1.2192577822
abx_mega__fidax_dmso__1,3.7942033661,0.35278275610000004,0.5364471703
abx_mega__h2o-1a__1,0.1006156629,-0.1301828894,-0.0076170702
abx_mega__dox_dmso__4,-0.6387171934,0.1499766492,-0.27625373140000004
abx_mega__lzd_dmso__2,-5.7774741161000005,0.8640746426,-1.0222917741
abx_mega__tet_h2o__3,-3.2652073661,-0.014793680600000001,-1.5087092232
abx_mega__dmso-1__2,2.14126783,-0.0468660871,-0.5589211898
abx_mega__sxt_dmso__2,6.2077565466,0.1322961821,0.068627529
abx_mega__tric_ethanol__2,2.0965410309,0.619159111,0.23941269040000002
abx_mega__teix_dmso__8,0.2833969556,-0.0780351353,-0.3793496945
abx_mega__ramo_h2o__2,0.1343710742,-0.5733023752,0.09514280300000001
abx_mega__inh_h2o__3,-0.2796046658,0.3346755523,0.3216977505
abx_mega__cst_h2o__3,0.0451391625,0.6157335293,-0.3478318655
abx_mega__dmso-9__1,4.4464252531,-0.029816820400000003,0.1757205838
abx_mega__ethanol-8__3,2.5492627301,-0.1057688244,0.36504344
abx_mega__monac_dmso__2,0.5683983796000001,1.4863412037,-0.3366484642
abx_mega__dmso-9__2,3.4400432572,-0.0200467158,0.1457238569
abx_mega__metro_dmso__4,-2.6536130342,0.6682181821000001,-0.173456255
abx_mega__ctx_h2o__4,10.8308672241,0.1093383753,0.9764181073
abx_mega__zeocin_h2o__3,0.22120918790000002,-0.42024945410000003,1.219990166
abx_mega__bacit_h2o__5,-0.0756393402,-1.0686406259,-0.4873407738
abx_mega__reta_dmso__1,-1.9604532232,0.2624442987,-0.14538301080000002
abx_mega__ery_h2o__4,-3.1113294447,0.1838410419,-0.4901782139
abx_mega__ceru_ethanol__2,-5.8403507912,1.4458719120999999,-0.08747928320000001
abx_mega__fidax_dmso__2,2.640903659,0.061060066100000004,0.5088590205
abx_mega__novo_dmso__1,-2.1158072039,0.8339819837,-0.8191870707000001
abx_mega__naoh-6__4,-0.8549630260000001,0.2749615761,0.3838430101
abx_mega__amyc-d_dmso__8,1.7567594308,0.1675077619,0.1386459591
abx_mega__chl_dmso__3,-1.2428004214000001,0.2359552994,-1.2035076039
abx_mega__nal_naoh__7,3.4652878964,-0.1143720156,-0.32990943310000004
abx_mega__teix_dmso__9,4.3044884317,0.19924687600000002,0.350365087
abx_mega__ery_dmso__3,1.8699141279,-0.1930182149,-0.8914052882
abx_mega__tmp_dmso__3,0.4094589766,0.021624803,0.3805848848
abx_mega__sxt_dmso__3,7.9184253365,0.1404174962,0.8127445483
abx_mega__polmyx_h2o__4,-1.5185798578,0.7190717129,1.162897535
abx_mega__mem_dmso__3,3.6549683022,-0.106792127,0.12293057980000001
abx_mega__nal_naoh__8,2.1900610249,-0.5226446066,1.0434381186
abx_mega__pen_h2o__3,0.5754272706,-0.9448240483,-0.3811294766
abx_mega__van_dmso__5,2.6706672926,0.3519942873,-0.7681838617000001
abx_mega__zeocin_h2o__4,0.4929726211,-0.3420308308,1.4810631343
abx_mega__h2o-6__2,-1.1193757245,0.2237971175,0.12666160140000002
abx_mega__tet_h2o__4,-2.9778002335,-0.09366302650000001,-1.2428560724
abx_mega__nor_naoh__4,-0.7718285944000001,0.1884711132,-0.2609186745
abx_mega__cip_naoh__4,-0.9535009511,0.1897163396,-0.0755452092
abx_mega__tmp_dmso__4,0.0859352216,0.46955750020000003,0.2225884108
abx_mega__reta_dmso__2,0.07418393770000001,0.079054857,0.16663621180000002
abx_mega__mem_dmso__4,12.3258991481,0.1562169847,1.1260659392
abx_mega__dox_dmso__5,-1.6562316186000001,0.5560831223,0.0273460971
abx_mega__tmp_dmso__5,1.4929430942000002,0.16093619850000002,-0.1009953331
abx_mega__flavo_dmso__3,9.423951922,0.21465859110000002,0.8172587432
abx_mega__tmp_dmso__6,6.6626568131,-0.4506960218,0.32986084450000003
abx_mega__ceru_ethanol__3,-3.3626794415,1.4078249743,0.4043260756
abx_mega__teix_dmso__10,-1.9731579443,-0.024926434900000002,-0.2090247448
abx_mega__novo_h2o__7,-3.3721258406,0.28331731590000003,-1.6490916468
abx_mega__fidax_dmso__3,2.5156058969,0.1656484172,0.5836041919
abx_mega__h2o-1a__2,0.28206117470000003,0.0397621094,0.07538422110000001
abx_mega__dcs_h2o__2,3.0208316904,0.0295181061,-0.2137039597
abx_mega__cst_h2o__4,-1.7762516064,0.6765520599,-0.2134462412
abx_mega__van_h2o__2,-0.5034035615,-0.1313395527,-0.2306398724
abx_mega__pen_h2o__4,3.2499973753,-1.1849000443,-0.5936463758
abx_mega__h2o-8b__2,1.3913072021000001,0.1917764428,0.11993875400000001
abx_mega__reta_dmso__3,2.9743612564,-0.1254083886,0.237909008
abx_mega__dmso-7__2,16.1744983561,0.0413045956,1.8895943154000001
abx_mega__rfp_h2o__2,-1.6573583785000001,-1.2130654544000001,1.2509991628
abx_mega__rif_dmso__6,4.2828692627,-1.1475451275,1.1704671685
abx_mega__sxt_dmso__4,14.547832415,0.23990241980000002,1.3514043206
abx_mega__cip_naoh__5,-0.9892556949,-0.042177127,0.0185558471
abx_mega__dmso-9__3,7.9269988053,-0.341587067,0.32390818520000003
abx_mega__mem_dmso__5,9.4724103182,0.1067217318,0.4918307497
abx_mega__tric_h2o__2,-0.0190456021,1.3284647298,0.5095991614000001
abx_mega__phos_h2o__6,-0.5234274688,0.13667702310000002,0.1723091054
abx_mega__h2o-7__2,9.4314322684,0.0400555976,0.5866863516
abx_mega__h2o-10__3,-2.067771954,0.1579017148,0.2516220524
abx_mega__h2o-8a__2,-1.3471511752,-0.2295144067,-0.45374010200000003
abx_mega__thio_dmso__3,6.1159974844,-0.40999634500000004,-0.0785225256
abx_mega__lzd_dmso__3,-0.0251313794,0.41635551470000004,-1.0671567044999999
abx_mega__monac_dmso__3,0.0524119968,0.8852669989,-1.70122574
abx_mega__polmyx_h2o__5,9.1841185139,0.47019160320000003,0.7365673686
abx_mega__naoh-6__5,-1.813938615,0.4263555999,0.0122959707
abx_mega__teix_dmso__11,-1.2030295579,0.0158778074,0.0259563891
abx_mega__van_h2o__3,-1.6174486008,-0.353805546,-0.3540785295
abx_mega__teix_dmso__12,9.5562260104,-0.0949833372,0.8158985592
abx_mega__dox_dmso__6,0.8284606984,-0.0402154183,1.3660196396
abx_mega__teix_dmso__13,16.0833201053,-1.0545825032,1.5077788525
abx_mega__h2o-7__3,7.8861318037,0.0329465014,0.2878216163
abx_mega__str_h2o__4,1.8496946084,0.49062571110000003,1.742029518
abx_mega__tec_h2o__3,1.1772672257,-2.5030278976,0.2939771813
abx_mega__phos_h2o__7,-1.6186120728,0.22288803100000001,0.1611020242
abx_mega__chl_h2o__5,-2.6997964517,0.35465275100000004,-1.0212711095
abx_mega__polmyx_h2o__6,-0.6148538984,0.49303985780000004,1.581232123
abx_mega__teix_dmso__14,-0.5313282083,0.0909615292,-0.10018570930000001
abx_mega__rif_dmso__7,0.9914679704,-0.6050113022,0.6620764086
abx_mega__ramo_h2o__3,5.4822568811,-0.9469901951,0.0350527978
abx_mega__fidax_dmso__4,5.6373147958,0.0893514383,0.45207968070000004
abx_mega__teix_dmso__15,2.4314465965,0.533781862,0.3259638522
abx_mega__thio_dmso__4,6.0797136236,-0.5504288499000001,-0.5091000744
abx_mega__rif_dmso__8,4.828663968,-1.5708370051,1.1736352166
abx_mega__reta_dmso__4,0.9549742906,0.025528003,0.1218603947
abx_mega__inh_h2o__4,-3.22049055,1.1960883277,-0.1781436395
abx_mega__novo_dmso__2,-1.4763240413,0.7337960436000001,-0.6037946919
abx_mega__dcs_h2o__3,5.2386737876,0.16543111060000001,0.12449228870000001
abx_mega__h2o-8b__3,3.2532225178,-0.3013275018,-0.1297530696
abx_mega__valin_dmso__3,7.1537278151,0.0524331097,0.1017590336
abx_mega__h2o-2__1,-1.8909435536,-0.1296792457,2.3131630958000002
abx_mega__cro_h2o__4,-1.8594336901,-0.1166385846,-0.07385166500000001
abx_mega__dcs_h2o__4,1.3098438332,0.5228202102,0.406341769
abx_mega__str_h2o__5,0.9814497752,0.0620767183,0.4473448175
abx_mega__h2o-8a__3,-1.5027272955000002,-0.1670867104,-0.4009290956
abx_mega__dox_dmso__7,0.15578266470000002,-0.023023933200000003,-0.1585778277
abx_mega__doxo_dmso__2,1.9142775001999999,-0.1780022674,0.5881761555
abx_mega__teix_dmso__16,15.0881093854,-1.288192235,1.0121133392
abx_mega__rfp_h2o__3,-2.0224573879,-1.1735091948,0.9215387213
abx_mega__ethanol-10__3,2.1916386215,0.4256665049,0.7019706149
abx_mega__naoh-2__2,2.462243434,-0.14596955720000002,1.9011813671
abx_mega__van_h2o__4,2.9052468423,-0.6767342955,-0.6610720347
abx_mega__sacet_h2o__2,-1.0209078452,1.5844404703000001,1.8919933899
abx_mega__monac_dmso__4,-1.381663351,1.4941188956,-0.6246931994
abx_mega__h2o-2__2,-2.9929212375,-0.0048985968,1.9307420204999999
abx_mega__zeocin_h2o__5,-0.9253825517000001,0.23466406990000002,0.22299274160000002
abx_mega__nor_naoh__5,1.7862791786,0.10958004780000001,-0.45803047500000005
abx_mega__naoh-9__2,1.9994888788,0.2428538366,0.014430849
abx_mega__dmso-7__3,15.7292740627,0.0122195926,2.0435775268
abx_mega__van_h2o__5,3.9907752484000003,-0.7705289413,-0.5492119811
abx_mega__flavo_dmso__4,12.1412796988,0.14097936390000002,1.1567118324
abx_mega__novo_dmso__3,-0.7159555888,0.7008066596,-0.6898733783000001
abx_mega__polmyx_h2o__7,6.818243533,-0.2315847967,0.23274265870000002
abx_mega__teix_dmso__17,3.408467001,0.0029379619,0.2885319054
abx_mega__doxo_dmso__3,0.8146696559000001,0.2023907492,0.0772130471
abx_mega__mem_dmso__6,3.6508954567,0.1023474546,0.12139420790000001
abx_mega__h2o-1a__3,-0.38267683760000004,0.09042078,-0.0677671509
abx_mega__bacit_dmso__3,1.6398588301,-0.36047292010000004,0.1441411998
abx_mega__dox_dmso__8,1.4984118774000001,-0.15851963700000002,1.3714150958
abx_mega__teix_dmso__18,5.4049422456,-0.47527159550000003,0.4043009054
abx_mega__h2o-6__3,-0.4024430961,0.1865548514,-0.08292724280000001
abx_mega__pen_h2o__5,2.2826136573999998,-0.3567155809,-0.0809687306
abx_mega__lzd_dmso__4,-0.8162277989000001,0.4367343567,-0.4950784796
abx_mega__daro__1,-7.2203174465,0.6625246456,-1.0283701913
abx_mega__solv__1,-7.0241904864,0.7880810208,-0.5697536807
abx_mega__daro__2,-7.7590692610000005,0.6348490171,-0.7225106505000001
abx_mega__daro__3,-8.0373054753,0.5130885568,-0.31202477440000004
abx_mega__solv__2,-5.9840140143,0.7836153299,-0.4795038941
abx_mega__solv__3,-7.3225999838,0.5666938681,-0.4581893891
abx_mega__dmso-4__1,8.3923939263,-0.2069186369,1.2625602048
abx_mega__kirr_dmso__1,-3.6649415626,0.30096120800000004,-1.1858902369
abx_mega__kirr_dmso__2,-2.5275763349,0.2233268874,-1.1221621716
abx_mega__kirr_dmso__3,-4.0808395368,0.36914748480000004,-1.0326504242
abx_mega__dmso-4__2,7.1554388084,-0.38116480880000003,1.0089341865
abx_mega__dmso-4__3,8.3370069686,-0.179866355,1.0781130934
ackA_pta__dnaA46_del_ackA__1,6.0805011997,0.3573392885,1.0167221444
ackA_pta__dnaA46_del_ackA__2,7.2242095867,0.5215083736,1.3164719965
ackA_pta__dnaA46_del_ackA__3,7.4258931847,0.4033689451,0.8478612282
ackA_pta__dnaA46_del_pta__1,7.1221078474,0.10380176390000001,0.804393346
ackA_pta__dnaA46_del_pta__2,4.749250079,0.4097892231,1.0277296902
ackA_pta__dnaA46_del_pta__3,4.1104989739,0.5224825499,1.0777531702
ackA_pta__dnaA46__1,0.6668641434,0.1528474884,0.0548469958
ackA_pta__dnaA46__2,3.4503011274,0.3481605142,0.2870616629
ackA_pta__dnaA46__3,0.2282844376,-0.0266460084,-0.1731099634
ackA_pta__del_ackA__1,5.1434587277,0.1774931888,0.7399815112
ackA_pta__del_ackA__2,7.5277224567,-0.1232001154,1.1375307345
ackA_pta__del_ackA__3,4.41335942,0.190084841,0.6873740307
ackA_pta__del_pta__1,2.3549648941,0.2671184528,0.3644661887
ackA_pta__del_pta__2,3.6751714205,0.2566617834,0.5864508435
ackA_pta__del_pta__3,2.2475944821000002,0.1341478918,0.3688823399
ackA_pta__wt__1,0.0185477421,-0.0535312287,-0.11512740900000001
ackA_pta__wt__2,-0.0676711457,0.0033558917,0.0518979327
ackA_pta__wt__3,0.049123403600000004,0.050175337,0.0632294763
anticancer__5fu__1,-0.7711406150000001,0.0681602907,1.1172485117
anticancer__5fu__2,-0.3080040316,-0.1688407481,1.2128520424
anticancer__cap__1,-3.1801290618,0.44868520630000003,0.5096176653
anticancer__cap__2,-1.6129661051,0.41306374030000004,0.7069854029
anticancer__cap__3,-1.6427297523000002,0.3264594677,0.7353223998
anticancer__wt__1,-1.3594964254,0.28664804520000003,-0.2878428208
anticancer__wt__2,0.8019902987,-0.0931429685,0.230734723
anticancer__wt__3,0.5575061267,-0.1935050767,0.0571080978
anticancer__5fu__3,-1.4690659545,-0.101350492,1.1304838131000001
bio_pln__aero_pln__1,0.1549394022,-0.0045074173,0.23075321110000002
bio_pln__aero_pln__2,-0.1549394022,0.0045074173,-0.23075321110000002
bio_pln__anaero_pln__1,-0.11843438270000001,0.0400032595,0.2161365164
bio_pln__anaero_pln__2,-1.0184228389,0.3296413226,-0.08062165610000001
biocide__bzcl_12h__1,-3.2519342792,0.2247859218,-0.3339215262
biocide__bzcl_12h__2,-1.7917552359000002,0.1810715899,0.6725941715
biocide__bzcl_12h__3,-2.6812840739,0.1722943406,-0.08904044450000001
biocide__etoh_12h__1,-2.972101166,0.4185490194,-0.0381846164
biocide__etoh_12h__2,-2.4796794073,0.4755510751,-0.0223999192
biocide__etoh_12h__3,-3.495122567,0.5168922582000001,0.1557693521
biocide__gluald_12h__1,-2.4169502255,0.422114445,0.3457727179
biocide__gluald_12h__2,-2.6959102723,0.285798337,0.4119611535
biocide__gluald_12h__3,-1.6891107746,0.2501234208,0.26245599999999997
biocide__h2o2_12h__1,-2.8962617844,0.316269336,0.1302115755
biocide__h2o2_12h__2,-2.8836957251,0.2082039373,0.2021200729
