,A,LeuO
SRX5694434,1.5016888124,0.5518805613000001
SRX5694435,-1.3173280815,-0.7324451418
SRX5694436,5.7316675413,0.0440748614
SRX5694437,3.000974254,0.9307556601
SRX5694438,0.7854115203,-0.4222748307
SRX5694439,1.6665023084000001,-0.9566285109
SRX5694440,-1.0501133004,-0.1206962704
SRX5694441,0.713357114,1.0745886852
SRX5694442,5.2599342377,1.1395888132
SRX5694443,0.32364765030000003,-0.520128412
SRX5694444,0.5465260836,-0.8021827165000001
SRX5694445,1.2485163981,-0.0505779533
SRX5694446,-1.3090034983,-0.5229641407
SRX5694447,-1.0797920299000001,-0.9707152604
SRX5694448,0.8621109677000001,-3.0149455732
SRX5694449,0.632535138,-0.514976352
SRX5694450,0.298520496,-2.2780423686
SRX5694451,-0.6898850666,-2.0404295237
SRX5694452,0.0795877744,-0.5987489978
SRX5694453,2.4393976127,0.6272767344
SRX5694454,-1.2004973696,-0.5205404526
SRX5694455,-0.9264239872000001,-0.5664286621
SRX5694456,-0.22098427880000002,-0.6935401419
SRX5694457,-0.5206788417,0.0308696091
SRX5694459,-2.1767552018,-0.3474958661
SRX5694460,-1.1707139768000001,-1.0418787329
SRX5694461,-0.17500800100000002,-2.309698753
SRX5694462,2.5658116309,-0.4623573393
SRX5694463,0.1176388912,-0.0920628406
SRX5694464,0.369809861,-0.9086239242
SRX5694465,-1.9591807365,-0.9995161861
SRX5694466,4.3064431261,1.0893871498
SRX5694467,-1.6031161446,-1.280687241
SRX5694468,1.010825164,-1.8157984606
SRX5694469,0.7868794224000001,0.0326599834
SRX5694470,0.6127184842,0.0487774775
SRX5694471,-0.42475572570000003,-0.9349280124
SRX5694472,-0.7601260956,-0.18445416280000002
SRX5694474,-0.12359200290000001,-1.7949781833
SRX5694475,-0.8652536362000001,-1.572981557
SRX5694476,-0.8613414699,-0.43443732630000004
SRX5694477,-1.0167627629,-1.0820043577
SRX5694478,1.0402060262,-0.8992795544000001
SRX5694479,0.0287739698,2.1345391723000002
SRX5694480,0.9911555995,2.1421948457
SRX5694481,0.2229293373,-0.484549534
SRX5694482,-0.7345838835,-1.4687660846
SRX5694483,0.6741476471,-0.2726102671
SRX5694484,-0.1475922737,-0.9851237892
SRX5694485,0.9136710631,0.2222318027
SRX5694486,-1.1829075947,-1.0956097976999999
SRX5694487,1.7625068561,-0.6707926101
SRX5694488,0.12936238390000002,-1.2158709335
SRX5694489,0.17487712360000002,-0.9138225167
SRX5694491,-1.1642734219,-1.5554800203
SRX5694492,-0.2486753107,-0.4904837976
SRX5694493,0.7767670334,-1.0498513457
SRX5694494,1.4245915448,-1.1166823387
SRX5694495,0.0840646668,-0.6169969597
SRX5694496,-1.1520068118,-1.6379880946
SRX5694497,-0.5880327197,-2.2659773917
SRX5694498,-0.9732118711000001,-1.221584276
SRX5694499,3.3987143529,-4.4196053411000005
SRX5694500,0.7651210375,-1.7882591947000002
SRX5694501,-0.36887490980000004,-0.5453522549
SRX5694502,-0.48633883320000004,-4.4196053411000005
SRX5694503,1.4712698864,-2.4417370946
SRX5694504,-1.3653498268,-0.8031337845000001
SRX5694505,-1.5622023403,-0.0694086928
SRX5694506,2.5362253464,-1.8615324662
SRX5694507,-1.7716913646,-1.3462360281
SRX5694508,-0.0128398166,1.6155715836
SRX5694509,1.4344897637,-1.3584169533
SRX5694510,0.1251306279,-0.0602568678
SRX5694511,0.18266406840000002,-1.3617790238
SRX5694512,-1.3048318639,-1.4645726045
SRX5694513,0.3571713251,1.9923285756
SRX5694514,-0.5226997369,-1.0244322463
SRX5694515,3.9736907132,-0.10386473260000001
SRX5694516,0.40761524520000003,-0.9508789569
SRX5694517,-1.0001833186,-0.5301310729
SRX5694518,-1.1136114527,-0.5182989862
SRX5694519,-0.1767376391,-0.8510775518
SRX5694520,1.2435067199,-3.059422524
SRX5694521,-0.8933325444,-1.777528963
SRX5694522,0.2029510822,-0.8035429731
SRX5694523,1.7467005561,-1.081120558
SRX5694524,0.6844995984000001,-1.5048675296
SRX5694525,0.5215201602,-0.5074009693
SRX5694526,1.1188528859,-1.4204544975
SRX5694527,1.1990819495,-1.8860699250000001
SRX5694528,0.3568337735,2.3383794775
SRX5694529,-0.026040448900000002,-0.7834068187000001
SRX5694530,1.2329374873,-0.800235801
SRX5694532,-0.0093361894,-1.2939439501
SRX5694533,1.6479967166,-0.6189276463
SRX5694534,1.4818042505,-1.2549312288
SRX5694535,3.9197049867000002,-0.3972343606
SRX5694536,0.0923013777,-1.6501509017
SRX5694537,0.27426826530000004,-1.0825656539
SRX5694538,1.0279664822,-0.6143001851000001
SRX5694539,1.2665576315,-1.3352018284
SRX5694540,-0.0126416949,-1.3191456596
SRX5694541,0.7206206681,-0.3875315979
SRX5694543,1.0610763705,-1.3738874703000001
SRX5694544,-0.7281351197,-0.9674726808
SRX5694545,0.1331210693,-1.1095185195
SRX5694546,1.0155974,-2.4120476236
SRX5694547,-0.7429684541,-0.6697075582
SRX5694548,-0.6161216447,0.16925027880000001
SRX5694550,1.4724893447,1.0414494454
SRX5694551,1.2925685032,-4.4196053411000005
SRX5694552,-0.7872264168,-0.8791673003
SRX5694553,-0.1987719712,-0.4402764226
SRX5694554,-1.64451015,-0.7576567038
SRX5694555,-0.5051503876,-0.2715306675
SRX6072760,0.2158345434,-1.4370934559
SRX6072761,1.55888288,-1.6969802853
SRX6072762,0.7821405222000001,-1.6795233879
SRX6072763,2.7080301588999998,-1.0157398115
SRX6072764,0.0631890523,-2.8923762277
SRX6072765,2.0123161421,-1.1304611318
SRX6376491,0.9458217718,1.378867012
SRX6376492,-2.1155981718,0.0601145499
SRX6376493,-2.156632684,0.0506815892
SRX6376494,-0.9481457565,0.6911937577
SRX6376495,1.3260584177,1.437111056
SRX6376496,0.4318003064,0.9508631354
SRX2723951,-0.8927689859,0.7428099225
SRX2723952,0.4757263047,0.7822496755
SRX2723953,-0.19834390470000002,0.0093236692
SRX2723954,1.9846794529,1.6897552175000001
SRX2723955,-0.7430682540000001,0.1629403583
SRX2723956,0.9362946134000001,0.9778736596000001
SRX2723957,0.4617099163,0.6805956607
SRX2723958,1.1820190465,-0.3782520111
SRX2723959,0.6432078954,0.6582349919
SRX2723960,0.2299020105,1.1331694387
SRX2723961,2.8416187536,1.7301287481
SRX2723962,0.0572096665,0.5290867002
SRX2723963,-1.6903032141,-0.0271331132
SRX2723964,-0.21268223290000002,0.6239588432000001
SRX2723965,0.5239367438,0.8376607201
SRX2723966,-0.443633586,-0.3181532304
SRX2723967,0.6768069366,0.3394901818
SRX2723968,-0.2331733506,-0.0213369514
SRX6977206,-1.1228545465,-1.1245666958
SRX6977207,-1.6482242809,-1.3696336132
SRX6977208,2.1071319717,0.0376454602
SRX6977209,1.9617409175,-0.6409812103
SRX6977210,2.4531659324,-0.10009977540000001
SRX6977211,-0.6961476324,0.466324711
SRX6977212,-0.20492388860000002,0.0856816665
SRX6977213,0.9010715210000001,-0.5520063776
SRX6977214,-1.0664066892,-2.9841280543
SRX1153733,0.2508986773,0.05923144
SRX1153734,-0.2508986773,-0.05923144
SRX1153735,-0.2954336132,-0.2693212326
SRX1153736,-0.2801510129,-0.3361264477
SRX5204053,0.49843141160000004,0.08196705400000001
SRX5204054,1.7986591379,1.1181016055
SRX5204055,0.197408002,0.6879238937000001
SRX5204056,-1.0852410914,0.4396484311
SRX5204057,-1.5551428393,0.2080920168
SRX5204058,-0.6825698789,0.7814811604
SRX5204059,2.8445318194,0.48932446230000004
SRX5204060,2.6780175293,0.4241933981
SRX5204061,2.3486640377,0.6701586222
SRX5204062,1.7959907599,0.45842972
SRX5204063,1.2560960257,0.8164202794000001
SRX5204064,0.9905723422,-0.028152814300000002
SRX5204065,0.1538885612,1.3748650467
SRX5204066,0.2853339415,1.0818710409
SRX5204067,-0.3006013448,1.0528337719
SRX5204068,1.8171393104,-0.0192975728
SRX5204069,0.9804375893,1.2076981071
SRX5204070,2.4281538894,0.58078252
SRX5204071,-0.034534912800000005,0.7395332825
SRX5204072,0.4360706796,0.20924131680000002
SRX5204073,0.1661850433,0.6684314277
SRX5204074,1.9351523954,1.3024817692
SRX5204075,1.3175137103,0.6857172165000001
SRX5204076,1.7804155851,1.1956227183
SRX5204077,1.4723666537,1.2734101534
SRX5204078,1.7801378208,0.37666725030000003
SRX5204079,1.9941539006000002,0.7832096946
SRX5204080,2.5832517687000003,0.1732645149
SRX5204081,3.1059568679,0.8809847606000001
SRX5204082,3.0837303854,0.9232273718
SRX5204083,1.3439984967,0.1597282515
SRX5204084,1.1334487388,0.8125037052
SRX5204085,0.7921907965,0.57570491
SRX5204086,-1.4822899211,0.6677595869
SRX5204087,-0.3264688725,0.5050806404
SRX5204088,-1.2458220992,-0.302563242
SRX5204089,1.0926581787,0.3466712609
SRX5204090,1.0603021713,-0.27204065780000003
SRX5204091,1.5022634309,0.4775972271
SRX5204092,0.9107388521,0.6049862456
SRX5204093,0.9161750778000001,0.5300855182
SRX5204094,1.6892475962,0.30676698280000003
SRX5204095,0.2050516384,-0.1386061356
SRX5204096,-0.3137644636,-0.5091917389
SRX5204097,0.1087128252,0.6477978744
SRX683459,0.0022097487,-0.1737465219
SRX683460,-4.4202420858,1.5683320069
SRX683461,-0.6117304258,-0.3466544807
SRX683462,-3.1688332356,2.1193123243
SRX683463,0.6095206771,0.5204010027
SRX683464,-4.522583493,1.7116034853
SRX683465,-0.2622258502,-0.6845751989000001
SRX683466,-4.1209501259,1.2035622623
SRX683467,-0.36305609920000004,-0.1436187877
SRX683468,-4.1358199798,0.07261062160000001
SRX683469,-0.2280622165,-0.4289479013
SRX683470,-4.1593701051,1.3939806025
SRX322077,-0.9187810296000001,-0.5189237256
SRX322078,-1.0182223521,-0.0707403056
SRX322079,-1.770138963,-0.6572353386
SRX322080,2.1481816023,0.27824321960000004
SRX322081,-0.8847988514,-0.5717235368
SRX322082,1.8805563474,0.1975686607
SRX322083,0.8992539129,0.2481561767
SRX322084,0.2003889959,0.2011798762
SRX322085,-1.0996429089,-0.4493360529
SRX2708592,7.3776201698,-0.0775925336
SRX2708593,9.3250875967,0.2570334212
SRX2708594,7.0548741676,0.7111091874000001
SRX2708595,-0.12914775850000002,-0.9550299202
SRX2708596,0.6828046314,0.8544240043
SRX2708597,-0.5536568728,0.10060591590000001
SRX2708598,1.7061449656,0.29231432
SRX2708600,0.0413332749,0.2720520583
SRX2708601,-0.7482945814,0.1437371288
SRX2708602,1.4966130948,1.1543927125
SRX2708603,0.5309035401000001,1.0723727343
SRX3073814,0.8904459100000001,0.0561286806
SRX3073815,2.8269003746,-0.7859859248000001
SRX3073816,3.6742449526,-1.0335594533
SRX3073817,2.0364588534,-1.3920959721
SRX3073818,1.7665899363,-0.6128506850000001
SRX3073819,2.0425017844,1.8822987101000002
SRX3073820,4.6055398938,2.1909269305
SRX3073821,5.9844256159,2.4877845814
SRX3073822,3.8458101975,1.7609595688000002
SRX3073823,2.942060373,1.4421916115
SRX3073824,-0.8904459100000001,-0.0561286806
SRX3073825,2.9704336679,-0.7382299126
SRX3073826,4.5340952481,-0.7882751099
SRX3073827,1.794403983,-1.6345056452
SRX3073828,2.7368351756,-0.4022907258
SRX3073829,2.1014787309,2.1763769035
SRX3073830,4.6288174873,1.9914969090999999
SRX3073831,5.4789082037,2.1232630763
SRX3073832,2.6120388309,2.1680045702
SRX3073833,2.8375580171,1.8978205455000001
SRX2391456,0.3246657671,0.4292953104
SRX2391457,-0.9969265807000001,-0.07284592770000001
SRX2391458,-0.9797643986000001,-0.4008122134
SRX2391459,-1.2105870011,-0.1004478897
SRX2391460,-1.1810508122,-0.1621308301
SRX2391461,-0.7922594620000001,-0.45346439450000003
SRX2391462,-1.0643704961,-0.317216612
SRX2391463,-1.2481546139,-0.030719813500000002
SRX2391464,-1.8624130681,0.21002865610000002
SRX2391465,-1.3383767039,-0.4453211253
SRX2391466,-1.2744326255,-0.5601216148
SRX2391467,0.0333623191,-0.12230069190000001
SRX2391468,-0.19262077660000002,0.2365858335
SRX2391469,0.1157175435,0.12349298700000001
SRX2391470,0.7917450460000001,0.2748693854
SRX2391471,-0.121159238,-0.3135555476
SRX2391472,-0.6386088349,-0.3373533023
SRX2391473,-1.0567554655,-0.2102306024
SRX2391474,-1.4430415302,-0.09819216900000001
SRX2391475,-0.7843091247,-0.0481770673
SRX2391476,-0.40688951970000004,0.1111032633
SRX2391477,-0.5820346295000001,-0.9552057155
SRX2391478,-1.2680554143,0.3861548148
SRX2391479,-0.6568704134000001,0.173141601
SRX2391480,-0.8044532577,-0.8842185654
SRX2391481,-0.8771227254,-0.2467846571
SRX2391482,-0.6912509971,-0.6457193179
SRX2391483,-0.9593602678,-0.5970197135
SRX2391484,-0.7275251819,0.1234199574
SRX2391485,-1.3931273191,-0.1971561171
SRX2391486,-1.6569259011000002,-0.4500204296
SRX2391487,-1.6814797552,-0.2913948911
SRX2391488,-1.4368038075,-0.3033898034
SRX2391489,-1.0596788681,-0.6920212718000001
SRX2391490,-1.0154461072,-0.5146858166
SRX2391491,-0.9485382951,-0.4008673914
SRX2391492,-1.9466882666,-0.09891622550000001
SRX2391493,-1.2614954321,-0.2406442879
SRX2391494,-1.3938447731,-0.1820530757
SRX2391495,-0.0333623191,0.12230069190000001
SRX2391496,0.036458115,0.0597532039
SRX2391497,0.018282025900000002,-0.1301322795
SRX2391498,0.1285206529,-0.0335954593
SRX2391499,-1.0440584674,-0.1683351663
SRX2391500,-1.5786114177,-0.4021653489
SRX2391501,-1.6936918822,-0.35213936900000004
SRX2391502,-1.6872219221,-0.4933378765
SRX2391503,-1.2421930648,0.1843861245
SRX2391505,-0.8158023463,-0.2420360776
SRX2391506,-0.9899191430000001,-0.8343717691
SRX2391507,-0.8138352599,-0.6513442002000001
SRX2391508,-1.8795445426000001,-0.4303211534
SRX2391510,-0.8312000693,-0.7373730799
SRX2391512,-0.6737809109,-0.48224931940000004
SRX2391513,-0.8422196287,-0.8265473754
SRX2391514,-1.3580691395,-0.46726252370000004
SRX5632598,-0.4998919371,-0.2243771035
SRX5632599,0.2418954311,0.7742337199
SRX5632600,3.9111035553,1.8373297492
SRX5632601,3.2699347823,1.1448394435
SRX5632602,6.0609497827,2.8487040969
SRX5632603,4.0710207725,0.6109432239
SRX5632604,6.7078861283,2.5901191697
SRX5632605,6.6377492369,2.5471592391
SRX5632606,0.9587785723000001,0.44700437940000004
SRX5632607,-0.1856750522,0.1807196258
SRX5632608,-0.24470065130000002,0.5044808187
SRX5632609,0.2953974361,-0.2236235195
SRX5632610,1.8174863052,0.0864296762
SRX5632611,-0.050696784700000004,-0.2808572992
SRX5632612,1.1378622507,-0.24108218750000002
SRX5632613,1.1330785701,0.2729982607
SRX5632614,-0.3536196204,0.1504382869
SRX5632615,0.0377243411,-0.3680755257
ERX2874132,6.5403625119,0.0816647345
ERX2874133,5.5140079876,-0.23391690780000002
ERX2874134,10.5155589544,0.5032920652
ERX2874135,10.4000871865,0.057023470400000005
ERX2874136,9.6175904833,0.0723753449
ERX2874137,8.9920867407,-0.2769595072
ERX2874138,6.2338518714,-0.30732051920000003
ERX2874139,5.5432175264,-0.151918925
ERX2874140,-0.0408125793,0.0876847374
ERX2874141,0.0408125793,-0.0876847374
ERX2874142,6.7161652925,0.7641823314
ERX2874143,7.1784616141,-0.053644099300000005
ERX2874144,5.7463507679,0.7044670891
ERX2874145,4.3931316227,0.1684459949
ERX2874146,2.7743611252,0.4647002423
ERX2874147,3.8681643765000002,0.0948588098
SRX1300292,-0.1989130257,-0.0984169369
SRX1300293,0.1989130257,0.0984169369
SRX1300299,0.3336371715,-0.9105582845
SRX1300300,1.1626476494,-0.9919257875
SRX1300304,-0.0606066563,-1.1144948387
SRX1300305,1.2479554347,-0.706729079
SRX1300306,0.6133658715,-0.5490281964
SRX1300310,-2.867493422,0.2929711366
SRX1300311,-1.6223015078,-0.3094278657
SRX7291195,-0.1959431416,0.4550262232
SRX7291196,-0.13476637730000002,0.4715821048
SRX7291197,-0.0834298918,0.2192366435
SRX7291198,-0.2380430561,0.0250066447
SRX7291199,0.3668903979,0.0896255198
SRX7291200,-0.12884734180000001,-0.1146321646
SRX7291201,0.2094964481,0.3417396469
SRX7291202,0.923205695,0.41820711380000003
SRX7291203,0.2781121259,0.3550262685
SRX7291204,-0.12601675410000002,-0.1430136185
SRX7291205,-0.18441721860000002,0.2557437303
SRX7291206,-0.21287951430000002,0.0712662781
SRX2436955,2.6614128079,0.0614118716
SRX2436956,1.3069478743,0.6001779217000001
SRX2436957,1.0845728919,0.4659321207
SRX2436958,1.8082985221,0.885438547
SRX2436959,1.2327546474,0.018098909
SRX2436960,-1.1755355174,0.4070592884
SRX2436961,-0.6210419362,1.2489108573
SRX2436962,-1.9630110758,0.8733866182000001
SRX2436963,0.136089878,0.2485117001
SRX2436964,-2.7069044993,0.700640765
SRX2436965,-1.9209779933000002,0.8452019067000001
SRX2436966,1.7931576678,0.5454640554
SRX2436967,-0.5527939422,1.2398774677
SRX2436969,-0.5159450568,0.2906411752
SRX2436970,1.5179983572,0.6195020249000001
SRX2436971,-0.7201155795,0.7669226893000001
SRX2437029,-1.6779364218000001,1.1380323847
SRX2437030,3.4659363701,0.015214361400000001
SRX2437031,0.3146430577,0.6949253072
SRX2437032,0.9416502318000001,0.6132216503
SRX2437033,-0.6931880802,-0.4615573516
SRX2437034,-1.788803863,0.7775682519
SRX2437035,2.5274819398,0.3092170224
SRX2437036,2.5269672807,0.2203700439
SRX2437037,-2.7047800645,0.6887236403
SRX2437038,0.2223112794,0.5933558013
SRX2437039,0.0628515496,-0.12893947960000002
SRX2437040,2.4710942712,0.5342750884
SRX2437041,2.6757282119,-0.0567826291
SRX2437042,-0.9323899133,-0.6019705902
SRX2437043,-2.2656914764,0.39561207330000003
SRX2437044,-0.5464663141,-0.6729313202
SRX4705203,-1.4822081584,1.4300121188000001
SRX4705204,3.1925828887,0.1533082014
SRX4705205,2.0715138752,0.2421553649
SRX4705206,1.7110585242,0.1393138204
SRX4705207,3.0607508501,1.6757360971000002
SRX4705208,1.3431059924,1.0532699547
SRX4705209,2.9178598453999998,1.217945517
SRX4705210,6.6585274684,1.1431946446
SRX4705211,6.4870398368,0.9732099426
SRX4705212,6.4588177359,1.0689146769
SRX4705213,-0.25868718100000004,0.12112447500000001
SRX4705214,-0.49256675510000003,0.1488241788
SRX4705215,0.35518464790000004,-0.2093456615
SRX4705216,-0.13685290320000001,0.0922488596
SRX4705217,0.042502197000000005,-0.2354279336
SRX4705218,0.4904199944,0.0825760817
SRX4705219,0.2224225282,0.7952641115
SRX4705220,0.4821428971,0.7503776616000001
SRX4705221,3.1601478671,0.12425932790000001
SRX4705222,0.3895411031,0.5050314645
SRX4705223,-1.5873791802000001,1.2387427631
SRX4705224,-1.3000148058,1.5753372446
