,A,PaaX,Nac
misc__bw_delfabr__1,-2.9723734527000003,-0.6341493255,-0.9718758310000001
misc__bw_delfabr__2,-3.0197545274,-0.6557279815,-0.794775156
misc__bw_delfadr__1,-2.0849866997,-0.7046490105000001,-1.680478966
misc__bw_delfadr__2,-1.8152547418,-0.3891252095,-1.264995389
misc__nitr_031__1,1.5828231647000002,-0.21758340750000002,6.552016787
omics__wt_glu__1,-1.2755539322,-0.8123023855,-0.899102147
omics__wt_glu__2,-0.9228026393000001,-0.7758727425,-0.792330761
omics__wt_gly__1,-2.7765178976,-0.6346892375000001,2.542336378
omics__wt_gly__2,-2.854171019,-0.8473393675,2.498725851
omics__wt_thr__1,-2.1210664042,-0.5057033565,1.311510065
omics__wt_thr__2,-2.1438153316,-0.6219906995000001,1.556613354
omics__bw_ac__1,4.6217818226,0.1577804365,-2.000452962
omics__bw_ac__2,4.8439952331,0.2678700195,-1.525135401
omics__bw_fum__1,0.3326676629,-0.7091454955000001,-1.8242871040000002
omics__bw_fum__2,0.7184895662,-0.6855670375,-1.969805032
omics__bw_glc__1,-0.670729467,-0.8363474805000001,-0.506795945
omics__bw_glc__2,-0.7315243798000001,-0.6864273175000001,-0.437756199
omics__bw_pyr__1,0.6650378567,-0.3512373515,-1.7601444370000001
omics__bw_pyr__2,1.1872760463,-0.4336187755,-1.31210616
ompr__wt_nacl__1,2.3486593641,0.7644098815,-1.49281383
ompr__wt_nacl__2,1.8476964437999999,0.8267049015,-1.181235928
ompr__bw_delompr_nacl__1,2.1084344431,1.4264462385,-1.595691583
ompr__bw_delompr_nacl__2,2.1309229302,1.4530159245,-1.530409774
minspan__wt_ade__1,1.7648401049,-0.1398677425,-0.956261935
minspan__wt_glc__1,0.2354126165,-0.4879485445,-1.083873052
minspan__wt_glc__2,0.7733793257,-0.5231983995,-0.9017149630000001
minspan__wt_glc__3,0.5656433382,-0.6393494875,-1.241777547
minspan__wt_glc_anaero__1,-2.8511697481000002,-1.2221179225,-2.0951654570000002
minspan__wt_glc_anaero__2,-1.6229712397,-0.4281309615,-1.911124331
minspan__wt_trp__1,0.6521062411,-0.4943014955,-0.084408861
minspan__bw_delcra_glc__1,-0.8364912025,0.0927815735,-0.35977291100000003
minspan__bw_delcra_trp__1,0.18878697290000002,-0.46150190950000003,0.575442271
minspan__bw_delmntr__1,-3.0156620991,-0.48753870850000003,0.048987219000000005
minspan__bw_delnac_ade__1,2.7312616049000003,-0.5398130195,-4.725505623
minspan__bw_delnac_glc__1,0.3693736731,-0.4896626175,-4.430515828
cra_crp__wt_ac__1,3.1291423835,-0.2346786585,-1.6374726750000002
cra_crp__wt_ac__2,2.8704628655,-0.39946935450000004,-1.352660093
cra_crp__wt_fru__1,0.2885377076,-1.0214210215,-1.37473244
cra_crp__wt_fru__2,0.8424136032,-0.8184864235,-1.174600821
cra_crp__delcra_ac__1,3.2881412488,-0.8425211515000001,-1.638441996
cra_crp__delcra_ac__2,3.3416958634,-0.4554513465,-1.96445885
cra_crp__delcra_fru__1,-0.13066504140000001,-0.6460146345000001,-0.9699533260000001
cra_crp__delcra_fru__2,-0.2702684924,-0.5515236855,-1.078082742
cra_crp__delcra_glc__1,-1.6647681749,-0.3156093625,-1.068559011
cra_crp__delcra_glc__2,-1.1298657495,-0.2097942865,-1.005362379
rpoB__wt_031__1,2.7180001599,-0.1635977405,4.863024772
rpoB__wt_044__1,0.3895328262,-0.5293899025000001,5.019825411
rpoB__wt_lb__1,2.0419631415,0.8700602205,-2.23039253
rpoB__wt_lb__2,2.116247522,0.6944601775,-2.187601614
rpoB__rpoBE546V_031__1,1.3137415776,-0.1323163215,6.050529497
rpoB__rpoBE546V_044__1,1.1146425504,-0.4350355475,5.991430347
rpoB__rpoBE546V_lb__1,0.6869046354,0.19530717150000002,-2.644579213
rpoB__rpoBE546V_lb__2,0.410755156,0.3443251115,-2.57741294
rpoB__rpoBE546V_glc__1,-1.9631536155,-0.7510605775,-0.01704733
rpoB__rpoBE672K_glc__1,-5.47134606,-0.9435261825000001,-0.162803771
rpoB__rpoBE672K_glc__2,-5.7094989728000005,-1.1103673455,-0.062835234
rpoB__rpoBE672K_lb__1,-4.3773809665,-0.9279519955000001,-4.273104867
rpoB__rpoBE672K_lb__2,-5.0289900669,-0.9893405585,-3.294696074
crp__wt_fru__1,1.3410292984,-0.4206479755,-1.419126774
crp__wt_glyc__1,1.2095857347,-0.1891621775,-2.331375942
crp__wt_glyc__2,1.0833260752,-0.28815432750000003,-1.8351906480000002
crp__delar1_glyc__1,-0.76425436,-0.0329924705,-1.111878346
crp__delar1_glyc__2,-0.9229501483,0.06900843350000001,-0.8678945680000001
crp__delar1ar2_glyc__1,-1.0065118775,-0.2690914685,-2.018645712
crp__delar1ar2_glyc__2,-1.3124243273,-0.5494178315,-2.08533772
crp__delar1ar2_glyc__3,-1.3704317371,-0.3386523205,-2.057777957
crp__delar2_glyc__1,-2.0619751519,-0.8605477925,-1.25134123
crp__delar2_glyc__2,-2.3326197372,-0.9885840955,-1.502031525
crp__delar2_glyc__3,-2.2309660098,-0.7451346015,-1.415299276
crp__delcrp_fru__1,0.4171459303,0.2702541545,-1.214525928
crp__delcrp_fru__2,0.32888666780000003,0.0430468285,-1.770729264
crp__delcrp_fru__3,1.1826161189,0.1271976535,-1.398485756
crp__delcrp_glc__1,0.0462037459,0.0418021285,-1.770199173
crp__delcrp_glc__2,-0.3899570519,0.11143934350000001,-1.94036139
crp__delcrp_glc__3,0.19933113260000002,0.0020942245,-1.531417795
crp__delcrp_glyc__1,-0.5110148313,-0.0793740225,-1.899223153
crp__delcrp_glyc__2,0.0420344281,-0.23141301350000001,-2.037462752
crp__delcrp_glyc__3,0.3488135566,-0.2266631295,-2.379560199
glu__glu_ale3__1,-7.9273432815,-0.6343593725000001,-2.00322572
glu__glu_ale4__1,-6.7247541351999995,-1.1533319965,-2.776772561
glu__glu_ale5__1,-4.9905861349,-1.2796487865000001,-1.822011142
glu__glu_ale6__1,-7.1585651594,-1.8237357515000001,-1.691231525
glu__glu_ale8__1,-6.4959792075,-0.6634355285,-2.192874935
glu__glu_ale9__1,-6.1782846671,-0.5289006955000001,-2.229247024
glu__glu_ale10__1,-7.1413501914,-0.9325012595000001,-1.778692268
42c__wt_42c__1,-3.2238853563,-0.5869162315,-1.6272171850000001
42c__42c_ale1__1,-2.7593273703000003,-0.2710242605,-1.966118301
42c__42c_ale2__1,-5.4485072048,-1.3016853535,-2.434200137
42c__42c_ale3__1,-5.7999999157,-1.7205500835,-1.388438963
42c__42c_ale4__1,-4.9028122611,-0.7085944005,-1.445537732
42c__42c_ale5__1,-5.3993890637,-1.5598462975,-2.2187326450000002
42c__42c_ale6__1,-5.4113268071,-1.5751055245,-2.336357608
42c__42c_ale8__1,-4.3948480076,-0.9345507005,-1.972562557
42c__42c_ale9__1,-6.5003684262,-1.0908178155,-1.6342439450000001
42c__42c_ale10__1,-2.9892921895,-0.6739363785,-1.891036626
ssw__wt_ac__1,6.5132074783,-0.7291142005,-1.611062371
ssw__wt_glc__1,-0.3884035038,-1.1282775955,-1.440486776
ssw__wt_glyc__1,1.9737109403000002,-1.3026135425,-0.865227956
ssw__wt_xyl__1,2.139312292,-1.3981332445,-1.020020557
ssw__glc_ale1__1,-1.370193124,-0.7868724705,-1.550488041
ssw__glc_ale2__1,-3.3314838174,-0.5209891695000001,-1.301002387
ssw__glc_ale3__1,-3.3951513423,-0.8654746635,-0.15318652500000002
ssw__glyc_ale1__1,-2.0840552909,-0.9507882535000001,-1.61000612
ssw__glyc_ale2__1,-3.786291648,-0.7828696795000001,-0.21536180700000002
ssw__xyl_ale1__1,-3.2856816106,-1.4008381625,-1.057384247
ssw__xyl_ale2__1,-3.2624547208,-0.6530524915,-1.370628079
ssw__xyl_ale3__1,-3.0840208477,-1.5739887645000001,-0.424110835
ssw__glc_ac_ac2__1,-1.0989526888,-1.4805659695,0.036478666
ssw__glc_ac_glc1__1,-2.1172116812,-1.1730698205,-1.197447021
ssw__glc_glyc_glc__1,-0.9628782592,-0.3453397675,-1.4471025690000001
ssw__glc_glyc_glyc__1,-0.4334059946,-0.6922009815,-2.347733326
ssw__glc_xyl_glc__1,-4.7811436411,-1.3686775795,-2.089136542
ssw__glc_xyl_xyl__1,-1.6949067043000001,-0.9089943925,-2.203921866
ica__wt_glc__1,-1.9371980297,-1.0042605495,-0.9555554380000001
ica__wt_glc__2,-2.2212911718,-1.0256903905,-0.895923216
ica__wt_glc__3,-2.1033458529,-1.1314329185,-2.363106781
ica__wt_glc__4,-0.6775650673,-0.8268188845000001,-2.299437015
ica__arg_sbt__1,0.1888580936,-0.48465518550000003,-2.018927597
ica__arg_sbt__2,0.9897208596,-0.5329550415000001,-2.280914596
ica__cytd_rib__1,8.3633557258,1.0860307335,-1.728662433
ica__cytd_rib__2,8.2322898943,1.0575611105,-1.3950074030000001
ica__gth__1,4.3109762325,0.1006287465,-1.420016803
ica__gth__2,4.6513097955,-0.3533262075,-1.513061271
ica__leu_glcr__1,0.2674535554,-0.8655982755,-2.194850953
ica__leu_glcr__2,0.3849368662,-0.9592635445000001,-2.554223932
ica__met_glc__1,-2.6537582066,-1.1311233135,-1.7982902260000002
ica__met_glc__2,-2.2031091652,-1.0585901635,-1.820060655
ica__no3_anaero__1,-0.5916333249,-0.6643566885000001,-1.06351416
ica__no3_anaero__2,-0.0453028661,-0.7819534045000001,-1.054864589
ica__phe_acgam__1,-2.3570347565,-1.0344901915,-2.462168076
ica__phe_acgam__2,-2.9448910106,-1.2304798435,-2.191386078
ica__thm_gal__1,2.4505869236,-0.0692709525,-1.9128767770000001
ica__thm_gal__2,2.4826540550000002,-0.052157416500000005,-2.233467799
ica__tyr_glcn__1,-2.4887615504,-1.2188650455,-2.585959623
ica__tyr_glcn__2,-2.981472025,-1.2577085635,-2.44707641
ica__ura_pyr__1,1.1829993062,-0.8543897425,-2.070522785
ica__ura_pyr__2,2.1001262079,-0.8339152385,-2.122693874
ica__wt_glc__5,-2.2584754967,-0.6979439005,-2.257621052
ica__wt_glc__6,-1.7875996739,-0.6726784735,-2.247697062
ica__bw_delpurR_cytd__1,-3.6040389445,-1.2687864305,-2.312968621
ica__bw_delpurR_cytd__2,-1.5293634092000001,-0.7031078225,-2.6943289310000003
ica__ade_glc__1,-1.8082748805,-0.6564740925,-2.346077737
ica__ade_glc__2,-3.143344492,-0.9797003565,-2.023073819
ytf__wt_glc__1,0.7310916871,-0.0596665095,0.1695049
ytf__wt_glc__2,0.41633976710000004,0.2048817595,0.13060047
ytf__delyafC__1,1.4088301672,-0.1302739885,1.6565648190000002
ytf__delyafC__2,1.6349980242000002,-0.09633151250000001,1.061693217
ytf__delyeiE__1,0.2528605385,-0.42759661250000003,1.029775412
ytf__delyeiE__2,0.0097635799,-0.27815399150000003,-0.941805195
ytf__delyiaJ__1,1.5872763643,0.1061919315,0.008804778000000001
ytf__delyiaJ__2,2.1489498971,0.1687199295,-0.19748837600000002
ytf__delyieP__1,0.41853333260000003,-0.012475284500000001,0.142214169
ytf__delyieP__2,0.3523887426,-0.0920432645,0.30161080500000004
ytf__wt_ph5__1,1.362646171,-0.36642122450000003,0.331631799
ytf__wt_ph5__2,1.3375981172,-0.11999462250000001,0.35297229900000004
ytf__wt_ph8__1,0.5216277567000001,-0.4583657035,-1.544666002
ytf__wt_ph8__2,0.10603839970000001,-0.5999521415,-1.8064700390000001
ytf__delybaO__1,1.7335965358,-0.1578581385,0.905745647
ytf__delybaO__2,0.5256890517,-0.2906474945,0.903975583
ytf__delybaQ__1,0.26663984700000004,-0.36204934050000004,-0.735885247
ytf__delybaQ__2,0.5127233401,-0.23876611550000001,-0.84652233
ytf__delybiH__1,1.9069964847,0.0631939875,-0.157392484
ytf__delybiH__2,1.6451872769,-0.1986848445,-0.14598782200000002
ytf__delydcI_ph5__1,-0.16605570090000002,-0.7175741325,1.081453561
ytf__delydcI_ph5__2,0.0168306075,-0.4588971395,1.022221057
ytf__delydcI_ph8__1,-1.1332717334,-0.6268019725,-2.070954701
ytf__delydcI_ph8__2,-1.1944176737,-0.6438720755,-2.07481487
ytf__delyddM__1,0.5252833074000001,0.0047584885000000006,-1.219589188
ytf__delyddM__2,0.7043431852,-0.0756562055,-1.413693311
ytf__delyheO__1,2.5942850684,-0.045339923500000004,0.32833632500000004
ytf__delyheO__2,1.7182497408000001,-0.4083000095,0.155887739
fps__bw_glc__1,0.2151577279,-0.6198649625,-1.358233387
fps__bw_glc__2,0.0063082738,-0.5724169945,-0.978424822
fps__fps_thrA_ale1__1,1.3085724297999999,-0.1882111145,-1.68342813
fps__fps_thrA_ale1__2,0.7856246735,-0.5039773645,-1.05207019
fps__fps_thrA_ale2__1,1.1948715875,-0.8331991895,-2.162587055
fps__fps_thrA_ale2__2,1.1606221243000001,-0.5967550855,-1.695667234
fps__fps_serB_ale1__1,1.2320909862,-0.3496607265,-2.020706613
fps__fps_serB_ale1__2,1.3624736809,-0.2222932165,-1.634012821
fps__fps_serB_ale4__1,3.7211419369,-0.5642031795,-1.573260123
fps__fps_serB_ale4__2,4.3707718111,-0.0150703235,-1.2293238610000001
fps__fps_ptsI_ale1__1,5.2991809705,-0.1338099525,-1.786929587
fps__fps_ptsI_ale1__2,5.2230359034,-0.1025957775,-1.7341974420000001
fps__fps_ptsI_ale3__1,3.9197385692,-0.29141122550000004,-1.9826086630000002
fps__fps_ptsI_ale3__2,3.9375550047,-0.21205461350000002,-2.023838102
pal__lyx_ale2_f6__1,6.6388793002,0.35509843550000003,-1.492832946
pal__lyx_ale2__1,2.7712626449,0.0357361475,-1.883665835
pal__lyx_ale2__2,2.6613701039,0.2298149675,-1.8062686810000002
pal__lyx_ale4__1,1.4322016118,-0.20654384850000002,-2.056574272
pal__lyx_ale4__2,1.780639736,-0.29743677550000003,-2.019620365
pal__5drib_ale10_f18__1,3.9935391613,0.4510189135,-0.45378550100000004
pal__5drib_ale10_f18__2,3.7377164303,0.3394125845,-0.636143758
pal__5drib_ale10__1,-29.8818788294,-3.5206762605,-0.411496925
pal__arab_ale14_f9__1,3.1261414901,-0.2266517245,-1.494909044
pal__arab_ale14_f9__2,3.1752271415,-0.5959804535000001,-1.354573366
pal__arab_ale14__1,0.3240459827,-0.9305504925,-1.6270685550000001
pal__arab_ale14__2,0.2550115631,-1.0225925385,-2.132434197
pal__arab_ale16__1,-1.9019317792,-0.6848679115,0.24337127200000003
pal__arab_ale16__2,0.0048460713,-0.0790010275,-0.26574851
pal__tartr_ale26_f10__1,5.9131080787,0.0963479815,-0.9086823350000001
pal__tartr_ale26_f10__2,6.9074592237,0.1520316705,-1.356490184
pal__tartr_ale26__1,4.4651075169,-0.2527358495,-1.908421378
pal__tartr_ale26__2,4.4533206438,-0.1132617025,-1.5716821470000002
pal__tartr_ale28_f10__1,8.4702921397,0.3238888115,-1.423394303
pal__tartr_ale28_f10__2,8.8025674398,0.1169077545,-0.980608439
pal__tartr_ale28__1,3.8400367139,-0.3931320125,-1.4071498
pal__tartr_ale28__2,4.2581764253,-0.6789602295,-1.894256133
efeU__delmenFentC_citr__1,0.46415892500000006,-0.2034219345,-0.145784447
efeU__delmenFentC_citr__2,0.6412528286,-0.0407821135,-0.22694596400000003
efeU__delmenFentC__1,3.5289648147,-0.6214775415,-1.8203770160000001
efeU__delmenFentC__2,3.4537913414,-0.4134237565,-1.4218572200000001
efeU__menFentC_ale39__1,-2.6373345879,-0.5106838145,-0.991280421
efeU__menFentC_ale39__2,-2.9789690671,-0.5167947455,-1.048821509
efeU__menFentC_ale29__1,-2.5637051289,-0.49568608750000004,-1.572485066
efeU__menFentC_ale29__2,-2.1563177394,-0.3343904795,-1.427926678
efeU__menFentC_ale30__1,-4.2267724739,-0.6308064225000001,-1.3257883719999999
efeU__menFentC_ale30__2,-3.3501154151,-0.6484456495,-1.911597016
efeU__menFentCubiC_ale36__1,-0.1966112854,-0.6258487475,-1.62220082
efeU__menFentCubiC_ale36__2,-0.07826510340000001,-0.6453741905,-1.7660818690000002
efeU__menFentCubiC_ale37__1,0.774404674,-0.7708618325000001,-1.285758096
efeU__menFentCubiC_ale37__2,0.8085499259000001,-0.6494317765000001,-1.232647401
efeU__menFentCubiC_ale38__1,-2.1693441654,-0.5008111535,-1.477746548
efeU__menFentCubiC_ale38__2,-2.8876151181000003,-0.5915520675,-1.5138569849999999
misc2__salc_glc__1,2.2746437443,-0.23974611950000002,-0.49971858900000005
misc2__salc_glc__2,1.7367645801,-0.5612456595,-1.486988704
misc2__dbcn_glc__1,-4.0997645418,-1.8880656195,-2.770332727
misc2__dbcn_glc__2,-2.8141590181,-1.5712734154999999,-3.247913347
misc2__tyr_glc__1,-1.0873902741,-0.4698867915,-2.201766166
misc2__tyr_glc__2,-0.9510770061,-0.45859079950000003,-1.850828756
misc2__arg_cytd__1,-3.7305040845,-0.9714942765000001,-2.740672314
misc2__arg_cytd__2,-3.2449777306,-1.0528553475,-1.973612932
misc2__delyheO_pyr__1,2.198837081,-0.2674739545,-1.396271108
misc2__delyheO_pyr__2,2.1437376832,-0.3520821235,-1.4403978830000002
nquinone__delubiC__1,-2.0096074562,-0.8989859405,-2.444293789
nquinone__delubiC__2,-1.7175757336,-0.7494482055,-2.027146531
nquinone__ubiC_ale1__1,-0.3295419572,-0.5041865705,-1.656287287
nquinone__ubiC_ale1__2,0.32123787870000003,-0.2705488835,-1.4960252010000001
nquinone__ubiC_ale2__1,-0.1371624395,-0.3120302435,-1.5551476860000002
nquinone__ubiC_ale2__2,-0.3549427498,-0.3625722335,-1.866179959
nquinone__ubiC_ale3__1,-1.7150957463,-1.1238487135,-2.241205935
nquinone__ubiC_ale3__2,-1.7708895341000002,-1.1162031415,-2.6205333580000003
nquinone__ubiC_ale4__1,0.3768066902,-0.4222212795,-1.919867666
nquinone__ubiC_ale4__2,0.1613449561,-0.047524353500000005,-1.520161489
nquinone__delpdhR__1,-1.1508103525,-1.1693603265,0.9977503870000001
nquinone__delpdhR__2,-1.2005635752,-1.0259684455,0.87347483
quinone__glu_ale4__1,-5.6610770908,-0.5568948655,-2.699766705
quinone__glu_ale4__2,-6.8263421064,-0.3751919205,-2.553309664
quinone__delmenF__1,0.7885940617,-0.5151069325000001,-0.096285431
quinone__delmenF__2,-0.7710090731,-0.5783005245,-0.849898971
quinone__menF_ale5__1,0.1444029682,0.0527313365,-1.247637534
quinone__menF_ale5__2,-0.5322700899,-0.17516254950000001,-1.562727691
quinone__menF_ale6__1,0.0693881522,-0.2170935655,-1.465059359
quinone__menF_ale6__2,0.5348070579,-0.22529345650000002,-1.6547814230000002
quinone__menF_ale7__1,0.4394666666,-0.3645894035,-1.375778336
quinone__menF_ale7__2,0.4073206768,-0.3476695475,-1.3744260050000001
quinone__menF_ale8__1,-1.5631328698,-0.2314565875,-0.8407915130000001
quinone__menF_ale8__2,-1.7565417814000002,-0.0747032465,-0.517451584
quinone__delmenFubiC__1,-0.512754063,-0.6330285715,-1.553374985
quinone__delmenFubiC__2,-0.44396846630000003,-0.3682955815,-1.370391717
quinone__menFubiC_ale1__1,-0.9889708306,-0.5816381385,-0.23697979100000002
quinone__menFubiC_ale1__2,-1.3122147963,-0.6533401535000001,-0.178362459
quinone__menFubiC_ale2__1,0.2557367077,-0.5938332935,-1.4078763840000001
quinone__menFubiC_ale2__2,0.1398848059,-0.7098335505000001,-1.592102074
quinone__menFubiC_ale3__1,-2.9762712578,-1.0417855135,-1.560968206
quinone__menFubiC_ale3__2,-2.6707087083000003,-1.0975080455,-1.455880616
quinone__menFubiC_ale4__1,-2.1104926932,-0.1831278465,-0.85131308
quinone__menFubiC_ale4__2,-1.9939215682,-0.0938564885,-1.227447348
oxyR__wt_glc__1,-1.8178837813,-0.6767603775000001,-1.4175156
oxyR__wt_glc__2,-1.7562321936,-0.6357412705000001,-1.5348472910000002
oxyR__wt_h2o2__1,-2.2302864015,-0.7302363975,-1.713738202
oxyR__wt_h2o2__2,-0.8346384492000001,-0.24831121050000002,-1.284468236
oxyR__glu_ale4__1,-4.1079287265,-0.2062225125,-2.024386201
oxyR__glu_ale4__2,-4.6924982904,-0.3579329855,-1.970096307
oxyR__glu_ale4_h2o2__1,-4.4509734154,-0.3310484595,-1.7201331990000002
oxyR__glu_ale4_h2o2__2,-4.0969693706,-0.2256800635,-1.448091929
oxyR__oxyR_ale17__1,-2.7700297316,-0.3801434375,-1.401006304
oxyR__oxyR_ale17__2,-3.030956948,-0.5983077015,-1.6137084860000002
oxyR__oxyR_ale17_h2o2__1,-3.1281436999,-0.47724679950000004,-1.381374208
oxyR__oxyR_ale17_h2o2__2,-2.6546459448,-0.7152425805,-1.398573968
oxyR__oxyR_ale18__1,-3.9234868501999998,-0.8513947175000001,-2.413176006
oxyR__oxyR_ale18__2,-2.7122521633,-0.8377428955,-2.084699996
oxyR__oxyR_ale18_h2o2__1,-2.7852172497,-0.6345996765,-1.986988603
oxyR__oxyR_ale18_h2o2__2,-3.0336221446,-0.5003139435,-1.725412034
oxyR__oxyR_ale19__1,-3.8599061916,-0.9232735655000001,-2.021510088
oxyR__oxyR_ale19__2,-3.1743511791,-0.7633001595000001,-1.7762034720000002
oxyR__oxyR_ale19_h2o2__1,-3.1066818784,-0.9850029845,-1.825608662
oxyR__oxyR_ale19_h2o2__2,-3.1620320969,-0.9158511655,-1.8463277200000001
oxyR__oxyR_ale20__1,-2.6649138791,-0.8013140695000001,-1.240710627
oxyR__oxyR_ale20__2,-2.7061528032,-0.8774342325000001,-1.465169672
oxyR__oxyR_ale20_h2o2__1,-3.1688396289,-0.5655950165,-1.600083686
oxyR__oxyR_ale20_h2o2__2,-2.9382470821,-0.7789113715,-1.5383975360000002
svns_pgi__BmePgi24_15__1,0.0158542747,-0.1959860455,-0.038276091000000005
svns_pgi__BmePgi24_15__2,0.2019658889,-0.2030459685,0.169640609
svns_pgi__BmePgi24_26__1,-1.9719109701000002,-0.4926970425,-1.043367143
svns_pgi__BmePgi24_26__2,-1.6588537897,-0.43705478550000004,-0.9901545410000001
svns_pgi__BmePgi24_41__1,-0.7822210321,0.0227232475,-0.277084475
svns_pgi__BmePgi24_41__2,-2.3530316794,-0.5601184475000001,-0.528506102
svns_pgi__BmePgi24_52__1,-1.7939510562,-0.4294415245,-0.950716556
svns_pgi__BmePgi24_52__2,-1.6525171121,-0.5810606705,-0.512665621
svns_pgi__PaePgi2_34__1,0.9052870391000001,0.2935661215,-1.586117605
svns_pgi__PaePgi2_34__2,1.1370989630000001,0.3368929345,-1.5147966670000002
svns_pgi__PaePgi2_63__1,0.22646774320000002,0.3154277065,-1.203738435
svns_pgi__PaePgi2_63__2,0.0491164922,0.2460046095,-1.065470334
svns_pgi__PaePgi24_54__1,-1.3715922039000001,-0.3062323475,-1.835310553
svns_pgi__PaePgi24_54__2,-1.2799604654,-0.3538177155,-1.658484993
svns_pgi__PaePgi24_90__1,-1.2476184857,-0.3036140015,-1.5885701939999999
svns_pgi__PaePgi24_90__2,-1.30112433,-0.2970945995,-1.422476577
abx_media__m9_ctrl__1,2.8767443344,-0.7662632825,-0.6578084550000001
abx_media__m9_ctrl__2,2.9400529427,-1.0189013775,-1.131614761
abx_media__rpmi_ctrl__1,-5.1123118186,-2.0198843095,-3.5989071089999998
abx_media__rpmi_ctrl__2,-6.316618429,-1.9845525365,-3.440138096
abx_media__camhb_ctrl__1,-6.070732649,-3.2353272835,-3.044593221
abx_media__camhb_ctrl__2,-6.8611454389,-2.7181162815,-3.43841523
abx_media__m9_mero__1,3.3851761646,-1.8620801265,-0.9565940270000001
abx_media__m9_mero__2,2.2439954978,-1.4538574535,-1.06957716
abx_media__rpmi_mero__1,-5.5961208653,-2.4346563175,-3.336513214
abx_media__rpmi_mero__2,-5.1477756566,-2.0628433255,-4.003030846
abx_media__camhb_mero__1,-6.1559042524,-3.0889723325,-2.81151666
abx_media__camhb_mero__2,-6.190265849,-3.0930606545,-3.207312052
abx_media__m9_trisulf__1,1.4959237886,-0.8662632295,-1.292704918
abx_media__m9_trisulf__2,1.1485036690000001,-1.1317967865,-0.9868490630000001
abx_media__rpmi_trisulf__1,-6.8022227088000005,-1.9885353875,-2.73106236
abx_media__rpmi_trisulf__2,-7.234684216,-1.8775323675000002,-3.055437771
abx_media__camhb_trisulf__1,-5.2323064039,-2.0983751285,-2.723295231
abx_media__camhb_trisulf__2,-5.4700706156,-2.3982107375,-2.59023387
abx_media__m9_cef__1,1.5181144252,-0.9411293295000001,0.079482283
abx_media__m9_cef__2,1.1165745645,-1.1410468575000001,-0.173825275
abx_media__rpmi_cef__1,-7.6716020118,-1.5985600925,-3.087214477
abx_media__rpmi_cef__2,-7.1087202716,-1.7488958925,-2.853723419
abx_media__camhb_cef__1,-7.127138113,-2.3118007074999998,-2.700986069
abx_media__camhb_cef__2,-6.776404153,-2.2382065025,-2.679645087
abx_media__m9_cipro__1,2.1372118842,-1.0414789405,-0.9634334360000001
abx_media__m9_cipro__2,1.9607517471,-1.0996452285,-1.266058354
abx_media__rpmi_cipro__1,-8.3977853704,-1.9764538704999999,-2.713785296
abx_media__rpmi_cipro__2,-7.9892886566,-1.6669143885,-2.930085909
abx_media__camhb_cipro__1,-6.6272724296,-2.1831864175,-3.843229678
abx_media__camhb_cipro__2,-6.1692625322,-2.0824882905,-3.319483844
hot_tale__42c_ale3_30c__1,-2.5705723091,-1.3277589625,-1.172067267
hot_tale__42c_ale3_30c__2,-3.2012256994,-1.2954244305,-0.800300216
hot_tale__42c_ale3_37c__1,-3.3655509834,-1.3167442175000001,-1.467531117
hot_tale__42c_ale3_37c__2,-3.7072655426,-1.1697097335,-1.786098149
hot_tale__42c_ale3_44c__1,-0.4105539335,-0.3695159415,-0.866624414
hot_tale__42c_ale3_44c__2,0.5168782635,-0.4571213625,-0.6779199060000001
hot_tale__hot_ale3_mid_30c__1,-1.2123864122,-1.1568806875,-1.698867554
hot_tale__hot_ale3_mid_30c__2,-0.8603407692,-1.3782085035,-1.3117745
hot_tale__hot_ale3_mid_37c__1,-3.5205930321,-1.2811324635,-2.099983317
hot_tale__hot_ale3_mid_37c__2,-3.4724254718,-0.9843622605000001,-2.503323088
hot_tale__hot_ale3_mid_44c__1,-2.1778139458,-0.5397871715,-2.712819784
hot_tale__hot_ale3_mid_44c__2,-2.7700056621,-0.8136225315000001,-1.441163494
hot_tale__hot_ale3_30c__1,-1.7766387228,-1.5763033145,-1.157461306
hot_tale__hot_ale3_30c__2,-2.2915753976,-1.5252522485000002,-1.630167466
hot_tale__hot_ale3_37c__1,-4.4502190183,-1.2755742395,-2.270766988
hot_tale__hot_ale3_37c__2,-4.7083146319,-1.4532055485,-2.294426896
hot_tale__hot_ale3_44c__1,-4.1040208942,-0.8676214265000001,-2.029498701
hot_tale__hot_ale3_44c__2,-3.8597293744,-1.1682957675,-1.954691399
hot_tale__hot_ale4_30c__1,-2.4929990959,-1.4089441685000001,-0.6733416720000001
hot_tale__hot_ale4_30c__2,-2.8144296967,-1.5149658965000001,-0.912971324
hot_tale__hot_ale4_37c__1,-3.4589362193,-1.0413315125,-1.892369649
hot_tale__hot_ale4_37c__2,-4.2670306802999995,-1.1082807375,-2.035568196
hot_tale__hot_ale4_44c__1,-2.3939438717,-0.6058810875,-1.413967031
hot_tale__hot_ale4_44c__2,-2.1364478922,-0.5667693245000001,-1.579513499
hot_tale__hot_ale8_30c__1,-4.4428040858,-1.4066349965,-0.687195074
hot_tale__hot_ale8_30c__2,-4.0623331849,-1.6287228974999999,-0.885523421
hot_tale__hot_ale8_37c__1,-4.6258045653,-0.9758271725000001,-1.654664217
hot_tale__hot_ale8_37c__2,-4.2883309842,-1.1799197575,-2.060972838
hot_tale__hot_ale8_44c__1,-3.389904905,-0.44816182450000003,-1.308829771
