,A,metJ
nac_ntrc__wt_gln__2,-4.010785048580001,6.49286512354048
nac_ntrc__bw_delnac_csn__1,-1.6129272673500001,7.649465259623151
nac_ntrc__bw_delnac_csn__2,-0.810123765784,7.71964555596864
nac_ntrc__bw_delnac_cytd__1,-2.4472966834,7.37879017205488
nac_ntrc__bw_delnac_cytd__2,-2.2489478212900003,7.3800094369656595
nac_ntrc__bw_delnac_gln__1,-3.6916100918,7.317685348317539
nac_ntrc__bw_delnac_gln__2,-4.38535179824,7.32722825694021
nac_ntrc__bw_delnac_nh4__1,0.8870974625620001,7.6050071688105705
nac_ntrc__bw_delnac_nh4__2,1.42487119469,7.764009035912401
misc__wt_no_te__1,-1.0380702878599999,7.05411697559036
misc__wt_no_te__2,-1.22799364282,6.954877273126191
misc__bw_delcbl__1,1.27179150595,8.946976633732369
misc__bw_delcbl__2,1.09433582795,8.972945181634481
misc__bw_delfabr__1,2.08464260982,8.85134113151328
misc__bw_delfabr__2,1.5650146520500001,8.89960937426894
misc__bw_delfadr__1,-0.140037169875,8.65157679379266
misc__bw_delfadr__2,-0.00323225318335,8.39998249070622
misc__nitr_031__1,0.467878502194,7.248066608181139
omics__wt_glu__1,1.1419510987200001,6.72018255095322
omics__wt_glu__2,0.912885421405,7.24380790739884
omics__wt_gly__1,0.663047161098,7.3563729789568795
omics__wt_gly__2,0.414768448762,7.3601829863349995
omics__wt_thr__1,-2.7243572201200004,7.11311226838155
omics__wt_thr__2,-2.4895549040000002,7.142480242122411
omics__bw_ac__1,-0.31996145163,7.7127914127613
omics__bw_ac__2,-0.88771409045,7.918210272577441
omics__bw_fum__1,0.322327156394,8.69650499549469
omics__bw_fum__2,0.284616324274,8.62310491857834
omics__bw_glc__1,0.16770341678300002,8.56779075792598
omics__bw_glc__2,-0.045170886404800006,8.530082536201741
omics__bw_pyr__1,0.40935552620399995,8.54988035641271
omics__bw_pyr__2,0.344564155859,8.5417920338227
ompr__wt_nacl__1,-1.6012788432,8.15155979447601
ompr__wt_nacl__2,-1.8822203816299998,9.25626984174831
ompr__bw_delompr_nacl__1,1.0562636352299999,9.807460254867712
ompr__bw_delompr_nacl__2,1.73591154475,9.65876366068767
minspan__wt_ade__1,-9.19682105881,7.362612631968339
minspan__wt_glc__1,-0.745130047105,8.110632441685249
minspan__wt_glc__2,-1.9742414805500001,8.04290111596744
minspan__wt_glc__3,-2.4246172748599997,7.86595378869716
minspan__wt_glc__4,-1.94155658965,7.98468566301641
minspan__wt_glc_anaero__1,2.27838615346,8.659171130622
minspan__wt_glc_anaero__2,3.02609356609,8.54207958307657
minspan__wt_trp__1,-10.5340610416,7.24092387274668
minspan__bw_delcra_glc__1,-9.24275600329,7.47479639833081
minspan__bw_delcra_glc__2,-9.4020664241,7.30898373138892
minspan__bw_delcra_trp__1,-5.95393286156,7.88017724982471
minspan__bw_delmntr__1,-9.82223590119,7.16339346334559
minspan__bw_delnac_ade__1,-9.13600960666,5.91118346689859
minspan__bw_delnac_glc__1,-11.3095219787,7.215567848306461
cra_crp__wt_ac__1,-1.04382896902,6.2955419336219505
cra_crp__wt_ac__2,-0.473759185734,6.533083025116019
cra_crp__wt_fru__1,0.546869003554,6.38730688139292
cra_crp__wt_fru__2,0.218115203391,6.80063604265643
cra_crp__delcra_ac__1,-5.08682149852,7.58499000325089
cra_crp__delcra_ac__2,-5.1678980566199995,7.663443387707031
cra_crp__delcra_fru__1,-0.871702857298,8.12372428766602
cra_crp__delcra_fru__2,-1.2388090567299999,8.111050825028
cra_crp__delcra_glc__1,0.6728397593209999,8.493367234316139
cra_crp__delcra_glc__2,0.612091998308,8.1906704981793
rpoB__wt_031__1,-0.596624043861,6.85651161532461
rpoB__wt_044__1,-0.513145240472,7.65065202926288
rpoB__wt_lb__1,-8.25478223838,5.870702590729509
rpoB__wt_lb__2,-8.66708267155,5.97688841307361
rpoB__rpoBE546V_031__1,-0.5426128503459999,7.616961739605651
rpoB__rpoBE546V_044__1,0.632199461443,7.75843680369217
rpoB__rpoBE546V_lb__1,-10.0695802549,5.936483906212519
rpoB__rpoBE546V_lb__2,-9.923602056919998,6.30543588342834
rpoB__rpoBE546V_glc__1,-0.239550767649,8.024750495954349
rpoB__rpoBE672K_glc__1,-3.48228174354,6.1341947046530905
rpoB__rpoBE672K_glc__2,-3.6666792840400007,6.49881616727115
rpoB__rpoBE672K_lb__1,-7.09020847292,6.3454640265929605
rpoB__rpoBE672K_lb__2,-7.082575942060001,6.235054218518339
crp__wt_fru__1,-2.72326297218,7.50374936893871
crp__wt_glyc__1,0.633572755623,7.72944254733972
crp__wt_glyc__2,-0.5090476643590001,7.702828874834941
crp__delar1_glyc__1,-3.29752862199,6.69246853835448
crp__delar1_glyc__2,-4.5515046583,6.4455441026638605
crp__delar1ar2_glyc__1,1.2091643636,6.73526666266055
crp__delar1ar2_glyc__2,1.3804036033700002,6.79938785230991
crp__delar1ar2_glyc__3,2.0040213004900003,7.097433642851731
crp__delar2_glyc__1,-3.7155917477099996,6.442990755897
crp__delar2_glyc__2,-5.40854868293,6.0073300643565
crp__delar2_glyc__3,-4.79506118992,6.24558468362007
crp__delcrp_fru__1,-0.854913379368,6.122273478208519
crp__delcrp_fru__2,-0.8044293840360001,6.48877300831788
crp__delcrp_fru__3,-1.35706583169,6.827919628757781
crp__delcrp_glc__1,-0.115094278713,6.16861874851192
crp__delcrp_glc__2,-0.18451867988899998,6.40666248788187
crp__delcrp_glc__3,-0.978604837774,6.66478649651539
crp__delcrp_glyc__1,-0.406170892853,5.706520078932931
crp__delcrp_glyc__2,-0.124726862352,6.310376148932019
crp__delcrp_glyc__3,0.266625946941,6.35820820674087
glu__glu_ale3__1,-7.92568995295,6.83614013438916
glu__glu_ale4__1,3.1825031646900004,7.83584667305169
glu__glu_ale5__1,2.7668902225200003,7.64227834271788
glu__glu_ale6__1,3.71978895301,7.784640072498809
glu__glu_ale8__1,-10.990541997000001,6.24085131895849
glu__glu_ale9__1,-5.981387048069999,6.78712998952381
glu__glu_ale10__1,-5.469267041159999,6.760893620129889
42c__wt_42c__1,-1.1652837223299999,6.85139738068578
42c__42c_ale1__1,-12.0398903647,5.68171983189283
42c__42c_ale2__1,-0.647813115113,7.47167349112316
42c__42c_ale3__1,0.622236311609,7.978345452081059
42c__42c_ale4__1,-4.56630310018,6.765365089610079
42c__42c_ale5__1,1.3941397247799998,7.9819013190154005
42c__42c_ale6__1,-13.2887997464,6.14986038028139
42c__42c_ale8__1,-8.25772117267,6.5364982065112995
42c__42c_ale9__1,0.550787406019,7.84256121330042
42c__42c_ale10__1,-10.0220867345,6.15284996295678
ssw__wt_ac__1,-5.14935364525,7.74872732417644
ssw__wt_glc__1,-3.20647090065,7.4811047806198205
ssw__wt_glyc__1,-12.978733057100001,7.212680504829861
ssw__wt_xyl__1,-11.8452313835,6.140242957455571
ssw__glc_ale1__1,-11.6187133547,6.24040411385131
ssw__glc_ale2__1,-6.1101684978,6.4775865339716505
ssw__glc_ale3__1,-8.721474776910002,6.224432478255429
ssw__glyc_ale1__1,-0.6164504899009999,7.961896133823191
ssw__glyc_ale2__1,-0.46546971781999996,7.8864092386529006
ssw__xyl_ale1__1,-2.01324588658,8.57932694115523
ssw__xyl_ale2__1,-3.30488706253,8.09912250016516
ssw__xyl_ale3__1,-1.18158338061,8.29063408856669
ssw__glc_ac_ac2__1,-4.91549752866,7.43074965896418
ssw__glc_ac_glc1__1,-1.96580297949,8.61178497257556
ssw__glc_ac_glc2__1,-15.8764706164,6.13661022370118
ssw__glc_glyc_glc__1,-5.568645024459999,6.9407155802700995
ssw__glc_glyc_glyc__1,-2.31510793035,7.117886263010111
ssw__glc_xyl_glc__1,-1.47500100111,8.33186194826179
ssw__glc_xyl_xyl__1,-0.8822769534550001,7.6806551985422
pgi__glu4_delpgi__1,-2.53765758509,6.20409155223757
pgi__pgi_ale1__1,0.871109873028,7.7595811862807205
pgi__pgi_ale2__1,-3.57690380274,7.0409333168654005
pgi__pgi_ale3__1,1.7345600755300001,8.18259549863271
pgi__pgi_ale5__1,1.58658112947,7.99560275214604
pgi__pgi_ale6__1,-0.0940225319564,8.22721771588712
pgi__pgi_ale7__1,-0.46572931641800003,8.29202013568092
pgi__pgi_ale8__1,1.42321385961,8.28150168112262
ica__wt_glc__1,0.12496756652899998,7.1671314275092195
ica__wt_glc__2,0.295370912682,7.263318709178559
ica__wt_glc__3,-0.291232361532,7.38200757689067
ica__wt_glc__4,-1.12290574796,7.64349286132586
ica__arg_sbt__1,-2.63477598634,6.83175690874751
ica__arg_sbt__2,-0.8984940183600001,6.59366198514792
ica__cytd_rib__1,-12.0607521556,5.73158028906739
ica__cytd_rib__2,-13.2919556148,5.962352618151231
ica__gth__1,6.26201692204,9.544080521407801
ica__gth__2,5.800761058919999,9.38761195664552
ica__leu_glcr__1,-2.48636251371,6.2279908314881505
ica__leu_glcr__2,-2.63813942144,6.09112984035903
ica__met_glc__1,-13.895900745499999,6.126412596148571
ica__met_glc__2,-14.128489005899999,6.249143636121769
ica__no3_anaero__1,2.0084574565,7.9406301516543305
ica__no3_anaero__2,1.2454099719299998,7.93160707405132
ica__phe_acgam__1,0.372538416763,6.90412183866667
ica__phe_acgam__2,0.562334991749,6.65075733292678
ica__thm_gal__1,-2.16515800535,6.78386631779027
ica__thm_gal__2,-2.3341290064,6.91714247324777
ica__tyr_glcn__1,0.7028926868500001,7.208048635453731
ica__tyr_glcn__2,0.904175134035,7.146559072171299
ica__ura_pyr__1,-1.28899031228,7.304060439659571
ica__ura_pyr__2,-2.34232112605,7.45039441271353
ica__wt_glc__5,-0.5022211357899999,7.52095718053655
ica__wt_glc__6,0.449692310009,7.6036791174049805
ica__bw_delpurR_cytd__1,0.703294880757,7.61378828924138
ica__bw_delpurR_cytd__2,0.668938354508,7.6597062610376705
ica__ade_glc__1,0.519388001539,8.36283957099782
ica__ade_glc__2,0.48155762268,8.21154285872857
ytf__wt_glc__1,-2.74798031018,7.1902561471155
ytf__wt_glc__2,-4.88987719994,7.32837176433995
ytf__delyafC__1,-7.8989629278899995,7.35129340708032
ytf__delyafC__2,-6.69578178234,7.27322592291569
ytf__delyeiE__1,1.41933602206,7.959258794833031
ytf__delyeiE__2,1.63149337224,7.744151109679639
ytf__delyiaJ__1,-8.72224952024,6.98667592767907
ytf__delyiaJ__2,-6.3818884335399995,7.097261817340749
ytf__delyieP__1,-4.76089134373,7.866482124504781
ytf__delyieP__2,-3.6005099502699993,7.690176507598691
ytf__wt_ph5__1,0.207467317676,7.44150208673121
ytf__wt_ph5__2,-0.254372177445,7.858778693932639
ytf__wt_ph8__1,-2.3004676815400003,7.230533888405921
ytf__wt_ph8__2,-1.9340479928299998,7.439915148722429
ytf__delybaO__1,-8.14470997671,6.89627447640957
ytf__delybaO__2,-8.67539808744,7.186791390568549
ytf__delybaQ__1,-0.5172608728279999,7.52385010921783
ytf__delybaQ__2,-0.126742319612,7.625400432242769
ytf__delybiH__1,-6.601582125619999,6.60186587246813
ytf__delybiH__2,-8.8959647124,6.520700608581129
ytf__delydcI_ph5__1,-0.138100359954,7.410421725596451
ytf__delydcI_ph5__2,-0.371272001617,7.42380982232826
ytf__delydcI_ph8__1,-2.96958025047,7.10181117125394
ytf__delydcI_ph8__2,-2.46324493156,7.51023229611941
ytf__delyddM__1,-8.08567144295,7.01997565548621
ytf__delyddM__2,-8.00573658673,6.79188027348589
ytf__delyheO__1,-9.274333787589999,6.969893819207081
ytf__delyheO__2,-8.1470369363,7.11457131944282
fps__bw_glc__1,-0.19508903679900003,7.9917498651889405
fps__bw_glc__2,-0.778121290472,8.244382216457549
fps__fps_thrA_ale1__1,-2.3049079248299997,8.7715747826299
fps__fps_thrA_ale1__2,-1.94779987632,8.51313726096741
fps__fps_thrA_ale2__1,6.66804511022,9.34898424515965
fps__fps_thrA_ale2__2,6.7657829016,9.14490228244369
fps__fps_serB_ale1__1,-1.38005717667,8.16078471024096
fps__fps_serB_ale1__2,-0.441396311968,8.06773714150172
fps__fps_serB_ale4__1,0.236541193912,8.57773625174348
fps__fps_serB_ale4__2,0.19329910069200001,8.49260931276186
fps__fps_ptsI_ale1__1,-2.03460116628,8.12520687169307
fps__fps_ptsI_ale1__2,-1.15430854488,7.9901768257053805
fps__fps_ptsI_ale3__1,-1.12258251499,8.009297446565
fps__fps_ptsI_ale3__2,-1.2871008263200001,8.0032502175793
pal__lyx_ale2_f6__1,-3.6515485096800004,7.3062754018698
pal__lyx_ale2__1,-1.67829683374,7.47923553682242
pal__lyx_ale2__2,-2.72614585584,7.24476861259917
pal__lyx_ale4__1,-1.67829683374,7.47923553682242
pal__lyx_ale4__2,-2.72614585584,7.24476861259917
pal__5drib_ale10_f18__1,-0.703581492027,7.6013187768555905
pal__5drib_ale10_f18__2,-0.7169743506020001,7.6758763007101205
pal__5drib_ale10__1,-2.7037704372299998,7.056605312537969
pal__arab_ale14_f9__1,-2.42696175902,7.943847892120361
pal__arab_ale14_f9__2,-1.7428208703,7.75541133227957
pal__arab_ale14__1,-0.531082451165,7.564629945414151
pal__arab_ale14__2,0.0268730751088,7.3708261092838505
pal__arab_ale16__1,-3.1354502421399997,7.353777498734059
pal__arab_ale16__2,-2.3218620489200004,7.523457010501059
pal__tartr_ale26_f10__1,-5.3236641136500005,7.19845660510017
pal__tartr_ale26_f10__2,-9.40709941497,6.48457258474839
pal__tartr_ale26__1,-3.51623581336,7.02835053872733
pal__tartr_ale26__2,-3.57538498107,6.93999994532549
pal__tartr_ale28_f10__1,-5.13001601823,7.5955603800045
pal__tartr_ale28_f10__2,-5.723629213,7.61704400482868
pal__tartr_ale28__1,-3.7905609355000003,7.4108997740975795
pal__tartr_ale28__2,-3.73662295911,8.33431208618104
efeU__delmenFentC_citr__1,-2.5388709385499997,7.734537171531531
efeU__delmenFentC_citr__2,-2.97604754594,7.27645761015357
efeU__delmenFentC__1,3.2944477592699997,7.915206716771831
efeU__delmenFentC__2,2.73754610644,7.62553449286407
efeU__menFentC_ale39__1,-11.3467789169,5.67388993175417
efeU__menFentC_ale39__2,-12.0998211494,5.8800591414979895
efeU__menFentC_ale29__1,-10.3912495237,5.7308760222532795
efeU__menFentC_ale29__2,-11.2238899647,5.5597174833511795
efeU__menFentC_ale30__1,-0.117006025784,7.415034910285269
efeU__menFentC_ale30__2,-0.42700405249799994,7.089610881440111
efeU__menFentCubiC_ale36__1,-1.6590390292800001,6.90418670330499
efeU__menFentCubiC_ale36__2,-2.53003248942,6.84819578640774
efeU__menFentCubiC_ale37__1,-2.5178380332,7.538794347924041
efeU__menFentCubiC_ale37__2,-2.06823705679,7.47515052507887
efeU__menFentCubiC_ale38__1,-6.5210829673,7.2171506706476
efeU__menFentCubiC_ale38__2,-7.481501785369999,6.853275842561589
