,A,CsrA,ModE,Fnr,CueR
pollution__wt_diesel__1,0.5629565278,-0.11806939870000001,-0.2949206373,0.4731850638,0.1249106418
pollution__wt_diesel__2,0.5394942789,0.1880752951,-0.0350693494,0.10933264640000001,0.322595628
pollution__wt_diesel__3,0.5869253279000001,0.10438245600000001,-0.16336628350000001,-0.3342927867,0.1738519178
pollution__evo_diesel__1,1.1571571414,-0.0922518415,-0.475215529,0.12056433700000001,0.0012760031
pollution__evo_diesel__2,1.4718353697,-0.0416383316,-0.20280792290000002,0.29229301500000004,0.0109145726
pollution__evo_diesel__3,1.3284820075,-0.1277834011,-0.4939039456,0.23799157110000002,-0.1720241918
ppGpp__wt_relAtrunc_00m__1,-0.7141657086000001,-0.1310424842,0.0966943698,-0.0411554648,-0.1696286656
ppGpp__wt_relAtrunc_00m__2,-0.1761856097,-0.1595024043,0.0487845446,-0.2025695905,-0.0226908307
ppGpp__mut_delrelA_10m__1,0.8357489779,0.1788721764,0.40811121310000004,0.5362358304,1.1393612047000001
ppGpp__mut_delrelA_05m__1,0.36217134030000003,0.0593405417,0.3245640879,0.4017882678,0.1441327395
ppGpp__mut_delrelA_10m__2,0.2817388324,0.2372590477,0.2109739253,0.3807298423,0.11411104870000001
ppGpp__mut_delrelA_10m__3,0.9815020498,0.2065322724,0.39460693480000003,0.5917958579,0.5971442968
ppGpp__mut_delrelA_00m__1,0.6739560024,0.1168577942,0.7769604827000001,0.5170737542,0.1308820813
ppGpp__mut_delrelA_00m__2,0.4744837009,-0.1105778694,0.3137912538,0.3270566549,0.3756456668
ppGpp__mut_delrelA_05m__2,0.7485887615,-0.054952314,0.48758923340000004,0.29859400950000003,0.3425371439
ppGpp__mut_delrelA_05m__3,0.6600885369,-0.056671452100000005,0.4653152352,0.4231736048,0.7255038479
ppGpp__mut_delrelA_00m__3,0.5010236754,-0.1549574411,0.5222072301,0.46268946920000004,0.3962561758
ppGpp__wt_delrelA_10m__1,1.635655646,1.2446708964,0.8206630326000001,0.1092882143,1.5159655266
ppGpp__wt_delrelA_05m__1,0.6185252744,0.8814162181,0.6294368988,-0.1709551273,0.9582540262
ppGpp__wt_delrelA_05m__2,0.4540814308,0.8247941469000001,0.6257007677,-0.1236654839,0.9551141336000001
ppGpp__wt_delrelA_10m__2,1.8661896636000002,1.1578277782,0.8925144439,0.2443210787,1.8218440594
ppGpp__wt_delrelA_10m__3,1.7508412575999999,1.1534628788,0.8105292807000001,0.2046474319,1.9714172382
ppGpp__wt_delrelA_00m__1,-0.3599532346,-0.0408244535,-0.000394918,0.0131317333,0.1425984929
ppGpp__wt_delrelA_00m__2,0.5262338384,0.07460139610000001,0.06728967100000001,0.0016198894000000001,0.1120344327
ppGpp__wt_delrelA_05m__3,0.7061393052,0.8064040872,0.6627639715,-0.068830864,1.5526928832
ppGpp__wt_delrelA_00m__3,-0.1662806038,-0.0337769426,-0.0668947529,-0.014751622800000001,-0.2546329256
ppGpp__mut_relAtrunc_10m__1,-0.4943702542,-0.2788868712,0.3345200989,0.2993968877,-0.2095789246
ppGpp__mut_relAtrunc_05m__1,-0.7755558328000001,-0.0260274929,0.5049291651,0.2372887783,-0.6629530315000001
ppGpp__mut_relAtrunc_05m__2,-0.5342575924,-0.11903638,0.3468676651,0.2941459511,0.04810106
ppGpp__wt_relAtrunc_10m__1,-0.6711861258,-0.2026462723,-0.0345674279,-0.2101261882,0.108835655
ppGpp__wt_relAtrunc_10m__2,-0.8047635584,-0.1647492464,-0.2532572353,-0.1270523133,-0.09145257300000001
ppGpp__wt_relAtrunc_10m__3,-0.7021616633000001,-0.13316499710000002,0.1179053498,-0.0790129266,-0.0333657869
ppGpp__mut_relAtrunc_00m__1,0.3441929161,-0.0119104736,0.5908758088,0.5584079094000001,0.3050521531
ppGpp__wt_relAtrunc_00m__3,-0.295365523,0.003937254,0.1669210485,0.0044322814,-0.3228614023
ppGpp__wt_relAtrunc_05m__1,-0.4091996352,-0.2839887973,0.040280646600000004,-0.1535203644,-0.47911612950000004
ppGpp__wt_relAtrunc_05m__2,-1.3061869664,-0.3071333009,-0.1406312845,-0.1989277479,-0.5597146447
ppGpp__wt_relAtrunc_05m__3,-0.34242275520000004,-0.169515461,-0.0442392406,-0.11060810300000001,-0.2307424501
ppGpp__mut_relAtrunc_00m__2,0.0091132656,-0.27843434310000004,0.2480509365,0.1314688236,-0.17108991540000001
ppGpp__mut_relAtrunc_00m__3,-0.7825631461,0.046012220900000005,0.5434249605,0.1838631336,-0.47780829880000003
ppGpp__mut_relAtrunc_10m__2,-1.0393715243,-0.21121909690000001,0.2635428805,0.1477637272,-0.0981257096
ppGpp__mut_relAtrunc_05m__3,-0.1805339052,-0.2635410795,0.2844741125,0.3884039694,0.3305774819
ppGpp__mut_relAtrunc_10m__3,-0.2853751795,-0.1206296922,0.4898002716,0.3191821125,0.1526205723
pressure__high_pressure__1,-0.8919747002,-0.5986448028,-0.4848502618,0.7734956825,-0.7621357112
pressure__high_pressure__2,-1.3334901159,-0.2968246932,-0.3086605609,0.7219430089000001,-0.535341115
pressure__low_pressure__1,0.2918424873,0.0018732208000000001,0.0185702661,0.1790881402,-0.045493394300000004
pressure__low_pressure__2,-0.2918424873,-0.0018732208000000001,-0.0185702661,-0.1790881402,0.045493394300000004
quantum_dots__ctrl__1,0.2476949917,-0.0889032435,-0.15800295890000002,0.12426001610000001,0.21846914150000002
quantum_dots__ctrl__2,-0.2476949917,0.0889032435,0.15800295890000002,-0.12426001610000001,-0.21846914150000002
quantum_dots__cdte_light__1,0.7189871728,0.22693767520000002,-0.015239224400000001,0.6018622403,0.8969295377000001
quantum_dots__cdte_light__2,0.5971492143,0.1529834126,0.3104285853,0.6799802673,0.553682173
quantum_dots__cdte_dark__1,0.5829973416,0.22106856730000002,-0.240025503,0.3707996442,0.5537243292
quantum_dots__cdte_dark__2,1.0825420935,0.1483071778,0.0043351614,0.46834393950000003,0.1799827062
quantum_dots__cdse_light__1,0.6258602442,-0.1681973484,-0.097338645,0.1720929292,-0.1440020034
quantum_dots__cdse_light__2,0.6635528711,0.1711104001,0.0268130923,0.11808093680000001,0.0664846227
quantum_dots__cdse_dark__1,1.9190021755000002,0.108560474,0.027829357500000002,0.3892559581,0.28657187910000004
quantum_dots__cdse_dark__2,0.7742618304000001,0.217229628,0.4178384611,0.2630490143,0.47741321740000003
raman__wt__1,1.1729408652,0.0680010565,-0.22820904190000002,0.1685579585,-0.0432692604
raman__del_cyaA__1,1.9321347502,0.6470648403,-0.0336267993,0.6340361556,2.5348491822
raman__del_cyaA_01mM__1,1.4486208474,0.7630385409,0.1681731148,0.5859364184,2.6435895802
raman__del_cyaA_05mM__1,4.4392814889,0.5624295982,-0.0310548328,0.1388133504,1.4977100732
raman__del_cyaA_1mM__1,3.9851710705,0.0657921668,0.2429974117,0.1720571806,0.0991104572
raman__wt__2,-0.015842582600000002,0.0991491451,0.028577745300000002,0.17014523580000002,0.1004741653
raman__del_cyaA__2,1.7754491649,1.3015420824000001,0.1017140446,0.4002211491,2.8391377218000002
raman__del_cyaA_01mM__2,0.9734864659,1.5382409809,-0.0449160718,0.6187439533,2.6332824997
raman__del_cyaA_05mM__2,5.0836986844,1.1741623102,-0.0061799755000000005,-0.0231897728,1.5826295114
raman__del_cyaA_1mM__2,3.9266307964,-1.0261345186,-0.2380401848,0.1774231919,-0.4446874945
raman__wt__3,-1.1570982826,-0.1671502017,0.19963129670000002,-0.3387031943,-0.0572049049
raman__del_cyaA__3,1.4951375178,1.2858536771,-0.0458952932,0.6168372836,2.866683404
raman__del_cyaA_01mM__3,0.9499932865,0.9941925543000001,-0.1647020397,0.47221863690000004,2.603052639
raman__del_cyaA_05mM__3,3.756365909,0.8117286587,0.0155054632,0.1866437766,1.4640931906999999
raman__del_cyaA_1mM__3,2.6250252948,-0.594241543,-0.4016556973,0.5095188969000001,-0.534668468
rand_barrel__mut_nanE__1,0.4790341201,-0.13810938150000002,0.0220185969,0.1745111691,-0.2035897915
rand_barrel__mut_nanE__2,1.1301466429,-0.1463066357,-0.1613168236,0.1781953679,-0.4896257725
rand_barrel__mut_nanE__3,0.47217312440000003,0.15871470070000002,0.16350046640000002,0.6569750524,0.3624939579
rand_barrel__mut_pdxJ_1__1,0.2163093651,-0.4635943128,0.0684444307,0.1787996128,0.16982948850000001
rand_barrel__mut_pdxJ_1__2,0.3951232313,-0.3936960507,-0.043939170400000005,0.11778360900000001,-0.0914542628
rand_barrel__mut_pdxJ_1__3,-0.3781370336,0.1355832256,0.41050501030000003,0.654130041,0.2140305936
rand_barrel__mut_pdxJ_2__1,0.8861836200000001,-0.2729942993,0.1136252548,0.13318347290000002,-0.10127591200000001
rand_barrel__mut_pdxJ_2__2,1.7425456963000001,-0.4611757446,-1.2419092569,0.0482401603,-0.19287081020000002
rand_barrel__mut_pdxJ_3__1,1.9060440664,-0.5384121462,-0.5268808401,0.1520617836,-0.6152435569
rand_barrel__mut_pdxJ_3__2,1.7858817623,-0.2194389442,0.12234342020000001,0.022923051700000002,-0.2214935066
rand_barrel__del_serB__1,0.10567678250000001,0.1366593084,-0.1364076195,-0.012503975300000001,-0.28855784300000004
rand_barrel__del_serB__2,-0.10567678250000001,-0.1366593084,0.1364076195,0.012503975300000001,0.28855784300000004
rockhopper__CV104_pHDB3__1,3.370813369,-0.09275963970000001,-0.5922831665,-0.5360698087,-0.9980165853
rockhopper__CV104_pHDB3__2,3.1533090985,-0.2927012429,-0.8751508418,-0.1752285714,-0.9928194020000001
rockhopper__CV104_pHDB3__3,2.6265085622,-0.082555481,-0.8030626461,0.0422851349,-1.1203850678
rockhopper__CV104_pLCV1__1,3.2903494537,-0.26988774790000003,-0.6342099199,-0.1848959024,-1.1345989328
rockhopper__CV104_pLCV1__2,2.9956455155,-0.09734621140000001,-0.7524930428000001,-0.11445331630000001,-1.0964353613
rockhopper__CV104_pLCV1__3,3.1679332185,-0.2479065239,-0.7543741109000001,0.109365481,-0.8779223673000001
rockhopper__wt_lb__1,3.16370399,-0.22943248670000002,-0.7775734916,0.07952887700000001,-1.2556278559
rockhopper__wt_lb__2,4.4591861164,-1.3329336674,-0.3761099725,-0.1709218388,-0.8369020665
rockhopper__wt_lb__3,3.0758396481,-0.5864862702,-0.5639239178000001,0.1546433043,-1.296015839
rockhopper__wt_lb_aMG__1,5.4795303729,-0.6249502664000001,0.1523262417,0.24525902700000002,-0.5992529715
rockhopper__wt_lb_aMG__2,5.426052731,-0.6878950899,-0.1922413715,-0.0468967645,-0.9278098607
rockhopper__wt_lb_aMG__3,5.0761542363,-0.5906617931,-0.329944045,0.2451304448,-0.8276642038
rockhopper__del_sgrR_lb_aMG__1,5.3404685776,-0.6526518526,-0.4323208505,0.3046829473,-0.4667569582
rockhopper__del_sgrR_lb_aMG__2,6.3942531291,-0.1612580627,0.065221105,0.5800346571,0.2414919741
rockhopper__del_sgrR_lb_aMG__3,5.125252889,-0.4586054748,-0.1477032563,0.41055047240000003,-0.10690300900000001
rockhopper__del_sgrS_glyc_aMG__1,7.9072331511,-0.0143752536,-0.07713330830000001,0.3495013483,0.3187444561
rockhopper__del_sgrS_glyc_aMG__2,8.021830843,-0.2832536791,0.1785135199,0.2135503367,-0.611650216
rockhopper__del_sgrS_glyc_aMG__3,8.9367275934,0.40984207640000003,-0.0484926493,0.27022110390000004,0.1207422962
rockhopper__del_sgrS_glyc__1,3.2887011954,-0.9642402184000001,-1.5132272619,-0.5960188213000001,-1.6744919697
rockhopper__del_sgrS_glyc__2,4.2239968776,-0.9631166506000001,-0.6640683614,-0.5153006611000001,-1.7411341746
rockhopper__del_sgrS_glyc__3,2.4901913945,-0.9875941646,-0.7072889741,-0.7494009207,-1.5207518042000001
rockhopper__wt_lb_aMG__4,4.9538367184,-0.2509471043,-0.25183522880000003,0.9373966127000001,-0.2842170794
rockhopper__wt_lb_aMG__5,5.9507606839000005,-0.46811209400000003,-0.42505892770000003,0.524749906,-0.5142410037
rockhopper__wt_lb_aMG__6,6.3820429996,-0.4292863078,-0.3321822741,0.5390292830000001,-0.015836710900000002
rockhopper__wt_glyc_aMG__1,7.1627121097,0.0261015747,-0.1479182349,0.1927103994,0.2476529401
rockhopper__wt_glyc_aMG__2,7.1861311418,-0.0514045063,0.10725738010000001,-0.2721809743,-0.1386239443
rockhopper__wt_glyc_aMG__3,7.6949823108,-0.0477203921,0.2144134232,0.0942445324,-0.2738749116
rockhopper__wt_glyc__1,3.2269362454,-1.0718408891,-1.199378431,-0.5028454892,-1.0894794493
rockhopper__wt_glyc__2,3.8461841592,-0.9970118407,-0.5407977511000001,-0.7619765309000001,-1.0159166968
rockhopper__wt_glyc__3,3.6102980856,-0.9345759679000001,-0.9345763524,-0.7772664028,-1.2422121506
rockhopper__CV108_glyc_aMG__1,3.4445593388,0.5685873147,-0.1868857751,-0.1627574406,1.2550889002
rockhopper__CV108_glyc_aMG__2,0.9166707776,1.694301072,-1.0818809873,0.1195934634,-0.6133355256
rockhopper__CV108_glyc_aMG__3,2.5112235814,1.3164077691,-0.9501797988,0.585866443,0.348715074
rockhopper__wt_glyc__4,0.5908552697,-0.4913269021,-0.0294010481,-0.2748920794,0.21535762930000002
rockhopper__wt_glyc__5,3.6778912746,-0.3184209864,-0.995571481,-0.023622468400000003,0.3407192079
rockhopper__wt_glyc__6,-2.6127058668,0.1498348042,1.0816759819,-0.0868330756,0.0395675417
rockhopper__wt_glyc_aMG__4,-0.8260078076,0.8376304293,-0.11565180500000001,0.8093858327,0.2922380297
rockhopper__wt_glyc_aMG__5,0.3919327221,0.7352656003,-0.5378408655,0.6000033542000001,0.3927162032
rockhopper__wt_glyc_aMG__6,1.6679792446000001,1.2391678814,-0.6310578207,0.9300053628,-0.1503694489
rockhopper__wt_glyc__7,-1.6201457322000001,1.1584135611,0.7859385417,0.3147084383,0.45652848900000004
rockhopper__wt_glyc__8,-0.6667852976,1.4240358614,0.0097622808,0.8163029064,0.6903641715000001
rockhopper__wt_glyc__9,-1.7287832313,0.5205891904000001,0.7159012562,0.4865455977,0.7904084598000001
rockhopper__wt_glyc__10,-3.2151459243,-0.11463795480000001,0.9699796336000001,-0.19694005890000002,0.3104085632
rockhopper__wt_glyc__11,-2.4523319493,0.4244360788,0.1151329001,0.5357216237,0.2689992798
rockhopper__wt_glyc__12,-2.6562670331,0.25050504500000004,0.021334469300000002,0.471097539,0.2352549545
rpoD__wt__1,0.6795506549,0.18193893860000002,-0.1464685409,-0.2306984564,-0.2674200088
rpoD__wt__2,-0.1397382798,-0.1042441625,0.0504529027,0.27096734170000003,0.0624939402
rpoD__rpoD_mut__1,3.4010756766,-0.8467578197000001,-0.1569439337,0.11141910790000001,-0.0936632089
rpoD__rpoD_mut__2,1.7597725505000001,-0.8656765103,-0.4730551724,0.8818179069000001,0.5489933279
rpoD__rpoD_mut__3,3.871096516,-0.7911606887,0.5510563692,0.17360545200000002,0.21772091370000002
rpoD__wt__3,-0.5398123751,-0.0776947761,0.0960156382,-0.0402688853,0.2049260685
rpoN_peptide__ctrl__1,0.06496545670000001,0.0452403397,0.0277698133,0.07876370120000001,-0.0690641987
rpoN_peptide__ctrl__2,-0.052597866,0.0339631163,-0.0056763223,0.0458313293,-0.0510186673
rpoN_peptide__ctrl__3,-0.0123675907,-0.079203456,-0.022093491,-0.1245950304,0.12008286600000001
rpoN_peptide__nminus__1,-0.3652697331,-0.0626572857,-0.0893140048,0.07101942430000001,0.0248645841
rpoN_peptide__nminus__2,-0.32285777660000003,-0.0299671266,-0.156266111,0.029034705900000003,0.0085509234
rpoN_peptide__nminus__3,-0.410694343,-0.0252918282,-0.1110590156,-0.07063298700000001,0.0775768349
rpoN_peptide__nplus__1,4.994264098,-2.6810040994,-0.0644301623,-0.4390160696,-1.6875031156
rpoN_peptide__nplus__2,4.9602321324,-2.5986204672,0.0014034027,-0.5132100212,-1.8319841549
rpoN_peptide__nplus__3,5.0251980456,-2.6337220056,-0.060483260100000005,-0.5274770167,-1.8874853207000002
rpoN_peptide__s54_wt__1,0.6631518331,0.0873694497,0.2579227606,-0.0473843372,-0.2249682391
rpoN_peptide__s54_wt__2,0.5735066724,0.0663636059,0.2484890541,-0.0589448946,-0.2627683919
rpoN_peptide__s54_wt__3,0.9467225956,0.0034224340000000002,0.2982997441,-0.1527826934,-0.294782058
rsd__wt_ee__1,-0.0188055903,-0.0350435465,0.019736157600000002,-0.1087062049,0.11444778530000001
rsd__wt_ee__2,0.0188055903,0.0350435465,-0.019736157600000002,0.1087062049,-0.11444778530000001
rsd__del_rsd_ee__1,0.6166696831,-0.1693787633,0.2468397159,-0.0279470508,0.0011747153
rsd__del_rsd_ee__2,0.2301962137,-0.1430870017,-0.0225787934,-0.0884184305,-0.1741052458
rsd__del_ssrS_ee__1,-0.1843283813,-0.9642603564000001,-0.4009914362,0.523433386,0.2370511998
rsd__del_ssrS_ee__2,0.057850288300000004,-0.2738841215,0.0426002186,0.3201135047,0.1945249004
rsd__del_rsd_ssrS_ee__1,-0.3923492236,0.2551533921,0.3851461175,0.2712930537,0.4456946572
rsd__del_rsd_ssrS_ee__2,-0.7166576534,0.0145160923,0.3246820566,0.6900611251000001,0.5387951186000001
rsd__del_rpoS_ee__1,1.4259037096,-0.5829738052,0.2789837492,0.7065502985000001,-0.1281148567
rsd__del_rpoS_ee__2,1.9452233359000002,-1.228246239,-0.4839449423,0.6768054222000001,-0.2604768619
rsd__wt_me__1,-0.5954739647,0.5225921677,0.21270064730000002,-0.1630534231,0.7806890096
rsd__wt_me__2,-0.6538956391,0.5833404883000001,0.2821292728,-0.11977652670000001,0.7811796536000001
rsd__del_rpoS_me__1,0.7054241042,-1.2609300944,-0.3163831648,0.1754536481,-0.1315060939
rsd__del_rpoS_me__2,0.0095535351,-1.328442024,-0.1250000358,0.2047409573,-0.0761790878
rsd__wt_ts__1,-3.9269942144,0.19274451410000001,0.3074784089,0.6816640879,0.12171898900000001
rsd__wt_ts__2,-4.2717104733,0.2832291482,0.2503492591,0.8185960482,0.6923015152
rsd__del_rsd_ssrS_ts__1,-2.8418232839,0.8127490166,0.254678938,0.7219122925,1.5288818881
rsd__del_rsd_ssrS_ts__2,-2.844356513,1.042984531,0.22143528580000002,0.7857176267,1.3770754998
rsd__del_rpoS_ts__1,-3.9078377581,-0.9469685175,0.7196805555,1.6269512069,-0.4109404621
rsd__del_rpoS_ts__2,-3.6368188234,-0.9363941754,0.7511476199,1.7264439833,-0.1115893984
rsd__wt_s__1,-4.3303170861,0.8675197204,0.300463963,1.3975523745,-0.49920316340000004
rsd__wt_s__2,-4.1586110964,1.0088839097,0.35071635560000003,1.3710309417,-0.23416116680000001
rsd__del_rsd_s__1,-3.2465526091,0.1723556503,-1.2777403149,1.4797326518,-0.2317671634
rsd__del_rsd_s__2,-3.386159308,0.6428840433,0.5308654929000001,1.3890769,-0.1814441595
rsd__del_rsd_ssrS_s__1,-6.1345924168,1.4656695494,0.40855333190000004,1.9067585004,0.3938245945
rsd__del_rsd_ssrS_s__2,-5.5965415841,1.4170268677,0.5335689015,1.8625522063000002,0.3935089309
rsd__del_rsd_ls__1,-1.9965297026000002,-0.4479907882,-0.8217376227000001,1.2300910035000001,-0.8335649866
rsd__del_rsd_ls__2,-2.0812523112,-0.5057090315,-0.7220247459,1.064799884,-1.0119333243
rsd__del_ssrS_ls__1,-4.2747406391,-0.2259252611,-0.3991465643,1.4783430668,-0.5904884284
rsd__del_ssrS_ls__2,-3.8720086735,-0.3874800241,-1.0332210924,1.1249858676,-0.9698272188
rsd__del_rsd_ssrS_ls__1,-0.8599348817,-0.6870178141000001,-0.5847939898,1.7596019351,0.5245415364
rsd__del_rsd_ssrS_ls__2,-1.3550063357,0.0303495103,0.2636033358,1.6288132779,0.508544501
rsd__del_rpoS_ls__1,0.938652522,-2.3022202999,-0.9448773149,0.9203576051000001,-1.5537829558
rsd__del_rpoS_ls__2,0.669273101,-1.9239711716,0.6180505048,1.2506586523,-0.4793637526
sdsR_ryeA__wt_3h__1,-0.7105280348,0.4569882938,0.1504272455,0.0336110383,0.0559541359
sdsR_ryeA__wt_8h__1,1.6717083672,1.1529686542,-0.5687254282,0.9670152922,1.5293652235000001
sdsR_ryeA__wt_3h__2,0.7105280348,-0.4569882938,-0.1504272455,-0.0336110383,-0.0559541359
sdsR_ryeA__wt_8h__2,1.534389655,0.9935680296,-0.6387856437,0.9802278685,1.3613899028
starve_series__t00_growth1__1,-0.4293485121,0.1911772836,-0.0569776421,-0.0940147947,-0.0994065677
starve_series__t00_growth1__2,0.2790131158,-0.0817708788,-0.0069547502,-0.0729560592,-0.008130994400000001
starve_series__t00_growth1__3,0.5682960121,0.0838689626,0.07037971330000001,-0.0934380196,-0.0263370728
starve_series__t00_growth1__4,-0.4179606158,-0.1932753673,-0.0064473209,0.2604088735,0.1338746348
starve_series__t01_starve__1,-0.968460669,1.4090721532,-0.59054404,0.0908191643,0.0350895411
starve_series__t01_starve__2,0.0111020702,0.48653519850000004,-0.6165266363,-0.122104848,-0.3142791388
starve_series__t02_starve__1,-3.1597648118,2.1251418196,-1.0826239157,-0.3236320149,0.3430473248
starve_series__t02_starve__2,-2.9130830889,2.2094304269,-0.9611472185000001,-0.4089767167,0.45022167890000003
starve_series__t03_starve__1,-3.7105372842,2.7530261882,-1.046130371,-0.0539025833,0.0316745799
starve_series__t03_starve__2,-3.750187678,2.4829224075000003,-0.8998555263,-0.0313921183,0.1976286559
starve_series__t04_starve__1,-3.8969836335,2.7081970413,-0.9486188432,-0.0674881938,0.1519692755
starve_series__t04_starve__2,-3.1665733828000002,2.4978274394,-1.0871193749999999,-0.085607108,-0.3194046332
starve_series__t05_starve__1,-3.7144266816,3.0512441984,-1.6187361669,0.0586922297,-0.0560655538
starve_series__t05_starve__2,-3.5461252835,2.1362683142,-1.7798567607,0.0521020172,0.3684212602
starve_series__t06_starve__1,-4.0951141256,3.2506779904,-1.6913958876000001,0.2418407138,0.39030110170000004
starve_series__t06_starve__2,-3.7950533622,3.2928249705,-2.2036472426,0.40923488700000005,0.47799032820000004
starve_series__t07_starve__1,-4.6595711185,3.7028706686,-1.9007025486,0.3762321885,0.5015548321000001
starve_series__t07_starve__2,-4.2301931707,3.4325490809,-2.47284059,0.3555008103,0.5816813982
starve_series__t08_starve__1,-4.5111109863,3.6347132405,-1.9541962644000002,0.5810940072,0.6377941934
starve_series__t08_starve__2,-4.6756979183,3.5204428657999998,-2.3732961718,0.4565764128,0.5569813975
starve_series__t09_starve__1,-5.252294988,3.50429439,-2.1078020054,0.589817838,0.5301129428
starve_series__t09_starve__2,-4.952482424,3.7204588898,-2.5471909519,0.42368360180000003,0.3670400019
starve_series__t10_starve__1,-5.5368147875,3.8047314206,-2.7554131395,0.5569795390000001,0.5119848838000001
starve_series__t10_starve__2,-4.8811063069,3.026458594,-2.7648718603,0.5860481001,0.7036435492
starve_series__t11_starve__1,-4.9739682049,2.9288872141,-2.3199175724,0.5071308149,0.7002327456
starve_series__t11_starve__2,-5.5334219372,3.1304064137,-2.5605315192,0.5016930772,0.7929622659000001
starve_series__t12_starve__1,-6.4458929074,3.7121157232,-2.5790617196,0.3262912441,0.2458481452
starve_series__t12_starve__2,-5.8372231,3.5242182114,-2.3647949757,0.31208012690000003,0.4199787212
starve_series__t14_starve__1,-6.7840429227,3.3627383039,-2.4359081773,0.3098140365,0.322008587
starve_series__t14_starve__2,-6.4288586461,2.6212528688,-2.5330311124,0.23363915670000002,0.45515714360000004
starve_series__t16_starve__1,-7.4000739754,3.1552935417,-2.5596712206000003,0.3060914771,-0.5715253992
starve_series__t16_starve__2,-7.1390873083,3.0926267284,-2.6814609082,0.31465924160000003,-0.2652140665
starve_series__t17_starve__1,-7.8341867354,3.0817676434,-2.488852811,0.1192327809,-1.1029454061
starve_series__t17_starve__2,-7.3179285886,2.7379820716000003,-2.3925221786,0.2439947486,-0.5884280121000001
starve_series__t18_starve__1,-8.0391608037,3.0784205892,-2.8623733405,0.2904534649,-1.0992365323
starve_series__t18_starve__2,-8.3752594277,3.3132079655,-2.6244887562,0.1328829768,-1.2251540291
starve_series__t20_starve__1,-1.7863268187,-0.8421107899,-0.1403292945,0.1476855704,-0.7227303199
starve_series__t20_starve__2,-1.6586886107,-0.9058250757,-0.30576339900000005,0.2423709028,-0.6129895272
starve_series__t21_growth2__1,-1.3181205463,-1.3392000443,-0.5625988165,-0.1110286986,-0.8181737611000001
starve_series__t21_growth2__2,-1.5567469832,-1.1167488223,-0.3766111789,-0.015926561500000002,-1.5220374436
starve_series__t22_growth2__1,-2.0709501865,-0.562802487,-0.1019877461,0.315685362,-0.3998803065
starve_series__t22_growth2__2,-1.2222363001,-1.2912279874,-0.5691777522,0.0477216236,-0.6738928241000001
starve_series__t23_growth2__1,-0.8171755014000001,-0.2868926236,0.0494304455,0.1446413353,-0.41549682870000004
starve_series__t23_growth2__2,-1.2089806585,-0.34542491880000004,-0.1522287357,0.1319367871,-0.5048031820000001
starve_series__t25_growth2__1,-2.0624421179,-0.1315988066,-0.0955392828,0.0744684617,-0.0889453994
starve_series__t25_growth2__2,-1.9269522573,-0.2824365815,-0.16964156,0.1283015763,-0.1062352169
starve_series__t26_growth2__1,-2.5675871539,-0.4858995921,-0.2704696116,-0.013387759800000001,-0.2716859515
starve_series__t26_growth2__2,-1.9726645278000001,-1.1154955293,-0.7961827888,-0.2235972326,-0.27831780640000003
starve_series__t27_growth2__1,-1.982087431,-0.41896337,-0.5847324679,-0.33215467790000003,-0.0872197128
starve_series__t27_growth2__2,-2.1824345640000002,-0.45060135570000004,-0.32991092800000005,-0.34324592330000003,-0.3341191676
starve_series__t28_growth2__1,0.576670635,0.1908456682,-0.1677130104,-0.2677031971,0.0923204816
starve_series__t28_growth2__2,0.4089216471,-0.09770471180000001,-0.28842921450000003,-0.1610063598,0.0035985807000000003
time_course__lb_4hr__1,0.24099046470000002,-0.110077305,-0.0237093473,0.016506649300000002,-0.041921871400000005
time_course__lb_4hr__2,-0.1288418072,0.0783740631,0.0840162961,0.0143873127,-0.0088838615
time_course__lb_4hr__3,-0.1121486575,0.0317032419,-0.0603069488,-0.030893961900000003,0.050805733000000006
time_course__lb_8hr__1,0.4610824304,-0.7159733614,-0.7300239756,0.9975450628,0.0449984336
time_course__lb_8hr__2,0.3260303707,-0.7318726803000001,-0.39895778400000004,0.9630259824,0.08715475930000001
time_course__lb_8hr__3,0.7141534697,-0.8039014931,-0.40577283810000003,0.8600162935000001,-0.0858017306
time_course__lb_24hr__1,-1.1091931707,0.5777701539,-1.8475099451,1.7515674252,-0.6399538273
time_course__lb_24hr__2,-0.8310119543000001,0.6626007976,-1.2985031101,1.6815378387000002,-0.2619276678
time_course__lb_24hr__3,-1.4593327667,0.6536189386,-1.7960872068,1.732005895,-0.39530668820000003
time_course__lb_72hr__1,4.3247137793,-0.0398098467,-0.1454297107,1.7692140925,-0.0065810288
time_course__lb_72hr__2,5.2959488564,-0.1140320657,-0.3223797744,1.8226771264,-0.4080260891
time_course__lb_72hr__3,5.9643341205,-0.1210929171,-0.5015967100000001,1.8851821976,-0.3484571184
time_course__lb_144hr__1,-0.46409455390000004,-0.6212947273,-0.3092447642,1.9998875114999999,-0.8018049655
time_course__lb_144hr__2,-0.6520266561,-0.1729478134,-0.3795784688,1.7638316107,-0.5303856426
time_course__lb_144hr__3,-0.5556313878,0.1274573892,-0.4884815523,1.6762232269,-0.8056135864
time_course__lb_192hr__1,1.4282136722,-0.2651842027,-0.4275681878,1.4995673533,-0.6138984268000001
time_course__lb_192hr__2,1.0838199562,-1.2543424183,-0.0352452836,1.7732313111,-0.6193468371
time_course__lb_192hr__3,1.1122656578,-0.11476892350000001,-0.5303945045,1.5139675299,-0.5853166032
