,A,CsrA,ModE,Fnr,CueR
triclosan__wt__1,-0.05583967200000001,0.528606707,-0.060600817,-0.1493383958,-0.049898861600000004
triclosan__wt__2,-0.2319468044,0.0859190814,-0.010243148300000001,0.2514836118,-0.0850862789
triclosan__wt__3,0.2877864764,-0.6145257884,0.0708439654,-0.10214521600000001,0.1349851404
triclosan__evo_amx_tcs__1,1.1527050597,0.3733151724,-0.0423987159,-0.8570213898,-0.8631359945
triclosan__evo_amx_tcs__2,1.8429542457,-0.4113843438,-0.35131641890000004,-0.953865673,-1.0242413804
triclosan__evo_amx_tcs__3,-0.014739211600000001,-0.2019099295,0.2445392486,-0.3690855927,-0.7734048875
triclosan__evo_chl_tcs__1,0.9256492371,0.2875527245,-0.0947853365,-0.1095774129,0.0566295572
triclosan__evo_chl_tcs__2,1.4923677368,-0.2858305382,-0.2362845301,0.0461727258,-0.1401675187
triclosan__evo_chl_tcs__3,1.2063321811,-0.542171984,-0.076219351,0.30400400380000003,-0.18568704530000002
triclosan__evo_tet_tcs__1,1.3212595935,-0.4271948836,-0.057785732400000005,0.0976596165,-0.35870307030000004
triclosan__evo_tet_tcs__2,0.8160390860000001,-0.3335942154,-0.32562332380000003,0.026217808000000002,-0.7284528631
truHMM__48C_15m__1,0.77679385,-0.3792886727,-0.7738474277,0.44776296200000004,0.0813959361
truHMM__48C_15m__2,0.8156938721,-0.3159711857,-0.9430046944,0.5225921363,0.0370771528
truHMM__48C_15m__3,2.3592736155000003,-1.5727668904,-1.8907009769,0.07468775180000001,-0.4012283773
truHMM__48C_30m__1,-1.1070655122,-1.71268331,-2.8091853163,-1.368121549,-0.8609362384
truHMM__48C_30m__2,-1.2593906624,-1.6181519108,-2.414436179,-1.3692575224999999,-0.5635104765
truHMM__48C_60m__1,-3.4375582465,-1.9552998764,-1.5730522474000002,-1.0655740649,-0.4670949562
truHMM__48C_60m__2,-3.4289152419,-1.9586530927,-1.5760741129,-1.2220723641,-0.4496420524
truHMM__phos_0h__1,-0.09819437710000001,0.0144842936,0.1110862891,-0.0187283733,-0.0047173444
truHMM__phos_0h__2,0.09819437710000001,-0.0144842936,-0.1110862891,0.0187283733,0.0047173444
truHMM__phos_2h__1,-2.3681657615000002,-1.6338820216,-0.8054461265,-0.062006198000000005,-0.08494815060000001
truHMM__phos_2h__2,-2.250876923,-1.6339640121999999,-0.6922479462000001,0.0546371406,-0.12240552160000001
truHMM__phos_4h__1,0.8104082468,-1.8536117742,0.3551619822,0.588655707,0.35047481890000004
truHMM__phos_4h__2,0.7911900981000001,-1.7747091955,0.3572728013,0.6322269285000001,0.21065508700000002
truHMM__phos_4h__3,1.8723906268000001,-2.2813893223,-1.5152677548,0.16482961540000002,0.9983433562
control__wt_glc__1,0.0427808727,0.1958520705,-0.084430988,-0.052632,-0.150994226
control__wt_glc__2,-0.0427808727,-0.1958520705,0.084430988,0.052632,0.150994226
fur__wt_dpd__1,6.0351853738,-0.09237656550000001,0.20473306800000002,-0.22332754900000001,1.445121559
fur__wt_dpd__2,6.0289379433,-0.1194557525,0.378407117,-0.207263208,1.3998325280000001
fur__wt_fe__1,0.9022222255000001,0.2459396305,-0.291480968,-0.5591243690000001,-0.148187368
fur__wt_fe__2,1.4363211814,0.2203436805,-0.26072177,-0.518033721,-0.088004092
fur__delfur_dpd__1,6.6383938648,0.1719130205,0.067465657,-0.358693874,1.5572242840000001
fur__delfur_dpd__2,6.3855314023,-0.11975782750000001,0.086492833,-0.349967695,1.533295426
fur__delfur_fe2__1,5.0627384661,0.2951785905,-0.06595967400000001,-0.27282969900000004,0.08724907500000001
fur__delfur_fe2__2,5.1788652139,0.5069433305000001,0.01086965,-0.26540585,-0.104963864
acid__wt_ph5__1,2.9778852166,0.0660699305,-0.116084238,-0.524846931,0.722854949
acid__wt_ph5__2,3.1013119836,0.1028510805,0.060440072000000004,-0.539491976,0.876165759
acid__delgadx_ph5__1,3.977647179,-0.2535754995,-0.28316339,-0.480809823,0.34847572800000004
acid__delgadw_ph5__1,3.3245276095,-0.021066539500000002,-0.072607156,-0.5694477410000001,0.7777941970000001
acid__delgadw_ph5__2,3.2441900018,-0.1446202945,-0.017670991,-0.545782447,0.8136383450000001
acid__delgade_ph5__1,2.9676066052000003,0.2112146605,-0.19220251700000002,-0.49659595500000003,0.8402734460000001
acid__delgade_ph5__2,3.2455256893,0.13018145050000002,-0.134833414,-0.5235996460000001,0.8108316950000001
oxidative__wt_pq__1,4.1930436085,-0.11440742350000001,0.8591787540000001,-0.277983604,0.835675869
oxidative__wt_pq__2,4.4548742679,0.20333286050000002,0.742631738,-0.403604734,0.936435423
oxidative__deloxyr_pq__1,3.9774553221,0.1305154505,0.702243764,-0.117314808,0.6339035120000001
oxidative__deloxyr_pq__2,3.6753252539,0.0865703305,0.71465303,-0.052995724,0.727391764
oxidative__delsoxr_pq__1,4.693773624,-0.3172919355,0.281171288,-0.46957113400000006,0.870896353
oxidative__delsoxr_pq__2,4.715845247,-0.2352350795,0.30486315,-0.475574296,0.944128752
oxidative__delsoxs_pq__1,4.083073089,0.1544681005,0.46457838100000004,-0.138763319,1.237764186
oxidative__delsoxs_pq__2,3.8454862160000003,0.1293186005,0.19350064,-0.142115652,1.25160717
nac_ntrc__wt_csn__1,1.7351865136,0.16732168050000001,0.098171873,-0.158711963,0.910809206
nac_ntrc__wt_csn__2,1.9333321001,0.09839888050000001,0.06612028,-0.20401648900000002,0.9243399290000001
nac_ntrc__wt_cytd__1,0.7485828840000001,0.1899947705,0.19263363500000003,-0.22330206500000002,0.186788106
nac_ntrc__wt_cytd__2,0.5304179444,0.21086325050000002,0.161917687,-0.148782092,0.171988375
nac_ntrc__wt_gln__1,1.7325182585999999,0.3681575405,0.229935719,-0.133928986,0.8234752350000001
nac_ntrc__wt_gln__2,1.5588081126,0.2515535005,0.056000068,-0.07252378100000001,0.862517603
nac_ntrc__bw_delnac_csn__1,4.4267763757,-0.3591632905,0.19834748200000002,-0.17298681200000002,1.544721786
nac_ntrc__bw_delnac_csn__2,6.1045424531,-0.5385987375,0.132509125,-0.207335707,2.009821649
nac_ntrc__bw_delnac_cytd__1,1.8988177842,0.12517274050000002,0.11993911200000001,-0.39908493100000003,0.542147531
nac_ntrc__bw_delnac_cytd__2,2.16315495,-0.0847308595,0.183871832,-0.458070531,0.43983589300000003
nac_ntrc__bw_delnac_gln__1,2.2811110288,0.5096533105000001,-0.15673684400000001,-0.387752121,1.249270518
nac_ntrc__bw_delnac_gln__2,2.7692667943,0.5024611405,0.079645745,-0.318289392,1.442754545
nac_ntrc__bw_delnac_nh4__1,1.1946064677,0.12813325050000002,-0.063419362,-0.40746298400000003,-0.186487972
nac_ntrc__bw_delnac_nh4__2,1.3756902049,0.1342569505,-0.48770921400000006,-0.431925496,0.095888161
misc__wt_no_te__1,4.0735852907,0.3048140305,-0.07985452400000001,-0.574722853,0.7692654760000001
misc__wt_no_te__2,2.8881991294000002,0.1054048305,-0.284576626,-0.434576408,0.559663349
misc__bw_delcbl__1,2.9138414894,-0.6445330085000001,-0.273329592,-0.544797561,0.10220061600000001
misc__bw_delcbl__2,2.6518364773,-0.5868337265,-0.550098879,-0.510121476,0.085074327
misc__bw_delfabr__1,2.2119834845,-0.8147383605,-0.530889292,-0.54688357,-0.026612433
misc__bw_delfabr__2,2.169672334,-0.6155482375,-0.321538445,-0.5969020620000001,-0.13735696
misc__bw_delfadr__1,2.8351361934,-0.4963243915,-0.29171863400000003,-0.631839469,0.065754505
misc__bw_delfadr__2,2.3962492955,-0.3706181555,-0.147981934,-0.5991148660000001,0.327071665
misc__nitr_031__1,2.6739953286,0.3339521505,-0.279385202,-0.44621574300000005,1.3958187930000001
omics__wt_glu__1,-0.7801747306,-0.5301581845000001,-0.387518095,0.683629718,0.289347471
omics__wt_glu__2,-0.37715140620000004,-0.6383112465,-0.344260092,0.7885854680000001,0.438495334
omics__wt_gly__1,0.6335947677,-0.5453213985,-0.599935946,0.206760041,0.10194705100000001
omics__wt_gly__2,0.4320930075,-0.46108595750000003,-0.90155344,0.183314323,0.16392454
omics__wt_thr__1,-2.1196562455,-0.3715657265,-0.26282335700000004,-0.542585261,1.33363022
omics__wt_thr__2,-1.0906568798,-0.4436595405,-0.20318016200000003,-0.607156115,1.301911925
omics__bw_ac__1,-0.3425352238,-0.2229429015,-0.26827502200000003,0.045715161000000004,0.774324506
omics__bw_ac__2,-0.4660920364,-0.1759353365,-0.09541382400000001,0.09762738400000001,0.5968365520000001
omics__bw_fum__1,-0.3877136519,0.0471210005,-0.450253665,-0.18848155800000002,0.249939182
omics__bw_fum__2,-0.24381380960000001,0.0454862205,-0.5355300510000001,-0.242270962,0.276317651
omics__bw_glc__1,0.6413540889,0.5261349105,-0.044647893,-0.234511247,0.5340646840000001
omics__bw_glc__2,0.7357717656,0.5427119105,-0.14801849,-0.20882609800000002,0.6549762370000001
omics__bw_pyr__1,0.0981421655,0.2492081105,-0.6052820560000001,0.087242941,0.223624971
omics__bw_pyr__2,-1.1062624713,-0.033417049500000004,-0.313443876,0.022124095,0.38376961600000004
ompr__wt_nacl__1,1.2281747287,0.39548919050000003,-0.30534956900000004,-0.769651592,0.673867756
ompr__wt_nacl__2,0.9905463743,0.2717053105,-0.124640203,-0.646367331,0.5293551980000001
ompr__bw_delompr_nacl__1,-2.0800951108,0.5501551405,-0.6917266550000001,-1.035417797,-0.008901559
ompr__bw_delompr_nacl__2,-1.6996782224,0.5640848905,-0.7287698570000001,-0.98364399,0.125360624
minspan__wt_ade__1,-2.2964675444,1.0278783405,-0.17335313400000002,-0.57964238,-0.7461182890000001
minspan__wt_glc__1,0.2901459272,0.8514085105,-0.48319673300000004,-0.946672155,-0.592706064
minspan__wt_glc__2,-0.1279860485,0.8288832805,-0.43325123,-0.70245124,-1.033901883
minspan__wt_glc__3,-0.1204083739,0.6065106705000001,-0.15202462900000002,-0.6560544730000001,-0.721859676
minspan__wt_glc_anaero__1,-1.6806118272,1.1192801905,0.352083674,-1.37524121,-0.004619331
minspan__wt_glc_anaero__2,-0.4524491292,1.1878880105,0.34779872300000003,-1.519285843,0.151672109
minspan__wt_trp__1,0.28528198460000004,0.8084374505,0.138004802,-1.857965349,-1.025367399
minspan__bw_delcra_glc__1,1.8261880028,0.9131429605,0.037668071000000004,-1.7740696470000001,-0.491716313
minspan__bw_delcra_trp__1,-0.3584655806,1.1408585005,0.009520435,-1.679262271,-0.6224315930000001
minspan__bw_delmntr__1,1.6815576446,0.44211434050000004,0.35273223200000003,-1.5296943330000001,-0.407212299
minspan__bw_delnac_ade__1,-2.4449793923,1.3007920405,-0.076818562,-0.241030033,-0.915228166
minspan__bw_delnac_glc__1,-1.4917371552,0.9131800705,-0.068505405,-0.724032275,-0.821820948
cra_crp__wt_ac__1,-0.9681212404,-0.5470631785,-0.531848585,0.563029258,0.724238597
cra_crp__wt_ac__2,-1.1929042424,-0.6162504255,-0.516333854,0.5452901480000001,0.780104679
cra_crp__wt_fru__1,-0.6331618010000001,-0.7191323445000001,-0.44099058500000005,0.5749984380000001,0.33365102700000004
cra_crp__wt_fru__2,-0.136212933,-0.5080237005,-0.530014532,0.562240048,0.25940443
cra_crp__delcra_ac__1,3.5976021034,-0.4854731225,0.390355357,-0.350516384,0.736807981
cra_crp__delcra_ac__2,3.7976541297,-0.6675724745,0.225882395,-0.297698038,0.713602641
cra_crp__delcra_fru__1,2.9820542288,0.0045418905,-0.09427700400000001,-0.48628780600000004,0.818907212
cra_crp__delcra_fru__2,3.2539314237,0.1074158905,-0.312778045,-0.53814686,0.863182607
cra_crp__delcra_glc__1,2.6531269517,-0.1083919945,-0.424695521,-0.5029783950000001,0.11578827600000001
cra_crp__delcra_glc__2,2.6017062008,-0.0659068795,-0.294972652,-0.572787414,0.07002235400000001
rpoB__wt_031__1,-0.9431306689000001,0.45915340050000003,-0.062873264,-0.43926326200000004,-0.044631981
rpoB__wt_044__1,0.7438587874,0.2612247505,-0.32473118500000003,-0.355462483,0.6025369190000001
rpoB__wt_lb__1,2.8038699531,0.4835365305,-0.518439203,-0.431275444,0.144169381
rpoB__wt_lb__2,2.8948239828,0.23961636050000001,-0.41100772500000005,-0.47569201600000005,0.140169773
rpoB__rpoBE546V_031__1,-0.9223243548000001,0.31503439050000004,-0.677055257,-0.21907488400000003,-0.055524210000000004
rpoB__rpoBE546V_044__1,-0.9925802207000001,0.6950433005000001,-0.8303129990000001,-0.29527451800000004,0.25804682500000004
rpoB__rpoBE546V_lb__1,1.4667478226,0.1102473405,0.153616112,-0.177257513,-0.365462995
rpoB__rpoBE546V_lb__2,1.4697693471,0.08700427050000001,-0.174843029,-0.18967989200000002,-0.37662010300000004
rpoB__rpoBE546V_glc__1,0.9856152075000001,0.5159785305,-0.0050196550000000005,-0.139703868,-0.40084645
rpoB__rpoBE672K_glc__1,-0.4228545155,-0.7932000445,-0.44742943,-0.21448740600000002,-1.398428933
rpoB__rpoBE672K_glc__2,-0.3991200855,-0.6491481635,-0.602572828,-0.21332366900000002,-1.620239296
rpoB__rpoBE672K_lb__1,0.7936211703,-0.8877531945,-0.384061682,-0.31724649200000005,-1.870512835
rpoB__rpoBE672K_lb__2,0.4835166286,-0.6374859645000001,-0.527986877,-0.309938502,-1.500760545
crp__wt_fru__1,-0.8482013559,-0.09192757950000001,-0.374355149,-0.222994296,-0.540752612
crp__wt_glyc__1,-0.7334340462000001,-0.41220088850000003,-0.280163313,-0.174284776,-0.624412469
crp__wt_glyc__2,-1.1544084265,-0.3634756095,-0.20116244500000002,-0.089958595,-0.480499006
crp__delar1_glyc__1,3.2591534379000002,0.38210476050000003,0.5644143620000001,-1.2857264019999999,0.102209725
crp__delar1_glyc__2,4.9705802276,0.3164115605,0.5433262710000001,-1.501529713,0.35818377500000004
crp__delar1ar2_glyc__1,1.9935214280000002,0.0750736405,0.103048865,-0.155629982,0.13256457600000002
crp__delar1ar2_glyc__2,2.4678741583,-0.0556214695,0.10948429600000001,-0.114934488,-0.0018041910000000001
crp__delar1ar2_glyc__3,1.7906060096,0.0890194505,-0.011165708,-0.147109753,0.127817873
crp__delar2_glyc__1,6.4616765369,-0.10731328550000001,-0.052061979,-1.271483779,0.37387300300000004
crp__delar2_glyc__2,5.9832374011,-0.1463750215,-0.189333056,-1.177351436,0.34282781700000003
crp__delar2_glyc__3,6.052119523,-0.1698844135,0.025119796000000003,-1.174853432,0.412249342
crp__delcrp_fru__1,2.8145799757,0.3987284705,-0.290569214,-0.24670364600000003,1.130582554
crp__delcrp_fru__2,3.0405809504,0.4075676905,-0.16792400300000002,-0.217710901,0.9845861410000001
crp__delcrp_fru__3,2.622726144,0.5405560305,-0.381093171,-0.34636329800000004,1.022140389
crp__delcrp_glc__1,3.366253903,0.2642697405,-0.16930909200000002,-0.14795257,0.9908098120000001
crp__delcrp_glc__2,3.1190099003,0.2380519505,-0.24684545400000002,-0.13383598800000002,1.008965388
crp__delcrp_glc__3,2.9852542926,0.3178839605,-0.12428870500000001,-0.24589322600000002,1.0655076
crp__delcrp_glyc__1,5.4272963906000005,0.1831746505,-0.146321258,-0.17621799900000001,0.250895213
crp__delcrp_glyc__2,5.3916519488,0.2785540905,-0.126486955,-0.25661334,0.424990666
crp__delcrp_glyc__3,5.4941654563,0.3639743905,-0.245159331,-0.279568501,0.48889203000000003
glu__glu_ale3__1,-2.3741898036,0.7798227405,0.302572178,-1.531208371,0.514207641
glu__glu_ale4__1,1.3602678478999999,-0.17937110550000002,-0.367871245,-0.333096123,-0.272942022
glu__glu_ale5__1,0.2129143546,-0.1667866165,-0.688803774,-0.77865494,-0.694674354
glu__glu_ale6__1,-0.26389653700000004,-0.5411492155000001,-0.9920692990000001,-0.12059369700000001,-1.2932682
glu__glu_ale8__1,0.8296388932000001,1.0339528205,0.484915931,-1.378413375,0.428235921
glu__glu_ale9__1,-1.4963647604,0.4285158705,-0.060407678000000006,-0.7807343670000001,0.09675078200000001
glu__glu_ale10__1,-1.7970190497,0.5966536505000001,0.008157867000000001,-1.360002336,0.26566699800000004
42c__wt_42c__1,3.4331276127,-0.2536242355,-0.18600148500000002,-1.014558191,-0.114006562
42c__42c_ale1__1,2.4212586999,-0.1854684435,0.260355616,-1.871778225,0.112236047
42c__42c_ale2__1,2.4069423118,0.1856025405,-0.284119931,-0.44312802300000004,0.125335628
42c__42c_ale3__1,2.2824520696,0.1584118205,0.157871681,-0.17273049999999998,0.20248016700000002
42c__42c_ale4__1,0.1482867692,0.3879005105,-0.125706807,-0.320755442,0.9641573160000001
42c__42c_ale5__1,1.5151471982,0.2425821705,-0.07931919300000001,-0.527302844,-0.514371494
42c__42c_ale6__1,3.0645647518,-0.36865471250000004,0.517742186,-1.720490645,0.9285628300000001
42c__42c_ale8__1,0.8679164607000001,0.2767678705,0.369939501,-0.7990813750000001,1.091873401
42c__42c_ale9__1,2.0498943219,-0.11371415850000001,-0.34151580200000003,-0.447372739,-0.5366429770000001
42c__42c_ale10__1,0.6862249303,0.1668289105,0.40144129900000003,-0.9696312210000001,0.8614838290000001
ssw__wt_ac__1,2.0199903292,0.8915828505000001,-0.5920230790000001,-0.80825286,0.997726757
ssw__wt_glc__1,-1.695667925,0.7592415505,0.148913239,-0.249604124,-0.43034901200000003
ssw__wt_glyc__1,-1.7929539735,0.7889504305,0.30288674200000004,-0.396644965,0.35550395900000004
ssw__wt_xyl__1,-4.2167827292,1.7267357705,0.197508442,0.21574725800000003,0.057880774
ssw__glc_ale1__1,0.8509602398,0.3150237905,-0.32989392,-0.46381721600000003,-0.648226187
ssw__glc_ale2__1,1.3164270323,0.9680075205,0.20411124100000003,-1.5070222580000001,-0.427774162
ssw__glc_ale3__1,-0.3076152053,0.9810228705,0.23472874400000002,-1.237537221,-0.580108013
ssw__glyc_ale1__1,1.5503133357,0.19632252050000001,0.120766775,-0.391325409,-0.34508999300000004
ssw__glyc_ale2__1,-0.9759110458,1.0208419705,0.139351933,-1.29649857,-0.77080834
ssw__xyl_ale1__1,-0.5862726723,1.0948965505000001,-0.043928918000000004,-0.9544926520000001,-0.095461819
ssw__xyl_ale2__1,-0.6909891799,0.8015681705000001,0.027603568000000002,-0.635754672,-0.261226713
ssw__xyl_ale3__1,-1.2953434793,0.8231814705,-0.063905289,-0.9828595450000001,-0.056717997000000006
ssw__glc_ac_ac2__1,0.6136975501,1.5258613205,-0.003202162,-2.294399248,-1.004978283
ssw__glc_ac_glc1__1,-1.1687424569,0.9291213605,0.06772869100000001,-0.356102436,-0.318789563
ssw__glc_glyc_glc__1,-0.0922915274,1.4857122905,-0.30183543,-1.465999144,-0.059174241
ssw__glc_glyc_glyc__1,-0.9131498862,0.9496570005,-0.08096157,-0.580660179,-0.239483196
ssw__glc_xyl_glc__1,-0.5064052831,0.7764372705,-0.6295967330000001,-1.242127184,-0.777531904
ssw__glc_xyl_xyl__1,0.6467662472,0.7099420805000001,-0.44957063100000005,-0.7752710380000001,-0.970712776
ica__wt_glc__1,0.28670941580000003,-0.3078485065,-0.6400592030000001,-0.7268877690000001,-1.790935315
ica__wt_glc__2,-0.0246241005,-0.3159934985,-0.612991093,-0.769908319,-1.716438801
ica__wt_glc__3,2.3953012077,0.19939486050000002,-0.374618689,-0.5550889640000001,-0.75808056
ica__wt_glc__4,1.6397842967,0.7043609105,-0.322498809,-0.70189007,-1.212571497
ica__arg_sbt__1,-0.3885302041,-0.1446195245,-0.360041141,-0.9857155870000001,-0.767564684
ica__arg_sbt__2,-0.9710077233000001,0.061056410500000005,-0.23743898500000002,-0.8052297820000001,-1.083080982
ica__cytd_rib__1,0.3924303548,1.0433527405,-0.188837151,-0.643594239,-0.6868014020000001
ica__cytd_rib__2,0.0867336759,1.0180211005,-0.25398142100000004,-0.6875447610000001,-0.738831372
ica__gth__1,5.6773372364,0.6999625505,-0.439034894,-0.814034076,0.8687788430000001
ica__gth__2,5.7486470784,0.22965324050000002,-0.7479968060000001,-0.919774324,0.928304074
ica__leu_glcr__1,-0.0669143062,0.4938097805,0.011154384000000002,-0.538158396,-1.3918341650000001
ica__leu_glcr__2,-0.3454118335,0.4017320205,-0.154893825,-0.539788284,-1.605488604
ica__met_glc__1,-1.464448589,0.0891747905,-0.83979265,-0.73392979,-1.900130431
ica__met_glc__2,-1.2846990129,0.044682070500000004,-0.79432306,-0.730469433,-1.869874672
ica__no3_anaero__1,4.7414640641,0.8203711305,0.030437906,-0.799681293,0.06916095900000001
ica__no3_anaero__2,4.4407337368,0.8229350605,0.071751835,-0.764805285,0.191238511
ica__phe_acgam__1,0.44923827990000004,0.2688023405,-0.521623656,-0.558335586,-1.315016073
ica__phe_acgam__2,0.4804143504,0.2292675405,-0.46363318400000003,-0.491804536,-1.4693723380000001
ica__thm_gal__1,0.9362613943,0.1645915905,-0.292921058,-0.620650347,-0.396274304
ica__thm_gal__2,1.1045061294,-0.0388688695,-0.251372774,-0.6047507440000001,-0.25110197
ica__tyr_glcn__1,1.5391646753,0.1815862605,-0.560701444,-0.603412708,-1.7861310810000002
ica__tyr_glcn__2,1.143426811,0.0743676705,-0.569781513,-0.601450473,-1.680885379
ica__ura_pyr__1,2.327818922,0.5202889905,-0.131815501,-0.589455429,-1.213434297
ica__ura_pyr__2,2.2053167309,0.4824136705,-0.09466276500000001,-0.5449526920000001,-0.997855071
ica__wt_glc__5,0.5457073533,0.3514406405,-0.25100431700000003,-0.6705241160000001,-1.2270638950000001
ica__wt_glc__6,1.1118367069,0.3544425905,-0.37460268900000004,-0.606799751,-1.510463411
ica__bw_delpurR_cytd__1,-0.9347746325,0.1199670005,-0.47794361300000004,-0.719011072,-1.476201488
ica__bw_delpurR_cytd__2,0.0224611909,0.4132210705,-0.80141298,-0.696804961,-1.185732867
ica__ade_glc__1,0.148192142,0.47756535050000004,-0.615016435,-0.670683031,-1.202549833
ica__ade_glc__2,-0.6477594288,0.0881009505,-0.6315108530000001,-0.7218945370000001,-1.651241444
