,A,SoxS
SRX5694465,-0.7641590395000001,0.8354274892
SRX5694466,3.6898501008,0.8780450165
SRX5694467,0.436174094,0.7633672302000001
SRX5694468,1.1373145467,0.9015248990000001
SRX5694469,0.9195460101,1.7314176202
SRX5694470,-0.1534801025,-0.3223180536
SRX5694471,1.0442408434,0.5846260362
SRX5694472,1.1142583145,0.5872235038
SRX5694474,0.6791794372000001,0.7257460889
SRX5694475,-2.1321059849,-0.5774520917
SRX5694476,-0.0644953154,0.09529836
SRX5694477,-2.4388189952,-0.5412054981000001
SRX5694478,0.11596807810000001,1.0599983313
SRX5694479,-3.8032699864,0.2374730753
SRX5694480,-1.2612043217,1.60772998
SRX5694481,-1.2984426495,0.9085263957
SRX5694482,1.7059484603000001,-0.3262400916
SRX5694483,0.4918921731,1.1277914389
SRX5694484,1.3750878182,0.9386999932000001
SRX5694485,1.8675111818999999,0.4509517523
SRX5694486,0.4725835222,-0.0639251042
SRX5694487,-0.10949650970000001,1.4082975918
SRX5694488,0.7347505401000001,-0.7416034723
SRX5694489,0.9128104452,0.8136585506
SRX5694491,-0.4332499524,0.0363961477
SRX5694492,0.5971149242,0.2001081612
SRX5694493,2.1479348513,6.1643798859
SRX5694494,0.1300684073,-0.5262935017
SRX5694495,2.4363883817,0.4494042287
SRX5694496,1.5277096559,0.9749090699
SRX5694497,0.4105372544,0.7256149867
SRX5694498,1.5652870874,1.7593595396000001
SRX5694499,1.076540889,1.751595649
SRX5694500,2.969266824,2.7617807754
SRX5694501,-0.7492393301,0.6181654693
SRX5694502,1.3076908988,2.5075698415
SRX5694503,2.8949731699,2.1991752686
SRX5694504,1.1009713873,-0.1561691235
SRX5694505,-4.7674351163,-1.1222379598
SRX5694506,1.6903479412,1.8257510406000002
SRX5694507,1.5301659748,1.2193057628
SRX5694508,-1.5826836838,0.7821057964
SRX5694509,3.5953187547,3.5904763389000003
SRX5694510,-0.4667565494,1.3420793821
SRX5694511,0.0813240122,0.8506569307
SRX5694512,-0.9555870556,-0.1245240499
SRX5694513,-1.4981809292000001,1.5380983798
SRX5694514,-3.5916598135,-0.8614962568000001
SRX5694515,6.5332887507,1.4486035979
SRX5694516,4.8555130359,0.6872766149
SRX5694517,1.2635110641,1.3086276388
SRX5694518,-1.8490998059,-0.2760686911
SRX5694519,1.1325087003,1.0235755845
SRX5694520,2.0390398021,1.4897593298
SRX5694521,0.5617354535,0.5845534467
SRX5694522,0.1087084266,-1.2189971707
SRX5694523,1.256371662,-0.1977913058
SRX5694524,1.4223300266,0.3911624534
SRX5694525,1.0387993798,0.1284152789
SRX5694526,3.936700379,1.5259110242
SRX5694527,2.1526359399,2.460158026
SRX5694528,-3.6638024569,0.07493562940000001
SRX5694529,0.6965226710000001,0.1201097817
SRX5694530,1.2477067521,1.2124686997
SRX5694532,1.7493531785,2.4707313586
SRX5694533,0.7148871397000001,1.1024038899
SRX5694534,2.6402847514000003,6.7229596204
SRX5694535,1.3696578572,1.2174743899
SRX5694536,0.3437854047,-0.8612462674
SRX5694537,0.9236682717,1.550234794
SRX5694538,0.4140521915,1.3987683314
SRX5694539,0.5886882828000001,1.0290859878
SRX5694540,1.4481743703,1.9149427959
SRX5694541,1.5457271949,1.8975508755
SRX5694543,5.1432346566,0.4708601589
SRX5694544,-0.5257513677,-0.1253632061
SRX5694545,0.4202477052,0.1899890102
SRX5694546,4.610432596,1.988827164
SRX5694547,0.7996141383,2.1796641691
SRX5694548,0.2735735286,0.3388654124
SRX5694550,-0.9074635333000001,2.6044733082000002
SRX5694551,0.7780689349000001,0.8748494485
SRX5694552,0.9849605587,0.9914830709
SRX5694553,1.3436265688,0.7214335541
SRX5694554,0.170002058,0.3639243511
SRX5694555,1.8843700682,0.20795290290000001
SRX6072760,0.1544560252,-0.8074320408000001
SRX6072761,1.4413052715,-1.0770563455
SRX6072762,0.14721702150000002,-0.7672149771
SRX6072763,1.3361986792,-0.6398054502
SRX6072764,1.2257118249,-1.0886809266
SRX6072765,0.7370196583,-0.7923156027
SRX6376491,-2.0053326235,0.8937691545
SRX6376492,-4.0319296064,-0.5154575963
SRX6376493,-4.4355132549,-0.9425022959
SRX6376494,-5.8518208711,-0.5748185063
SRX6376495,-3.1234044494,1.2720908421
SRX6376496,-1.7545392416999999,0.5307494926
SRX2723951,0.08743524300000001,0.6870448113000001
SRX2723952,-0.29411034550000004,1.0264022155
SRX2723953,0.5024123531,0.4879142703
SRX2723954,0.3286502034,1.6165381507
SRX2723955,-0.9330030506,-0.0739130331
SRX2723956,0.7455094962000001,1.0167146533
SRX2723957,0.24564979720000002,0.2533704194
SRX2723958,-0.8861885918,-0.5135766389
SRX2723959,0.8359813755000001,0.52554132
SRX2723960,0.3813173821,0.110140157
SRX2723961,0.7874237135000001,1.7364579917
SRX2723962,0.9712652279,1.1922248657
SRX2723963,0.7597634804000001,0.9847032273
SRX2723964,-0.3292173962,0.7426169290000001
SRX2723965,1.3047381278999999,1.119807072
SRX2723966,0.25930515590000003,-0.8790008433000001
SRX2723967,-0.6860390322000001,0.0915986104
SRX2723968,0.42673387630000004,0.7874022329
SRX6977206,2.5350499697,0.9366884912000001
SRX6977207,2.1868711933,0.3483890727
SRX6977208,6.1855304472,3.1472388853
SRX6977209,6.4282062348,2.8321677847
SRX6977210,6.3468192654,2.7450550479
SRX6977211,-0.0952610772,0.3400891281
SRX6977212,0.3353227803,-0.25372428480000003
SRX6977213,-0.2400617031,-0.08636484330000001
SRX6977214,3.1955248693,0.6947912868
SRX1153733,-0.0230820682,0.3373130583
SRX1153734,0.0230820682,-0.3373130583
SRX1153735,0.18917143050000002,2.9343459687999998
SRX1153736,0.8731956865,2.4576169775
SRX5204053,0.1363171709,-0.3385773235
SRX5204054,0.21027215270000002,0.429843903
SRX5204055,0.2279716373,-0.1865057943
SRX5204056,-0.4217208066,0.29735608
SRX5204057,-0.6225599145,0.7567784809
SRX5204058,-0.3660266266,0.8853560237
SRX5204059,-0.018844024,0.4473104538
SRX5204060,-0.07827375810000001,0.2107324931
SRX5204061,0.4466411294,0.7946134522
SRX5204062,0.22931697880000002,1.0793874594
SRX5204063,0.006782463900000001,0.7496094121
SRX5204064,-0.6959083619,0.8681157217000001
SRX5204065,-0.11727629020000001,1.48058764
SRX5204066,-0.1962095758,1.2950132844
SRX5204067,0.336679488,1.8259235612
SRX5204068,-0.836976464,0.6522531235
SRX5204069,-0.5950517994,0.6486102964
SRX5204070,-0.263026235,0.6189549265000001
SRX5204071,0.9265612269,0.18667493300000002
SRX5204072,0.22159648110000002,-0.287013699
SRX5204073,-0.0698061351,0.0724859717
SRX5204074,-1.0067355486,0.8787677787
SRX5204075,-0.5606888086,0.1813571923
SRX5204076,-0.6521511731,0.48723925370000004
SRX5204077,-1.433641325,0.2068846311
SRX5204078,-1.0338067973,0.5300825012
SRX5204079,-1.6906858764,0.6347558021
SRX5204080,-0.3532202233,0.2396160705
SRX5204081,-0.30097427190000003,0.517545546
SRX5204082,-0.5262940254,0.38807649510000003
SRX5204083,2.0418683156,-0.22249456380000002
SRX5204084,1.6494477086,0.0369437886
SRX5204085,1.4661111183,0.6105212501
SRX5204086,1.1108065801,-0.5462179435
SRX5204087,2.0885236883,-1.3753051813
SRX5204088,0.9192253061000001,-1.3572749372000001
SRX5204089,0.4046002918,0.4940553789
SRX5204090,-0.2788678948,0.2718307057
SRX5204091,0.5985297773,0.21509571
SRX5204092,0.44374975200000005,0.5428197739
SRX5204093,0.42452450270000003,0.8608561474
SRX5204094,0.16853763900000002,0.37205780720000003
SRX5204095,-0.2884520224,-0.18122636120000002
SRX5204096,-0.2919295563,-0.41112948990000003
SRX5204097,0.5803815788000001,0.592355851
SRX683459,-0.508734786,-0.1010186819
SRX683460,0.9886438027000001,4.0084649271
SRX683461,-0.0906772334,-0.34883668830000003
SRX683462,-0.539288161,3.609895178
SRX683463,0.5994120194,0.4498553702
SRX683464,0.9649851378000001,3.6907785605
SRX683465,-0.5886209824,0.8259605181
SRX683466,1.2454371988,3.3435023838999998
SRX683467,0.6979803289000001,0.1435354936
SRX683468,1.3123416823,3.5553564277
SRX683469,0.24094731760000002,1.018770178
SRX683470,1.9651735049,3.6988463424
SRX322077,-0.0797076412,-0.6813426425
SRX322078,-0.0460563223,-0.1044166671
SRX322079,-0.12164416900000001,-0.6003869397
SRX322080,-0.8603062076,-0.2837538029
SRX322081,-0.8649472962,-0.2175225282
SRX322082,-1.0954301332,-0.1385728399
SRX322083,-0.0109267197,0.2548254547
SRX322084,0.1999343421,0.08008956610000001
SRX322085,-0.18900762240000002,-0.3349150208
SRX2708592,-0.8551190006,-1.5622847211000002
SRX2708593,-1.6404065346,-2.5728184853
SRX2708594,-0.2455937518,-0.8780905081
SRX2708595,-0.3861080846,-0.5837942824
SRX2708596,0.1336215614,0.27981908580000003
SRX2708597,0.25248652320000003,0.3039751966
SRX2708598,-0.6631859047,-2.5320776003
SRX2708600,-0.9235408091,-0.44835401760000004
SRX2708601,-0.3147779338,0.022727722500000002
SRX2708602,0.2314036137,0.0831339089
SRX2708603,-0.1882603316,0.3365337598
SRX3073814,-0.10553752300000001,-0.1785547478
SRX3073815,1.1814853733,-0.565899966
SRX3073816,1.5790704403,-1.2022741378
SRX3073817,0.8294591988000001,-2.3990416416
SRX3073818,-0.7008733545,-2.1801462267
SRX3073819,0.0973899339,0.2057866408
SRX3073820,0.2442907322,-0.9174246643
SRX3073821,-0.5542645307,-2.0288612552
SRX3073822,0.21958001300000002,-1.7059972977
SRX3073823,-0.8976363876000001,-0.7534841809
SRX3073824,0.10553752300000001,0.1785547478
SRX3073825,1.1585433416,-0.2723882096
SRX3073826,1.5031483596,-0.9691092278000001
SRX3073827,1.2545192301,-1.8250541459
SRX3073828,0.3543752969,-0.9740820538
SRX3073829,0.0857340937,0.1212617378
SRX3073830,0.42684956420000003,-1.1768477578
SRX3073831,0.3412293744,-2.0229526868
SRX3073832,0.4973541906,-1.6932815963
SRX3073833,-0.9292572720000001,-1.0518889756
SRX2391456,-0.1064481168,0.2649516598
SRX2391457,-0.1297077127,0.1147603532
SRX2391458,-0.180297263,0.1299931984
SRX2391459,-0.36097543060000004,-0.13414630500000002
SRX2391460,-0.3892389893,-0.1350785119
SRX2391461,-0.4572962727,0.0534762362
SRX2391462,-0.333859018,-0.08307484820000001
SRX2391463,-0.6545752159,-0.0529530318
SRX2391464,-0.5805888453,0.2108328992
SRX2391465,0.0313772674,0.0695812868
SRX2391466,-0.1492354494,0.1345058714
SRX2391467,-0.0255527113,-0.064829967
SRX2391468,-0.2739786086,-0.0281744984
SRX2391469,-0.2203425431,-0.09030153390000001
SRX2391470,0.5089462556000001,0.050630347400000004
SRX2391471,0.308350493,-0.2083191931
SRX2391472,0.0613467876,-0.029896481500000002
SRX2391473,-0.0658314423,0.0827254218
SRX2391474,-0.4023397986,-0.022669457900000002
SRX2391475,0.053408844000000004,-0.0682208592
SRX2391476,-0.1565927299,-0.2885544064
SRX2391477,0.2727662058,-0.1707722994
SRX2391478,-1.0876482883,-0.6356387008000001
SRX2391479,-0.2374068121,0.158168777
SRX2391480,0.6380427971,0.2005982843
SRX2391481,0.5049717138,0.0958763126
SRX2391482,0.5792989829,0.1487996103
SRX2391483,0.2967656581,0.2448978951
SRX2391484,-0.1683447006,0.0073277316
SRX2391485,-0.008337497900000001,0.0275740746
SRX2391486,-0.1043722463,-0.0737537078
SRX2391487,-0.3459469663,-0.0986019061
SRX2391488,-0.30047538430000004,-0.1360191419
SRX2391489,-0.23581672210000001,-0.2111137152
SRX2391490,-0.25361899400000004,-0.0530423125
SRX2391491,-0.19038118510000002,0.0055842714
SRX2391492,0.009626817000000001,0.16490495
SRX2391493,-0.1753994641,0.1669562585
SRX2391494,-0.09938381710000001,0.1079784299
SRX2391495,0.0255527113,0.064829967
SRX2391496,-0.1116402898,0.2213489194
SRX2391497,-0.005932405,0.1051501615
SRX2391498,-0.1080282476,-0.009538770200000001
SRX2391499,0.0016010636,-0.15030319790000002
SRX2391500,0.23397784970000002,0.1056692791
SRX2391501,-0.0345661262,0.0836297527
SRX2391502,-0.11745323340000001,0.035402968300000004
SRX2391503,0.2411786334,0.14103736960000002
SRX2391505,0.056612461700000005,0.0263793885
SRX2391506,-0.0169096465,-0.1743620187
SRX2391507,-0.5074121454,-0.19931960910000002
SRX2391508,-0.0848737046,-0.3562457061
SRX2391510,0.3830964045,0.0489149594
SRX2391512,0.2197732813,-0.0243048558
SRX2391513,0.2745469365,0.12383744840000001
SRX2391514,-0.1105421655,0.0741104304
SRX5632598,0.7113811265000001,-0.460045323
SRX5632599,1.5783151257,-0.1744800983
SRX5632600,-1.061279931,0.440763561
SRX5632601,-1.213359962,-0.24915441430000002
SRX5632602,1.5469822173,3.3104254958
SRX5632603,-1.890935492,-1.8545140444000001
SRX5632604,1.0930241563,2.3911632583999998
SRX5632605,1.6362354906,2.7009357757
SRX5632606,0.7402434777,-0.0430953763
SRX5632607,1.8064706046999999,-0.2723552334
SRX5632608,0.0101610662,-0.0420446946
SRX5632609,0.08862227140000001,0.3188088638
SRX5632610,-0.8151278433,0.0175417405
SRX5632611,-0.0987833376,-0.2767641692
SRX5632612,-0.47651199860000004,-0.3067479957
SRX5632613,0.1593384871,0.33062285150000004
SRX5632614,1.4292700752,-0.017936287500000002
SRX5632615,1.4529421637,0.42651593330000004
ERX2874132,-0.1468744905,1.8066746195
ERX2874133,-0.46890727670000004,1.7488615981
ERX2874134,-1.97851315,0.3289667045
ERX2874135,-2.2158093979,-0.6092253397
ERX2874136,-2.2196329834,0.47716489970000003
ERX2874137,-2.8222054335,-0.3248866941
ERX2874138,-0.7847902459,0.7194690014
ERX2874139,-0.9812530497,0.4896391523
ERX2874140,0.2289805749,0.3565189808
ERX2874141,-0.2289805749,-0.3565189808
ERX2874142,0.44436881970000003,1.4394039287
ERX2874143,0.3712425938,0.9425907786000001
ERX2874144,-1.7155839441,0.5425050063
ERX2874145,-1.7684549006,0.46131166960000003
ERX2874146,-0.4270783246,0.6613394828
ERX2874147,-0.5609831829,0.2609554914
SRX1300292,0.2140344337,0.6711787104
SRX1300293,-0.2140344337,-0.6711787104
SRX1300299,0.5198030339,0.4497101713
SRX1300300,-1.7159483821000001,-1.1037368788
SRX1300304,-0.1577741615,-0.3849995735
SRX1300305,0.4531838962,0.4244748225
SRX1300306,-0.28349431080000004,0.3843269487
SRX1300310,-0.8117563566,1.0717284577
SRX1300311,-0.9310330367,0.4540626277
SRX7291195,0.3458093572,0.0423005001
SRX7291196,0.3038311315,0.3102986289
SRX7291197,0.4970942806,0.050390289000000005
SRX7291198,0.061204351600000005,0.3403563859
SRX7291199,-0.0627706741,-0.2206587974
SRX7291200,0.0015663226,-0.11969758850000001
SRX7291201,0.7153600015,0.8702881703
SRX7291202,0.5637691952,1.5759055791
SRX7291203,0.4551699194,0.8368059453000001
SRX7291204,0.1834640287,0.0316205524
SRX7291205,0.0028419966,0.1823312109
SRX7291206,-0.1315532841,0.3242544804
SRX2436955,4.7645371788,2.2124515583
SRX2436956,-0.2743028315,0.0928610133
SRX2436957,-0.19953535660000002,0.7271117502000001
SRX2436958,-0.28587948080000003,1.2219072662000001
SRX2436959,1.2971381216,1.5239187272999999
SRX2436960,1.1094563916,1.0621641727
SRX2436961,3.2237798168,1.0759300603
SRX2436962,-1.8950188836000001,-0.6815112293000001
SRX2436963,-0.6629664775,0.3047822845
SRX2436964,-1.0814862085,-1.6454046189
SRX2436965,-4.7065934001,2.1717734136
SRX2436966,-0.0266171038,0.19292705640000002
SRX2436967,2.9833872682,1.0481367336
SRX2436969,-0.6075013035,-0.0042973177
SRX2436970,0.22282631790000001,0.39223158750000003
SRX2436971,2.8686098073,0.9225069578
SRX2437029,-2.3749589594,-0.8829571123000001
SRX2437030,5.1004898742,2.3731705428
SRX2437031,-2.3165188961,-0.29128463800000004
SRX2437032,-2.8150049983,-1.0559364507
SRX2437033,1.8489383262999999,-0.1277838775
SRX2437034,-4.5227449846,2.3900865406
SRX2437035,0.9413746654,1.0778150826
SRX2437036,1.0026080968,1.7910009049000002
SRX2437037,-1.4155823857,-1.6038819468
SRX2437038,-0.3528232995,-0.1611169638
SRX2437039,0.3171741388,0.5210449225
SRX2437040,0.35256556780000003,1.7684623973
SRX2437041,4.9716930765,2.3841112015
SRX2437042,1.4769160097,-0.3831462017
SRX2437043,-1.5158048386,-1.3078989702000001
SRX2437044,1.461825079,-0.48729744890000004
SRX4705203,-0.4610417909,0.044954516300000004
SRX4705204,1.8711270749,-0.323535516
SRX4705205,1.5596872001,-0.3688739019
SRX4705206,1.5132955887000001,-0.1503656468
SRX4705207,2.3436478395,3.6536413194
SRX4705208,1.4378004855,0.9168393518
SRX4705209,2.9571097222000002,3.3293732206
SRX4705210,1.2403562775,0.4429974579
SRX4705211,1.3978250777,0.3646087702
SRX4705212,1.2179188794,0.30729279190000003
SRX4705213,-0.5849261707,0.0291404536
SRX4705214,0.14984332250000001,0.0098192238
SRX4705215,0.16993751240000002,-0.4884090131
SRX4705216,-0.25591008600000004,-0.18752289200000002
SRX4705217,0.3914730294,0.4559846912
SRX4705218,0.12958239230000002,0.18098753650000002
SRX4705219,1.5812637128,0.1585245166
SRX4705220,1.0356193986,-0.3058826031
SRX4705221,1.9672625508000001,0.1199590179
SRX4705222,1.8404563016000002,0.1977498889
SRX4705223,-0.16407509480000002,0.9987135651000001
SRX4705224,-0.627367215,-0.2479232046
SRX4705225,0.698623524,-1.3608096033
SRX4705226,0.9792843634,-1.4484519146000001
SRX4705227,1.0998915161,-1.147626942
SRX4705228,-0.7421236004,-1.0841467557
SRX4705229,-0.8605237332000001,-1.452082591
SRX4705230,-1.8816943296000002,-1.5701520421000001
SRX4705231,2.1679447272,0.0409702418
SRX4705232,1.8763767914,0.3338124488
