,A,soxS
rpoB__rpoBE546V_044__1,-1.20743187303,6.520587584133231
rpoB__rpoBE546V_lb__1,-0.5517801042830001,6.5295819763329
rpoB__rpoBE546V_lb__2,-0.272127456015,6.27889563983877
rpoB__rpoBE546V_glc__1,-1.03098895607,6.215996959395981
rpoB__rpoBE672K_glc__1,-2.09793822225,3.14430626298706
rpoB__rpoBE672K_glc__2,-2.35630372368,4.07295968286827
rpoB__rpoBE672K_lb__1,0.0677267325926,6.5600261309817505
rpoB__rpoBE672K_lb__2,0.38416680876500003,6.49448640125612
crp__wt_fru__1,-1.3310066336,6.36926933755467
crp__wt_glyc__1,-3.4205426847400004,5.80377443463295
crp__wt_glyc__2,-3.2424442021799997,5.48810743366792
crp__delar1_glyc__1,0.315717271385,5.81822923320942
crp__delar1_glyc__2,0.258073848684,5.842415345852519
crp__delar1ar2_glyc__1,-0.38312477180699994,6.38286287101921
crp__delar1ar2_glyc__2,-0.364639695831,6.282193429774491
crp__delar1ar2_glyc__3,-0.693058678493,6.11268607031122
crp__delar2_glyc__1,-3.63699612128,5.608848400841469
crp__delar2_glyc__2,-3.97174495107,5.62179341018257
crp__delar2_glyc__3,-4.76180429272,5.256902480364349
crp__delcrp_fru__1,0.529338168505,6.074404168896541
crp__delcrp_fru__2,0.395551668083,6.0525983554207095
crp__delcrp_fru__3,0.40785567607100004,5.91732216856922
crp__delcrp_glc__1,0.815265766376,6.37254714333943
crp__delcrp_glc__2,0.37987976365599996,6.23311710759233
crp__delcrp_glc__3,1.23229720595,6.60495882068148
crp__delcrp_glyc__1,2.39620528894,6.87170893681113
crp__delcrp_glyc__2,2.56123755245,7.69538732847688
crp__delcrp_glyc__3,2.02704915834,7.24073934750518
glu__glu_ale3__1,-0.290054346257,5.85539405157876
glu__glu_ale4__1,-0.634876753304,6.201343328429219
glu__glu_ale5__1,-1.14023449501,6.4830189304664305
glu__glu_ale6__1,-2.5863309292400003,5.62322822012311
glu__glu_ale8__1,-0.46865576636399997,6.343880745920299
glu__glu_ale9__1,-1.1529267439700002,5.39411557376569
glu__glu_ale10__1,-0.388218194763,5.619058183328169
42c__wt_42c__1,-1.20494954028,5.60740052332119
42c__42c_ale1__1,-0.0988886685454,5.627911871517941
42c__42c_ale2__1,-1.61830040802,6.31402448073986
42c__42c_ale3__1,-2.7006665903400005,6.1956683750611194
42c__42c_ale4__1,-0.32382319458299996,6.59333645819992
42c__42c_ale5__1,-2.12156851711,6.30911872333425
42c__42c_ale6__1,0.747922434501,5.967870818598139
42c__42c_ale8__1,0.0307936619338,6.75533297725671
42c__42c_ale9__1,-2.03218262129,6.465571935061459
42c__42c_ale10__1,-0.22476939765299997,5.7963935134060005
ssw__wt_ac__1,-0.611631232431,6.43153762987224
ssw__wt_glc__1,-0.393917494775,6.67372849614894
ssw__wt_glyc__1,-2.94801707755,4.57491221176668
ssw__wt_xyl__1,-2.20784542628,4.75488961244125
ssw__glc_ale1__1,-1.57190126317,4.24031646897394
ssw__glc_ale2__1,-0.857890679268,6.079762873446059
ssw__glc_ale3__1,-0.8400252381559999,5.13239053285195
ssw__glyc_ale1__1,-3.8787511509800003,4.70548886140617
ssw__glyc_ale2__1,-2.10695422224,6.53151465448294
ssw__xyl_ale1__1,-2.37048198971,6.19762086128541
ssw__xyl_ale2__1,-3.57443506241,5.4782128665876995
ssw__xyl_ale3__1,-1.7173963426899999,6.4018307742751395
ssw__glc_ac_ac2__1,-2.70462790889,6.74929334360996
ssw__glc_ac_glc1__1,-1.3455671132799998,6.45392491156379
ssw__glc_ac_glc2__1,-1.2931323490200002,5.361635456366611
ssw__glc_glyc_glc__1,-1.59273820659,5.3066908469438
ssw__glc_glyc_glyc__1,-3.31797092095,5.5272433631136595
ssw__glc_xyl_glc__1,-1.85839975931,5.7483585941130695
ssw__glc_xyl_xyl__1,-2.53289565686,5.83272560513609
pgi__glu4_delpgi__1,-1.6312064945200002,5.99965910583102
pgi__pgi_ale1__1,6.74182919761,8.25465738107103
pgi__pgi_ale2__1,5.1786438417300005,7.414887188718031
pgi__pgi_ale3__1,4.04802744491,6.3859387312266
pgi__pgi_ale5__1,5.04065076243,7.30562760152277
pgi__pgi_ale6__1,-0.0411711701279,6.265611861317401
pgi__pgi_ale7__1,-0.5615993164109999,6.40438353842663
pgi__pgi_ale8__1,0.18734662033399999,6.450017212666331
ica__wt_glc__1,-2.00742040492,5.723911872985519
ica__wt_glc__2,-2.78597098958,4.91951469899891
ica__wt_glc__3,-0.710913126919,6.058746963583769
ica__wt_glc__4,-1.1164290975700002,5.61671397908595
ica__arg_sbt__1,-4.706220313409999,4.76923570405415
ica__arg_sbt__2,-4.01693639187,5.41098939665269
ica__cytd_rib__1,1.10443160832,8.3915640163034
ica__cytd_rib__2,1.77088978022,8.5238340897446
ica__gth__1,2.8935367321900003,8.37544313087968
ica__gth__2,1.61141691359,7.83992857631467
ica__leu_glcr__1,0.18267126634,7.147698490752861
ica__leu_glcr__2,-0.245302144121,6.87794160358658
ica__met_glc__1,-2.1505274760099997,5.23491356086775
ica__met_glc__2,-2.31993093448,4.99536460166595
ica__no3_anaero__1,-1.4498381721,5.74596470434836
ica__no3_anaero__2,-1.95731179866,5.64044204030216
ica__phe_acgam__1,-1.61825013807,5.98923277990716
ica__phe_acgam__2,-2.11899281562,5.70046763575785
ica__thm_gal__1,-1.4083425239899998,6.44830948260676
ica__thm_gal__2,-1.41648076873,6.234189675937119
ica__tyr_glcn__1,-1.71867408072,5.64050181138957
ica__tyr_glcn__2,-1.84997042595,5.54621294742025
ica__ura_pyr__1,-1.65617717298,6.19240240509922
ica__ura_pyr__2,-3.02345282339,5.94459157852656
ica__wt_glc__5,-2.01096873027,5.45748200787874
ica__wt_glc__6,-1.9884263930700001,5.73800288871912
ica__bw_delpurR_cytd__1,-1.60378729504,5.81321451289624
ica__bw_delpurR_cytd__2,-0.919270474234,6.07257349079739
ica__ade_glc__1,-0.762977281229,6.25579324886333
ica__ade_glc__2,-0.862236989607,6.06255666866511
ytf__wt_glc__1,-0.195858456278,6.43782045397941
ytf__wt_glc__2,0.324124154068,6.70934174187207
ytf__delyafC__1,-1.22668443305,5.66799413455231
ytf__delyafC__2,-1.10461170591,5.4052920866403
ytf__delyeiE__1,-2.16364488099,5.098481669047
ytf__delyeiE__2,-2.2205974515099998,5.543845009777139
ytf__delyiaJ__1,-0.6065774758829999,5.96122359878028
ytf__delyiaJ__2,-0.382695287111,5.838597034573509
ytf__delyieP__1,0.180824567086,6.9647392189638
ytf__delyieP__2,0.629680973041,7.2737874694642
ytf__wt_ph5__1,1.93281574243,7.949577129007901
ytf__wt_ph5__2,2.75501049047,8.11007635393007
ytf__wt_ph8__1,-0.528830738096,6.7329585227957
ytf__wt_ph8__2,-0.07815969862960001,6.8025985511217595
ytf__delybaO__1,-1.3095561193799998,6.191217616368509
ytf__delybaO__2,-0.297042189267,6.671158087572921
ytf__delybaQ__1,-0.504326354477,6.121338527026451
ytf__delybaQ__2,-0.174086532342,6.234512823811571
ytf__delybiH__1,-0.209235678743,6.44739659178358
ytf__delybiH__2,0.666095732742,6.71020878109833
ytf__delydcI_ph5__1,2.37877174745,8.0162982963981
ytf__delydcI_ph5__2,2.10065739972,8.09308817869753
ytf__delydcI_ph8__1,-0.33955656987599997,6.752863674635741
ytf__delydcI_ph8__2,-0.791565408093,6.82582046971305
ytf__delyddM__1,-0.322620156609,6.130228161068571
ytf__delyddM__2,0.00443347752068,6.396771136699161
ytf__delyheO__1,-1.31419161656,5.32111219733134
ytf__delyheO__2,-0.856794523197,5.836968507236559
fps__bw_glc__1,-0.555032082944,6.24813322543615
fps__bw_glc__2,-0.470592674082,6.27455943015911
fps__fps_thrA_ale1__1,-1.1641873025700002,6.383917622857551
fps__fps_thrA_ale1__2,-1.43337208104,6.27365808912279
fps__fps_thrA_ale2__1,-2.4967570014,6.1932947739156505
fps__fps_thrA_ale2__2,-2.10633423068,6.55958951740588
fps__fps_serB_ale1__1,-0.664377465138,6.08467830234547
fps__fps_serB_ale1__2,-0.26654369389000004,6.05339698219226
fps__fps_serB_ale4__1,1.09199263419,6.308172035795651
fps__fps_serB_ale4__2,1.1625520979700001,6.67586702425974
fps__fps_ptsI_ale1__1,-1.4009307581400001,6.82823583962766
fps__fps_ptsI_ale1__2,-1.60076311472,6.64016347277441
fps__fps_ptsI_ale3__1,-2.74328608686,5.951936951582231
fps__fps_ptsI_ale3__2,-2.46705146157,6.287069273034559
pal__lyx_ale2_f6__1,-1.3795034397,6.5124141390557995
pal__lyx_ale2__1,-2.4416761049,6.10436927452838
pal__lyx_ale2__2,-2.30235743908,6.00422387008543
pal__lyx_ale4__1,-2.4416761049,6.10436927452838
pal__lyx_ale4__2,-2.30235743908,6.00422387008543
pal__5drib_ale10_f18__1,-1.39745821515,8.28212234863341
pal__5drib_ale10_f18__2,-1.44030377033,8.41169798053207
pal__5drib_ale10__1,-3.9664141833599995,6.93339864451401
pal__arab_ale14_f9__1,4.256831754619999,9.40442263756627
pal__arab_ale14_f9__2,4.10880501978,9.144101978276279
pal__arab_ale14__1,3.1992363723799997,8.89878096803354
pal__arab_ale14__2,3.4651990538599997,9.00283081834916
pal__arab_ale16__1,-3.69885312633,6.15521153243054
pal__arab_ale16__2,-2.48515596376,7.645680551992741
pal__tartr_ale26_f10__1,-1.31334826166,6.8161235245821
pal__tartr_ale26_f10__2,-0.645225922931,7.30859797557545
pal__tartr_ale26__1,-1.55461009419,6.723977588577251
pal__tartr_ale26__2,-0.403621033402,7.39947369190599
pal__tartr_ale28_f10__1,-1.0075622905500001,7.05749707380625
pal__tartr_ale28_f10__2,1.88226952905,8.56931813776051
pal__tartr_ale28__1,0.41589706943899996,8.034376731176339
pal__tartr_ale28__2,0.938815200388,8.3528146266958
efeU__delmenFentC_citr__1,-1.09603671001,4.87890463348435
efeU__delmenFentC_citr__2,-1.0749246928899998,4.93522599897686
efeU__delmenFentC__1,1.4364511439399998,7.037579521091519
efeU__delmenFentC__2,1.3401678392,6.87409253671587
efeU__menFentC_ale39__1,-1.60551601472,4.70296379528735
efeU__menFentC_ale39__2,-0.925485204035,4.7420569076436205
efeU__menFentC_ale29__1,-0.865781824687,3.9092057486405496
efeU__menFentC_ale29__2,-0.227712291402,4.56422744763449
efeU__menFentC_ale30__1,-4.5060279331199995,4.48531288597493
efeU__menFentC_ale30__2,-2.5094776923900004,4.56825906009683
efeU__menFentCubiC_ale36__1,-1.9492065338999998,4.93732682223112
efeU__menFentCubiC_ale36__2,-2.3368006504900003,4.91700451963289
efeU__menFentCubiC_ale37__1,-2.38921872259,4.48548350964536
efeU__menFentCubiC_ale37__2,-2.31288633157,4.38303818529864
efeU__menFentCubiC_ale38__1,-1.19495493508,5.1318957438518495
efeU__menFentCubiC_ale38__2,-1.59971203301,4.7302022872045395
