,STM4042A
ERX1045662,-0.7389167248
ERX1045684,0.0421392134
ERX1045660,0.0432415816
ERX1045664,0.0199354227
ERX1045670,-0.7820119143
ERX1045667,0.30826241
ERX1045675,-0.5090755406
ERX1045673,-1.0393998288
ERX1045677,0.0992046516
ERX1045679,-0.1841548819
ERX1045659,-0.7268225516
ERX1045663,0.12762594230000002
ERX1045668,-0.16777749250000001
ERX1045689,-0.2669907533
ERX1045685,-0.3768577044
ERX1045683,-1.0217241617
ERX1045680,-0.7069525204
ERX1045666,0.06843863060000001
ERX1045658,-0.2655215835
SRX1816875,0.0493446548
SRX1816859,0.0627166997
SRX1816857,0.3060355702
SRX1816863,-0.0937173158
SRX1816867,-0.7183987804
SRX1816858,-0.36875226990000004
SRX1816879,-0.4165473925
SRX1816878,-0.2770976329
SRX1816868,-0.32166959240000004
SRX1816866,0.0580145128
SRX1816870,-0.5884816133
SRX1816880,-0.2751463988
SRX1816864,-0.26933355000000003
SRX1816874,-0.2532064093
SRX1816877,0.0096330588
SRX1816861,-0.6374360347
SRX1816872,-0.3387713485
SRX1816862,-0.6595976083
SRX1816871,-0.5724124386
SRX1816876,-0.023270959600000002
SRX1816869,-0.5881034593000001
SRX8370456,-0.2614677795
SRX8370458,0.3570087779
SRX8370457,-0.09554099840000001
ERX321085,0.0541523553
ERX321083,0.1981262425
ERX321086,-0.1981262425
ERX321081,0.2563517345
SRX974437,0.0
SRX976478,-0.8614428416000001
SRX976341,-0.7904028802
SRX976476,-0.1996622448
SRX976336,-0.7177556616
SRX976480,-0.8593428358
SRX976335,-0.3385489826
SRX976343,-1.3006246986
SRX976468,0.2245672101
SRX976471,-1.0182484483
SRX976474,-1.4722554848
SRX976469,-0.1380452281
SRX976470,-1.6918475175
SRX976482,-1.4625662476
SRX976344,-1.6212645529
SRX976475,-1.1566734852
SRX976473,-0.6512517368
SRX3456073,-3.1688118088
SRX3456063,-3.89547087
SRX3456076,-3.5345827823000002
SRX3456082,-1.7283797848
SRX3456094,-2.8335372046
SRX3456067,-4.5104119767
SRX3456061,-3.3764176068
SRX3456065,-0.4414039568
SRX3456064,-3.4486167977
SRX3456085,0.4743510496
SRX3456079,-2.4991164337000003
SRX3456084,-0.9957093746000001
SRX3456074,-3.2008797305
SRX3456080,0.12376777800000001
SRX3456070,-0.404731339
SRX3456069,-2.1601257198
SRX3456089,-0.8364642981
SRX3456062,-4.2788784462
SRX3456087,-1.6519837177999999
SRX3456066,-3.5914553691
SRX3456092,-2.9235213133
SRX3456075,-0.2865479904
SRX3456098,-1.830985501
SRX3456096,-2.5597528415
SRX3456068,-4.1958167545
SRX3456060,0.4414039568
SRX3456072,-4.0523115526
SRX3456093,-1.9429894363
SRX3456097,-2.0580379622
SRX3456077,-4.1225073921
SRX3456071,-3.8961311482000003
SRX3456078,-3.5001444052
SRX4029144,0.5487681282
SRX4029145,0.19667715430000002
SRX4029142,-0.239045263
SRX4029141,0.2584535239
SRX4029146,-0.0199254842
SRX4029143,-0.0194082609
ERX2173642,0.1190680186
ERX2173639,-0.054691571
ERX2173641,0.4232644873
ERX2173640,0.054691571
SRX3139264,0.1155979657
SRX3139266,0.7591661802
SRX3139265,-0.1155979657
SRX3139267,0.5906480768
SRX2949967,-0.0247148674
SRX2949969,-0.093925307
SRX2949968,0.0247148674
SRX2949970,0.2105036173
SRX7514165,0.10863025330000001
SRX7514167,0.6724882196
SRX7514159,-0.30782921960000004
SRX7514156,0.0033277615
SRX7514162,-0.0312544022
SRX7514172,-0.27915360640000003
SRX7514171,-0.028376664200000002
SRX7514155,-0.0842702413
SRX7514161,-0.4241994611
SRX7514173,-0.2322937103
SRX7514166,0.8456641781
SRX7514160,-0.33584855700000005
SRX7514164,-0.2492477516
SRX7514175,0.2073691811
SRX7514168,0.950687919
SRX7514158,-0.044102676800000004
SRX7514163,-0.0597646421
SRX7514169,-0.38317770290000003
SRX7514152,-0.4840873022
SRX7514157,0.0407749153
SRX7514170,-0.3626190212
SRX7514174,-0.2016783772
SRX7514154,-0.1420863111
SRX7476251,0.1272096916
SRX7476248,-0.5486904389
SRX7476249,-0.0693643452
SRX7476252,-1.1353536653
SRX7476246,0.2439701423
SRX7476255,-0.4028663514
SRX7476247,0.6236559218000001
SRX7476254,-0.4014536762
SRX7476244,0.39339582640000004
SRX7476250,-0.1272096916
SRX7476245,0.7536499742
SRX7476253,-1.3767247106
SRX1639010,0.2112647393
SRX1639002,-0.0804994868
SRX1639013,-0.6126977316000001
SRX1638990,-0.0052470457
SRX1638991,-0.5042566853
SRX1639016,-0.4197503933
SRX1639008,-0.1181564325
SRX1638993,-0.4437418893
SRX1639000,-0.1027323156
SRX1639009,-0.2646194032
SRX1639012,0.062188524
SRX1639015,0.16523628980000002
SRX1639001,-0.3590634666
SRX1638989,0.0
SRX1638992,-0.4236380286
SRX1638995,-0.7289337098
SRX1639011,0.4377655566
SRX1639014,0.0494878263
SRX1639007,0.0418187878
SRX1638994,-0.8477995572
SRX334198,0.5314656762000001
SRX334211,1.5416020786
SRX334183,-0.24240775390000002
SRX334205,-0.7696787636
SRX334185,-0.2940530021
SRX334203,0.2368115621
SRX334202,-0.2861510225
SRX334201,0.8206762344
SRX334184,-0.2590516281
SRX334199,0.3706508471
SRX334188,-0.1441821999
SRX334207,-0.3072817049
SRX334186,-0.6776353333
SRX334196,-0.6840403373
SRX334194,-0.5150228139
SRX334212,0.9106220512000001
SRX334190,-0.7063056744
SRX334181,-0.3691637252
SRX334189,-0.1816231233
SRX334204,0.17100984330000002
SRX334200,1.2954601243
SRX334214,0.0
SRX334197,0.2032836118
SRX334213,0.6946656010000001
SRX334210,-0.008272095
SRX334195,-0.0232765292
SRX334206,-0.2385933292
SRX666590,0.5716329002
SRX666587,0.227770682
SRX666588,-0.227770682
SRX666589,0.3741905151
SRX4665717,-0.6157401582
SRX4665719,-0.4462786402
SRX4665716,-0.4587712245
SRX4665710,-0.115852254
SRX4665712,-0.2360724
SRX4665726,1.5009451944
SRX4665731,1.0477993173
SRX4665733,1.6371525068000001
SRX4665732,-0.5379670197
SRX4665725,0.0
SRX4665713,-0.6291212694
SRX4665711,-0.9938662730000001
SRX4665728,-0.36185580040000004
SRX4665709,-0.0383763686
SRX4665727,-0.812215733
SRX4665706,-0.2083500004
SRX4665722,-0.0197989176
SRX4665708,0.4524018012
SRX4665715,-0.5933311086
SRX4665718,-0.1806527838
SRX4665705,-1.0063792742
SRX4665704,-0.45447665800000003
SRX4665714,-0.4822325423
SRX4665723,-0.4753463096
SRX4665703,-0.2657022827
SRX4665720,1.0554045707
SRX4665729,-0.2624482849
SRX4665695,-0.34015882480000004
SRX4665685,-0.4325360542
SRX4665673,-0.43400557430000003
SRX4665700,-0.9977451472000001
SRX4665682,0.182554823
SRX4665670,-0.2619929508
SRX4665701,-1.4316032133
SRX4665699,-0.6840684255
SRX7268193,0.7624294686
SRX4665686,-0.0975399646
SRX4665679,-0.9636010874000001
SRX4665690,-0.3499086151
SRX4665681,-0.14164447160000002
SRX4665687,0.8154137619
SRX4665676,0.4863657089
SRX4665693,1.3197720132000001
SRX4665692,0.0
SRX7268192,0.3717184039
SRX4665684,0.12969484180000002
SRX4665677,-0.040505793400000004
SRX4665698,1.142858763
SRX4665675,-0.2030573444
SRX4665683,-0.0708982081
SRX4665696,-0.5745769816
SRX4665694,-0.2811219719
SRX4665678,-0.7679791074000001
SRX4665689,-0.3276180026
SRX4665697,0.1697014711
SRX4665680,-1.1631391586
SRX4665702,1.0193554899
SRX4665672,-0.47164339660000004
SRX4665671,-0.346684304
SRX3471976,-0.26453672170000003
SRX3471978,-0.2320910591
SRX3471973,-0.2869636511
SRX3471974,-0.577806512
SRX3471975,0.0
SRX3471977,-0.3012517229
SRX1392948,0.1831057969
SRX1392949,0.462500746
SRX1392950,0.48071737950000004
SRX1392951,0.8735599269000001
SRX1392954,0.1862708558
SRX1392955,-0.1862708558
SRX4340129,-0.058350306000000005
SRX4340130,0.058350306000000005
SRX4340131,0.3435991496
SRX4340132,0.15122221460000002
SRX4340133,-0.027775647900000002
SRX4340134,0.1619946761
SRX8537506,-0.10354540970000001
SRX8537507,0.11735685200000001
SRX8537508,-0.0138114424
SRX8537509,0.4306215839
SRX8537510,-0.2499304943
SRX8537511,0.23560031210000001
