,A,CadC,ArcA,Lrp,OmpR,gadE,GadX,hns
SRX6489465,2.9885598796,-0.0144859635,-1.1412931212,0.8923981296,0.8941369961000001,1.4504367569,1.2019824507,-0.1807664728
SRX6489466,1.9631773115,-1.7717444455,-1.3610413978,-0.6426236984,0.29568956020000003,0.8506557013,-0.5045289348,-0.0907122476
SRX6489467,5.4339294473,-1.6946482831,-1.2445931649,0.2923435379,1.0669934348,0.9936986337,-0.6305184192000001,0.3082687048
SRX6489468,3.9104805539000003,-1.4064910156,-1.0844773372,0.3822452958,1.0006558364,1.7328054999,0.234992732,0.3379025303
SRX6489469,6.5974275559,-1.4415804631,-1.2057146664,0.45637266930000003,0.7654969634000001,0.8639113555,-0.2312585027,0.12136969610000001
SRX6489470,2.0862516197,-2.1231608935,-1.1663520224,-0.326722685,0.197684245,-0.3381223969,-0.6208551296,-1.0080812869
SRX6489471,2.844006693,-1.2561083214,-1.3199865412,0.18155045890000002,0.8975091168,1.6276807151,0.5304134570000001,-0.0863613176
SRX6452027,2.5895031834999997,2.1395466121,1.3487612159,0.9404696237,-1.4739378392,0.3683551329,1.3302998399,1.8073523909
SRX6452029,-0.12674276710000001,-0.041140853500000005,-0.1205748881,-0.1515388614,-0.10728471440000001,-0.1480297586,-0.1310117716,-0.0544999308
SRX6452030,2.8789091635,2.2231376053,1.3799665865000001,0.7117004582,-1.3999566529,0.9833554511,1.908978785,1.5425572323
SRX6452031,1.1956231856,-0.6486433903000001,0.3409236023,-0.4722923062,-0.1652819713,-1.3420508709,-1.0903635777,-0.1330063326
SRX6452044,2.2325912525,-0.2984632597,0.21495707700000002,-0.9211709592,-0.3442199615,-0.25690067850000003,-0.9552388805,-0.1406345544
SRX6452045,0.32317789150000004,-0.7074408435,0.5988323535,-0.28827429400000004,0.3963740536,-0.1327174521,-0.7339468920000001,-0.0933626263
SRX6452046,0.31279248660000003,-0.7263269859,0.17335244460000002,-0.6354277109,-0.0048971941,0.3252175014,-0.9957722098,-0.3614606192
SRX6452047,2.5969285704000002,2.3582573454,1.1378923818,0.47840596560000004,-1.1034080086,4.9709795032,2.7441682074,1.7228807332
SRX6452048,0.12674276710000001,0.041140853500000005,0.1205748881,0.1515388614,0.10728471440000001,0.1480297586,0.1310117716,0.0544999308
SRX6452059,3.0227608053,2.5074106871,1.0703387567,0.5557090716,-1.2153192831,5.0429175016,2.74999011,1.8168397571
SRX1828491,-1.0824613196,0.389449447,0.9847594599,0.6857922788,0.4527859074,1.5747706483,0.7074100885,-0.028705585500000002
SRX1828492,-0.8890084736,0.1920366729,1.0641314952,0.8760484215000001,0.5364562713000001,0.8929383492,0.5794775675,-0.1202583053
SRX1828493,-0.3025726526,0.0975167188,0.4470775843,0.64876325,0.3401800963,1.3562430102,0.0611528921,-0.0908639124
SRX1828494,-1.7370790445000002,0.40738496960000004,0.9888960972,1.2056140604,1.210371542,2.5621666216,0.302665006,0.3179651663
SRX1828495,1.0276221226,0.4849734533,-0.3516493636,0.2603298422,-0.4429302859,-0.546055547,-0.5501747814,-0.0563841818
SRX1828496,0.6097042446000001,0.33880273320000004,-0.0888831399,0.2227768954,0.1046003389,-1.2700057,-0.2425478063,0.06618733090000001
SRX1828497,-0.018152010200000002,-0.1922207498,0.6470682595,0.2650009698,0.011032551000000002,0.7998263080000001,-0.4847835569,-0.1562590073
SRX1828498,0.8066338074,-0.8694241315000001,0.5005750261,0.48509761970000004,-0.2436163534,-0.6970760496,-0.3390308956,-0.0885352413
SRX1828499,0.8040012532,0.1699164793,0.44943581320000003,0.5629283758,-0.3269541326,-0.3047266294,-0.08241920970000001,-0.3414103484
SRX1828500,0.42863794580000003,0.0193145264,0.6363389736,0.7281081608000001,-0.10436068670000001,0.6878036231,-0.1026468903,-0.5846245038
SRX1828501,0.39446995300000004,0.6533611449000001,0.5226066503,0.36403358010000003,-0.0378451537,-0.0304009514,0.2968353563,0.2744970915
SRX1828502,0.9760929024,0.3574275068,0.2223851306,0.19318318980000002,-0.4435284184,0.45612852880000004,0.6735296426,-0.0542978631
SRX1828503,1.1506973227,1.1837396217,0.0892295235,0.5671175634,-0.2177500637,-0.2267274844,-0.1120541349,0.0784576074
SRX1828504,0.7482084948000001,0.625667123,0.2306965681,0.4314848885,-0.6025877056,-0.0032825925,-0.2762665673,0.16289816000000001
SRX1828505,0.4987570168,0.7315551130000001,0.2943102145,-0.1039573478,-0.0571952535,1.126242467,1.0228880996,0.017381964700000002
SRX1828506,-0.11614414370000001,1.1269398618,0.5272311071,0.3120105125,0.2021375642,1.1041621851,1.429601907,-0.0194386389
SRX1828507,0.2170633964,0.0217184253,-0.11984394920000001,-0.0702854068,0.0117272451,-0.5109488979,-0.2425556392,0.0726349446
SRX1828508,-0.2170633964,-0.0217184253,0.11984394920000001,0.0702854068,-0.0117272451,0.5109488979,0.2425556392,-0.0726349446
SRX3796953,0.1610553291,0.032890893500000004,-0.0676967451,-0.030001383200000002,-0.0521908478,-0.0599356497,-0.1316107078,-0.0927627345
SRX3796954,-0.1610553291,-0.032890893500000004,0.0676967451,0.030001383200000002,0.0521908478,0.0599356497,0.1316107078,0.0927627345
SRX3796955,0.6987604897,-0.5493485064,0.1233067759,0.6844362994000001,0.13210345410000002,2.0563456544,-0.3114356967,0.2753272571
SRX3796956,0.1231458185,0.28472334520000003,0.20364527300000002,0.2085798669,0.7237374894,1.8205942773000001,0.3295436465,0.4441069399
SRX3796957,0.4882184376,-0.2548098097,1.6182345706999999,-2.7074960758,0.3537781848,3.7141429664,2.3719852848,-0.7668020693
SRX3796958,0.9471740076,0.6486566126000001,1.594982006,-2.2073135144,0.5007667927,4.2217823961,1.764353945,-0.5128253665
SRX3796959,0.1015011353,0.35321728410000003,0.0672035128,0.23984084090000002,0.10647951230000001,1.9453790962,1.0838371212,0.2229912454
SRX3796960,0.2192024915,0.21390333350000001,-0.0222688136,0.1635503158,-0.0504812724,1.2384031253,0.9192796157,0.033590905000000004
SRX3796961,-0.3354444401,0.6039716685000001,0.0424268426,0.17172141970000002,0.07835777590000001,2.9251834726,0.7276953023,-0.19548375580000002
SRX3796962,-0.7934056734,-0.3101488174,-0.3133300406,0.1494903623,-0.0682366393,2.0369656114,0.0447975999,0.0433619383
SRX3796963,0.9605027599,0.4927196475,1.5958580575,-2.3844169869,0.0982271928,3.2114334956,2.2742682134,-0.3339490493
SRX3796964,1.1238435222,0.9054483752,1.7177042546,-2.3370652507,-0.0687382218,4.6347097488,2.0635670066,-0.1516296021
SRX3796965,0.5825429907,0.225584256,-1.0287892827,-1.8502456161,-1.0585605653,-5.5985151096,-3.5488796827,-0.1530548675
SRX3796966,0.2299289864,0.1731639802,-1.0047560455,-1.9031192534999999,-1.1024559088,-5.5972586096,-3.5968025755,-0.1721426553
SRX3796967,0.6636237978,0.0941956443,0.3254800541,-0.5145144508,0.0884401194,4.0935326011,1.0716996448,0.12252733680000001
SRX3796968,-0.34396277010000004,-0.0398382438,0.1120321633,-0.8630342392,-0.6083457943,4.7277823374,1.4778488821,-0.19978727570000002
SRX3796969,1.4460022626,0.3600118953,0.4894026192,-1.3111394682,-0.6186838135,5.5668382076,1.9272049149,-1.9507388761
SRX3796970,0.8871426979,-0.2507817174,0.6397665666,-2.1154706037,-0.2897786114,3.7891183423,1.9049786732,-1.8163245993000001
SRX3796971,1.1971084591,0.6883453141,-0.0407208341,-10.1521245118,-0.2608110306,-0.015126809000000001,0.2627086039,0.0410985067
SRX3796972,0.5440270183,0.2501481453,-0.014845037,-10.1521245118,-0.2537226222,-0.7840491582,-0.0487940739,0.057708133200000004
SRX3796973,0.5768178944,0.46243784400000004,0.5397192637,-10.1521245118,0.0183763173,1.1393022945,-0.39585538470000003,0.0681414528
SRX3796974,-0.5211032362,1.0870885594,0.48378118270000003,-10.1521245118,0.13627122220000001,1.9245519572,0.5840091110000001,-0.068109165
SRX3796975,1.4593868169,0.2003827708,1.3182395307,-10.1521245118,-0.0769417448,4.4405257711,2.3840016443,-0.9673475542000001
SRX3796976,1.3224843419,0.1972978151,1.3320724377,-10.1521245118,-0.2528695946,3.8265835931,1.8718541390999999,-1.0082690979
SRX3796977,0.041147730800000004,0.48343553800000005,0.4198393247,-10.1521245118,-0.0722778304,4.3331053308,2.2670824208,0.0144481257
SRX3796978,0.0300990154,0.0106012048,0.5218605334,-10.1521245118,-0.0455728424,4.2918956332,1.7957549281,0.009223766000000001
SRX3796979,-0.487853232,1.230312754,-0.12638412400000001,-10.1521245118,0.1120054649,3.6336255137,1.0813992994,-0.2636079904
SRX3796980,-0.5873786564,1.191342587,-0.1359480794,-10.1521245118,0.4276753071,3.6213078559,0.9818783270000001,-0.0306609753
SRX3796981,1.2039250773,0.596768913,1.2536283473,-10.1521245118,0.0871427547,3.5205207475,2.4643984211,-0.3165101455
SRX3796982,1.5310566964999999,0.5099446168,1.4218786994000001,-9.8672853717,0.3495347605,4.2014068078,2.2361288179,-0.1492903382
SRX3796983,0.5112197962,0.3527235516,-0.7977188794000001,-9.8472322576,-1.0565215287,-5.5274157158,-2.9058143901999998,-0.1422466503
SRX3796984,0.8875272758,0.250447609,-0.7443303324,-10.1521245118,-1.0349383059,-5.4094061103,-2.983579104,-0.2323125882
SRX3796985,-0.24689020720000002,1.010918351,0.7261719226000001,-9.5276696438,-0.077877783,4.3774353077,1.0947864892,-0.1534561887
SRX3796986,0.3811324417,1.2002311728,0.8865826679000001,-10.1521245118,-0.252398954,5.2552961373,1.9452452033,0.0736897754
SRX3796987,3.0602107595,0.5141477307,-0.9243434027,-10.1521245118,-1.1952443172,1.2355226306,-0.5555285357,-1.7521595226
SRX3796988,1.7060270365,-0.18529487390000002,-0.4780419603,-10.1521245118,-0.6781684471,0.3749333293,-1.2249072589,-1.3963593675000001
SRX2568270,-0.4932705181,-0.2989558626,-0.0418893319,-0.1740887635,0.1412763987,0.8141041027,0.2273322996,0.0830690152
SRX2568271,0.0292280211,0.2693834034,0.3591658249,-0.0768579895,-0.4690845135,-0.2788368852,-0.2212560184,-0.2252624241
SRX2568272,0.20095294600000002,0.7534594041,-0.8304810236,-0.29923456860000003,0.1531991864,0.1981551219,-0.19644832510000002,-1.702772118
SRX2568273,-1.4465185549,1.5244733751,-0.9492480625,-0.4526764187,0.14754010450000002,-0.1699067602,-0.6239938976,-2.4535515610000003
SRX2568274,-2.8732549551,1.2151903075,-0.7195329218000001,-1.4944345094,0.2271634617,-1.8275321187,-0.12957312240000002,-2.228225644
SRX2568275,0.4932705181,0.2989558626,0.0418893319,0.1740887635,-0.1412763987,-0.8141041027,-0.2273322996,-0.0830690152
SRX2568276,-0.4019567073,0.49630910250000004,0.36484522820000004,-0.2692647181,-0.0295650607,-0.273488599,-0.21090329060000002,-0.0204269285
SRX2568277,-1.6452047064,0.6011395973,-0.2926059744,-0.0776187967,-0.2203581588,-0.9565406131,-0.0549460997,-1.1511956007
SRX2568278,-1.4450316417,1.4193951378,-0.96780511,-0.7796522576,0.23403600570000002,-0.8368226108,-0.0942399563,-2.1435108388
SRX2568279,-2.0366567369,1.3151382311,-0.8880264464000001,-1.1713922136,0.1866336361,-3.5377494287999998,-0.9682936657000001,-2.0009657382
SRX3421856,-0.07773441810000001,0.1092949415,-0.0702595117,-0.0391011556,-0.1216443197,-0.083610904,-0.09027419390000001,-0.0023761767
SRX3421857,0.07773441810000001,-0.1092949415,0.0702595117,0.0391011556,0.1216443197,0.083610904,0.09027419390000001,0.0023761767
SRX3421858,1.7458346752,1.1280610608,0.9398787361000001,-1.4029457082,0.2192299209,2.4188836689,2.1085921628,0.9135806686
SRX3421859,2.0221796296,1.5180759763,0.8303069123,-1.3017004343,0.0316345592,2.7778087729000003,2.1791524409,1.3020952097
SRX3421860,0.6353792507,0.6348100793,0.946656288,-0.6950490788,0.4872397097,-1.2051692975,0.14591896740000002,0.7265746042
SRX3421861,0.2641061978,-0.4039545516,1.1842926666,-0.5546800431000001,0.3522227106,0.3849973991,1.1061016072,0.9303192341000001
SRX3421868,4.0230591918,2.690135592,2.0597493091,-2.9827201132,0.6897500979,0.5800076389000001,1.2041849507,2.8974495703
SRX3421869,3.9902394935,2.2527748739,1.9871094608000002,-2.7841109133,0.7734898007000001,-1.2051692975,0.2916606195,2.7496471347
SRX2606337,0.1259616431,0.4503344832,-0.0109633621,-0.052812482300000005,0.0766201638,-0.2154379618,-0.5448927581,0.1523824112
SRX2606338,-0.0749660525,0.13863639460000002,0.1915417136,-0.10589080020000001,0.1496783412,0.2325248046,-0.22170508660000002,0.19151833410000002
SRX2606339,-0.5613979290000001,0.5692866219,0.4382787508,0.13890009520000002,0.6367124363000001,-0.2694350138,-0.5379820976,0.3114437286
SRX2606340,-0.5163163408,1.3833743033,0.8004866388,0.1291079563,1.0489428236,1.6309372977,0.25850512470000003,0.6169196954
SRX2606341,0.3181713506,-0.27204392110000003,1.9152520917,0.3004471439,1.2259355107,-0.4615558133,1.0926467296,-0.4657844666
SRX2606342,-0.6923947486,0.2060964827,1.1996490032,-0.09947817140000001,1.9042858847000002,-0.1336675902,1.169086706,0.3824800793
SRX2606343,-1.0153389971,1.2643934613,1.8380215310999999,-0.3231236548,1.8583091262,1.9711570742000002,3.4950685964,0.9499111297
SRX2606344,0.4358538737,0.26690670980000003,2.6258083189,0.7460154073,1.9196062395000002,0.15062787660000002,0.840033723,1.2847953268
SRX2606345,0.6648416619,0.3300340445,3.0698813737,0.8000679278,2.2957288682,0.5655402299,2.8308285932,2.5135133863
SRX2606346,-0.3324605037,0.2546966664,0.1445234506,0.1238717104,0.1497387313,-0.0914622046,1.3317690489,0.13528979230000002
SRX2606347,-0.19188788610000002,-0.2955319869,-0.054104921800000004,0.0367324978,0.008028346300000001,-0.12032990260000001,0.4015879225,-0.045933346300000004
SRX2606348,-0.47734460840000004,0.2571801541,0.2699377164,-0.0929464423,0.2069442596,0.0791241954,-1.0319414557,0.0445563936
SRX2606349,0.0798264003,1.1644315948,0.555827049,0.2025045521,0.9109922530000001,1.3641303149000001,-0.5707558207,0.3187072627
SRX2606350,-0.6661582806,1.6440699151,0.6926915157,0.1287871819,1.1441419640000001,2.0618456189,0.0106050465,0.44266837950000004
SRX2606351,-0.1263328186,-0.3137291998,1.4906963293,0.1861443562,1.2656029765999999,-0.6280745216,0.8396628846,-0.4805899676
SRX2606352,-0.7849378321,0.7140671333,1.3683929035,-0.11038986890000001,1.6757712302,-0.30733217430000004,1.4112423343,0.5215912884
SRX2606353,-0.4963342224,0.2531809306,0.494319569,-0.5372491961,0.2260943473,0.9852809989,1.3138725692,0.4383080408
SRX2606354,0.2757602501,0.15168116310000002,2.6405668813,0.7068202666000001,1.9955710012,0.3104825699,1.0697569936,1.3399560514
SRX2606355,-0.1577941218,0.9134084296,3.0132033942,0.7367755168,2.3706973513,-0.0010608211,2.7636628193,2.6073860968
SRX2606356,-0.6209879434000001,0.4152029443,0.6155141427,0.4609246393,0.6398950062000001,0.8142810456,1.4111065373,0.2054965722
SRX2606357,0.0659262429,-0.1548024963,0.0650682839,0.016079984500000002,-0.0846485101,0.3357678644,0.1433048355,-0.1064490649
SRX2606358,-0.6808905381,-0.0367263503,0.131948695,-0.0466309701,0.06957393170000001,-0.1764592408,-0.40598691670000003,-0.0871307588
SRX2606359,-0.5408530586,1.1260919847,0.718830944,0.0735059929,0.8581649301000001,1.3823738169,0.29543858300000003,0.29333439980000003
SRX2606360,-0.38391865680000004,1.1337355918,0.5866470260000001,0.1751794513,0.8580328225,1.7603801571000002,0.39780484110000003,0.29840873560000003
SRX2606361,0.6182326225,-0.0414228046,2.694957389,0.38214387800000005,1.2288152035,0.2983960236,0.7825865601,0.0074976225
SRX2606362,-0.6175390659000001,0.4509034329,0.9684479897,-0.1005630088,1.9399497549,0.0230905193,1.1929517958,0.1550411543
SRX2606363,-0.7013202449,1.1809924329,1.3434742516,-0.7817182533,0.9959613224,1.8533967364000001,3.10736669,0.8551706621
SRX2606364,0.5818977876,0.2213723965,2.7551351866,0.7795437621,2.0477175724,0.36894145780000004,1.1530068093999999,1.4128048027
SRX2606365,0.3247890417,0.6611042016,3.1088214481,0.9181027254,2.4311636967,0.376605735,3.1764136724,2.6838894266
SRX2606366,-0.4027734988,0.6375473807,0.6884983213,0.5039252657000001,0.811797423,0.9917352162,1.483579351,0.2287948004
SRX3648427,-0.9460810787,-0.3599704851,-0.20198363290000002,0.6630685649,0.46246951220000004,-0.4461304001,0.5076675643,0.0574735197
SRX3648428,-0.1573514533,0.0272663419,-0.3189827836,0.1550190619,0.2878416606,0.35621562160000003,0.6951321571,0.3673334227
SRX3648429,-1.6297824791000002,0.1169279681,-0.12733909570000002,0.8466753165,0.1765256219,0.1774180323,1.2280884955,0.2758621195
SRX3648430,1.3110206232000001,0.399486793,-0.0382179776,-0.1310972154,0.4688584866,1.6324990654,0.38827854430000003,-0.3148872231
SRX3648431,1.3421844999,0.28961435,-0.0983834053,-0.0422508243,0.4083203246,1.7424993541,0.6417958675000001,-0.2801679682
SRX3648432,-0.2863613721,0.6464537679,-0.5537662898,-0.2571997454,0.1190500028,1.7363277532999999,0.5384381117,-0.28719947300000004
SRX3648433,-1.0851826742,-0.27084693600000004,0.3127793779,0.6644495504,0.3512282962,-0.1049496768,0.7411797958,0.1990817739
SRX3648434,2.3135275108,0.2814028762,-0.1031121172,-0.1784902223,0.0718613258,0.9829865568,0.22371543630000001,0.0214865424
SRX3648435,-1.127535203,0.29801762930000003,-0.2769198177,-0.43597441600000003,-0.3668601616,-0.6248704191000001,-0.9038748276,-0.0035647397
SRX3648436,0.062083072100000004,-1.2633272369,-0.7942616282,-1.6307053537,-1.6494085779,-4.8385280232,-1.5502380721,0.783847202
SRX3648437,0.1405202749,-1.2247208745,-0.4111183861,-1.9281791681,-1.4123579880000001,-4.7690741737,-1.8865195842,0.9607009543
SRX3648438,0.3493696175,-0.9540755830000001,-0.6512181101,-1.6827254891,-1.6972399923,-4.8626493346,-1.6764413507,0.6318471066
SRX3648439,-0.8263068371000001,0.072877566,-0.2328406334,0.18357903120000002,-0.17471096630000002,0.7313864692000001,-0.1447757926,-1.5502342989
SRX3648440,1.3949195261,0.1663555375,-0.4891983387,-0.4364119913,-0.1636254826,1.122513564,0.1055692861,-1.3367411865
SRX3648441,-1.196424474,0.24392143300000002,-0.9858200194000001,-1.012523352,-0.9674437730000001,-0.9591715474,-1.5883884721000001,-1.5708916136000002
SRX3648442,1.3184723967,-0.4922944261,-1.1611403616,-1.1883557967,-1.6537417084000001,-4.5827482657,-0.584891206,1.4080106615
SRX3648443,1.5528962547,-0.7695665503,-0.4653461236,-1.4192909954,-1.3617853832,-4.4737699917,-1.226121342,1.474472964
SRX3648444,1.0025152748,-0.244414401,-0.8506758078000001,-1.5688989825,-1.6668762946,-3.6602898852,-1.1469101269,1.3456972819
SRX3648445,-1.6455068753000002,0.1799701265,0.028131279000000002,0.6251402931000001,0.4227719002,-0.053991124700000004,1.0346788695,0.2314377842
SRX3648446,1.0599810541,0.1054565497,-0.1056551542,-0.026266690500000002,0.6892701379,0.1446040902,0.9256546093,0.2307385381
SRX3648447,-1.4959929656,0.4637323747,-0.37157694010000003,0.12190011560000001,0.3576992859,0.3397596849,0.6907490669,0.0246813884
SRX3648448,-1.0732650417,-0.391506585,0.15086632020000001,0.47628609850000003,0.2711047589,-1.0087801562,0.39069972950000004,0.1583393429
SRX3648449,-1.5368464204999999,-0.48446862,0.222737346,0.5861321151000001,0.246157161,-0.8899439451000001,0.3737740805,0.21211860170000002
SRX3648450,2.637330882,0.2942800363,0.110231593,0.1574687807,0.22923311770000002,2.0518632889,1.1557230887,-0.031897501700000004
SRX3648451,2.1663513161,0.2038740786,0.1137296101,-0.07925651,0.2056143987,1.2260363638,0.5147653964,-0.0115590554
SRX3648452,-1.108541667,0.27271732400000004,-0.2725888385,-0.6675757188,-0.4545446839,-0.4541130916,-1.0248370459,-0.20779119640000002
SRX3648453,-1.085029069,0.1051037662,-0.3249760309,-0.47305476560000004,-0.49756475240000003,-0.9250624599,-1.4101252493,-0.11921019120000001
SRX3648454,-0.2195209464,-0.5008353694000001,-1.0704172995,-0.853442502,-1.5079756149999999,-4.7753953002,-1.1542255459,1.3462439823
SRX3648455,0.364545404,-0.1018255707,-0.7081142331,-1.2689851106,-1.3606716659,-3.7113755927,-1.6762178802,1.4363496791
SRX3648456,-0.0024841754,0.0095568644,-0.6930128134,-1.5343207963999999,-1.2560761586,-4.449786815,-1.6935455882000001,1.3906367264
