,A,NarP,NsrR
DDB2__PD-004_del-qseC_Fed-batch_15h__2,-0.2891932813540765,-0.08408928628905787,0.6551018260633334
DDB2__PD-005_del-qseF_Batch_6h__1,-1.7934435347944415,-0.3985374799976862,1.0837824545832622
DDB2__PD-005_del-qseF_Batch_6h__2,-0.3973675213578795,0.417310727899876,1.647901977099152
DDB2__PD-003_del-qseF_Batch_6h__1,-0.6604507055173567,-0.5127994451838527,0.08292542041188877
DDB2__PD-003_del-qseF_Batch_6h__2,-0.2863157371851343,-0.8194497559813305,0.7494223952974819
DDB2__PD-003_del-qseF_Fed-batch_6h__1,-2.529501823788488,-0.6481924747106893,0.678652317487944
DDB2__PD-003_del-qseF_Fed-batch_6h__2,-2.8103397633721188,-0.030658698330659817,1.2969624758576046
DDB2__PD-005_del-qseF_Fed-batch_6h__1,-2.831877168114222,0.6100974227655982,1.6076847652503838
DDB2__PD-005_del-qseF_Fed-batch_6h__2,-1.0994003833324355,0.5292217036827562,0.8590172298354064
DDB2__PD-005_del-qseF_Fed-batch_6h__3,-2.6683394465362835,-0.24981105937887535,1.2114555655126642
DDB2__PD-005_del-qseF_Fed-batch_15h__1,-1.1604113815509354,0.3665780138494421,0.985632935896752
DDB2__PD-005_del-qseF_Fed-batch_15h__2,-2.265538849756457,0.2761254613642539,0.7691543621653167
DDB2__PD-003_del-qseF_Fed-batch_21h__1,-1.378707004274314,-0.6682105300486967,0.5978662763566112
DDB2__PD-003_del-qseF_Fed-batch_21h__2,-1.855134118080295,-0.7273913477110012,0.4523491544257716
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,-1.545872172155413,0.2608589452178656,1.1786476525558272
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,-0.99638375540571,-0.2395988728150291,1.1742424864376275
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,-1.4798993648648322,-0.3510680173791121,0.8622807176069465
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,-1.6105479784236558,0.11558828071579352,1.0191580764721122
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,-1.9674073545486936,-0.21528773059200912,0.7874380264808964
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,-1.3657929346501705,-0.01974787816148016,0.6081470945855747
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,-1.5087223364404423,-0.23350687425887084,0.6801162077464511
DDB3__PD-009_del-arcA_Batch_6h__1,-1.7755341026248173,0.06896680796675714,1.246920796862799
DDB3__PD-009_del-arcA_Batch_6h__2,-1.1780058065858243,-0.16744856320939672,1.4152919590668604
DDB3__PD-009_del-arcA_Fed-batch_6h__1,-2.0346791620491103,0.102170804126537,0.8237915581561612
DDB3__PD-009_del-arcA_Fed-batch_6h__2,-1.035732951853401,-0.018131798294709792,0.6648304957279798
DDB3__PD-009_del-arcA_Fed-batch_15h__1,-1.6755663621321366,-0.7319320014064425,0.3199832591168841
DDB3__PD-009_del-arcA_Fed-batch_15h__2,-1.674901730182457,-0.2574053915298462,0.8352046853920356
DDB3__PD-006_del-baeR_Batch_12h__1,-1.4178325952264816,-0.33423368047277435,1.6046484501218208
DDB3__PD-006_del-baeR_Batch_12h__2,-0.8960043773901767,-0.8169924895141687,1.3009035511256517
DDB3__PD-009_del-baeR_Batch_12h__1,-1.7083805630233777,0.00417839094326844,1.7925180870041275
DDB3__PD-009_del-baeR_Batch_12h__2,-1.7333458333935323,-0.2672689310815608,1.8146501877006909
DDB3__PD-006_del-baeR_Fed-batch_12h__1,-0.8309066154878573,-0.5143187877382491,1.2900685785311214
DDB3__PD-006_del-baeR_Fed-batch_12h__2,-2.058701754212352,-0.69841995032517,1.0952284308997131
DDB3__PD-009_del-baeR_Fed-batch_12h__1,-0.3835260720382158,-0.2890093244710954,0.6106390653234293
DDB3__PD-009_del-baeR_Fed-batch_12h__2,-1.107682873154467,-0.18367511939772552,0.6658381448751358
DDB3__PD-009_del-baeR_Fed-batch_18h__1,-1.1524389913399862,-0.6880798858233081,0.3132258654095246
DDB3__PD-006_del-lsrB_Batch_6h__1,0.7553287096259624,-0.5822337401193058,1.3227887824996492
DDB3__PD-006_del-lsrB_Batch_6h__2,-0.549622363974657,-0.2496373086883379,0.9775851473467848
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,-2.099534526867754,0.18219784202606348,0.7995126162025885
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,-3.154294829093094,0.1546332408463993,0.8868263216786518
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,-1.150640891408525,0.18909468188769107,0.8367826955208715
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,-1.4932694501645658,0.14871097547479373,0.6152344281882325
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,-2.004446940838562,0.29128115689387,0.3951774808487221
DDB3__PD-009_del-lsrK_Batch_6h__1,-0.2168304208370557,-0.246609364170423,1.14824045905982
DDB3__PD-009_del-lsrK_Batch_6h__2,-1.642547915140812,-0.2305609265376241,1.366523418868204
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,-0.5607123271520846,0.2061315077431214,1.304189550800718
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,-0.8395717145056258,0.481129140797349,1.1785736616182971
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,-2.684931316728339,-0.24090185073083425,0.5481586083970713
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,-1.5535182935346128,0.6524960589886701,1.2174296297378246
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,-2.0015034701450407,0.10042119288236152,1.0405298467247972
DDB3__PD-006_del-lsrR_Batch_6h__1,-1.1501457762571636,-0.2070478080807323,1.2855926991792526
DDB3__PD-006_del-lsrR_Batch_6h__2,-1.0930642442180958,-0.0909695285042762,0.9534865003383874
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,-2.367114695841329,0.16053008808300007,0.8030470707623705
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,-2.8399847003741745,0.3725228017585902,1.2871723586903538
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,-1.6945328775988862,0.03542791886207297,1.210447489541333
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,-1.6605682548298195,0.15986660533130514,0.5381504148970864
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,-1.521779498882717,0.002888885409567443,0.8476645592910401
DDB3__PD-009_del-luxS_Batch_6h__1,-0.3440273963049717,0.1417803901090524,1.0588385287816529
DDB3__PD-009_del-luxS_Batch_6h__2,-2.180085759513395,-0.14252925954435902,0.8629032117644417
DDB3__PD-009_del-luxS_Fed-batch_6h__1,-1.8445032051430184,0.4759472235839546,1.1111456291296165
DDB3__PD-009_del-luxS_Fed-batch_6h__2,-1.0560190200757815,0.4623008932547332,1.3553513475138752
DDB3__PD-009_del-luxS_Fed-batch_15h__1,-2.128500446887262,-0.5608291967602819,0.7652275346510207
DDB3__PD-009_del-luxS_Fed-batch_15h__2,-2.579338899426144,-0.39175468633847377,0.9779296989602768
DDB3__PD-006_del-rpoS_Batch_9h__1,0.0906599774734171,0.13929999960239758,1.4954236855771912
DDB3__PD-006_del-rpoS_Batch_9h__2,0.0061466751409436,0.30448397123822435,1.0890648549568531
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,-0.9924350071077476,0.24377229404129966,0.9822856193044488
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,-2.4059127303735024,0.22285102256884315,0.6048208869805469
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-0.8201151424941238,-0.24319395303252825,0.9457882305887207
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,-1.621381292893726,-0.08764578121882938,1.0596491466214717
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,-0.4458870177568329,-0.11520083232453082,0.2358728486537087
DDB3__PD-009_del-tnaA_Batch_6h__1,-2.0458378483327957,0.16396328324238496,1.5743564831815222
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,-1.8660530997230875,0.055552345806225034,1.2774446425577617
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,-1.7745877514428416,-0.22523654746117486,0.28859899140154965
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,-1.281701833906845,0.3657377243996516,1.002644029138522
