,A,NarP,NsrR
ompr__wt_nacl__1,-1.299784898923958,-1.2428197899999995,0.2813562049999989
ompr__wt_nacl__2,-1.971055879005392,-1.1940667829999994,0.2831858779999994
ompr__bw_delompr_nacl__1,-2.328070418461548,-0.6121767619999998,0.5819860509999994
ompr__bw_delompr_nacl__2,-2.3086728110740484,-0.890210345999999,0.3109488389999999
minspan__wt_ade__1,-0.1977303978612861,0.1527578270000003,0.9553744259999996
minspan__wt_glc__2,-0.0703614094157132,0.4503238430000005,0.5731445049999992
minspan__wt_glc__3,-1.2826955136388785,0.41549151300000103,0.4905827029999994
minspan__wt_glc__4,-0.6770021019877963,0.4164714280000021,0.6365419259999987
minspan__wt_glc_anaero__1,-0.2240234459625296,1.1335680620000008,0.5712062569999992
minspan__wt_glc_anaero__2,0.3917254035243709,1.1649026860000005,1.2292187819999991
minspan__wt_trp__1,0.2765341719022589,0.7743005330000008,1.240223179
minspan__bw_delcra_glc__2,1.362143155929013,0.6737008200000005,1.136693300999999
minspan__bw_delcra_trp__1,-0.0698954647481016,0.8547715780000011,1.5087092139999996
minspan__bw_delmntr__1,1.5901144014458009,0.9232690640000012,1.0121574940000002
minspan__bw_delnac_ade__1,-1.6013225553895951,-0.14293920399999924,1.7110115519999995
minspan__bw_delnac_glc__1,-0.135011394554439,0.7217171080000009,0.6794163439999998
cra_crp__wt_ac__1,-1.1729223181899986,-0.3103754399999996,-0.449933628000001
cra_crp__wt_ac__2,-0.8620899199405485,-0.6409685329999997,-0.7300639840000009
cra_crp__wt_fru__1,-0.4381539714354283,-0.20130981199999895,-0.13179641600000025
cra_crp__wt_fru__2,-0.8202143454352628,-0.3942405829999993,-0.4265240830000003
cra_crp__delcra_ac__1,-1.5609528760640152,-0.5372886059999997,0.04454823999999924
cra_crp__delcra_ac__2,-1.0182799620314151,-0.6994160290000001,0.3628087889999998
cra_crp__delcra_fru__1,0.4637105349433799,-0.41271399599999903,0.2380474339999994
cra_crp__delcra_fru__2,0.1734115304723626,-0.4708747079999993,0.19114756799999988
cra_crp__delcra_glc__1,0.4058813722674129,0.2887546330000008,0.0035918479999992314
cra_crp__delcra_glc__2,0.1823262618698687,0.13722761800000072,-0.07267866800000089
rpoB__wt_031__1,-1.5289932814467306,-0.3965050959999985,0.2837355749999997
rpoB__wt_044__1,-1.1307409194493387,0.02269771600000059,0.14852913799999978
rpoB__wt_lb__1,0.3902016257130423,0.3573705380000005,-0.24054387700000035
rpoB__wt_lb__2,-1.0703366783119834,0.14202806700000092,-0.18441849500000096
rpoB__rpoBE546V_031__1,0.0226259795386625,-0.09645159000000003,0.3769193389999996
rpoB__rpoBE546V_044__1,-0.0905782299192243,-0.20095585400000093,-0.1909251670000005
rpoB__rpoBE546V_lb__1,-0.9727016618302134,0.34079461600000105,0.4069097289999997
rpoB__rpoBE546V_lb__2,-1.2636796852720031,0.3210304190000013,0.09353381999999844
rpoB__rpoBE546V_glc__1,-0.9829868333054964,0.30600849800000063,0.5197042209999987
rpoB__rpoBE672K_glc__1,-1.0691096326072922,-0.6298494129999979,0.6174610139999999
rpoB__rpoBE672K_glc__2,-0.1692676915027993,-0.29711597799999895,0.7298292459999978
rpoB__rpoBE672K_lb__1,1.509272122929206,0.3612460330000005,-0.025700230000000882
rpoB__rpoBE672K_lb__2,-0.0836656002340876,0.3205323299999998,0.2436778819999992
crp__wt_fru__1,0.1121112845686174,0.5320481320000008,0.6194610899999997
crp__wt_glyc__1,0.1600220691208273,0.18564382600000065,0.13711623699999895
crp__wt_glyc__2,-0.1662569204704852,0.3697497540000008,0.30496300799999965
crp__delar1_glyc__1,1.090698358891352,0.7823784220000007,1.5093482130000009
crp__delar1_glyc__2,1.5870012727637433,0.9681257690000012,1.7041188619999996
crp__delar1ar2_glyc__1,-0.7107297722078446,0.4993884820000005,0.7504187839999998
crp__delar1ar2_glyc__2,-0.9464266625503492,0.6153215140000015,0.6875133599999987
crp__delar1ar2_glyc__3,-1.2187655804704958,0.8167262870000007,0.6488196239999997
crp__delar2_glyc__1,0.9509236553057768,1.198058049000001,0.7817205629999995
crp__delar2_glyc__2,1.0982112813856844,1.324648829000001,0.5860885799999984
crp__delar2_glyc__3,0.7442833670172712,1.4299874170000004,0.6112678629999992
crp__delcrp_fru__1,-0.2088883566554117,0.34806596700000103,0.957797299
crp__delcrp_fru__2,0.3082635296257258,0.24217671600000035,0.8996090189999997
crp__delcrp_fru__3,-0.5062919550146774,0.4243764640000007,1.1577761279999992
crp__delcrp_glc__1,-0.4805569574171737,0.7647967300000005,0.7466293629999994
crp__delcrp_glc__2,-0.6685745020560014,0.7711156849999998,0.7202495159999991
crp__delcrp_glc__3,-0.7608040736286186,0.6997878070000008,1.060534864
crp__delcrp_glyc__1,1.108408352635701,-0.23961477399999964,0.7046161009999992
crp__delcrp_glyc__2,1.8380220348520195,-0.3098474289999995,1.0358913239999996
crp__delcrp_glyc__3,2.233237259848301,-0.3121626159999993,0.9368707079999998
glu__glu_ale3__1,5.798251674896015,0.5157148040000008,1.0305824599999998
glu__glu_ale4__1,1.6984404636395556,-0.38966496000000017,-0.3706548980000006
glu__glu_ale5__1,0.5937120845923449,-0.5599653759999992,-0.2904459080000006
glu__glu_ale6__1,2.8472759507159235,0.14118597900000118,-0.7427392040000003
glu__glu_ale8__1,4.310555770652383,1.0573599430000007,1.4617559139999994
glu__glu_ale9__1,4.080391147811091,-0.09002803000000004,0.5659023029999997
glu__glu_ale10__1,4.2591594166623565,0.060623077000000684,0.9057959549999984
42c__wt_42c__1,-0.0167106901177131,1.1278154430000011,0.2378820279999996
42c__42c_ale1__1,1.220684582041568,0.3267172499999997,0.5802507899999991
42c__42c_ale2__1,2.132395480331025,0.1740584640000007,0.8425240340000002
42c__42c_ale3__1,1.5377108198018157,0.3805905240000014,0.6109513629999999
42c__42c_ale4__1,2.6279178073315275,0.09251782800000097,1.6439763649999986
42c__42c_ale5__1,1.819018714440154,0.2836592970000007,0.4851205259999993
42c__42c_ale6__1,0.1828749317995628,0.18858029600000048,1.4203295019999995
42c__42c_ale8__1,4.4272772106975165,-0.361422739,1.5267644459999987
42c__42c_ale9__1,0.8507602493885621,0.16581330500000035,0.39502018499999897
42c__42c_ale10__1,4.458749467304239,0.4651881390000012,1.258907849
ssw__wt_ac__1,-2.628425166072557,-0.06717262899999897,0.7145953569999994
ssw__wt_glc__1,-0.4899699213932099,-0.4372235719999989,-0.19109301500000075
ssw__wt_glyc__1,-0.7483814258988997,1.1940910430000011,1.3295285879999996
ssw__wt_xyl__1,-1.4101670555939532,-0.923877469999999,1.673971611999999
ssw__glc_ale1__1,0.5064052703966102,1.0839588059999998,1.6167110309999997
ssw__glc_ale2__1,1.732050277796157,1.4690497140000014,1.7654006749999986
ssw__glc_ale3__1,-1.141177238715018,0.8081679040000012,2.109269136999999
ssw__glyc_ale1__1,0.9606647745748556,1.1650763790000012,1.3342329259999994
ssw__glyc_ale2__1,-1.800623521027454,0.8773354910000002,2.155066257
ssw__xyl_ale1__1,0.5388269242389163,0.5440526030000008,1.803736969
ssw__xyl_ale2__1,0.3348968541626099,0.7964530500000002,1.8625834849999992
ssw__xyl_ale3__1,1.108392427672212,0.820898843000001,1.4944261129999994
ssw__glc_ac_ac2__1,0.8657528828588714,0.3427690510000003,1.6568630209999995
ssw__glc_ac_glc1__1,1.489087436753062,0.6788782300000005,2.066028364
ssw__glc_glyc_glc__1,3.7162558300965327,0.77225725,1.770613084999999
ssw__glc_glyc_glyc__1,0.603841749937517,0.003150853000001064,1.426342986999999
ssw__glc_xyl_glc__1,3.6184292860054414,1.5887185130000008,1.2241810749999995
ssw__glc_xyl_xyl__1,0.0355888501273244,0.14629171800000051,0.8499971749999986
ica__wt_glc__1,1.0690673727930693,-0.07312016299999957,0.10688059999999844
ica__wt_glc__2,1.1928385369397967,-0.1766804809999991,-0.0501275760000004
ica__wt_glc__3,0.6628517329112396,-0.4376360119999996,0.6229227619999991
ica__wt_glc__4,1.0735047268264255,-0.2044057479999992,0.8642868840000002
ica__arg_sbt__1,-0.8467280235454702,-0.8343492299999989,-0.2794612360000004
ica__arg_sbt__2,-1.2161985786055387,-0.7441424009999995,0.04980899999999977
ica__cytd_rib__1,-0.9381966085165478,-0.4349765019999987,0.6155827029999994
ica__cytd_rib__2,-0.8255977553964393,-0.4416664029999993,0.5956941649999985
ica__gth__1,0.350013352528863,-0.28222534299999946,0.9347505709999996
ica__gth__2,0.8653099630841057,-0.29316915199999904,0.8873943029999989
ica__leu_glcr__1,-0.6406144441662831,-1.125877254999999,-0.21421542900000026
ica__leu_glcr__2,-0.7715729872883421,-1.0451105669999992,0.03675225299999951
ica__met_glc__1,1.4746910265348538,-0.3839669759999991,-0.4688565210000011
ica__met_glc__2,1.6750756135378768,-0.11059707899999972,-0.1008834280000004
ica__no3_anaero__1,17.0777003048978,-0.38371569500000025,0.6425857939999995
ica__no3_anaero__2,16.567209574672965,-0.30322818500000004,1.017106254999999
ica__phe_acgam__1,1.2477781594404584,-1.0756907349999991,-0.24532618500000056
ica__phe_acgam__2,1.11123648905868,-0.785867625999999,-0.0013815140000010828
ica__thm_gal__1,0.3063801078021122,0.08426149100000035,0.6165217890000001
ica__thm_gal__2,0.1543656752434204,0.3081519860000004,0.693664180999999
ica__tyr_glcn__1,1.9100615887175236,-0.7401278709999994,-0.09354770300000048
ica__tyr_glcn__2,2.3206959549978468,-0.5332116229999997,-0.036678569000001104
ica__ura_pyr__1,0.0627730907583622,-0.4257458479999992,0.6317048259999991
ica__ura_pyr__2,-0.1205681776419923,-0.3892171479999993,0.8128784009999991
ica__wt_glc__5,1.36612739517757,0.649656857000001,0.3654557479999996
ica__wt_glc__6,1.5962128429594955,0.7320492650000006,0.3046203169999995
ica__bw_delpurR_cytd__1,0.4729176817812695,0.41067845300000094,0.6373371369999994
ica__bw_delpurR_cytd__2,1.7953267650619786,0.6595384030000009,0.4851951259999989
ica__ade_glc__1,1.5843991359809109,0.5381729170000007,0.6671293579999995
ica__ade_glc__2,0.6186823810002994,0.032352391000000764,0.1500630359999997
ytf__wt_glc__1,0.4040765878806426,0.20981860900000093,1.3750203459999994
ytf__wt_glc__2,1.4742928258616157,0.6408061700000003,1.594390305999999
ytf__delyafC__1,0.8057944293736664,0.8008926930000007,1.2870070219999992
ytf__delyafC__2,0.586689728174832,0.5047774480000005,1.574977829999999
ytf__delyeiE__1,-0.1265446996631364,0.40936990800000217,0.881222200999999
ytf__delyeiE__2,-0.0042373180283464,0.8825148260000004,0.9321288589999996
ytf__delyiaJ__1,0.2701906847171819,0.7436212559999991,1.3823864299999986
ytf__delyiaJ__2,0.9400558281779924,0.32306639400000137,1.4899932799999984
ytf__delyieP__1,0.8339772573598202,0.7194537040000011,1.0752320999999991
ytf__delyieP__2,1.2194144362847092,0.564917878000001,1.220714959999999
ytf__wt_ph5__1,0.4447508544500562,0.19080301100000074,0.4522440489999999
ytf__wt_ph5__2,0.7960341089398688,0.2008177630000008,0.5624439489999995
ytf__wt_ph8__1,-0.5874758285139753,0.11970910200000072,0.7675328749999997
ytf__wt_ph8__2,-0.2190956167047401,0.010553182000000659,0.3653161459999987
ytf__delybaO__1,0.9740301039155376,0.5979314720000009,1.0319277089999996
ytf__delybaO__2,1.0026647120977454,0.862292634000001,1.2737837179999998
ytf__delybaQ__1,-0.0244236257578194,0.05455365200000095,0.4898036779999994
ytf__delybaQ__2,0.4205806598303786,0.16207112900000098,0.5922798889999994
ytf__delybiH__1,1.5761413925371428,-0.15657747000000022,1.4261138889999998
ytf__delybiH__2,1.4221966511897963,0.2505347490000007,1.9360192909999991
ytf__delydcI_ph5__1,0.2278631604106987,0.03279052800000048,0.3627631580000008
ytf__delydcI_ph5__2,0.8749332890779655,-0.07535668899999948,0.4232585740000001
ytf__delydcI_ph8__1,-0.5003874645993553,-0.2412599509999991,0.7392154869999992
ytf__delydcI_ph8__2,0.2118654977319549,-0.039136537999999284,0.42227530400000013
ytf__delyddM__1,-0.029770269405742,0.5342135680000011,1.0763063749999997
ytf__delyddM__2,0.297670947654915,0.37822589800000106,1.2025057289999994
ytf__delyheO__1,0.959554037692326,0.5804769990000009,1.1019748709999997
ytf__delyheO__2,1.878277435747285,0.6816538670000005,1.2451348859999989
fps__bw_glc__1,-0.7946823571085612,0.3050562670000003,0.3837428779999996
fps__bw_glc__2,-0.4450619644346228,0.3847033330000009,0.6239512419999995
fps__fps_thrA_ale1__1,-1.389153149306369,0.7392933360000002,0.9482318449999988
fps__fps_thrA_ale1__2,-0.6885928208716365,0.4837715580000008,0.7532472069999994
fps__fps_thrA_ale2__1,-0.5902676174406716,0.5159201490000012,0.6558649519999991
fps__fps_thrA_ale2__2,-0.3618978209082796,0.505620694000001,0.8510546259999989
fps__fps_serB_ale1__1,-0.2919714549065813,0.4510559090000008,0.7704313389999999
fps__fps_serB_ale1__2,-0.0655955765808333,0.24097339600000026,0.7678160779999992
fps__fps_serB_ale4__1,-1.4687191373336754,0.18578475300000094,1.3827214889999997
fps__fps_serB_ale4__2,-0.8925674212214664,0.2272169330000011,1.227636980999999
fps__fps_ptsI_ale1__1,-0.6186968020913719,0.21549186300000045,0.8525659599999997
fps__fps_ptsI_ale1__2,-0.5823847372887233,0.32398805500000005,0.4779639669999991
fps__fps_ptsI_ale3__1,0.1806151779684163,0.3043311180000021,0.4569357999999992
fps__fps_ptsI_ale3__2,-0.4293847139139394,0.1615731450000002,0.3619749119999991
pal__lyx_ale2_f6__1,-2.587181940789025,0.4124731340000008,0.973787119999999
pal__lyx_ale2__1,0.019574076197268,0.5370573240000011,0.9541000459999998
pal__lyx_ale2__2,0.4984516298963847,0.5291094100000002,1.0779461440000002
pal__lyx_ale4__1,0.3279259614535686,0.38901241900000105,0.13104989099999909
pal__lyx_ale4__2,0.2201350932766312,0.1055159090000002,0.5229957129999994
pal__5drib_ale10_f18__1,0.4406593725045626,-0.06841752699999938,1.020777140999999
pal__5drib_ale10_f18__2,0.6197327535088376,0.3625024000000003,0.9885125249999992
pal__5drib_ale10__1,0.2835408022202807,0.2377072590000013,0.810592379
pal__arab_ale14_f9__1,-0.1090800310704155,0.2667578750000006,0.9903396949999984
pal__arab_ale14_f9__2,-0.7903875662193982,0.16951606300000055,0.9810496609999992
pal__arab_ale14__1,0.6637369194600482,0.05877501800000218,0.6588774409999987
pal__arab_ale14__2,-0.5913493162731597,0.2692095800000001,0.6791661209999997
pal__arab_ale16__1,0.9572112949389188,0.07330281800000105,0.8344356879999992
pal__arab_ale16__2,0.8484058403576367,0.4462802160000008,1.1570406309999992
pal__tartr_ale26_f10__1,-1.1033376336614134,0.3400491040000011,0.7292089579999992
pal__tartr_ale26_f10__2,-1.9617129164576,0.09611412200000036,1.2321619769999996
pal__tartr_ale26__1,-0.9775915937975084,0.2451976560000002,0.3664584799999986
pal__tartr_ale26__2,-0.9575888832806296,0.15179373900000126,0.5161123819999993
pal__tartr_ale28_f10__1,-1.306827423338352,0.03008395700000044,0.5776595299999991
pal__tartr_ale28_f10__2,-0.8764675054171548,-0.08860045799999927,1.0266042659999988
pal__tartr_ale28__1,-0.098057706033405,0.3092268710000008,0.8247927739999996
pal__tartr_ale28__2,0.2803716277591579,0.6151905030000009,1.045127481999999
efeU__delmenFentC_citr__1,0.936511346694696,0.4777611750000004,0.9254686449999988
efeU__delmenFentC_citr__2,1.1212468740865351,0.4245135440000008,0.9538688669999996
efeU__delmenFentC__1,2.320637514738186,-0.8421169369999992,0.6780740709999993
efeU__delmenFentC__2,2.179009378963209,-0.7616887879999991,0.8927429969999991
efeU__menFentC_ale39__1,3.1567493491657475,0.478532609000001,0.8312531009999997
efeU__menFentC_ale39__2,2.866718824244465,0.425568139000001,0.7180260959999991
efeU__menFentC_ale29__1,3.6929667864129625,-0.034024625999999,1.1894491829999998
efeU__menFentC_ale29__2,2.77696175558862,-0.04735454999999966,1.393560714999999
efeU__menFentC_ale30__1,2.390366079113031,0.22483529200000074,0.4322908699999992
efeU__menFentC_ale30__2,2.3891114217740634,0.12407192800000112,0.1022080799999987
efeU__menFentCubiC_ale36__1,-0.697610120841909,-0.8192473449999991,0.12539018999999918
efeU__menFentCubiC_ale36__2,-0.3990548622891819,-0.16781132099999851,0.5444516509999993
efeU__menFentCubiC_ale37__1,-0.2907643201193431,-0.0273339969999995,0.9490910389999998
efeU__menFentCubiC_ale37__2,-0.9062714852322624,-0.04381066000000011,0.6864461859999995
efeU__menFentCubiC_ale38__1,3.2608932123599272,0.4426796099999999,0.694884684999999
efeU__menFentCubiC_ale38__2,2.7654143564701594,0.30594154100000104,0.5159291779999995
misc2__salc_glc__1,0.3800852175903265,0.12760704200000106,1.0223177339999996
misc2__salc_glc__2,-0.9996575338460028,0.5350762180000022,1.065135005999999
misc2__dbcn_glc__1,-0.0221118467085692,-0.7729532709999996,0.4585679729999992
misc2__dbcn_glc__2,-0.0430641327533894,-0.3006129969999991,0.4724119919999996
misc2__tyr_glc__1,2.214642967146052,-0.3126985969999989,0.5318479829999996
misc2__tyr_glc__2,2.082983853820251,-0.3081330559999991,0.5009706319999996
misc2__arg_cytd__1,1.5563627664580322,0.5832194810000004,0.2682039929999993
misc2__arg_cytd__2,0.8042098107219848,0.6238117830000007,0.18469075699999934
misc2__delyheO_pyr__1,0.6474824067067131,0.6783951709999999,0.1895649439999998
misc2__delyheO_pyr__2,0.3709201095336334,0.4340308960000003,0.3783584939999996
misc2__dellon_glc__1,2.086854182660757,-0.8361074799999989,2.225838241999999
misc2__dellon_glc__2,2.2392702475493174,-1.0087149139999996,3.500315446
nquinone__delubiC__1,0.7533122091192814,0.23552904800000096,0.7096505439999996
nquinone__delubiC__2,0.8978720705446519,-0.17741753899999946,0.6113584569999997
nquinone__ubiC_ale1__1,-0.4185883099155042,0.15253392500000018,0.607924410999999
nquinone__ubiC_ale1__2,-0.4636080107902053,0.006231698000000564,0.7817316529999996
nquinone__ubiC_ale2__1,0.2107674143553936,0.3265204440000007,1.0920068869999993
nquinone__ubiC_ale2__2,0.0747667657830147,0.27471236600000104,0.8122065180000009
nquinone__ubiC_ale3__1,0.8106028905328561,-0.6270649099999996,0.8032937649999985
nquinone__ubiC_ale3__2,1.3743575341225307,-0.4462367139999994,0.5358112729999993
nquinone__ubiC_ale4__1,0.0220254490950242,-0.0710544500000001,0.6249553459999992
nquinone__ubiC_ale4__2,0.3271173252954263,0.18462026300000112,0.9237847819999994
nquinone__delpdhR__1,0.7664690035089124,0.11992619200000032,0.2828084399999993
nquinone__delpdhR__2,0.9001156351715722,0.2742071430000008,0.6269040289999994
quinone__glu_ale4__1,2.162880184005026,0.8893408060000008,0.7563268029999994
quinone__glu_ale4__2,1.6002485261602086,0.8266886620000005,1.057514570999999
quinone__delmenF__1,1.0177664360690477,0.20891038999999975,0.4006887169999995
quinone__delmenF__2,0.9074763587063512,0.5741876890000013,0.7107427549999992
quinone__menF_ale5__1,2.484847447830356,0.2871823260000008,1.249882411999999
quinone__menF_ale5__2,2.3150777689226723,0.24585789200000094,1.2979410289999995
quinone__menF_ale6__1,1.665262287257675,0.20055772999999988,1.1660236879999992
quinone__menF_ale6__2,2.08593432968207,-0.025866762999999796,1.0982733639999998
quinone__menF_ale7__1,0.6993957925143378,-0.05150021899999935,0.9036241159999988
quinone__menF_ale7__2,0.8046459986852906,0.08927650800000109,1.0796807330000011
quinone__menF_ale8__1,1.4115575208324993,0.5518389360000002,1.4447846180000008
quinone__menF_ale8__2,1.2983651209759248,0.055342873000000736,1.1949712749999986
quinone__delmenFubiC__1,0.1189261848863559,-0.3050124350000001,0.4288304099999989
quinone__delmenFubiC__2,0.2881642468540084,-0.19828801599999848,0.2556268149999985
quinone__menFubiC_ale1__1,-0.4602775549687717,-0.5312392869999991,0.6318579549999992
quinone__menFubiC_ale1__2,-0.469138746490275,-0.15816439199999888,0.5813307529999996
quinone__menFubiC_ale2__1,-1.6133011918250677,-0.1032512179999996,0.7085571569999995
quinone__menFubiC_ale2__2,-1.2911924698609412,-0.3793749059999989,0.5716413169999992
quinone__menFubiC_ale3__1,0.3339796921327704,-0.08995262399999948,0.1148737329999996
quinone__menFubiC_ale3__2,0.8792468067350449,0.050648007000000383,0.14485184399999973
quinone__menFubiC_ale4__1,1.561166457009786,0.3292699070000005,1.298927374999999
quinone__menFubiC_ale4__2,0.6337863234300244,0.5475261270000003,1.4601218639999995
oxyR__wt_glc__1,1.9625489213884957,1.4324948080000022,1.0698169329999994
oxyR__wt_glc__2,1.7396291361514662,1.6160196720000002,1.1093583999999987
oxyR__wt_h2o2__1,1.4106133919343296,1.3642168580000007,0.9672555999999988
oxyR__wt_h2o2__2,1.390601978864337,1.4891548059999993,1.3387963869999997
oxyR__glu_ale4__1,2.891644210828681,2.0720936410000004,1.6650979109999993
oxyR__glu_ale4__2,2.70589763504779,1.860993628000001,1.5328887979999992
oxyR__glu_ale4_h2o2__1,2.5375710852059488,1.7702508450000003,1.650103800999999
oxyR__glu_ale4_h2o2__2,3.3369556273884395,1.565965524000001,1.5857830059999998
oxyR__oxyR_ale17__1,3.2067404600866767,1.7252229560000003,1.389217606999999
oxyR__oxyR_ale17__2,3.7034610945189415,1.6697874210000003,0.8921685490000001
oxyR__oxyR_ale17_h2o2__1,3.518513769648123,1.7720609330000006,1.4971279079999995
oxyR__oxyR_ale17_h2o2__2,2.4442269033730177,1.9243698260000004,1.2504635219999995
oxyR__oxyR_ale18__1,2.904255927228634,1.4516377659999993,0.6331102079999997
oxyR__oxyR_ale18__2,2.767909383359852,1.6588742240000007,0.9837090519999993
oxyR__oxyR_ale18_h2o2__1,3.0714413267394254,1.8524945210000008,1.269005631999999
oxyR__oxyR_ale18_h2o2__2,3.2119473197893416,1.910195852,1.095039450999999
oxyR__oxyR_ale19__1,3.0653931719837018,1.5192357590000007,1.0374603219999994
oxyR__oxyR_ale19__2,4.104125916539176,1.742186493000001,1.1890939929999993
oxyR__oxyR_ale19_h2o2__1,2.796205400488719,1.1906854420000004,0.9516501959999992
oxyR__oxyR_ale19_h2o2__2,2.9125317560347885,1.3427433020000006,0.9330988389999996
oxyR__oxyR_ale20__1,4.108744278714861,1.6109626600000002,1.0033720409999978
oxyR__oxyR_ale20__2,4.231137557607599,1.66776812,0.9364004769999994
oxyR__oxyR_ale20_h2o2__1,3.669678995303092,1.850029827,1.115316646999999
