,A,MalT
minicoli__minE_LB__1,-11.009560149044985,-1.1342652361380772
minicoli__minE_LB__2,-10.96878983359696,-1.09744349444205
minicoli__minE_N_starve__1,-11.66951653746538,-1.0944087194876904
minicoli__minE_N_starve__2,-11.438207442379538,-1.3426897924922336
minicoli__minE_osm__1,-9.449001509910234,1.6263327154026097
minicoli__minE_osm__2,-11.110431382219138,1.6857644004873666
minicoli__minE_ph5__1,-11.750322502136031,-0.8948198316961681
minicoli__minE_ph5__2,-11.482981818004184,-0.7560916476916884
minicoli__minE-pyr__1,-10.23942038816948,2.603248146078476
minicoli__minE-pyr__2,-11.061866636315528,3.0945396699922405
minicoli__minE_sorb__1,-9.635324782370285,1.6774677386994004
minicoli__minE_sorb__2,-9.642493860146931,1.6464456334164037
minicoli__minE_urid__1,-9.588222916469828,-0.8967001316361749
minicoli__minE_urid__2,-9.618379493197477,-0.8051740905926259
minicoli__W3110_cyt__1,5.814071482180169,-0.6979969164139987
minicoli__W3110_cyt__2,4.474662375449746,-0.8127731137865091
minicoli__W3110_glc__1,-1.271481918958068,-0.8572120700475061
minicoli__W3110_glc__2,9.52272572016394,0.13167726368733934
minicoli__W3110_glyc__1,6.96799824768924,0.2958379630230592
minicoli__W3110_glyc__2,6.360380332217554,0.3950509512632774
minicoli__W3110_Fe_starve__1,-6.637743675770571,-2.1526789916534543
minicoli__W3110_Fe_starve__2,-6.208241920080341,-1.908189511305589
minicoli__W3110_LB__1,12.814673035633358,-0.14782551237742858
minicoli__W3110_LB__2,13.17378658330528,-0.07461476583265636
minicoli__W3110_N_starve__1,-0.4230691019986057,-1.743118080768558
minicoli__W3110_N_starve__2,-0.0789661446392221,-1.5689097852945313
minicoli__W3110_osm__1,8.354517896138656,1.3299058142534204
minicoli__W3110_osm__2,8.47210568317401,1.2038991412460618
minicoli__W3110_ph5__1,2.39372662780302,-0.2706405971390886
minicoli__W3110_ph5__2,2.5153288927043493,-0.11897685140002512
minicoli__W3110_pyr__1,3.033881636253623,-0.3521846224602774
minicoli__W3110_pyr__2,2.793510144311916,-0.284974946222567
minicoli__W3110_sorb__1,9.107464569987131,-0.3049214742148374
minicoli__W3110_sorb__2,9.267687534149584,-0.32440331541837786
minicoli__W3110_urid__1,-1.5199318217895377,-0.41661829363013503
minicoli__W3110_urid__2,-1.4083405756681466,-0.4661761033557523
minicoli__W3110_WT_glc__1,7.923234835186843,1.0076802617964675
minicoli__W3110_WT_glc__2,7.4775855615473406,0.7323822119954464
minicoli__W3110_WT_osm__1,8.82833558010123,1.315082449356094
minicoli__W3110_WT_osm__2,8.943081459257305,1.5821739679593882
eep__BOP27__1,1.1625623251098864,-0.347151066297446
eep__BOP27__2,1.0359796580096223,-0.5174429789175772
eep__BOP1000__1,-6.822830821411194,-1.8051066312722692
eep__BOP1000__2,-7.050983514361528,-1.865571031604789
eep__BOP27_ndh-cydB-appC__1,-10.462607751583072,-1.4795029106466124
eep__BOP27_ndh-cydB-appC__2,-10.520524732277288,-1.3344078542052396
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,-1.959720601191293,-1.9509380460322303
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,-0.5871476255097411,-0.5473762985088868
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,-3.712158199549386,-1.6199445566059332
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,-4.102222658781736,-1.0338793809668578
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,-3.677395887912138,-0.6186697152432723
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,-3.952169379856136,0.10108768777632716
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-6.425332985626108,-1.2158216245982532
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,-5.870483670946538,-1.009902082978963
eep__BOP27_nuoB-cydB-appC__1,-7.648055555881037,-0.24478789810072146
eep__BOP27_nuoB-cydB-appC__2,-8.926876707238453,-0.9769135751064058
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,-7.466526501651725,-0.3603840373158098
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,-8.250056856686534,-0.7250348120153287
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,-5.95491155168116,0.8364804112981936
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,-4.74770587259957,1.0574145165206217
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,-7.045673005859101,-0.90406212497491
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,-8.599032438948017,-1.1886722851890106
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,-5.1186195439073,-0.5483518279386814
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,-4.366363909266977,-0.7442267307565782
eep__BOP27_ndh-cyoB__1,-6.224004004478388,-0.6120694631504229
eep__BOP27_ndh-cyoB__2,-6.871080904095846,-0.5509154242386032
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,-2.287087678611347,-1.9184510284612664
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,-2.0956064880328324,-1.575648414188212
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,-4.652811578595827,-0.9810281071668374
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,-5.107767363547499,-0.4445645672758802
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,-1.4225840624161117,-0.9906513491545406
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,-3.5185784072042408,-0.7334117014376647
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,-4.092117288258536,-0.9726635541702712
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,-4.024776825795664,-0.7068465644409869
eep__BOP27_nuoB-cyoB__1,-3.938824691958241,-0.4526723557191383
eep__BOP27_nuoB-cyoB__2,-4.97243452280773,-0.4368632981728711
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,-6.617140602370902,-0.39342823290389184
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,-6.619356326034541,-0.03359683318101858
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,-3.7705768930362766,0.2185479294033401
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,-5.321100112098931,0.552468345043307
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,0.0127156661396353,1.738131605229789
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,0.9198421264215796,1.6763914752673
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,-4.094989298330881,0.8321614480857988
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,-3.2543334768057743,0.8838132160530918
eep__BOP27_ndh-cydB__1,-6.310776877534917,-0.8214878876077529
eep__BOP27_ndh-cydB__2,-5.059208771923832,-0.8070266611133095
eep__BOP27_nuoB-cydB__1,-6.374626013526595,-1.1688120837117717
eep__BOP27_nuoB-cydB__2,-7.590021745285192,-1.3208517285086474
DDB2__PD-005_BW25113_Batch_6h__1,-1.4731385044312335,-0.4952660443647021
DDB2__PD-005_BW25113_Batch_6h__2,-1.7629483837775966,-0.5408050805174769
DDB2__PD-003_BW25113_Batch_9h__1,-1.939722964625744,-0.4940601483624381
DDB2__PD-003_BW25113_Batch_9h__2,-1.8079457665755987,-0.7460154734267803
DDB2__PD-003_BW25113_Fed-batch_6h__1,10.491823695386271,1.4633076073601838
DDB2__PD-003_BW25113_Fed-batch_6h__2,10.352177396309118,1.4648793638592092
DDB2__PD-005_BW25113_Fed-batch_6h__1,9.276736006632134,1.5885998613857168
DDB2__PD-005_BW25113_Fed-batch_6h__2,9.588749132046884,1.5644612668247395
DDB2__PD-005_BW25113_Fed-batch_6h__3,9.26585582728948,1.4542747319937543
DDB2__PD-005_BW25113_Fed-batch_15h__1,8.906729823214143,1.3146098455084747
DDB2__PD-005_BW25113_Fed-batch_15h__2,8.66193725020023,1.3427156471312287
DDB2__PD-003_BW25113_Fed-batch_21h__1,9.82205061864677,1.458271467358788
DDB2__PD-003_BW25113_Fed-batch_21h__2,9.565955261951224,1.3629416425429568
DDB2__PD-004_del-basS_Batch_6h__1,-0.863237110933032,-0.262346202294351
DDB2__PD-004_del-basS_Batch_6h__2,-1.3315711766284553,-0.1471330684498593
DDB2__PD-004_del-basS_Fed-batch_6h__1,9.898611661011849,1.7556641883084725
DDB2__PD-004_del-basS_Fed-batch_6h__2,9.50055304538868,1.7554318130142796
DDB2__PD-004_del-basS_Fed-batch_15h__1,9.294107731424898,1.4577380001444666
DDB2__PD-004_del-basS_Fed-batch_15h__2,8.958626791239244,1.4647724179802868
DDB2__PD-004_del-kdpE_Batch_6h__1,-1.689932196939162,-0.19598354133411625
DDB2__PD-004_del-kdpE_Batch_6h__2,-3.609861630902716,-0.4672996355851558
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,8.728708422144063,1.6948290693136183
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,8.452273372041738,1.7898124595763996
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,10.343112962734944,1.6357603965123209
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,8.640475189982471,1.6160991386510926
DDB2__PD-005_del-phoB_Batch_6h__1,-1.050961650496326,-0.14476753632970052
DDB2__PD-005_del-phoB_Batch_6h__2,-0.8687110643440019,-0.07732624350432182
DDB2__PD-005_del-phoB_Batch_6h__3,-0.30624664382861,-0.297261864371027
DDB2__PD-003_del-phoB_Batch_9h__1,-0.0420504195619809,-0.32306665950926217
DDB2__PD-003_del-phoB_Batch_9h__2,0.0962528621302939,-0.3288017794888827
DDB2__PD-003_del-phoB_Fed-batch_6h__1,10.398482035713656,1.5429721264045801
DDB2__PD-003_del-phoB_Fed-batch_6h__2,9.89642436067631,1.6292678085716847
DDB2__PD-005_del-phoB_Fed-batch_6h__1,10.084315789027896,1.8269603053024368
DDB2__PD-005_del-phoB_Fed-batch_6h__2,10.097271051764311,1.5696681232190282
DDB2__PD-005_del-phoB_Fed-batch_15h__1,8.90678744234828,1.3146030583547006
DDB2__PD-005_del-phoB_Fed-batch_15h__2,8.662560844053317,1.2956769958449623
DDB2__PD-003_del-phoB_Fed-batch_21h__1,11.16221625919646,1.4813909172175332
DDB2__PD-003_del-phoB_Fed-batch_21h__2,11.449794661979386,1.5387666677775569
DDB2__PD-004_del-qseB_Batch_6h__1,-3.469839169897349,-0.37299193015334003
DDB2__PD-004_del-qseB_Fed-batch_6h__1,11.618314868677842,2.0246769543826493
DDB2__PD-004_del-qseB_Fed-batch_6h__2,10.549262367694473,2.0248064299016018
DDB2__PD-004_del-qseB_Fed-batch_15h__1,10.236772677224884,1.6026023719195803
DDB2__PD-004_del-qseB_Fed-batch_15h__2,10.16983301426756,1.6537169018408449
DDB2__PD-004_del-qseC_Batch_6h__1,-4.440622642365377,-0.5019169575937283
DDB2__PD-004_del-qseC_Batch_6h__2,-4.822210215396421,-0.4016044480363341
DDB2__PD-004_del-qseC_Fed-batch_6h__1,12.662800336226308,1.9382162132908218
DDB2__PD-004_del-qseC_Fed-batch_6h__2,9.560204212018592,1.8682229537204
DDB2__PD-004_del-qseC_Fed-batch_15h__1,10.733310889209518,1.6067554039683145
DDB2__PD-004_del-qseC_Fed-batch_15h__2,10.288283012205222,1.5952436036640023
DDB2__PD-005_del-qseF_Batch_6h__1,-1.3847200562200987,-0.37747794996433104
DDB2__PD-005_del-qseF_Batch_6h__2,-2.1186629592154134,-0.29241541819271344
DDB2__PD-003_del-qseF_Batch_6h__1,-1.5263625123535485,-0.4563867892026217
DDB2__PD-003_del-qseF_Batch_6h__2,-1.523901762707113,-0.5629958765917982
DDB2__PD-003_del-qseF_Fed-batch_6h__1,10.356944953666275,1.592518960029544
DDB2__PD-003_del-qseF_Fed-batch_6h__2,10.126731008560904,1.6089070480921739
DDB2__PD-005_del-qseF_Fed-batch_6h__1,8.91068554437768,1.780493108003521
DDB2__PD-005_del-qseF_Fed-batch_6h__2,9.969546367474688,1.7354445532617984
DDB2__PD-005_del-qseF_Fed-batch_6h__3,9.208002090164015,1.6779848355825795
DDB2__PD-005_del-qseF_Fed-batch_15h__1,9.130111210828902,1.4112398913406157
DDB2__PD-005_del-qseF_Fed-batch_15h__2,8.332792526428825,1.3530031514905705
DDB2__PD-003_del-qseF_Fed-batch_21h__1,10.21898022483287,1.4888781105597368
DDB2__PD-003_del-qseF_Fed-batch_21h__2,10.31846707928861,1.4199952263346916
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,-0.8004658856334973,-0.4000542581638804
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,-1.55009962258248,-0.5645803620565619
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,-1.0181719106380185,-0.6112454759314465
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,7.878272130291453,1.370207152449762
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,9.185804199421774,1.385814946324624
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,9.385974925521316,1.4456254156095143
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,8.592731895130056,1.3550363259187428
DDB3__PD-009_del-arcA_Batch_6h__1,-2.233468998946714,-0.9116007752645584
DDB3__PD-009_del-arcA_Batch_6h__2,-2.5616122828073133,-0.73857863431759
DDB3__PD-009_del-arcA_Fed-batch_6h__1,9.370794759977375,1.3348292872576124
DDB3__PD-009_del-arcA_Fed-batch_6h__2,9.74426556298442,1.3061922274809756
DDB3__PD-009_del-arcA_Fed-batch_15h__1,7.458191049565942,0.968825213971508
DDB3__PD-009_del-arcA_Fed-batch_15h__2,7.072775460688456,0.9854711960125756
DDB3__PD-006_del-baeR_Batch_12h__1,-0.8846049702432112,-0.6245570388733626
DDB3__PD-006_del-baeR_Batch_12h__2,0.6024105038444696,-0.4541309136222811
DDB3__PD-009_del-baeR_Batch_12h__1,-5.437629120555674,-1.1445859621731909
DDB3__PD-009_del-baeR_Batch_12h__2,-2.201849347994987,-0.8427897548512641
DDB3__PD-006_del-baeR_Fed-batch_12h__1,-8.932330295384581,-2.383219905248918
DDB3__PD-006_del-baeR_Fed-batch_12h__2,-9.099122873201544,-2.793250245532221
DDB3__PD-009_del-baeR_Fed-batch_12h__1,10.471442571915247,1.3726679965444308
DDB3__PD-009_del-baeR_Fed-batch_12h__2,10.371495293294418,1.532210492383724
DDB3__PD-009_del-baeR_Fed-batch_18h__1,7.442943387561622,1.1096209214823247
DDB3__PD-006_del-lsrB_Batch_6h__1,-0.5085693213344203,-0.13998300284585685
DDB3__PD-006_del-lsrB_Batch_6h__2,-1.062624781836364,-0.26001932431708763
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,8.705610901887601,1.6140965541033498
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,10.80381685372362,1.6601983207183562
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,10.132481258287044,1.7612111401743924
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,8.77720374622325,1.495346325033136
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,9.845847030175092,1.552561842687462
DDB3__PD-009_del-lsrK_Batch_6h__1,-0.0968428016806644,-0.11332308111832567
DDB3__PD-009_del-lsrK_Batch_6h__2,-0.8871451308842444,-0.12129324927434924
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,9.60159434270755,1.8067394493717166
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,4.787641762620707,1.0292101619691891
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,10.010641506056036,1.5059355229203355
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,9.009433244551646,1.5944014042069252
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,9.457609330882809,1.4062675286852446
DDB3__PD-006_del-lsrR_Batch_6h__1,-0.4942352148818585,-0.17993383936322171
DDB3__PD-006_del-lsrR_Batch_6h__2,-1.2997484214132928,-0.15068781571303802
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,11.119964693216486,1.7470042349945183
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,9.793011173767995,1.6993722313805115
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,8.718891868236176,1.4690999035804229
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,9.721175489930262,1.5170102398790029
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,9.39226779228994,1.4495393821086395
DDB3__PD-009_del-luxS_Batch_6h__1,-3.1351271872065065,-1.0273644311631722
DDB3__PD-009_del-luxS_Batch_6h__2,-3.640235785457632,-1.0112828675654848
DDB3__PD-009_del-luxS_Fed-batch_6h__1,5.305459901485372,1.0354265245476617
DDB3__PD-009_del-luxS_Fed-batch_6h__2,10.440861761320686,1.8650677321884483
DDB3__PD-009_del-luxS_Fed-batch_15h__1,7.508520326976885,1.0057001475516518
DDB3__PD-009_del-luxS_Fed-batch_15h__2,7.151247601930713,1.0212724039606815
DDB3__PD-006_del-rpoS_Batch_9h__1,1.2555542884706867,-0.0027658410477755524
DDB3__PD-006_del-rpoS_Batch_9h__2,2.728696622598445,0.058960559140187385
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,7.20334329133892,1.5235493593885678
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,7.848011348245672,1.5818241214027715
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,6.674936021861294,1.4969927130041931
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,7.435010452703315,1.22997861947872
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,7.309427358478295,1.1918761856754525
DDB3__PD-009_del-tnaA_Batch_6h__1,-0.1698504999046053,-0.06405531164985767
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,10.181281444163654,1.6458318577301476
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,9.430527815733184,1.4955417924807008
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,8.281325161710043,1.539134135690329
