,A,PhoB,ArcA
ecoli_00425,-3.483832671,-0.125504995,0.23718312100000002
ecoli_00426,-3.5095283277,-0.317373265,0.35780927900000004
ecoli_00427,-8.7016248807,-0.21924464000000002,-0.065463742
ecoli_00428,-9.0037907834,-0.041310940000000004,0.0031101880000000003
ecoli_00429,-4.9770409767,-0.28692689400000004,0.024472946000000002
ecoli_00430,-4.9469322351,-0.135072585,0.055705313000000006
ecoli_00431,-8.9123486365,0.651997413,0.153475046
ecoli_00432,-8.839071413,1.107085531,0.383165937
ecoli_00433,-3.8377454223000003,0.659834236,0.42902198
ecoli_00434,-4.1354039214,0.73797953,0.47947808100000006
ecoli_00435,-5.1021946393,-0.043009386000000004,0.40552786700000004
ecoli_00436,-5.9330313237,0.068560808,0.36391003800000005
ecoli_00437,-9.0475967442,-0.11517896300000001,-0.17456958
ecoli_00438,-8.8305043136,-0.017206451,-0.112775311
ecoli_00439,-12.0316869057,0.7061954690000001,0.547628596
ecoli_00440,-10.9229537783,0.9538342340000001,0.138707938
ecoli_00441,-7.3868401866,-0.39070078,0.123741612
ecoli_00442,-7.1747350117,-0.20452825900000002,0.148947619
ecoli_00443,-11.0357287531,-0.33617444,-0.194823721
ecoli_00444,-10.9976162177,-0.48775664,-0.207813609
ecoli_00445,-14.0012957645,0.8253096670000001,0.116287575
ecoli_00446,-13.760867020100001,0.82358393,0.30610816900000004
ecoli_00447,-7.8222149377,-0.37903662600000004,0.182452148
ecoli_00448,-13.1999168934,-0.400746394,0.05675017500000001
ecoli_00449,-2.2512921705,0.143452049,0.9022052260000001
ecoli_00450,-7.6886065607,-0.041702169000000004,0.805511006
ecoli_00451,-17.3934234407,-0.508720359,-0.13942209900000002
ecoli_00452,-16.97442065,-0.44370049,-0.07192016500000001
ecoli_00453,-20.7871861765,-0.255448065,-0.052949313000000005
ecoli_00454,-10.8662312934,0.379315938,0.362159938
ecoli_00455,-15.7944276241,-1.20407858,-0.189834376
ecoli_00456,-16.3377431912,-1.03292215,0.008173476
ecoli_00457,-17.0774315867,-0.8457899600000001,0.169654342
ecoli_00458,-16.9125661656,-0.9364428340000001,0.06729879400000001
ecoli_00459,-17.2938609808,-1.123990754,0.15616148500000002
ecoli_00460,-17.6715965636,-1.170602395,0.239198092
ecoli_00461,-17.169052012,0.259692344,0.8641572160000001
ecoli_00462,-16.6573316694,0.385695379,0.973083856
ecoli_00463,-10.862164975,-0.29293508900000004,1.333750346
ecoli_00464,-10.6187389187,-0.36615031000000003,1.312309306
ecoli_00465,0.7464870739,2.118518839,1.8951162460000002
ecoli_00466,1.0280644433,2.151606509,1.911921266
ecoli_00467,-18.2429369108,-0.8547377190000001,1.350056986
ecoli_00468,-18.0176341695,-0.8218046210000001,1.376970496
ecoli_00469,0.9864427505000001,2.361356577,1.913679546
ecoli_00470,0.9669188780000001,2.367585896,1.8060344860000002
ecoli_00471,-18.2995977564,0.946586652,1.558450116
ecoli_00472,-17.8949861347,0.87955819,1.512987446
ecoli_00473,-12.4618747458,0.038567188,1.187646956
ecoli_00474,-12.6372538285,-0.377336869,1.183673156
ecoli_00475,-14.5598407143,-0.60353383,1.134926456
ecoli_00476,-13.8282582306,-0.45663275600000003,1.171369256
ecoli_00477,-12.3903954107,-1.171903853,1.277705766
ecoli_00478,-12.8374376895,-1.007599121,1.193604036
ecoli_00479,-1.3743354265,0.229791813,1.209686186
ecoli_00480,-1.4245298567,-0.095115512,1.219010516
ecoli_00481,0.34761998590000004,-0.722959738,0.749578626
ecoli_00482,-1.7996958364000002,-0.7827447200000001,0.8959164460000001
ecoli_00483,-10.9336439442,-5.282633958,0.43540830300000005
ecoli_00484,-11.7816721343,-5.282633958,0.336615744
ecoli_00485,-4.4130303274,-5.282633958,0.9587748460000001
ecoli_00486,-4.287621113,-5.282633958,0.888778866
ecoli_00487,-6.4128394415,2.4723925490000003,1.239469466
ecoli_00488,-6.1413703436,2.526133744,1.286611286
ecoli_00489,-13.5120880785,-0.088404828,0.593363677
ecoli_00490,-13.6423023535,-0.056345136000000004,0.6304361510000001
ecoli_00491,-0.4668279507,-0.39651705600000003,0.805178606
ecoli_00492,0.1447736983,-0.53979235,0.7645057460000001
ecoli_00493,-8.6909452568,-0.213391612,1.309449926
ecoli_00494,-9.0843359563,-0.21758517600000002,1.256571656
ecoli_00495,-12.1944917144,-0.058967909000000006,0.8213794360000001
ecoli_00496,-13.1947902296,-0.150435282,0.7716407660000001
ecoli_00497,1.5433572635,1.6833137360000001,1.765406416
ecoli_00498,1.4194587986,1.8368352190000001,1.713364286
ecoli_00499,0.3065480425,-0.682374535,0.7587941960000001
ecoli_00500,0.6751074072000001,-0.860939047,0.817858076
ecoli_00501,-6.8089656672,-0.9027704740000001,0.7807056960000001
ecoli_00502,-7.4671496808,-0.778806929,0.796525916
ecoli_00503,-9.4866493368,1.778500754,1.3944261660000001
ecoli_00504,-9.8626312434,1.7171386270000002,1.321416506
ecoli_00505,-15.1090760809,-0.530474656,1.515113286
ecoli_00506,-15.0043520098,-0.66361421,1.607825306
ecoli_00507,-15.4775325352,-1.332945795,-0.088775881
ecoli_00508,-15.7985596634,-1.004846426,-0.169818773
ecoli_00509,-14.754545758,-0.775510374,0.22573171900000003
ecoli_00510,-14.9239636976,-1.040161234,0.15109339300000002
ecoli_00511,-4.0998563491,5.022704642,0.9089738660000001
ecoli_00512,-3.9743179399,4.979726942,0.9448164760000001
ecoli_00513,2.1917914595,1.708972026,1.9375935260000001
ecoli_00514,2.4151705537,1.71526768,1.987175686
ecoli_00515,-5.8856831634,-0.227710493,0.7711966060000001
ecoli_00516,-5.8550286231,-0.39820969,0.6683309540000001
ecoli_00517,0.36741652680000003,-1.4347989490000002,0.066647027
ecoli_00518,-5.4382150895,-1.806604738,-0.139444285
ecoli_00519,-11.82236358,-1.318576126,0.7034926290000001
ecoli_00520,-11.2937789748,-1.2980672580000001,0.510520804
ecoli_00521,-11.1896789661,-1.116835655,0.5737665230000001
ecoli_00522,-11.3456210234,-1.074398467,0.650774197
ecoli_00523,-11.2227692801,-1.342652597,0.334286132
ecoli_00524,1.5914008245,-0.343425395,0.261113048
ecoli_00525,1.8090152062,-0.11020076100000001,0.240423778
ecoli_00526,1.9383303770000002,-0.258627161,0.257043055
ecoli_00527,1.8164586375,0.130459716,0.21156323800000001
ecoli_00528,-2.5326660426,-1.352112192,0.383409127
ecoli_00529,-5.8376819357,-1.276415738,-0.29952612700000003
ecoli_00530,-5.2682242862,-1.479120111,-0.94411497
ecoli_00531,-6.5503760779,-1.707001699,-1.248649327
ecoli_00532,-9.3822130376,-1.291062112,0.5494004290000001
ecoli_00533,-11.2098516507,-0.88184554,0.7754563160000001
ecoli_00534,-9.7066857077,-0.900528478,0.695047587
ecoli_00535,-11.42858367,-1.083698287,0.903529596
ecoli_00536,-5.4960750449,-1.405779064,-0.0036125550000000004
ecoli_00537,-5.8569787071,-1.064865027,0.16108550400000002
ecoli_00538,-6.7815462255,-1.435941012,0.20020821100000002
ecoli_00539,-5.857141245,-1.235207503,0.221042754
ecoli_00540,-3.4215678272,-0.8109521160000001,0.22423083500000002
ecoli_00541,-2.9896782029,-0.641999706,0.43619118300000004
ecoli_00542,-3.8324088025,-0.426380478,0.257730731
ecoli_00543,-2.4032164849,-0.539542941,0.5135476840000001
ecoli_00544,-5.0596967455,-0.9034198910000001,0.12783092100000001
ecoli_00545,-4.8177734704,-0.8227816530000001,-0.092230409
ecoli_00546,4.2099943887,-1.081865241,-0.14357819900000002
ecoli_00547,4.5962590589,-0.852497378,-0.18103812400000002
ecoli_00548,4.6825086667,-1.074542542,-0.276094987
ecoli_00549,5.08714221,-1.3084105670000001,-0.28364754400000003
ecoli_00550,4.8511319537,-1.627596788,-0.385375122
ecoli_00551,5.1002350879,-1.7451169210000002,-0.302820358
ecoli_00552,-9.3951888191,-1.7546889170000002,-0.158081835
ecoli_00553,-8.5869120392,-1.63741031,-0.326010792
ecoli_00554,-11.5258515014,-1.36089314,0.12303699200000001
ecoli_00555,-10.1510333395,-1.566288323,0.172556438
ecoli_00556,-10.412545463,-1.30577057,0.340269241
ecoli_00557,-9.999387714000001,-1.759341434,0.281019843
ecoli_00558,-10.670972688700001,-1.142248492,-0.537316428
ecoli_00559,-10.0310880102,-1.23488978,-0.43609835900000005
ecoli_00560,-11.0524132404,-1.223559293,-0.102851355
ecoli_00561,-10.6148711657,-1.3134003650000001,-0.176020641
ecoli_00562,5.4507633861,-0.28814331,1.3674984860000001
ecoli_00563,5.2974925131,-0.5362454440000001,0.936573286
ecoli_00564,-2.5892168372,0.044990051,0.391265266
ecoli_00565,-2.9231760235,0.281648705,0.38658636900000004
ecoli_00566,-10.5803175002,-1.434531555,-0.03401531
ecoli_00567,-10.2037681196,-1.411341317,-0.068463514
ecoli_00568,-2.1393327729,0.8161159240000001,0.18575091400000002
ecoli_00569,-1.8793842121000002,0.6021114790000001,0.21141973400000003
ecoli_00570,-2.2284445992,0.609352364,0.15879195200000001
ecoli_00571,-2.3133911348,0.569991086,0.156995183
ecoli_00572,-4.3253121167,-1.383708697,0.215164809
ecoli_00573,-6.5251242536,-1.310352342,0.319740371
ecoli_00574,-6.642721621,-1.680785142,0.43983647600000003
ecoli_00575,-8.5139165698,-1.424231916,0.392020733
ecoli_00576,-8.8040716248,-1.399516167,0.706101113
ecoli_00577,-10.3590004995,-1.23627063,0.620042288
ecoli_00578,-10.1528553795,-0.8481658,0.5387263680000001
ecoli_00579,-8.6950220516,-1.465499959,0.9171451260000001
ecoli_00580,-8.5318931072,-1.495956099,0.6481270760000001
ecoli_00581,-9.363336071300001,-1.3391748780000001,0.445417956
ecoli_00582,-2.2134904907,0.48033255500000005,1.259036816
ecoli_00583,-3.0139694252,-0.125299569,0.813995346
ecoli_00584,-12.1195115571,-1.316105542,0.51610102
ecoli_00585,-12.363858872,-1.346362998,0.602182045
ecoli_00586,-2.5653916221,-0.31220714,0.44791902100000003
ecoli_00587,-2.4704924197,-0.41192644900000003,0.7039331990000001
ecoli_00588,-2.7301126643,-0.232864701,0.720855298
ecoli_00589,-2.6681621902,-0.31837345100000003,0.650875576
ecoli_00590,0.624373627,-0.8907897730000001,1.546197726
ecoli_00591,1.6141717319,-0.853401641,1.584077686
ecoli_00592,-11.2215504984,-1.029036376,0.19594456000000002
ecoli_00593,-12.2745346036,-1.263426079,0.08939118800000001
ecoli_00594,-12.1698938514,-1.2670634440000001,0.32206998800000003
ecoli_00595,-12.5386978657,-1.543332898,0.045230318000000005
ecoli_00596,-11.3256578707,-1.024802647,0.17019406
ecoli_00597,-10.0072454655,-1.00319695,-0.05540499
ecoli_00598,-10.6520792666,-1.188702586,-0.14625546
ecoli_00599,-9.5523858172,-1.232903931,-0.6842217220000001
ecoli_00600,-2.3363118343,-0.987240023,-0.069939922
ecoli_00601,-0.5164972231,-1.248473714,0.521034976
ecoli_00602,0.31750761990000004,-1.268267319,0.443479783
ecoli_00603,0.8288648109000001,-1.266195234,0.742704066
ecoli_00604,-0.2473581983,-1.011071283,0.139308513
ecoli_00605,0.2533689819,-1.02112165,0.740062926
ecoli_00606,-5.7430815047,-1.328818164,-0.25468864
ecoli_00607,-14.990143133,-1.014737278,-0.247761798
ecoli_00608,-7.6172248354,-1.597532548,-0.042195750000000004
ecoli_00609,-15.686237969,-1.223001622,-0.40731054800000005
ecoli_00610,-14.3748012686,-1.225496646,-0.41696341600000003
ecoli_00611,-17.076184515,-0.8785492500000001,-0.277083305
ecoli_00612,-12.5325836861,-1.387054677,0.11370136500000001
ecoli_00613,-9.8788976103,-1.410677988,0.420637772
ecoli_00614,-10.4839208938,-1.449401945,0.43312212200000005
ecoli_00615,-10.4348914612,-1.633134888,0.46302000600000004
ecoli_00616,-9.6790542325,-1.037652696,0.511094622
ecoli_00617,-9.1046952394,-1.635827521,0.425896441
ecoli_00618,-3.312028103,-0.5022442770000001,0.19736424400000002
ecoli_00619,-3.2259501761,-0.41610823700000005,0.210802772
ecoli_00620,3.6129826581,0.992646915,2.048441456
ecoli_00621,3.3807712580000002,0.9037070660000001,1.990108766
ecoli_00622,-0.3557377344,0.31433510200000003,0.04498786
ecoli_00623,-0.4739115571,0.034361214,0.103098007
ecoli_00624,0.46827543110000003,0.580944409,0.378559301
ecoli_00625,0.42848999670000004,0.595210737,0.36998961500000005
ecoli_00626,0.7569923179,0.645147718,0.19094988400000001
ecoli_00627,0.7653632788,0.5615635130000001,0.185832415
ecoli_00628,0.1001006256,0.21405702000000001,0.7478487060000001
ecoli_00629,-1.2153529654,0.035691079,0.822133306
ecoli_00630,-0.16052157220000002,0.366236276,0.57696863
ecoli_00631,-0.5059762185,0.25559777300000003,0.6370936500000001
ecoli_00632,-1.3379161024,0.052953402000000004,0.323861084
ecoli_00633,-3.8248315377,-0.09659766800000001,0.27958708600000004
ecoli_00634,-0.6976003197,0.053113514,0.367003185
ecoli_00635,-1.2970831229,0.220490192,0.415723973
ecoli_00636,-1.1910291823,-0.064176285,0.689232144
ecoli_00637,-1.8373153662,-0.006203199,0.49854365700000003
ecoli_00638,0.1333432668,0.347050252,0.207124303
ecoli_00639,-0.00042281480000000004,-0.04324447,0.135602372
ecoli_00640,-1.2835376031,-0.166729985,0.64864206
ecoli_00641,-1.4244820593,-0.18877655200000001,0.71046172
ecoli_00642,-0.2763463246,0.24425676100000002,0.420432377
ecoli_00643,-0.6033656546,-0.10841041300000001,0.47953411300000004
ecoli_00644,-0.7173891332,0.16277627,0.303324142
ecoli_00645,-0.9754702061,0.011386012000000001,0.322389862
ecoli_00646,-1.1238176833,-0.13770187,0.057619355000000004
ecoli_00647,-2.4527921724,-0.338680429,0.277355495
ecoli_00648,-0.2702183889,0.28037188500000004,0.21586797400000002
ecoli_00649,-0.022766607600000002,0.314890104,0.12626112
ecoli_00650,-1.6438291491,-0.10469591700000001,0.11468483400000001
ecoli_00651,-1.6530802617,0.013877755,0.070815561
ecoli_00652,-4.1459066355,-0.058894401000000006,1.089893306
ecoli_00653,-2.7809192033,-0.030809998,0.903433806
ecoli_00654,-0.024564696400000002,0.17189509700000002,0.265788397
ecoli_00655,0.0375151124,0.147155046,0.330022315
ecoli_00656,-1.0362980731,0.309702333,0.040300772000000006
ecoli_00657,-1.131649977,0.38693276600000004,0.12697175200000002
ecoli_00658,-0.3383533554,0.153995757,-0.175521843
ecoli_00659,-1.3130067361,0.038279141,0.09615961
ecoli_00660,-2.5055102516,-0.113867693,0.526622704
ecoli_00661,-2.7636521045,-0.017302241,0.628575133
ecoli_00662,0.08254143600000001,0.579908254,-0.08709583800000001
ecoli_00663,0.0433339832,0.26601462800000003,-0.018978383
ecoli_00664,-4.0712150795,0.088740288,0.49277853
ecoli_00665,-3.7540780515,0.10340381800000001,0.481644575
ecoli_00666,-2.8916198974,0.112196163,0.19621347500000003
ecoli_00667,-4.1325820381,-0.206180673,0.490658674
ecoli_00668,-0.7284286745,-0.013471974000000001,0.853001546
ecoli_00669,-0.2002339263,-0.12876642900000002,0.7565656460000001
ecoli_00670,-1.5374877028,0.090051856,0.680069985
ecoli_00671,-1.5325996619,-0.033717988000000004,0.6759045060000001
ecoli_00672,-7.2782296564,-0.571310642,-0.573046228
ecoli_00673,-5.2015759075,-0.32184570900000004,-0.051903538000000006
ecoli_00674,-1.8229755095,0.6249342560000001,0.079404681
ecoli_00675,-2.6097101301,0.7065176400000001,-0.044857836000000005
ecoli_00676,-0.022953487300000002,0.11599239700000001,0.16575990100000002
ecoli_00677,-0.058155893300000004,0.157405818,0.2116699
ecoli_00678,-0.16194764920000002,0.367323029,0.851500016
ecoli_00679,-0.1391389218,0.24932751400000003,0.979614336
ecoli_00680,-4.1326891817,0.444189596,-0.064751683
ecoli_00681,-2.9857419384,0.461780485,0.13687585800000002
ecoli_00682,-1.0206114621,0.320329695,0.43024290200000004
ecoli_00683,-1.1018378567,0.17223880700000002,0.45649869600000004
ecoli_00684,-1.2279539627,0.407317517,0.17240939800000002
ecoli_00685,-1.2210692028,0.392443441,0.273833125
ecoli_00686,-1.8570624740000001,0.259080205,-0.33557125600000004
ecoli_00687,-2.1080756465,0.30778202,-0.103547147
ecoli_00688,-2.2375803771,0.148784503,-0.193622802
ecoli_00689,-2.3600514408,-0.12344458500000001,-0.271951257
ecoli_00690,-1.8694552344000002,0.313968907,0.8765261360000001
ecoli_00691,-1.6937228394,0.223095115,0.8084935360000001
ecoli_00692,-3.9299065118,0.066407622,0.9157442760000001
ecoli_00693,-4.826221982,-0.055767209000000005,1.011176016
ecoli_00694,-4.6282861764,-0.127673488,0.902283076
ecoli_00695,-6.2600548077,-0.321241153,0.9472996260000001
ecoli_00696,-1.7753331205,0.162696217,0.823034806
ecoli_00697,-1.3708028514000001,0.18787809300000002,0.8417998760000001
ecoli_00698,-3.7954493107,0.22445592600000003,-0.087156416
ecoli_00699,-3.4966867841,0.311034576,-0.047135399
ecoli_00700,0.5002683304000001,0.383303895,0.12196417600000001
ecoli_00701,0.3486859704,0.323521377,0.059651514
ecoli_00702,-1.0850780378,0.341875244,0.10154764100000001
ecoli_00703,-2.6205355432,0.20922975600000002,0.171203867
ecoli_00704,-0.09938283170000001,0.0776022,-0.0422892
ecoli_00705,-0.22908583640000002,0.24319605,-0.0050907420000000005
ecoli_00706,-1.3680810003000001,0.129621543,-0.104639965
ecoli_00707,-1.9046595210000001,0.011964832,-0.08689561
ecoli_00708,-0.98554458,0.1526942,0.063928575
ecoli_00709,-1.5824562590000002,0.013648154000000001,-0.046721704
ecoli_00710,-0.9083938056,0.5584741550000001,0.380732609
ecoli_00711,-0.41720607,0.43644434,0.5413918120000001
ecoli_00712,0.1005905767,0.799128884,0.217165399
ecoli_00713,0.1308358844,0.553086898,0.26082317
ecoli_00714,-1.5636387058999999,0.31129624300000003,1.1453485460000001
ecoli_00715,-2.2134348916,0.21833892100000002,1.070647936
ecoli_00716,-1.8295396895,-0.21395842,0.14242569800000002
ecoli_00717,-1.9305621416,-0.343157688,0.23916410400000002
ecoli_00718,-2.837619025,-0.717446279,-0.036123555
ecoli_00719,-3.2946330968,-0.601702849,0.042168756
ecoli_00720,-2.1491084893,-0.792473662,0.11719557800000001
ecoli_00721,-2.0086826276,-0.5065544040000001,0.14509675
ecoli_00722,-0.4538215044,-0.01115884,0.548075038
ecoli_00723,-0.3511215439,0.07395172500000001,0.49255982000000004
ecoli_00724,-1.3609035309,-0.214048337,0.155626605
ecoli_00725,-0.8561362133,-0.212799083,0.458879289
ecoli_00727,-0.5526939131,0.005035892,0.9356459460000001
ecoli_00728,-1.0459136007,-0.21392717700000002,0.080522988
ecoli_00729,-0.6253848889,-0.559861216,0.319070503
ecoli_00730,-1.9555147949,-0.133389151,-0.060545762
ecoli_00731,-1.7231109928000001,-0.6876107060000001,-0.023064144
ecoli_00732,-1.8247178165,-0.49212619300000005,-0.026233267
ecoli_00733,-0.36033382480000004,-0.185789215,0.6346640520000001
ecoli_00734,0.27797036940000003,-0.304114414,0.6909501880000001
ecoli_00735,-1.7605110922,0.11781993600000001,0.28762259500000004
ecoli_00736,-0.9725460977,-0.28640714300000003,0.536174008
ecoli_00737,-2.2295476289,0.19249606700000002,0.17530578100000002
ecoli_00738,-1.4640688829,-0.088696009,0.46740904
ecoli_00739,-1.2621237435000001,-0.111970685,0.174656744
ecoli_00740,-0.8257452188000001,-0.174391659,0.394370202
ecoli_00741,-18.7019365687,-0.506150966,1.322502666
ecoli_00742,-15.687343331,-0.44075512600000005,0.5798925810000001
ecoli_00743,-0.5565881036,0.010352866,0.998987676
ecoli_00744,-0.7070697442,-0.240923,0.9379760260000001
ecoli_00745,-0.6761906481000001,-0.155276411,0.736952856
ecoli_00746,-0.39094565480000004,-0.399903493,0.803381376
ecoli_00747,-0.6285956799,-0.303374413,0.695367646
ecoli_00748,-0.9517490927000001,-0.395883973,0.681227083
ecoli_00749,-12.1082747029,-1.081246267,-0.47601407300000004
ecoli_00750,-11.2293683039,-0.7194017970000001,-0.33705242
ecoli_00751,-2.1526586362,-0.114917868,0.9351348060000001
ecoli_00752,-2.2100073477,-0.26008891,0.876612566
ecoli_00753,-2.8126725224999998,-0.789741126,0.115148097
ecoli_00754,-3.1776696482,-0.785233591,0.09984643500000001
ecoli_00755,-1.2295305422,-0.33323402700000004,0.41419806800000003
ecoli_00756,-1.0967597828,-0.32741003300000004,0.5783373190000001
ecoli_00757,-2.4812770657,-0.614425305,0.046307297000000004
ecoli_00758,-2.9777391827,-0.981676977,0.036329173
ecoli_00759,-19.2595808749,-0.709274362,0.319589504
ecoli_00760,-19.1559905134,-0.374569967,0.503198241
ecoli_00761,-2.0091653151,-0.47569347,0.20693571300000002
ecoli_00762,-2.0804606838,-0.777259267,0.188642002
ecoli_00763,-1.6967889312,-0.70062272,0.101779039
ecoli_00764,-1.9947974326,-0.76606461,0.172979991
ecoli_00765,-1.5871493654000002,-0.43149691900000003,0.155982392
ecoli_00766,-1.9282342781000001,-0.487642569,0.23824755400000003
ecoli_00767,-0.7807224464,0.6242711200000001,0.7806081060000001
ecoli_00768,-1.4002409255,0.852325686,0.813794416
ecoli_00769,-0.8735628499,3.548293378,0.5988579620000001
ecoli_00770,-0.8671878537000001,3.505451186,0.589313505
ecoli_00771,-0.3639961926,-0.6803713610000001,0.630282656
ecoli_00772,-0.26192466600000003,-1.001355467,0.582770958
ecoli_00773,-1.2983547567,-0.73162975,0.694016618
ecoli_00774,-1.3371043392,-0.48603779700000005,0.6840427720000001
ecoli_00775,-0.6630573722,3.963287363,0.744539256
ecoli_00776,-1.1410076768,3.9773566220000003,0.7080815420000001
ecoli_00777,-6.3291652652,-0.602999716,0.057748651000000005
ecoli_00778,-7.4343016176,-0.511906462,0.000836439
ecoli_00779,-13.8798300841,-1.177437692,0.393058448
ecoli_00780,-14.9571239842,-1.056497003,0.51636355
ecoli_00781,-5.6880269798,-0.755278432,-0.058615956000000004
ecoli_00782,-5.0121947358,-0.450825472,-0.003295563
ecoli_00783,-4.1454517861,-0.65153015,0.054635539000000004
ecoli_00784,-8.9144505494,-1.128051776,0.312142354
ecoli_00785,-8.7419772065,-0.81616174,-0.7608421670000001
ecoli_00786,-8.848575889,-0.5885131920000001,-0.879332121
ecoli_00787,-2.4370006915999998,-0.21378144000000002,-0.028056045
ecoli_00788,-2.4857285990999998,-0.27978356200000004,-0.12884752500000002
ecoli_00789,-4.8531214084,-0.5612749220000001,0.041432463
ecoli_00790,-6.4038354073,-0.5053909999999999,0.037419389000000004
ecoli_00791,-2.3432941039,-0.34513746300000003,0.6634502010000001
ecoli_00792,-8.8646915652,-0.227649115,1.148891356
ecoli_00793,-5.5651052195,-0.578939431,-0.020226017000000002
ecoli_00794,-5.8161211815,-0.48929732600000003,-0.031017067000000002
ecoli_00795,-3.8706285501,-0.35970521600000005,0.5256937780000001
ecoli_00796,-3.1157083867,-0.36339349800000004,0.521895651
ecoli_00797,-0.7546314669,0.003829573,0.527252585
ecoli_00798,-2.3873762164,-0.314813214,0.717952429
ecoli_00799,-1.2611833934,-0.123416774,0.501672778
ecoli_00800,-0.9883102266,0.075774148,0.5728210220000001
ecoli_00818,-1.484010126,-0.073581694,0.444428965
ecoli_00819,-1.8174783409000002,0.035825228,0.29555535
ecoli_00820,-7.9359829832,-0.5926704890000001,0.185566797
ecoli_00821,-8.6119943228,-0.44665125400000005,0.129607239
ecoli_00822,-1.9133733481,0.088594698,0.38896984100000004
ecoli_00823,-1.7021926273,0.016059883,0.33696669
ecoli_00824,-1.8138562565,0.19940147100000002,0.26844590900000004
ecoli_00825,-1.649928022,-0.08750867200000001,0.34219276400000004
ecoli_00826,-1.5019180987,-0.156313232,0.43932199800000005
ecoli_00827,-1.4207848611,-0.162233374,0.42732075500000005
ecoli_00828,-1.1896712453,-0.16316568,0.110599163
ecoli_00829,-1.1893403519,-0.072438481,0.039726156000000006
ecoli_00830,-1.0532158988,0.166287642,0.49324980500000004
ecoli_00831,-0.8566374313,0.075380187,0.46775206900000005
ecoli_00832,-9.3125794253,-0.768503892,-0.3140845
ecoli_00833,-10.7288310949,-0.872440489,-0.8715660150000001
ecoli_00834,-0.4202778955,-0.036138238,0.43664024300000004
ecoli_00835,0.1118126204,-0.040855091,0.53975684
ecoli_00836,-0.7117512902,-0.127779719,0.394528943
ecoli_00837,-0.7615264876000001,-0.12117001300000001,0.379399407
ecoli_00838,-1.1551821858,0.043455337000000004,0.9337171660000001
ecoli_00839,-0.08089190310000001,0.23900375000000001,0.795086936
ecoli_00840,-0.7227705339,0.227032686,1.031077886
ecoli_00841,-0.9932549209,0.26409002,0.9522224260000001
ecoli_00842,-0.0029901488,-0.075398487,0.412248104
ecoli_00843,-0.3470581816,-0.182876538,0.30771917800000004
ecoli_00844,-0.8760380078000001,-0.43680256500000003,0.356117652
ecoli_00845,-0.3402896651,-0.32401206200000005,0.40373836900000004
