,A,CcpN,CcpA,SigA
M40t90_2,39.8874708925,-0.1075000000000017,-0.30783333333333296,-0.385866666666665
M40t90_3,39.9419097279,0.20999999999999908,-0.23383333333333312,0.10243333333333382
dia0_1,15.6917653955,0.048599999999998644,0.08816666666666606,0.20543333333333358
dia0_2,16.0300961551,0.31349999999999945,0.3181666666666665,0.3444333333333347
dia0_3,9.4055616964,0.6102999999999987,0.2860666666666667,0.7850333333333346
dia5_1,19.7240876798,0.25679999999999836,-0.5191333333333343,-1.0404666666666653
dia5_2,22.3826941263,0.7472999999999992,-0.36733333333333285,-1.036366666666666
dia5_3,21.3923020584,0.8268999999999984,-0.06493333333333418,-0.8109666666666655
dia15_1,20.7667296582,1.3575999999999997,0.7606666666666673,0.1478333333333346
dia15_2,6.7290176098,1.1867999999999999,0.6367666666666665,0.9208333333333343
dia15_3,-0.2747137539,-0.47860000000000014,-0.8693333333333335,-0.268066666666666
Diami_1,12.6169030058,-0.21580000000000155,0.3281666666666663,-1.1459666666666664
Diami_2,10.5195483557,0.42959999999999887,0.6599666666666657,-0.5841666666666647
Diami_3,11.8470294895,0.43019999999999925,0.7382666666666662,-0.6146666666666665
Paraq_1,1.7071744097,0.5338999999999992,0.5350666666666672,0.7408333333333346
Paraq_2,3.2162176722,0.6793999999999993,0.9955666666666669,0.9730333333333352
Paraq_3,1.3094339346,-0.660400000000001,-0.6105333333333327,-0.43976666666666553
H2O2_1,7.8379043559,0.5189999999999984,0.6727666666666661,0.4620333333333342
H2O2_2,6.861401119,0.8484999999999996,0.8973666666666666,0.6901333333333337
H2O2_3,2.9756980043,0.6868999999999996,0.6261666666666663,0.42723333333333535
Oxctl_1,5.7951974019,-0.042500000000000426,0.056366666666665566,0.36833333333333407
Oxctl_2,6.4718321059,-0.20980000000000132,0.3051666666666666,0.2219333333333342
Oxctl_3,3.8126737383,0.7128999999999994,0.8312666666666662,0.9864333333333342
GM-0.1_1,6.1181043381,-0.5716000000000019,-0.7555333333333341,-0.07256666666666511
GM-0.2_1,5.8241608435,-0.5174000000000003,-0.8528333333333329,-0.11566666666666592
GM+5_1,5.2440287219,-0.7007000000000012,-0.15123333333333377,-0.12016666666666609
GM+15_1,0.0350589882,-0.13340000000000174,0.2307666666666659,0.040033333333335364
GM+25_1,-2.7265344452,0.267199999999999,0.954066666666666,0.3367333333333349
GM+45_1,-2.1620650077,0.24679999999999858,0.48636666666666706,0.32523333333333504
GM+60_1,-2.3169400067,0.11769999999999925,0.324466666666666,0.4418333333333351
GM+90_1,-1.475847209,0.2809999999999988,0.29316666666666613,0.3171333333333344
GM+120_1,1.3698269519,-0.8437000000000001,-0.5767333333333333,-0.6702666666666648
GM+150_1,2.5335398982,-0.31700000000000017,-0.07063333333333333,-0.09006666666666518
GM-0.1_2,6.143544803,-0.10810000000000031,-0.03403333333333336,0.26043333333333507
GM-0.2_2,6.7057828118,-0.09800000000000075,-0.03173333333333339,0.37923333333333353
GM+5_2,6.1928429279,-0.23650000000000126,0.20246666666666613,-0.013666666666665606
GM+10_2,1.0858533496,-0.2624000000000013,0.09606666666666719,0.05173333333333474
GM+15_2,-1.3369601043000001,-0.5512000000000015,0.17326666666666668,-0.19186666666666596
GM+25_2,-3.1970957701,-0.05870000000000175,0.5748666666666669,0.000433333333335284
GM+45_2,-2.3104462574999998,-0.9028000000000009,-0.4344333333333328,-0.4550666666666654
GM+60_2,-2.0365391245,-0.9677000000000007,-0.5951333333333331,-0.6092666666666648
GM+90_2,-1.8864440782,-0.001800000000001134,0.511566666666667,0.28073333333333395
GM+150_2,5.7960329457,-0.6906000000000017,-1.101633333333334,-0.7810666666666659
GM-0.1_3,5.6339971715,-0.35020000000000095,-0.34323333333333395,-0.057266666666665245
GM-0.2_3,5.3928869671,-0.45500000000000185,-0.3190333333333335,0.06363333333333365
GM+5_3,5.4720729520999996,-0.24900000000000055,0.5315666666666665,0.09503333333333508
GM+10_3,2.5714176002,-1.2697000000000003,-0.5870333333333342,-0.7991666666666664
GM+15_3,0.1851043734,-0.5508000000000006,0.09286666666666576,-0.1754666666666651
GM+25_3,0.4491159617,-0.6742000000000008,0.00556666666666672,-0.33346666666666636
GM+45_3,2.1298940174,-0.9075000000000006,-0.026833333333334153,-0.6200666666666663
GM+60_3,1.1331679886,-0.8663000000000007,-0.6423333333333332,-0.5594666666666654
GM+90_3,0.2488799693,-0.23360000000000092,-0.01843333333333419,-0.051366666666664784
GM+120_3,1.6795334163,-0.49620000000000175,0.013666666666665606,-0.001966666666666228
GM+150_3,2.4199440735,0.010899999999999466,0.11246666666666627,0.006733333333334812
MG-0.1_1,18.1132884162,-0.2151000000000014,0.38076666666666625,0.11073333333333402
MG+5_1,0.9911918113,-0.32980000000000054,-0.40713333333333424,0.12543333333333528
MG+10_1,-3.679024658,0.41389999999999816,0.20426666666666726,0.4738333333333351
MG+15_1,-3.206802315,-0.4667000000000012,-0.6447333333333329,-0.37076666666666647
MG+25_1,-4.3312280327,-0.11380000000000123,-0.11183333333333323,0.26933333333333387
MG+45_1,-3.1578389509,-0.43350000000000044,-0.8328333333333333,0.04903333333333393
MG+120_1,10.1122677751,-0.9773000000000014,-1.3823333333333334,-0.39686666666666603
MG+150_1,8.8828002211,-0.2384000000000004,-0.7635333333333332,-0.2510666666666648
MG-0.1_2,19.1072744172,-1.0701000000000018,-0.33883333333333354,-0.6843666666666657
MG-0.2_2,18.7735283682,-0.4225000000000012,0.33236666666666714,-0.14826666666666632
MG+5_2,1.6750797064,-0.31230000000000047,-0.24473333333333436,-0.1624666666666652
MG+10_2,-2.1525654674,-0.05820000000000114,-0.20083333333333364,0.2072333333333347
MG+15_2,-2.2083542626,0.4872999999999994,0.4967666666666659,0.9027333333333338
MG+25_2,-2.7458935443,-0.38590000000000124,-0.6521333333333335,-0.15716666666666512
MG+45_2,-2.1622033244,-0.9146000000000019,-0.9437333333333342,-0.6668666666666656
MG+60_2,-1.9232345633999999,-0.45310000000000095,-0.33603333333333296,0.033833333333333826
MG+90_2,-1.4175827330000002,-0.6125000000000007,-0.9501333333333335,-0.44416666666666593
MG+120_2,8.3624175466,-0.32070000000000043,-0.824133333333334,-0.06026666666666536
MG-0.1_3,20.0293200588,0.06509999999999927,0.9758666666666667,0.494133333333334
MG-0.2_3,18.6726272871,-0.5587000000000018,0.5773666666666664,0.16453333333333475
MG+5_3,1.9392460318,-0.7171000000000003,-0.12473333333333336,-0.17206666666666592
MG+10_3,1.1030774154,-0.8142000000000014,-0.8029333333333337,-0.29096666666666593
MG+15_3,-1.2096674946000001,0.013199999999999434,0.07346666666666657,0.29643333333333466
MG+25_3,-2.7690293573,-0.011900000000000688,-0.06583333333333385,0.1802333333333337
MG+45_3,-2.3532389448,0.29329999999999856,0.30886666666666684,0.30753333333333366
MG+60_3,-1.4388208122,-0.31650000000000134,-0.07363333333333344,-0.14326666666666554
MG+90_3,0.3494979144,0.05489999999999817,-0.3176333333333332,0.1077333333333339
MG+120_3,7.731416197,-0.48600000000000065,-1.0926333333333336,-0.3436666666666657
MG+150_3,6.988865454,-0.2611000000000008,-0.8094333333333328,-0.4068666666666658
