,A,sigB
SMMPr_3,2.8037802007700003,12.6239
HiTm_1,-35.8446980905,14.4925
HiTm_2,-1.74327939664,13.1682
HiTm_3,-0.536595675475,13.1236
LoTm_1,-8.597498089360004,14.601
LoTm_2,-24.2272548006,15.4394
LoTm_3,-10.1269490057,14.6794
HiOs_1,1.18340218189,13.3195
HiOs_2,-0.292362244501,13.1521
HiOs_3,1.1089857149200002,13.026
BMM_1,3.37455848556,12.5305
BMM_2,2.60737479914,12.3949
BMM_3,-1.0395391592299998,13.2444
Heat_1,-11.9244470499,15.1717
Heat_2,-15.127487788699998,15.0022
Heat_3,-15.5304659052,14.7909
Cold_1,3.9822842656099997,12.6987
Cold_2,1.25194518497,12.0936
Cold_3,-1.3475426398600001,11.6768
Etha_1,-63.3279071303,16.0207
Etha_2,-55.8088801078,15.1711
Etha_3,-61.3974500696,15.8213
SMM_1,3.44646817553,12.604
SMM_2,3.3776806770700003,12.4638
SMM_3,4.20673641551,12.5034
Salt_1,-31.329165145100003,16.1633
Salt_2,-35.7534091154,15.8759
Salt_3,-31.1469191555,15.6286
Mt0_1,3.1008385188,12.6079
Mt0_3,3.6477143473800004,12.3532
M0t45_1,-0.820209265405,12.7919
M0t45_2,-0.768231563124,12.7814
M0t45_3,1.53035322097,12.9261
M0t90_1,-4.33345674352,11.285
M0t90_2,0.474841429328,12.2597
M0t90_3,-0.478502588117,12.0528
M40t45_1,-3.35363031742,12.8694
M40t45_2,0.09714823349,13.2826
M40t45_3,2.48953420887,13.0111
M40t90_1,-2.2926191943200003,12.0001
M40t90_2,0.719017840743,12.5339
M40t90_3,1.7192977160900005,12.2998
dia0_1,1.60674540527,12.0466
dia0_2,2.9561135441000004,12.378
dia0_3,4.39307389184,12.6922
dia5_1,-1.1307792218000001,12.9626
dia5_2,0.0353853058469,13.4332
dia5_3,0.898335270858,12.9261
dia15_1,2.5217860645099996,14.5056
dia15_2,2.09709132372,14.1439
dia15_3,1.63097477662,12.6556
Diami_1,-4.68676386116,13.5019
Diami_2,-3.5976796565099995,13.9372
Diami_3,-4.61254971045,13.6536
Paraq_1,-0.556565991937,12.6498
Paraq_2,3.03991954468,13.0235
Paraq_3,-1.39567451011,11.5788
H2O2_1,0.786533762833,13.4154
H2O2_2,0.6967030469159999,14.0427
H2O2_3,-1.6130829354499998,14.0116
Oxctl_1,-1.82146500712,12.001
Oxctl_2,-1.10944787604,12.0415
Oxctl_3,2.38812895085,12.8917
GM-0.1_1,3.18678253818,12.8334
GM-0.2_1,0.9971935827949999,12.7961
GM+5_1,1.2183574614200001,12.7518
GM+15_1,3.3254973364800002,12.7732
GM+25_1,2.79054000927,13.035
GM+45_1,3.70563349318,12.8648
GM+60_1,4.49876556299,12.6784
GM+90_1,4.67152785941,12.800999999999998
GM+120_1,-2.16708036532,11.7133
GM+150_1,0.621557470208,12.11
GM-0.1_2,2.90328432517,13.368
GM-0.2_2,2.02398738191,13.1503
GM+5_2,2.34621465193,13.5503
GM+10_2,2.88115184454,13.0916
GM+15_2,1.25666834081,12.4971
GM+25_2,0.842375895248,12.7257
GM+45_2,1.23903741948,12.0305
GM+60_2,0.0968982969517,11.672
GM+90_2,0.142010613172,12.624
GM+150_2,3.1082741189,11.9401
GM-0.1_3,2.24653280745,13.0506
GM-0.2_3,3.2336986209900003,13.1659
GM+5_3,1.2220282497200001,13.6533
GM+10_3,-0.62622011115,12.1848
GM+15_3,1.19478976641,12.6445
GM+25_3,-0.416059197816,12.3089
GM+45_3,-2.06465868102,12.3602
GM+60_3,-1.56620056623,11.9217
GM+90_3,0.3105695113,12.2717
GM+120_3,-2.3645397487,12.0975
GM+150_3,2.3747750340400002,12.4539
MG-0.1_1,1.9085744265,13.1313
MG+5_1,-0.0976012318833,13.1921
MG+10_1,1.73786526116,13.5761
MG+15_1,-0.302778156226,12.8948
MG+25_1,1.4479915629299998,13.2806
MG+45_1,0.045427506744099996,12.4936
MG+120_1,-0.590618562117,12.2843
MG+150_1,1.6293976724700001,12.2903
MG-0.1_2,1.01864939134,12.1946
MG-0.2_2,2.8093283281200003,12.8556
MG+5_2,2.06924698026,13.2213
MG+10_2,1.985036269,13.3706
MG+15_2,1.28471182212,14.0447
MG+25_2,1.30454131718,12.9809
MG+45_2,1.51925311292,12.5107
MG+60_2,2.38111102868,12.7594
MG+90_2,3.28743759319,12.4164
MG+120_2,3.3775646931599996,12.9924
MG-0.1_3,4.3041059110800015,13.226
MG-0.2_3,2.04323224617,12.5651
MG+5_3,-0.420090708837,12.6516
MG+10_3,-1.5632473858899998,12.1847
MG+15_3,2.7524988234500003,13.1072
MG+25_3,3.55349159042,13.0428
MG+45_3,4.47278537457,13.4719
MG+60_3,1.4912724718500001,12.7417
MG+90_3,5.3640647260000005,12.7574
MG+120_3,3.66923147209,12.4384
MG+150_3,3.28663978182,11.9702
