,A,Cbl,CysB
nac_ntrc__bw_delnac_cytd__2,1.6396322793,3.8095988575,0.21623465200000003
nac_ntrc__bw_delnac_gln__1,1.5022486584,4.1400520235,0.19351441200000002
nac_ntrc__bw_delnac_gln__2,0.3746899697,4.1936591195,0.23312563100000003
nac_ntrc__bw_delnac_nh4__1,0.7066987884,1.9563104325,0.23261966
nac_ntrc__bw_delnac_nh4__2,0.7849879979000001,1.9304287505,0.247858197
misc__wt_no_te__1,0.1140995467,-1.0330607255,0.185526357
misc__wt_no_te__2,0.0858311345,-0.2940709005,0.31376848500000004
misc__bw_delcbl__1,0.46401072590000003,-5.7992459005,0.35929021800000005
misc__bw_delcbl__2,0.08419275700000001,-5.7992459005,0.40859360800000005
misc__bw_delfabr__1,1.5442132278,-0.28919003050000003,0.283157425
misc__bw_delfabr__2,1.8087684729,-0.0761553995,0.288119039
misc__bw_delfadr__1,1.2243698732000001,-0.45065351950000004,0.252934059
misc__bw_delfadr__2,1.1409268794,-0.4902242275,0.24774203
misc__nitr_031__1,1.1313126435,3.8306402595,0.054420636
omics__wt_glu__1,0.2051419217,-0.3977799685,0.6655066460000001
omics__wt_glu__2,0.5907518627,-0.2023146385,0.256112127
omics__wt_gly__1,0.9712625412,0.31996886350000003,0.12287151700000001
omics__wt_gly__2,0.8641647511,0.1711252325,0.09579609
omics__wt_thr__1,2.8812570987,-0.2690319325,0.6914102320000001
omics__wt_thr__2,2.5000871807,-0.49697116750000003,0.572106517
omics__bw_ac__1,1.3607319082,0.7635376575,0.17681841
omics__bw_ac__2,1.0637557284999999,0.7155725365000001,0.155844262
omics__bw_fum__1,-0.3746382925,0.1263625895,0.105824293
omics__bw_fum__2,-0.2072397941,0.2090204975,0.11827256500000001
omics__bw_glc__1,-0.2087997772,0.48404627050000004,-0.007939408
omics__bw_glc__2,0.0949623616,0.48883562150000004,0.014523761000000001
omics__bw_pyr__1,-1.430837886,-0.0302605165,0.019275205
omics__bw_pyr__2,1.159638293,0.3223031485,-0.29653573
ompr__wt_nacl__1,0.3228024923,-1.1057098285,0.46084632600000003
ompr__wt_nacl__2,0.9093193539000001,-1.0623313345,0.397514407
ompr__bw_delompr_nacl__1,8.6850615086,-0.2489448495,0.36503487300000004
ompr__bw_delompr_nacl__2,8.1928182897,-0.45322177150000004,0.44397356400000004
minspan__wt_ade__1,-0.7657161225,-0.030862221500000002,0.427521668
minspan__wt_glc__2,0.7603780791,0.4237462925,0.5168814190000001
minspan__wt_glc__3,1.1393645094,0.39598263650000004,0.6107565610000001
minspan__wt_glc__4,1.2618071003,0.4464897285,0.408060862
minspan__wt_glc_anaero__1,0.4118590505,-0.9067284935000001,0.145610435
minspan__wt_glc_anaero__2,1.5521031657000002,-0.6051535245,0.12740525900000002
minspan__wt_trp__1,-1.432935246,-1.9164314385,-0.208879424
minspan__bw_delcra_glc__2,0.7188282976,-1.6055183585,-0.21824611400000002
minspan__bw_delcra_trp__1,-0.6581345545,-0.5764518195,0.016131175
minspan__bw_delmntr__1,1.1636859147,-1.8799263925,-0.265108542
minspan__bw_delnac_ade__1,1.3339967908,3.1782115205,1.009208422
minspan__bw_delnac_glc__1,1.3747211603,2.3707003595,0.5561607580000001
cra_crp__wt_ac__1,0.1416216635,-0.8266996745,0.085691687
cra_crp__wt_ac__2,0.3230118288,-0.8397127575000001,0.135547029
cra_crp__wt_fru__1,1.5014590433000001,-0.49293407650000004,0.319733094
cra_crp__wt_fru__2,0.6312420589000001,-0.4704644095,0.357994134
cra_crp__delcra_ac__1,0.8668451317,-0.9023650555,0.155070534
cra_crp__delcra_ac__2,1.7762677934000002,-1.0791788305,0.24418836200000002
cra_crp__delcra_fru__1,1.6395591941,-0.3544897395,0.347698818
cra_crp__delcra_fru__2,1.3787424053000001,-0.3522330185,0.23973764700000003
cra_crp__delcra_glc__1,1.1841111986,0.0098872725,0.273681296
cra_crp__delcra_glc__2,1.4697903897,-0.0158331035,0.308501456
rpoB__wt_031__1,1.0087122859,2.4265478795,-0.17377235600000002
rpoB__wt_044__1,1.6119020601,2.4533778565,0.119673473
rpoB__wt_lb__1,-2.5368408504,-3.0555718805,-0.5636499650000001
rpoB__wt_lb__2,-2.6459104981,-2.9029130165,-0.45298535100000004
rpoB__rpoBE546V_031__1,1.4202344802,3.1937204325,-0.04316884
rpoB__rpoBE546V_044__1,2.2055203551,3.2182375845,-0.061685622
rpoB__rpoBE546V_lb__1,-2.3141289471,-2.3561941825,0.018304791
rpoB__rpoBE546V_lb__2,-1.9220056301000001,-2.1297639505,-0.09175561
rpoB__rpoBE546V_glc__1,1.1139881584,0.0851621505,0.257501386
rpoB__rpoBE672K_glc__1,0.8113479376,-0.8050735425000001,-0.317569833
rpoB__rpoBE672K_glc__2,0.1362697554,-0.9583349355,-0.221516657
rpoB__rpoBE672K_lb__1,-1.8032301238000001,-1.7735090885,-0.8983678820000001
rpoB__rpoBE672K_lb__2,-1.3540838684,-1.7811541145,-0.936463577
crp__wt_fru__1,1.9218104643,0.1899804665,-0.011584473000000001
crp__wt_glyc__1,2.4809244766000003,0.5081349455,0.212156545
crp__wt_glyc__2,2.7392255908000003,0.6053428715,0.25167127300000003
crp__delar1_glyc__1,0.44793046670000003,-0.8006056695,0.084255009
crp__delar1_glyc__2,0.30802184800000004,-2.1619282775,-0.028371498000000002
crp__delar1ar2_glyc__1,0.8791425148,-0.34978155050000004,0.178139501
crp__delar1ar2_glyc__2,0.6239879758,-0.4270127635,0.149327081
crp__delar1ar2_glyc__3,-0.3783074128,-0.2393943875,0.11292599
crp__delar2_glyc__1,0.0900968012,-2.8674147795,-0.39646864200000004
crp__delar2_glyc__2,0.377175115,-1.9380448255,-0.11456613900000001
crp__delar2_glyc__3,0.09889723510000001,-1.8761021885,-0.028914986
crp__delcrp_fru__1,1.3509124362,-0.6415123445,-0.47868821600000006
crp__delcrp_fru__2,1.6537149282999999,-0.5479199945000001,-0.39281731200000003
crp__delcrp_fru__3,2.3452669948000002,-0.8290968945,-0.20789585400000002
crp__delcrp_glc__1,0.5669913878,-0.9171508685,-0.724991736
crp__delcrp_glc__2,0.392757524,-0.8159901555,-0.616985239
crp__delcrp_glc__3,-0.41934751410000004,-0.6249826625,-0.582212772
crp__delcrp_glyc__1,0.2257567316,-0.6798281915000001,-0.05858191
crp__delcrp_glyc__2,0.127310883,-1.1453183465,-0.10210619
crp__delcrp_glyc__3,0.0706743844,-1.0645669485,-0.233448706
glu__glu_ale3__1,2.6085233231,-1.0724126585,-0.379803322
glu__glu_ale4__1,3.0126774017,0.4019458415,0.797861471
glu__glu_ale5__1,2.8421006341,0.4503721235,0.36692858700000003
glu__glu_ale6__1,2.6827306440000003,0.08880816550000001,0.90668824
glu__glu_ale8__1,3.1646249673,-2.0108467275,-0.593478359
glu__glu_ale9__1,3.0830367718,0.7048119445000001,0.870699879
glu__glu_ale10__1,2.4177806865,-0.9007831025,-0.12124567700000001
42c__wt_42c__1,0.0259890874,0.2379353435,0.30263624
42c__42c_ale1__1,0.7537008079,-3.5005253645,-0.47766552700000003
42c__42c_ale2__1,0.8902323461,-0.3284278665,0.056356401
42c__42c_ale3__1,-0.1623574498,-0.2571227035,0.36892915200000004
42c__42c_ale4__1,1.7209558074,-1.0129860865,0.36331994300000003
42c__42c_ale5__1,-0.023084641200000002,-0.2588354665,0.150400479
42c__42c_ale6__1,0.142584481,-3.2520226435,-0.444671713
42c__42c_ale8__1,0.9869462352,-2.7045257935,-0.191861108
42c__42c_ale9__1,0.1269594878,-0.2051224845,0.201290513
42c__42c_ale10__1,1.5382242783,-2.8751118075,-0.33212768600000003
ssw__wt_ac__1,2.2380791031,0.0977107995,-0.9213973790000001
ssw__wt_glc__1,-1.0495034054,-1.1260023645,0.8468017640000001
ssw__wt_glyc__1,-0.8033306436000001,-1.8996736925,0.12241940500000001
ssw__wt_xyl__1,0.2911799203,-0.7524776225,0.41456616700000004
ssw__glc_ale1__1,1.9993550594,0.1452027905,0.41712027700000004
ssw__glc_ale2__1,2.3559608017,-1.6675500374999999,-0.525668372
ssw__glc_ale3__1,0.5528391168,-2.2537286205,-0.305943929
ssw__glyc_ale1__1,0.1074326312,-1.2005136485,0.20711780800000001
ssw__glyc_ale2__1,-0.3420985358,-1.9793794065,-0.46283354
ssw__xyl_ale1__1,3.0302849462,0.12422696550000001,0.093725838
ssw__xyl_ale2__1,1.9107479099,-0.1791355075,-0.12298274000000001
ssw__xyl_ale3__1,0.5214500617,-0.1761746475,-0.26054636600000003
ssw__glc_ac_ac2__1,1.1518110913,-2.1592605315,-0.7546940390000001
ssw__glc_ac_glc1__1,2.1116191194,-0.9340339935,-0.43551849400000003
ssw__glc_glyc_glc__1,1.2069555882,-0.1886866335,-0.39365267200000004
ssw__glc_glyc_glyc__1,2.3528388644,0.0701391405,0.0069368960000000006
ssw__glc_xyl_glc__1,-0.8559031035,-0.9146136765,-0.250383265
ssw__glc_xyl_xyl__1,0.48705503180000004,-0.12492225850000001,0.11114384100000001
ica__wt_glc__1,2.6449320847,0.30081686150000003,0.263977196
ica__wt_glc__2,2.0692574645,0.3742105025,0.384305999
ica__wt_glc__3,1.858629858,0.0997793745,0.411143497
ica__wt_glc__4,0.5480450742,-0.10799737250000001,0.22714813
ica__arg_sbt__1,1.9806209965,-0.5092407535,0.11604916200000001
ica__arg_sbt__2,0.6940955732,-0.2884053895,0.270494287
ica__cytd_rib__1,-0.5766774078,-2.8608985045,-1.3430235640000001
ica__cytd_rib__2,0.5841333385,-2.6660901115,-1.249201685
ica__gth__1,31.9747798643,4.8142282695,0.683513782
ica__gth__2,32.4633431634,4.8617740295,0.85233722
ica__leu_glcr__1,1.1457647848,-0.8987139825,0.346015049
ica__leu_glcr__2,0.8887346211,-0.9404170525000001,0.34724641500000003
ica__met_glc__1,-0.5445581757,-1.4999548475,-0.043823311000000004
ica__met_glc__2,-0.4659237523,-1.4808704605,-0.128286543
ica__no3_anaero__1,-0.0003191997,-2.3126042845,-0.013837349
ica__no3_anaero__2,0.049741537,-2.4099898084999998,-0.158987502
ica__phe_acgam__1,0.9821517379,-0.23678898650000002,0.31208741700000003
ica__phe_acgam__2,0.9931881960000001,-0.5483746815,0.17365012900000001
ica__thm_gal__1,1.8533145166,-0.9856947815,-0.16466101
ica__thm_gal__2,1.7979424159000001,-1.0356580695,-0.256954352
ica__tyr_glcn__1,2.5923388782,0.20122053650000002,0.33393525
ica__tyr_glcn__2,2.8184454137,0.1519367215,0.344667587
ica__ura_pyr__1,0.9752894882,-0.2214712995,0.462548183
ica__ura_pyr__2,0.5905893301,-0.8588780315000001,0.21646942800000002
ica__wt_glc__5,0.31622699930000003,-0.6774873565,0.082131019
ica__wt_glc__6,0.3174364732,-0.9570350235,0.105312708
ica__bw_delpurR_cytd__1,1.2068881884,-0.3250392695,0.096972472
ica__bw_delpurR_cytd__2,0.7386585160000001,0.17721669850000002,-0.226759919
ica__ade_glc__1,0.5304452391,0.09524747950000001,-0.22880565100000003
ica__ade_glc__2,0.5587436449000001,-0.6169384815,0.22120740200000003
ytf__wt_glc__1,1.1380666311,0.4699199315,0.646131238
ytf__wt_glc__2,0.3724530748,0.5622238965,0.790240173
ytf__delyafC__1,0.17593800880000002,0.23588664550000002,-0.13955255900000002
ytf__delyafC__2,0.3702794132,0.2986384555,-0.17549235800000001
ytf__delyeiE__1,5.1873589545,2.8723704615,1.8320187780000001
ytf__delyeiE__2,7.1410516293,3.0064427175,1.964256528
ytf__delyiaJ__1,-0.8919702919,-1.1305421755,0.21329724
ytf__delyiaJ__2,-0.6461157488,-0.8452088215,0.28937539
ytf__delyieP__1,-0.1022116176,-1.4068977715,0.047393454
ytf__delyieP__2,0.2579816743,-1.3874321715,0.07342469900000001
ytf__wt_ph5__1,3.7945946213,1.0826933885,0.48481460200000004
ytf__wt_ph5__2,3.2232265147,1.1146650375,0.44938816400000003
ytf__wt_ph8__1,0.2857211494,-0.0675513395,0.404748979
ytf__wt_ph8__2,-0.5700837113,-0.0825209825,0.410051174
ytf__delybaO__1,-0.1345219456,-0.4220919355,0.020448442
ytf__delybaO__2,-1.0502085208,-1.3128581625,-0.20432101100000002
ytf__delybaQ__1,0.1365731839,0.1802452615,0.24725074100000002
ytf__delybaQ__2,0.1706676561,0.2454408295,0.35400805700000004
ytf__delybiH__1,0.8417625482000001,0.2500757945,0.449549395
ytf__delybiH__2,-0.1978780886,-1.3986612864999999,-0.019725783
ytf__delydcI_ph5__1,5.4595660022,1.4196225305,0.47233101400000005
ytf__delydcI_ph5__2,5.3675804197,1.3542215225,0.460898097
ytf__delydcI_ph8__1,-0.3951812946,0.1202512555,0.625053078
ytf__delydcI_ph8__2,-0.0821632624,0.10164503150000001,0.390845469
ytf__delyddM__1,-0.5064721194,-0.4719884695,0.08980428800000001
ytf__delyddM__2,-0.316292868,-0.8067507115,-0.096292601
ytf__delyheO__1,0.6609156081,0.1884111075,0.146380914
ytf__delyheO__2,-0.6501494508,-1.5145214775,-0.653366474
fps__bw_glc__1,-0.3331599288,0.3257492025,0.15520688600000002
fps__bw_glc__2,0.0086610083,0.1941102495,0.039261642
fps__fps_thrA_ale1__1,0.45842260300000004,0.2924942535,0.14126697200000002
fps__fps_thrA_ale1__2,-0.0351735181,0.4703773275,0.31381745
fps__fps_thrA_ale2__1,0.1683792477,-0.1685132905,0.495179266
fps__fps_thrA_ale2__2,-0.0381366628,-0.2782928215,0.48801155300000004
fps__fps_serB_ale1__1,-0.7152297373000001,-0.3501813105,0.040713999
fps__fps_serB_ale1__2,-0.1285748864,-0.0384403215,0.231509492
fps__fps_serB_ale4__1,2.1770463362,-0.1500152095,-0.21972048100000002
fps__fps_serB_ale4__2,2.8869806698,0.0030780875,0.227121494
fps__fps_ptsI_ale1__1,-0.26884702600000004,-0.35721828450000004,-0.365795531
fps__fps_ptsI_ale1__2,0.18041724720000002,-0.2696606075,-0.195476339
fps__fps_ptsI_ale3__1,1.1654912194,0.0138448615,0.076655634
fps__fps_ptsI_ale3__2,0.3598106934,-0.1640702865,-0.033389821
pal__lyx_ale2_f6__1,1.7810416929000001,-0.4948876955,-0.12908472000000001
pal__lyx_ale2__1,1.3682079132,-0.1233330695,0.12559889200000002
pal__lyx_ale2__2,1.6191818165,-0.48411061250000004,0.08699649500000001
pal__lyx_ale4__1,1.9547968159,0.46851318150000004,0.084114135
pal__lyx_ale4__2,1.9975278402,0.2753089855,-0.083605313
pal__5drib_ale10_f18__1,0.043214833200000004,-0.3288962225,-0.66290065
pal__5drib_ale10_f18__2,-0.2470143816,-0.2767144435,-0.56378574
pal__5drib_ale10__1,2.2423201628,0.2255048135,-0.06021259600000001
pal__arab_ale14_f9__1,2.7980622766,0.6208866795,-0.034326766
pal__arab_ale14_f9__2,2.8865900946,0.9095934375,-0.009057505
pal__arab_ale14__1,0.9018378679,-0.4236316405,0.006513494000000001
pal__arab_ale14__2,1.2895410099,-0.1160645835,-0.286590609
pal__arab_ale16__1,1.4004258466000001,0.6079883195,0.20699678900000001
pal__arab_ale16__2,0.8684718475000001,0.5083239235,-0.036614859
pal__tartr_ale26_f10__1,3.7750786289000002,-0.7257021685,-0.5336264510000001
pal__tartr_ale26_f10__2,3.7239841024,-1.0674671115,-0.696446035
pal__tartr_ale26__1,2.3036913208,-0.7972186285,-0.7424891760000001
pal__tartr_ale26__2,3.0730949496,-0.5583571155,-0.7363789620000001
pal__tartr_ale28_f10__1,1.7982688039,-0.2698487295,-0.47481465300000003
pal__tartr_ale28_f10__2,2.480519653,0.2671834365,-0.47347063600000006
pal__tartr_ale28__1,2.417924402,-0.6562437005,-0.18258289300000002
pal__tartr_ale28__2,2.2922014457,-0.46423813750000004,-0.21089733400000002
efeU__delmenFentC_citr__1,0.7191699496,0.1427995675,0.137206943
efeU__delmenFentC_citr__2,0.2515544684,0.1678750725,0.058957395
efeU__delmenFentC__1,1.1146092726,-0.1052048335,0.136626005
efeU__delmenFentC__2,1.3754292694,-0.0469495645,0.25876005900000004
efeU__menFentC_ale39__1,3.5270461001999998,-1.1510949905,-1.001579615
efeU__menFentC_ale39__2,2.8585466525000003,-1.7156193475000001,-0.9206085140000001
efeU__menFentC_ale29__1,2.6710909832,-1.4735005365,-0.83314603
efeU__menFentC_ale29__2,2.587490176,-1.4142056655,-0.779963696
efeU__menFentC_ale30__1,0.9520106829,-0.2787345135,0.23934961600000002
efeU__menFentC_ale30__2,0.08695109890000001,-0.4256203315,0.072331453
efeU__menFentCubiC_ale36__1,0.24723124000000002,-0.5144171565,0.182956253
efeU__menFentCubiC_ale36__2,1.6149290381,-0.6406833995,0.20628237100000002
efeU__menFentCubiC_ale37__1,0.2762545195,-0.3998655465,0.152234886
efeU__menFentCubiC_ale37__2,-0.28451293850000003,-0.5580671845,0.078004208
efeU__menFentCubiC_ale38__1,2.3815608316,-0.0444705155,0.466327366
efeU__menFentCubiC_ale38__2,2.5247944064,-0.1048546105,0.212655996
misc2__salc_glc__1,0.4140403616,-0.8760319755,-0.127673847
misc2__salc_glc__2,0.3530171828,-1.0936947455000001,-0.230175544
misc2__dbcn_glc__1,2.9963382489,0.1073975615,0.333424186
misc2__dbcn_glc__2,2.0406605143,-0.1260944615,-0.021547662000000002
misc2__tyr_glc__1,0.8552713589000001,-0.3309339765,0.351336403
misc2__tyr_glc__2,0.5663252079000001,-0.3967638175,0.279583303
misc2__arg_cytd__1,1.3086680371,0.0525895055,0.322006563
misc2__arg_cytd__2,0.7478336249,0.1822491535,0.320342874
misc2__delyheO_pyr__1,1.5837855547,-0.7582400985000001,-0.018393529000000002
misc2__delyheO_pyr__2,1.4692708231,-0.4449098155,0.0007055420000000001
nquinone__delubiC__1,0.7150446208,-0.48672529950000004,0.23056347900000002
nquinone__delubiC__2,0.4701021045,-0.8389156705,0.479132904
nquinone__ubiC_ale1__1,0.41709318,-0.3101734505,0.24620353600000003
nquinone__ubiC_ale1__2,0.5459333209,-0.2328182355,0.378478853
nquinone__ubiC_ale2__1,1.0876688267,-0.5577214365000001,0.28487139300000003
nquinone__ubiC_ale2__2,0.4772619978,-0.8966365215000001,0.237865768
nquinone__ubiC_ale3__1,3.0650131413,-0.9141279055,0.091047046
nquinone__ubiC_ale3__2,3.5990604718,-0.9020202215,0.20556707800000001
nquinone__ubiC_ale4__1,-0.0547640189,-0.5552567085,0.24449067200000002
nquinone__ubiC_ale4__2,0.7339864577,-0.2357912275,0.40845319999999996
nquinone__delpdhR__1,1.105541672,-0.1546742225,0.004814718
nquinone__delpdhR__2,1.3581786358,-0.1027841765,0.090841395
quinone__glu_ale4__1,1.4703165809,-0.46072563050000004,0.18700740400000002
quinone__glu_ale4__2,2.6901270575,0.1431626285,0.370572964
quinone__delmenF__1,-0.2337747803,-0.1343574065,0.186625531
quinone__delmenF__2,-0.548962112,-0.2148774715,0.294000753
quinone__menF_ale5__1,3.011403103,-0.2760609275,-0.035871503
quinone__menF_ale5__2,3.0174236913,-0.4618523245,-0.177631373
quinone__menF_ale6__1,2.6214353007,-0.5873001025,-0.20339931300000003
quinone__menF_ale6__2,1.8798737199,-0.9178100855,-0.244956315
quinone__menF_ale7__1,1.937486998,-2.5577362415,-0.477474202
quinone__menF_ale7__2,1.344723362,-2.4631307345,-0.535464805
quinone__menF_ale8__1,1.3535788390999999,-2.4556672455,-0.6497503170000001
quinone__menF_ale8__2,0.6543769276,-2.2840210945,-0.355451829
quinone__delmenFubiC__1,-0.3469995265,-0.8889343675,0.313568826
quinone__delmenFubiC__2,0.35716843600000003,-0.7905661585,0.348782922
quinone__menFubiC_ale1__1,1.454993338,-2.6428167675000003,-0.652311988
quinone__menFubiC_ale1__2,-0.0719944408,-2.5822463415,-0.7962258870000001
quinone__menFubiC_ale2__1,-0.12561043300000002,-2.7687835775,-0.818271646
quinone__menFubiC_ale2__2,0.26857812600000003,-2.5515355035000002,-0.84687749
quinone__menFubiC_ale3__1,1.7044453714,0.3056343925,0.139082854
quinone__menFubiC_ale3__2,1.748831455,0.1802918355,0.261464709
quinone__menFubiC_ale4__1,2.759566107,-0.8957880485,-0.780380257
quinone__menFubiC_ale4__2,2.6470653648,-1.1069957725,-0.758252637
oxyR__wt_glc__1,1.5304734983000001,-0.15310582150000002,0.08285717100000001
oxyR__wt_glc__2,1.6279837196,-0.1607229435,0.058509092000000006
oxyR__wt_h2o2__1,3.0509119615999998,-0.29678057950000003,-0.09210359700000001
oxyR__wt_h2o2__2,2.4613858478,-1.1951590875,-0.137892603
oxyR__glu_ale4__1,-0.1456151597,-1.2875359115,0.067698168
oxyR__glu_ale4__2,0.0745813597,-0.9229012305000001,-0.126226777
oxyR__glu_ale4_h2o2__1,2.0113749043,-0.5901401755,-0.099500775
oxyR__glu_ale4_h2o2__2,1.8823456425,-0.49032820250000003,0.00019709500000000002
oxyR__oxyR_ale17__1,0.8705615040000001,-1.0159297485,0.12272336900000001
oxyR__oxyR_ale17__2,0.5141882649,-1.1297287095,-0.067982498
oxyR__oxyR_ale17_h2o2__1,0.6265297978000001,-0.6250632805,0.131560966
oxyR__oxyR_ale17_h2o2__2,0.3574534829,-0.3322579115,0.36925055100000004
oxyR__oxyR_ale18__1,1.8313576296,-0.3716511145,-0.06498603
oxyR__oxyR_ale18__2,0.9301601534,-0.8514667945000001,-0.061878172
oxyR__oxyR_ale18_h2o2__1,0.9563277254,-1.7800986165000001,0.089138068
oxyR__oxyR_ale18_h2o2__2,1.135309564,-1.5114631515,0.147002405
oxyR__oxyR_ale19__1,0.8692670966,-0.22984952150000001,0.03965299
oxyR__oxyR_ale19__2,0.044119399600000005,-0.9335398565,-0.094831989
oxyR__oxyR_ale19_h2o2__1,1.9021670025000001,-0.2111801975,0.038809248000000005
oxyR__oxyR_ale19_h2o2__2,1.3912216111,-0.1724622065,0.04196229
oxyR__oxyR_ale20__1,0.5410570116,-1.2896461215000001,-0.38199591
oxyR__oxyR_ale20__2,0.4740970634,-1.5678483755000001,-0.571168723
oxyR__oxyR_ale20_h2o2__1,0.33109483910000004,-1.2901359775,0.1549071
oxyR__oxyR_ale20_h2o2__2,0.06296574020000001,-1.3427816625,0.047551729
svns_pgi__BmePgi24_15__1,0.7959088943,-0.0885206605,0.24814159500000002
svns_pgi__BmePgi24_15__2,1.0379056951,0.11788780850000001,0.10410068900000001
svns_pgi__BmePgi24_26__1,1.5502048456000002,0.0788493895,0.13441243
svns_pgi__BmePgi24_26__2,0.9952609628,0.1345509975,0.293634602
svns_pgi__BmePgi24_41__1,-0.8857782018,-2.2494938045,-0.500827291
svns_pgi__BmePgi24_41__2,1.2288100876,0.2051701735,0.15983739500000002
svns_pgi__BmePgi24_52__1,1.0313346462,-0.2679002535,0.30566302100000003
svns_pgi__BmePgi24_52__2,1.4149692206,0.15980426650000001,0.277624476
svns_pgi__PaePgi2_34__1,1.464042256,0.6250685365,0.6470237830000001
svns_pgi__PaePgi2_34__2,1.7985272176,0.6089305105,0.706771766
svns_pgi__PaePgi2_63__1,0.9126413416,0.3546421175,0.568867446
svns_pgi__PaePgi2_63__2,1.1876758869,0.1221211205,0.48570718300000004
svns_pgi__PaePgi24_54__1,0.2456695167,-0.0559333095,0.18422828500000002
svns_pgi__PaePgi24_54__2,-0.0071631113,-0.1663883355,0.14105549
svns_pgi__PaePgi24_90__1,-0.3521653762,-0.2797052645,0.22314049200000002
svns_pgi__PaePgi24_90__2,-0.6111115255,-0.17313785750000002,0.148667726
abx_media__m9_ctrl__1,0.9397319284000001,-0.9091768285,-0.148444361
abx_media__m9_ctrl__2,0.8058446396000001,-0.8891761965,0.112032237
abx_media__rpmi_ctrl__1,-1.7937153184999999,-4.6170000595000005,-0.7021517770000001
abx_media__rpmi_ctrl__2,-2.0455369568,-4.3684742265,-0.551202697
abx_media__camhb_ctrl__1,-1.3681234732,-5.0253207015,-1.347132361
abx_media__camhb_ctrl__2,-0.5326331107,-4.7912033355,-1.611493896
abx_media__m9_mero__1,0.6208896449,-1.1265114315,-0.068363239
abx_media__m9_mero__2,0.958476023,-1.4661085055,-0.41184033000000003
abx_media__rpmi_mero__1,-1.2252260114,-4.2368332665,-1.131064328
abx_media__rpmi_mero__2,-1.1810622976,-4.4382433585,-1.043370268
abx_media__camhb_mero__1,0.047382747600000004,-4.5299443465,-1.650757997
abx_media__camhb_mero__2,-0.2042630668,-4.3515905115,-1.5311639330000002
abx_media__m9_trisulf__1,-0.6906796036,-2.8312110695,0.23387322500000002
abx_media__m9_trisulf__2,-0.3113939496,-2.5579559525,0.35007987900000004
abx_media__rpmi_trisulf__1,-0.8115535484,-4.8729959965,-0.36893231
abx_media__rpmi_trisulf__2,-0.6175513023,-4.6326648195,-0.443259769
abx_media__camhb_trisulf__1,-1.2855196427,-4.5337452865,-0.7484768940000001
abx_media__camhb_trisulf__2,-1.285114091,-4.5339495335,-0.8863754110000001
abx_media__m9_cef__1,-0.0184056543,-2.1823356405,-0.246352321
abx_media__m9_cef__2,-0.5168611726,-2.2083727705,-0.519802675
