,A,Rex
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,-0.9706770130000001,9.728002575
USA300_LAC_U01-Set004_CAMHB_Control_2,0.594211539,9.7550180096
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,0.805605306,9.6966670162
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,0.14212070300000001,9.790874149
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,-0.519940296,9.863403795
USA300_LAC_U01-Set004_R10LB_Control_1,4.40778287,9.4997120787
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,5.631944674,9.6175083178
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,5.163123969,9.5669182299
USA300_LAC_U01-Set004_R10LB_Control_2,5.075754936,9.4296610717
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,5.676134452,9.6097487367
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,5.6216297310000005,9.501511855
USA300_TCH1516_U01-Set003_CAMHB_Control_2,10.05592558,8.2228057558
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,9.608217598,7.8594475708000004
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,6.82762638,7.8018835936
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,5.090792402,7.7690697497
USA300_TCH1516_U01-Set003_CAMHB_Control_3,9.746252988,7.960385968
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,12.6184066,7.7640176049
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,8.843483389,7.4590185128
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,7.175891778,7.9038153389
USA300_LAC_ICA-Set001_R10LB_Control_1,6.12618472,9.3028182332
USA300_LAC_ICA-Set001_R10LB_Control_2,5.711235632,9.2880955878
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,5.218849507,9.3196323416
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,5.565142091,9.3023258154
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,5.490060123,8.9606089098
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,7.781341491,8.975002127
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,2.547574559,9.3259438944
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,2.4304679460000003,9.1822658927
USA300_TCH1516_BK-Set001_THB_Control_1,18.25625428,9.07517447
USA300_TCH1516_BK-Set001_THB_Control_2,12.978345730000001,9.1676812328
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,-3.7550725160000002,9.4934671148
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,-2.601454723,9.588223392
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,11.72563181,9.499731658
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,10.04032427,9.3772888789
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,19.25672126,9.0169855333
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,16.85907877,9.0571242001
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,2.02755821,8.9098045175
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,2.644778553,8.900354655
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,19.46562661,9.0347743453
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,21.95892417,9.0412673546
USA300_LAC_ICA-Set002_CAMHB_Control_1,-2.11052336,8.9531993133
USA300_LAC_ICA-Set002_CAMHB_Control_2,7.5306039,9.1450950862
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,7.7750350820000005,9.5575461651
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,5.474048193,9.5127890271
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,2.449475359,9.2444792591
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,2.549013131,9.2445094512
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,5.755087867,9.1756858188
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,12.70381265,9.1339839333
USA300_SNFM1_ICA-Set002_R10LB_Control_1,4.969338882,9.2488244941
USA300_SNFM1_ICA-Set002_R10LB_Control_2,9.829832271,9.2913811378
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,1.067089497,9.2234571093
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,0.756448773,9.206557753
USA300_SNFR19_ICA-Set002_R10LB_Control_1,3.421023249,9.1433034677
USA300_SNFR19_ICA-Set002_R10LB_Control_2,2.74409177,9.3181272219
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,0.215698468,9.1234396261
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,-0.215698468,9.1129152115
USA300_TCH1516_ICA-Set002_R10LB_Control_1,7.443905395,8.9808462684
USA300_TCH1516_ICA-Set002_R10LB_Control_2,6.856023572,9.2227445067
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,2.383626328,8.8231185986
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,2.777708809,9.2503294983
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,2.282925322,8.871386482
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,2.628328558,9.2610688675
USA300_TCH1516_ICA-Set003_250nMParaquat_1,5.790067481,8.7968094588
USA300_TCH1516_ICA-Set003_250nMParaquat_2,4.966339137,8.5764654149
USA300_TCH1516_ICA-Set003_2gLGalactose_1,-0.823945786,8.4812800172
USA300_TCH1516_ICA-Set003_2gLGalactose_2,2.587030236,8.696531815
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,13.72531009,8.8189916834
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,18.05827915,8.449464023400001
USA300_TCH1516_ICA-Set003_Control_1,-5.182396149,9.1908497096
USA300_TCH1516_ICA-Set003_Control_2,-3.326612027,8.9945393101
USA300_TCH1516_ICA-Set003_StationaryPhase_1,5.15341562,8.8844484372
USA300_TCH1516_ICA-Set003_StationaryPhase_2,9.267442282,8.626948216
