,A,ArgR
ecoli_00057,-2.8276078693,-0.13717767250000001
ecoli_00058,-2.1216407327,0.4584736775
ecoli_00059,-2.1595240646000002,0.4651216615
ecoli_00060,-1.8912853632000002,0.4813351105
ecoli_00061,-1.7164253121000002,0.37726515850000003
ecoli_00062,-1.506801392,0.5328954715
ecoli_00063,-1.3144495477,0.5970096255
ecoli_00064,-11.8692465881,-1.1277331135
ecoli_00065,-11.970708996599999,-1.4043552655
ecoli_00066,-0.8122549965,-0.7433166465000001
ecoli_00067,-0.6986081983,-0.6446723505
ecoli_00068,-6.3976614163,-0.2553191655
ecoli_00070,-0.6413596448000001,0.1878600645
ecoli_00071,-0.6821366268,0.1632896855
ecoli_00072,-0.30365647760000003,0.2759520115
ecoli_00073,-6.3283993787,0.08407980150000001
ecoli_00074,-5.644699219,-0.0668679195
ecoli_00075,-4.2744780821,0.7240651965
ecoli_00077,-1.2394189898,0.5827976275
ecoli_00078,0.7681400997000001,0.7530561585000001
ecoli_00079,-6.1494651430000005,-0.13458379850000002
ecoli_00080,-10.9342699783,-1.0475890425
ecoli_00081,-7.1493006843,-0.2179384925
ecoli_00082,-3.4145294135,-0.036499658500000004
ecoli_00083,-3.6250384361,-0.1785230465
ecoli_00084,-3.6104907389000003,-0.4349803545
ecoli_00085,-3.9834100262,-0.27696857350000004
ecoli_00086,-7.3199961738,0.1437216705
ecoli_00087,-7.3526805548,-0.0229862335
ecoli_00088,-2.8822862681,-0.14943870450000002
ecoli_00089,-3.0731235389,-0.16895883250000002
ecoli_00090,-0.2683919253,-0.2338648255
ecoli_00091,-0.5446597584,-0.1502596775
ecoli_00092,-4.1509399378,-0.0486194755
ecoli_00093,-1.3043811517,-0.0700318585
ecoli_00094,-13.6301049191,-0.7284372405
ecoli_00095,-13.8491985487,-0.6172550545000001
ecoli_00096,-1.8746168891,0.0989421115
ecoli_00097,-1.8260715247000001,0.36434306050000004
ecoli_00098,-14.2695148044,-0.3622543885
ecoli_00099,-14.103696842,-0.31985195250000004
ecoli_00100,0.37478179,0.3821898105
ecoli_00101,-0.8690146950000001,-0.4468869355
ecoli_00102,-1.167186234,-0.5513768365
ecoli_00103,-15.6053036575,-0.5466027765
ecoli_00104,-14.9362466797,-0.5404248095
ecoli_00105,0.0175601646,-0.012745283500000001
ecoli_00106,2.7864158302,-0.4857418835
ecoli_00107,2.3195026914,-0.4689610355
ecoli_00108,-2.8608220234,0.5238023735
ecoli_00109,-6.8179073,0.6571407655
ecoli_00110,0.037388452600000004,-0.8271601435
ecoli_00111,-0.7593730167,-0.7644260125
ecoli_00112,-0.7214057673000001,-0.6955491585
ecoli_00113,-7.0350289112,-0.2568205335
ecoli_00114,-8.0576058006,-0.0596740585
ecoli_00115,-8.6155094963,0.0524237855
ecoli_00116,-3.597997062,-0.1403023605
ecoli_00117,-3.715243937,-0.3888786305
ecoli_00118,-3.7906331208,-0.2763151215
ecoli_00119,-3.0191370995,-0.1426694825
ecoli_00120,-2.8870643656,-0.1868856915
ecoli_00121,-3.0286621378,-0.2029649815
ecoli_00122,-4.6341859579,-0.4307407875
ecoli_00123,-5.1154110705,-0.2537542165
ecoli_00124,-5.4680843411,-0.33766975850000003
ecoli_00125,-3.6826340526,-0.1427059575
ecoli_00126,2.1729759059,-0.18387607050000002
ecoli_00127,1.7834859261,0.1882560715
ecoli_00128,5.0351379769,-0.049163237500000005
ecoli_00129,-6.952006251,0.0429908685
ecoli_00130,-0.1257306987,-0.2398931705
ecoli_00131,-1.8063172475,0.054792376500000003
ecoli_00132,-0.6670968499000001,-0.2761868195
ecoli_00133,2.2972697753,0.1068396835
ecoli_00134,1.9305924536,0.0600597525
ecoli_00135,-1.2666153156,-0.07385222550000001
ecoli_00136,-1.004829718,-0.5703615935
ecoli_00137,-0.3234031016,-0.056871817500000005
ecoli_00138,-3.8244829376,-0.8008970865
ecoli_00139,-3.485686574,-0.8348937475
ecoli_00140,1.0125617042,0.0013637795
ecoli_00141,-7.3830908727,-1.0587886705
ecoli_00142,-11.990895834,-0.2027336805
ecoli_00143,-5.9815871347,-0.4012344705
ecoli_00144,-8.4583493487,0.7712246355
ecoli_00145,-9.1747566278,-0.2888632115
ecoli_00146,-2.171000543,0.3135093835
ecoli_00147,-2.1835547071,0.2572548235
ecoli_00148,-0.8827909903000001,0.2219531985
ecoli_00149,-5.8725712817,0.09724049650000001
ecoli_00150,-0.5514318638,0.2621616485
ecoli_00151,-7.0513288011,-0.1433884615
ecoli_00152,-4.2959839635,0.0184085865
ecoli_00153,-2.0406847308,0.2201863885
ecoli_00154,-3.5250398058,-0.0430193595
ecoli_00155,-3.7445921123,0.06440001050000001
ecoli_00157,-3.5503984613,-0.1194087685
ecoli_00158,-7.0704834343,-0.2126410565
ecoli_00159,5.1051203857,0.29462605950000004
ecoli_00160,-0.8353925203,0.1397541675
ecoli_00169,1.8971792704000001,0.0482523495
ecoli_00170,1.4249262498,0.0530189145
ecoli_00171,-0.7416128667,0.2668263005
ecoli_00172,-3.3858877784,0.1046010125
ecoli_00173,-4.5652666834,0.0124512675
ecoli_00174,-3.4828412344,0.26682333550000004
ecoli_00175,-11.7946238078,-1.3352953164999999
ecoli_00176,-13.181763716,-1.5283883435
ecoli_00177,-13.1074264394,-1.2695690885
ecoli_00178,-13.1447962489,-1.5281559745000002
ecoli_00179,-13.0067347449,-0.4219139585
ecoli_00180,-13.2825896662,-0.5636411325
ecoli_00181,2.5107159605,0.1766801265
ecoli_00182,2.7691933855,0.10433255350000001
ecoli_00183,-0.2658649965,0.2076212755
ecoli_00184,-0.1723462134,0.1803684965
ecoli_00185,-1.8258007593,0.4132606795
ecoli_00186,-2.1856425702,0.3432050445
ecoli_00187,-4.2007172167,-0.2593409295
ecoli_00188,-4.4039754693,-0.29168322750000003
ecoli_00189,-1.4482958379,0.1524287595
ecoli_00190,-1.1972384906,0.1410532345
ecoli_00191,-1.4433199924,0.2965645435
ecoli_00192,-1.1563076427,0.3422816985
ecoli_00193,-2.8638781251000003,0.1503068605
ecoli_00194,-3.2422744117,0.0209453665
ecoli_00195,2.9690588627,-0.0087865035
ecoli_00196,-0.7962029476,0.7109572315
ecoli_00197,-0.895403935,0.6525794095
ecoli_00198,3.4592622673,0.0468092635
ecoli_00199,-1.4874672674,0.2427536815
ecoli_00200,-1.4139298785,0.1557152735
ecoli_00201,1.4037961572,0.8533488465
ecoli_00202,0.3851036943,0.8485934915000001
ecoli_00203,-2.093153431,0.3956867745
ecoli_00204,-4.5375264733,-0.0695609045
ecoli_00205,-1.6924090601000001,0.5715378505
ecoli_00206,-3.2685922275,0.48811841050000004
ecoli_00207,-5.4196129956,0.6814675175
ecoli_00208,-8.3979942355,0.23261396550000002
ecoli_00209,-3.0647279345,0.0678165635
ecoli_00210,-3.2291550398,0.31697813350000004
ecoli_00211,-2.3487700154,-0.0231767345
ecoli_00212,-2.0629354216,0.046303630500000005
ecoli_00213,0.0705123383,0.8083574455
ecoli_00214,-4.4446844585,0.5341791855
ecoli_00215,-1.1028603331,0.21069039350000002
ecoli_00216,-1.3252139503,0.1376035585
ecoli_00217,-2.4297356546,0.10515917050000001
ecoli_00218,-8.4741202556,-0.1426653235
ecoli_00219,-1.3946475355999999,-0.0318930155
ecoli_00220,-1.4686489033,-0.0043079905
ecoli_00221,-4.3975183219,-0.25682797150000003
ecoli_00222,-1.6467229569000001,-0.3112996945
ecoli_00223,-11.1920183839,-0.48377164050000004
ecoli_00224,-10.8610144262,-0.6248204415
ecoli_00225,-0.8043359556,0.7788648715000001
ecoli_00226,-4.5049684016,0.5506852755
ecoli_00227,0.0186558493,0.6474654805000001
ecoli_00228,-0.11349469720000001,0.6644344645
ecoli_00229,-4.5645910193,0.38049211650000003
ecoli_00230,-3.4990995947,0.3430872995
ecoli_00231,-4.5706937364,0.6201314645
ecoli_00232,-4.2997292342,0.5457757135
ecoli_00233,-1.5795412147999999,0.42655125050000003
ecoli_00234,-0.6157763455,0.4180978085
ecoli_00235,-7.2679840502,-0.2007226255
ecoli_00236,-6.8912271908000005,-0.2009240635
ecoli_00237,-4.2508974131,-0.1490623235
ecoli_00238,-3.8353801714999998,-0.0956784965
ecoli_00239,-2.9418193838,0.0174699075
ecoli_00240,-3.2886815503,-0.1654726015
ecoli_00241,-5.9860794419,-0.5433976265
ecoli_00242,-4.3016836187,-0.4098229525
ecoli_00243,-4.2115913675,-0.3664103985
ecoli_00244,-2.3562407058,-0.1838815245
ecoli_00245,-3.1078350278,-0.41958303750000003
ecoli_00246,-2.6430826219,-0.2519651305
ecoli_00247,-3.1882181136,-0.2612201845
ecoli_00248,-4.2408825375,0.2609032365
ecoli_00249,-4.6211808593,-0.08419726050000001
ecoli_00250,-4.0036427115,-0.1281171395
ecoli_00251,-1.4181701861,0.0585705105
ecoli_00252,-0.1648318087,0.2173192705
ecoli_00253,-2.4901080507,-0.1671631245
ecoli_00254,-2.7590170989000002,0.1954093285
ecoli_00255,-2.4791752919,-0.24843766650000002
ecoli_00256,-2.9992550059000003,-0.30432071250000003
ecoli_00257,-3.2174407961,-0.3670438245
ecoli_00258,-3.5418526313000003,-0.3683387715
ecoli_00259,-4.0540065703,-0.0839067035
ecoli_00260,-4.8107757826,0.0813709355
ecoli_00261,-2.3000171759,-0.1137086005
ecoli_00262,-2.5955374356,0.2745957465
ecoli_00263,-0.9687533413,0.4722127305
ecoli_00264,-0.49413365270000004,0.48732092650000003
ecoli_00265,-5.7697918715,0.1386790895
ecoli_00266,-5.2435572339,0.2571045295
ecoli_00267,-6.041984511,0.0304459155
ecoli_00268,-6.5892650054,0.0290238425
ecoli_00269,-11.1169120556,-0.7367087015
ecoli_00270,-10.3632880896,-0.7040385135
ecoli_00271,-0.6473243414000001,0.0652215625
ecoli_00272,-0.45738994780000003,0.0876169815
ecoli_00273,-5.0569374869,0.2595716565
ecoli_00274,-5.2490844808,0.0743093325
ecoli_00275,-4.181813561,0.21085360250000001
ecoli_00276,-4.1537795987,0.20140129750000002
ecoli_00277,-4.7590282452,-0.0834452265
ecoli_00278,-5.9615753474,-0.3089579275
ecoli_00279,-0.6768565317,-0.3278058015
ecoli_00280,-0.9517488158,-0.1626612355
ecoli_00281,1.2299354623,0.0142091395
ecoli_00282,-0.5297795174000001,-0.11690038750000001
ecoli_00283,-8.1752183311,0.09174871250000001
ecoli_00284,-8.8414220388,0.16370307850000002
ecoli_00285,-11.7778659766,-0.2545399545
ecoli_00286,-11.6728384316,-0.3232651305
ecoli_00287,-3.4287558667,0.4017462905
ecoli_00288,-0.7301140554000001,0.5445647955
ecoli_00289,-1.2332588961,0.1421501795
ecoli_00290,-2.7233008567,0.1987295135
ecoli_00291,-4.0019537161,-0.0509830505
ecoli_00292,-4.0027893661,0.0206194825
ecoli_00293,-6.4589148752,-0.3385608775
ecoli_00294,-5.9672183964,-0.2485148765
ecoli_00295,-2.4834782377,-0.2590819575
ecoli_00296,-2.7540239311,-0.3261273725
ecoli_00297,-5.9635264386,-0.40986577350000003
ecoli_00298,-5.9224104894,-0.3894599345
ecoli_00299,-0.9703021455,0.2859299745
ecoli_00300,-1.1881903928,0.4218192915
ecoli_00301,0.958989,-0.2261143165
ecoli_00302,-5.1213175924,0.07992147250000001
ecoli_00303,-1.234750447,0.3746453825
ecoli_00304,-1.0165927296,0.2706464985
ecoli_00305,-5.6988979678,0.1102987725
ecoli_00306,-5.9055846562,0.12529144250000002
ecoli_00307,-6.0678565795,0.3515048745
ecoli_00308,-5.6982909329,0.3006480495
ecoli_00309,-2.7721267094,0.4416137075
ecoli_00310,-2.9095275257,0.4093587655
ecoli_00311,-5.7607251024,0.3159858725
ecoli_00312,-8.0848007641,0.3102392645
ecoli_00313,-2.5672796457000002,0.20432859150000002
ecoli_00314,-2.7862808145,0.14527523750000002
ecoli_00315,0.7914345179000001,0.1915427905
ecoli_00316,1.1453967767,0.21036545750000002
ecoli_00317,-0.1202145587,0.4207030835
ecoli_00318,0.1569603416,0.33602558050000003
ecoli_00319,1.7389800656,0.0243114785
ecoli_00320,1.2510224967,-0.0107156965
ecoli_00321,-4.9849454794,0.4298246625
ecoli_00322,-4.809763957,0.37131260850000003
ecoli_00323,0.4527531846,0.048626023500000004
ecoli_00324,0.10519096230000001,-0.0241346215
ecoli_00325,-0.3980028325,0.016515382500000002
ecoli_00326,-4.0502709953,-0.38479590350000004
ecoli_00327,-3.5528824509,-0.2498027395
ecoli_00328,1.3233761849,0.0767485935
ecoli_00329,-3.4571446698,0.059532191500000005
ecoli_00330,2.2762242523,0.28086698250000003
ecoli_00331,-1.2754362922,-0.0368322995
ecoli_00332,-0.1312937857,-0.0864548285
ecoli_00333,-6.8780113479,-0.40513853850000003
ecoli_00334,2.8146721761,-0.1317268875
ecoli_00335,1.4125189665,-0.1560422915
ecoli_00336,0.0684178666,-0.2726473235
ecoli_00337,-3.3209500370000002,-0.1307754895
ecoli_00338,-2.1926179991,-0.10338378250000001
ecoli_00339,1.0409385719,-0.1883410885
ecoli_00340,-3.5012587632,-0.2990700905
ecoli_00341,1.9764081299,-0.24618854450000002
ecoli_00342,1.9129163499000001,-0.15021902650000002
ecoli_00343,3.9387697785,-0.0003651145
ecoli_00344,2.2014586104,-0.2766907185
ecoli_00345,-2.0928278271,-0.1222268675
ecoli_00346,1.7341164511,0.0169130065
ecoli_00347,0.5419593581000001,0.10216910550000001
ecoli_00348,0.1322736426,0.1495279785
ecoli_00349,0.7526738784,0.2975297145
ecoli_00350,0.8691992663,0.43240267250000003
ecoli_00351,-9.2362824583,-0.49169488450000004
ecoli_00352,0.8934874838,0.2702838595
ecoli_00353,0.4267547478,0.1131329155
ecoli_00354,1.3724990201,0.2869580325
ecoli_00355,-0.2730492311,0.3431830475
ecoli_00356,-0.0684609613,0.2992234865
ecoli_00357,-0.0993756177,0.1823794645
ecoli_00358,0.035626036,0.2280804555
ecoli_00359,-0.32008081520000004,-0.1453725355
ecoli_00360,-0.5226339708000001,-0.0351780565
ecoli_00361,0.1745120452,0.0704314355
ecoli_00362,-0.45593605530000003,0.1397386065
ecoli_00363,-6.0147651672,-0.8242623745000001
ecoli_00364,-5.5366316575,-0.7130371955
ecoli_00365,-16.8151795767,-0.6990652015000001
ecoli_00366,-16.7216062564,-1.0640989855
ecoli_00367,-15.4622538867,-0.9372054115
ecoli_00368,-15.6072572987,-0.9975034065
ecoli_00369,-5.739713178,-0.5540642525
ecoli_00370,-5.3566240941,-0.7145196635000001
ecoli_00371,-15.48750629,-0.9192961265
ecoli_00372,-15.4526193817,-0.8533536555000001
ecoli_00373,-14.0414164481,-1.2146198875
ecoli_00374,-14.1624393712,-1.3683922175
ecoli_00375,-16.1595395643,-1.9669739045
ecoli_00376,-14.1844333796,-1.3553549665
ecoli_00377,-14.0930473461,-1.1539237275
ecoli_00378,-13.4566741569,-1.3802503175
ecoli_00379,-13.2967681642,-1.3929224205000001
ecoli_00380,-13.546306911,-1.2592729485
ecoli_00381,-9.950151809,-1.3237955205
ecoli_00382,-8.1516512276,-1.1815530115
ecoli_00383,-15.6354468833,-2.1021375005
ecoli_00384,-16.2110588797,-1.9202991575000001
ecoli_00385,-15.2466143876,-1.4088204685
ecoli_00386,-14.9978987352,-1.3305186815
ecoli_00387,-6.9200312161,-1.9143974225
ecoli_00388,-8.4311210931,-2.0113347175
ecoli_00389,-15.4049942931,-1.6064171975
ecoli_00390,-15.5650160367,-1.2989035885
ecoli_00391,-15.5972400905,-1.6161754545
ecoli_00392,-16.0155424372,-1.9026397154999999
ecoli_00393,1.4405341716,0.6756692395
ecoli_00394,0.5389857065,0.7478683145
ecoli_00395,0.9977670611,0.6425613615
ecoli_00396,1.2320688943,0.6282843295
ecoli_00397,-4.9507271705,0.6867334335
ecoli_00398,-5.1775010743,0.7337459665
ecoli_00399,-8.3531843409,0.6240797615
ecoli_00400,-3.690825818,0.9063813445000001
ecoli_00401,1.8323068774,0.6953335735
ecoli_00402,1.7098741201,0.5065219765
ecoli_00403,0.1576041547,0.7694234385000001
ecoli_00404,-0.648558666,0.9433141215
ecoli_00405,-3.4051172382,1.1046198985
ecoli_00406,-2.5903585156,1.1845379894999999
ecoli_00407,1.9347112903,0.5671485655
ecoli_00408,1.9730028239,0.6631112055
ecoli_00409,2.2624107283,1.0773094035
ecoli_00410,1.5587276204,1.0849325665
ecoli_00411,2.9688733305,0.6531998645
ecoli_00412,2.7319035653,0.6806747425
ecoli_00413,3.8838054201,0.6883428935
ecoli_00414,4.2640789693,0.5809462335000001
ecoli_00415,-1.4767919506,0.6404076695
ecoli_00416,1.2096368149,1.0751803495
ecoli_00417,1.2773823647,0.7784285775
ecoli_00418,2.2832105576,0.9324845985
ecoli_00419,2.9415436646,0.6876402325000001
ecoli_00420,2.7960571337999998,0.7678410885
ecoli_00421,0.4399374091,1.2135475095000001
ecoli_00422,0.0997669146,1.1191931025
ecoli_00423,-1.4057887165,0.5084372125000001
ecoli_00424,-1.1775456366000001,0.5351048555
ecoli_00425,1.3826094573,1.0600080055
ecoli_00426,1.5644567723,0.9595174955
ecoli_00427,1.479418991,0.5970989435
ecoli_00428,1.1482946443,0.7264353375
ecoli_00429,1.5444508887000001,0.6032071795
ecoli_00430,1.3373228797,0.6141555545
ecoli_00431,-2.8218896772,0.8624450885
ecoli_00432,-1.1106975034,1.0905862445
ecoli_00433,-1.0099446885,0.9216029585000001
ecoli_00434,-1.341243987,0.9075580665
ecoli_00435,-1.2339577513,0.9736685085000001
ecoli_00436,-0.7292490846,0.9181712865
ecoli_00437,1.9845605375000002,0.5813599135
ecoli_00438,1.8758906393,0.6017090795000001
ecoli_00439,0.9693463253000001,1.0677062305
ecoli_00440,0.5623062074,1.3209857465
ecoli_00441,-0.21672167790000002,0.6245898365
ecoli_00442,0.0483432071,0.7297943195000001
ecoli_00443,2.8593170373000003,0.7572764145
ecoli_00444,2.9311718504,0.7579892735
ecoli_00445,-0.8677541819,1.2418154095
ecoli_00446,-1.2531551734,1.3668425965
ecoli_00447,-9.7717756451,-0.6023256015
ecoli_00448,-10.9870060928,-0.44380105150000004
ecoli_00449,-10.7486892593,-0.6789499155000001
ecoli_00450,-4.5722025123,-0.4874315775
ecoli_00451,-10.7121778646,-0.3142339055
ecoli_00452,-10.6353605079,-0.32049676450000003
ecoli_00453,-13.3329896229,-0.5359146795
ecoli_00454,-13.385345557,-0.9314623885000001
ecoli_00455,-4.6260389944,-0.39255889450000003
ecoli_00456,-4.0823843362,-0.4340894545
ecoli_00457,-6.520512982,-0.3837326455
ecoli_00458,-6.2601052433,-0.3723039185
ecoli_00459,-8.190543141,-0.3203735515
ecoli_00460,-7.8770841198,-0.32992606550000003
ecoli_00461,-19.1239271122,0.3999411705
ecoli_00462,-19.4617329568,0.2858484545
ecoli_00463,-15.7755215391,-0.7072437455
ecoli_00464,-15.4650652121,-0.7125101085000001
ecoli_00465,-15.3227224013,-1.0925509935
ecoli_00466,-15.6850344671,-1.0291281665
ecoli_00467,-17.071400872,-0.5848826015
ecoli_00468,-16.8742480103,-0.6461723445
ecoli_00469,-15.3971757937,-0.9465335875
ecoli_00470,-15.5650162426,-0.9933961495
ecoli_00471,-18.8302466914,0.49509137750000004
ecoli_00472,-19.3158833492,0.4857728455
ecoli_00473,-16.7055755577,-0.7374424485000001
ecoli_00474,-16.3964733361,-0.6937163585
ecoli_00475,-13.0585610599,-0.8407502475
ecoli_00476,-13.1603139655,-0.8147623865
ecoli_00477,-16.9786846055,-1.0739883745
ecoli_00478,-17.2957175282,-1.0434190825
ecoli_00479,-12.8170993176,-0.7304360345
ecoli_00480,-12.7810434288,-0.7265190075
ecoli_00481,-9.1761978107,-0.6350421805
ecoli_00482,-10.2495644387,-0.6378788335000001
ecoli_00483,-4.6457415829,-0.1602824555
ecoli_00484,-5.1064217021,-0.2210982125
ecoli_00485,-3.8774435687,0.4947472245
ecoli_00486,-3.8817762443,0.5570272655
ecoli_00487,-18.5457561039,0.9665080725
ecoli_00488,-18.3484677621,0.9071430985000001
ecoli_00489,-16.0545482168,-0.6317640975000001
ecoli_00490,-16.0427409293,-0.47787827250000003
ecoli_00491,-14.7458479208,-0.5747294615
ecoli_00492,-14.77623612,-0.6186828475
ecoli_00493,-13.3296973864,-0.5391810195
ecoli_00494,-13.4297334888,-0.4024791655
ecoli_00495,-15.0024282731,-0.5568752745000001
ecoli_00496,-15.3574144102,-0.6737584845
ecoli_00497,-15.4182323741,-0.9087417185000001
ecoli_00498,-15.7939995732,-0.8394819065
ecoli_00499,-9.8475547687,-0.5381902955
ecoli_00500,-10.2282309191,-0.5048410655
ecoli_00501,-14.4468817168,-1.0728022555
ecoli_00502,-14.3832128624,-1.1441001245
ecoli_00503,-17.8432392451,0.3402555875
ecoli_00504,-17.8397541273,0.35350466550000004
ecoli_00505,-15.0487013726,0.0852399065
ecoli_00506,-15.0168656935,0.007503277500000001
ecoli_00507,-4.320892183,-0.4528997115
ecoli_00508,-5.0014865082,-0.23518468350000002
ecoli_00509,-5.7468802403,-0.4086086185
ecoli_00510,-6.0167508452,-0.3170582965
ecoli_00511,-5.8583226889,0.45698143950000003
ecoli_00512,-5.7894252144,0.47393148150000003
ecoli_00513,-15.1823721548,-1.1004635835
ecoli_00514,-15.1867828717,-0.9850088545000001
ecoli_00515,-14.7679518815,-0.6155392035
ecoli_00516,-14.743340005,-0.8941218425
ecoli_00517,-6.2393826557,-0.8813478545000001
ecoli_00518,-8.2611225064,-0.9800782305
ecoli_00519,-5.5185816588000005,-0.9199974895
ecoli_00520,-4.9457163493,-0.7987115295
ecoli_00521,-6.4663165429,-0.9023529125
ecoli_00522,-7.1349358648,-1.1401902225
ecoli_00523,-9.0992787794,-1.2148927215
ecoli_00524,2.010470708,0.1689086595
ecoli_00525,2.0114590122,0.2360723985
ecoli_00526,1.8806756179000002,0.32545548350000003
ecoli_00527,1.8912615094,0.30613800550000003
ecoli_00528,6.848175674,-0.9690817365000001
ecoli_00529,-0.5432779469,-1.6344013865
ecoli_00530,0.4826696,-1.5184842244999999
ecoli_00531,-0.8417337967,-1.9290965465
ecoli_00532,-13.0560165566,-1.4660928965
ecoli_00533,-12.6724438176,-1.0747225185
ecoli_00534,-12.7891728173,-1.5168322165
ecoli_00535,-12.7963496484,-1.2869621165
ecoli_00536,-8.8930623591,-1.6820475305
ecoli_00537,-11.1125927628,-1.4502343795
ecoli_00538,-10.3806001413,-1.3125129185
ecoli_00539,-10.3373206251,-1.4621240515
ecoli_00540,4.3522960985,-1.2412083945
ecoli_00541,4.4193940864,-1.2191754265
ecoli_00542,3.3437199717,-1.3629732055
ecoli_00543,1.3774382732000001,-1.8537845935
ecoli_00544,5.2137556159,-1.2827214255000001
ecoli_00545,5.4848739136,-1.6042477995
ecoli_00546,-7.7959566304,-1.3191334985
ecoli_00547,-7.1646818961,-1.1986630175
ecoli_00548,-8.4548307887,-1.4270926655
ecoli_00549,-9.549589299600001,-1.5227274255
ecoli_00550,-7.5823900934,-1.3842210504999999
ecoli_00551,-8.2913484841,-1.3709117885
ecoli_00552,-13.6651194638,-1.2944408675
ecoli_00553,-13.8957131521,-1.3069367815000001
ecoli_00554,-11.9095984182,-1.2821979015
ecoli_00555,-11.516064497,-1.3306587225
ecoli_00556,-10.9117558,-1.2670774245
ecoli_00557,-11.514753254,-1.3075821355000001
ecoli_00558,-7.6129324979,-1.1059067075
ecoli_00559,-7.6306683113,-0.9330247735
ecoli_00560,-13.2360969122,-1.1463105575
ecoli_00561,-12.4319989734,-1.1943484805
ecoli_00562,-16.1242453298,-1.8385429935
ecoli_00563,-16.284794517,-2.0681995395
ecoli_00564,9.0404345443,0.5142332525000001
ecoli_00565,9.2867257618,0.4919487735
ecoli_00566,-5.0004744635,-0.6271875085
ecoli_00567,-6.0141348486,-0.9526936365
ecoli_00568,-0.1325718836,0.8459983725
ecoli_00569,-0.1327632822,0.8767657285
ecoli_00570,-3.2413374213,0.6187442915
ecoli_00571,-3.5283365932,0.6424100415
ecoli_00572,-4.1105861486,-0.6104858085
ecoli_00573,-2.5622989962,-0.5442164355
ecoli_00574,-8.9513199463,-0.2820201485
ecoli_00575,-9.4409129144,-0.3719021785
ecoli_00576,-1.8678203402,-0.3978709415
ecoli_00577,-4.2488068942,-0.3101986795
ecoli_00578,-4.3135224389,-0.2678748975
ecoli_00579,-1.7767138055,0.0813016895
ecoli_00580,-6.6051055397,-0.5599632815
ecoli_00581,-7.0496734986,-0.6042064505
ecoli_00582,10.685264997600001,0.3419199645
ecoli_00583,10.6217696101,0.24754650350000001
ecoli_00584,-5.0419185374,-0.8347980665
ecoli_00585,-6.2697960905,-0.8718364235
ecoli_00586,0.5094568022,0.3337122785
ecoli_00587,1.3463574563,0.09518233350000001
ecoli_00588,-1.723622025,0.1887343115
ecoli_00589,-1.3710072348,0.1125791165
ecoli_00590,-11.9893927755,-0.8474660775
ecoli_00591,-13.546402809,-0.9934888605000001
ecoli_00592,-8.6094207737,-1.0064757705
ecoli_00593,-8.7599774016,-0.8036841675
