,A,ArgP
hot_tale__hot_ale9_30c__2,0.6405106786948285,-0.8494020599999992
hot_tale__hot_ale9_mid_37c__1,1.033920900444222,-0.974285502
hot_tale__hot_ale9_mid_37c__2,0.6776628476025719,-0.8494119830000004
hot_tale__hot_ale9_37c__1,0.8305735071890519,-0.7356665909999993
hot_tale__hot_ale9_37c__2,1.0631009408354837,-0.7963803409999999
hot_tale__hot_ale9_mid_44c__1,2.772204504252404,-0.26076615199999953
hot_tale__hot_ale9_mid_44c__2,2.3467146337080806,-0.4870979189999991
hot_tale__hot_ale9_44c__1,3.287243112981879,-0.4845263830000004
hot_tale__hot_ale9_44c__2,2.981907347993734,-0.5910048109999995
hot_tale__hot_ale10_30c__1,-2.091415476960031,-0.5290756849999996
hot_tale__hot_ale10_30c__2,-2.046136273887966,-0.4011045849999997
hot_tale__hot_ale10_37c__1,2.186439056783869,-0.977030226
hot_tale__hot_ale10_37c__2,2.023036197248232,-0.8376816709999995
hot_tale__hot_ale10_44c__1,5.555329627791539,-0.9975107849999992
hot_tale__hot_ale10_44c__2,3.3399992184083414,-0.8849828880000006
hot_tale__hot_ale16_30c__1,-0.6504133163923194,-0.4753229380000006
hot_tale__hot_ale16_30c__2,-0.9940397199545064,-0.34223549300000045
hot_tale__hot_ale16_37c__1,3.4241236883664943,-0.8190724209999996
hot_tale__hot_ale16_37c__2,3.075969446679985,-0.7610457699999982
hot_tale__hot_ale16_44c__1,3.995260383431721,-0.6707773230000003
hot_tale__hot_ale16_44c__2,3.8553622877506433,-0.6835987699999997
pdhr_ale__pdhR-13_51__1,-2.761209493561009,-0.8654684889999995
pdhr_ale__pdhR-13_51__2,-3.139195425475167,-0.7397603569999998
pdhr_ale__pdhR-14_46__1,-2.6874879958894877,-0.8176589849999996
pdhr_ale__pdhR-14_46__2,-3.163712013594056,-0.6184116059999996
pdhr_ale__pdhR-15_51__1,-3.2197341501841525,-0.8431738039999992
pdhr_ale__pdhR-15_51__2,-3.285270528906387,-0.8374470480000005
pdhr_ale__pdhR-16_49__1,-3.3287074432820543,-0.6882288399999998
pdhr_ale__pdhR-16_49__2,-3.4088553623469933,-0.7404481670000003
tcs__del_atoC_LiAcet__1,-1.7640613888463266,-0.5597864179999998
tcs__del_atoC_LiAcet__2,-1.6898101690387788,-0.4899488799999992
tcs__del_atoC_LiCl__1,-2.384377486470779,-0.5562785439999995
tcs__del_atoC_LiCl__2,-2.559332251343003,-0.3895286289999991
tcs__del_atoC_m9__1,-2.306880065460435,-0.5498277589999994
tcs__del_atoC_m9__2,-2.652680574897007,-0.5237229819999998
tcs__del_baeR_etoh__1,-4.188071564793833,-0.4630384259999998
tcs__del_baeR_etoh__2,-4.320701308779896,-0.16583713200000005
tcs__del_baeR_lb__1,-6.874889206346062,-1.4791006969999998
tcs__del_baeR_lb__2,-6.979434330171583,-1.476906403
tcs__del_btsR_01xlb__1,-7.597300127490821,-2.27811292
tcs__del_btsR_01xlb__2,-7.776485905861202,-2.262505685
tcs__del_btsR_lb__1,-8.603939531623208,-0.6387550139999991
tcs__del_btsR_lb__2,-8.900338321107887,-0.8368348919999997
tcs__del_btsR_pyruvate__1,-7.729198112764216,-2.282405679999999
tcs__del_btsR_pyruvate__2,-7.706048196328019,-2.178437026
tcs__del_cpxR_etoh__1,-5.364663931108457,-0.19434229499999933
tcs__del_cpxR_etoh__2,-5.434996404193532,-0.3371400419999997
tcs__del_cpxR_lb__1,-6.491267790482714,-1.2704647319999998
tcs__del_cpxR_lb__2,-6.295922343028411,-1.1648471109999994
tcs__del_cusR_CuSO4__1,-8.945291833877384,-0.5392697939999991
tcs__del_cusR_CuSO4__2,-8.40789715925889,-0.5231046099999999
tcs__del_cusR_lb__1,-9.657173359009736,-0.3255608639999989
tcs__del_cusR_lb__2,-9.532566070041767,-0.43008869999999977
tcs__del_kdpE_01-kcl__1,-2.893905343799799,-0.564316936
tcs__del_kdpE_01-kcl__2,-2.962655616846671,-0.5298177409999996
tcs__del_kdpE_115-kcl__1,8.059357044485663,-0.5469427599999994
tcs__del_kdpE_115-kcl__2,7.233090937034116,-0.8616585909999994
tcs__del_phoB_m9__1,-1.9972131862298816,-0.36097593999999933
tcs__del_phoB_m9__2,-2.121638066265319,-0.4673208249999998
tcs__del_phoB_m9p__1,-0.2487391661759462,-2.202772629
tcs__del_phoB_m9p__2,-0.1746549795917426,-2.133563525
tcs__del_rcsB_etoh__1,-4.610021355995051,-0.2558002139999989
tcs__del_rcsB_etoh__2,-4.950918644579577,-0.021144957999999825
tcs__del_rcsB_lb__1,-7.66067977788673,-1.5181767049999992
tcs__del_rcsB_lb__2,-8.033974346164129,-1.5326410659999998
tcs__del_zraR_lb__1,-8.719683049287505,-0.6325304669999996
tcs__del_zraR_lb__2,-8.634787852268714,-0.8405519089999993
tcs__del_zraR_zncl2__1,-8.02936637037962,-0.7648212030000003
tcs__del_zraR_zncl2__2,-7.973429818545672,-0.7004809459999999
tcs__wt_01-kcl__1,-3.54505656912264,-0.657140987
tcs__wt_01-kcl__2,-3.804408526663022,-0.5088595219999998
tcs__wt_01xlb__1,-7.982278107348635,-2.0514806949999995
tcs__wt_01xlb__2,-8.002950014745386,-2.0441338679999994
tcs__wt_115-kcl__1,6.223245441384297,-0.46969103100000004
tcs__wt_115-kcl__2,6.243962418150156,-0.5394353480000005
tcs__wt_CuSO4__1,-9.99087201088884,-0.6691529089999992
tcs__wt_CuSO4__2,-10.43643619831182,-0.7346761219999998
tcs__wt_etoh__1,-6.192663331767981,-0.3428256189999992
tcs__wt_etoh__2,-6.218786395192883,-0.4191043509999997
tcs__wt_lb__1,-7.888746337493287,-1.4501819049999982
tcs__wt_lb__2,-8.49908121282122,-1.5698443009999998
tcs__wt_LiAcet__1,-1.8204365569252516,-0.656173882
tcs__wt_LiAcet__2,-1.5848321033072954,-0.7015430269999996
tcs__wt_LiCl__1,-2.5619248915535957,-0.4957258499999994
tcs__wt_LiCl__2,-2.5557795595838813,-0.5167771409999995
tcs__wt_m9p__1,-0.917536821001596,-1.589143009999998
tcs__wt_m9p__2,-1.481722303354091,-1.5571775339999991
tcs__wt_pyr__1,-8.358492786143739,-2.2701268999999997
tcs__wt_pyr__2,-8.113285256700259,-2.2795626099999997
tcs__wt_zncl2__1,-9.342794104549409,-0.644174808999999
tcs__wt_zncl2__2,-8.979057354073726,-0.6236970749999982
ros_tale__0_0_0pq__1,-0.5221870043182748,-0.6557500699999999
ros_tale__0_0_0pq__2,-0.457605149163157,-0.6883264699999998
ros_tale__0_0_250pq__1,-4.632848414273172,0.07251423199999962
ros_tale__0_0_250pq__2,-5.033551649023657,0.01005316900000075
ros_tale__1_mid_250pq__1,-7.944319037537553,-0.6803638309999993
ros_tale__1_mid_250pq__2,-8.21364651820076,-0.7582930199999982
ros_tale__1_0_0pq__3,-1.790739509422946,-0.5620692259999993
ros_tale__1_0_0pq__4,-2.088982747141932,-0.5187691649999993
ros_tale__1_0_250pq__1,-2.165941201563959,-0.6502509119999997
ros_tale__1_0_250pq__2,-2.1270303148511096,-0.6202610630000001
ros_tale__1_0_750pq__1,-3.425984321436376,-0.8331658419999997
ros_tale__1_0_750pq__2,-3.94312671190725,-0.3548943930000004
ros_tale__1_1_0pq__1,-5.555586824562952,-0.3514724499999993
ros_tale__1_1_0pq__2,-5.718551397838323,-0.4371230809999993
ros_tale__1_1_250pq__1,-5.576438279405575,-0.502082648
ros_tale__1_1_250pq__2,-6.01172194222951,-0.4427302149999992
ros_tale__1_1_750pq__1,-5.399016613741528,-0.2440285019999999
ros_tale__1_1_750pq__2,-5.872829479358473,-0.2046255539999988
ros_tale__1_2_0pq__1,-5.458812417310113,-0.8839440969999997
ros_tale__1_2_0pq__2,-5.087114326583095,-1.1856690409999997
ros_tale__1_2_250pq__1,-4.83226172607481,-0.8841566989999992
ros_tale__1_2_250pq__2,-5.591389779966756,-0.6759935159999992
ros_tale__1_2_750pq__1,-5.248265445272064,-0.7544018059999997
ros_tale__1_2_750pq__2,-5.888522888865129,-0.722423878999999
ros_tale__1_3_0pq__1,-7.008490671394347,-0.654376246
ros_tale__1_3_0pq__2,-7.166126260579407,-0.575795211
ros_tale__1_3_250pq__1,-6.238322483636317,-0.3739569939999994
ros_tale__1_3_250pq__2,-7.087900299863952,-0.07077059899999938
ros_tale__1_3_250pq__3,-7.378541730493619,0.026364051000000718
ros_tale__1_3_250pq__4,-9.25331492913537,-0.07579539099999978
ros_tale__1_3_750pq__1,-7.104822697169536,-0.41708063199999934
ros_tale__1_3_750pq__2,-6.525904609419506,-0.3928541049999996
ros_tale__1_4_0pq__1,-6.801654000737013,-0.2729425909999996
ros_tale__1_4_0pq__2,-6.259180503135451,-0.2663079030000004
ros_tale__1_4_250pq__1,-7.291054229353,-0.3367625289999996
ros_tale__1_4_250pq__2,-7.35521502694622,-0.4348811339999994
ros_tale__1_4_750pq__1,-6.69476318015054,-0.3910902069999995
ros_tale__1_4_750pq__2,-5.530750159676078,-0.6812763969999995
ros_tale__1_4_750pq__3,-6.527333953977793,0.008807328000000503
ros_tale__1_4_750pq__4,-5.730151161715029,-0.42121474499999945
ros_tale__2_mid_250pq__1,-7.806025401659002,-0.21385076700000027
ros_tale__2_mid_250pq__2,-8.000418942638108,-0.5482143019999999
ros_tale__2_0_0pq__1,-3.77398436423817,-0.02859851300000038
ros_tale__2_0_0pq__2,-3.388953332989472,-0.1332014449999992
ros_tale__2_0_250pq__1,-1.2837430806954016,-0.6828363480000004
ros_tale__2_0_250pq__2,-0.8803838737998544,-0.7266443669999996
ros_tale__2_0_750pq__1,-3.385062874623708,-1.093952207
ros_tale__2_0_750pq__2,-3.9366956670242144,-1.160095266
ros_tale__2_1_0pq__1,-1.180514400087536,-0.18620852899999907
ros_tale__2_1_0pq__2,-1.539543697965868,-0.1153038559999997
ros_tale__2_1_250pq__1,-1.3214396014697325,0.3579321060000007
ros_tale__2_1_250pq__2,-2.5069634689113665,0.29915561700000026
ros_tale__2_1_750pq__1,-2.781917607580492,0.391567748
ros_tale__2_1_750pq__2,-3.0497150524709684,0.11591422299999897
ros_tale__2_1_750pq__3,-2.5646949118146423,-0.057170426999999975
ros_tale__2_2_0pq__1,-2.6052862785044497,-1.2696563839999992
ros_tale__2_2_0pq__2,-1.9565287202716208,-0.6463639730000006
ros_tale__2_2_250pq__1,-2.8459306434029616,-1.3280343019999998
ros_tale__2_2_250pq__2,-2.428891730141922,-0.7582601019999995
ros_tale__2_2_750pq__1,-1.2858692825615572,-0.7457086319999995
ros_tale__2_2_750pq__2,-4.038401695853238,-0.7376153589999994
ros_tale__2_3_0pq__1,0.981511656055898,-1.0930098409999998
ros_tale__2_3_0pq__2,-1.727174548277764,-0.9725862849999992
ros_tale__2_3_250pq__1,-1.0039412326028,-0.7874427299999995
ros_tale__2_3_250pq__2,-0.4170954429452185,-1.0903285399999998
ros_tale__2_3_750pq__1,-0.7338415114647744,-0.994370677
ros_tale__2_3_750pq__2,-1.964094062039043,-0.8315605809999997
ros_tale__3_0_0pq__1,-4.42391857184293,-0.7579721180000005
ros_tale__3_0_0pq__2,-4.6879644886166885,-0.37929081699999934
ros_tale__3_0_250pq__1,-2.56710759293001,-0.10933175499999948
ros_tale__3_0_250pq__2,-2.3619976951747077,-0.017401326999999966
ros_tale__3_0_750pq__1,-4.794166047260814,-0.9151354449999998
ros_tale__3_0_750pq__2,-6.060559960531453,-1.3569255149999997
ros_tale__3_1_0pq__1,-3.420419202360341,-0.4341953099999998
ros_tale__3_1_0pq__2,-3.5613145016708536,-0.8691544699999998
ros_tale__3_1_250pq__1,-3.4994733069596635,-0.9453305380000004
ros_tale__3_1_250pq__2,-4.526715808644498,-0.8425150319999997
ros_tale__3_1_750pq__1,-2.2733839793698847,-0.3214068899999996
ros_tale__3_1_750pq__2,-4.129425015996703,-0.9178613880000004
ros_tale__3_2_0pq__1,-1.259967906184074,-0.6248862139999991
ros_tale__3_2_0pq__2,-1.174326380121549,-0.5009255099999992
ros_tale__3_2_0pq__3,-0.7304355736269624,-0.5229787859999995
ros_tale__3_2_0pq__4,-0.7942113089424955,-0.8189491099999993
ros_tale__3_2_250pq__1,-2.016532103600214,-0.8083331520000003
ros_tale__3_2_250pq__2,-3.2590083963539938,-1.1129398639999994
ros_tale__3_2_750pq__1,-4.7984152585926925,-0.8125315549999996
ros_tale__3_2_750pq__2,-6.057625875700115,-1.3494370409999998
ros_tale__3_3_0pq__1,-4.994746327618225,-0.07022449399999964
ros_tale__3_3_0pq__2,-5.010687394612472,-0.2448108119999999
ros_tale__3_3_0pq__3,-5.041913399019517,-0.1860303019999998
ros_tale__3_3_0pq__4,-4.804316945530612,-0.3097085709999998
ros_tale__3_3_250pq__1,-5.17652185430446,-0.34820468899999923
ros_tale__3_3_250pq__2,-4.652419504332491,-0.03429143399999912
ros_tale__3_3_750pq__1,-4.833891702918083,-0.5785526680000004
ros_tale__3_3_750pq__2,-5.357006967537953,-0.4216138230000004
ros_tale__3_4_0pq__1,0.4437965674521828,-0.5761425980000006
ros_tale__3_4_0pq__2,0.6508287258123674,-0.5978205789999995
ros_tale__3_4_250pq__1,2.6818415792979846,-0.6625043709999998
ros_tale__3_4_250pq__2,3.960462891958724,-0.8597840780000006
ros_tale__3_4_750pq__1,-0.4971464132619316,-0.2878649630000005
ros_tale__3_4_750pq__2,0.4847135076156798,-0.6194257989999992
pcoli__atASMT_325G__1,-3.34911956194641,-0.09790058599999972
pcoli__atASMT_325G__2,-3.213487690598244,7.611600000068108e-05
pcoli__bpTDC__1,-3.97822997015388,0.00221983500000178
pcoli__bpTDC__2,-4.122892813402546,-0.06283824499999913
pcoli__BRCA__1,-5.465128387112547,-0.19247335599999985
pcoli__BRCA__2,-5.491161659956533,-0.270468202
pcoli__BRCActrl__1,-5.516612400952167,0.09995163500000183
pcoli__BRCActrl__2,-6.174653887256617,0.20108740900000036
pcoli__BRCAswap__1,-4.820161284550322,-0.012246663999999186
pcoli__BRCAswap__2,-4.839317415618166,-0.008545709999998152
pcoli__btAANAT__1,-3.492941505560155,-0.03189970800000008
pcoli__btAANAT__2,-4.029441412246116,0.02271623100000042
pcoli__btASMT__1,-3.928148150510347,0.017644052999999715
pcoli__btASMT__2,-4.159275828658867,0.07753925000000184
pcoli__CC1__1,-3.402971051588311,0.0707975050000007
pcoli__CC1__2,-3.597986957751506,0.2293297550000002
pcoli__ccCOMT__1,-2.8127246334739118,-0.06603867699999988
pcoli__ccCOMT__2,-2.980537797354564,-0.06935318499999976
pcoli__ckDDC__1,-3.1070605665613567,-0.0522379639999988
pcoli__ckDDC__2,-3.1187630724862605,-0.005998113000000416
pcoli__CNTF_belt__1,-2.8597136854377485,0.0026889100000007105
pcoli__CNTF_belt__2,-2.900098771240216,0.1766158210000004
pcoli__cobPNMT__1,-3.398643161279048,-0.24138426699999996
pcoli__cobPNMT__2,-2.938747686190076,-0.26485068499999986
pcoli__cvPhhB__1,-3.1400210709419896,-0.12246030999999925
pcoli__cvPhhB__2,-3.759987604142972,0.02243594000000026
pcoli__ggAANAT__1,-2.81098592186934,-0.12768853199999966
pcoli__ggAANAT__2,-3.02658448994281,-0.1760710939999992
pcoli__ggTPH__1,-4.012619542643418,0.04292596699999951
pcoli__ggTPH__2,-4.299616984238814,0.01584103300000006
pcoli__hsAANAT__1,-5.182559320898117,0.221022477
pcoli__hsAANAT__2,-4.509473688803622,0.3748766969999995
pcoli__hsASMT__1,-5.180601096073595,-0.047167953999998964
pcoli__hsASMT__2,-4.891958380053433,-0.07890368300000006
pcoli__hsPNMT_mb__1,-3.013448080270493,-0.17120506499999966
pcoli__hsPNMT_mb__2,-3.1445889234614244,-0.1344157319999999
pcoli__hsTPH__1,-3.0331047951361403,-0.3767008789999995
pcoli__hsTPH__2,-3.3167279424846083,-0.308218353
pcoli__hsTPH_E2K__1,-4.152410605717251,0.3380923340000006
pcoli__hsTPH_E2K__2,-4.018962689731597,0.3089061529999988
pcoli__hsTPH_E2K_N91I_P99C__1,-4.012924365485994,-0.3046842949999995
pcoli__hsTPH_E2K_N91I_P99C__2,-3.749378412999503,-0.3160721349999997
pcoli__hsTPH_N158trunc__1,-4.45487675759246,0.24322910500000014
pcoli__hsTPH_N158trunc__2,-4.482651485651321,0.3145747600000002
pcoli__hsTPH_N174trunc__1,-4.367360893428039,0.068552049
pcoli__hsTPH_N174trunc__2,-4.404947103123482,0.07323870899999996
pcoli__hsTPH_Ntermtrunc__1,-5.341147113549739,0.037854611000001086
pcoli__hsTPH_Ntermtrunc__2,-5.824819521527222,0.09757136200000004
pcoli__hsTPH1__1,-3.766137831711074,0.1486506419999989
pcoli__hsTPH1__2,-3.8370459811817073,0.08432421300000037
pcoli__MBP__1,-3.615656057275314,-0.0016595099999996419
pcoli__MBP__2,-3.729839083563472,0.030580716000001118
pcoli__msCOMT__1,-4.586969217814206,-0.11345731499999978
pcoli__msCOMT__2,-4.853952565705061,-0.15375676399999882
pcoli__ocAANAT__1,-3.3464278126907123,-0.17128448399999918
pcoli__ocAANAT__2,-3.0319430234302627,-0.2467282039999992
pcoli__osTDC_K374H__1,-4.5904613349074825,0.3523456240000007
pcoli__osTDC_K374H__2,-5.093883480778361,0.361625149
pcoli__osTDC_K374L__1,-6.20806484065344,0.09641827100000099
pcoli__osTDC_K374L__2,-6.061752475754585,0.15815878799999886
pcoli__osTDC_K374Q__1,-4.354463377127226,-0.01852562300000038
pcoli__osTDC_K374Q__2,-3.981762056680574,0.14393082800000026
pcoli__osTDC_L360V__1,-4.140434037572653,-0.1113514259999997
pcoli__osTDC_L360V__2,-4.5041387141422025,0.026822351999999938
pcoli__pmTPH__1,-2.465594725694684,-0.4183626409999999
pcoli__pmTPH__2,-2.7499507672058536,-0.36424768699999976
pcoli__RFC__1,-4.26446675864498,-0.3576477899999997
pcoli__RFC__2,-4.000282012438595,-0.2877180990000001
pcoli__RFCctrl__1,-5.077605799420836,0.09031761300000074
pcoli__RFCctrl__2,-5.164949218283956,0.1578276239999994
pcoli__RFCnopause__1,-5.710358897426622,0.12121410100000052
pcoli__RFCnopause__2,-5.925741739339487,0.2626404920000001
pcoli__RFCpluspause__1,-5.138077286089808,0.12746353200000016
pcoli__RFCpluspause__2,-5.380310355997601,-0.08829498800000035
pcoli__rnCOMT_sol__1,-5.289170182851983,0.14587195000000186
pcoli__rnCOMT_sol__2,-5.52476004711433,0.11964369300000045
pcoli__rnPNMT__1,-5.392085230032852,-0.2399050349999996
pcoli__rnPNMT__2,-4.562630708749771,-0.21427947099999933
pcoli__rnTDC__1,-4.017096021469955,-0.1640901079999999
pcoli__rnTDC__2,-4.142826403858377,-0.0537606989999988
pcoli__rnTDC_trunc__1,-5.596819847237441,0.3337669630000004
pcoli__rnTDC_trunc__2,-5.913312972068783,0.407756623
pcoli__saCOMT_T2A__1,-3.078406484865886,-0.06346207600000131
pcoli__saCOMT_T2A__2,-3.613712810209453,-0.0803403489999992
pcoli__sfCOMT__1,-4.078563816005152,-0.44153771499999817
pcoli__sfCOMT__2,-4.008091348980285,-0.4659632330000001
pcoli__sgAANAT_D63G__1,-3.123009318620934,-0.1970395030000001
pcoli__sgAANAT_D63G__2,-3.17803308918678,-0.06685016799999932
pcoli__ssDDC__1,-5.102352176597098,-0.10618844199999966
pcoli__ssDDC__2,-4.757677276679335,-0.118761181
pcoli__TP53B__1,-4.665950870744783,0.06552955799999971
pcoli__TP53B__2,-4.671430150186071,0.01795505500000072
pcoli__WT__1,-4.108524160231658,0.16016211500000033
pcoli__WT__2,-4.060038772077253,0.0857057990000003
cck__glu_ale4__1,0.1783287119895369,-0.13928057499999813
cck__glu_ale4__2,0.9590835837175876,-0.5016796539999993
cck__cck_ale1__1,1.9005392658885096,-0.7632084349999992
cck__cck_ale1__2,1.8140820137279363,-0.7341481399999994
cck__cck_ale2__1,0.6612298767032497,-0.682859788
cck__cck_ale2__2,0.8913764137851139,-0.7320703120000003
cck_pgi__gmos_delpgi__1,0.2222116385927796,0.14426355600000118
cck_pgi__gmos_delpgi__2,-1.7503281067681078,0.487400526000001
cck_pgi__pgi_ale1__1,-2.036558243150977,-0.028725188999999318
cck_pgi__pgi_ale1__2,-1.5765887129174556,-0.18298187999999985
cck_pgi__pgi_ale2__2,-1.4105241241303503,-0.01902503399999933
cck_pgi__pgi_ale3__1,-1.020320152209811,-0.15927504499999934
cck_pgi__pgi_ale3__2,-0.9521155217608648,-0.4241901830000003
cck_pgi__pgi_ale4__1,-1.2523215461337214,-0.8411032929999998
cck_pgi__pgi_ale4__2,-1.1843402350173624,-1.3416774570000003
cck_pgi__pgi_ale4__3,-2.0121980490503346,-1.3604780889999992
cck_pgi__pgi_ale5__1,-0.062681163148647,-0.018326363999999096
cck_pgi__pgi_ale5__2,-0.0762736916179662,-0.4749060449999982
cck_pgi__pgi_ale6__1,0.5767197641215575,-0.12484899800000004
cck_pgi__pgi_ale6__2,-0.6285968846014773,-0.5391014439999989
cck_pgi__pgi_ale7__1,1.6130583462531791,-0.09662937899999946
cck_pgi__pgi_ale7__2,1.873912970809948,-0.4802028609999995
cck_pgi__pgi_ale8__1,-0.9078183641329326,-0.6579535419999996
cck_pgi__pgi_ale8__2,-0.8158814101505729,-0.9249058780000006
cck_sdh__gmos_delsdhCB__1,-2.0095277932879427,0.25153670600000044
cck_sdh__gmos_delsdhCB__2,-2.149515522869333,-0.01547541899999949
cck_sdh__sdh_ale1__1,0.2966327185466414,-0.3028625899999993
cck_sdh__sdh_ale1__2,0.3669367889847821,-0.2914623769999993
cck_sdh__sdh_ale2__1,1.450259172524656,-0.3795904199999995
cck_sdh__sdh_ale3__2,1.3010757929449477,-0.2990029330000006
cck_sdh__sdh_ale3__1,0.2692066931201471,-0.3433828589999992
cck_sdh__sdh_ale3__3,0.8054817107615909,-0.40184562399999896
cck_pts__gmos_delptsHIcrr__2,-6.048417942410155,-0.4348182679999999
cck_pts__gmos_delptsHIcrr__1,-6.178748686263062,-0.30424600499999954
cck_pts__pts_ale1__2,-5.272809027809007,-0.7119924159999993
cck_pts__pts_ale1__1,-5.241547830715515,-0.7443182699999982
cck_pts__pts_ale2__2,-0.0992173412248438,-0.8940824939999992
cck_pts__pts_ale2__1,0.334327567884718,-0.8582706809999996
cck_pts__pts_ale3__2,-6.764251835690168,-2.461770495
cck_pts__pts_ale3__1,-6.395908195184855,-1.987194109999999
cck_pts__pts_ale4__2,0.3802511113647686,-0.6602462569999998
cck_pts__pts_ale4__1,0.1419483823977514,-0.834908306
cck_gnd__gmos_delgnd__1,-1.7891698913954688,-0.2450836059999997
cck_gnd__gmos_delgnd__2,3.105693930149968,-0.4068709679999998
cck_gnd__gnd_ale1__1,1.0340949117137157,-0.6757708539999996
cck_gnd__gnd_ale1__2,1.154954685730094,-0.7016036649999995
cck_gnd__gnd_ale2__1,0.5181182044602598,-0.6625986289999988
cck_gnd__gnd_ale2__2,-0.0134277338770149,-0.7162346759999999
cck_gnd__gnd_ale3__1,0.9542077077413608,-0.7453120770000012
cck_gnd__gnd_ale3__2,1.0515394276973833,-0.6884690929999993
cck_tpiA__gmos_deltpiA__1,-7.150084451965945,-0.3463223889999991
cck_tpiA__gmos_deltpiA__2,-5.823991540286797,-0.28474323499999965
cck_tpiA__tpiA_ale1__1,-3.6630123742893415,-0.32325824700000005
cck_tpiA__tpiA_ale1__2,-3.715496754062788,-0.24599262999999816
cck_tpiA__tpiA_ale2__1,-4.160258032836129,-0.2723298749999996
cck_tpiA__tpiA_ale2__2,-3.946921341846105,-0.44586132700000025
cck_tpiA__tpiA_ale3__1,-3.3161771332722374,-0.3891829599999994
cck_tpiA__tpiA_ale3__2,-4.272620793175092,-0.3363801019999997
cck_tpiA__tpiA_ale4__1,-3.920964708109677,-0.5333827879999999
cck_tpiA__tpiA_ale4__2,-4.337126092117969,-0.4970433299999994
acid_tale__acid_ale1_pH7__1,1.2177688907600197,-0.8807684179999997
acid_tale__acid_ale1_pH7__2,0.8776329024099577,-0.9610380259999998
acid_tale__acid_ale1_pH5__1,-0.8498423236873649,-0.22900431199999985
acid_tale__acid_ale1_pH5__2,-0.5223996768679964,-0.3393177869999997
acid_tale__acid_ale2_pH7__1,2.2625283037938324,-1.0023157799999982
acid_tale__acid_ale2_pH7__2,2.7820887834938084,-0.9586279399999996
acid_tale__acid_ale2_pH5__1,1.024774881107413,-0.7454011909999999
acid_tale__acid_ale2_pH5__2,0.7316706461820889,-0.4548342539999988
acid_tale__low_Mg_ale_pH7__1,0.7810915326219426,-0.6145342419999995
acid_tale__low_Mg_ale_pH7__2,1.0690630524780895,-0.6641432699999994
acid_tale__low_Mg_ale_pH5__1,0.0703954603435004,-0.5038071359999998
acid_tale__low_Mg_ale_pH5__2,0.2733141843804498,-0.4520917779999998
acid_tale__MES_ale_pH7__1,1.69824963530955,-0.6853859580000004
acid_tale__MES_ale_pH7__2,2.009220502454632,-0.6740238669999998
acid_tale__MES_ale_pH5__1,0.6990963407166187,-0.6205589519999997
acid_tale__MES_ale_pH5__2,-0.552126046970341,-0.5496634889999994
acid_tale__gmos_pH7__1,0.2546430269231379,-0.6223983909999999
acid_tale__gmos_pH7__2,0.4296615186419892,-0.5956557189999989
acid_tale__gmos_pH5__1,-0.4202832224634235,-0.4481453989999995
acid_tale__gmos_pH5__2,-0.9598859154950542,-0.4330159449999993
adnB__wt_adn__1,-2.068962044193415,-1.220093683
adnB__wt_adn__2,-1.752771056997921,-1.2113071169999996
adnB__delydhB_adn__1,-1.6950133426885408,-1.5798016499999994
adnB__delydhB_adn__2,-1.3537271920293723,-1.2389686159999993
ytf2__wt_glc__1,-0.6635831312436479,-0.7016551849999981
ytf2__wt_glc__2,-0.6057576159305327,-0.7044515839999992
ytf2__ybcM_glc__1,-2.08666313021228,-0.6640410399999999
ytf2__ybcM_glc__2,-1.594331449428521,-0.2728238659999995
ytf2__ydhB_glc__1,-0.79157492414329,-0.487668706
ytf2__ydhB_glc__2,-0.7032843078929784,-0.5839533410000001
ytf2__yfeC_glc__1,-0.0082699863964933,-0.5220332559999994
ytf2__yfeC_glc__2,-0.4562960706219385,-0.5552178519999993
ytf2__yciT_glc__1,0.8558745883118877,-0.949376901
ytf2__yciT_glc__2,0.4656772397813777,-0.925499062
ytf2__ydiZ_glc__1,0.437709626241027,-0.7973952719999993
ytf2__ydiZ_glc__2,0.5235743256151835,-0.7865131349999999
ytf2__ynfL_glc__1,-0.150431717004609,-0.6530588929999999
ytf2__ynfL_glc__2,-0.2775587037550818,-0.6995733489999996
ytf3__wt_glc2__1,0.1362398831863621,-0.9776879079999999
ytf3__wt_glc2__2,0.2923544344281101,-0.7958787469999997
ytf3__wt_pH7_lactate__1,-0.2871812689780523,-0.9646892769999996
ytf3__wt_pH7_lactate__2,-0.2436811542068935,-1.0771649289999994
ytf3__wt_pH55_lactate__1,0.1511783598176194,-0.8662118679999997
ytf3__wt_pH55_lactate__2,-0.1256415989496506,-0.8145900799999994
ytf3__wt_pH55_HCl__1,0.0671923794045744,-0.6690317899999991
ytf3__wt_pH55_HCl__2,-0.6224609158679388,-0.7560399319999993
ytf3__dyieP_pH7__1,0.1159441200757922,-0.8244847719999999
ytf3__dyieP_pH7__2,0.0989679545858293,-0.8541210789999996
ytf3__dyieP_pH55__1,0.165697659725461,-1.0248676449999996
ytf3__dyieP_pH55__2,0.170214239721171,-0.9529902439999997
minicoli__aldA_f1c2__1,-1.426034162343629,-7.093290376000001
minicoli__aldA_minE__1,-3.0725641299869544,-7.093290376000001
minicoli__mg1655_glc__1,-0.3148728182556175,-1.229434473006909
minicoli__mg1655_glc__2,-0.7646195074637933,-1.2009931664696376
minicoli__minE_cyt__1,-0.6189125287526337,-7.093290376000001
minicoli__minE_cyt__2,-0.7208611772816725,-7.093290376000001
