,A,RpoS,NtrC,RpoN
nac_ntrc__bw_delnac_gln__1,21.05544029854163,1.4617363419999998,2.3228636584999998,0.3080251984999993
nac_ntrc__bw_delnac_gln__2,21.43372700776282,1.4067977519999992,2.2629229235,0.29679560549999984
nac_ntrc__bw_delnac_nh4__1,-1.4565683224267545,0.3601772620000005,-0.3211317545000005,-0.20403797450000027
nac_ntrc__bw_delnac_nh4__2,-1.513197911705657,0.3699574519999995,-0.33999168049999984,-0.2513449025000014
misc__wt_no_te__1,1.441927388059724,0.924456952,-0.8669320615000009,0.4210455764999992
misc__wt_no_te__2,0.5661471043417613,0.42003344199999937,-0.4844581635000002,0.34090928549999866
misc__bw_delcbl__1,-0.7991806879503265,0.244772523,-0.28719265550000017,0.2606270084999984
misc__bw_delcbl__2,-1.0223083719682726,0.07157739500000028,-0.4352825115000005,0.32841042449999946
misc__bw_delfabr__1,-1.4301911494103634,-0.2551086290000004,-0.4336975325000001,0.12483548650000033
misc__bw_delfabr__2,-1.4608560081413091,-0.16277256400000084,-0.3983526615000006,0.10311443849999867
misc__bw_delfadr__1,-1.6914783417673809,0.10687962199999924,-0.7024347034999998,0.2262561374999983
misc__bw_delfadr__2,-1.8679376333378623,0.19751071299999975,-0.7518494535000002,0.2539545304999997
misc__nitr_031__1,15.524558934334165,1.1360686920000005,1.8695830555,0.3646965854999991
omics__wt_glu__1,-0.2013966484433384,-0.23051727,-0.4930106595000003,0.2962516994999991
omics__wt_glu__2,-0.7550208230741257,0.043958795,-0.4107867365000004,0.4666522204999986
omics__wt_gly__1,2.5127483771961265,-0.016657597000000024,0.6424083654999997,0.08866842549999987
omics__wt_gly__2,2.903717922047704,-0.015329333000000387,0.6454411234999995,0.056832367499998426
omics__wt_thr__1,-2.085064029448589,-0.27653058900000005,0.4849992675000001,0.7135937784999982
omics__wt_thr__2,-2.555301147154659,-0.3382411019999996,0.3777853725,0.7710917564999988
omics__bw_ac__1,4.274747561798412,1.014675532,-1.1329429855000006,0.2626952734999985
omics__bw_ac__2,3.662857506756074,0.9779118219999994,-0.9975638155000004,0.2125339714999992
omics__bw_fum__1,0.3752457490520591,0.7274200319999995,-1.1282836224999997,-0.07199432850000065
omics__bw_fum__2,0.2964016159890379,0.7373106620000005,-1.0086983915000003,-0.13216740750000078
omics__bw_glc__1,-1.0528485756220136,0.3882324019999999,-0.21373389750000005,0.08772091650000036
omics__bw_glc__2,-1.3543160612204317,0.39518415200000057,-0.19944722450000008,0.08663182049999918
omics__bw_pyr__1,0.1066721904285884,1.0398495719999996,-1.3713202664999995,0.13049388650000004
omics__bw_pyr__2,-0.4509180118548488,1.1488143320000006,-1.1621855385000002,0.07503947049999837
ompr__wt_nacl__1,3.838411567048185,1.6465871120000006,-0.4742487524999994,0.8458476444999992
ompr__wt_nacl__2,3.8008643061672216,1.759748342,-0.36235043050000026,0.7361582904999988
ompr__bw_delompr_nacl__1,3.638624647368062,0.7287601719999994,-0.3721031904999999,0.3376980424999978
ompr__bw_delompr_nacl__2,3.725627074495975,0.5739272920000005,-0.4593646905000002,0.3812324994999994
minspan__wt_ade__1,-3.4058766700640786,-0.41096649500000026,-2.1838632055000002,-0.2312180505000008
minspan__wt_glc__2,-1.1825954408571564,0.11574757800000054,-0.9505896595000004,-0.2809332425000015
minspan__wt_glc__3,-1.0118815036641229,0.02785716100000002,-0.9092726735000004,-0.29022478250000106
minspan__wt_glc__4,-0.8469878860646649,0.04818290200000064,-0.7960748085000002,-0.20542882750000224
minspan__wt_glc_anaero__1,-5.196800096290803,-0.27702965699999993,-1.3021550304999998,0.03892021449999916
minspan__wt_glc_anaero__2,-3.8763292267289127,-0.08955874199999947,-1.5035946494999999,0.060990017499998224
minspan__wt_trp__1,-5.931712439304749,0.016084042999999326,-0.9953353274999994,0.1072953324999979
minspan__bw_delcra_glc__2,-4.463380197122642,0.268831166,-1.0402592784999998,0.0527145324999978
minspan__bw_delcra_trp__1,-5.0939200832381895,0.03030116299999896,0.16517766650000001,0.10897918549999908
minspan__bw_delmntr__1,-3.984705144673738,0.12121000099999968,-0.5728476695000007,0.2383428174999977
minspan__bw_delnac_ade__1,-0.7522106242189133,0.08339037800000071,-1.321190606500001,0.0018527365000000628
minspan__bw_delnac_glc__1,0.1978261611115064,0.41288737200000014,-1.0241365895000003,-0.33567946050000064
cra_crp__wt_ac__1,6.6363767843428185,0.34391979199999945,-1.2950856365000003,0.19179876049999933
cra_crp__wt_ac__2,6.9027301146989295,0.2228516109999994,-1.2142403274999998,0.15321709349999854
cra_crp__wt_fru__1,3.1089124368645007,0.32115443200000016,-0.9904316025000002,0.26576759049999943
cra_crp__wt_fru__2,2.2201593008671576,0.2865428439999995,-1.1206215635000003,0.3237425104999989
cra_crp__delcra_ac__1,4.154295747031727,0.5809128020000003,-1.3056248495,-0.023381640500000245
cra_crp__delcra_ac__2,4.728346397028182,0.6237719419999994,-1.2152266735,-0.1429831305000011
cra_crp__delcra_fru__1,-0.82260149739146,0.4457110719999999,-0.17993049050000032,0.1073611114999995
cra_crp__delcra_fru__2,-1.0445239168695708,0.527806022,-0.1304773895000002,0.12499276149999973
cra_crp__delcra_glc__1,-0.6809518716335111,-0.06741425999999963,-0.2908591134999998,-0.026159681500001145
cra_crp__delcra_glc__2,-0.3230976068016674,-0.00946141200000028,-0.14171376050000006,-0.10072994250000099
rpoB__wt_031__1,10.610304219348215,0.4189900820000005,1.394999305499999,-0.05696854050000155
rpoB__wt_044__1,9.092508908070194,-0.0027066280000003213,1.5035136384999994,0.2237648204999996
rpoB__wt_lb__1,14.201026256916188,0.5912388619999991,-0.9137006765000004,-0.028158271500000612
rpoB__wt_lb__2,13.965110638079713,0.5552148619999997,-0.9558305525000002,0.010328368499997964
rpoB__rpoBE546V_031__1,13.109803963728467,1.0753228020000003,1.2908964935,-0.1267133255000008
rpoB__rpoBE546V_044__1,12.830486535943017,1.0465195620000003,1.2412249894999985,0.023719754499998302
rpoB__rpoBE546V_lb__1,10.597414000457508,0.6638522620000007,-1.1203196115000011,-0.01329458850000087
rpoB__rpoBE546V_lb__2,9.84168543164968,0.6135239919999993,-1.0573056784999997,-0.016251761500001294
rpoB__rpoBE546V_glc__1,-0.8805378585373923,0.12999292800000006,-0.2110427684999987,-0.514114525500001
rpoB__rpoBE672K_glc__1,-1.5658809834186411,-0.9269440880000008,-0.05899533550000057,-0.20276037750000064
rpoB__rpoBE672K_glc__2,-2.0151648360425938,-0.9221537669999992,-0.030604913500000382,-0.2285063375000007
rpoB__rpoBE672K_lb__1,-1.4690037687323605,-0.9664375940000004,-1.6649322175000003,-0.6724268015000012
rpoB__rpoBE672K_lb__2,-1.6742967093862804,-0.8909124800000008,-1.4809584065,-0.5883223085000004
crp__wt_fru__1,0.8787242271042541,-0.08924797200000079,-0.3250443155000005,-0.26149362750000194
crp__wt_glyc__1,2.977757166230345,0.382196532,-0.6119121664999998,-0.4111413085000004
crp__wt_glyc__2,2.401683213893551,0.29671736199999893,-0.5592038884999999,-0.3161550525000019
crp__delar1_glyc__1,-2.456925661608771,0.457625371999999,-0.5303713994999999,0.6530569714999999
crp__delar1_glyc__2,-3.69145249679726,0.3320905520000004,-0.43894030650000093,0.6094381865000003
crp__delar1ar2_glyc__1,2.2155462859252903,0.19362971600000026,-0.7439360155000001,0.4106341614999991
crp__delar1ar2_glyc__2,1.9544451065952424,0.33613993200000003,-0.7689202095000001,0.3926384064999997
crp__delar1ar2_glyc__3,1.6757956907655245,0.2143648299999992,-0.8432862454999999,0.3384137364999997
crp__delar2_glyc__1,-3.618622652961861,1.187215512,-0.4887759914999998,0.2390130574999993
crp__delar2_glyc__2,-3.03419847339032,1.0412096020000003,-0.7579041665000004,0.3881425054999994
crp__delar2_glyc__3,-4.039460721209418,1.0004265120000009,-0.6376105734999999,0.5417163864999992
crp__delcrp_fru__1,0.0180705602937432,1.4035451519999995,-0.26098109550000004,0.4873410544999999
crp__delcrp_fru__2,0.4769859678241914,1.3121425020000004,-0.2192330834999998,0.6076043144999996
crp__delcrp_fru__3,-0.1828892301075515,1.3327748219999993,-0.25187832750000005,0.46314233749999895
crp__delcrp_glc__1,1.581624095660544,1.2202025120000002,-0.8290001094999999,0.6373608284999985
crp__delcrp_glc__2,0.952127930462629,1.232196922,-0.9082314924999996,0.6669930294999986
crp__delcrp_glc__3,0.8113982027377495,1.218558562,-0.9650134365000004,0.5979555294999983
crp__delcrp_glyc__1,0.7841916425056542,1.4730303219999996,-0.8602257135000002,0.4546922764999994
crp__delcrp_glyc__2,1.0590249160265952,1.491695502000001,-0.9548261574999994,0.4769414484999981
crp__delcrp_glyc__3,0.4434510549645398,1.4256353120000007,-1.0496985455,0.4892179915000003
glu__glu_ale3__1,-4.335674577380573,0.7930836120000002,-1.5916900025,-0.1601779305000015
glu__glu_ale4__1,-2.534470987128738,-0.2613450630000003,-0.5818395404999999,-0.28002795650000145
glu__glu_ale5__1,-1.082264103505871,-0.923966688,-0.4332083674999998,-0.6870798615000009
glu__glu_ale6__1,-2.361354914341745,-1.0723884590000008,2.7528499999540657e-05,-0.5723060855000011
glu__glu_ale8__1,-5.053754327902447,0.8990942620000002,-1.6435674565000005,0.16357349049999925
glu__glu_ale9__1,-3.8333204608076903,-0.267016099000001,-0.8641334474999995,0.0031536634999991264
glu__glu_ale10__1,-4.150005742649257,-0.0609958190000004,-1.1934246325000002,-0.2871971685000005
42c__wt_42c__1,-1.9671013208874937,-0.2815316019999994,-0.4924464915000009,0.0244120204999998
42c__42c_ale1__1,-5.336448992887323,-0.4853856130000001,-1.0464060355000004,0.34912003849999884
42c__42c_ale2__1,-3.729965994318892,-0.28717722000000023,-1.0837548765000005,-0.3153191495000014
42c__42c_ale3__1,-4.347457072665439,-0.5307598339999995,-0.5191260215000009,0.09912298549999933
42c__42c_ale4__1,-4.845130346321567,-0.06679679299999998,-0.5096285155000002,-0.10734334550000037
42c__42c_ale5__1,-4.484802585085964,-0.4238999000000003,-0.8832038324999996,-0.2023175995000006
42c__42c_ale6__1,-5.023900938523354,-1.6790261920000005,-0.5320815264999998,0.8135905604999998
42c__42c_ale8__1,-5.291428760900069,-0.6158962060000004,-0.6995238575,0.3201673924999984
42c__42c_ale9__1,-2.895947650853834,-0.5299862819999994,-0.1569116174999996,-0.0553719955000016
42c__42c_ale10__1,-4.967875696111204,-0.5234000390000002,-0.7327512955000008,0.21542995749999785
ssw__wt_ac__1,4.680227378975682,1.2230336019999992,-1.8295548605,-0.21780781650000056
ssw__wt_glc__1,-0.7170958440561873,-0.6345283510000002,-0.8193041815000006,-0.22127274850000056
ssw__wt_glyc__1,-4.3626324491092925,-0.13753819100000084,-0.06203343749999935,-0.2125297985000003
ssw__wt_xyl__1,-4.498063407977846,0.2429983199999999,-0.3873148295000002,0.4108722804999996
ssw__glc_ale1__1,-4.963726716516871,0.7432752320000002,-1.5941472934999998,-0.7788251875000016
ssw__glc_ale2__1,-3.971304666847558,0.426754171999999,-1.3149935145000002,-0.06379253150000075
ssw__glc_ale3__1,-4.572807588402639,-0.5801338450000006,-0.3067341395000005,0.2370279344999986
ssw__glyc_ale1__1,-5.023038566189918,0.2539637250000002,-0.7266657624999997,-0.3120889155000013
ssw__glyc_ale2__1,-3.853736437514287,-0.7526172219999996,-0.3533501384999997,0.20205476849999826
ssw__xyl_ale1__1,-3.9358050394109294,0.07102489999999939,-1.5525453985000004,-0.1082888095000012
ssw__xyl_ale2__1,-4.412060963870918,0.11657292900000014,-0.8624242375,-0.14978203550000124
ssw__xyl_ale3__1,-4.17921698598067,-0.2888721400000005,-0.10362368050000016,-0.3262490615000013
ssw__glc_ac_ac2__1,-6.985768394061981,-0.9307193809999994,-0.4949791975000002,-0.0901773505000012
ssw__glc_ac_glc1__1,-7.398732990089404,-0.209421098,-0.3927684555000006,-0.2899039005000006
ssw__glc_glyc_glc__1,-4.202934501497035,0.5182240819999997,-1.0540999095000003,-0.274164401500002
ssw__glc_glyc_glyc__1,-4.810139013040254,0.4607958520000004,-1.3081330935000004,-0.4525024585000006
ssw__glc_xyl_glc__1,-5.693558192617649,-0.6348894549999997,-1.1727561105000008,-1.0410889935000007
ssw__glc_xyl_xyl__1,-4.537233958284564,-0.2640025520000009,-1.2587677035000002,-0.8552477355000008
ica__wt_glc__1,-1.7177673363516286,-0.7602189819999996,-1.0288914735,-0.5082379055000006
ica__wt_glc__2,-2.816190678524967,-0.8536889090000006,-0.9416034705000004,-0.4994340875000018
ica__wt_glc__3,-2.7006227498862176,0.049913985999999966,-1.2980526274999995,-0.1040741495000006
ica__wt_glc__4,-3.2378236954923123,0.09081191900000007,-1.6928023474999998,-0.2792215905000006
ica__arg_sbt__1,5.042290175315357,0.5891611220000001,-1.5349266995000006,-0.267100214500001
ica__arg_sbt__2,4.4428804011958425,0.3881980019999993,-1.9500805105000003,-0.3823479205000009
ica__cytd_rib__1,16.311131543706782,0.765180341999999,-1.1782060124999996,0.1386887864999995
ica__cytd_rib__2,15.774560804188395,0.6480234419999995,-1.2108747475,0.12476168449999925
ica__gth__1,1.1689539503574544,0.8912684019999997,-1.0765006484999995,0.3953586514999987
ica__gth__2,1.3211301743041333,1.0063285620000002,-1.2077988325,0.5102487215
ica__leu_glcr__1,1.4015570517056497,-0.2369398530000009,-2.3217179255000007,-0.2586659055000009
ica__leu_glcr__2,1.2798375250351524,-0.3034178609999998,-2.3204743805000003,-0.33747655350000016
ica__met_glc__1,-2.4880492328842507,-1.022815705000001,-1.5529284895000002,-0.8079442385000002
ica__met_glc__2,-2.383817421839914,-1.102207818,-1.5606984645000006,-0.8131288585000007
ica__no3_anaero__1,-4.785445076606618,-0.1954281790000003,-0.5814741804999999,0.023476880499998742
ica__no3_anaero__2,-5.262633623012185,-0.12172514500000098,-0.7310563255000009,0.012221922499998428
ica__phe_acgam__1,-2.427760878937737,-0.4922668249999997,-1.8022377105,-0.5329956575000017
ica__phe_acgam__2,-2.5755173262672986,-0.5852651299999998,-1.7421548855000006,-0.5109843565000025
ica__thm_gal__1,3.5965381244812837,0.6066152819999999,-1.4826370455000006,-0.1857659965000007
ica__thm_gal__2,3.831309349631416,0.668510972,-1.3763329745000004,-0.08514855650000186
ica__tyr_glcn__1,-2.53921149206108,-0.5756726790000002,-1.6094516235,-0.3903549005000011
ica__tyr_glcn__2,-3.107204816046854,-0.5077214810000008,-1.7399843025,-0.3410315705000011
ica__ura_pyr__1,-1.1050414859634512,0.20881733899999946,-1.9512778935000004,-0.3768134025000016
ica__ura_pyr__2,0.1438891851448472,0.4469161219999993,-2.1287103875,-0.4399327825000024
ica__wt_glc__5,-4.307549075612587,-0.443233116,-1.5173093635,-0.5177360115000011
ica__wt_glc__6,-3.883571876197256,-0.3440205879999993,-1.6751314964999997,-0.4911570285000009
ica__bw_delpurR_cytd__1,-4.669548481731471,-1.10661481,-1.6508305565,-0.7443637615000025
ica__bw_delpurR_cytd__2,-4.553699155831498,-0.40072797000000016,-2.0273868685,-0.7433956735000002
ica__ade_glc__1,-4.231202519578599,-0.4128361290000005,-1.8791966844999999,-0.7138325825000011
ica__ade_glc__2,-5.843250521131047,-1.293643015999999,-1.3519457975,-0.8051262665000012
ytf__wt_glc__1,-1.1172313006371504,0.3419649420000006,-0.9965007585,-0.21770051350000053
ytf__wt_glc__2,-3.165071748208629,0.6804132620000001,-1.2421250715000005,-0.17772786350000125
ytf__delyafC__1,-4.342823490071706,0.5565448419999992,0.2832668214999998,0.11754725149999955
ytf__delyafC__2,-4.382270008552358,0.6846965419999993,-0.4532090945,0.1546335704999997
ytf__delyeiE__1,-2.630576600577442,0.24851932099999985,1.565789948499999,0.02506978449999941
ytf__delyeiE__2,-2.3899716389964665,0.07231935399999934,-0.6680544355000002,-0.14861009750000065
ytf__delyiaJ__1,-5.283692573506499,0.6024993319999989,-1.3799284305000006,0.08753290149999947
ytf__delyiaJ__2,-4.808613470658472,0.775933062,-1.6361449035,0.23139318550000001
ytf__delyieP__1,-5.039041765719086,0.6228551420000006,-0.1960486484999997,0.2141136244999995
ytf__delyieP__2,-4.607779582580484,0.7701409819999991,-0.9790222265000006,0.20653274349999864
ytf__wt_ph5__1,-0.8322467704972581,0.4666802919999995,-0.3348788945000001,-0.15667631850000066
ytf__wt_ph5__2,-1.2481248853971385,0.4907947220000004,-0.4951422665000012,-0.121676410500001
ytf__wt_ph8__1,-0.7886362240116985,0.4135751320000001,-1.2456083295000004,-0.28805662350000105
ytf__wt_ph8__2,-0.9194902071902038,0.42222096199999903,-1.3366248105,-0.35179708450000113
ytf__delybaO__1,-4.851326712108024,0.3931707919999994,-0.04470210249999962,0.0868237454999985
ytf__delybaO__2,-5.321169493099808,0.5098479620000003,-1.3242929174999991,0.1171547664999988
ytf__delybaQ__1,-0.4011682277690191,0.1104798529999993,-0.6822533574999996,-0.3664812775000019
ytf__delybaQ__2,-0.1977339626739636,0.1918486270000006,-0.7889451224999995,-0.4210866755000007
ytf__delybiH__1,-3.216285670500526,0.7546381320000002,-1.0512743295,-0.08041245350000104
ytf__delybiH__2,-4.738367295892547,0.8583397119999994,-1.4347729345000009,0.1485691504999984
ytf__delydcI_ph5__1,0.1280776450074817,0.2372309430000001,-0.14451927949999988,-0.2860461955000009
ytf__delydcI_ph5__2,0.0563322082798047,0.21605959200000055,-0.2016223015000005,-0.2915660545000005
ytf__delydcI_ph8__1,-1.1163327843164093,0.5150319519999993,-1.4702849345000004,-0.19775634250000174
ytf__delydcI_ph8__2,-1.4131998241953354,0.07543053599999894,-1.5013579485,-0.43030544550000105
ytf__delyddM__1,-0.228763019536256,0.5905555519999997,-1.6439704634999996,0.04367951749999932
ytf__delyddM__2,-0.3898985961497736,0.5548536019999997,-1.6699376865,0.05102436849999848
ytf__delyheO__1,-4.638644426549442,0.440513052,-0.09616852550000043,0.009473350499998643
ytf__delyheO__2,-5.004210356237935,0.5138055220000002,-1.1799778765000006,0.024496082499998902
fps__bw_glc__1,-2.800512085661219,-0.4232219330000007,-0.9777779674999998,-0.5196136545000014
fps__bw_glc__2,-2.1253094760355604,-0.3972259690000008,-0.9353370224999996,-0.6788874785000001
fps__fps_thrA_ale1__1,-1.9716773532829952,0.39264833200000027,-1.2486509545000004,-0.32055944650000257
fps__fps_thrA_ale1__2,-1.5905628985511984,0.40612146199999977,-1.3038047334999998,-0.4281293025000013
fps__fps_thrA_ale2__1,-2.783752662889525,0.5639018419999999,-1.7175144015000001,-0.4658414105000013
fps__fps_thrA_ale2__2,-2.551760604356069,0.4527652119999992,-1.7120581785000004,-0.40762423550000093
fps__fps_serB_ale1__1,-1.2980578664137417,0.1916031569999994,-1.5617680455,-0.3878105415000013
fps__fps_serB_ale1__2,-1.3386867660043476,0.1464529989999992,-1.4817199634999998,-0.3348743525000017
fps__fps_serB_ale4__1,-1.685739658330117,0.3611007019999999,-2.1540446635,-0.19072830050000175
fps__fps_serB_ale4__2,-0.824440910503366,0.1423332540000004,-1.8761335375000003,0.1012634694999992
fps__fps_ptsI_ale1__1,4.482376459276014,1.0472531420000006,-2.086791570500001,-0.8559759545000007
fps__fps_ptsI_ale1__2,4.868266740298323,0.915891192,-2.1203831385000003,-0.7988730515000011
fps__fps_ptsI_ale3__1,1.978628004985178,0.5594406820000001,-1.9185099985000005,-0.8056928055000014
fps__fps_ptsI_ale3__2,2.5063566840217337,0.6253451220000006,-1.8123063115000004,-0.8484199965000014
pal__lyx_ale2_f6__1,7.972198050322044,1.2211207119999994,-1.4586756445000004,-0.3722573105000011
pal__lyx_ale2__1,5.221269174277283,0.9668986020000006,-1.5631995905000011,-0.5214724065000009
pal__lyx_ale2__2,5.487217714278575,1.011708711999999,-1.4896369414999997,-0.4881702405000006
pal__lyx_ale4__1,2.3078425296508973,-0.3148401500000002,-1.6170608035000005,-1.0848582725000018
pal__lyx_ale4__2,3.846245855248183,-0.4860173060000008,-1.4091588365000003,-1.003826912500002
pal__5drib_ale10_f18__1,3.7092854153048993,0.6526537319999992,-1.2963189565000004,0.6129173254999998
pal__5drib_ale10_f18__2,4.142754360834479,0.6990012320000005,-1.3281695624999994,0.6364002815000003
pal__5drib_ale10__1,1.1037815409282965,0.720726312,-1.3421571215000003,0.013956801499999116
pal__arab_ale14_f9__1,1.0580589004219612,0.6728991620000002,-1.1608750074999996,-0.35927174050000144
pal__arab_ale14_f9__2,1.1095285655336922,0.5141713219999993,-1.3292056155000005,-0.23632465250000226
pal__arab_ale14__1,-2.7826141388272934,-0.06586883900000018,-1.1784117785,-0.6221584905000013
pal__arab_ale14__2,-1.813555446283968,-0.17177665700000055,-0.8780974225000007,-0.6037325335000014
pal__arab_ale16__1,-1.6866738203203897,-0.0026713770000004193,-0.2122107695000004,-0.34194277950000096
pal__arab_ale16__2,-0.9991985681489182,0.1913841870000006,-0.6337032435000003,-0.20152948750000196
pal__tartr_ale26_f10__1,6.015898896414135,1.0529872519999994,-1.7645798195000006,-0.3747926055000006
pal__tartr_ale26_f10__2,6.9410227305496015,1.117358552000001,-1.8468945845,-0.3527489215000008
pal__tartr_ale26__1,6.405371098754012,0.3892269420000005,-2.0319757345000005,-0.4501007115000011
pal__tartr_ale26__2,6.553224442129626,0.3141092519999997,-1.8663941805000004,-0.30575810850000096
pal__tartr_ale28_f10__1,7.490811261148025,1.2650587219999991,-1.8169926835,-0.4779141955000013
pal__tartr_ale28_f10__2,6.065067022442686,0.9722561120000002,-1.7375450834999997,-0.4824835405000014
pal__tartr_ale28__1,2.590358377277836,0.06391488899999942,-1.6797790344999999,-0.5465418105000008
pal__tartr_ale28__2,1.8863760056753731,0.3663876120000005,-1.2398568005,-0.6007871505000013
efeU__delmenFentC_citr__1,-0.9448974441081872,0.4324642720000007,-0.6294158784999997,-0.3912163105000008
efeU__delmenFentC_citr__2,-0.6118011794861439,0.3897561520000004,-0.825603096500001,-0.5284220465000011
efeU__delmenFentC__1,0.6518408146262954,1.177584972,-2.2215960525,0.08356590649999872
efeU__delmenFentC__2,0.7033108683588631,1.1153529019999997,-2.1685421475,0.053814073499998116
efeU__menFentC_ale39__1,-4.784258544631302,-0.06847482300000074,-0.8200750975000002,-0.3340089294999995
efeU__menFentC_ale39__2,-5.209219967007238,-0.11409336400000035,-1.1044635434999988,-0.2956222475000008
efeU__menFentC_ale29__1,-5.333715684424385,0.6533644019999993,-1.3480076284999989,-0.037837395500000426
efeU__menFentC_ale29__2,-5.053164199251095,0.7308609120000007,-1.3400240475,-0.04123273150000095
efeU__menFentC_ale30__1,-3.556783449200913,-0.6166222720000007,-0.9323353685000004,-0.7487878285000003
efeU__menFentC_ale30__2,-3.7932444365828144,-0.36928399700000014,-1.1796826024999998,-0.7009630315000024
efeU__menFentCubiC_ale36__1,-1.474556866914124,0.20465600400000028,-1.6270618895000002,-0.18203062050000085
efeU__menFentCubiC_ale36__2,-1.9925321923079475,0.24587958699999926,-1.7971527675,-0.21511456450000035
efeU__menFentCubiC_ale37__1,-1.618989910733569,0.5874251219999991,-1.5181078695000003,-0.07373560450000127
efeU__menFentCubiC_ale37__2,-1.692641844307474,0.4022910319999991,-1.3436456505,-0.043030666500001764
efeU__menFentCubiC_ale38__1,-4.355512766587691,0.3376043820000003,-2.3352106275000004,-0.07680217150000067
efeU__menFentCubiC_ale38__2,-4.469068578343814,0.32172978200000024,-2.3688356055,-0.23556970550000145
misc2__salc_glc__1,-0.004360495425775,0.8863017319999997,-1.0431659165000005,0.1359028114999994
misc2__salc_glc__2,0.3805753204373264,1.151312292,-0.5560525515000005,0.4439292154999989
misc2__dbcn_glc__1,-2.14560801897588,-0.8705704379999997,-0.7197470815000004,-0.6235655355000009
misc2__dbcn_glc__2,-1.407273948892392,-0.053842641000001024,-1.2010477695000006,-0.4320346105000006
misc2__tyr_glc__1,-2.69855585864759,0.030154188999999217,-1.7723303515,-0.2007496575000012
misc2__tyr_glc__2,-2.805847428612412,0.18931526099999907,-1.9101751495000008,-0.10417547050000132
