,A,Rv1776c,whiB4
JSF:JSF_2019:2,9.5644630525,0.50062688,-1.0190079243
JSF:JSF_2019:3,9.2798923973,0.43816989770000003,-1.0173068858
JSF:JSF_2019:4,9.3719901917,0.4594893319,-1.1500019702
JSF:JSF_2026:1,10.9945876755,0.0214519717,-0.6177867091
JSF:JSF_2026:2,10.3737023197,0.2682614045,-0.7793247583
JSF:JSF_2026:3,9.3898776956,0.2441837011,-0.6563166691
JSF:JSF_2026:4,10.7081686165,0.10653805420000001,-0.7396799819000001
MTS1338:over_expression:1,-0.49594564480000003,0.1697072885,-0.3036202349
MTS1338:over_expression:2,0.49594564480000003,-0.1697072885,0.3036202349
PAS:control:1,0.0200405398,0.22017086130000002,-0.0943206229
PAS:control:2,-0.5975351214,-0.0435369028,-0.0118882721
PAS:control:3,0.5774945816,-0.1766339585,0.1062088949
PAS:treated:1,5.6815197446,1.03490019,0.37153676680000003
PAS:treated:2,5.310011017,1.0908248163,0.47095769940000004
PAS:treated:3,6.7162069296,1.3152031126,0.6000113337
THP-1:24h_THP_B_enriched:1,-0.5687534182,-0.2616447134,0.3344215904
THP-1:24h_THP_B_enriched:2,0.5687534182,0.2616447134,-0.3344215904
aminoimidazoles:02h_treated:1,4.6570782186,-0.015511057100000001,0.2136984945
aminoimidazoles:02h_treated:2,4.5344847631,-0.0061584888,0.1369555071
aminoimidazoles:24h_treated:1,5.9657496028,0.8146287313,0.2017862812
aminoimidazoles:24h_treated:2,5.7044858311,0.8743992078,-0.313406801
aminoimidazoles:untreated:1,-0.2361438478,0.033125492900000005,0.0684377461
aminoimidazoles:untreated:2,0.0490482545,0.0079244662,0.1199553715
aminoimidazoles:untreated:3,0.1870955932,-0.0410499592,-0.18839311760000002
antibiotic:ctrl_24h:1,-0.1638371813,0.7182774635,0.2625269966
antibiotic:ctrl_24h:2,0.0652311127,0.10492964410000001,-0.2915219892
antibiotic:ctrl_24h:3,0.30187186120000004,0.1543456966,0.1754643928
antibiotic:ctrl_4h:1,0.0213913848,0.1264183808,0.1844539721
antibiotic:ctrl_4h:2,0.2326396637,0.3406047454,-0.1508071286
antibiotic:ctrl_4h:3,-0.25403104860000003,-0.4670231262,-0.0336468435
antibiotic:izd_4h:1,-20.363076092100002,-0.1001801549,1.3301565606999999
antibiotic:izd_4h:2,-20.2169402703,-0.568450259,1.4224593388
base:wt_glu_24:1,-0.5497591551000001,0.5171591406,-0.3156512469
base:wt_glu_24:2,0.265709268,0.7003450567,0.035263295300000004
base:wt_glu_24:3,-0.8735516793,0.683628946,0.1368631256
base:wt_glu_6:1,0.6235685494000001,0.3756948684,0.1435426319
base:wt_glu_6:2,-0.6386761321000001,-0.4388071202,-0.0907105445
base:wt_glu_6:3,0.0151075827,0.0631122518,-0.052832087400000005
base:wt_llac_24:1,1.8400078546,0.3437808638,0.2312223119
base:wt_llac_24:2,0.4937384469,0.20955601810000002,0.4890258012
base:wt_llac_24:3,1.8499763459,0.0024142995,0.1008003563
base:wt_llac_6:1,1.4064069298000001,0.1126097124,0.5156355441
base:wt_llac_6:2,1.8981571992,-0.6494774144000001,0.0934298564
base:wt_llac_6:3,0.4224934983,-0.38632127320000004,-0.0213224012
base:wt_pyr_24:1,1.8976827139,0.54995865,0.0287214116
base:wt_pyr_24:2,2.5854405427,0.10592489520000001,-0.6527443582
base:wt_pyr_24:3,1.8145610067,0.40497046200000003,-0.3599912286
base:wt_pyr_6:1,5.6203367568,-0.4620861094,-0.3562272288
base:wt_pyr_6:2,4.3690756806,0.058346976200000004,0.35444489960000003
base:wt_pyr_6:3,3.7954858948,-0.3253160846,0.17656186610000002
biofilm:biofilm:1,3.3279321333,0.7647392850000001,0.2229174304
biofilm:biofilm:2,3.3560240872,0.7556242956,0.3038375457
biofilm:planktonic:1,-0.0826021089,0.1686966699,0.025424137700000002
biofilm:planktonic:2,0.0826021089,-0.1686966699,-0.025424137700000002
btz043:0_days_.006:1,0.0582275827,0.0848396129,0.1218697775
btz043:0_days_.006:2,0.0178754699,0.12801730220000002,0.25885207920000003
btz043:0_days_.006:3,0.0539707533,-0.0837701109,0.1916022127
btz043:0_days_control:1,-0.0945131134,0.0195836039,-0.0333145381
btz043:0_days_control:2,0.1858561507,-0.0981726764,0.0341165381
btz043:0_days_control:3,-0.0913430373,0.07858907250000001,-0.000802
btz043:1_days_.006:1,8.0719829996,0.10074844690000001,-0.18779066290000002
btz043:1_days_.006:2,8.2406647593,-0.0015283086000000001,-0.26227963730000003
btz043:1_days_.006:3,8.1745746889,-0.1429348896,-0.1795792009
btz043:1_days_.006:4,8.0528768746,0.14791027980000002,-0.0649672062
btz043:1_days_control:1,3.0866033802,0.0897851925,0.0129176264
btz043:1_days_control:2,3.1184238345,0.0671706286,0.0406213722
btz043:1_days_control:3,3.1328108792,0.1460043212,0.045493569000000005
btz043:1_days_control:4,3.3196112713,0.0177827197,-0.0223102757
clarithromycin:1_days_control:1,-0.0472557693,0.059156135900000004,-0.0769830463
clarithromycin:1_days_control:2,0.0810302391,0.1120748404,0.0538248528
clarithromycin:1_days_control:3,-0.0337744698,-0.1712309763,0.0231581935
cnpB:del:1,0.7456448672,-0.29300496330000003,0.11127277390000001
cnpB:del:2,0.6996407597000001,0.16211382570000002,0.256080686
cnpB:del:3,1.224396968,-0.047425860300000004,-0.09737164520000001
cnpB:wt:1,-0.9135111573,-0.1468143659,-0.1083070264
cnpB:wt:2,-0.7486152133,0.33917909420000003,0.1481063719
cnpB:wt:3,1.6621263705,-0.19236472840000002,-0.0397993455
csoR:ko:1,-2.8970340613000003,-0.31143683780000003,0.2966122858
csoR:ko:2,-3.3826110469,-0.38428604320000004,0.1194533747
csoR:wt:1,-0.7792421708,-0.1720496736,-0.1665335362
csoR:wt:2,0.7792421708,0.1720496736,0.1665335362
dap:0_days_25:1,-0.4618735043,0.041250966,0.1854338778
dap:0_days_25:2,-0.5292408892,0.0335855896,0.1717509632
dap:0_days_25:3,-0.48884690500000005,0.103395868,0.0650451508
dap:0_days_25:4,-0.49878538,-0.1419576053,0.0189393448
dap:0_days_control:1,0.1810353717,-0.18720443380000001,0.0272742646
dap:0_days_control:2,0.0440170594,0.062120804,-0.0715417067
dap:0_days_control:3,-0.1279766148,0.07980544290000001,0.0908714042
dap:0_days_control:4,-0.0970758163,0.0452781869,-0.0466039621
dap:1_days_25:1,0.8429677908000001,-0.0819481554,0.28739369670000003
dap:1_days_25:2,0.9830697468,0.018450353000000003,0.2974874265
dap:1_days_25:3,0.8381551729000001,0.0322808469,0.2851937748
dap:1_days_25:4,0.9090976202000001,-0.0037805284,0.0572041297
dap:1_days_control:1,2.9103371031,-0.1759811139,-0.056758668500000005
dap:1_days_control:2,2.8180214718,-0.16964354580000002,0.0092934622
dap:1_days_control:3,3.2667024888,-0.0421869104,0.05207615
dap:1_days_control:4,2.8688544222,-0.08423556730000001,-0.0064268647
degradosome:mutant_rnj:1,-0.09104013080000001,-0.8495240304,-0.6225413434
degradosome:mutant_rnj:2,-0.09822816670000001,-0.4693351177,-0.7724139044
degradosome:mutant_rnj:3,-0.1613561933,-0.6408445862000001,-0.41645212200000004
degradosome:PNPase_ko:1,-2.78281238,0.1042388291,0.5072878209
degradosome:PNPase_ko:2,-2.969647073,0.5174896317000001,0.4572301662
degradosome:PNPase_ko:3,-3.0163360088,0.41962352150000004,0.3378645111
degradosome:Rnase_E_ko:1,3.1012073341,-4.0053163404,-2.4702638193
degradosome:Rnase_E_ko:2,3.3729327843,-2.2296443544,-2.4250774222
degradosome:Rnase_E_ko:3,2.5106827215000003,-2.9452259911,-2.8338575925000002
degradosome:wt_cas9_ctrl:1,1.21514211,-1.7463218736,-0.062160549600000004
degradosome:wt_cas9_ctrl:2,0.5226238403,-1.6770244551,0.3353559468
degradosome:wt_cas9_ctrl:3,-0.2913983633,-0.0718540724,0.1277133465
degradosome:wt_expn:1,-0.1097949998,0.0570738832,-0.0662699514
degradosome:wt_expn:2,-0.0085125326,0.0138185861,-0.071651585
degradosome:wt_expn:3,0.1183075323,-0.0708924692,0.13792153640000002
delam:0_days_.09:1,-0.23675635550000002,0.08614600060000001,0.075827103
delam:0_days_.09:2,-0.6197552279,0.2434488505,0.0646355044
delam:0_days_.09:3,-0.4443317424,-0.06966799530000001,-0.08029876700000001
delam:0_days_.09:4,-0.0940720876,0.0698418314,-0.1146688486
delam:0_days_control:1,0.0761134895,0.0754125252,-0.0414040303
delam:0_days_control:2,-0.13115286210000002,-0.0454871437,0.0633128745
delam:0_days_control:3,0.057807881000000005,-0.095298147,-0.0724113947
delam:0_days_control:4,-0.0027685084,0.0653727654,0.0505025505
delam:1_days_.09:1,-1.9828925604,-0.316152841,0.6052197221
delam:1_days_.09:2,-1.7693759221,-0.24239654800000002,0.7463306322000001
delam:1_days_.09:3,-1.7769152814,-0.47751799400000006,0.5703155824
delam:1_days_.09:4,-1.7239338524,-0.3322486304,0.6025915908
delam:1_days_control:1,-1.8644589822,-0.2552277167,0.5124056387
delam:1_days_control:2,-1.7035000116,-0.4599045003,0.5444533989
delam:1_days_control:3,-1.9470353902,-0.32509841980000004,0.4676572855
delam:1_days_control:4,-2.098120945,-0.4055842085,0.5145138915
dg_inh:both:1,1.0095872534,0.4978870201,-1.094094688
dg_inh:both:2,1.8589842609,0.3745391058,-1.0987230935
dg_inh:both:3,2.3720076247,0.5264757863,-1.0532563227
dg_inh:dg:1,0.0509266645,0.43575609,-0.4531397941
dg_inh:dg:2,0.1700726422,0.38031527530000003,-0.41776176260000003
dg_inh:dg:3,1.0411227773,0.5936066595,-0.561672315
dg_inh:DMSO:1,-0.1281699809,0.10465970720000001,0.0803928126
dg_inh:DMSO:2,-0.4185413181,-0.2901770769,-0.0609508543
dg_inh:DMSO:3,0.546711299,0.18551736970000002,-0.0194419583
dg_inh:inh:1,1.0842597105,0.263182764,-0.9949990028000001
dg_inh:inh:2,2.5698282106,0.2337267369,-0.9943848033
dg_inh:inh:3,1.1523818527,0.7291542253000001,-1.0952559045
dormancy:dormant_20d_rifampicin:1,4.4592778091,1.2388941324,-0.030079801700000002
dormancy:dormant_20d_rifampicin:2,3.242709718,1.7601127542000001,-0.4051112448
dormancy:dormant_20d_rifampicin:3,3.251705185,1.8461411025,-0.49478950660000004
dormancy:dormant_no_treatment:1,0.0809701162,-0.0664281753,0.2566252958
dormancy:dormant_no_treatment:2,0.18570639090000002,0.044226101000000004,-0.0745679387
dormancy:dormant_no_treatment:3,-0.2666765071,0.0222020744,-0.182057357
eccE1:control:1,-0.1790556811,0.11461196280000001,0.0356517081
eccE1:control:2,0.1790556811,-0.11461196280000001,-0.0356517081
eccE1:delta_eccE1:1,0.2403407917,0.1405029974,-0.0204975814
eccE1:delta_eccE1:2,0.35272769870000004,0.0096979265,-0.0751349744
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.5346049773,0.1746015557,0.23050143320000002
eccE1:delta_eccE1_eccE1_HA_comp:2,0.1166620238,0.2152830067,0.0739877109
eccE1:delta_eccE1_empty_vector:1,0.8379430160000001,0.0201381952,-0.1385207252
eccE1:delta_eccE1_empty_vector:2,0.9077081556000001,0.09307297440000001,0.05614519900000001
eccE1:delta_eccE1_myc_p1_HA_comp:1,0.4126393956,0.319720809,-0.2281790809
eccE1:delta_eccE1_myc_p1_HA_comp:2,0.3815720656,0.40505564930000004,-0.0188038167
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.2086813466,-0.1234182244,-0.1208677216
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.29558111600000003,0.3631162368,0.1737333073
emb:0_days_2.45:1,0.2368449068,0.009915543300000001,0.0685207348
emb:0_days_2.45:2,0.4748019073,0.0003678119,-0.22565921900000002
emb:0_days_2.45:3,0.27054929510000003,0.1698133647,-0.1721913593
emb:0_days_2.45:4,0.4672400859,-0.0817124059,-0.2530045774
emb:0_days_control:1,-0.1980563756,0.0193411258,-0.0030708536
emb:0_days_control:2,0.1568712998,0.0871781736,-0.1849241919
emb:0_days_control:3,-0.21025111170000002,-0.0706565262,0.0864470425
emb:0_days_control:4,0.2514361875,-0.0358627731,0.1015480029
emb:1_days_2.45:1,2.8870572272,0.0059837813,-0.38158138750000004
emb:1_days_2.45:2,2.9578683171,-0.0350163319,-0.32862970900000005
emb:1_days_2.45:3,2.6589906869,0.060925914000000005,-0.2990573307
emb:1_days_2.45:4,3.0650992544,-0.1024214982,-0.4314785464
emb:1_days_control:1,0.7611552321,0.0147135693,-0.4439247154
emb:1_days_control:2,1.2080153423,0.0923537525,-0.5194503488000001
emb:1_days_control:3,1.0555067365,0.035154346600000004,-0.7482583888000001
emb:1_days_control:4,1.2790372551,0.0573877023,-0.46262671720000004
espL:ko:1,0.0179968472,-0.09700347220000001,0.0297425734
espL:ko:2,0.2885082926,0.133267884,-0.0234107872
espL:wt:1,0.12120469360000001,-0.0038873849,0.014691560800000001
espL:wt:2,-0.12120469360000001,0.0038873849,-0.014691560800000001
esx_1:ko:1,0.3419041682,-0.0736796663,0.1949827228
esx_1:ko:2,0.7131373636,0.2367116655,-0.0632520911
esx_1:wt:1,0.170768508,0.24466415160000002,0.2607521937
esx_1:wt:2,-0.3614632119,-0.1960137901,-0.1938064286
esx_1:wt:3,0.1906947039,-0.0486503615,-0.0669457651
genotoxic:control:1,0.1199467245,0.46432043230000003,-0.1624999581
genotoxic:control:2,-0.1199467245,-0.46432043230000003,0.1624999581
genotoxic:growth_supplement:1,1.207462454,0.0827750114,-0.0027345818
genotoxic:growth_supplement:2,0.1913836093,0.2235553445,0.1432227371
growth:tss_expnt:1,-3.8512496417,-1.7132051095,-1.3867082205
growth:tss_expnt:2,-2.8007100141,-1.2210039214,-0.8893328454
growth:tss_expnt:3,-3.3398846984,-1.890012934,-1.151109155
growth:tss_starved:1,-2.2458334069,-2.1842456642,-2.2441226907
growth:tss_starved:2,-0.5319462028,-2.0871051774,-2.0139341664
growth:tss_starved:3,0.2577239637,-1.3249651031,-1.8670279551000002
growth:wt_expn:1,0.0683091411,0.0725292661,0.008773927
growth:wt_expn:2,-0.440742067,-0.033254730100000005,0.08209850710000001
growth:wt_expn:3,0.372432926,-0.0392745361,-0.09087243410000001
hs2:treated:1,0.0240527219,0.216775926,0.2538834378
hs2:treated:2,0.0951010464,0.24790920500000002,0.1676943443
hs2:treated:3,-0.0551854466,0.1326901566,0.155062751
hs2:untreated:1,0.48220872210000004,-0.2654003304,-0.0167379306
hs2:untreated:2,0.2248286636,-0.3042678499,-0.17248190970000002
hs2:untreated:3,-0.7070373857000001,0.5696681803,0.1892198403
hypoxia:000h_.81_DO:1,0.1947090552,-0.4499981018,0.0798797489
hypoxia:000h_.81_DO:2,0.7218976242,-0.0715311566,-0.18949924810000002
hypoxia:000h_.81_DO:3,-0.9166066794000001,0.5215292584,0.1096194992
hypoxia:017h_.57_DO:1,2.0109527134,-0.425176912,-0.07351954000000001
hypoxia:017h_.57_DO:2,1.2748188939,0.2214463996,-0.19674752610000001
hypoxia:017h_.57_DO:3,2.6692864618,-0.6923330937000001,-0.24615058080000002
hypoxia:023h_.42_DO:1,3.7980345447,-1.3895270172,-0.132420661
hypoxia:023h_.42_DO:2,3.9243990863000002,-0.5845272966,-0.7577048834
hypoxia:040h_.11_DO:1,4.2404882019,-0.1287790036,-0.3269035233
hypoxia:040h_.11_DO:2,4.3368349414,-0.0795415783,-0.1216392627
hypoxia:041h_.09_DO:1,3.0957082042,-1.177099264,-0.37660912750000003
hypoxia:041h_.09_DO:2,2.2213274109,-0.55940985,-0.5336133514
hypoxia:041h_.09_DO:3,3.0568228511,-2.4405060271,-0.4440113255
hypoxia:042h_.07_DO:1,3.791541533,-1.0673273311,-0.5920498177
hypoxia:042h_.07_DO:2,2.9391123347,-1.8752246061000002,-0.7279651359
hypoxia:043h_.06_DO:1,3.0002287104,-0.476118262,-0.2414796885
hypoxia:043h_.06_DO:2,3.4910262267,-1.1370432206,-0.4595789863
hypoxia:043h_.06_DO:3,3.2889884953,-1.1302608352,-0.3227264526
hypoxia:044h_.04_DO:1,3.3842908191,0.3853492966,-0.1018318642
hypoxia:044h_.04_DO:2,2.1828118808,-0.2589878863,-0.5204631684000001
hypoxia:044h_.04_DO:3,3.5723250309,-0.5492640601000001,-0.22244771900000002
hypoxia:047h_0_DO:1,3.0674334609,-0.8453107860000001,-0.2652265131
hypoxia:047h_0_DO:2,5.3082338382,-0.9528063788000001,-0.49175257710000003
hypoxia:047h_0_DO:3,4.3491742944,-1.5118461777999999,-0.4736174427
hypoxia:049h_0_DO:1,5.2011065258,-0.1583813979,-0.3995440058
hypoxia:049h_0_DO:2,5.0864633865,-0.4744383217,-0.39390451130000004
hypoxia:049h_0_DO:3,3.9382292746000003,-0.8437791339,-0.3589271888
hypoxia:050h_0_DO:1,5.3427587437,-1.4054502067999999,-0.46597214330000003
hypoxia:050h_0_DO:2,4.959793218,0.025075892000000002,-0.3639852873
hypoxia:050h_0_DO:3,5.6175185799000005,-0.4526188759,-0.27811621880000004
hypoxia:052h_0_DO:1,4.4144527581,0.2284616324,-0.0131843401
hypoxia:052h_0_DO:2,4.3544371505,0.2638466423,0.27145342780000004
hypoxia:052h_0_DO:3,4.2516040466,0.163744669,0.18498739660000002
hypoxia:054h_0_DO:1,3.9310178008000003,-0.1330596917,-0.3766555861
hypoxia:054h_0_DO:2,2.0681801412,-0.1860992817,0.0374124116
hypoxia:054h_0_DO:3,0.9179404536,-0.1138955084,-0.0030449249
hypoxia:054h_0_DO:4,2.0249322348,-0.1676295992,0.1860862768
hypoxia:054h_0_DO:5,3.3402164467,-1.3604510767,-0.3529749097
hypoxia:070h_0_DO:1,2.0149178227,0.029359349700000002,0.4192012174
hypoxia:070h_0_DO:2,2.1603653732,-0.7746125055,0.4418675419
hypoxia:088h_0_DO:1,4.846153279,-0.060458519100000004,0.446621058
hypoxia:088h_0_DO:2,3.8188191745999998,-0.1706456224,0.38762721110000004
hypoxia:114.5h_.04_DO:1,8.3832461778,-0.4667978996,-0.017869393600000002
hypoxia:114.5h_.04_DO:2,9.0746879545,-0.4444260768,0.1078803624
hypoxia:114.5h_.04_DO:3,9.3730124248,-0.17715659420000002,0.1853305891
hypoxia:115h_.06_DO:1,9.988158032,-0.1492707684,-0.0398662528
hypoxia:115h_.06_DO:2,9.300664253,-0.6040880837,0.071696069
hypoxia:115h_.06_DO:3,9.470340929,-0.29046408900000004,-0.0539782424
hypoxia:116h_.11_DO:1,9.1663487609,-0.48120324800000003,-0.162589072
hypoxia:116h_.11_DO:2,9.4976336985,-0.37594236140000004,-0.0839141245
hypoxia:116h_.11_DO:3,8.8046444898,-0.6807939934,0.24447096210000002
hypoxia:120h_.47_DO:1,7.9843042592,-0.9125390935000001,-0.1891997203
hypoxia:120h_.47_DO:2,7.6629477690000005,-0.6691684223000001,0.07890355240000001
hypoxia:120h_.47_DO:3,7.8806914934000005,-0.6002402704,-0.1057555332
kinase:DMSO_0h_F:1,0.6221276847,0.0539586374,-0.0158721331
kinase:DMSO_0h_F:2,0.5107374177,-0.049787423000000004,-0.0097011965
kinase:DMSO_0h_F:3,0.1675696701,-0.0785207373,-0.0153808181
kinase:DMSO_0h_H:1,0.5645899316,-0.5490436207,-0.148865449
kinase:DMSO_0h_H:2,0.18327723170000002,-0.4944223089,-0.041887685200000004
kinase:DMSO_0h_H:3,0.651189792,-0.26119451650000003,0.2718844675
kinase:DMSO_0h_H:4,0.3012562774,-0.2223572247,0.295709011
kinase:DMSO_0h_H:5,0.8298045574,-0.48812822110000004,0.1095404646
kinase:DMSO_0h_H:6,-0.37860182200000003,-0.36685362720000003,0.0183178025
kinase:DMSO_0h_I:1,0.16274360300000001,0.4151013718,-0.1856891457
kinase:DMSO_0h_I:2,-0.2159425784,0.4498133331,0.0883926887
kinase:DMSO_0h_I:3,0.1823108245,-0.1640370861,-0.1468380797
kinase:DMSO_0h_I:4,-0.6804194979,-0.22831658200000002,0.012851646000000001
kinase:DMSO_0h_I:5,-0.12961178110000002,-0.2577689819,0.2348799426
kinase:DMSO_0h_I:6,0.6809194299,-0.2147920549,-0.0035970518000000003
kinase:pknD_T10_48h:1,3.3927741653,0.1642149447,0.1692919444
kinase:pknD_T10_48h:2,4.0974328346,-0.1457413735,0.080778765
kinase:pknD_T10_48h:3,3.40452147,-0.0954904886,0.0867730956
kinase:pknL_T10_48h:1,2.0060367656,-0.061353875,0.3435761332
kinase:pknL_T10_48h:2,2.1607626135,-0.019302675300000002,0.2883777061
kinase:pknL_T10_48h:3,1.5442449106,-0.09834284480000001,0.2643392287
kinase:pknL_T4_48h:1,9.3739884255,0.47771878830000003,-0.7418996079
kinase:pknL_T4_48h:2,7.1962664335,0.6747422507,-0.7418840396
kinase:pknL_T4_48h:3,8.8656076475,0.6392049641,-0.8053127232
kinase:T10_12h_F:1,-0.050893212900000005,-0.2384483352,0.1203361718
kinase:T10_12h_F:2,-0.6010462481000001,-0.3412903465,0.1417026282
kinase:T10_12h_F:3,0.2131862779,-0.1632836527,0.2167396417
kinase:T10_12h_H:1,-0.0682240778,-0.512475212,0.0776668241
kinase:T10_12h_H:2,-1.245506428,-0.5073777295,0.5054834574
kinase:T10_12h_H:3,-0.6154660402000001,-0.2985597047,0.2227226039
kinase:T10_12h_I:1,-0.20204130550000002,0.0774620545,0.5858864819
kinase:T10_12h_I:2,1.2938829399,-0.36453044490000003,0.1675259197
kinase:T10_24h_F:1,-0.5049260883,-0.4126451036,0.1588647745
kinase:T10_24h_F:2,0.7407675752,-0.3397819414,0.18451152880000002
kinase:T10_24h_F:3,-0.5705381529,-0.2488717731,0.0641829379
kinase:T10_24h_H:1,-0.1254126452,-0.29217854320000003,0.1398143376
kinase:T10_24h_H:2,-0.4210770902,-0.40738653680000003,0.0175434205
kinase:T10_24h_H:3,-1.2145125596,-0.49453296300000005,0.0284110162
kinase:T10_24h_I:1,2.731033394,-0.6073419986,0.1765467749
kinase:T10_24h_I:2,1.6925245022,-0.641632663,0.1442105802
kinase:T10_48h_F:1,0.3875469473,-0.1788129258,0.1437106416
kinase:T10_48h_F:2,0.0765177158,-0.1946276052,0.1257417442
kinase:T10_48h_F:3,0.4296337268,-0.4648631347,0.1170291091
kinase:T10_48h_H:1,-0.2592173128,-0.5756894142,-0.2061255002
kinase:T10_48h_H:2,-0.7408307044,-0.6024035947,-0.22459888200000003
kinase:T10_48h_H:3,-1.4676121208000001,-0.9642920583000001,0.0070589924
kinase:T10_48h_I:1,3.7068078069,-0.7710784043000001,0.0094884696
kinase:T10_48h_I:2,3.8165637607000003,-0.6142589110000001,-0.008951611200000001
kinase:T10_48h_I:3,3.4166560269,-0.6703592388,0.0963730188
kinase:T4 _48h_H:1,11.5989778621,0.1845873091,-0.9194448513000001
kinase:T4 _48h_H:2,10.4693435349,-0.12163023170000001,-0.9426904701000001
kinase:T4 _48h_H:3,10.8805413323,0.21614688240000002,-0.8847373998
kinase:T4 20 _12h_I:1,6.1525331033,-0.1073006539,-0.5474836482000001
kinase:T4 20 _12h_I:2,6.9010513322,-0.3720135653,-0.40934811800000004
kinase:T4 20 _12h_I:3,6.3355398979,-0.5546868114,-0.34512571280000004
kinase:T4_12h_F:1,4.5856369869,-0.43109448840000003,-0.2948663433
kinase:T4_12h_F:2,4.3094016616,-0.0374775599,-0.3319340919
kinase:T4_12h_F:3,3.8796690269000003,-0.36706144820000003,-0.1802614042
kinase:T4_12h_H:1,5.4457097424,-0.23215738760000001,-0.08292283040000001
kinase:T4_12h_H:2,5.7308288224,-0.3796040725,-0.1921773467
kinase:T4_12h_H:3,5.9562071869,-0.3944591234,-0.3101844965
kinase:T4_24h_F:1,6.9823807847,0.069221007,-0.40839920160000004
kinase:T4_24h_F:2,7.2451233097,0.1068511272,-0.5018389917
kinase:T4_24h_F:3,7.1984137871,-0.5292027437,-0.5320153486
kinase:T4_24h_H:1,9.0117457283,-0.06439042860000001,-0.7655924733
kinase:T4_24h_H:2,8.2940851468,-0.3980324052,-0.5107310812
