,A,KdpE
abx_mega__dmso-10__3,-1.2732910174,0.241245901
abx_mega__nal_naoh__4,-0.3887802105,-0.1427920672
abx_mega__cip_naoh__1,-0.5340489850000001,-0.5562915311000001
abx_mega__pen_h2o__2,-0.8237382805,-0.7950403388
abx_mega__ery_dmso__2,3.0776731962,0.11049209730000001
abx_mega__dmso-2__2,-0.2804235067,0.7837064025
abx_mega__van_dmso__2,1.3386388309,-0.1950650486
abx_mega__h2o-1b__1,-0.5928335844,-0.4474223248
abx_mega__ery_h2o__1,0.26620466400000004,-0.49593989050000004
abx_mega__bacit_h2o__1,0.5230289931000001,-0.452406105
abx_mega__chl_h2o__2,1.5855613511,0.4943027896
abx_mega__str_h2o__2,-0.3271294397,-0.1099879658
abx_mega__rfp_ethanol__2,1.7651350601,1.2978615280999999
abx_mega__polmyx_h2o__2,0.5903089847,0.2033962903
abx_mega__tric_h2o__1,-0.1015554216,0.9713218773000001
abx_mega__cip_naoh__2,0.5302758861,-0.0640356864
abx_mega__novo_h2o__3,2.6993274395,0.4007902162
abx_mega__bacit_dmso__1,2.4745556462,0.3027369435
abx_mega__gen_h2o__1,2.1103699282,0.9216398245
abx_mega__bacit_dmso__2,2.2857463653,0.2701625228
abx_mega__chl_dmso__1,3.1729127016,-0.31178277520000003
abx_mega__bacit_h2o__2,0.1169893006,-0.2658803584
abx_mega__lvx_dmso__1,-0.24680973320000002,0.0374228003
abx_mega__bacit_h2o__3,1.2230658957,0.1818591145
abx_mega__nor_naoh__2,-0.0247096444,-0.12939550630000002
abx_mega__amyc-d_dmso__2,3.5521559434,0.29140008300000003
abx_mega__polmyx_h2o__3,2.0637616504,1.6097341012
abx_mega__naoh-6__1,-1.000970331,-0.1748639183
abx_mega__cst_h2o__2,2.2965277905,0.1976746037
abx_mega__h2o-1b__2,1.0830643514,0.0314206587
abx_mega__rfp_h2o__1,1.5439156593,0.5712983947
abx_mega__tet_h2o__1,-0.4143521666,-0.9452255209
abx_mega__flavo_dmso__1,-1.3659381221,0.12024131510000001
abx_mega__zeocin_h2o__1,-0.4613539875,0.14748228430000002
abx_mega__nor_naoh__3,-0.4217163138,-0.4610566091
abx_mega__rach_dmso__2,-0.17745598880000002,-0.2927176939
abx_mega__thio_dmso__2,1.7283903905,-0.09474552060000001
abx_mega__amyc-d_dmso__3,2.3937805576,-0.2982255754
abx_mega__rif_dmso__2,3.7967122087,1.573665563
abx_mega__amyc-d_dmso__4,0.31514867960000004,0.1022050845
abx_mega__teix_dmso__3,-0.4852474999,-0.31575876010000004
abx_mega__valin_dmso__1,4.1851895733,0.9931671985
abx_mega__teix_dmso__4,-0.1512884195,-0.6723655108000001
abx_mega__ethanol-10__1,-0.2056712433,0.5425108014
abx_mega__inh_h2o__1,-0.09040447110000001,-0.2145796978
abx_mega__rif_dmso__3,0.3181612547,0.38760581450000003
abx_mega__van_dmso__3,1.4443374564,-0.3869705424
abx_mega__doxo_dmso__1,-0.6862147836,-0.16442989160000002
abx_mega__tmp_dmso__1,-0.4626402303,0.0623114129
abx_mega__ethanol-10__2,-0.2832903028,0.18316289600000002
abx_mega__tmp_dmso__2,-0.7316846928,-0.2790416343
abx_mega__amyc-d_dmso__5,0.9407716171,-0.8727020154
abx_mega__novo_h2o__4,4.5879300929,-0.4751185124
abx_mega__cro_h2o__2,-0.0874056995,-0.249525992
abx_mega__cro_h2o__3,0.0850442974,-0.5032905761
abx_mega__gen_h2o__2,1.9027145866000001,0.15362403630000002
abx_mega__phos_h2o__4,-1.0141582574,0.9769851305
abx_mega__metro_dmso__2,0.5590818461,0.2061632301
abx_mega__ery_h2o__2,0.6874269217,1.1818774228
abx_mega__sacet_h2o__1,-0.7454377727,-1.3508384625
abx_mega__nal_naoh__5,-0.6434258916000001,-0.35904070730000004
abx_mega__bacit_h2o__4,0.424396788,-0.0346961024
abx_mega__cip_naoh__3,-0.42966231720000003,-0.31738373140000004
abx_mega__ethanol-8__1,-0.8156091728,-0.2346953428
abx_mega__h2o-8a__1,-0.7042278374000001,-0.21621051330000002
abx_mega__ery_h2o__3,0.33732236790000003,0.24358851780000002
abx_mega__flavo_dmso__2,0.34486682620000003,0.2639072402
abx_mega__rif_dmso__4,1.8159354369,0.4566057898
abx_mega__novo_h2o__5,1.9348295369000001,0.1675042101
abx_mega__teix_dmso__5,-0.6534622695,0.0965789892
abx_mega__naoh-2__1,0.3897098913,0.1104292288
abx_mega__novo_h2o__6,2.7179825489000002,0.348476649
abx_mega__ctx_h2o__3,0.5000660375,0.20147874640000002
abx_mega__rach_dmso__3,0.49812164410000004,-0.0074487074
abx_mega__valin_dmso__2,4.6052961148,1.1136464126
abx_mega__amyc-d_dmso__6,0.9156373646,-0.1597852157
abx_mega__dox_dmso__2,3.2198991351,0.3822479353
abx_mega__teix_dmso__6,-0.4390922962,0.16149617460000001
abx_mega__naoh-6__2,-0.7801932836000001,0.0799117587
abx_mega__inh_h2o__2,0.22113461950000002,0.7891218244
abx_mega__chl_h2o__3,1.7575117848000001,0.2488616261
abx_mega__nal_naoh__6,-0.3205445706,-0.4815165958
abx_mega__chl_dmso__2,1.9303514205,-0.3740067648
abx_mega__rach_dmso__4,0.44341693660000003,0.0532506595
abx_mega__teix_dmso__7,-0.2495888152,-0.1322830949
abx_mega__ceru_ethanol__1,-1.3630648318,0.8466154792
abx_mega__dmso-7__1,-0.241143132,-0.0762304981
abx_mega__naoh-6__3,-0.4255470342,0.2764439233
abx_mega__phos_ethanol__2,0.1000357407,0.4149667084
abx_mega__metro_dmso__3,1.0341449038,0.3375300284
abx_mega__van_dmso__4,0.9511619404,-0.5431679569
abx_mega__h2o-10__1,-0.1859739561,-0.2396566409
abx_mega__h2o-10__2,0.6258253907,-0.1804799342
abx_mega__dmso-6__3,0.017539070900000002,0.6664224853
abx_mega__mem_dmso__1,0.40212429990000004,-0.3330196901
abx_mega__ethanol-8__2,-0.8124787373,-0.22953360320000002
abx_mega__chl_h2o__4,1.6709046662,0.2359790235
abx_mega__van_h2o__1,-0.720538738,-0.8175904726000001
abx_mega__dcs_h2o__1,0.3072068908,0.9972930205
abx_mega__rif_dmso__5,0.7422556161,0.3351558966
abx_mega__dox_dmso__3,-0.6888401748,0.4378165641
abx_mega__mem_dmso__2,-0.07725536620000001,-0.2849358001
abx_mega__lvx_dmso__2,-0.0319850083,0.041876954200000004
abx_mega__tet_h2o__2,1.4739465098,0.8305126806
abx_mega__phos_h2o__5,-0.7865174508,0.0182996157
abx_mega__monac_dmso__1,1.450449516,0.3268707206
abx_mega__str_h2o__3,-0.0917382644,-0.3021871909
abx_mega__zeocin_h2o__2,5.5461298467999995,1.4992979696
abx_mega__amyc-d_dmso__7,0.6518466588,-0.24456354830000002
abx_mega__fidax_dmso__1,-0.7372721885,-0.1650466355
abx_mega__h2o-1a__1,-0.5054884188000001,-0.3238994612
abx_mega__dox_dmso__4,0.3470776131,-0.0856175554
abx_mega__lzd_dmso__2,0.6885331911,0.30654339610000003
abx_mega__tet_h2o__3,-0.5532139506,-0.7971312236
abx_mega__dmso-1__2,-0.8868594829,-0.5594362473
abx_mega__sxt_dmso__2,-1.1273477195,0.2458806178
abx_mega__tric_ethanol__2,1.5047074735,0.3401418301
abx_mega__teix_dmso__8,-0.3645034904,-0.129928975
abx_mega__ramo_h2o__2,-0.10869476510000001,-0.016015475600000002
abx_mega__inh_h2o__3,-0.0511344789,0.18674414450000001
abx_mega__cst_h2o__3,0.5146754274,0.3904736406
abx_mega__dmso-9__1,-0.6656534384,-0.2038478367
abx_mega__ethanol-8__3,-1.0470441516,0.1385783191
abx_mega__monac_dmso__2,1.8732521876,-0.5558427496
abx_mega__dmso-9__2,-0.2672473729,0.26630726450000003
abx_mega__metro_dmso__4,2.1760068215,0.2757121075
abx_mega__ctx_h2o__4,0.069512302,0.1167049987
abx_mega__zeocin_h2o__3,6.6470308339,2.7294675187
abx_mega__bacit_h2o__5,4.6244899712,1.1706499737
abx_mega__reta_dmso__1,0.3693111808,0.040505792400000004
abx_mega__ery_h2o__4,1.5940626394000001,0.5810398598000001
abx_mega__ceru_ethanol__2,0.033838703500000004,0.69091278
abx_mega__fidax_dmso__2,-0.34835883840000004,0.1209787809
abx_mega__novo_dmso__1,1.8029268802,0.24436362150000002
abx_mega__naoh-6__4,-0.8423853957,0.3958048876
abx_mega__amyc-d_dmso__8,2.5615208712,0.4450694999
abx_mega__chl_dmso__3,1.8622467753,0.0180077288
abx_mega__nal_naoh__7,-0.7385397735,-0.10709135950000001
abx_mega__teix_dmso__9,0.46428048730000004,-0.0258574773
abx_mega__ery_dmso__3,0.23484193290000002,-0.9685707514
abx_mega__tmp_dmso__3,-1.2117646303,-1.0683149444
abx_mega__sxt_dmso__3,0.5985706379,0.0049234322
abx_mega__polmyx_h2o__4,1.0866184022,0.5271808838
abx_mega__mem_dmso__3,-0.6839800102,-0.2609815269
abx_mega__nal_naoh__8,0.3889385589,-0.3499700548
abx_mega__pen_h2o__3,-0.9891530510000001,0.1348739294
abx_mega__van_dmso__5,0.5939204409000001,-1.3781449882
abx_mega__zeocin_h2o__4,4.3826857983,0.7121307905
abx_mega__h2o-6__2,-0.6417376886,-0.0209214787
abx_mega__tet_h2o__4,-0.7781805606000001,-0.4298153682
abx_mega__nor_naoh__4,-0.0379847914,0.0019714123
abx_mega__cip_naoh__4,0.4124472303,0.0908556313
abx_mega__tmp_dmso__4,-0.14593818490000002,0.1286311216
abx_mega__reta_dmso__2,0.867622328,0.8358744850000001
abx_mega__mem_dmso__4,0.8954518885,-0.03605734
abx_mega__dox_dmso__5,0.2871761055,0.3715814559
abx_mega__tmp_dmso__5,-0.6170603532000001,-0.4679752344
abx_mega__flavo_dmso__3,0.4699098182,0.0488569555
abx_mega__tmp_dmso__6,0.0170624184,-0.4814199696
abx_mega__ceru_ethanol__3,-2.5126220467,-0.0652937692
abx_mega__teix_dmso__10,-0.3075320493,-0.0938601298
abx_mega__novo_h2o__7,2.1037809068,0.2990976241
abx_mega__fidax_dmso__3,-0.5004075741,-0.0059828374000000005
abx_mega__h2o-1a__2,0.3483578419,0.1499133236
abx_mega__dcs_h2o__2,-0.6395591668,-0.1113860515
abx_mega__cst_h2o__4,-0.5138446827,0.2059781738
abx_mega__van_h2o__2,1.0440875704,0.0360118243
abx_mega__pen_h2o__4,-0.5809966838,-0.0707063779
abx_mega__h2o-8b__2,-1.0163278112,0.312740422
abx_mega__reta_dmso__3,1.5211134189000002,0.8373471597000001
abx_mega__dmso-7__2,0.5747248408,0.4227025823
abx_mega__rfp_h2o__2,1.6316249497,1.2106219085
abx_mega__rif_dmso__6,2.377093886,0.6229116183
abx_mega__sxt_dmso__4,0.2280964992,0.0177272022
abx_mega__cip_naoh__5,-1.2480579726,-0.5429377623
abx_mega__dmso-9__3,-0.3434935414,-0.4331725752
abx_mega__mem_dmso__5,1.2524611976,0.20581362990000002
abx_mega__tric_h2o__2,0.6581075569,0.6700716132
abx_mega__phos_h2o__6,-1.0494224056,0.1382479523
abx_mega__h2o-7__2,0.0985788612,-0.0287182788
abx_mega__h2o-10__3,0.5353914003,0.3261668907
abx_mega__h2o-8a__2,-0.7304083288000001,-0.20192934410000002
abx_mega__thio_dmso__3,0.7867865597,-0.32435159080000003
abx_mega__lzd_dmso__3,0.5987039456000001,-0.11174339100000001
abx_mega__monac_dmso__3,1.4802040542000001,-0.43474612220000003
abx_mega__polmyx_h2o__5,0.1700037354,0.18364796930000002
abx_mega__naoh-6__5,-0.23281238210000002,0.1793286121
abx_mega__teix_dmso__11,-1.102156987,-0.22012725260000002
abx_mega__van_h2o__3,0.7926752359,0.21195389890000002
abx_mega__teix_dmso__12,-0.0653024886,0.10255179040000001
abx_mega__dox_dmso__6,-0.182252517,0.5757282625
abx_mega__teix_dmso__13,1.0406349405,0.048685776900000005
abx_mega__h2o-7__3,-0.9813021556,-0.4322996049
abx_mega__str_h2o__4,-0.6981064291,-0.2348018403
abx_mega__tec_h2o__3,0.6615337847,0.5843611875
abx_mega__phos_h2o__7,-0.8960466259000001,-0.1454344006
abx_mega__chl_h2o__5,1.5652063657,0.608091825
abx_mega__polmyx_h2o__6,0.8728181144,1.2698021081
abx_mega__teix_dmso__14,-0.9136718824000001,-0.0943005336
abx_mega__rif_dmso__7,0.6401212089,0.7168534009
abx_mega__ramo_h2o__3,-0.0155023962,-0.4146069035
abx_mega__fidax_dmso__4,-1.0863712315,-0.0697405383
abx_mega__teix_dmso__15,-0.24117292170000001,0.0176439286
abx_mega__thio_dmso__4,0.1718640819,-0.5650745218000001
abx_mega__rif_dmso__8,3.1827520022,0.8557993075
abx_mega__reta_dmso__4,1.5290703676000001,0.47207024680000004
abx_mega__inh_h2o__4,-0.6834948881,0.4236536403
abx_mega__novo_dmso__2,0.9578166831,-0.0944704122
abx_mega__dcs_h2o__3,-1.4381840858000001,0.6155606109
abx_mega__h2o-8b__3,-1.4135620736,-0.1330605052
abx_mega__valin_dmso__3,1.4615077644,-0.2509244118
abx_mega__h2o-2__1,0.2046282468,1.0623952933
abx_mega__cro_h2o__4,-0.2752122625,-0.0913691433
abx_mega__dcs_h2o__4,0.0027511638,0.36648640860000004
abx_mega__str_h2o__5,0.5034714976,-0.0210993551
abx_mega__h2o-8a__3,-0.30929936680000003,-0.3690107835
abx_mega__dox_dmso__7,-0.3616488741,-0.1560681632
abx_mega__doxo_dmso__2,-0.8907412612000001,-0.9309845658
abx_mega__teix_dmso__16,1.0491074351,0.2614198747
abx_mega__rfp_h2o__3,2.0033259173,0.8294086620000001
abx_mega__ethanol-10__3,-0.41565902260000004,0.311538912
abx_mega__naoh-2__2,-0.024429728600000002,0.49253470450000003
abx_mega__van_h2o__4,-0.46878733800000005,-0.6125421227
abx_mega__sacet_h2o__2,2.3384512788,0.7714110421
abx_mega__monac_dmso__4,1.499851181,0.0228441711
abx_mega__h2o-2__2,0.7764628295,1.8222130671
abx_mega__zeocin_h2o__5,-0.4666754011,-0.1601865859
abx_mega__nor_naoh__5,-0.7794447114,-0.5338385323
abx_mega__naoh-9__2,-1.0861848559,-0.39286257680000003
abx_mega__dmso-7__3,0.12559115070000001,0.3998873376
abx_mega__van_h2o__5,-0.8632895201,-0.5265605931
abx_mega__flavo_dmso__4,0.10719652,-0.3020331233
abx_mega__novo_dmso__3,1.0047391559,0.2228580044
abx_mega__polmyx_h2o__7,-0.16832541780000002,-0.1576558679
abx_mega__teix_dmso__17,-0.7453048654000001,-0.2483473656
abx_mega__doxo_dmso__3,1.3462405868,-0.6019212302
abx_mega__mem_dmso__6,-0.6044298494,0.1713237765
abx_mega__h2o-1a__3,0.1571305768,0.1739861376
abx_mega__bacit_dmso__3,3.7561072267,0.9481555896
abx_mega__dox_dmso__8,1.2672479459,0.9896886801
abx_mega__teix_dmso__18,-0.6336715254,-0.2315280495
abx_mega__h2o-6__3,-0.24626552640000002,0.1193353055
abx_mega__pen_h2o__5,-1.304299402,-0.148401255
abx_mega__lzd_dmso__4,0.2890645996,-0.6529252131000001
abx_mega__daro__1,-0.1381559101,0.1526812686
abx_mega__solv__1,1.6266385263,0.3848668918
abx_mega__daro__2,0.6119338574000001,0.5270930588
abx_mega__daro__3,0.5812875647,0.4781590739
abx_mega__solv__2,0.8962279627,0.6334656927
abx_mega__solv__3,0.4136745572,0.1830226345
abx_mega__dmso-4__1,3.2585656279,0.9802218277
abx_mega__kirr_dmso__1,1.6072402609,-0.057970630100000003
abx_mega__kirr_dmso__2,1.6415346242000002,0.0776113197
abx_mega__kirr_dmso__3,1.7489595866,0.1898159245
abx_mega__dmso-4__2,4.6382553718,1.0120702392
abx_mega__dmso-4__3,3.1010732807,0.6184592196
ackA_pta__dnaA46_del_ackA__1,1.1417189116,0.8166485726
ackA_pta__dnaA46_del_ackA__2,1.0477648835,0.9716164969000001
ackA_pta__dnaA46_del_ackA__3,2.6463029883,1.2672090892
ackA_pta__dnaA46_del_pta__1,0.9892260352000001,1.2300869561
ackA_pta__dnaA46_del_pta__2,1.9835108263,0.3501151933
ackA_pta__dnaA46_del_pta__3,1.2283053219,0.5450008612
ackA_pta__dnaA46__1,0.3945339942,0.5994084206
ackA_pta__dnaA46__2,1.6165211201,0.5746518479
ackA_pta__dnaA46__3,0.4200873652,0.48512964620000004
ackA_pta__del_ackA__1,1.4760492299,0.1903720729
ackA_pta__del_ackA__2,0.9617544442,0.8267987173
ackA_pta__del_ackA__3,1.7034026329,0.6726783917
ackA_pta__del_pta__1,2.4964823548,0.0720118728
ackA_pta__del_pta__2,3.4264616773,0.40773386510000004
ackA_pta__del_pta__3,3.0174098151,0.7688924735
ackA_pta__wt__1,-0.052228626800000004,-0.2418188924
ackA_pta__wt__2,-0.2201484789,0.07314142380000001
ackA_pta__wt__3,0.2723771056,0.16867746860000002
anticancer__5fu__1,0.6316781179000001,0.2769930887
anticancer__5fu__2,0.7007586442,-0.2284125384
anticancer__cap__1,1.2970088871,1.0306061505
anticancer__cap__2,1.6366981527000002,1.1760601305
anticancer__cap__3,1.3859254019,1.3897237855
anticancer__wt__1,0.2605202839,-0.2069865747
anticancer__wt__2,-0.5235674567,-0.1484675774
anticancer__wt__3,0.2630471728,0.35545415210000003
anticancer__5fu__3,1.1528418321,0.5338161307
bio_pln__aero_pln__1,-0.0173910314,0.09489718400000001
bio_pln__aero_pln__2,0.0173910314,-0.09489718400000001
bio_pln__anaero_pln__1,0.6661867097,0.37261566760000003
bio_pln__anaero_pln__2,-1.6338102408,-0.5234288862
biocide__bzcl_12h__1,0.7364874517000001,0.4607727753
biocide__bzcl_12h__2,1.0162903419,1.0070055297
biocide__bzcl_12h__3,1.430832465,0.5287390271
biocide__etoh_12h__1,0.9318696213000001,1.1450992737
biocide__etoh_12h__2,0.6116169145,1.0044418927
biocide__etoh_12h__3,1.3863172054000001,1.0332002848
biocide__gluald_12h__1,0.624796455,0.5574171855
biocide__gluald_12h__2,0.6518330913,0.9623548256000001
biocide__gluald_12h__3,0.3155302996,0.9329144814
biocide__h2o2_12h__1,-2.5606100000000002e-05,0.8088632428
biocide__h2o2_12h__2,0.7427090297000001,0.6013289648
biocide__h2o2_12h__3,0.25494510800000003,0.8649891133000001
biocide__2ppoh_12h__1,1.2127561016,1.2806498414
biocide__2ppoh_12h__2,1.4915105239,1.1632404131
biocide__2ppoh_12h__3,0.7124251663000001,1.032191355
biocide__paa_12h__1,0.19436371060000002,0.5027457847
biocide__paa_12h__2,0.0073383379,0.6245486926
biocide__paa_12h__3,0.3022536053,0.5890688973
biocide__phe_12h__1,0.8939175711,0.3598942418
biocide__phe_12h__2,0.3993656987,0.42203374180000003
biocide__phe_12h__3,1.8491899959,0.9424758386000001
biocide__pvp-i_12h__1,2.274764429,0.7284509721
biocide__pvp-i_12h__2,0.6148732131,0.4048088615
biocide__pvp-i_12h__3,0.21985678960000002,0.15900481660000002
biocide__bleach_12h__1,1.3325008967,0.5785190892000001
biocide__bleach_12h__2,1.4285925099,0.8521702896000001
biocide__bleach_12h__3,1.0110008205,0.9493700673000001
biocide__chx_12h__1,1.7233939688,1.0581094638
biocide__chx_12h__2,0.9881559899000001,0.9904504931
biocide__chx_12h__3,0.9501161736,0.9744084383
biocide__bzcl_30m__1,1.4599978305,0.7763862145
biocide__bzcl_30m__2,1.6160746387,0.8780707432
biocide__bzcl_30m__3,0.29320960090000003,0.21095080730000002
biocide__phe_30m__1,1.5435423752,0.3382075171
biocide__phe_30m__2,-0.9467838889,-0.2176414465
biocide__phe_30m__3,0.8715650928,0.4472877276
biocide__pvp-i_30m__1,-0.2385023547,0.4779370003
biocide__pvp-i_30m__2,0.12348096880000001,0.6561635778
biocide__pvp-i_30m__3,1.0895241928,0.47842921650000003
biocide__ctrl_12h__1,0.35951906640000003,0.9443396959
biocide__ctrl_12h__2,0.3964415275,0.6011077054
biocide__ctrl_12h__3,0.4879206582,0.836125187
biocide__ctrl_30m__1,-0.5342006891000001,-0.1421429333
biocide__ctrl_30m__2,0.4627174336,0.0363474749
biocide__ctrl_30m__3,0.07148325550000001,0.1057954583
clpP__wt__1,0.5090806315,-0.1439327997
clpP__wt_DPTA__1,0.9554551618,-0.2620654182
clpP__wt__2,-0.1133536393,-0.0268464035
clpP__wt_DPTA__2,2.6235796347,0.7591941588000001
clpP__wt__3,-0.3957269922,0.1707792032
clpP__wt_DPTA__3,1.8999996087,1.0628946669000001
clpP__delclpP__1,0.3026614958,-0.1635340911
clpP__delclpP_DPTA__1,3.461199037,2.0890147202
clpP__delclpP__2,0.3761796506,-0.270982319
clpP__delclpP_DPTA__2,2.3421178659,1.7867004880000001
clpP__delclpP__3,0.8252990019,-0.1932836011
clpP__delclpP_DPTA__3,2.077175084,1.0135508259
colombos2__delydcR__1,-0.5592711134,0.0081314734
colombos2__delydcR__2,0.5685229230000001,0.9079820995000001
colombos2__delydcR__3,-0.40956009660000003,0.35340943480000003
colombos2__delyjiR__1,0.5937513384,-0.2522655404
colombos2__delyjiR__2,-0.8337024504,0.3614327464
colombos2__delyjiR__3,0.0565509204,0.1392054985
colombos2__wt__1,-0.2317402509,-0.3005551312
colombos2__wt__2,-0.057380597000000005,-0.4473985421
colombos2__wt__3,0.28912084800000004,0.7479536732000001
crp_k100__ar1_ar2__1,0.42721560340000003,0.7921256499
crp_k100__ar1_ar2__2,0.1075066331,0.9114751428000001
crp_k100__ar1_ar2__3,1.6307469099,1.0318454953
crp_k100__wt__1,0.8548049704,0.40295794300000004
crp_k100__wt__2,-0.5373157455,-0.1250937396
crp_k100__wt__3,-0.3174892248,-0.2778642034
crp_k100__K100Q__1,0.3260213082,-0.4370027609
crp_k100__K100Q__2,-0.5071529348,0.2637055918
crp_k100__K100R__1,0.33049515160000004,-0.6068775354
crp_k100__K100R__2,1.5262696658000001,0.2510401544
crp_k100__K100R__3,0.9695401227,0.6051244237
csrA__wt_t00__1,0.274908202,-0.0637696584
csrA__wt_t02_30__1,0.43791229800000003,-2.285090589
csrA__wt_t05__1,0.637831597,-3.0789837014
csrA__wt_t10__1,1.3468674495,-2.1349466057
csrA__wt_t15__1,2.2643654882,-1.5222588234
csrA__delcsrA_t00__1,1.7246309655,0.18012080560000002
csrA__delcsrA_t02_30__1,0.9774378025,-1.2056122327
csrA__delcsrA_t05__1,-0.5382519895,-2.5109722331
csrA__delcsrA_t10__1,0.9283370711000001,-2.3408523084
csrA__delcsrA_t15__1,3.1051026734,-1.7674851649
csrA__wt_t00__2,-0.274908202,0.0637696584
csrA__wt_t02_30__2,0.3626393444,-1.0051798139
csrA__wt_t05__2,0.1578169772,-2.5848820366
csrA__wt_t10__2,0.5996113539,-3.228722929
csrA__wt_t15__2,2.2395243421,-1.1263891762
csrA__delcsrA_t00__2,1.8071345336,0.3292062002
csrA__delcsrA_t02_30__2,1.5583866002,-1.8548679272
csrA__delcsrA_t05__2,0.1167042227,-2.7113773089
csrA__delcsrA_t10__2,0.7514953753,-2.3893256037
csrA__delcsrA_t15__2,2.0738771937,-1.0285316119
cstr_pfr__str_0005m__1,0.2464099613,0.06915502330000001
cstr_pfr__str_0010m__1,0.3634735569,0.0539441344
cstr_pfr__str_0025m__1,-0.1966218733,-0.0035449129
cstr_pfr__str_0045m__1,-0.20264703350000002,-0.0517677057
cstr_pfr__str_0075m__1,-0.3593365206,0.028573928000000002
cstr_pfr__str_0120m__1,-0.561329863,0.040635218
cstr_pfr__str_0210m__1,-0.4128446692,-0.0053378885000000004
cstr_pfr__str_0330m__1,0.5396320077,0.39982611170000004
cstr_pfr__str_1500m__1,0.4317046617,0.0891465323
cstr_pfr__str_1560m__1,-0.2222013471,0.2587538341
cstr_pfr__str_1680m__1,-0.5722238087,-0.07955260410000001
cstr_pfr__str_ref1__1,-0.0394995536,-0.0853143293
