,A,NtrC,RpoN
abx_mega__naoh-6__3,-0.5753472702,0.0381877943,0.3985351669
abx_mega__phos_ethanol__2,0.6544039493,0.5314502275,0.4755069677
abx_mega__metro_dmso__3,-0.5604340208,0.248324912,0.7593384199000001
abx_mega__van_dmso__4,0.6207886380000001,-2.5009942746,-0.9437514518000001
abx_mega__h2o-10__1,0.7742204041,-0.0108108417,-0.0088024738
abx_mega__h2o-10__2,1.8362280321000002,0.5010193781,0.11731256200000001
abx_mega__dmso-6__3,-2.4627361659,-0.0774997442,0.4245258925
abx_mega__mem_dmso__1,3.5506786932,1.0831287239,0.0221495772
abx_mega__ethanol-8__2,-0.1392175964,0.2436000458,0.1553514222
abx_mega__chl_h2o__4,-6.8231676832,-2.503028853,-0.9067002987
abx_mega__van_h2o__1,0.20815846200000002,-0.8480378709,-0.7663768052000001
abx_mega__dcs_h2o__1,2.2124627195,1.1620946653,0.34302064460000004
abx_mega__rif_dmso__5,-0.6445456004,0.472870536,0.5641164744
abx_mega__dox_dmso__3,1.2667501684,0.502871799,0.3852142324
abx_mega__mem_dmso__2,0.0688501549,0.16761237880000002,-0.0143963799
abx_mega__lvx_dmso__2,1.7228528868000001,1.1174661428000001,0.2120925827
abx_mega__tet_h2o__2,-8.3052762871,-2.3529732707,-0.0535992765
abx_mega__phos_h2o__5,2.5273202889,0.6604570749,1.1368348911
abx_mega__monac_dmso__1,1.1630829592,-0.9140758032,0.2581631515
abx_mega__str_h2o__3,1.7228661009000001,1.160680071,0.2098929226
abx_mega__zeocin_h2o__2,-0.4558359972,0.9155224142,0.716158543
abx_mega__amyc-d_dmso__7,-5.1650826359,-3.2135173143,-1.8195500993
abx_mega__fidax_dmso__1,1.6739236463,1.2529624648,0.3895025579
abx_mega__h2o-1a__1,-0.013461474900000001,-0.0651090626,-0.014744452600000001
abx_mega__dox_dmso__4,-0.6961379399000001,0.28595485670000004,0.2542183783
abx_mega__lzd_dmso__2,-7.3952192108,-2.7814709471,-0.8593610486000001
abx_mega__tet_h2o__3,-3.2620204161,-3.0439530532,-0.9487100239
abx_mega__dmso-1__2,0.9442134158000001,0.1592095076,0.3007382105
abx_mega__sxt_dmso__2,-0.11130369200000001,0.47564466190000004,-0.1313019466
abx_mega__tric_ethanol__2,-3.2139444714,-0.6009650972,0.6589152801
abx_mega__teix_dmso__8,2.3493090091,0.9223197388000001,-0.3706064465
abx_mega__ramo_h2o__2,1.2628191547,0.2019900393,0.0097559328
abx_mega__inh_h2o__3,1.2831378129,0.7891508463,0.4438443918
abx_mega__cst_h2o__3,1.3323830735,0.9938148375,0.093635272
abx_mega__dmso-9__1,0.9028621017,0.9961908775,0.5502023702000001
abx_mega__ethanol-8__3,0.4234804836,0.3554034499,0.23941242100000001
abx_mega__monac_dmso__2,1.0729748278,-1.9347766166,-0.7440725934
abx_mega__dmso-9__2,0.5934788454000001,0.943356705,0.4683853437
abx_mega__metro_dmso__4,-2.7609056057,-0.2883033282,0.5657900501
abx_mega__ctx_h2o__4,3.2572533999999997,1.0043947285,0.1570129421
abx_mega__zeocin_h2o__3,-2.6014436609000002,0.6699098908000001,0.7747464813
abx_mega__bacit_h2o__5,-2.9138948523,-0.4014546818,-0.2931713245
abx_mega__reta_dmso__1,-5.3214193707,-2.6474404621,-0.5449878411
abx_mega__ery_h2o__4,-6.3890759376,-2.3160654733,0.0784509131
abx_mega__ceru_ethanol__2,-4.102122111,-1.6219920444,0.7547704340000001
abx_mega__fidax_dmso__2,1.1580696073,1.0283268505,0.3536250526
abx_mega__novo_dmso__1,-2.4247519751,-2.4767130984,0.8746578005000001
abx_mega__naoh-6__4,-0.1128833472,0.2880382232,0.29936246310000003
abx_mega__amyc-d_dmso__8,-3.9296026232,-1.0951706122,-0.4710809825
abx_mega__chl_dmso__3,-6.9336810396,-2.6178635483,-0.326672564
abx_mega__nal_naoh__7,1.7442505497,0.7673078600000001,0.3962943741
abx_mega__teix_dmso__9,2.9317258347,1.2513026087,0.37532094790000003
abx_mega__ery_dmso__3,-8.5672796422,-2.9605830402,-0.6216938097
abx_mega__tmp_dmso__3,1.3627490164,0.6949600687,0.13931253130000001
abx_mega__sxt_dmso__3,2.7690137210000003,1.6785553497999999,0.558718774
abx_mega__polmyx_h2o__4,1.4665917815,0.9260596802000001,0.9320456988
abx_mega__mem_dmso__3,0.8219084683000001,0.6772167910000001,0.3979415361
abx_mega__nal_naoh__8,3.1042215105,0.6521527766,0.9156218947
abx_mega__pen_h2o__3,1.4559443002,0.4547579678,0.0770701456
abx_mega__van_dmso__5,1.8257753687,-2.3972696692,-0.9236914394
abx_mega__zeocin_h2o__4,0.2981104681,0.9653349661,0.8473467504000001
abx_mega__h2o-6__2,-0.1574903993,-0.056926939100000004,0.3170738315
abx_mega__tet_h2o__4,-2.9252038246,-2.2800449401,-1.1251574594
abx_mega__nor_naoh__4,1.1854128046,0.9241257433000001,0.39791129080000004
abx_mega__cip_naoh__4,-0.4412598514,0.6072635184,0.3648318555
abx_mega__tmp_dmso__4,0.650620748,0.4523273841,0.5319673363
abx_mega__reta_dmso__2,-4.2022429473,-2.0350001293,-0.775060662
abx_mega__mem_dmso__4,3.7535339846999998,1.2274810933,0.3689014584
abx_mega__dox_dmso__5,-4.0174187582,-2.0929367115,0.0294679464
abx_mega__tmp_dmso__5,2.803206889,1.2801613490000001,0.4541069357
abx_mega__flavo_dmso__3,4.3851323612,1.5107417383000001,0.4279902372
abx_mega__tmp_dmso__6,2.1528690599,0.6617190340000001,0.3348146301
abx_mega__ceru_ethanol__3,-2.3554101996,-1.0832415185,0.8618926901
abx_mega__teix_dmso__10,1.4551839584000001,0.3706546835,0.0201267037
abx_mega__novo_h2o__7,-0.7180191897,-2.3043944032,-0.16178331940000001
abx_mega__fidax_dmso__3,1.2344736476,1.1423035575,0.37991272070000004
abx_mega__h2o-1a__2,-0.3078880686,-0.103052347,-0.037277264500000004
abx_mega__dcs_h2o__2,2.3426082774,0.7289220240000001,0.3548311478
abx_mega__cst_h2o__4,0.5610200751000001,0.6116949292,0.1030718915
abx_mega__van_h2o__2,1.0193160639,0.4839489173,-0.0312494943
abx_mega__pen_h2o__4,3.8846548328,1.2417632063,0.4373284991
abx_mega__h2o-8b__2,0.3908105201,0.6275051285000001,0.48419750240000003
abx_mega__reta_dmso__3,-2.3264624173,-1.9812978282,-0.7107889245
abx_mega__dmso-7__2,2.587090502,1.2842019433,0.8456941073
abx_mega__rfp_h2o__2,-1.5057143962000001,-0.3194289869,0.344381459
abx_mega__rif_dmso__6,-2.6775962815,0.30530008340000003,0.5506100709
abx_mega__sxt_dmso__4,3.0274809351,1.896173609,0.5508957859
abx_mega__cip_naoh__5,1.0746159376,0.8404006509,0.0168630616
abx_mega__dmso-9__3,1.9404046274,1.0384592663,0.39087303290000003
abx_mega__mem_dmso__5,3.5174647821000002,1.0970142346,0.0445700484
abx_mega__tric_h2o__2,-1.2899487166,-0.3539751082,0.7730122446000001
abx_mega__phos_h2o__6,-0.6783877039,-0.0899711735,0.2524576478
abx_mega__h2o-7__2,3.0811572517,0.9999063232000001,0.4396618196
abx_mega__h2o-10__3,2.0594747176,0.5997875479,0.0991312743
abx_mega__h2o-8a__2,-0.7365493028,-0.9243199659,0.2002313933
abx_mega__thio_dmso__3,-3.0463793684,-1.505577599,-0.30735370970000003
abx_mega__lzd_dmso__3,-3.6280772026,-2.1694297046,-0.5015458618
abx_mega__monac_dmso__3,0.22283988870000002,-2.4107037053,-0.9672754863
abx_mega__polmyx_h2o__5,1.8646125467,1.0313762696,0.5316735566
abx_mega__naoh-6__5,-0.3982856925,0.1493018328,0.4761598155
abx_mega__teix_dmso__11,0.67627626,0.0889413183,0.0169839429
abx_mega__van_h2o__3,0.6029830173,0.2277845625,-0.2305984282
abx_mega__teix_dmso__12,2.6850094811,1.4163687746,0.3116507979
abx_mega__dox_dmso__6,1.3073490947,-0.2610163473,1.5216893711
abx_mega__teix_dmso__13,2.0379305141,1.0416514674,0.2245963553
abx_mega__h2o-7__3,2.7463121007,0.8253038305,0.1371741921
abx_mega__str_h2o__4,1.6834326354,-1.4437390797,1.1305458372000001
abx_mega__tec_h2o__3,1.234571446,0.5456088671,1.0538105626
abx_mega__phos_h2o__7,-0.5437454601,-0.0599126109,0.1186262654
abx_mega__chl_h2o__5,-7.6105674879,-2.2201050110000002,-1.0961085104
abx_mega__polmyx_h2o__6,2.2229644044,0.9205541348,1.1499602633000001
abx_mega__teix_dmso__14,0.6777293805,-0.0341640243,0.10986960450000001
abx_mega__rif_dmso__7,-1.9206030173,0.1775352279,0.5247555823
abx_mega__ramo_h2o__3,1.0048598624,-0.037165568,0.28553015200000004
abx_mega__fidax_dmso__4,1.0228376053,1.2500776021,0.1534864812
abx_mega__teix_dmso__15,2.1730114977,1.1967587526,0.4048724238
abx_mega__thio_dmso__4,-3.5487654534,-1.823117968,-0.6222267499
abx_mega__rif_dmso__8,-2.2272338356,0.6430054077,0.4140184986
abx_mega__reta_dmso__4,-3.6715067681,-1.7962936011,-0.7268102176
abx_mega__inh_h2o__4,-2.0384072397,-0.6016360489,0.6849445812
abx_mega__novo_dmso__2,-2.0811659609,-2.3737476416,0.7372848823
abx_mega__dcs_h2o__3,2.0590178065,0.8806775788000001,0.4539067214
abx_mega__h2o-8b__3,2.6457546399,0.8945535478000001,0.32490079320000004
abx_mega__valin_dmso__3,0.5750813,-0.0475360809,-0.12180968210000001
abx_mega__h2o-2__1,1.7394356211000002,0.1668951962,1.5449819276999999
abx_mega__cro_h2o__4,1.580755687,0.5543902523,0.22832263900000002
abx_mega__dcs_h2o__4,2.8011811059,1.2977156159,0.5151084096
abx_mega__str_h2o__5,1.9824327883000001,1.3189338128,0.3231262352
abx_mega__h2o-8a__3,-0.39148903420000003,-0.6835620554,0.22258493570000001
abx_mega__dox_dmso__7,-0.2089379483,0.1539162652,0.27905037790000004
abx_mega__doxo_dmso__2,4.5470098982,1.5763088019,0.078736579
abx_mega__teix_dmso__16,1.2766692745000001,0.7736131119,0.141757141
abx_mega__rfp_h2o__3,-1.8752864213,-0.6124102189,-0.0217036996
abx_mega__ethanol-10__3,0.9975388027000001,1.0172756607,0.35144685610000004
abx_mega__naoh-2__2,1.5691401429,0.26326162200000003,1.3397554379
abx_mega__van_h2o__4,-0.106023665,-1.0673218265,-0.6558120901000001
abx_mega__sacet_h2o__2,-3.6036319090999998,-1.4516955088,1.8194889627
abx_mega__monac_dmso__4,0.3190176695,-1.3934465484,-0.1014722777
abx_mega__h2o-2__2,1.0576172176,0.2706301662,1.4152471684
abx_mega__zeocin_h2o__5,2.1196585889,0.8968533723000001,0.1218754201
abx_mega__nor_naoh__5,2.5035650309,0.9266485101,0.34099238190000003
abx_mega__naoh-9__2,1.0307052737,0.649560417,0.5996398814
abx_mega__dmso-7__3,1.529488114,0.6696037271,0.8699823852
abx_mega__van_h2o__5,-0.0872238095,-0.8894427811000001,-0.7245664336000001
abx_mega__flavo_dmso__4,3.8998996283,1.470171538,0.3460788568
abx_mega__novo_dmso__3,-0.9275616938000001,-2.2731978963,0.684112421
abx_mega__polmyx_h2o__7,0.8484109254000001,0.33608548660000004,0.1741701713
abx_mega__teix_dmso__17,1.1654881588000001,0.8512282989000001,0.22184745760000002
abx_mega__doxo_dmso__3,4.7255983587,1.5803473885,0.3126274732
abx_mega__mem_dmso__6,1.9420876378,1.1216420823,0.3505350951
abx_mega__h2o-1a__3,0.3213495436,0.1681614096,0.0520217171
abx_mega__bacit_dmso__3,-2.633285515,-0.020234499,-0.1795968479
abx_mega__dox_dmso__8,3.1807200211,0.5808867652,1.300507726
abx_mega__teix_dmso__18,1.5788879867999999,0.937099521,0.19175662170000002
abx_mega__h2o-6__3,-0.379578517,0.4273861608,0.262236693
abx_mega__pen_h2o__5,1.9632536384,-0.1297947595,-0.5225968489
abx_mega__lzd_dmso__4,-1.8197086481,-1.70181367,-0.3332799081
abx_mega__daro__1,1.3635796399,-0.2190979553,-0.1066234063
abx_mega__solv__1,1.3830749277,-0.0408626251,-0.009596166500000001
abx_mega__daro__2,1.3829099891,-0.5880255222,-0.0790526196
abx_mega__daro__3,0.9581181771,-0.7766363126,0.38187602470000004
abx_mega__solv__2,2.3632267071,0.1333256296,-0.34110027670000004
abx_mega__solv__3,0.9580504823,-0.8037733059000001,0.35312897400000004
abx_mega__dmso-4__1,-3.1732166006,0.0547123745,0.5797424133
abx_mega__kirr_dmso__1,-7.3493305169,-2.9993360544,-1.33942713
abx_mega__kirr_dmso__2,-6.7263320072,-2.7460272162,-1.4284988515
abx_mega__kirr_dmso__3,-7.2843389569,-2.0883735666,-1.1109287256
abx_mega__dmso-4__2,-2.8032589777,0.5894204867,0.3686310324
abx_mega__dmso-4__3,-1.949950135,0.0333077525,0.5269048507
ackA_pta__dnaA46_del_ackA__1,1.7218200193,0.9313674979000001,0.4437075254
ackA_pta__dnaA46_del_ackA__2,1.6454515462,1.1113884594,0.5704149586
ackA_pta__dnaA46_del_ackA__3,2.4801312242,1.1154834947,0.5369991293
ackA_pta__dnaA46_del_pta__1,2.4497635164,1.599783004,1.1478756833000001
ackA_pta__dnaA46_del_pta__2,2.4006002181,1.0469231939,0.0448667602
ackA_pta__dnaA46_del_pta__3,1.0666814277,0.8871922107,0.5671756971
ackA_pta__dnaA46__1,0.34871937280000004,0.3707157334,0.1614554932
ackA_pta__dnaA46__2,0.8132605995000001,0.3964762443,-0.013684229400000001
ackA_pta__dnaA46__3,0.2299818472,0.2147964779,0.1615911191
ackA_pta__del_ackA__1,0.42576299970000003,0.6472036566,0.5863427365
ackA_pta__del_ackA__2,1.457015146,1.3680670795,1.3011363901
ackA_pta__del_ackA__3,0.9701902928,0.5454736191,0.44244931
ackA_pta__del_pta__1,1.5442084557,0.6258276415,-0.23870822200000003
ackA_pta__del_pta__2,2.404172233,1.0501833252,0.034623570400000005
ackA_pta__del_pta__3,0.9924863548,0.5660347565,0.3199969646
ackA_pta__wt__1,-0.0012709101000000001,0.06809633080000001,0.1637336314
ackA_pta__wt__2,0.0001431655,-0.0864908063,-0.0974010988
ackA_pta__wt__3,0.0011277446,0.0183944755,-0.06633253260000001
anticancer__5fu__1,-1.430450144,-0.4704158091,-0.5603580095
anticancer__5fu__2,-1.1902488047,-0.5010657649,-0.5673063791
anticancer__cap__1,-0.2181643579,0.5219383318,0.1286979483
anticancer__cap__2,0.2641172457,0.5072505933,0.12319856700000001
anticancer__cap__3,-0.0444445895,0.33318612680000004,0.1668869606
anticancer__wt__1,0.2600152662,-0.3106698164,-0.15259010380000002
anticancer__wt__2,0.2746214701,-0.2315618691,0.0602725224
anticancer__wt__3,-0.5346367363,0.5422316856,0.0923175814
anticancer__5fu__3,-1.7860128652,-0.2801411473,-0.6096590518
bio_pln__aero_pln__1,0.1018946029,0.0145093019,0.040384679
bio_pln__aero_pln__2,-0.1018946029,-0.0145093019,-0.040384679
bio_pln__anaero_pln__1,1.0116279108,0.5224912487,-0.1000048731
bio_pln__anaero_pln__2,2.2782708182,0.6453719047,-0.0182377687
biocide__bzcl_12h__1,-0.8687854343,-0.46042589310000004,-0.28891315030000003
biocide__bzcl_12h__2,-2.5399488995,-2.0429859854,0.039433998000000005
biocide__bzcl_12h__3,-0.9148464779000001,-0.7620184659,-0.26352981940000003
biocide__etoh_12h__1,-1.1764191651,-1.1191599898,0.2680230091
biocide__etoh_12h__2,-1.4102885727,-1.3638929893,0.2771931545
biocide__etoh_12h__3,-1.5606435817,-1.2497206684,0.2675030988
biocide__gluald_12h__1,-1.5820898458000001,-1.6489224312,0.38510948500000003
biocide__gluald_12h__2,-2.2241874908,-1.7151616874000002,0.4022591183
biocide__gluald_12h__3,-2.0065017064,-1.683248918,0.31910439420000003
biocide__h2o2_12h__1,-1.0293890055,-1.2056439925,0.2898968666
biocide__h2o2_12h__2,-0.5593275492,-1.2971739847000001,0.1480809059
biocide__h2o2_12h__3,-2.3161584716,-1.3305903225,0.043063725000000004
biocide__2ppoh_12h__1,-1.8138767401,-1.7647963386,0.2214949126
biocide__2ppoh_12h__2,-1.7002812128,-1.7048556544,0.2375757161
