,A,MarA,Rob,SoxS
abx_mega__mem_dmso__6,-0.3854314533,0.3174732874,-0.0983244493,2.1796641691
abx_mega__h2o-1a__3,0.4157090942,0.1273323527,-0.10726312730000001,0.3388654124
abx_mega__bacit_dmso__3,-2.0688818988,1.3082963426,-0.6978840678,2.6044733082000002
abx_mega__dox_dmso__8,2.137567608,-0.5131585080000001,1.2989015814,0.8748494485
abx_mega__teix_dmso__18,-0.715592697,0.0059627175,-0.2720895007,0.9914830709
abx_mega__h2o-6__3,1.0852303596,0.2146546679,-0.024036357300000002,0.7214335541
abx_mega__pen_h2o__5,-0.5065410129,-0.015120441600000001,-0.4097315989,0.3639243511
abx_mega__lzd_dmso__4,3.4203686155,0.7459634212,-0.5013546251000001,0.20795290290000001
abx_mega__daro__1,2.0689280264,0.3045718937,-0.7687468877,-0.8074320408000001
abx_mega__solv__1,3.8824196663,1.0015913217,-1.0616214811,-1.0770563455
abx_mega__daro__2,1.4789376381000001,0.1831072582,-0.6577892522000001,-0.7672149771
abx_mega__daro__3,2.6876609497,0.6405814366,-0.5740942278,-0.6398054502
abx_mega__solv__2,3.8610008421,1.0706999978,-1.0361671219,-1.0886809266
abx_mega__solv__3,2.7313755243,0.6502544159,-0.7509590596,-0.7923156027
abx_mega__dmso-4__1,-3.0987752578,0.0315724828,-0.2802834775,0.8937691545
abx_mega__kirr_dmso__1,0.8354023097000001,3.0340294009,-0.5467679553,-0.5154575963
abx_mega__kirr_dmso__2,1.4436188894,3.1327510623,-0.496050223,-0.9425022959
abx_mega__kirr_dmso__3,0.1741360331,3.2858297662,-0.3733254975,-0.5748185063
abx_mega__dmso-4__2,-3.5570266408,-0.5174414946,-0.3983221349,1.2720908421
abx_mega__dmso-4__3,-2.9727826819,-0.1023574252,-0.38248051590000004,0.5307494926
ackA_pta__dnaA46_del_ackA__1,-1.2591173979999999,0.5422618922,0.8432252062000001,0.6870448113000001
ackA_pta__dnaA46_del_ackA__2,-1.7499630064,0.4164048615,1.1504014709,1.0264022155
ackA_pta__dnaA46_del_ackA__3,-0.6195909843,-0.1692218291,0.7521477451,0.4879142703
ackA_pta__dnaA46_del_pta__1,-2.7136879469,0.33498295640000003,1.4086487199,1.6165381507
ackA_pta__dnaA46_del_pta__2,-1.8053961196000001,0.28584506390000003,0.3998798508,-0.0739130331
ackA_pta__dnaA46_del_pta__3,-0.27152969120000003,0.6731613465,0.7056635178,1.0167146533
ackA_pta__dnaA46__1,0.5337245194,0.1048980311,0.103261615,0.2533704194
ackA_pta__dnaA46__2,-0.2764963758,-1.191909397,0.1763386756,-0.5135766389
ackA_pta__dnaA46__3,0.4556394553,0.1555161875,-0.0215192336,0.52554132
ackA_pta__del_ackA__1,-0.7349536014,0.0127728602,0.6306022101000001,0.110140157
ackA_pta__del_ackA__2,-2.0967530502,-0.07124371210000001,1.3646683404,1.7364579917
ackA_pta__del_ackA__3,-0.7665933629,0.10293969580000001,0.6687532491,1.1922248657
ackA_pta__del_pta__1,-0.6505833321000001,0.2286813939,0.0647935488,0.9847032273
ackA_pta__del_pta__2,-2.319213963,-0.0895754911,0.4117203695,0.7426169290000001
ackA_pta__del_pta__3,-0.5730718234000001,0.3246434466,0.3904197296,1.119807072
ackA_pta__wt__1,0.7906548867000001,0.035039062,0.0397688047,-0.8790008433000001
ackA_pta__wt__2,-0.6023187877,-0.1407319646,0.0093058216,0.0915986104
ackA_pta__wt__3,-0.188336099,0.1056929025,-0.0490746264,0.7874022329
anticancer__5fu__1,4.5388857373,1.5837247357000002,-0.515047143,0.9366884912000001
anticancer__5fu__2,4.5062194017,1.2297185633,-0.24156239610000002,0.3483890727
anticancer__cap__1,6.7169412147,2.5251460082,-0.2677487873,3.1472388853
anticancer__cap__2,6.7521397022,2.2536423109,-0.29089581800000003,2.8321677847
anticancer__cap__3,6.8839163027,2.2811463111,-0.21083552390000002,2.7450550479
anticancer__wt__1,0.030173251800000002,0.2522178483,-0.3001899825,0.3400891281
anticancer__wt__2,-0.4919916473,0.10866578460000001,0.2664943212,-0.25372428480000003
anticancer__wt__3,0.46181839550000003,-0.36088363300000004,0.0336956613,-0.08636484330000001
anticancer__5fu__3,4.5781072341,1.1608297357,-0.5272567826,0.6947912868
bio_pln__aero_pln__1,0.052168403200000005,0.21120179400000003,0.1224394568,0.3373130583
bio_pln__aero_pln__2,-0.052168403200000005,-0.21120179400000003,-0.1224394568,-0.3373130583
bio_pln__anaero_pln__1,-0.3599991389,0.6042775489000001,0.1665488397,2.9343459687999998
bio_pln__anaero_pln__2,0.712292624,1.0581875857,0.169180933,2.4576169775
biocide__bzcl_12h__1,1.8076250934,0.7833030291,-0.4673967348,-0.3385773235
biocide__bzcl_12h__2,1.4772802916,0.18545639490000002,0.0624603778,0.429843903
biocide__bzcl_12h__3,1.5453677092,0.7628470544,-0.3707570297,-0.1865057943
biocide__etoh_12h__1,1.1428392656,0.9322693711000001,-0.20112589990000002,0.29735608
biocide__etoh_12h__2,1.2413334341,1.3215093420000001,-0.2110141431,0.7567784809
biocide__etoh_12h__3,1.6476843627000002,1.0885261236,-0.1939006027,0.8853560237
biocide__gluald_12h__1,0.7229545817,0.5314063268,0.18558390160000002,0.4473104538
biocide__gluald_12h__2,1.0235475156,0.8384307199000001,0.0883838301,0.2107324931
biocide__gluald_12h__3,0.5423326756,0.6062031899,0.1600591932,0.7946134522
biocide__h2o2_12h__1,1.1130075012,0.4684920649,-0.015602514900000001,1.0793874594
biocide__h2o2_12h__2,0.7142664277,0.6585613479,-0.1467241488,0.7496094121
biocide__h2o2_12h__3,0.4284344089,0.9399394726,-0.2540072863,0.8681157217000001
biocide__2ppoh_12h__1,2.9044903029,1.0728880871,-0.2033284102,1.48058764
biocide__2ppoh_12h__2,2.5084632604,1.5263995182999999,-0.31501645580000004,1.2950132844
biocide__2ppoh_12h__3,2.3264047722,1.5454584647,-0.3863830237,1.8259235612
biocide__paa_12h__1,1.0537960894,0.4215941313,-0.0207297203,0.6522531235
biocide__paa_12h__2,0.7468506762,0.5077130085,-0.0800209134,0.6486102964
biocide__paa_12h__3,1.1968529566,0.28405340030000004,-0.010014743900000001,0.6189549265000001
biocide__phe_12h__1,3.8428775246,1.3243000846,-0.17286378330000002,0.18667493300000002
biocide__phe_12h__2,2.9874972768,1.3294065943,-0.34185843400000004,-0.287013699
biocide__phe_12h__3,3.0429859966,1.3655484774,-0.27429602210000004,0.0724859717
biocide__pvp-i_12h__1,0.7481435881,0.6777082606,-0.218264651,0.8787677787
biocide__pvp-i_12h__2,1.0061481742,0.1672942224,-0.1489660395,0.1813571923
biocide__pvp-i_12h__3,1.0417684427,0.1157180798,-0.148412803,0.48723925370000004
biocide__bleach_12h__1,1.306047521,0.26850754990000003,-0.33975916710000004,0.2068846311
biocide__bleach_12h__2,0.5312572592,0.3129637537,-0.19130418300000002,0.5300825012
biocide__bleach_12h__3,0.7027291873,0.36234701820000004,-0.32540644620000003,0.6347558021
biocide__chx_12h__1,1.031556202,0.9128919472,0.2592010922,0.2396160705
biocide__chx_12h__2,0.9156498938000001,0.7470717995,-0.2372633479,0.517545546
biocide__chx_12h__3,0.2274883755,0.5406682313,-0.0842465928,0.38807649510000003
biocide__bzcl_30m__1,1.9255952435,0.0789607159,0.0612206012,-0.22249456380000002
biocide__bzcl_30m__2,2.3773248264999998,-0.6046437337,0.048505683,0.0369437886
biocide__bzcl_30m__3,2.3318727657,0.3815623933,-0.1117055384,0.6105212501
biocide__phe_30m__1,4.8576347796,1.6223700347999999,-0.4814919936,-0.5462179435
biocide__phe_30m__2,4.5276090327,1.6623332145,0.0186032485,-1.3753051813
biocide__phe_30m__3,5.0332889968,1.4809281935,-0.4019620653,-1.3572749372000001
biocide__pvp-i_30m__1,1.1993571191,1.5269506199,-0.2772052966,0.4940553789
biocide__pvp-i_30m__2,0.7038019912,0.5518927664000001,-0.0359420442,0.2718307057
biocide__pvp-i_30m__3,1.3381405972,0.3846044558,-0.011265842100000001,0.21509571
biocide__ctrl_12h__1,0.7220646728,-0.0219569522,0.0061245691,0.5428197739
biocide__ctrl_12h__2,0.274622107,0.3675350254,0.2291374053,0.8608561474
biocide__ctrl_12h__3,1.0038659717,0.4346262806,-0.164681017,0.37205780720000003
biocide__ctrl_30m__1,0.2519617957,-0.0841160308,0.0746747143,-0.18122636120000002
biocide__ctrl_30m__2,0.230293079,0.2718366587,-0.0914558187,-0.41112948990000003
biocide__ctrl_30m__3,-0.4822548747,-0.18772062790000002,0.0167811044,0.592355851
clpP__wt__1,-0.128131666,-0.059426259700000005,-0.1016232703,-0.1010186819
clpP__wt_DPTA__1,0.4441806072,0.3385730426,1.3310463647000002,4.0084649271
clpP__wt__2,0.4945604391,0.14495855600000002,-0.2966776828,-0.34883668830000003
clpP__wt_DPTA__2,1.1358396277,0.23283809630000002,1.2658567829,3.609895178
clpP__wt__3,-0.3664287731,-0.0855322963,0.39830095320000003,0.4498553702
clpP__wt_DPTA__3,1.780663603,0.5270448011000001,1.4253273628,3.6907785605
clpP__delclpP__1,0.17730941990000001,-0.5983925237000001,-0.3067581803,0.8259605181
clpP__delclpP_DPTA__1,0.38294762530000004,-1.2032695729,1.8478621691,3.3435023838999998
clpP__delclpP__2,-0.2738450636,0.0058901076000000005,0.0699008538,0.1435354936
clpP__delclpP_DPTA__2,-0.674572505,-1.0501781286,1.7439111442000002,3.5553564277
clpP__delclpP__3,0.030592338000000004,-0.530909398,0.0350132945,1.018770178
clpP__delclpP_DPTA__3,1.3152809353000001,-0.456088869,1.6471162165000002,3.6988463424
colombos2__delydcR__1,0.0017384140000000002,-0.7115806138,0.2510915246,-0.6813426425
colombos2__delydcR__2,0.06651841110000001,-0.3025761419,0.24397446820000002,-0.1044166671
colombos2__delydcR__3,0.6896384921000001,-0.1648686715,0.2249022514,-0.6003869397
colombos2__delyjiR__1,-0.054094242800000004,-0.22495470880000001,-0.1404287318,-0.2837538029
colombos2__delyjiR__2,-0.3798334188,0.08662239590000001,-0.34474463050000004,-0.2175225282
colombos2__delyjiR__3,-0.012062773700000001,-0.0622146425,-0.196301789,-0.1385728399
colombos2__wt__1,-0.6662900310000001,0.4902556743,-0.0583406982,0.2548254547
colombos2__wt__2,0.2569744893,-0.1487948929,-0.0766496048,0.08008956610000001
colombos2__wt__3,0.4093155417,-0.3414607814,0.1349903029,-0.3349150208
crp_k100__ar1_ar2__1,0.3540435252,0.6364109848,0.6248891691,-1.5622847211000002
crp_k100__ar1_ar2__2,-1.191695701,0.0714455367,0.7208506214,-2.5728184853
crp_k100__ar1_ar2__3,-2.2228509565,0.0840457513,0.5706515299,-0.8780905081
crp_k100__wt__1,0.28648970560000003,0.3019846826,0.1431741226,-0.5837942824
crp_k100__wt__2,0.0658616772,-0.3588669815,-0.0488283735,0.27981908580000003
crp_k100__wt__3,-0.3523513828,0.0568822989,-0.0943457491,0.3039751966
crp_k100__K100Q__1,1.7226509334,0.1521833377,0.6201747675,-2.5320776003
crp_k100__K100Q__2,0.5278634905,0.0975452825,0.1383503828,-0.44835401760000004
crp_k100__K100R__1,-1.2825861849,-0.0551266438,0.06298177590000001,0.022727722500000002
crp_k100__K100R__2,-0.8125198452,0.6083707438,-0.0042143216,0.0831339089
crp_k100__K100R__3,-0.5666531223,0.5263738356000001,0.1512331359,0.3365337598
csrA__wt_t00__1,-0.1607501581,0.0261660002,-0.0409276285,-0.1785547478
csrA__wt_t02_30__1,2.3834394001,0.0688969604,-2.3140308035,-0.565899966
csrA__wt_t05__1,0.9850349483,-0.6710731239000001,-3.4313194189000003,-1.2022741378
csrA__wt_t10__1,-2.2209203978,-2.0986271533,-3.8381760278,-2.3990416416
csrA__wt_t15__1,-2.7924505923,-2.0077266492,-3.4940674786,-2.1801462267
csrA__delcsrA_t00__1,0.4721069436,0.22098477260000002,0.853591705,0.2057866408
csrA__delcsrA_t02_30__1,2.2463463536,-0.1369440354,-0.5839818801000001,-0.9174246643
csrA__delcsrA_t05__1,0.4359691149,-1.9865629676,-0.9679925164000001,-2.0288612552
csrA__delcsrA_t10__1,-2.0462225778,-2.9104824183,-0.7223901758,-1.7059972977
csrA__delcsrA_t15__1,-1.9431584554999999,-2.2380886961,-1.524964868,-0.7534841809
csrA__wt_t00__2,0.1607501581,-0.0261660002,0.0409276285,0.1785547478
csrA__wt_t02_30__2,0.9117148874000001,-0.4325397137,-2.2884715427,-0.2723882096
csrA__wt_t05__2,0.1696493754,-0.8310611274,-3.5039481243,-0.9691092278000001
csrA__wt_t10__2,-1.9650220932,-1.8437108012,-3.4542480555,-1.8250541459
csrA__wt_t15__2,-2.7759142294,-2.0601039641,-2.9605466459,-0.9740820538
csrA__delcsrA_t00__2,0.38678512260000003,0.10502323050000001,0.7772701336000001,0.1212617378
csrA__delcsrA_t02_30__2,2.3013332741,-0.6833032266,-1.1320257978,-1.1768477578
csrA__delcsrA_t05__2,1.328408786,-1.9104979657,-0.8217634806,-2.0229526868
csrA__delcsrA_t10__2,-1.8887149817000002,-2.6107890842,-0.9495899809,-1.6932815963
csrA__delcsrA_t15__2,-1.5632835777,-2.1717375913,-0.910488963,-1.0518889756
cstr_pfr__str_0005m__1,-0.34533530490000003,-0.049451793,0.230482655,0.2649516598
cstr_pfr__str_0010m__1,-0.4189799866,-0.1508032702,-0.0073097349,0.1147603532
cstr_pfr__str_0025m__1,-0.2484289291,0.2134004766,0.0918069418,0.1299931984
cstr_pfr__str_0045m__1,-0.1723136174,0.2295699175,0.0384910198,-0.13414630500000002
cstr_pfr__str_0075m__1,-0.45657050180000003,0.0653033684,-0.019605955300000002,-0.1350785119
cstr_pfr__str_0120m__1,-0.2971395706,0.07316760430000001,0.0720261354,0.0534762362
cstr_pfr__str_0210m__1,-0.2419912163,0.1737927833,0.048205999400000005,-0.08307484820000001
cstr_pfr__str_0330m__1,-0.7371712892000001,-0.1020314982,0.1174895781,-0.0529530318
cstr_pfr__str_1500m__1,-0.8781984129,0.123462181,0.1468403307,0.2108328992
cstr_pfr__str_1560m__1,-0.4243861293,0.0693020802,0.1920072917,0.0695812868
cstr_pfr__str_1680m__1,-0.2682179148,-0.1040267348,0.0873757532,0.1345058714
cstr_pfr__str_ref1__1,-0.08019342730000001,-0.056959594700000005,0.0022055097000000003,-0.064829967
cstr_pfr__str_ref2__1,-0.2214879019,-0.009897509700000001,-0.026048392700000002,-0.0281744984
cstr_pfr__str_ref3__1,0.0134921998,0.040124666600000004,0.0780702013,-0.09030153390000001
cstr_pfr__pfr_P5_0005m__1,0.1718091431,0.1339113589,0.3444602397,0.050630347400000004
cstr_pfr__pfr_P5_0010m__1,-0.1201493735,-0.0712297159,0.1876445593,-0.2083191931
cstr_pfr__pfr_P5_0025m__1,-0.0348515285,0.41477332520000004,0.30197153930000004,-0.029896481500000002
cstr_pfr__pfr_P3_0025m__1,0.0306465587,0.0974047017,-0.021596403900000002,0.0827254218
cstr_pfr__pfr_P1_0025m__1,-0.2075454163,0.1473444558,-0.0419097256,-0.022669457900000002
cstr_pfr__pfr_P5_0045m__1,-0.136995373,0.1345426275,0.1849011224,-0.0682208592
cstr_pfr__pfr_P5_0120m__1,-0.4422562235,0.1157545439,0.1866087893,-0.2885544064
cstr_pfr__pfr_P3_0120m__1,-0.0042328247,0.21663791470000002,-0.15635697140000002,-0.1707722994
cstr_pfr__pfr_P1_0120m__1,0.1598381169,-0.2941675201,-0.019315357800000002,-0.6356387008000001
cstr_pfr__pfr_P5_0210m__1,-0.6920927401,0.1620882219,0.27353990310000004,0.158168777
cstr_pfr__pfr_P5_1500m__1,0.3358001217,0.41438505410000004,0.1877123317,0.2005982843
cstr_pfr__pfr_P3_1680m__1,0.21912038720000002,0.262043935,0.0785102446,0.0958763126
cstr_pfr__pfr_P5_1680m__1,0.38634376530000003,0.2952501092,0.3198666083,0.1487996103
cstr_pfr__pfr_P1_1680m__1,0.1751156148,0.2068798984,0.058321393400000004,0.2448978951
cstr_pfr__str_0005m__2,-0.4103041596,-0.0134663748,-0.007129375800000001,0.0073277316
cstr_pfr__str_0010m__2,-0.6286868845,-0.0850738224,-0.0415706442,0.0275740746
cstr_pfr__str_0025m__2,-0.1255841778,0.25069873400000003,-0.0324540449,-0.0737537078
cstr_pfr__str_0045m__2,-0.4982804159,0.2396193737,-0.07990109940000001,-0.0986019061
cstr_pfr__str_0075m__2,-0.5358273372,-0.050759873100000005,-0.043925276000000006,-0.1360191419
cstr_pfr__str_0120m__2,-0.2763234517,-0.037378694000000004,-0.0612708458,-0.2111137152
cstr_pfr__str_0210m__2,-0.3548157248,-0.0708363385,-0.014751573200000001,-0.0530423125
cstr_pfr__str_0330m__2,-0.2312482484,-0.0553806463,0.10640379400000001,0.0055842714
cstr_pfr__str_1500m__2,0.0166032349,0.2270928208,0.1081176291,0.16490495
cstr_pfr__str_1560m__2,0.0125635804,0.18673750020000002,0.1645657346,0.1669562585
cstr_pfr__str_1680m__2,-0.4223330805,0.1954421933,0.19422008440000002,0.1079784299
cstr_pfr__str_ref1__2,0.08019342730000001,0.056959594700000005,-0.0022055097000000003,0.064829967
cstr_pfr__str_ref2__2,-0.0478591793,-0.10732307760000001,-0.037436043,0.2213489194
cstr_pfr__str_ref3__2,0.0147547252,0.0502381292,-0.0958761998,0.1051501615
cstr_pfr__pfr_P5_0005m__2,-0.5821121797000001,-0.1541883591,0.1833421259,-0.009538770200000001
cstr_pfr__pfr_P5_0010m__2,-0.0920723267,-0.0751175543,0.2526146313,-0.15030319790000002
cstr_pfr__pfr_P5_0025m__2,-0.1114711708,0.3685324162,0.07060122020000001,0.1056692791
cstr_pfr__pfr_P3_0025m__2,0.22950512,0.43849725780000004,-0.09025523290000001,0.0836297527
cstr_pfr__pfr_P1_0025m__2,0.0265317877,0.32869373550000003,-0.1486994009,0.035402968300000004
cstr_pfr__pfr_P5_0045m__2,0.349645975,0.2847591377,0.3445808395,0.14103736960000002
cstr_pfr__pfr_P5_0120m__2,0.2380152631,0.1915304787,0.08627272200000001,0.0263793885
cstr_pfr__pfr_P3_0120m__2,0.017200849,0.1827046387,-0.1303063979,-0.1743620187
cstr_pfr__pfr_P1_0120m__2,0.0303917537,-0.0161691524,-0.04439133,-0.19931960910000002
cstr_pfr__pfr_P5_0210m__2,-0.46896098740000003,0.105320727,0.0070244418000000005,-0.3562457061
cstr_pfr__pfr_P5_1500m__2,0.3864908294,0.1738388675,0.16179390800000001,0.0489149594
cstr_pfr__pfr_P3_1680m__2,0.3844443347,0.06813696,0.2014986048,-0.0243048558
cstr_pfr__pfr_P5_1680m__2,0.2416580261,0.063720336,0.045692286900000004,0.12383744840000001
cstr_pfr__pfr_P1_1680m__2,0.0354489995,0.0151068699,0.0138055259,0.0741104304
darobactin__daro_30m__1,-0.292289538,0.955976844,0.3935045827,-0.460045323
darobactin__daro_30m__2,-0.13809474530000002,0.5140530176,0.1623869521,-0.1744800983
darobactin__solv_1h__1,0.975828326,-0.2067708672,0.6779310725000001,0.440763561
darobactin__solv_1h__2,-0.0441034805,0.6555314244,0.5717006251,-0.24915441430000002
darobactin__daro_1h__1,0.6139917792,2.3219754854,0.48092704680000004,3.3104254958
darobactin__solv_1h__3,1.1248897943,-0.3323245292,0.9156107845,-1.8545140444000001
darobactin__daro_1h__2,-0.2046691175,1.5580981086999999,0.7165275316,2.3911632583999998
darobactin__daro_1h__3,0.9233378983,2.3346544539,0.8489570335000001,2.7009357757
darobactin__daro_30m__3,0.3715852605,1.4394947545,0.0032910903,-0.0430953763
darobactin__solv_30m__1,-0.257380096,0.43007049950000004,0.08353786290000001,-0.2723552334
darobactin__solv_15m__1,0.08144745910000001,0.3335916472,-0.022667996000000003,-0.0420446946
darobactin__solv_15m__2,-0.0005356513,-0.2885623712,0.0985770619,0.3188088638
darobactin__daro_15m__1,1.113163141,0.0801504784,-0.1090601217,0.0175417405
darobactin__solv_15m__3,-0.0809118078,-0.045029276,-0.0759090659,-0.2767641692
darobactin__daro_15m__2,-0.9147246911,-0.2247870075,-0.014654248100000001,-0.3067479957
darobactin__daro_15m__3,-0.46494162920000004,0.554719939,0.4012295795,0.33062285150000004
darobactin__solv_30m__2,-0.1593892611,0.32068856300000004,-0.2538957172,-0.017936287500000002
darobactin__solv_30m__3,0.5070890694,0.345721587,-0.1580424329,0.42651593330000004
ddp__pNT3_aroP__1,0.8846460393000001,0.8220744684,0.1228386327,1.8066746195
ddp__pNT3_aroP__2,0.0666290633,0.9059111280000001,-0.1928695,1.7488615981
ddp__pNT3_bamC__1,-0.025851446,1.4887764265,-1.0720429872,0.3289667045
ddp__pNT3_bamC__2,-0.7009022517,1.0665349672,-0.7305786897000001,-0.6092253397
ddp__pNT3_cusA__1,-1.733876624,1.5722592329,-0.8110313584000001,0.47716489970000003
ddp__pNT3_cusA__2,-1.8916203237,1.3656693282,-0.4723097653,-0.3248866941
ddp__pNT3_hemX__1,-0.0015295722000000002,1.3282834714,-0.7482015584,0.7194690014
ddp__pNT3_hemX__2,0.2670812596,0.7721249582,-0.7226407238,0.4896391523
ddp__pNT3_empty__1,-0.1353695125,-0.1211153407,0.160235551,0.3565189808
ddp__pNT3_empty__2,0.1353695125,0.1211153407,-0.160235551,-0.3565189808
ddp__pNT3_topA__1,0.7758902614000001,1.7758698589000002,-0.7683316042,1.4394039287
ddp__pNT3_topA__2,0.8284938672000001,1.5198424421999999,-0.7306108353,0.9425907786000001
ddp__pNT3_yicR__1,-0.7526457715,0.6279823635,-0.725170587,0.5425050063
ddp__pNT3_yicR__2,-1.4890598537,0.0772432692,-0.8172165051,0.46131166960000003
ddp__pNT3_yqjD__1,0.6175330474,0.8154441007000001,-0.2967617513,0.6613394828
ddp__pNT3_yqjD__2,0.2791125646,-0.0439628508,-0.5486876823,0.2609554914
ecomics__del_gabT__1,-0.2746082589,-0.0075511347,0.052709426600000005,0.6711787104
ecomics__del_gabT__2,0.2746082589,0.0075511347,-0.052709426600000005,-0.6711787104
ecomics__del_putP__1,0.3944524779,0.41012087740000003,-0.030744405000000002,0.4497101713
ecomics__del_putP__2,0.21117090060000002,-0.5851953601000001,-0.3277742944,-1.1037368788
ecomics__del_entF__1,-1.4405023225,0.3587117315,-0.44399622660000004,-0.3849995735
ecomics__del_entF__2,-0.8671530092,0.7150447984,-0.0889400941,0.4244748225
ecomics__del_entF__3,0.3001277182,0.0073079963,-0.43227358460000004,0.3843269487
ecomics__del_cysA__1,0.8123770814,0.49725935600000004,-0.9103704664000001,1.0717284577
ecomics__del_cysA__2,-0.9711711015000001,0.9140047775000001,-0.7374328185,0.4540626277
elyC__wt_21C__1,-1.2137767852999999,-0.7557254329,0.4369822934,0.0423005001
elyC__wt_21C__2,-1.0052126346,-0.8729704148,0.2762247191,0.3102986289
elyC__wt_21C__3,-1.0255885106,-0.7231207036,0.4080800989,0.050390289000000005
elyC__wt_37C__1,-0.0780614793,0.1025027341,-0.08353190070000001,0.3403563859
elyC__wt_37C__2,0.0816488867,0.0078857741,0.051028101900000004,-0.2206587974
elyC__wt_37C__3,-0.0035874074,-0.1103885081,0.032503798800000004,-0.11969758850000001
elyC__delelyC_21C__1,-1.4963925607,-0.6569846419,0.3267573398,0.8702881703
