,A,PplR1
Aromatic:Glucose:2.0,-0.3909066970682002,0.0936608269999998
Aromatic:Glucose:3.0,0.4310651120309915,0.0604056469999996
Bioreactor1:24h:1.0,0.7730808262232567,-0.0073650169999996
Bioreactor1:24h:2.0,-0.773080825845115,0.0073650170000005
Bioreactor2:S_0min:1.0,-0.2916914534192202,-0.0253234340000001
Bioreactor2:S_15min:1.0,-1.0074351667190695,0.1941148559999999
Bioreactor2:P1_15min:1.0,-1.0517515355811915,0.08479813
Bioreactor2:P3_15min:1.0,-0.9652706430254158,-0.157701566
Bioreactor2:P5_15min:1.0,-0.1482810895818851,-0.6081215540000001
Bioreactor2:S_1h:1.0,-0.360254110390533,-0.037015298
Bioreactor2:S_3h:1.0,-0.3082998174207971,0.0100642939999999
Bioreactor2:S_9h:1.0,-0.4831378118372796,0.3758001129999999
Bioreactor2:S_25h:1.0,-0.388605263876104,0.316964196
Bioreactor2:P1_25h:1.0,-0.6121461810909574,0.0790707769999998
Bioreactor2:P3_25h:1.0,0.035469096710536,0.4459183709999998
Bioreactor2:P5_25h:1.0,-0.2867618537635426,0.1863705519999998
Bioreactor2:S_0min:2.0,0.1917090971897422,0.3317309699999999
Bioreactor2:S_15min:2.0,-1.1724692969710926,-0.1411631310000001
Bioreactor2:P1_15min:2.0,-1.3752237011968191,-0.4004559890000001
Bioreactor2:P3_15min:2.0,-0.6974347308303365,-8.630000000175997e-06
Bioreactor2:P5_15min:2.0,0.1491962492530407,-0.2402501080000001
Bioreactor2:S_1h:2.0,-0.4009524269465166,-0.1770259030000001
Bioreactor2:S_3h:2.0,-0.7942761638643024,-0.161453483
Bioreactor2:S_9h:2.0,-1.1391953507498231,0.2444156209999999
Bioreactor2:S_25h:2.0,-0.5007049182183998,0.192807328
Bioreactor2:P1_25h:2.0,-0.7450580859207124,0.0155705619999999
Bioreactor2:P3_25h:2.0,0.2223775855802043,-0.4360772940000001
Bioreactor2:P5_25h:2.0,0.8026571639112752,0.3562834609999998
Bioreactor2:S_0min:3.0,0.0999823562378512,-0.306407536
Bioreactor2:S_15min:3.0,-0.4521018044450132,-0.0947649889999999
Bioreactor2:P1_15min:3.0,-0.4111892492879415,-0.044309031
Bioreactor2:P3_15min:3.0,-0.7483026547081615,0.204575795
Bioreactor2:P5_15min:3.0,0.63194206908066,0.0566736009999999
Bioreactor2:S_1h:3.0,-0.5116569763582096,-0.2644215119999999
Bioreactor2:S_3h:3.0,-0.903802105313337,-0.104918434
Bioreactor2:S_9h:3.0,-0.1687275430819738,0.0963911809999999
Bioreactor2:S_25h:3.0,-0.3943173675746119,0.0357823989999999
Bioreactor2:P1_25h:3.0,-0.5464781943157498,-0.032230208
Bioreactor2:P3_25h:3.0,0.0111016908761995,0.2272349879999999
Bioreactor2:P5_25h:3.0,0.1155331391613652,-0.1370905690000001
Carbon:Citrate:1.0,1.1721579844225976,0.6951589069999997
Carbon:Citrate:2.0,2.089926116255699,1.0287170950000002
Carbon:Citrate:3.0,0.5672394512528515,0.0955861010000003
Carbon:Ferulate:1.0,-0.2563978058875583,0.096738492
Carbon:Ferulate:2.0,-2.1348644924286257,0.1865109460000003
Carbon:Ferulate:3.0,-0.8725487179611683,-0.307166611
Carbon:Glucose:1.0,0.0291125237307836,-0.4098667639999998
Carbon:Glucose:2.0,-0.0291125238601188,0.4098667640000002
Carbon:Serine:1.0,2.00376498262041,0.5566872350000001
Carbon:Serine:2.0,1.595840634226972,0.3245731350000005
Carbon:Serine:3.0,1.595082824918603,-0.6347416089999998
Carbon2:Glucose:1.0,0.4531563643677592,0.0429615220000005
Carbon2:Glucose:2.0,-0.5102424847313384,0.0469173990000006
Carbon2:Glucose:3.0,0.0570861185760533,-0.0898789209999995
Carbon2:Coumarate:1.0,4.135533329908119,0.8577166440000008
Carbon2:Coumarate:2.0,2.564757032170897,0.6068561530000007
Carbon2:Coumarate:3.0,2.4343438516945928,0.6983168400000013
Crc:Control:1.0,-0.0232003496362179,0.1229096415000006
Crc:Control:2.0,0.023200350444025,-0.1229096414999997
Crc:Del_crc:1.0,-2.754556908197185,-0.6519209034999998
Crc:Del_crc:2.0,-2.7968161430628755,-0.8669308884999998
Crc:Del_crcZ_crcY:1.0,-2.317780481265422,-0.4719947824999995
Crc:Del_crcZ_crcY:2.0,-1.7559678082704684,0.3158448985000008
FinR:Control:1.0,0.1083378451317889,0.209930797666666
FinR:Control:2.0,-0.2908843987480664,-0.0797797443333339
FinR:Control:3.0,0.1825465553629377,-0.1301510533333338
FinR:Del_finR:1.0,2.4013648079746464,0.1034870756666661
FinR:Del_finR:2.0,2.977197281323216,-0.1859562313333338
FinR:Del_finR:3.0,3.100625791403977,0.4268570066666663
FleQ:Del_fleQ:1.0,0.9539339047127174,-0.1266203036666668
FleQ:Del_fleQ:2.0,0.8168823603631925,-0.1396734406666668
FleQ:Del_fleQ:3.0,-0.0926466018871791,-0.245815159666666
FleQ:OE_wspR:1.0,1.5926225999474442,-0.2434810766666668
FleQ:OE_wspR:2.0,1.38328355260653,-0.4052033156666663
FleQ:Control:1.0,0.1804445294069024,-0.1301499696666663
FleQ:OE_wspR:3.0,0.393931268603477,-0.3166534396666662
FleQ:Control:2.0,0.0975964990925533,0.2099304013333336
FleQ:Control:3.0,-0.2780410284835215,-0.0797804316666663
Fuel:Butanol:1.0,-4.707363672620465,-1.418390497
Fuel:Butanol:2.0,-3.784233301007355,-1.339643165
Fuel:Control:1.0,-0.0226094086344096,-0.000644072
Fuel:Control:2.0,0.0226094080551916,0.000644072
Fuel:Isopentanol:1.0,1.904237609627656,-0.882953047
Fuel:Isopentanol:2.0,-2.506524473781833,-1.367415524
Glycolaldehyde:Glycolaldehyde:1.0,-2.314980895699754,-0.4214214625000005
Glycolaldehyde:Control:1.0,0.5183395399975796,0.1087431804999994
Glycolaldehyde:Glycolaldehyde:2.0,-1.4879813951696292,-0.3687784065000006
Glycolaldehyde:Control:2.0,-0.5183395396135942,-0.1087431805000003
HNS_protein:Control_ex:1.0,-0.3819667373310776,-0.1082126750000007
HNS_protein:Del_turB_ex:1.0,-17.219355984255426,-2.729722206
HNS_protein:Del_turB_ex:2.0,0.3332389172792125,-0.3149609190000006
HNS_protein:WT_pCAR1_ex:1.0,-4.371387809561819,-0.4005964399999993
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,-4.736947081445612,-0.2102434019999997
HNS_protein:WT_pCAR1_Del_turA_st:1.0,-0.4521665460125623,0.4641463740000002
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,-4.866077585651885,-0.2940800580000005
HNS_protein:WT_pCAR1_Del_turA_st:2.0,-1.2121465442340082,0.369026345
HNS_protein:WT_pCAR1_ex:2.0,-2.896919624803437,-0.3947925360000006
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-4.3626467491000485,-0.5646575029999994
HNS_protein:WT_pCAR1_Del_turB_st:1.0,-5.006947544772394,-0.3523486659999992
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-5.540496571091979,-0.3123876400000007
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-2.9561410647859985,-0.0052668439999994
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-6.428051404014923,-0.4962100710000001
HNS_protein:WT_pCAR1_Del_turB_st:2.0,-3.854166940769907,0.308347251999999
HNS_protein:Control_ex:2.0,0.381966736869612,0.1082126750000007
HNS_protein:WT_Del_turA_ex:1.0,-11.729801019530653,-2.680151358
HNS_protein:WT_Del_turA_ex:2.0,-9.303373893355907,-1.941584593
Mobile_gene:2737_exp:1.0,0.2165618289235301,-0.0610113734999995
Mobile_gene:2737_exp:2.0,0.4214363870703573,0.1614581565000001
Mobile_gene:2737_exp:3.0,-0.1695438860212228,-0.1246429925000001
Mobile_gene:2737_exp:4.0,-0.4684543316126098,0.0241962095000003
Mobile_gene:2737_reg:1.0,-1.1888925272935689,-0.1816291754999994
Mobile_gene:2737_reg:2.0,-1.922824865589616,-0.3489050334999994
Mobile_gene:2737_reg:3.0,-1.6916850033714694,-0.1702161894999996
Mobile_gene:2737_reg:4.0,-1.1759127818664985,-0.0200479424999997
Mobile_gene:3227_exp:1.0,-3.356084470572215,0.1579773355
Mobile_gene:3227_exp:2.0,2.9521672032507547,0.8006439145000002
Mobile_gene:3227_exp:3.0,3.176240746044475,0.6664520605000002
Mobile_gene:3227_exp:4.0,-4.349066851126702,-0.3508168524999995
Mobile_gene:3227_reg:1.0,-5.362561197665157,-0.6753158724999997
Mobile_gene:3227_reg:2.0,-5.490382447525843,-0.5909922444999998
Mobile_gene:3227_reg:3.0,-5.431911696545913,-0.6913967334999995
Mobile_gene:3227_reg:4.0,-5.392839985957202,-0.6571926034999995
Mobile_gene:mfsR_exp:1.0,10.37276796312413,1.0628555815
Mobile_gene:mfsR_exp:2.0,9.764219977313852,0.4056124935000005
Mobile_gene2:Condition1:1.0,-0.4470532314283319,-0.023435588749999
Mobile_gene2:Condition1:2.0,1.2831372833582764,0.3503892112500004
Mobile_gene2:Condition2:1.0,-0.3466618991723817,-0.2374214977499988
Mobile_gene2:Condition2:2.0,-1.5235664109877418,-0.0728069107499997
Mobile_gene2:Condition2:3.0,-0.3411892481250782,-0.0486570027499997
Mobile_gene2:Condition2:4.0,2.2114175574607384,0.3588854112500002
Muconate:CJ522_fructose:1.0,13.91251381137685,2.446590359000001
Muconate:CJ522_fructose:2.0,11.062832758212917,1.3858818700000013
Muconate:CJ522_fructose:3.0,14.896301479865338,2.0769001100000013
Muconate:CJ522_fructose_glucose:1.0,4.957491509116974,0.4287256520000007
Muconate:CJ522_fructose_glucose:2.0,3.4004490294582648,0.4235041710000011
Muconate:CJ522_fructose_glucose:3.0,2.762473180427968,0.4982993900000014
Muconate:CJ522_fructose_glucose_gluconate:1.0,12.51535633756986,1.685465993000001
Muconate:CJ522_fructose_glucose_gluconate:2.0,8.99651500675357,1.0109053920000006
Muconate:CJ522_fructose_glucose_gluconate:3.0,9.905169808204905,1.191952231000001
Muconate:CJ522_glucose_gluconate:1.0,11.128856915519822,1.7190486870000008
Muconate:CJ522_glucose_gluconate:2.0,3.36111082385132,0.7601244550000006
Muconate:CJ522_glucose_gluconate:3.0,3.683717274320551,0.7178091560000013
Muconate:CJ522_gluconate:1.0,12.41101054460901,2.274501827000001
Muconate:CJ522_gluconate:2.0,15.78607635992818,2.5554799490000013
Muconate:CJ522_gluconate:3.0,14.171552742337663,2.3209984330000006
Muconate:CJ522_glucose:1.0,17.169899919624918,2.7545820500000007
Muconate:CJ522_glucose:2.0,15.662121834441638,2.7006862650000008
Muconate:CJ522_glucose:3.0,15.89871808157634,2.718435158000001
Muconate:GB032_fructose:1.0,9.143412143102015,1.2230147770000013
Muconate:GB032_fructose:2.0,9.83210077799126,1.5424224300000011
Muconate:GB032_fructose:3.0,10.263215241520909,1.2007928440000013
Muconate:GB032_fructose_glucose:1.0,11.223538342824726,1.393726634000001
Muconate:GB032_fructose_glucose:2.0,14.108027789423168,1.932408446000001
Muconate:GB032_fructose_glucose:3.0,15.03610508705867,2.066531191000001
Muconate:GB032_fructose_glucose_gluconate:1.0,14.25729317085078,1.701046916000001
Muconate:GB032_fructose_glucose_gluconate:2.0,11.013774131546686,1.7486846420000006
Muconate:GB032_fructose_glucose_gluconate:3.0,9.05862895726052,1.0445540640000006
Muconate:GB032_glucose_gluconate:1.0,1.1870864060743571,0.5009902210000012
Muconate:GB032_glucose_gluconate:2.0,17.5705113982437,2.812170954000001
Muconate:GB032_glucose_gluconate:3.0,3.8256727574423457,1.1849096900000011
Muconate:GB032_gluconate:1.0,11.45481776475665,1.4038834630000014
Muconate:GB032_gluconate:2.0,15.717278659164638,2.131059714000001
Muconate:GB032_gluconate:3.0,10.87622395156273,2.0948127580000007
Muconate:GB032_glucose:1.0,18.159067194845264,2.7582248210000007
Muconate:GB032_glucose:2.0,17.096997527609155,3.0106280740000013
Muconate:GB032_glucose:3.0,15.505388708140224,2.525809179000001
Muconate:GB045_fructose:1.0,15.024752984906378,2.0105272440000013
Muconate:GB045_fructose:2.0,13.72733692751904,1.973698349000001
Muconate:GB045_fructose:3.0,15.00386876270736,2.1224540340000013
Muconate:GB045_fructose_glucose:1.0,7.510006694612905,1.3352322060000006
Muconate:GB045_fructose_glucose:2.0,9.622266805124466,1.7185408900000008
Muconate:GB045_fructose_glucose_gluconate:1.0,16.147527388550028,2.2026694440000014
Muconate:GB045_fructose_glucose_gluconate:2.0,10.182731942160745,1.5324752120000014
Muconate:GB045_fructose_glucose_gluconate:3.0,16.13985257984999,2.187859437000001
Muconate:GB045_glucose_gluconate:1.0,13.989072673933942,1.919588956000001
Muconate:GB045_glucose_gluconate:2.0,19.02580534898397,2.3317879920000006
Muconate:GB045_glucose_gluconate:3.0,13.178504981919328,2.0082609110000007
Muconate:GB045_gluconate:1.0,14.54982890727564,1.688710780000001
Muconate:GB045_gluconate:2.0,15.39993662148738,1.7691968630000012
Muconate:GB045_gluconate:3.0,16.32055824559241,2.5802348670000006
Muconate:GB045_glucose:1.0,14.412356203668969,2.002108123000001
Muconate:GB045_glucose:2.0,15.83244186268744,2.135370616000001
Muconate:GB045_glucose:3.0,-0.65129263853025,-0.3540402209999991
Muconate:GB062_fructose:1.0,2.279384070565214,0.6138449020000012
Muconate:GB062_fructose:2.0,-1.0518036856142978,-0.0344941849999989
Muconate:GB062_fructose:3.0,6.495670414199126,1.2982303030000013
Muconate:GB062_fructose_glucose:1.0,13.377642829512336,1.9710698110000011
Muconate:GB062_fructose_glucose:2.0,3.9421279870340062,0.2156769710000006
Muconate:GB062_fructose_glucose:3.0,3.0954722664642547,0.645961176000001
Muconate:GB062_fructose_glucose_gluconate:1.0,12.75259030543591,1.3170570080000008
Muconate:GB062_fructose_glucose_gluconate:2.0,12.893140289775769,1.7651982120000014
Muconate:GB062_fructose_glucose_gluconate:3.0,12.072039711751628,1.5554351420000012
Muconate:GB062_glucose_gluconate:1.0,13.773509876135384,1.9940321170000008
Muconate:GB062_glucose_gluconate:2.0,17.59757434678662,2.2411740590000013
Muconate:GB062_glucose_gluconate:3.0,-0.9019279562208812,-0.015950061999999
Muconate:GB062_gluconate:1.0,13.257681354278397,1.2427588390000013
Muconate:GB062_gluconate:2.0,8.123812303654773,1.193329074000001
Muconate:GB062_gluconate:3.0,1.049853159654483,-0.5066419879999993
Muconate:GB062_glucose:1.0,2.970395256691794,0.5176882780000014
Muconate:GB062_glucose:2.0,9.735832102374706,1.6327439990000014
Muconate:GB062_glucose:3.0,9.67932833108213,1.5406878640000017
Muconate:KT2440_fructose:1.0,1.518443177527346,0.403233043000001
Muconate:KT2440_fructose:2.0,3.616966201395576,0.5271315650000012
Muconate:KT2440_fructose:3.0,1.6279201713871043,0.547671299000001
Muconate:KT2440_fructose_glucose:1.0,3.5107294527789383,-0.5509629039999986
Muconate:KT2440_fructose_glucose:2.0,4.578017427741378,-0.5002895779999994
Muconate:KT2440_fructose_glucose:3.0,6.133222452586693,0.0546993980000012
Muconate:KT2440_fructose_glucose_gluconate:1.0,7.654330172423751,0.7650628100000008
Muconate:KT2440_fructose_glucose_gluconate:2.0,-6.084849903842448,-1.9816536539999992
Muconate:KT2440_fructose_glucose_gluconate:3.0,6.528649205086998,0.6905860630000014
Muconate:KT2440_glucose_gluconate:1.0,5.424163013389292,0.2413778590000008
Muconate:KT2440_glucose_gluconate:2.0,5.957897157793183,0.0766974090000012
Muconate:KT2440_glucose_gluconate:3.0,6.3047880964183705,0.2766926500000011
Muconate:KT2440_gluconate:1.0,-2.352159914554489,-0.633990944999999
Muconate:KT2440_gluconate:2.0,-8.485189869369766,-1.8365535289999988
Muconate:KT2440_gluconate:3.0,-0.8316792420885831,-0.1570122509999993
Muconate:KT2440_glucose:1.0,-0.0197195701377431,0.0451029550000008
Muconate:KT2440_glucose:2.0,-0.3588002420712049,-0.3025616569999991
Muconate:KT2440_glucose:3.0,0.3785198119270169,0.257458702000001
Multistress:Control:1.0,-0.4518609883206578,-0.5180176213333336
Multistress:Control:2.0,-0.3443032776535593,0.1928826946666664
Multistress:Control:3.0,0.796164265024017,0.3251349266666663
Multistress:NaCl_7min:1.0,0.5541021074318287,-1.0921542203333336
Multistress:NaCl_60min:1.0,0.9771030151965524,0.8728081366666665
Multistress:NaCl_7min:2.0,0.3351067355496447,-0.9393168823333332
Multistress:NaCl_60min:2.0,0.8170820800836094,0.6323602466666669
Multistress:NaCl_7min:3.0,-0.0132494612508976,-0.3415825753333337
Multistress:NaCl_60min:3.0,0.0693467621934981,0.3722527366666668
Multistress:Imipenem_7min:1.0,0.5186000425114496,0.3639352306666668
Multistress:Imipenem_60min:1.0,0.5656508919218919,-0.5326738123333334
Multistress:Imipenem_7min:2.0,1.2341705291857816,-0.4397477423333336
Multistress:Imipenem_60min:2.0,0.4476439855461285,-0.0828178013333333
Multistress:Imipenem_7min:3.0,-0.8138525165198626,-0.5455905883333334
Multistress:Imipenem_60min:3.0,0.3058829126934862,0.2741326166666669
Multistress:H2O2_7min:1.0,3.480731523843262,1.5112453556666663
Multistress:H2O2_60min:1.0,-0.3214427673066807,0.6197245376666665
Multistress:H2O2_7min:2.0,3.0428325864688675,0.3104064156666668
Multistress:H2O2_60min:2.0,-1.0572958390647025,0.4879878126666668
Multistress:H2O2_7min:3.0,2.603058547700166,1.122214007666667
Multistress:H2O2_60min:3.0,0.7267207446233904,1.5810026946666662
Myristic_acid:Control:1.0,2.768053807226733,0.221410482
Myristic_acid:Control:2.0,-2.978358523018532,-0.5165664360000002
Myristic_acid:Control:3.0,0.2103047154443786,0.2951559539999997
Myristic_acid:Myristic_acid:1.0,4.9961208507717245,1.158820818
Myristic_acid:Myristic_acid:2.0,1.4003295656763697,0.7892175709999996
Myristic_acid:Myristic_acid:3.0,0.4076638382650928,0.3507760499999999
Phase:WT_Tr:1.0,1.1299765866567084,-1.0318093775
Phase:WT_Tr:2.0,3.212279656952951,-0.6643580944999998
Phase:WT_Ex:1.0,-0.0087595227934477,-0.1511422434999998
Phase:WT_Ex:2.0,0.0087595232765956,0.1511422434999998
Phase:WT_Tr:3.0,0.6178764122814335,-0.0695117104999996
Phase:WT_Tr:4.0,2.8875092466501577,0.5891698205000004
Phase:WT_St:1.0,6.990506026557093,0.6540851544999997
Phase:WT_St:2.0,7.186841515050571,0.4582138015000003
RelA:Control:1.0,-0.3441848619906062,0.0963752576666658
RelA:Control:2.0,0.2024359535114543,0.086838762666666
RelA:Control:3.0,0.1417489088571454,-0.1832140203333336
RelA:Del_relA:1.0,-1.3971940169040682,-0.5091450073333341
RelA:Del_relA:2.0,-2.577459105214301,-0.8362220303333343
RelA:Del_relA:3.0,-0.955567392624102,0.1806049436666654
RelA:Del_relA_lignin:1.0,-1.4630264856962625,-1.0823780833333343
RelA:Del_relA_lignin:2.0,-2.5044537453823814,-0.9714140533333344
RelA:Del_relA_lignin:3.0,-2.196510007634504,-1.542151394333334
Zn:Zn_ion:1.0,-3.5584945309761817,-0.1093829719999988
Zn:Zn_ion:2.0,-3.602654828481566,-0.0927422919999987
Zn:Zn_ion:3.0,-4.729864621058443,-0.2763756319999997
Zn:Control:1.0,-0.173652346790512,-0.0110544189999988
Zn:Control:2.0,0.0314492413564208,0.0271151810000009
Zn:Control:3.0,0.1422031056265734,-0.0160607620000003
ZnO:Control:1.0,-2.501130727793939,-0.2673930659999985
ZnO:Control:2.0,2.501130728107246,0.2673930660000003
ZnO:Nano:1.0,-2.47218771381951,-0.4355924159999986
ZnO:Nano:2.0,-3.251423208018946,-0.5313360249999999
ZnO:Nano:3.0,0.0812821385231845,-0.1699835409999988
ZnO:Zn_ion:1.0,-2.064675582695325,-0.3188134619999996
ZnO:Zn_ion:2.0,-3.182524418584856,-0.5752642129999987
ZnO:Zn_ion:3.0,2.1879975147559843,0.1393207740000015
