,A,PaaX,Crp,ihfB
efeU__menFentCubiC_ale38__1,0.8508504250000001,-0.5008111535,0.348438943,-0.32222528500000003
efeU__menFentCubiC_ale38__2,0.8085499841,-0.5915520675,0.309908293,-0.262492545
misc2__salc_glc__1,0.9937003470000001,-0.23974611950000002,-0.030941686000000003,-0.24330995500000002
misc2__salc_glc__2,0.6553878846,-0.5612456595,-0.041858422,-0.073045625
misc2__dbcn_glc__1,0.3463012928,-1.8880656195,-0.41418928400000005,-1.271892759
misc2__dbcn_glc__2,0.6025978862,-1.5712734154999999,-0.322180379,-0.634524159
misc2__tyr_glc__1,0.3253466914,-0.4698867915,0.482338413,0.254435625
misc2__tyr_glc__2,0.7539066277,-0.45859079950000003,0.519726133,0.410888815
misc2__arg_cytd__1,-0.127121657,-0.9714942765000001,0.10509646700000001,-0.48980773
misc2__arg_cytd__2,0.08054718300000001,-1.0528553475,0.09710128400000001,-0.5114058730000001
misc2__delyheO_pyr__1,1.1097258951,-0.2674739545,1.000412783,0.115925255
misc2__delyheO_pyr__2,1.1715642282,-0.3520821235,1.013481493,0.059341995
nquinone__delubiC__1,-0.5378194086,-0.8989859405,0.44647993300000005,-0.316502855
nquinone__delubiC__2,0.0808624555,-0.7494482055,0.618285233,-0.027274305000000002
nquinone__ubiC_ale1__1,0.2723759347,-0.5041865705,0.46214110300000005,0.21852216500000002
nquinone__ubiC_ale1__2,0.1883987453,-0.2705488835,0.518639853,0.089544445
nquinone__ubiC_ale2__1,-0.29683870090000003,-0.3120302435,0.47472340300000004,0.25115724500000003
nquinone__ubiC_ale2__2,0.32560090610000003,-0.3625722335,0.429799533,0.231592915
nquinone__ubiC_ale3__1,1.0503878634,-1.1238487135,0.026469302,-0.39827128500000003
nquinone__ubiC_ale3__2,0.39239183120000004,-1.1162031415,0.09906102300000001,-0.361897055
nquinone__ubiC_ale4__1,-0.5205850353,-0.4222212795,0.49321258300000004,0.234477855
nquinone__ubiC_ale4__2,0.1703315637,-0.047524353500000005,0.508607923,0.152283425
nquinone__delpdhR__1,0.5988960797,-1.1693603265,0.38566819300000005,-0.068099535
nquinone__delpdhR__2,0.9324172585,-1.0259684455,0.362990173,-0.036035855000000006
quinone__glu_ale4__1,1.3902517403,-0.5568948655,0.36842613300000004,-0.18176504500000001
quinone__glu_ale4__2,0.6890609225000001,-0.3751919205,0.736125773,0.269205825
quinone__delmenF__1,0.3210410164,-0.5151069325000001,0.553279673,0.148042285
quinone__delmenF__2,0.7104596572,-0.5783005245,0.42430167300000005,-0.250908275
quinone__menF_ale5__1,0.4996120584,0.0527313365,0.904530523,0.48513176500000005
quinone__menF_ale5__2,0.37776105800000004,-0.17516254950000001,0.929254393,0.266281765
quinone__menF_ale6__1,1.1609824298,-0.2170935655,0.9289372330000001,0.38202392500000004
quinone__menF_ale6__2,0.172260811,-0.22529345650000002,0.9358953230000001,0.421074335
quinone__menF_ale7__1,0.8926520712,-0.3645894035,0.8647486830000001,0.636740065
quinone__menF_ale7__2,1.6522607468000001,-0.3476695475,0.829767083,0.691051775
quinone__menF_ale8__1,1.0198484205,-0.2314565875,1.000233243,0.695164695
quinone__menF_ale8__2,1.1927334237,-0.0747032465,0.9954071830000001,0.971904815
quinone__delmenFubiC__1,0.49255371870000003,-0.6330285715,0.503242803,0.045415855000000005
quinone__delmenFubiC__2,0.0299489514,-0.3682955815,0.5733612730000001,0.152257115
quinone__menFubiC_ale1__1,0.4836334097,-0.5816381385,0.688985203,0.5501011250000001
quinone__menFubiC_ale1__2,-0.2622565201,-0.6533401535000001,0.689163233,0.532344675
quinone__menFubiC_ale2__1,-0.36733378110000003,-0.5938332935,0.566404903,0.626683035
quinone__menFubiC_ale2__2,-0.9644555556000001,-0.7098335505000001,0.587592463,0.596736845
quinone__menFubiC_ale3__1,0.8030795865,-1.0417855135,0.10847917900000001,-0.15358316500000002
quinone__menFubiC_ale3__2,1.1257179972,-1.0975080455,0.14360144,-0.036589665
quinone__menFubiC_ale4__1,-0.0940482842,-0.1831278465,1.042582673,0.775029505
quinone__menFubiC_ale4__2,0.0112518371,-0.0938564885,1.027989663,0.8413603550000001
oxyR__wt_glc__1,0.0530204014,-0.6767603775000001,0.09382866100000001,-0.48556983000000004
oxyR__wt_glc__2,0.7594806775,-0.6357412705000001,0.13043923,-0.46299467600000005
oxyR__wt_h2o2__1,0.7842835871,-0.7302363975,0.057576022000000004,-0.5230424
oxyR__wt_h2o2__2,-0.1054623313,-0.24831121050000002,0.46187418300000005,0.050135135000000004
oxyR__glu_ale4__1,0.2704239893,-0.2062225125,0.7723290730000001,0.5308955750000001
oxyR__glu_ale4__2,1.3958719919,-0.3579329855,0.495795953,0.239963105
oxyR__glu_ale4_h2o2__1,0.5988124491,-0.3310484595,0.621328373,0.321393215
oxyR__glu_ale4_h2o2__2,0.8714582547,-0.2256800635,0.486348433,0.175331545
oxyR__oxyR_ale17__1,0.1213002496,-0.3801434375,0.13801763,-0.012998075000000001
oxyR__oxyR_ale17__2,0.5504479772,-0.5983077015,0.15520324300000002,-0.17918820500000002
oxyR__oxyR_ale17_h2o2__1,0.6749905814,-0.47724679950000004,0.211227453,0.11520936500000001
oxyR__oxyR_ale17_h2o2__2,0.1923195725,-0.7152425805,0.156206473,-0.10849309500000001
oxyR__oxyR_ale18__1,0.8572190514,-0.8513947175000001,-0.23326590800000002,-0.712682895
oxyR__oxyR_ale18__2,0.5302169368,-0.8377428955,-0.08594182800000001,-0.45515782
oxyR__oxyR_ale18_h2o2__1,-0.2716549941,-0.6345996765,0.027939159,-0.19995716500000002
oxyR__oxyR_ale18_h2o2__2,-0.5905571922,-0.5003139435,0.095125363,-0.057134725000000004
oxyR__oxyR_ale19__1,0.5849792182,-0.9232735655000001,-0.186683067,-0.6934130190000001
oxyR__oxyR_ale19__2,-0.1960845047,-0.7633001595000001,-0.08065952300000001,-0.61577951
oxyR__oxyR_ale19_h2o2__1,0.8672877154,-0.9850029845,-0.32169368600000003,-0.8395102720000001
oxyR__oxyR_ale19_h2o2__2,0.394330085,-0.9158511655,-0.22926116100000002,-0.70593072
oxyR__oxyR_ale20__1,-0.125405012,-0.8013140695000001,-0.29073972200000003,-0.6174351720000001
oxyR__oxyR_ale20__2,-0.0148064487,-0.8774342325000001,-0.328630297,-0.7454431260000001
oxyR__oxyR_ale20_h2o2__1,-0.0912100537,-0.5655950165,-0.103214605,-0.553778804
oxyR__oxyR_ale20_h2o2__2,0.0670968616,-0.7789113715,-0.05797147800000001,-0.39342944500000004
svns_pgi__BmePgi24_15__1,1.2057349184,-0.1959860455,0.20789728300000002,-0.242068375
svns_pgi__BmePgi24_15__2,1.3730374938,-0.2030459685,0.288214413,-0.145811075
svns_pgi__BmePgi24_26__1,0.9598264347000001,-0.4926970425,0.16856253300000001,-0.22252184500000002
svns_pgi__BmePgi24_26__2,1.5991641187,-0.43705478550000004,0.144982372,-0.290125915
svns_pgi__BmePgi24_41__1,1.2986690914999999,0.0227232475,0.495849313,0.818727175
svns_pgi__BmePgi24_41__2,1.8941612864000001,-0.5601184475000001,0.08223337900000001,-0.43698767
svns_pgi__BmePgi24_52__1,2.0912058551,-0.4294415245,0.260077643,-0.23280757500000002
svns_pgi__BmePgi24_52__2,2.7387362267,-0.5810606705,0.110092349,-0.44035611500000005
svns_pgi__PaePgi2_34__1,0.4926259834,0.2935661215,0.946417433,0.48633563500000004
svns_pgi__PaePgi2_34__2,0.4363884072,0.3368929345,0.980365153,0.469224085
svns_pgi__PaePgi2_63__1,1.2481539169,0.3154277065,0.9986914830000001,0.310422755
svns_pgi__PaePgi2_63__2,1.5199756325,0.2460046095,0.9749593430000001,0.406436905
svns_pgi__PaePgi24_54__1,0.9974178904000001,-0.3062323475,0.830338573,0.107600365
svns_pgi__PaePgi24_54__2,0.1961754429,-0.3538177155,0.926503413,0.14424013500000002
svns_pgi__PaePgi24_90__1,0.9711029627000001,-0.3036140015,0.8096897230000001,0.21443858500000001
svns_pgi__PaePgi24_90__2,0.2038593093,-0.2970945995,0.9991721830000001,0.256181475
abx_media__m9_ctrl__1,-0.5926705250000001,-0.7662632825,-0.219087253,-0.7748466310000001
abx_media__m9_ctrl__2,-0.7411949567,-1.0189013775,0.06872793,-0.64266658
abx_media__rpmi_ctrl__1,-0.2083895531,-2.0198843095,0.181883243,-1.939577305
abx_media__rpmi_ctrl__2,-0.3526855202,-1.9845525365,0.46045822300000006,-2.241790295
abx_media__camhb_ctrl__1,-0.37819839600000005,-3.2353272835,-1.466715649,-1.209246395
abx_media__camhb_ctrl__2,-0.3331623936,-2.7181162815,-1.564214307,-1.408883126
abx_media__m9_mero__1,-0.6129248531,-1.8620801265,0.10006032100000001,-0.692410551
abx_media__m9_mero__2,-0.1780178549,-1.4538574535,-0.24440689100000001,-0.760633267
abx_media__rpmi_mero__1,1.2005885085,-2.4346563175,-0.15585906600000002,-2.122024952
abx_media__rpmi_mero__2,0.0200134176,-2.0628433255,0.12222331400000001,-1.985576121
abx_media__camhb_mero__1,0.3096493986,-3.0889723325,-2.568928611,-1.809309373
abx_media__camhb_mero__2,0.1745283567,-3.0930606545,-2.37205329,-1.769452582
abx_media__m9_trisulf__1,-0.3767127691,-0.8662632295,-0.13952741600000002,-0.654139134
abx_media__m9_trisulf__2,0.2237917824,-1.1317967865,-0.121563182,-0.673502463
abx_media__rpmi_trisulf__1,0.191618435,-1.9885353875,-1.138543574,-1.495545031
abx_media__rpmi_trisulf__2,0.31445887100000003,-1.8775323675000002,-1.125744815,-1.3725593790000001
abx_media__camhb_trisulf__1,-0.9175768192,-2.0983751285,-0.616348749,-1.642703878
abx_media__camhb_trisulf__2,-0.7431592089,-2.3982107375,-0.651084973,-1.608883975
abx_media__m9_cef__1,-0.1562873215,-0.9411293295000001,-0.424559634,-0.7174840370000001
abx_media__m9_cef__2,0.38213156270000004,-1.1410468575000001,-0.35219075800000005,-0.795013022
abx_media__rpmi_cef__1,0.1125047597,-1.5985600925,0.17718560300000002,-2.385835026
abx_media__rpmi_cef__2,0.0639946336,-1.7488958925,0.253641923,-2.377511802
abx_media__camhb_cef__1,-0.4306389769,-2.3118007074999998,-0.8382274850000001,-1.499025855
abx_media__camhb_cef__2,-0.0582546695,-2.2382065025,-0.903455694,-1.429627373
abx_media__m9_cipro__1,0.4674961416,-1.0414789405,-0.296102011,-0.797538743
abx_media__m9_cipro__2,0.9968332864,-1.0996452285,-0.23094071100000002,-0.715373115
abx_media__rpmi_cipro__1,-0.4882912005,-1.9764538704999999,-0.708797459,-1.969755932
abx_media__rpmi_cipro__2,-0.0348988472,-1.6669143885,-0.968107711,-1.89297845
abx_media__camhb_cipro__1,0.566573843,-2.1831864175,-1.356589447,-1.285918855
abx_media__camhb_cipro__2,0.20098097510000001,-2.0824882905,-1.123683673,-1.320916752
hot_tale__42c_ale3_30c__1,-0.3647742184,-1.3277589625,0.062207968,-0.311726125
hot_tale__42c_ale3_30c__2,0.4598851929,-1.2954244305,0.01735881,-0.313698215
hot_tale__42c_ale3_37c__1,-0.3421244444,-1.3167442175000001,0.43556652300000004,-0.356550505
hot_tale__42c_ale3_37c__2,-0.36261602930000003,-1.1697097335,0.40063680300000004,-0.286844505
hot_tale__42c_ale3_44c__1,1.4688618224,-0.3695159415,0.37188534300000003,0.8838351350000001
hot_tale__42c_ale3_44c__2,1.7452457735,-0.4571213625,0.35534419300000003,0.915693485
hot_tale__hot_ale3_mid_30c__1,0.4669758765,-1.1568806875,0.739618883,0.005993265
hot_tale__hot_ale3_mid_30c__2,-0.1247067964,-1.3782085035,0.562500333,-0.007385775000000001
hot_tale__hot_ale3_mid_37c__1,0.1115015323,-1.2811324635,0.5847484430000001,-0.501685806
hot_tale__hot_ale3_mid_37c__2,-0.18602550410000002,-0.9843622605000001,0.18943374300000002,-0.528992617
hot_tale__hot_ale3_mid_44c__1,-0.9669944296,-0.5397871715,-0.071245341,0.11469567500000001
hot_tale__hot_ale3_mid_44c__2,0.8752857088,-0.8136225315000001,-0.002275453,0.23116971500000003
hot_tale__hot_ale3_30c__1,0.0947409095,-1.5763033145,0.515020333,-0.45345180900000004
hot_tale__hot_ale3_30c__2,-0.0459039237,-1.5252522485000002,0.5286701730000001,-0.329073775
hot_tale__hot_ale3_37c__1,-0.3218049729,-1.2755742395,0.349377103,-0.40363830500000003
hot_tale__hot_ale3_37c__2,-0.2835381651,-1.4532055485,0.396319383,-0.277036345
hot_tale__hot_ale3_44c__1,-0.21847488850000002,-0.8676214265000001,0.286434483,0.227503365
hot_tale__hot_ale3_44c__2,0.4273668747,-1.1682957675,0.302318703,0.238396985
hot_tale__hot_ale4_30c__1,-1.1981094234,-1.4089441685000001,-0.059878781000000006,-0.546493917
hot_tale__hot_ale4_30c__2,-0.41407428150000003,-1.5149658965000001,0.027680622000000002,-0.407269425
hot_tale__hot_ale4_37c__1,-0.7171546599,-1.0413315125,-0.154360834,-0.459973854
hot_tale__hot_ale4_37c__2,-0.6268449581000001,-1.1082807375,-0.04945323,-0.44517688800000005
hot_tale__hot_ale4_44c__1,0.16245891540000001,-0.6058810875,0.164713793,0.082785365
hot_tale__hot_ale4_44c__2,0.1796484056,-0.5667693245000001,0.075804102,0.259213805
hot_tale__hot_ale8_30c__1,0.6128104146000001,-1.4066349965,-0.056768665,-0.9095089900000001
hot_tale__hot_ale8_30c__2,0.696449771,-1.6287228974999999,-0.10699186200000001,-0.7777570690000001
hot_tale__hot_ale8_37c__1,0.3844815816,-0.9758271725000001,-0.007091699000000001,-0.727489724
hot_tale__hot_ale8_37c__2,0.1979678657,-1.1799197575,-0.044047578000000004,-0.703668932
hot_tale__hot_ale8_44c__1,0.3031682485,-0.44816182450000003,0.07381628,0.012718265000000001
hot_tale__hot_ale8_44c__2,1.3369267023,-0.5106461305000001,0.140506256,-0.09703083500000001
hot_tale__hot_ale9_mid_30c__1,-0.3998637862,-1.4398469635,0.119931675,-0.049583385
hot_tale__hot_ale9_mid_30c__2,-0.33234792290000004,-1.7291524735000001,0.10594186400000001,0.135071655
hot_tale__hot_ale9_30c__1,-0.054564874000000006,-1.6448378665,0.057352916000000004,-0.592842238
hot_tale__hot_ale9_30c__2,0.16135664560000001,-1.6273244605000001,0.174084083,-0.58999575
hot_tale__hot_ale9_mid_37c__1,-0.1484820564,-1.1909032685,-0.07088768,-0.367639655
hot_tale__hot_ale9_mid_37c__2,-0.6040654898000001,-1.1511711775,0.028525377,-0.29849762500000004
hot_tale__hot_ale9_37c__1,-0.20318502530000002,-1.0478137425,0.032825572000000004,-0.38001561500000003
hot_tale__hot_ale9_37c__2,-0.1921320367,-1.0631220435,0.037217243000000004,-0.376293755
hot_tale__hot_ale9_mid_44c__1,0.4904694471,-0.6141632555000001,0.286125693,0.19238305500000003
hot_tale__hot_ale9_mid_44c__2,0.25723503940000003,-0.4586500445,0.30561196300000004,0.510890925
hot_tale__hot_ale9_44c__1,0.2600603902,-0.5133658525,-0.027297961000000003,0.24630422500000002
hot_tale__hot_ale9_44c__2,0.8943477396,-0.5184231895,-0.086313521,0.38751159500000004
hot_tale__hot_ale10_30c__1,-0.1268928296,-1.4970093225,0.23749544300000003,-0.45869837300000005
hot_tale__hot_ale10_30c__2,-0.4202892066,-1.5971632095000001,0.42203483300000005,-0.355403095
hot_tale__hot_ale10_37c__1,-0.394349514,-1.0546713235,0.06875389400000001,-0.447231433
hot_tale__hot_ale10_37c__2,0.0109096526,-1.2547972365,0.12083432100000001,-0.371389305
hot_tale__hot_ale10_44c__1,2.0842947609,-0.7788741555,-0.035753444,0.178874645
hot_tale__hot_ale10_44c__2,0.8267860859,-0.3674097965,0.110043497,0.311857795
hot_tale__hot_ale16_30c__1,-0.2182224077,-1.5493071194999999,0.129309161,-0.467012603
hot_tale__hot_ale16_30c__2,0.0210436325,-1.2410491425,0.251086443,-0.372629985
hot_tale__hot_ale16_37c__1,-0.47745182610000003,-1.4660570605,-0.022647861000000002,-0.431921053
hot_tale__hot_ale16_37c__2,-0.5019125826,-1.1498611965,-0.007290675000000001,-0.424432715
hot_tale__hot_ale16_44c__1,1.0117492918,-0.4324924975,0.039920518,0.140553845
hot_tale__hot_ale16_44c__2,-0.0332322321,-0.5304813995000001,0.206041613,0.24958026500000002
pdhr_ale__pdhR-13_51__1,-0.2524812278,-0.6162851955,0.426042593,0.670059155
pdhr_ale__pdhR-13_51__2,-1.1263502748,-0.8155341245000001,0.345369843,0.584683415
pdhr_ale__pdhR-14_46__1,-0.1471852543,-0.22969379950000002,0.413744223,1.127235165
pdhr_ale__pdhR-14_46__2,0.0465686821,-0.1608036075,0.374689043,1.086679905
pdhr_ale__pdhR-15_51__1,-0.8904872976,-0.8808037225,0.208151253,0.419866055
pdhr_ale__pdhR-15_51__2,-0.7489199934,-0.9705529985,0.291227723,0.633658665
pdhr_ale__pdhR-16_49__1,-0.6204180570000001,-0.3655004115,0.35863981300000003,0.992749325
pdhr_ale__pdhR-16_49__2,-0.73416501,-0.5032364305,0.29102474300000003,0.978565255
tcs__del_atoC_LiAcet__1,-0.2696381882,-1.1750832605000001,0.372321163,0.07488206500000001
tcs__del_atoC_LiAcet__2,-0.4018324318,-1.2248346435,0.554500683,0.076697995
tcs__del_atoC_LiCl__1,-0.6438091843,-0.9783882345,0.729717593,0.35601839500000004
tcs__del_atoC_LiCl__2,-0.8196379047,-0.8010998135,0.8032040530000001,-0.003665175
tcs__del_atoC_m9__1,-0.8354901784000001,-0.7341734315,0.699493633,0.390416185
tcs__del_atoC_m9__2,-1.0285152547,-0.6474434335,0.8078232030000001,0.45289707500000004
tcs__del_baeR_etoh__1,1.351112609,0.0350612315,0.7253874130000001,-1.004696949
tcs__del_baeR_etoh__2,2.2056591658,0.12408100650000001,0.8432000030000001,-1.039493529
tcs__del_baeR_lb__1,0.2814822642,0.3196316675,0.45295403300000003,0.560565675
tcs__del_baeR_lb__2,1.0137899627,0.2683852485,0.513648663,0.6126008350000001
tcs__del_btsR_01xlb__1,2.1059380424,0.3073127945,-1.00432669,0.9432713450000001
tcs__del_btsR_01xlb__2,1.93322689,0.3522580005,-1.132510871,0.936693195
tcs__del_btsR_lb__1,-0.5331073515,-0.6351386025,0.905930643,-0.685354248
tcs__del_btsR_lb__2,-0.27700257240000004,-0.5908942925,0.882795573,-0.7342108110000001
tcs__del_btsR_pyruvate__1,1.5096052734,0.3606659005,-1.207481932,1.100573585
tcs__del_btsR_pyruvate__2,1.511183472,0.28494760150000004,-1.260247428,1.042834665
tcs__del_cpxR_etoh__1,1.2669217016,-0.0208211885,1.209290043,-1.245766886
tcs__del_cpxR_etoh__2,1.7876910664999999,-0.0866839185,1.196778413,-1.365107315
tcs__del_cpxR_lb__1,-0.3122027432,0.3284567365,0.560846033,0.496570985
tcs__del_cpxR_lb__2,0.5786573854,0.3342137395,0.640789563,0.521179295
tcs__del_cusR_CuSO4__1,0.6356066433,-0.5796640365,1.046254113,0.18434866500000002
tcs__del_cusR_CuSO4__2,1.0775803108,-0.3240358325,1.048489943,0.172252555
tcs__del_cusR_lb__1,4.7614764232999995,-0.6208821575,0.995224693,-1.04493152
tcs__del_cusR_lb__2,5.1480205065,-0.7028081855,1.040602243,-0.94008373
tcs__del_kdpE_01-kcl__1,0.3857958414,-0.1337841395,0.088105161,1.188748505
tcs__del_kdpE_01-kcl__2,0.5068788938000001,-0.22852310850000002,0.12273579200000001,1.132852455
tcs__del_kdpE_115-kcl__1,0.7918332981,-0.7638435745000001,0.04519701,0.315758295
tcs__del_kdpE_115-kcl__2,0.8041128989,-0.7600612835,-0.003365355,0.327461795
tcs__del_phoB_m9__1,-0.4364010674,-0.2287983465,0.731063943,0.34490785500000004
tcs__del_phoB_m9__2,-0.5175675357,-0.2389174835,0.757859213,0.359382225
tcs__del_phoB_m9p__1,-0.2413031528,-2.5268281015,-0.51730162,0.042946165
tcs__del_phoB_m9p__2,-0.2138706767,-2.5336078075,-0.48681598000000004,0.148344995
tcs__del_rcsB_etoh__1,1.6340595451,0.2475596135,0.858421713,-1.113655764
tcs__del_rcsB_etoh__2,1.8911794127000001,0.28749845150000003,0.9214160130000001,-1.286862524
tcs__del_rcsB_lb__1,0.5020409585,-0.06697797450000001,0.6655188230000001,-0.130483775
tcs__del_rcsB_lb__2,-0.4979555371,0.0787597495,0.700550933,-0.11948199500000001
tcs__del_zraR_lb__1,7.827753602,-0.5716560735,0.536767573,-1.008928745
tcs__del_zraR_lb__2,7.8318499647,-0.48092830150000004,0.5696375730000001,-1.091690486
tcs__del_zraR_zncl2__1,2.0171489568,-0.0783477275,0.833890483,-0.38165406500000004
tcs__del_zraR_zncl2__2,1.9581550239,-0.0190316705,0.8158754130000001,-0.349034975
tcs__wt_01-kcl__1,0.1591902682,-0.2015328405,-0.04219238,1.455038345
tcs__wt_01-kcl__2,-0.2589267622,-0.3783728605,-0.041591509000000006,1.366600795
tcs__wt_01xlb__1,2.0547322509,0.4100162565,-1.18682151,1.232707105
tcs__wt_01xlb__2,2.1399657794,0.2498393315,-1.187464975,1.196058335
tcs__wt_115-kcl__1,0.30251378430000003,-0.8108058515000001,-0.09970663,0.32144473500000004
tcs__wt_115-kcl__2,0.7262009648000001,-0.9999373395000001,-0.12142913200000001,0.254998695
tcs__wt_CuSO4__1,4.9398221181,-0.6182039485,0.733850203,-0.34763808500000004
tcs__wt_CuSO4__2,4.3792980225,-0.45567636250000004,0.730520613,-0.33729100500000003
tcs__wt_etoh__1,1.7168835221,0.0003521595,0.575463063,-0.748208975
tcs__wt_etoh__2,1.3098839424,-0.0191385925,0.539484413,-0.77338142
tcs__wt_lb__1,0.1174513574,-0.0167773405,0.9893765630000001,0.7751741050000001
tcs__wt_lb__2,0.48449684530000003,-0.1616562265,1.092255943,0.778722075
tcs__wt_LiAcet__1,-0.1670252301,-0.8959753005000001,0.649175273,0.017340905
tcs__wt_LiAcet__2,-0.8119695624000001,-0.7702270575,0.406217943,0.268100265
tcs__wt_LiCl__1,-0.4021562336,-0.5417223265000001,0.574315623,0.29628289500000005
tcs__wt_LiCl__2,-0.39321469340000004,-0.6326919665,0.6016396030000001,0.39963469500000004
tcs__wt_m9p__1,-0.8493846769000001,-2.2769049405,-0.395497808,0.076579375
tcs__wt_m9p__2,-0.8950364652,-2.3468313385,-0.420119436,0.131004705
tcs__wt_pyr__1,2.2999746289,0.4281212025,-1.287916309,1.210572895
tcs__wt_pyr__2,2.0364566878,0.5742277965,-1.163147485,1.222105615
tcs__wt_zncl2__1,3.8138057725000003,-0.6408994885,0.665530193,-0.7767742820000001
tcs__wt_zncl2__2,3.8810873206,-0.7072796145,0.6831118230000001,-0.85283599
ros_tale__1_112_0pq__1,0.1548916166,-0.4888641895,0.040594261,-0.8659966050000001
ros_tale__1_112_0pq__2,0.2802365562,-0.5869129795,0.219280403,-0.9510845130000001
ros_tale__1_112_250pq__1,1.3041267869,-0.1020142685,1.110700303,-0.892650067
ros_tale__1_112_250pq__2,0.0210302611,0.0387517945,0.843117993,-0.650211917
ros_tale__1_112_750pq__1,1.0451725467,-0.1361564465,0.9049245530000001,-0.449078336
ros_tale__1_112_750pq__2,1.208465359,-0.2181461425,1.048487963,-0.756018851
ros_tale__1_112_750pq__3,1.0056576306,-0.5055951225,0.7018120830000001,-0.9738206110000001
ros_tale__3_76_0pq__1,6.1822446798,0.6257120555,0.40668794300000005,0.609933425
ros_tale__3_76_0pq__2,6.1742154746,0.5874374895000001,0.36532405300000004,0.5490627650000001
ros_tale__3_76_0pq__3,5.8262449022,0.6461647515000001,0.389190503,0.20033556500000002
ros_tale__3_76_0pq__4,6.3031336004,0.7197936885,0.43728822300000003,0.21333680500000002
ros_tale__3_76_250pq__1,2.2881016753,-0.0020391105,-0.610562742,-0.101637155
ros_tale__3_76_250pq__2,1.0993740851,-0.5978495035,-0.773419076,-0.49744366
ros_tale__3_76_750pq__1,1.1260908282,-0.8236389515,0.051653856000000005,-1.24988038
ros_tale__3_76_750pq__2,1.1249183539,-1.3621700855,-0.9425002680000001,-1.09819233
ros_tale__7_103_0pq__1,2.0413931009,0.4651708525,0.7026568830000001,-0.10574536500000001
ros_tale__7_103_0pq__2,2.06050484,0.3929950065,0.947477173,-0.101382835
ros_tale__7_103_0pq__3,1.7167157732,0.4419747435,0.7939082030000001,-0.140543905
ros_tale__7_103_0pq__4,1.6725804821999999,0.5535938695,1.056964733,-0.151116715
ros_tale__7_103_250pq__1,3.374950563,-0.1077335365,-0.24247490100000002,-0.28454211500000004
ros_tale__7_103_250pq__2,3.5325404361,0.2860496705,-0.20438087800000002,-0.218709975
ros_tale__7_103_750pq__1,2.358233015,-0.0956602855,0.088597729,0.059289785000000005
ros_tale__7_103_750pq__2,4.2828908974,-0.15438224250000002,0.14973729300000002,0.08908384500000001
ros_tale__9_77_0pq__1,4.7009767771,0.8500673105000001,-0.7757600000000001,-0.518450237
ros_tale__9_77_0pq__2,4.8905947865,0.7573040875,-0.573824628,-0.47543456700000003
ros_tale__9_77_250pq__1,5.0980486647,1.0114926765,-0.910153037,-0.869744331
ros_tale__9_77_250pq__2,5.5163640004,1.2441513545,-0.9544832510000001,-1.050985093
ros_tale__9_77_750pq__1,4.8068706089,0.4737359595,-0.588176502,-0.72520451
ros_tale__9_77_750pq__2,4.9790378689,0.6682543165,-0.8824148350000001,-0.7641835720000001
ros_tale__11_83_0pq__1,1.3302187216,-0.5038484795,0.767703793,-1.0700173099999999
ros_tale__11_83_0pq__2,1.4768680445,-0.7597402255,0.727341753,-1.103072573
ros_tale__11_83_250pq__1,0.9462446982,-0.9086871595,0.616797033,-1.148855377
ros_tale__11_83_250pq__2,1.2678258744,-0.9982351845,0.8796841830000001,-0.9061221570000001
ros_tale__11_83_750pq__1,1.4986814824,-0.6674472035,0.9722065830000001,-0.9090295740000001
ros_tale__11_83_750pq__2,0.9690155792,-0.8286697625,1.096863553,-0.6581965830000001
ros_tale__13_87_0pq__1,0.0691244939,-0.9111611485000001,0.40261139300000004,-1.130481859
ros_tale__13_87_0pq__2,-0.7503192215000001,-1.0072656985,0.201186783,-1.097951499
ros_tale__13_87_250pq__1,-0.3506162068,-1.1706814515,0.613315693,-0.7678107230000001
ros_tale__13_87_250pq__2,-0.27774400400000004,-1.2455720795,0.806008833,-0.501428296
ros_tale__13_87_750pq__1,0.1492277224,-0.9568971705,1.099164733,-0.539670415
ros_tale__13_87_750pq__2,0.2967474009,-0.8001155295,1.124829123,-0.418458545
ros_tale__14_27_0pq__1,2.2022580808,0.32834828650000003,-0.037079376000000004,-0.859777644
ros_tale__14_27_0pq__2,3.1154303143,0.3784419525,-0.11367244900000001,-0.8969574320000001
ros_tale__14_27_250pq__1,3.1627153678,0.5659899925,0.407816973,-0.7157152090000001
ros_tale__14_27_250pq__2,3.0027494502,0.5268964685,0.321498873,-0.827818583
ros_tale__14_27_750pq__1,6.5567812369,2.5397766995,0.963881143,1.084884585
ros_tale__14_27_750pq__2,6.8099033128,2.6837120975,1.226371643,1.110534925
ros_tale__16_28_250pq__1,0.5807227565,-0.7985990135000001,0.654686623,-0.322763075
ros_tale__16_28_250pq__2,1.0868078063,-0.8454181275,0.625724853,-0.293092475
ros_tale__16_32_0pq__1,0.3468228993,-0.8737596315,1.494979073,0.34716982500000004
ros_tale__16_32_0pq__2,0.3750560578,-0.7812598365000001,1.442336843,0.33392048500000004
ros_tale__16_32_0pq__3,0.7794868155,-0.9145630415,0.607936503,-0.291864605
ros_tale__16_32_0pq__4,0.9699519779,-1.2536469145,0.622877623,-0.29224345500000004
ros_tale__16_32_250pq__1,0.2319056306,-1.0069507445,0.496195963,-0.465235485
ros_tale__16_32_250pq__2,0.7340449971,-1.1450828915,0.602191523,-0.483834904
ros_tale__16_32_750pq__1,0.8205177482,-1.1671911515,0.625901413,-0.230275895
