,A,GalS,GalR,Crp
efeU__menFentCubiC_ale37__1,-1.3810517132,-0.127670486,0.2772871175,0.843077653
efeU__menFentCubiC_ale37__2,-1.5785088661,-0.16397234700000002,0.0914834125,0.8884085730000001
efeU__menFentCubiC_ale38__1,-1.1814847602,-0.672276215,-0.44254552150000004,0.348438943
efeU__menFentCubiC_ale38__2,-1.690212983,-0.08826565600000001,-0.5854358135000001,0.309908293
misc2__salc_glc__1,-3.8732063712,-0.151072068,0.0345483115,-0.030941686000000003
misc2__salc_glc__2,-4.16063123,0.576353907,0.15029728750000002,-0.041858422
misc2__dbcn_glc__1,2.4542739179,0.624528898,-1.1439942115,-0.41418928400000005
misc2__dbcn_glc__2,2.2492814673,0.10602041400000001,-0.9166682075,-0.322180379
misc2__tyr_glc__1,-1.289470797,-0.41368055200000003,-0.052934522500000004,0.482338413
misc2__tyr_glc__2,-1.6857947276,-0.7007530310000001,-0.10882367150000001,0.519726133
misc2__arg_cytd__1,-0.7325016292000001,-0.272274827,-0.42517004150000004,0.10509646700000001
misc2__arg_cytd__2,-0.33928269780000003,-0.26943430300000004,-0.1233026445,0.09710128400000001
misc2__delyheO_pyr__1,5.2287034901,2.15513536,-0.1547110065,1.000412783
misc2__delyheO_pyr__2,5.7775451298,2.08712459,-0.3147460925,1.013481493
nquinone__delubiC__1,-2.7073235182,-0.7615757790000001,-0.2227888755,0.44647993300000005
nquinone__delubiC__2,-3.7697942196,-1.006083275,-0.1756911425,0.618285233
nquinone__ubiC_ale1__1,-1.8964527839,-0.349323912,0.1074956185,0.46214110300000005
nquinone__ubiC_ale1__2,-1.9381795641,-0.33437750400000005,0.19676740550000002,0.518639853
nquinone__ubiC_ale2__1,-2.9487810251,-0.700948091,0.1337484935,0.47472340300000004
nquinone__ubiC_ale2__2,-3.1119749286,-0.6420465740000001,0.1108858935,0.429799533
nquinone__ubiC_ale3__1,-2.6103723192,-0.7449591090000001,0.1478328915,0.026469302
nquinone__ubiC_ale3__2,-2.7449303725,-1.196091132,0.0735122195,0.09906102300000001
nquinone__ubiC_ale4__1,-3.7674679635,-0.771372927,0.0240549195,0.49321258300000004
nquinone__ubiC_ale4__2,-3.852938854,-0.987420449,0.3105939345,0.508607923
nquinone__delpdhR__1,2.1714859986,-0.22978605800000002,-0.5037667945000001,0.38566819300000005
nquinone__delpdhR__2,2.6315816303,-0.287605021,-0.4757205165,0.362990173
quinone__glu_ale4__1,-0.2379403743,-0.588609789,0.0275279545,0.36842613300000004
quinone__glu_ale4__2,-6.8963134644,-0.8784496350000001,0.48368289150000005,0.736125773
quinone__delmenF__1,0.0083024775,-0.415709816,-0.23578697950000002,0.553279673
quinone__delmenF__2,-0.6014846458,-0.033650332000000005,-0.0306921705,0.42430167300000005
quinone__menF_ale5__1,-7.6125196778,-0.8484415460000001,0.7168000395,0.904530523
quinone__menF_ale5__2,-7.2297105047,-0.661682302,0.7259021935000001,0.929254393
quinone__menF_ale6__1,-7.4087500746,-0.24330098500000003,0.5778984885,0.9289372330000001
quinone__menF_ale6__2,-7.7259829193,-0.264049038,0.5232608405,0.9358953230000001
quinone__menF_ale7__1,-7.7004026107,0.806491253,0.6987762875,0.8647486830000001
quinone__menF_ale7__2,-7.359337996,0.656083351,0.7836251225,0.829767083
quinone__menF_ale8__1,-7.9770073474,-0.369333415,0.5240258505000001,1.000233243
quinone__menF_ale8__2,-8.9061527162,-0.821212261,0.6109063375,0.9954071830000001
quinone__delmenFubiC__1,-3.7381713151,-0.214172825,0.1990781485,0.503242803
quinone__delmenFubiC__2,-3.8822584423,0.034612126,-0.0054037235,0.5733612730000001
quinone__menFubiC_ale1__1,-7.7839337739,-0.571932145,0.5089977525,0.688985203
quinone__menFubiC_ale1__2,-8.161146189,-0.679950507,0.47922851050000004,0.689163233
quinone__menFubiC_ale2__1,-9.3797592851,-1.2146755470000001,0.3281918955,0.566404903
quinone__menFubiC_ale2__2,-9.6487185015,-0.598063738,0.3102761425,0.587592463
quinone__menFubiC_ale3__1,-0.9127005531,-0.085775771,-0.3105579625,0.10847917900000001
quinone__menFubiC_ale3__2,-0.3301539368,0.12524695,-0.4165379665,0.14360144
quinone__menFubiC_ale4__1,-6.4926231063,-1.13790832,0.3668886275,1.042582673
quinone__menFubiC_ale4__2,-7.3650675153,-1.201746108,0.3875133445,1.027989663
oxyR__wt_glc__1,1.4690941781,-0.5049496330000001,-0.1102112655,0.09382866100000001
oxyR__wt_glc__2,1.4846602825000002,-0.28521307500000004,-0.1695984415,0.13043923
oxyR__wt_h2o2__1,0.7729924394000001,-0.61079174,-0.1500689355,0.057576022000000004
oxyR__wt_h2o2__2,-0.6147172661,-0.85236076,0.1194837455,0.46187418300000005
oxyR__glu_ale4__1,-4.0917503294,-0.875702171,0.39188486450000004,0.7723290730000001
oxyR__glu_ale4__2,-5.3713076139,-0.81793335,0.3202569525,0.495795953
oxyR__glu_ale4_h2o2__1,-7.1193784681,-0.881815283,0.5373719335,0.621328373
oxyR__glu_ale4_h2o2__2,-7.4215864432,-0.45062597200000004,0.6937107675,0.486348433
oxyR__oxyR_ale17__1,-5.9903293907,0.311966795,0.5343719415,0.13801763
oxyR__oxyR_ale17__2,-6.0306471319,0.371920014,0.4034064255,0.15520324300000002
oxyR__oxyR_ale17_h2o2__1,-5.2687683594,-0.295284011,0.3705379225,0.211227453
oxyR__oxyR_ale17_h2o2__2,-1.5392649465,0.061656233000000005,0.3447378175,0.156206473
oxyR__oxyR_ale18__1,0.4154025847,-0.340945948,-0.3987928355,-0.23326590800000002
oxyR__oxyR_ale18__2,1.1667338521,-0.282842654,-0.1506372085,-0.08594182800000001
oxyR__oxyR_ale18_h2o2__1,-6.4738860339,-0.537296643,0.3348561745,0.027939159
oxyR__oxyR_ale18_h2o2__2,-6.6507738375,-0.501409348,0.3780361585,0.095125363
oxyR__oxyR_ale19__1,1.5254125212,-0.084074095,-0.1303659205,-0.186683067
oxyR__oxyR_ale19__2,-0.1029581683,-0.311700199,0.06555928550000001,-0.08065952300000001
oxyR__oxyR_ale19_h2o2__1,1.735604635,-0.081918589,-0.1973554045,-0.32169368600000003
oxyR__oxyR_ale19_h2o2__2,1.8640676709,-0.234331524,-0.1797303395,-0.22926116100000002
oxyR__oxyR_ale20__1,-5.0100659854,1.409639558,0.2915523235,-0.29073972200000003
oxyR__oxyR_ale20__2,-4.8889473399,1.715439654,0.18799777750000002,-0.328630297
oxyR__oxyR_ale20_h2o2__1,-4.6812202337,0.789281966,0.3823831415,-0.103214605
oxyR__oxyR_ale20_h2o2__2,-5.162230232,0.732991123,0.38206118050000004,-0.05797147800000001
svns_pgi__BmePgi24_15__1,2.2147244588,0.046113766,0.0131152685,0.20789728300000002
svns_pgi__BmePgi24_15__2,1.8569210462,0.25696460400000004,0.0605327765,0.288214413
svns_pgi__BmePgi24_26__1,2.9513889423,0.28608475,-0.2121106465,0.16856253300000001
svns_pgi__BmePgi24_26__2,3.3958108628,0.46238013800000005,-0.1240144375,0.144982372
svns_pgi__BmePgi24_41__1,-0.17656727060000002,-0.112089244,-0.0959805875,0.495849313
svns_pgi__BmePgi24_41__2,3.4377933961,0.41534650300000003,-0.1779736985,0.08223337900000001
svns_pgi__BmePgi24_52__1,2.3123725886,0.207381108,0.0130663745,0.260077643
svns_pgi__BmePgi24_52__2,3.0973116933,0.312843427,-0.1908342215,0.110092349
svns_pgi__PaePgi2_34__1,2.0572456425,-0.36867009,-0.0413921445,0.946417433
svns_pgi__PaePgi2_34__2,2.3523287552,-0.12263193200000001,-0.0691377805,0.980365153
svns_pgi__PaePgi2_63__1,2.1988136197,-0.11727548200000001,-0.16379672850000002,0.9986914830000001
svns_pgi__PaePgi2_63__2,2.1961427818,-0.36809623500000005,-0.19046033850000002,0.9749593430000001
svns_pgi__PaePgi24_54__1,2.1484800136,-0.38863915400000004,0.061445832500000006,0.830338573
svns_pgi__PaePgi24_54__2,2.4194274574,-0.26198524700000003,0.0859724945,0.926503413
svns_pgi__PaePgi24_90__1,2.6549057982,-0.21229815400000002,0.0017690285000000001,0.8096897230000001
svns_pgi__PaePgi24_90__2,2.5914410991,0.182935854,0.1583397105,0.9991721830000001
abx_media__m9_ctrl__1,-2.6235478136,0.494978674,0.34408919050000003,-0.219087253
abx_media__m9_ctrl__2,-2.3014536106,0.601013888,0.5483913225,0.06872793
abx_media__rpmi_ctrl__1,-0.0250443412,-0.871777172,-0.32952735650000003,0.181883243
abx_media__rpmi_ctrl__2,0.30287151290000003,-0.73720765,-0.1300735005,0.46045822300000006
abx_media__camhb_ctrl__1,0.42281691460000004,0.655548782,-0.2302322585,-1.466715649
abx_media__camhb_ctrl__2,1.440888408,0.261231529,-0.2357077535,-1.564214307
abx_media__m9_mero__1,-1.807433505,0.076056678,0.18655378250000001,0.10006032100000001
abx_media__m9_mero__2,-1.7248639764,0.36461865600000004,0.1505757815,-0.24440689100000001
abx_media__rpmi_mero__1,1.30984678,-0.462467438,-0.4790707315,-0.15585906600000002
abx_media__rpmi_mero__2,0.8798606164,-0.291399978,-0.34272975650000004,0.12222331400000001
abx_media__camhb_mero__1,-2.6674474486,-0.6358811550000001,-0.8772409285,-2.568928611
abx_media__camhb_mero__2,-2.213661301,-0.181451416,-0.8122825595000001,-2.37205329
abx_media__m9_trisulf__1,-4.2064995549,0.816706773,0.5915720795,-0.13952741600000002
abx_media__m9_trisulf__2,-4.5020094004,0.7937666050000001,0.6126279795,-0.121563182
abx_media__rpmi_trisulf__1,-4.6978816376,0.6293889450000001,-0.33463151550000003,-1.138543574
abx_media__rpmi_trisulf__2,-4.7080871006,0.45087161400000003,-0.3078769295,-1.125744815
abx_media__camhb_trisulf__1,-3.0186675674,0.9345698250000001,0.3497044635,-0.616348749
abx_media__camhb_trisulf__2,-2.8558556871,1.085875591,0.37416818550000003,-0.651084973
abx_media__m9_cef__1,-4.460897449,0.8973350440000001,0.3193079015,-0.424559634
abx_media__m9_cef__2,-4.0714239772,0.7354103940000001,0.33600100250000003,-0.35219075800000005
abx_media__rpmi_cef__1,-2.7023747987,-0.059926993000000005,0.4365304615,0.17718560300000002
abx_media__rpmi_cef__2,-2.6288195494,-0.06843134000000001,0.4640984045,0.253641923
abx_media__camhb_cef__1,-3.2304528442000002,-0.29593903,0.3539808675,-0.8382274850000001
abx_media__camhb_cef__2,-3.8740372567,0.001700808,0.3593232945,-0.903455694
abx_media__m9_cipro__1,-3.506761296,1.128152592,0.0346153305,-0.296102011
abx_media__m9_cipro__2,-3.4348585615,0.9425296200000001,0.12698407450000002,-0.23094071100000002
abx_media__rpmi_cipro__1,-3.4031131693,0.421226054,-0.19024752350000002,-0.708797459
abx_media__rpmi_cipro__2,-3.9218759096999998,0.49970381500000005,-0.4226775075,-0.968107711
abx_media__camhb_cipro__1,-4.5354573979,-0.10454481600000001,-0.8085473925000001,-1.356589447
abx_media__camhb_cipro__2,-4.5902602497,0.255333733,-0.6566185415,-1.123683673
hot_tale__42c_ale3_30c__1,0.0767188838,0.5406485999999999,-0.2972959345,0.062207968
hot_tale__42c_ale3_30c__2,-0.3826637323,0.7837325930000001,-0.2195725935,0.01735881
hot_tale__42c_ale3_37c__1,-1.5050060505,-0.34063925700000003,-0.5696186825,0.43556652300000004
hot_tale__42c_ale3_37c__2,-1.2533083449,-0.5790860250000001,-0.4541359385,0.40063680300000004
hot_tale__42c_ale3_44c__1,-1.5110775961,0.42306975900000005,-0.3500089575,0.37188534300000003
hot_tale__42c_ale3_44c__2,-2.0123539418,0.5017831700000001,-0.28470102950000004,0.35534419300000003
hot_tale__hot_ale3_mid_30c__1,-1.8673977579,1.257213642,0.3942553905,0.739618883
hot_tale__hot_ale3_mid_30c__2,0.3008544951,1.3700868590000002,-0.0659628855,0.562500333
hot_tale__hot_ale3_mid_37c__1,1.2313285559,0.234526542,-0.37592070850000003,0.5847484430000001
hot_tale__hot_ale3_mid_37c__2,1.5895157267000002,0.561426253,-0.7309331565,0.18943374300000002
hot_tale__hot_ale3_mid_44c__1,-3.9874128836000002,0.47675488800000004,-0.3463582105,-0.071245341
hot_tale__hot_ale3_mid_44c__2,-3.0047812159,0.5000022670000001,-0.45953373550000004,-0.002275453
hot_tale__hot_ale3_30c__1,1.3056108789,1.504172773,-0.0103424585,0.515020333
hot_tale__hot_ale3_30c__2,1.6901702647999999,1.574686298,-0.49229588350000003,0.5286701730000001
hot_tale__hot_ale3_37c__1,2.1892728531,0.46534813500000005,-0.7107028655000001,0.349377103
hot_tale__hot_ale3_37c__2,2.0647232431,0.744790268,-0.6513421235,0.396319383
hot_tale__hot_ale3_44c__1,-1.3728852926,0.325739908,-0.8718263605000001,0.286434483
hot_tale__hot_ale3_44c__2,-0.172727564,0.279407621,-1.1157427505,0.302318703
hot_tale__hot_ale4_30c__1,-1.0838974712,0.47941927300000003,-0.5823677845,-0.059878781000000006
hot_tale__hot_ale4_30c__2,-0.7836588440000001,0.15289148200000002,-0.7539486235,0.027680622000000002
hot_tale__hot_ale4_37c__1,-0.6506070150000001,-0.259388978,-0.6179762765,-0.154360834
hot_tale__hot_ale4_37c__2,-0.8424203709,0.11358498,-0.5339656745,-0.04945323
hot_tale__hot_ale4_44c__1,-2.6337464494000002,0.5258672710000001,-0.7010732555,0.164713793
hot_tale__hot_ale4_44c__2,-2.5720264672,0.06639566200000001,-0.6202238545000001,0.075804102
hot_tale__hot_ale8_30c__1,0.9428656974,1.197578022,0.16221103550000002,-0.056768665
hot_tale__hot_ale8_30c__2,0.6422171136,1.314203905,-0.4069752715,-0.10699186200000001
hot_tale__hot_ale8_37c__1,0.29497525820000003,1.024597626,-0.5136201895,-0.007091699000000001
hot_tale__hot_ale8_37c__2,0.3358715302,1.09044026,-0.6439680415,-0.044047578000000004
hot_tale__hot_ale8_44c__1,-0.47786113220000004,1.127121085,-0.2634650485,0.07381628
hot_tale__hot_ale8_44c__2,-0.9207484005000001,0.9152984580000001,-0.3338045665,0.140506256
hot_tale__hot_ale9_mid_30c__1,-0.8298769777,0.012565735000000001,-0.2819764305,0.119931675
hot_tale__hot_ale9_mid_30c__2,-0.9593556511,-0.24763121000000002,-0.24367141450000002,0.10594186400000001
hot_tale__hot_ale9_30c__1,1.7088642638,0.706450193,-0.7072497545,0.057352916000000004
hot_tale__hot_ale9_30c__2,1.7520698373,0.518656667,-0.4723839855,0.174084083
hot_tale__hot_ale9_mid_37c__1,-0.1929920386,0.18790541600000002,-0.5505769205000001,-0.07088768
hot_tale__hot_ale9_mid_37c__2,-0.3195666985,-0.052815492000000006,-0.7303065685,0.028525377
hot_tale__hot_ale9_37c__1,1.3082359209,0.050250801000000005,-0.6114103835,0.032825572000000004
hot_tale__hot_ale9_37c__2,0.747103442,-0.182272297,-0.6493982645,0.037217243000000004
hot_tale__hot_ale9_mid_44c__1,-0.5593373805,0.453598276,-0.6487129025,0.286125693
hot_tale__hot_ale9_mid_44c__2,-0.388436418,0.32230098300000004,-0.4382190315,0.30561196300000004
hot_tale__hot_ale9_44c__1,1.0643909977,0.6113224540000001,-0.4988043185,-0.027297961000000003
hot_tale__hot_ale9_44c__2,0.8115598166,0.698966383,-0.40065794250000003,-0.086313521
hot_tale__hot_ale10_30c__1,0.5358336858,1.312981747,-0.2700829515,0.23749544300000003
hot_tale__hot_ale10_30c__2,0.3221942971,1.175815176,-0.2495756775,0.42203483300000005
hot_tale__hot_ale10_37c__1,0.0898102496,-0.022348224,-0.4493708005,0.06875389400000001
hot_tale__hot_ale10_37c__2,-0.1545292915,0.706976241,-0.4857599005,0.12083432100000001
hot_tale__hot_ale10_44c__1,-2.0636100913,1.000532866,-0.2604793525,-0.035753444
hot_tale__hot_ale10_44c__2,-1.4599689545,0.813903185,-0.4337126255,0.110043497
hot_tale__hot_ale16_30c__1,-1.9120239547,0.036949305,-0.2757462525,0.129309161
hot_tale__hot_ale16_30c__2,-2.4505296978,-0.0014491,-0.2430189965,0.251086443
hot_tale__hot_ale16_37c__1,-1.8516105423,-0.377507205,-0.5833245745,-0.022647861000000002
hot_tale__hot_ale16_37c__2,-1.8871152165,-0.221811633,-0.5801373875,-0.007290675000000001
hot_tale__hot_ale16_44c__1,-1.6261149188,0.29967222200000004,-0.4461733995,0.039920518
hot_tale__hot_ale16_44c__2,-1.7704943972,0.407848714,-0.7359574715,0.206041613
pdhr_ale__pdhR-13_51__1,-2.6765630913000003,-0.815727709,-0.2834184275,0.426042593
pdhr_ale__pdhR-13_51__2,-4.5849654272,-0.801771228,-0.2940161885,0.345369843
pdhr_ale__pdhR-14_46__1,-2.48161828,-0.8784209620000001,-0.0038996515000000002,0.413744223
pdhr_ale__pdhR-14_46__2,-3.4368859874,-0.568448658,-0.061627534500000004,0.374689043
pdhr_ale__pdhR-15_51__1,-7.119996642,-1.049313009,-0.2394829785,0.208151253
pdhr_ale__pdhR-15_51__2,-7.0764328462,-1.446915688,-0.3828630615,0.291227723
pdhr_ale__pdhR-16_49__1,-7.9905282963,-1.653487049,-0.1757411255,0.35863981300000003
pdhr_ale__pdhR-16_49__2,-5.31672995,-1.304305293,-0.4415153845,0.29102474300000003
tcs__del_atoC_LiAcet__1,-6.992305196,0.033214201,0.30904608650000004,0.372321163
tcs__del_atoC_LiAcet__2,-6.6702040758,0.139641142,0.5007803045,0.554500683
tcs__del_atoC_LiCl__1,-7.0881630066,0.094652834,0.5468561415000001,0.729717593
tcs__del_atoC_LiCl__2,-6.7069652615,-0.14508118,0.5471394105,0.8032040530000001
tcs__del_atoC_m9__1,-7.2685815363,-0.07339651600000001,0.4566033225,0.699493633
tcs__del_atoC_m9__2,-7.526420309,-0.328437109,0.5664241345000001,0.8078232030000001
tcs__del_baeR_etoh__1,-5.4484773266,1.897593497,1.6049951835,0.7253874130000001
tcs__del_baeR_etoh__2,-5.7353315387,1.9685217160000001,1.8764415195000002,0.8432000030000001
tcs__del_baeR_lb__1,-2.3665863932,1.229854348,0.2896710245,0.45295403300000003
tcs__del_baeR_lb__2,-2.30853842,1.337800767,0.2617035085,0.513648663
tcs__del_btsR_01xlb__1,0.0717087207,0.313608971,0.2357240045,-1.00432669
tcs__del_btsR_01xlb__2,-0.2083893877,0.28151299300000004,0.2826102525,-1.132510871
tcs__del_btsR_lb__1,-3.5336015009,1.429958636,1.9914128675,0.905930643
tcs__del_btsR_lb__2,-3.4113004678,1.475949465,1.8863069325000001,0.882795573
tcs__del_btsR_pyruvate__1,-0.7634371726,-0.030689841000000002,0.4181670275,-1.207481932
tcs__del_btsR_pyruvate__2,-1.0489292898,-0.047753948000000004,0.37791998450000003,-1.260247428
tcs__del_cpxR_etoh__1,-4.1438452484,1.3834652649999999,2.3974379855,1.209290043
tcs__del_cpxR_etoh__2,-4.1765413447,1.346265301,2.4568659215,1.196778413
tcs__del_cpxR_lb__1,-2.8055590508,1.685211677,0.5946752035,0.560846033
tcs__del_cpxR_lb__2,-3.257082044,1.508177166,0.7096933645,0.640789563
tcs__del_cusR_CuSO4__1,-2.9008255161000003,0.27950856900000004,1.3017883435,1.046254113
tcs__del_cusR_CuSO4__2,-2.915818068,0.576415318,1.4903620085,1.048489943
tcs__del_cusR_lb__1,2.5906287352,2.369367163,1.8695359535,0.995224693
tcs__del_cusR_lb__2,2.5143233284,2.288259018,1.7983885115,1.040602243
tcs__del_kdpE_01-kcl__1,-4.4561460922,-0.9665436980000001,0.0805501805,0.088105161
tcs__del_kdpE_01-kcl__2,-4.0820389517,-1.329429206,0.1371908285,0.12273579200000001
tcs__del_kdpE_115-kcl__1,-5.3161096341,0.18848548,0.4714033575,0.04519701
tcs__del_kdpE_115-kcl__2,-5.2294151333,0.503312658,0.5966280975,-0.003365355
tcs__del_phoB_m9__1,-2.4590185443,-0.41757188300000003,0.6235339905,0.731063943
tcs__del_phoB_m9__2,-2.8861765188,-0.49123792,0.4607890585,0.757859213
tcs__del_phoB_m9p__1,-3.7989911929,-1.825396672,-0.8487496125,-0.51730162
tcs__del_phoB_m9p__2,-3.693479867,-1.91927101,-0.7982622465,-0.48681598000000004
tcs__del_rcsB_etoh__1,-0.2128279211,4.07579607,1.5603842975000002,0.858421713
tcs__del_rcsB_etoh__2,-0.0204079295,4.052753481,1.8277916785000001,0.9214160130000001
tcs__del_rcsB_lb__1,-1.5236117051,2.11481843,0.7144581575000001,0.6655188230000001
tcs__del_rcsB_lb__2,-1.5920552666,2.325381816,0.7474413935,0.700550933
tcs__del_zraR_lb__1,10.7159876903,4.022760859,1.0657151195,0.536767573
tcs__del_zraR_lb__2,10.9048661372,4.039860516,1.1278705015,0.5696375730000001
tcs__del_zraR_zncl2__1,6.345225133,2.936946289,1.6025368075,0.833890483
tcs__del_zraR_zncl2__2,6.2986670034,2.986772283,1.5933095725,0.8158754130000001
tcs__wt_01-kcl__1,-7.8988815453,-1.161294325,0.6702198315,-0.04219238
tcs__wt_01-kcl__2,-8.4892212171,-1.412170076,0.6774590105,-0.041591509000000006
tcs__wt_01xlb__1,1.1694570568,0.8845424190000001,0.4157946085,-1.18682151
tcs__wt_01xlb__2,1.2982384968,0.8291180330000001,0.42957186950000004,-1.187464975
tcs__wt_115-kcl__1,-5.0767563692,0.387837933,0.3509837985,-0.09970663
tcs__wt_115-kcl__2,-5.1852115706,0.258679517,0.43476720750000003,-0.12142913200000001
tcs__wt_CuSO4__1,8.5401952143,3.531308351,1.5462635755,0.733850203
tcs__wt_CuSO4__2,8.4537186421,3.414968318,1.6057922905000002,0.730520613
tcs__wt_etoh__1,1.6433641862,4.1099369,1.2775805475,0.575463063
tcs__wt_etoh__2,1.1858688025,4.140099642,1.3987124085,0.539484413
tcs__wt_lb__1,-1.5736606586000002,0.7377521760000001,0.2706526445,0.9893765630000001
tcs__wt_lb__2,-1.4232595402000001,0.637441939,0.3809483495,1.092255943
tcs__wt_LiAcet__1,-6.7536089089,-0.28373615500000005,0.3557837095,0.649175273
tcs__wt_LiAcet__2,-6.7077500908,-0.033400387000000004,0.4833533755,0.406217943
tcs__wt_LiCl__1,-6.4316970885,0.11619701800000001,0.46052492650000004,0.574315623
tcs__wt_LiCl__2,-6.7800063781,-0.258584127,0.4144381575,0.6016396030000001
tcs__wt_m9p__1,-6.3910040006,-1.737244594,-0.4620884125,-0.395497808
tcs__wt_m9p__2,-6.5054717775,-2.233619633,-0.3457542095,-0.420119436
tcs__wt_pyr__1,1.1183085564,0.6654007660000001,0.4649747725,-1.287916309
tcs__wt_pyr__2,1.3376208525,0.9013086530000001,0.3948771085,-1.163147485
tcs__wt_zncl2__1,7.0683731267,2.034936522,1.1404162475,0.665530193
tcs__wt_zncl2__2,7.0488103444,2.090330944,1.1350479405,0.6831118230000001
ros_tale__1_112_0pq__1,0.4370806367,3.146546659,0.2304552185,0.040594261
ros_tale__1_112_0pq__2,-0.8810519386000001,2.490175236,0.3457798855,0.219280403
ros_tale__1_112_250pq__1,-6.0471584389,1.374735061,0.8687160335,1.110700303
ros_tale__1_112_250pq__2,-5.4920847358,0.8324787950000001,0.6126844755,0.843117993
ros_tale__1_112_750pq__1,-6.0816993166,0.5530458810000001,0.6901833885,0.9049245530000001
ros_tale__1_112_750pq__2,-5.8279275213,0.5545107840000001,0.5717049885000001,1.048487963
ros_tale__1_112_750pq__3,-5.8983213479,1.581795449,0.4736385265,0.7018120830000001
ros_tale__3_76_0pq__1,3.8535451412,0.8000571310000001,-1.5024312985,0.40668794300000005
ros_tale__3_76_0pq__2,3.6991845064,0.7446125,-1.5284607395,0.36532405300000004
ros_tale__3_76_0pq__3,3.6793566651000003,0.7499622680000001,-1.3741622035,0.389190503
ros_tale__3_76_0pq__4,3.7309418549,0.9720656,-1.2341685085,0.43728822300000003
ros_tale__3_76_250pq__1,-3.9988651621,2.404182586,-0.9698991945000001,-0.610562742
ros_tale__3_76_250pq__2,-2.8083744091,2.74287026,-0.8352170695000001,-0.773419076
ros_tale__3_76_750pq__1,-3.8642265326,3.628336263,-0.45140712850000003,0.051653856000000005
ros_tale__3_76_750pq__2,-3.5645119507,3.855251597,-1.0148693005,-0.9425002680000001
ros_tale__7_103_0pq__1,-3.1446271068,0.154472195,0.3014534645,0.7026568830000001
ros_tale__7_103_0pq__2,-3.9789352343,-0.654818514,0.3284863125,0.947477173
ros_tale__7_103_0pq__3,-3.5950936329000003,0.17237796500000002,0.3409718385,0.7939082030000001
ros_tale__7_103_0pq__4,-3.8682790845,-0.304841857,0.3885613245,1.056964733
ros_tale__7_103_250pq__1,-3.2863612644,1.221221967,-0.34402885650000004,-0.24247490100000002
ros_tale__7_103_250pq__2,-4.4578335189,1.244930738,-0.042506932500000004,-0.20438087800000002
ros_tale__7_103_750pq__1,-3.2276272008,1.174552526,-0.21150498350000002,0.088597729
ros_tale__7_103_750pq__2,-3.0054319067,1.095946793,-0.2398214055,0.14973729300000002
ros_tale__9_77_0pq__1,-2.1680147112,2.821578888,-0.7668289525,-0.7757600000000001
ros_tale__9_77_0pq__2,-1.9880676867,3.030345282,-0.5043794645,-0.573824628
ros_tale__9_77_250pq__1,-3.8915221635,2.160963061,-0.2792158145,-0.910153037
ros_tale__9_77_250pq__2,-4.0669510684,2.436284917,-0.3277007965,-0.9544832510000001
ros_tale__9_77_750pq__1,-3.015877905,2.598606054,-0.7968517255,-0.588176502
ros_tale__9_77_750pq__2,-3.4774405178,2.533093977,-0.7173225455000001,-0.8824148350000001
ros_tale__11_83_0pq__1,-0.0537180612,1.393527487,0.5185488775,0.767703793
ros_tale__11_83_0pq__2,-0.21209844360000002,1.7274894280000002,0.5934949235,0.727341753
ros_tale__11_83_250pq__1,-0.6842022072,1.350120012,0.3472741055,0.616797033
ros_tale__11_83_250pq__2,-1.037917613,0.897873479,0.4671805155,0.8796841830000001
ros_tale__11_83_750pq__1,-1.6740435408,0.882594112,0.5882728245000001,0.9722065830000001
ros_tale__11_83_750pq__2,-1.8585202253,0.7934185490000001,0.6004898745,1.096863553
ros_tale__13_87_0pq__1,-5.1854543371,0.7751394930000001,-0.2912176205,0.40261139300000004
ros_tale__13_87_0pq__2,-4.9222375067,1.018041878,-0.5463384605,0.201186783
ros_tale__13_87_250pq__1,-5.1582114213,1.235914661,-0.2303263785,0.613315693
ros_tale__13_87_250pq__2,-5.5493497619,0.92267595,-0.0728662965,0.806008833
ros_tale__13_87_750pq__1,-4.9077475937,1.3288611,0.1001061245,1.099164733
ros_tale__13_87_750pq__2,-4.8803625623,1.804529386,-0.0063415805,1.124829123
ros_tale__14_27_0pq__1,-3.6716049669,1.16426509,-0.13261670150000002,-0.037079376000000004
ros_tale__14_27_0pq__2,-4.2700147634,0.997217655,-0.2580028475,-0.11367244900000001
ros_tale__14_27_250pq__1,-4.8576006346,0.67229207,0.2156120175,0.407816973
ros_tale__14_27_250pq__2,-4.6346711077,1.05985768,0.1305384375,0.321498873
ros_tale__14_27_750pq__1,-8.2397712403,0.6172179950000001,1.2411239075,0.963881143
ros_tale__14_27_750pq__2,-9.0558221258,0.253439613,1.4438509955,1.226371643
ros_tale__16_28_250pq__1,0.8766395691000001,-0.509790115,-0.8478957075,0.654686623
ros_tale__16_28_250pq__2,0.9979745847,-0.6168683460000001,-0.6866170185,0.625724853
ros_tale__16_32_0pq__1,-3.7031728177,0.5240020870000001,0.5182463665,1.494979073
ros_tale__16_32_0pq__2,-4.3630239815,0.785820983,0.46131318450000003,1.442336843
ros_tale__16_32_0pq__3,1.6721268116,-0.077469806,-0.7240274875,0.607936503
ros_tale__16_32_0pq__4,1.6684989234,-0.050575144,-0.8333332935000001,0.622877623
ros_tale__16_32_250pq__1,0.651252272,-0.141226402,-0.9343573835000001,0.496195963
ros_tale__16_32_250pq__2,0.1890246304,-0.253426669,-0.8712835395,0.602191523
ros_tale__16_32_750pq__1,0.9203551332000001,1.024773078,-0.5203714535,0.625901413
