,A,AcrR,OmpR,FliZ,ihfB,HdfR,rcsB,Crp,LrhA,QseB,Fur,YjjQ,hns
abx_mega__rif_dmso__3,-0.09773416780000001,-0.9737700473,0.0499241028,-2.2560026482,0.6829585180000001,0.3270198428,-0.48884406680000003,-1.3897674496999999,0.033103552,-0.5480508201000001,0.144184582,1.3352509035,-0.2585618173
abx_mega__van_dmso__3,-1.9887814558999999,-1.2636738744,0.970563084,-2.3216059006,0.9236742301,-0.534621844,0.0611810619,-0.94657928,0.8527679069,-0.4454537019,1.3811692108,1.6492068041999999,1.1449067451000001
abx_mega__doxo_dmso__1,-3.3762361461,-1.3799787984,0.2354784533,-1.5089800009,-1.7925095215,-0.91744485,-0.49681002960000004,-0.11358356480000001,-0.4527352103,-0.8509094445000001,-0.114163683,-1.0970291627,-0.10031158700000001
abx_mega__tmp_dmso__1,0.31263807990000003,0.1098290973,-0.12300879810000001,-0.6424534597,-1.0856227286,-0.3458438572,-0.3468336383,0.2090437913,-0.3261808813,-0.1059464004,-0.011465710300000001,-0.5209157375,-0.7813179918000001
abx_mega__ethanol-10__2,-0.0443536192,-1.2361750991,-0.15887796040000002,0.18363056530000002,-1.5969538419,-0.251910621,0.25837298810000003,0.156288703,-0.34536178840000004,-1.5328491254999999,-0.5847029634,-1.1990907058,-0.3833516295
abx_mega__tmp_dmso__2,-0.0072292319,0.1115661591,-0.2950327203,-0.5437951596,-1.1365814194000001,-0.37542982480000003,-0.38010313160000003,0.1914919696,-0.4453244517,-0.24610427470000001,0.055385097200000004,-0.9695199521000001,-0.9761935114
abx_mega__amyc-d_dmso__5,-0.9445129976000001,-0.6831731153,-0.12181085,-2.85537669,0.9335471945,0.3898909202,0.2413626441,-1.6521756011000002,-0.0400595164,-0.2302746471,0.9606707476,1.4985288939,0.8141585597000001
abx_mega__novo_h2o__4,-4.7343524715,-2.8010891988,-1.2088695953,-0.4674176111,-0.9001345086,-2.0045315178,-0.7911374723,-0.2527058608,-0.0720452594,-0.3852171753,1.2914517682,0.5820177787,-1.210879706
abx_mega__cro_h2o__2,1.4721804966,-1.8125659611,-0.3427578203,-0.0723936322,-1.5787237146000002,0.0290870618,-0.1952157044,-0.30657057660000003,-1.4053904261,-0.7283911204,-0.2855045002,-2.0154097472,-0.4207264389
abx_mega__cro_h2o__3,0.5770262468,-1.4043219125,-0.1827317372,-0.4480011884,-1.5363409356000002,-0.0832197645,-0.609664885,-0.2669976047,-1.7436567526000002,-0.3296355308,-0.638620278,-1.3485940771,-0.1412390832
abx_mega__gen_h2o__2,-2.8177119107,-1.6721482695,1.1166449256,-2.167161905,3.3245249795,1.1207114354,-0.4692679061,-1.0307723459,-1.1886026277,1.053646384,-1.5132484745,0.9593543787000001,0.1566361058
abx_mega__phos_h2o__4,-1.5770761413,-1.5589228997,0.6435918607000001,0.6280308407,1.3672523569,1.0287828114,-1.0053174348,-0.0309958632,-0.9568911642000001,1.1284420341999999,-1.9652494854,-2.0154097472,-1.6472988531000001
abx_mega__metro_dmso__2,0.39334328820000003,-0.2731603971,0.062164166800000004,0.3715130968,-0.2511288672,0.10515253370000001,0.31112856780000003,-0.3804310446,-0.34997052500000003,0.5952353053,1.2542890818,-0.5578222243000001,-0.5546784583000001
abx_mega__ery_h2o__2,3.7359879348,-0.2472962098,-1.2670821801,-1.3674934092,-1.2241393744,-4.748585048,-1.3600508932,-2.3462003852,0.2080930799,-0.12994352850000002,0.7876454059,0.6079847736,1.4076440849
abx_mega__sacet_h2o__1,0.3381350541,-2.1020599288,-0.2765149645,-4.1396324298,2.2712715973,1.3189805466,1.0085622395,-0.6041545277,-0.9294804317,-0.10425869900000001,0.8906258525,-1.0036803773,-0.4974307236
abx_mega__nal_naoh__5,-1.21924415,-0.10689521510000001,-0.1831066381,-0.33899609740000003,-1.1236160881,0.3879176421,-0.2640458865,-0.054980210200000004,-0.2947063882,-0.6585912147,0.2089985611,-1.1082783282,-0.6138928318
abx_mega__bacit_h2o__4,-4.5490727977,-1.2296205576,0.2993053109,-1.4393239767,0.16848949670000002,-0.0010385554,0.6846513714,-0.7076949831,-0.5212729589,-0.2296235479,0.5213602361,-1.2719839514,1.2101434685
abx_mega__cip_naoh__3,-0.5542227146,-0.37791388470000004,-0.23724329100000002,-0.4572722638,-1.2601444012,0.7326217512000001,-0.27457069230000003,0.1102525246,-1.2206675973,-0.2131533119,-0.018460327500000002,-0.60112379,-0.9458503599
abx_mega__ethanol-8__1,-0.4852919732,-0.7975172785,-0.1041521138,-0.9878976726,-1.4558741109,-0.0323768318,0.31500135900000004,-0.0590977866,-0.5335072459,-0.3703311682,-0.1647844436,-1.5397974939,-0.0662886848
abx_mega__h2o-8a__1,1.1169532655,-0.1095332942,-0.17263219,-0.057919253000000004,-1.5760854295,-0.13561411610000002,-0.13889101980000002,-0.22081801820000002,-0.9225473954000001,-0.15448985410000002,0.0016327890000000002,0.15670303,0.368483396
abx_mega__ery_h2o__3,4.3422003829,-1.0017031225,-0.6783684845,-0.9059199235000001,-1.4715961776,-1.6459949482,-1.1399060122,-2.3057897995,-0.44331564030000004,-0.9527106887000001,0.8165281951000001,-0.2647600815,1.6497301401
abx_mega__flavo_dmso__2,1.3536403725000001,-1.8220452857,-0.0258698054,-0.0418427398,-1.5589412839999999,-0.14757850960000002,-0.24371989530000002,-0.3165443482,-1.4525544167,-1.4015507697,-0.3342762494,-1.0360308314,-0.4935531869
abx_mega__rif_dmso__4,-0.9472297971,-1.2661873314,0.1123414239,-1.9003735265000001,0.3994912939,0.39590022950000003,-0.4775378749,-1.5399098517,0.040930187,-0.1375356617,-0.0047591478,1.0242876005,-0.1927104984
abx_mega__novo_h2o__5,-3.4808863504,-2.9764559396,-1.1501001018,-1.3002525699,-0.9678017240000001,-3.9309720134,-1.7118570858000002,-0.3411830033,0.0140364367,-1.7762831797,0.7615916478,-0.9016009519,-1.5963441003
abx_mega__teix_dmso__5,0.5888187868,-0.7007413616,-0.09638969600000001,-0.0090669077,-0.9608040567,-0.2911426809,-0.0598809391,-0.0340696975,0.0079447584,-0.1155115218,-0.23131398720000002,-1.2262436573,-0.5282387860000001
abx_mega__naoh-2__1,0.2355523868,-2.1089981456,0.4013388826,0.1985228637,1.2447894583,1.1936191052,-0.4052864474,-0.31705369640000003,-1.3251507105,0.9274859367,0.6436264924,-1.0747518931,-0.9920622973000001
abx_mega__novo_h2o__6,-2.441163989,-3.1264952855,-1.3151295487999999,-1.3156570373,-1.191436742,-3.9324671266,-1.4593646224,-0.5697764494,-0.2192008574,-2.5255858289,0.7703477697000001,0.1505813714,-1.6064739720999999
abx_mega__ctx_h2o__3,1.5159664662,-2.1237990837,0.043956751200000005,-0.4149296213,-1.9337324817,-0.0662505817,-0.610064783,-0.31765341210000003,-1.6028610596,-1.0749239346,-0.5006761838,-2.0154097472,-0.44548403010000004
abx_mega__rach_dmso__3,1.2845755442,-2.3898908739999998,0.3913643188,-0.24544042270000002,-1.1366547883,-1.081391546,-0.5003799224000001,-0.25011430100000004,-1.1827399655,-1.1177208106,-0.2285719789,-1.6385104924,-1.1412490475000001
abx_mega__valin_dmso__2,-0.9019010115,-0.7232979181,-0.016725366800000002,-0.7259468871,-0.7399595053,0.3396679106,-0.1628824402,-0.8373204843000001,-1.2126468681,1.094145114,0.1261078601,2.2785415163,-0.2908981184
abx_mega__amyc-d_dmso__6,-1.2987981849999999,-0.9024518661,0.4807888792,-2.0187565297,0.923138631,1.2305219326,0.8788865643,-1.2728116676,-0.6034962892,-0.37128284,1.5005765341,1.6161644230999999,1.5103860035999999
abx_mega__dox_dmso__2,-1.9263454401,0.152935067,0.2203089252,-0.27780351810000004,-0.6534829936000001,0.2339912654,0.10188744500000001,-0.025511662,0.0598791315,0.6317235304000001,0.49058279860000004,0.8632500083,0.3167035141
abx_mega__teix_dmso__6,-0.4072200777,-1.33264535,-0.3267816206,-0.3428818138,-1.1495585992,-0.3227698002,0.0220351497,0.1480773849,0.0460310691,-0.8204403122,-0.5617845917000001,-1.7922526966,-0.6330348309
abx_mega__naoh-6__2,-0.2037606552,0.1219648601,0.1430608821,0.2934399706,-0.3206835072,0.2193657584,0.1042984764,0.1439389809,0.08295656530000001,-0.17086725700000002,0.28859365800000003,-0.5172329154,0.07720167730000001
abx_mega__inh_h2o__2,-1.2487139229,-0.6588409292,0.7818423893,-3.0996293374,-0.8808770448000001,0.9106265394,1.6690300115,0.0779751018,-0.5755770482,0.1250223047,0.49805841980000004,-0.4534072699,0.7627488997
abx_mega__chl_h2o__3,3.3870256525,-2.158245091,-1.5665836876,-2.979639997,-2.0232756272,-1.8959068161000001,-0.7462975896,-2.8414442095,-0.1726166619,-2.0474916498,-0.7357423173000001,0.6721114929,0.2124759349
abx_mega__nal_naoh__6,-0.9025611497,-0.08693880970000001,-0.1235610792,-0.2488361346,-1.1867332256,0.5724751945000001,-0.2561679216,0.0426535923,-0.3402696888,-0.6521511129,0.1905704846,-0.405607784,-0.5871436333
abx_mega__chl_dmso__2,-1.3765591817,-0.7366878861,1.0408393412999999,-2.3852818131999998,-0.9006154946,0.19098228990000002,0.0376951013,-1.6022828696,0.24308693990000002,0.633244927,0.4894669426,0.8526740499000001,1.3294801396
abx_mega__rach_dmso__4,-0.17968840830000002,-2.4815978717,0.0940021038,0.1910102699,-1.631366638,-0.5942398925,0.0376989069,-0.0800003088,0.1325056917,-0.7864935694,0.0464077509,-0.1372294591,-1.4197035738000001
abx_mega__teix_dmso__7,0.1632499108,-0.8013651854,-0.1258983222,-0.036463504,-1.033868219,-0.1958288448,0.22803191960000002,0.0001683552,-0.0753179592,-0.6623303232000001,-0.1638455209,-1.5300341888,-0.6108595821
abx_mega__ceru_ethanol__1,-0.9798594217000001,-1.9367043399,0.0025046124,-0.8707349821,-0.7600665551,0.7715096066,1.1473217454,0.1315329539,0.060628267900000005,-0.2428745311,0.2652531168,0.9900861063,0.2242706458
abx_mega__dmso-7__1,0.9512335771,-1.0493569952,-0.1115132005,0.39644299200000005,-0.4911206664,0.49923957680000003,0.2067303016,-0.1486598298,0.4612671391,0.0055837888,-0.0643523617,-0.8239616336000001,-0.35666103660000004
abx_mega__naoh-6__3,-0.035028609100000004,0.2142296525,0.2377957947,0.357894368,-0.30821672310000003,0.3237173195,0.17038699200000001,0.232671539,0.0423571809,-0.2865016025,0.4487898696,-0.5225443496000001,0.0738984884
abx_mega__phos_ethanol__2,0.8078964181,-0.36961555230000004,0.2278134453,0.30240131670000003,-1.1953659872,0.1979847298,0.17986766980000002,0.2168248136,0.1852650236,-0.3681241555,-0.1239980744,0.0447602769,-0.433145702
abx_mega__metro_dmso__3,1.8513421523,-0.19417782790000002,0.2215955597,0.4065183956,-0.137280135,0.3554135376,0.26920249900000004,-0.3791651303,-0.0962911067,1.0414876006,1.3081476157,1.0517917483,-0.6412482763
abx_mega__van_dmso__4,-1.4386758542,-1.4827100508,0.8845041095,-2.2230310181,1.2171043994,-0.5547186204,-0.0732952799,-0.8353134788000001,0.7071572089,-0.6772196869,1.4076040301,0.1047077104,1.1447981062
abx_mega__h2o-10__1,0.0182231585,-0.9680758704,-0.1091813461,0.4197516042,-1.5275886062000001,-0.6696014757000001,0.0109278966,-0.0202364792,-1.3455326452,-1.0670873122,-0.5370945714,-0.2447084586,-0.6626112262
abx_mega__h2o-10__2,0.3518095446,-1.4438924302,0.2458473521,0.27261994300000003,-1.9308061206,-0.5045526628,-0.056357022300000004,-0.0607073754,-1.0430180126,-1.3487045066,-0.6547982996,-0.0434813735,-0.8352204546
abx_mega__dmso-6__3,0.22727989010000002,-0.3842740774,0.08007219460000001,0.12147280120000001,0.33441959600000004,0.2264042792,0.0131951002,-0.2527744328,0.37231635490000003,0.7105327612,0.44247998860000004,-0.1404747493,-0.07028935430000001
abx_mega__mem_dmso__1,0.5956278244000001,-1.2562142655,-0.5219775286,-0.1079874895,-1.6562199957,0.0849417627,-0.2874357758,-0.1981004934,-1.2429536452,-1.0742288079,-0.6125086075,-1.2714208642,-0.7804220612
abx_mega__ethanol-8__2,0.2260504643,-0.8509584067,0.0806817422,-1.3506261458,-0.9106399612,0.7018729183,0.27453637470000003,-0.021523506600000002,-0.1890888137,0.2391850242,-0.20422094540000002,0.0211863562,0.18569160680000002
abx_mega__chl_h2o__4,4.0119042326,-1.9411107678000001,-1.5549689243,-2.3509419834,-1.9080504914,-2.0756435282,-0.6869531291000001,-2.6700349591,-0.15335428850000002,-2.0567050833,-0.9583442195,-0.3879232266,0.3072247456
abx_mega__van_h2o__1,-1.1962316995,-0.6892415023,-0.6557830738,-0.7674267516000001,-0.9515812199,-0.2950177509,0.4329179892,-0.9103162108,-1.2032724308,-0.1649561387,0.1071730481,-0.8874400247,1.2287761301
abx_mega__dcs_h2o__1,0.250899694,-0.7524686657,-0.1371540394,0.365407288,-1.2671154485,-0.2085195739,0.2446024339,0.0943710534,-0.1172621041,-1.1115039322,-0.3003964322,-0.25004687340000004,-1.1055211989
abx_mega__rif_dmso__5,-0.5813064258,0.2953348089,0.2649971947,-0.5055140204,-0.0163777134,0.4953060453,0.030424287100000003,-0.1829334597,0.7514148103,0.2593106355,0.2357032725,0.8961623995,0.2912144672
abx_mega__dox_dmso__3,3.2615872962,-0.2584492655,0.5773565583,0.2856674088,-1.1819124107,0.159308254,-0.1175255904,-0.3972091841,-1.2833727329,-0.1224695194,0.0693949259,-0.4168567126,1.3067637903
abx_mega__mem_dmso__2,0.9635160119,-0.3272921863,-0.37502383240000003,-0.479906885,-0.8976499983,-0.2049438123,-0.2159868402,-0.2638287498,-1.8151335308,0.038394736900000004,0.0371632972,-0.6220463867,-0.2170952891
abx_mega__lvx_dmso__2,0.7973556931,-0.3763915443,-0.024376345400000003,0.0712851904,-0.7905816784,0.31377107390000003,-0.1798761438,0.0417388443,-0.8197567507,-0.5176330167000001,0.0265961863,-0.6490561093,-0.3402805357
abx_mega__tet_h2o__2,3.1639931275,-0.3888307474,-0.7126020142,-1.9753799322,-0.8527907562,-0.8040315768,-0.6197831825,-2.2693012292,0.8510011671000001,0.36716620240000003,0.3036734732,2.6333836491,0.3449596163
abx_mega__phos_h2o__5,-1.0936362657,-0.4768126543,0.6290355621,0.9219050390000001,1.3728449627,1.0962033377,-0.5473232619,-0.1972134109,-0.4879437957,-0.2497160803,-0.4648872027,-2.0154097472,-0.9369939924
abx_mega__monac_dmso__1,-1.5803777629,-3.1955874005,0.8041986728,-1.3468475501000001,0.5807675425000001,-0.0644116832,0.8756667146,-0.8663395759,-0.7206009534000001,-1.3113265081,1.1538115976,-0.1460285306,0.3006550652
abx_mega__str_h2o__3,-1.4436982593,-1.7641037607,-0.32911948220000004,0.2256753032,-1.8941859509,-0.1811292098,-0.0561028469,0.1259657223,-1.117128619,-2.736123111,-0.9291934891,-2.0154097472,-0.6110272034
abx_mega__zeocin_h2o__2,-3.4304762857,-0.8604119224000001,0.3486612276,-0.0691565241,0.3180122541,1.2086636028,-0.5620122805000001,-0.6476176532,-0.6431935483,2.454084192,-0.570691755,3.9282022375,-0.9274980556
abx_mega__amyc-d_dmso__7,-1.3854216094,-1.1258326592,0.3826837373,-2.3479712186,0.8686363537,0.8754774397,0.8349774226000001,-1.42088019,-0.1311543718,-0.5110480918,1.6509193769000001,1.4218154865,1.7269776488000002
abx_mega__fidax_dmso__1,-0.9202566434,-0.4294616564,-0.09237759820000001,0.0087028444,-0.8441132099,-0.0074392731,0.1777920002,0.007690172800000001,-0.1411822402,-0.9360714871,-0.1991500789,-0.4963925569,-0.5350652901
abx_mega__h2o-1a__1,-0.0394233147,0.0424671677,0.0458094748,-0.0626134158,0.0625105212,-0.1420981898,-0.044733907,0.0575483496,-0.0055163701,0.039747242200000005,0.0154779333,0.40891983660000003,0.09109035780000001
abx_mega__dox_dmso__4,-0.6364120079000001,0.2141830932,0.6435319998,0.36704257560000003,-0.8835196625,0.2622473491,0.2412263362,0.2665585241,0.007850845,0.0651186602,0.3500808745,0.4671612647,0.6757333899
abx_mega__lzd_dmso__2,3.6721458984,-0.7223061504,-0.5521572992,-0.706115221,-1.2250992002,-1.1578801954,-0.4591168067,-1.9463157999,-1.3370881916,-1.102798644,-0.0752501554,-0.1765053527,0.7648344667
abx_mega__tet_h2o__3,2.9938327373,-0.27600113530000003,-0.6619563359,-0.8130634488,-1.2535987095,-0.530895126,-0.44412845510000004,-1.5689931018,-1.2267988325,-0.1369144293,0.1823640506,-0.2793665548,1.9739008520999999
abx_mega__dmso-1__2,1.5589208774999999,0.378119032,-0.17861279830000001,-0.3540265952,-0.15609256470000002,0.3711622999,0.1386792195,-0.0638843971,-0.2619803415,0.3010031501,0.22165850820000002,0.055618593300000005,-0.3114816063
abx_mega__sxt_dmso__2,2.0304789076,-1.1828872397,-0.3790188237,-0.319712059,-0.5219061525,-0.0683872123,-0.47760707280000003,-0.6176702001000001,-1.0875612223,-0.2853793845,0.3020195341,-0.2222373347,0.1444757966
abx_mega__tric_ethanol__2,0.08249057300000001,-1.5926648232,0.40715833760000003,-1.1120095257,-0.6248932219000001,0.6963706338,0.9573107503,-0.058214080700000004,-0.3728201047,-0.2668644328,0.097195029,-1.2287714338,0.5993323859
abx_mega__teix_dmso__8,-0.0129532362,-0.0145678995,-0.5044525133000001,-0.507126293,-0.8532571789000001,-0.7242263356,-0.36753592630000004,-0.3208467193,-1.4733389036,-0.6921393248000001,-0.2056130554,-0.6876403979,-0.6169352458
abx_mega__ramo_h2o__2,-2.3154455625,-1.6033986537,0.2181583798,-0.41745101490000003,-0.8440673101,-0.36610535,0.6971643186,-0.3043319677,-0.8331081519,-0.8917449742,-0.3920706658,-0.6787226112,0.4505654565
abx_mega__inh_h2o__3,-0.36544419570000003,-1.1343539307000001,0.18850879510000002,-0.0018033885000000001,-1.6423178196000001,-0.49661822380000004,0.1526034496,0.2263080572,-0.24990333150000002,-1.0266504681,-0.5587581914,-0.2978848438,-0.9056669952
abx_mega__cst_h2o__3,-0.7353353942,-0.1888077709,-0.24667128160000001,-0.3268088257,-0.7419004346,-0.0896232305,-0.08942992820000001,-0.6604587882,-0.4638247801,-0.35180821300000004,0.1130672716,-0.4253430219,-0.2557922664
abx_mega__dmso-9__1,0.6122603534000001,-0.35124236610000004,0.3711895718,-0.0474623699,-1.0228097095,0.5563600719,0.083221551,0.1652363888,-0.3805847577,0.6032930909,0.16881575040000002,-0.20440137790000001,-0.1750304766
abx_mega__ethanol-8__3,0.026418651300000002,-1.2430555598,-0.0420910148,-0.5647240072,-0.8209870645,0.36550913430000004,0.3968750205,0.073808526,-0.10953609680000001,-0.7339538122,-0.6207653771,-0.47474248410000003,-0.13199657380000002
abx_mega__monac_dmso__2,-2.2644291738,-3.4997968643,1.0667573121,-1.7755475748,0.5544799185,-0.060692240200000004,0.6097671441,-1.4421129371,-0.6407127643,-2.2896716123,1.4680549083,-0.8521793347000001,0.6332512447
abx_mega__dmso-9__2,0.5124958139,-0.2715346388,0.0624818491,-0.0740367488,-0.6908904131,0.3756322371,0.0103992908,0.0124821121,-0.2403639571,0.0748669183,-0.0448960912,-0.4474584428,-0.08344082400000001
abx_mega__metro_dmso__4,-0.5835022614,-0.3709045161,-0.0796687595,0.1307398746,0.11122089040000001,0.5171050926,0.40847255130000004,-0.0624036472,-0.2154325319,1.1095581692,1.2286839221,1.3422105796000001,-0.5125373796
abx_mega__ctx_h2o__4,0.9821267693000001,-1.3578952775,-0.13437515690000001,-0.1200287127,-2.1413952496,-0.1393726924,-0.46629688890000004,-0.3304413054,-1.6845758678,-0.8656407582000001,-0.4490090364,-1.3731351136,-0.7661698545000001
abx_mega__zeocin_h2o__3,-2.6551757651,-1.2057591061,0.2071710265,0.40978410870000004,0.6797201304,1.93119686,-0.9496005192,-0.8187488844,-0.6454916474,2.4790859777,-0.7208105544000001,4.2815147597,-1.018450679
abx_mega__bacit_h2o__5,-4.8013106799,-1.2894557466,0.15586630740000001,-1.2568144443,-0.0813581815,0.339397857,0.6526870678000001,-0.6212632720000001,-0.6646784977,1.0123897988,0.3947796242,2.3714080373,1.0728512748
abx_mega__reta_dmso__1,4.9035250209,-0.8331750543,0.2223308223,-0.4486225251,-0.8155494813,-1.7629423282,-0.1431541809,-2.0377494386,-0.726639443,-0.5365676476,0.2956843415,0.5268521054,1.9625338574
abx_mega__ery_h2o__4,4.2180017095,-1.4377926654,-1.2048250048,-2.7318125279,-1.0687696929,-1.7821071606,-1.0220243683,-2.3919325405,1.3138211531000001,-0.2901183744,0.42789014810000003,2.6576419121,0.9587686390000001
abx_mega__ceru_ethanol__2,-0.0249010487,-0.19496493480000002,0.4835099943,-2.3731000759,0.3147754193,0.9530338539000001,1.336866731,-0.2507206522,-0.3410803,0.803445873,0.8442368139,1.2684222179,0.9137308284000001
abx_mega__fidax_dmso__2,0.0364594679,-0.5494858873,-0.0161438058,0.0470500895,-0.7102352016,0.0870996971,0.0561216734,0.07346573220000001,-0.0241544895,-0.4698124809,-0.3721850478,-1.4428524747,-0.40211033360000004
abx_mega__novo_dmso__1,-1.4339271976,-0.5936321053,-1.0907774618,-0.1513770067,-0.8855864517,-2.9651724191,-0.3682563803,0.3143882568,0.5290549465000001,-1.242672542,1.337922803,-0.1126578662,-0.9943194997
abx_mega__naoh-6__4,-0.2375008419,0.116912838,0.1599874239,0.2112592419,-0.3273901919,-0.0879902068,0.0588950513,0.1617989176,0.0374734311,-0.6136261717,0.29294730900000004,-2.0154097472,0.0767751608
