,A,PdhR,ArcA,Fis,Fnr,GadE,Crp,CusR,Cra,Fur,HprR
SRX7656052,-7.4906179107,-0.6860743659,-0.2859039242,1.254208742,-0.3449538552,-0.4433594384,-0.291745723,0.3105551488,-0.392951052,0.1338689625,-0.2732250569
SRX7656053,-5.4839749693,-0.35173288410000003,-0.337610083,1.2982639862,-0.3120295367,0.3203672689,-0.2070583333,0.4307892307,-0.4157214896,0.3712180808,0.0374827945
SRX7656054,0.0173967312,-0.6088496872,0.4890997312,-0.2205759253,-0.027405716700000003,0.0087386545,-0.28640995810000003,0.050519645700000004,0.2176369463,0.08590159950000001,0.4606911587
SRX7656055,-0.9795523083000001,-0.7885838147,0.5009889858000001,-0.07140963830000001,-0.0465774128,0.3327751346,-0.2561673142,0.09049901190000001,0.1072133666,0.1618007347,0.6656940945
SRX7656056,-0.4230612515,-1.0155951149,0.5543321488,-0.1212933795,-0.011465278800000001,0.3656458312,-0.2033869971,0.3351934843,0.1286123824,0.2301436571,0.7882770742
SRX7656057,-0.1915740693,-1.3526382111,0.6101591093000001,-0.29501169050000003,0.1627377317,-1.49735492,-0.191489569,-0.09527557760000001,0.22614742710000002,0.27031811170000003,0.9095029811
SRX7656058,-0.0934406718,-0.8540260102,0.4789740021,-0.0584969476,0.1185396816,-0.0622808616,-0.29996488930000004,0.24370060940000002,0.38189227340000004,0.315713524,0.8640185954
SRX7656059,-0.3221563076,-0.5911254321,0.5165466381,-0.08829609420000001,0.0651542921,-0.2773869178,-0.2739975689,0.2259654834,0.17133579540000002,0.054044879600000005,0.5419236596
SRX7656060,-1.0393525521,-1.1704756861,0.4417161377,-0.3679409934,-0.0607674478,-0.2030371929,-0.2739867065,0.1388620481,0.1468243774,0.2037969311,0.4261429808
SRX7656061,-0.4298399104,-1.0130969395,0.4526815122,-0.1709784298,0.057061250800000005,0.2323229792,-0.1411955001,0.1258602641,0.3736224957,0.2486948028,0.8298280642
SRX7656062,-0.6227245308,-1.1578450456,0.5544041639,-0.2072579834,-0.0643940694,-0.341084614,-0.3968922552,-0.0853909534,0.0599994098,0.35357007020000003,0.7256695373000001
SRX7656063,-0.6939634221000001,-1.5636945005,-0.0884834688,1.7431673194,-1.1116646146,-1.6461892151000002,-0.7714632805,0.23029851710000002,0.0650839,0.44694106400000005,0.6885066686
SRX7656064,-0.7192664351,-0.8993155347,-0.0741714435,1.5665725996000002,-1.0265227505,-1.599386776,-0.9445177907000001,0.121672423,0.07327022820000001,0.40882101740000004,0.2749948434
SRX7656065,-0.6127389393,-1.2219077127,0.0417403135,1.3599097557,-1.3311193672,-1.4916779363,-0.6936953239,-0.09550664980000001,-0.1169926317,0.610208128,0.4438940417
SRX7656066,-2.6465118796000002,-1.247186538,1.2348558833,-0.2059937966,-0.4733856206,0.46507292570000003,-0.2741151042,0.0334613187,0.2718133273,-0.0954137198,0.007040354
SRX7656067,-2.6619483201,-0.8962706353000001,1.1375740396,-0.0573683113,-0.24088744950000002,0.7010369207,-0.2107467671,-0.0070555456,0.226503942,0.0080439766,-0.19789126640000002
SRX7656068,-2.6148286429,-1.0872667676,1.0816160664,-0.029702757000000003,-0.28051081510000003,0.302093995,-0.2945587492,0.0006466962000000001,0.30415046230000004,-0.08211116,0.2258250839
SRX7656069,-2.3298254865,-0.33122352250000003,1.0179338555,-0.2347448215,-0.1835021285,0.2371687338,-0.14377662900000002,-0.0097772819,0.20237956640000002,-0.0206487591,-0.0717876252
SRX7656070,-2.9513396149,-0.7007228315,0.9822375756,-0.0603726073,-0.28643549630000004,0.2901029919,-0.1917551074,0.10959596190000001,0.3063496127,0.07304010300000001,0.2478355575
SRX7656071,-3.1887740078,-0.8334747115000001,0.8685840559,-0.0679694253,-0.4216527009,0.4226874869,-0.31899979570000003,0.6563139778,0.2595230659,0.0439025753,0.3948404264
SRX7656072,-2.5387158137,-1.2765260177,1.0186291381,-0.17613001020000002,-0.35515227,0.6215559905,-0.1429422108,-0.153120751,0.0827453938,0.0322981352,0.33822179080000003
SRX7656073,-2.7966374749,-0.8346023329000001,0.9619419754,0.0083851903,-0.32033416400000003,0.5560521182,-0.1039371872,0.22672575290000002,0.19306830800000002,0.0567085372,-0.18929622670000001
SRX7656074,-3.6222334833,-1.1187751623,0.9689489259,-0.1374812167,-0.415150338,0.8858503835,-0.2057577352,0.7083687320000001,0.0675069831,-0.0704860513,0.12047508230000001
SRX7656075,0.19980898760000002,-0.8948309350000001,-0.5507169554,2.5894304630000002,-1.4756556003,-2.4106252315,-1.6721229036,-0.2865988809,-1.0135988511,-0.0052673428,-0.0022167940000000002
SRX7656076,-1.6130528181,-0.5414929635,-0.5128883775,2.6178560271,-1.6500959378000002,-1.1766498912,-1.4822713578,0.5159759569,-0.7747005866000001,-0.0042838209000000006,0.39563459300000003
SRX7656077,-0.9666841527000001,-0.276391276,-0.5507199287,2.3842191472,-1.8451218536,-1.2113272663,-1.6233641556,0.3238426569,-0.83717249,0.1256668229,0.2962394745
SRX7656078,0.2284339242,0.5139041728,-0.0017372771,-0.0333141104,0.3719460074,-0.47964627790000003,0.34011186720000003,0.22300236410000002,0.48374546,0.4198018726,-0.33505389020000004
SRX7656079,-6.50791e-05,0.18509171300000002,-0.2253891458,-0.25120070910000003,0.3110652578,-0.42535365140000003,0.31661900600000004,0.1736548202,0.3559413354,0.3500464694,-0.6745448546
SRX7656080,-1.4406606393999999,0.3735266165,-0.2253094873,-0.356727128,0.3040292092,-0.001289465,0.2924930122,0.7731455839,0.5011152258,0.26966922600000004,-0.3122839644
SRX7656081,-2.4313421154,0.3103758903,-0.1950844514,-0.5073658007,0.2289533107,0.1698355014,0.20629760900000002,0.45728330850000004,0.3775755541,0.1783925317,-0.8094412008
SRX7656082,-4.0286019042,0.2037441466,-0.38321609770000004,-0.24458693080000002,0.2478528718,-0.1004597475,0.1434163886,0.7595481618000001,0.5068639618,0.1889606047,-0.286643101
SRX7656083,-0.5946451014,0.3482441726,-0.3281746144,-0.4602663355,0.0858824131,-0.0343650551,0.1449923987,0.33460348360000003,0.49035703500000005,0.2973344089,-0.30470165790000003
SRX7656084,-1.4773808348,0.3970690947,-0.2075052722,-0.6385978121,0.27347030380000004,-0.2220877458,0.2342972617,1.2758268461,0.5905879261,0.2836283717,-0.7391538787
SRX7656085,-1.9348722013000001,0.2094507092,-0.2980292464,-0.4029478935,0.0774392036,-0.0998209546,0.1925245619,0.557692685,0.47295478420000003,0.0982060688,-0.3489259475
SRX7656086,-1.9684539371,0.43664052340000004,-0.20525045360000002,-0.6694164610000001,0.2005616522,0.1403865862,0.290042195,1.2620273529000001,0.3270453648,0.3438718201,0.2590386586
SRX7656087,-1.7928309023,-0.11389667560000001,-0.3935014968,1.429171797,-0.4158334091,-1.5228750283,-0.2225034427,0.2433196373,-0.3212800536,0.4344358743,-0.1935391055
SRX7656088,-2.2047045528,-0.048563677400000005,-0.2939316055,1.3993569319999999,-0.3722936725,-1.7161285095,-0.3319244188,0.3444484511,-0.1667810023,0.3454512654,-0.8640501095
SRX7656089,-2.4442701692,-0.0051822208,-0.3581052254,1.410184332,-0.42089403400000003,-1.7162541966,-0.2142957861,0.2351016693,-0.1457684514,0.3264335088,-0.4618933045
SRX7656090,0.11011328070000001,-0.0045342452,0.0595775361,-0.0373110787,-0.11989154410000001,-0.37213073100000005,-0.0727186524,-0.2212002102,-0.0871140761,-0.2643324635,0.0210012254
SRX7656091,0.1438070204,0.0370997854,0.0305288252,-0.18976700130000002,-0.0848320095,-0.2363233898,-0.1325552437,-0.25669924780000003,-0.071092812,-0.2845350404,0.0523045004
SRX7656092,0.6938899569,0.1904849764,0.009163633400000001,0.0093707557,-0.11955097120000001,-0.3102123875,-0.0093774403,-0.49105610720000004,-0.149400481,-0.0378674357,-0.2022142612
SRX7656093,0.6346583717000001,0.0457933654,-0.045989096300000004,-0.09947475480000001,-0.1336187399,0.20137614880000002,-0.0963017972,-0.5300442945,-0.20789760470000002,-0.2023536359,-0.22017812720000002
SRX7656094,0.12808763310000001,-0.3149580369,-0.0767669512,-0.188346642,-0.0926609917,0.2927516945,-0.0690723906,-0.33194761570000003,-0.2365154387,-0.2394940166,-0.1669608943
SRX7656095,0.312528205,-0.0696552657,-0.0643436574,-0.0659888257,-0.10936016300000001,0.2707020495,0.0350324265,-0.06788583940000001,-0.22010310260000002,-0.2135837721,-0.3274940837
SRX7656096,0.0344044764,-0.2580308087,0.2997862374,-0.5287878713,-0.065183774,-0.0191790158,-0.10606712300000001,-0.0989762361,-0.036099849100000005,0.1029257128,0.11028657680000001
SRX7656097,0.4165079654,-0.0526142016,0.2287315863,0.0196978358,-0.0738108947,-0.1717547488,-0.08314191180000001,-0.0757438579,0.2201422381,0.0849866742,0.25441264150000004
SRX7656098,0.7361758832,-0.0885172432,0.3750959031,0.1811659953,-0.0797459933,0.1108653131,-0.030255880500000002,-0.0142429111,0.0965136587,0.0009645803,-0.3955223704
SRX7656099,-0.47488410150000004,-0.3644226922,0.1323316051,1.7213480595,-1.2684068936,-2.0466415175,-0.5907121801,-0.0036547484000000003,-0.119101409,0.4734859575,0.4674081592
SRX7656100,-0.2678637072,-0.9711564963,0.11663640500000001,1.6564872252,-1.3466269961,-2.6837574345,-0.5373274114000001,0.2262242915,0.1240700847,0.6593743858000001,0.5069878357000001
SRX7656101,0.0205988182,-0.5998831733000001,-0.0232740238,1.5717608913999999,-1.242596619,-1.9078745953,-0.5783336185,0.0347107644,-0.5155587688000001,0.37009724660000004,0.38271191050000003
SRX7656102,0.4749473712,0.1519367311,0.223540442,0.2168776533,-0.049027261600000004,-0.6995916689,0.0407122211,0.29877000000000004,0.328507046,0.05733968800000001,0.5468360644
SRX7656103,0.8411290185,-0.0109424902,0.2613960658,-0.1422545606,-0.0179690197,-0.0760732826,-0.0296138498,0.0317021514,0.1762947142,0.0614671909,0.22237480850000002
SRX7656104,0.5426022089,0.0907183362,0.27626287850000003,0.2014249284,-0.0730684388,-0.5811027565,0.0195569859,0.6008190521,0.3503579766,0.2214242788,0.46149116160000003
SRX7656105,-0.4012979035,-0.4360616476,0.049997639100000005,2.0084936079,-1.3256091077,-2.4495787214,-0.7292056332,-0.2253997923,-0.2999140281,0.4251691741,0.3207726495
SRX7656106,0.1054765091,-0.5550041334,0.0722391331,1.8938034595,-1.3711527518,-1.9865652697,-0.696285915,0.19077867140000002,-0.1434798417,0.4764180186,0.2246609159
SRX7656107,0.47844619660000004,-0.4524404624,-0.14921615200000002,2.0605422853,-1.3257145526,-2.1633585921,-1.0564224947,-0.3679601643,-0.5482341095000001,0.3517246245,-0.2175593284
SRX7656108,0.8747960533,-0.6447336541,-0.0294394678,0.43468715900000005,-0.3358632838,0.2610653057,-0.0794728993,-0.9806863344000001,0.2615455535,0.38550383060000004,0.1797337501
SRX7656109,0.7939509268,-0.7201602067,0.2672901672,0.43105457610000003,-0.3109811413,-0.41367028170000003,-0.1805611668,1.57857e-05,0.022816547000000003,0.44088182340000004,0.4360075988
SRX7656110,1.168403414,-0.40650222350000004,-0.0787248516,0.5604826816,-0.21339284930000002,0.1712707618,-0.1544384115,-0.38540116890000004,0.14322027310000002,0.4867509269,0.8017791265
SRX7656111,0.2730676034,-0.7255345815,0.44423051760000004,0.38405635600000004,-0.2874889167,-0.2671750815,-0.18919337260000002,-0.433959482,-0.2223309275,0.5069298493000001,0.1293867094
SRX7656112,0.6684885619000001,-0.7580256122,0.3099130599,0.0358312542,-0.24577849610000002,-0.2681446939,-0.29911423600000003,0.044606634900000004,0.0749752857,0.564190604,0.1678741246
SRX7656113,0.7828368016,-0.40098760440000003,-0.0743932271,0.5522522670000001,-0.212727258,-1.145620205,-0.163664422,-0.8906163921,0.1732170253,0.513416873,-0.0483669576
SRX7656114,0.9462907943000001,-0.5332245870000001,-0.23124170230000002,0.9063851323000001,-0.0939896741,-0.3631337813,-0.1706452057,0.1878013829,0.346582485,0.2867760791,0.5556949975000001
SRX7656115,0.7649420414,-0.4719080652,0.0582030097,0.822714746,-0.1553777519,-0.2199619385,-0.0065019301,-0.31215830510000003,0.1072366045,0.5657372067,0.46345497620000004
SRX7656116,1.3340516832,-0.3761870148,-0.3375194963,0.7414614024,-0.1881061211,-0.8314178024000001,-0.18035648640000002,-0.0309311788,0.4683926286,0.3275476928,0.1902106582
SRX7656117,1.7314802840999999,-1.2203172053,-0.0309933135,2.381458618,-1.4714452630000001,-2.5832106683,-1.1344697468,-0.1033902667,-0.479230786,0.5044380074,-0.0369758052
SRX7656118,-0.0338635553,-1.4515607775000001,-0.2579601595,2.0486431661,-1.9043696117,-2.3181653736,-0.9830774505000001,0.1506543262,-0.0028479629,0.7557347315,0.49205802130000004
SRX7656119,0.9349039279,-1.7434800768,-0.3064693972,2.0473322778,-1.5142838902,-2.2425525164,-1.1040875946,-0.2268470548,-0.1658786465,0.6522747358000001,0.0878739543
SRX7656120,0.2107769643,-0.2250900069,0.36746614920000004,0.0068910175,-0.0855962302,-0.36835272300000005,-0.0633550417,0.1067024258,-0.0397418659,0.071788535,0.1038914616
SRX7656121,0.3357504142,-0.019251777,0.2961635037,-0.2210077698,-0.20473712260000002,-0.5089204531,-0.0233358193,-0.6849243922,-0.1179446096,0.015324268200000001,0.3461812117
SRX7656122,0.1683767538,-0.0065378293,0.2408168843,0.1817755285,-0.232126876,-0.1848454219,-0.0186793965,-0.6050623007,-0.0527826593,0.0870406413,0.3465257728
SRX7656123,-0.3608961647,0.0202029323,0.0039371689,9.57349e-05,-0.1491594181,-0.36400626280000004,-0.010088120800000001,0.2609302985,-0.11058463780000001,0.067835879,0.2308169655
SRX7656124,-0.0318462137,0.09096406280000001,0.0616059978,-0.1622285205,-0.057445991,-0.7996950089,-0.0220803095,-0.2137649911,-0.1565136567,0.0458843643,0.1033132233
SRX7656125,0.33810550970000003,-0.1098935806,0.148656964,-0.4048199135,-0.007572258,-0.4088157367,-0.006971406,0.2428739071,-0.12906845890000002,-0.1132717149,0.1052154604
SRX7656126,-0.3329918116,0.0026648777,0.4149453925,-0.0851874444,-0.23662909640000002,0.0036282930000000003,0.0043966387,-0.021305095700000002,-0.2105805453,0.0142079396,0.0624902405
SRX7656127,0.1724684765,0.06789087220000001,0.2256326432,0.1924743439,-0.2137065217,-0.3690470985,0.1668676485,0.0737229754,-0.3080714573,0.0082685993,-0.1848870578
SRX7656128,0.47812303920000004,0.1448168772,0.092761073,0.037102082700000004,-0.1878706873,-0.1953349353,0.1832898366,-0.4305162857,-0.11237660390000001,-0.11296414290000001,0.1611038074
SRX7656129,-0.2809048116,-0.6725551285,-0.21925000730000002,2.0417182489,-1.7263115554000001,-2.9172792604,-0.8509373182000001,0.0687834083,-0.4967893231,0.6241482954,0.5006727479
SRX7656130,-0.7301155295,-0.6878900618,-0.1713432605,2.0602563744,-1.5438332809,-1.6752442329,-1.0133410348,-0.34537297710000003,-0.5093192857000001,0.5088782389000001,0.5724115463
SRX7656131,-0.7989463596,-0.47098174410000004,-0.1275550754,2.0621100145,-1.6333029250000002,-2.9143267326,-0.8552114418000001,-0.4514419358,-0.3969276883,0.45404254050000004,1.0111312665
SRX7656132,-1.0321781522,-1.2813680221000001,-0.1188444966,2.0385861757,-1.6022434119,-1.769488294,-1.0991152194,0.1765330716,-0.1194489167,0.39571540400000005,0.3823984596
SRX7656133,-0.6525473581,-0.5409707407000001,-0.1361487248,1.7348079667,-1.5719065706,-1.5735750794999999,-0.7051006932,0.013771639,-0.4480780991,0.370476766,0.3917433776
SRX7656134,-0.773554049,-0.2940497885,-0.11329185450000001,2.2258016382,-1.5849862387,-2.1437333775,-0.929753295,0.0252561452,-0.3204030815,0.3613588748,0.6874639137
SRX7656135,-0.47986778420000004,0.4626277346,-0.3721373451,-0.0348688222,-0.20329683540000001,-1.2973104761,-0.0408171479,-0.8695054914,0.2280423662,0.1717531987,-0.1087790306
SRX7656136,-0.2748957917,-0.0166972498,-0.37419648920000004,0.029804262800000002,-0.1970135493,-0.3026432892,-0.17322884830000002,-0.1515301404,-0.3420724435,0.1655967354,0.4091996875
SRX7656137,-0.754619459,0.1684516141,-0.4224466892,-0.0969163918,-0.21893380140000002,-0.46489328480000003,-0.17670345610000002,-0.18836803600000002,-0.1789137036,-0.049765199600000004,0.2026540204
SRX7656138,-0.6077862814,0.4130673791,-0.29863394050000003,0.2610054791,-0.16718556510000002,-0.8572881691,-0.1133158625,-0.2794263839,0.1027047519,-0.026875966,0.1928126404
SRX7656139,-1.2452727997,0.4119631516,-0.3570339716,0.1561213528,-0.0667269998,-0.3409283751,-0.0346631081,-0.3794566225,0.1911880287,-0.0307080308,0.2290342435
SRX7656140,-1.1557239779,0.2604917598,-0.38204602730000004,0.2889994125,-0.4111659637,-0.8478319482000001,-0.1636875546,-1.0881058412,-0.1491217709,0.0786305954,-0.0635915206
SRX7656141,-0.5137585798000001,0.12693378830000002,-0.3324084704,0.3265769888,-0.31117580580000004,-0.059394224100000004,0.0453136418,-0.3459676686,0.09587075610000001,-0.13334692280000002,-0.6592319342
SRX7656142,-0.8326638179,0.3295489646,-0.38286241060000004,0.207254134,-0.3408750725,-0.1005267115,0.1758445305,-0.8226615673000001,-0.1428046738,-0.2174023552,-0.4268300856
SRX7656143,-0.3122349346,0.3602680023,-0.26085353170000003,0.7210841665000001,-0.2263890443,-0.48120007280000004,0.16750353580000002,-0.2348171246,0.0473687988,0.0035673533,-0.0670287474
SRX7656144,-0.9250272279,-0.4766555048,-0.2339598869,1.769784875,-1.9176765598,-1.8379984252,-0.8846690774,-0.09651170340000001,-0.1261292315,0.5935408345000001,0.9967375002000001
SRX7656145,-1.4682471873,-0.6363888374000001,-0.2886403155,1.7030705576,-2.0005578852,-2.2329814282,-1.0415023493,-0.0958426166,-0.0805893801,0.6520761015000001,1.0623324275
SRX7656146,-0.7288637566,-0.33123118300000004,-0.1376267776,1.7906398595000002,-1.6690285604000001,-3.5190798020000003,-0.7368803165000001,0.5125342112,-0.21293216110000002,0.5484919512,0.7389274681
SRX5388319,0.5754740674000001,-0.1146587357,-0.21440200510000001,0.3462066548,0.3179345689,-0.7488960881000001,-0.1131082358,0.0457767392,-0.0032759179,0.0247877809,-0.2124571208
SRX5388320,0.5631575809,-0.0219352956,-0.1576300118,0.1500091676,0.18223048190000002,-0.3805030186,-0.15099738340000002,0.1635050716,0.0168790308,0.10129222930000001,-0.25280204300000003
SRX5388321,-1.1386316482,0.1365940313,0.37203201690000004,-0.4962158223,-0.5001650508000001,1.1293991067,0.26410561920000003,-0.2092818108,-0.0136031129,-0.12608001030000002,0.46525916380000004
SRX5388322,0.2630095877,1.6234206507,-0.1497389388,0.6240327585000001,0.5251016409,-0.1809204462,-0.3440473148,0.1388921958,-0.7187333214,0.0261300852,-0.1636688895
SRX5388323,0.1249065988,1.63435679,-0.0369705902,0.15761307630000002,0.1786556813,0.4398832123,0.10436316620000001,-0.21412015010000002,-0.2746912703,-0.2357417406,-0.09536854510000001
SRX5388324,-1.1853239304,0.9961598067,0.7431410647000001,-1.0796243875,-0.6112737865,2.35552784,0.4952732845,-0.2310614964,0.14624574710000002,-0.11172997400000001,0.3726642287
SRX5388325,0.4374109989,1.2948825118,-0.2876900969,0.5387312161,0.5262288232,-0.1619232511,-0.32192762610000003,0.16536108230000002,-0.62695382,0.12206482340000001,-0.2573641322
SRX5388326,0.1555038332,1.649567114,0.2433380028,-0.4798199603,-0.2727957778,1.5920972305999999,0.32229741440000004,-0.6229966644,0.10047882550000001,-0.1865386931,-0.0431759831
SRX5388327,-2.04087261,0.6897126693,0.8701147989,-1.3796729212,-0.6946207608,2.4204862738,0.6368160699000001,-0.4074599725,0.4689838643,-0.0857558274,0.11125059770000001
SRX8708326,-7.9248201894,0.9398959388,0.21438425600000002,-0.5986132886000001,-0.119554107,0.1099698372,-0.0362194251,0.1348548102,-0.4958998041,0.384378192,0.3736522728
SRX8708328,-1.6932378017,1.3701338695,-0.30035051360000004,0.9678712744,-0.3170220687,-0.5574716387,-1.5616224187,0.1338936563,-1.5791436110000001,0.0258303045,-1.037154881
SRX8708335,1.2435982339,-1.0911545,-0.140268331,-0.0467544987,0.4426468001,0.17094157840000002,0.4342447082,-0.0011127763,0.5956534375,0.014597324200000001,0.2975606356
SRX8708336,0.2255227317,-0.3565766842,0.2020150476,-0.4961688642,-0.005799319900000001,0.1766283717,0.5878589544,-0.0436945812,0.4921958259,-0.008780534900000001,0.2960461917
SRX8708337,0.22411683610000002,0.0775973147,0.238603797,-0.4249479114,-0.1198254115,0.20990168850000002,0.5395187561,-0.0890862988,0.4912943476,-0.031647093700000004,0.4435480536
SRX8708338,-0.0261665256,0.5915734272000001,-0.6188908344,0.2235366648,0.4505488275,-0.3635577709,-0.14160878940000002,0.6327470957,0.2953870599,0.0224076759,0.3548176259
SRX8708339,0.3705962829,-0.569726411,-0.5476349758,-0.17320149510000002,0.2816095837,-0.0168906139,0.148584254,0.40420484240000004,0.5452071722,-0.0667144574,0.1120357332
SRX8708340,0.0065371165000000005,0.21270756940000002,-0.5547466482,-0.3976694403,0.2166968225,-0.4900397193,0.18241322270000002,0.2093365529,0.31160570930000003,-0.1718003543,0.0492204098
SRX8708365,1.4879415485,0.3444138994,0.39890568,-0.271260151,1.4108055474,0.5418971964,0.9307925237,0.9050326101,0.1301580218,0.8038488672,0.2867307175
SRX8708366,1.4993000371,0.2947014692,0.4232890375,-0.3856698168,1.4817713212,0.4925025799,0.9367801035000001,0.9330618678,0.0528553927,0.8279754536,0.1950538946
SRX8708368,1.5262545232,0.3334626639,0.4018782829,-0.3748424758,1.4869945274,0.7927622094000001,0.9764142145,0.9763827251,0.0871446503,0.8274993502,0.2666252703
SRX8708369,0.6328314022,-1.5148233138,0.039621208500000005,-0.3368956211,0.3310877378,0.0440391864,0.7325937801,0.038948845,0.9807337260000001,0.0507931082,0.4416397789
SRX8708370,1.1901218992,-1.8215704564,0.2716691263,-0.6195434666,0.3901382749,0.24152071760000002,0.8605437876,-0.0728642583,1.3282708135,0.0712863879,0.6074582192
SRX8708371,0.8107670552,-0.783612406,0.0246632748,-0.5305273591,0.0408617343,0.5710817282,0.6737314587000001,-0.0602499274,0.688691999,0.0650255462,0.5949415084
SRX4166001,1.0911197827,-0.057494503700000005,0.0448693536,0.0090743764,-0.0814799261,-0.2292128212,-0.0504309921,0.2284052336,0.1796494563,0.0172266079,0.0410557333
SRX4166002,-0.6813368336000001,0.0058796789,0.0930905695,-0.1474606062,-0.2479318523,-0.11160979630000001,0.15996817200000002,-0.1329228379,0.037576712000000005,-0.2152381874,-0.2988286599
SRX4166003,-0.4097829491,0.0516148248,-0.1379599231,0.1383862298,0.3294117784,0.34082261750000004,-0.1095371799,-0.0954823957,-0.2172261683,0.1980115795,0.2577729267
SRX4166004,1.1960205705,0.6930755289,-0.5457864885,0.0958843592,0.47526292600000003,0.9921121642,-0.8779140316,0.0131913596,-0.8388263528000001,0.2886490177,0.0123514448
SRX4166005,-0.5572007520000001,0.5440063453,-0.4753633935,-0.1943269192,0.399529935,1.4903647377,-0.5371211839,0.2500565871,-0.6128652595,0.20995506790000001,0.1765044741
SRX4166006,-0.21183653230000002,0.6381492693,-0.19267576560000002,-0.5633154372,0.4636494588,1.6910265827000002,-0.5047912804,0.0885020648,-0.7317795944000001,0.4733560174,-0.070017454
SRX4166007,6.2431750211,0.8302530648,0.2041435115,0.34932742110000004,0.4731850638,-0.2921036468,-0.49115894060000004,0.46044869800000005,-0.8485566041,0.5465696250000001,-0.2347451463
SRX4166008,-0.5537962241000001,0.2955423031,0.27431298800000004,0.052595198100000004,0.10933264640000001,0.5194155856,-0.1463925879,0.0874365108,-0.3351232154,0.2183101805,-0.1236104459
SRX4166009,1.7771438475,-0.1060344284,0.22746084330000002,0.13483453310000001,-0.3342927867,0.24189312170000002,-0.2696574214,0.3153027518,-0.3418438125,-0.08858192620000001,-0.3969622078
SRX4166010,2.776882462,0.0467260502,-0.4405345269,0.3732131782,0.12056433700000001,-0.5227297465,-0.422017325,0.2281481051,-1.0908188988,0.0971746414,-0.3097300101
SRX4166011,3.9270478036,0.2865856167,-0.2830870253,-0.2646294097,0.29229301500000004,0.0091625679,0.0331465663,-0.2701687667,0.3207930571,0.2234349686,-0.11181898300000001
SRX4166012,5.0287743219,-0.006106221,-0.3873081933,0.1507713049,0.23799157110000002,-0.5060295275,-0.27523787650000003,-0.18439386230000002,-0.1398424733,0.4094950985,-0.2897607755
SRX5000481,-0.46992080610000003,0.2631377412,0.1620239536,0.1291562064,-0.0411554648,-0.5434191865,-0.011476057900000001,-0.2089217343,-0.2592567159,0.3319492005,-0.43023252370000004
SRX5000482,0.1450455537,0.1758591189,0.12471851810000001,0.043625080100000005,-0.2025695905,-0.4846025168,-0.1060102587,-0.060829408800000005,0.11566217940000001,-0.1781107562,-0.5373468826
SRX5000483,0.7775879671,0.1701358282,1.3063350111,-0.5922833958,0.5362358304,1.3032369875,0.1512831843,0.3818197458,-0.5626612781,0.5151213903,0.2763939888
SRX5000484,1.1434824578,0.037765377100000004,1.0700722438,0.09290664450000001,0.4017882678,1.3397471467,-0.1375585523,0.2363266438,-0.8290559164,0.2475446265,0.026303616000000002
SRX5000485,0.9173781527,-0.10110998580000001,1.3110525301,-0.5635506412,0.3807298423,1.7652240076,0.2109785549,0.16203881520000002,-1.04370329,0.48017774950000003,0.3227512698
SRX5000486,0.5609071208,0.2196426662,1.4065528255,-0.435273085,0.5917958579,1.4306156209,0.2609776572,0.5474465026,-0.6798733629,0.5958911951,0.1303460987
SRX5000487,0.4931615402,-0.0087289935,0.7048026657,0.3457459599,0.5170737542,0.9522827671,-0.1923561796,0.16468108820000002,-0.6281157941000001,0.40119977370000004,0.3163617838
SRX5000488,1.2543836141,-0.1149056011,0.4601408712,0.1662819322,0.3270566549,0.8443386461,-0.34262451,0.21560146200000002,-0.8460730274,0.1438335201,0.12386102260000001
SRX5000489,1.1158464194,0.057488204200000004,0.9813567482000001,0.0749518054,0.29859400950000003,1.1804046027,-0.1664668386,0.086556431,-0.6824705723000001,0.2497627678,-8.70082e-05
SRX5000490,1.064867011,0.1308913924,1.0470302386,0.0533637204,0.4231736048,0.9853592028,-0.16714632440000002,0.2319911484,-0.6906080928,0.2744733115,0.10224763540000001
SRX5000491,1.3166225898000001,0.0331308791,0.563147705,0.2156995827,0.46268946920000004,0.6342025654,-0.37078453650000004,0.4284789202,-0.49089214010000004,0.13502734600000002,-0.0296118514
SRX5000492,-1.1858398233,-0.4565626156,2.2553511942,-3.4951634047,0.1092882143,2.3940920258,1.475368666,-0.0870938379,0.3307851563,0.42452142810000004,0.44318038190000003
SRX5000493,-0.6819028835000001,-0.5205615095,1.453166348,-0.9033991029,-0.1709551273,1.4574813429,1.1376902668,-0.2579195366,0.5169309910000001,0.3354448118,0.3796004397
SRX5000494,-0.8057606473000001,-0.39819679950000003,1.5121257571,-0.8275438988,-0.1236654839,1.1252965765,1.1347282112000001,0.0361252036,0.5740156375000001,0.3107677493,0.3828437832
SRX5000495,-1.2163576455,-0.36211716860000004,2.2442103555,-3.5074096086,0.2443210787,2.4377068082,1.4212904351,0.0863688459,0.5002906692,0.356790296,0.2682736095
SRX5000496,-1.4230253257,-0.2625087863,2.289547288,-3.617631853,0.2046474319,2.6300688396,1.467315173,-0.2683469725,0.5231524178,0.4054240998,0.2941002608
SRX5000497,0.1284732565,0.030206690600000002,0.07823853530000001,0.0360899349,0.0131317333,0.24834200650000002,-0.0192756679,0.23229884620000002,0.0746621029,0.0205316558,0.17246473680000002
SRX5000498,-0.1977999577,-0.09314143130000001,-0.0595165218,-0.029779829400000003,0.0016198894000000001,-0.28841527170000003,0.0212278545,-0.060683545900000004,0.027528908100000003,-0.0190096937,-0.2127882825
