,A,PdhR,ArcA,Fis,Fnr,GadE,Crp,CusR,Cra,Fur,HprR
SRX1125287,20.8721669208,3.538023116,-0.1415413156,-0.3000441569,1.0192587317,-2.4019165461,0.17602055360000002,0.182358602,-0.7116227439,1.0786663615,-0.1332131546
SRX1125288,-0.7189736338,-0.0471191304,-0.1227035083,-0.1565872788,0.1234264677,0.041719227000000005,0.005256366,0.0916556114,-0.1377842684,-0.0089366757,0.41544973290000003
SRX1125289,0.5868281824,2.8958078209,-0.4182880135,0.0544366627,0.4334180231,-0.424849611,0.2819816342,0.044359754800000005,-0.0278778495,0.5340986209,0.0526847238
SRX1125290,4.843593808,3.7406613857,-0.1456535487,-0.2428967066,0.7979562918,-0.44893103030000003,0.2801678667,-0.4373688061,-0.0861555941,0.8046125807000001,-0.1765954491
SRX1125291,10.6958750274,3.74836876,0.0864050615,-0.7952871017,0.8964971719,-1.0487204906,0.4762089513,-0.2050637441,-0.0825496888,1.2652089755,-0.132778969
SRX1125292,20.5344004138,3.6725961106,0.326354303,-1.2037749275,0.9047534472000001,-1.6855790384,0.5370175003000001,0.299407407,-0.0984813253,0.9467520126000001,-0.1743415906
SRX1125293,20.4413291205,3.3628660916,0.2809830862,-0.8523048087,0.9185125141,-1.4300344111,0.5086233319,1.1214261376,-0.48781484950000004,1.0346662242,0.4991383673
SRX1125294,-0.0232549129,-0.0315197465,-0.0309216201,0.011307352100000001,-0.040852456200000005,-0.1038585752,-0.039751487200000005,-0.1254259458,0.07577821650000001,0.028289681400000002,0.022940702400000002
SRX1125295,-0.0836066129,1.8653251552999999,-0.0305290823,0.29622605760000004,0.2208704434,0.0621604285,0.2905320638,0.2769271776,-0.0035574465000000003,0.43446716560000004,0.1662482365
SRX1125296,1.7222806789,3.4807715254,-0.30555163100000005,0.0283022157,0.7920547098,-0.19929222430000001,0.1859933018,0.0833107038,-0.16898320120000002,0.6134168988,-0.2925390905
SRX1125297,6.5815151156,3.6670593325,0.0006214416,-0.43191519440000004,0.8818752216,-0.3393068897,0.3699621097,-0.4798959996,-0.3037351676,1.29823639,0.1784499158
SRX1125298,18.7332184829,3.7439360697,0.6068628834,-1.1986122972,0.9825066807,-0.9678010195000001,0.5483756585,0.3971817769,-0.012594644700000001,1.3466842796,0.2106059198
SRX1125299,20.1212006299,3.5139543053,0.5516321501,-1.2380068344,0.9444446514,-1.2284636416999999,0.50143841,0.8306986590000001,-0.2651798535,1.1321686126000001,0.1855609004
SRX5694250,-2.861854372,0.7253847981,0.49107579710000004,-0.1179993382,0.0403637158,-1.7063474712,-0.4516798918,0.9082093105,0.7869246933,0.15514151240000001,0.08826574770000001
SRX5694251,6.4650430976,1.3865036554999999,-0.9538123343,0.7771395971,0.5459244040000001,-1.4227546253,-1.8893970692000002,0.4649519635,-1.9643924144,0.4377684502,-0.9520252859
SRX5694252,-0.7781072964,1.1613375295,0.3631602573,0.1724641512,-0.6791990309,-4.5605077804,-0.1701238306,-0.5961160833,0.2616035103,-0.4062446666,-1.1192082668
SRX5694253,-0.42658535610000003,-0.827989933,-0.17749356630000002,-0.4379147116,0.0078028844000000005,1.045356825,0.1340371706,0.3171810927,0.0813911834,0.46838079790000003,-0.44044536640000004
SRX5694254,-0.22540932260000002,-1.6353559903,-0.2571254471,1.7759768752,-1.3129271236,2.0593195543,-0.8477189713000001,0.0140556985,-1.1465008338,0.6257311257,0.7312474864
SRX5694255,3.5815432721000002,-2.3337368603,-0.5795873771,0.1268043401,0.20689053170000002,0.1046641752,0.1307715067,-3.3661452447,-3.3721230493,1.2222652304000001,-1.8773738054
SRX5694256,4.5190492861,0.1737032199,-0.6394832572,0.08683377910000001,-0.045048951000000004,-0.4964382377,-0.2340068764,-0.061678896100000005,0.11221218470000001,0.18962784700000002,-0.36928650620000003
SRX5694257,1.2271121542,0.4052451144,-0.5994008193,0.147434414,0.4656249649,0.38158250460000004,-0.33700626310000004,1.144991836,-1.3980611692,1.1965334314,-0.8152319910000001
SRX5694258,-2.4841345067000002,-0.8283493310000001,-0.8093510237,-0.7709696535,-0.3784852643,1.5958281687,-0.2857852433,0.9888504367000001,0.2467512605,0.2926141826,-0.4595163888
SRX5694259,5.9883679401,2.6850749404,-1.223874242,1.8644089753,0.3019332691,-3.3128256518,-2.9247054987,0.2540522612,-2.6432952439,0.14519100170000002,0.3057539643
SRX5694260,0.116154322,-0.1260341966,-0.20132201460000002,-0.3006031253,0.0320312785,0.11608212080000001,0.0899715865,-0.4125501264,0.2581778823,-0.0246486099,-0.2893712102
SRX5694261,1.5804551315,1.8993536682,-0.38609345780000004,0.5347225265000001,-2.6112045671,-3.6358730242,-1.6070723407,0.5690833835,-0.0287932522,-1.6263367794999999,-3.2741451348
SRX5694262,1.1069752878,0.9910496412,1.2331627263,-0.315531422,0.2482154852,-3.3287021187,-0.5390842036,0.9630590176,0.6316982481,-0.8044302194,-2.0496683097
SRX5694263,0.4044361138,-0.1334589168,-0.4496263185,-0.27706315800000003,0.0230880885,-0.4397971825,-0.0980165268,-0.31015853460000004,0.0781090031,-0.0720290764,-0.5643907758
SRX5694264,1.7614190743,0.0270796529,-0.5000365137,-1.0515561892,0.3075812793,0.43782235220000004,0.2016373309,-0.4113428899,-0.4752620474,0.463461864,-0.5329270944
SRX5694265,-3.6001910831,-0.8466689001000001,-0.9224545732,0.45988812300000004,-0.7038356709,-0.5722216720000001,-0.2490351859,-0.43474957010000004,0.4332073776,-0.5470965469,-0.7258803776
SRX5694267,0.49925973690000003,-0.8803425433000001,-0.31040230480000003,-0.1227531806,-0.2244639849,1.2688724873,0.0411821817,0.5805962715,0.0325016821,0.30733720410000004,-0.1649881611
SRX5694268,-0.1109102263,-0.2752803049,-0.1547312355,-0.7439088252,0.32801548280000004,-1.363562354,0.0231238538,0.0856200116,0.3834597617,-0.2169944251,-0.8794564822000001
SRX5694269,-0.8257043305,-0.39945049250000003,-0.7734435138,-0.3382359766,-0.0363903054,-0.3072507333,0.0476350313,-0.6762270789,0.5965422085000001,-0.0938650437,-0.13584101040000002
SRX5694271,1.4968222752,-0.4419979311,-0.2452190206,-0.46712865400000003,0.1539794799,-0.0924618771,0.24713669740000002,-0.3019669694,0.1308253183,0.2777125167,-0.4479586102
SRX5694273,7.702562872,1.266892293,-0.6604458461,1.2231535145,-0.315089026,-2.8772927939,-1.5465123927,0.1640942488,-0.8388425719,-0.7033619888,-2.3714016417
SRX5694274,-2.4624006263,-0.0808113733,-0.36638296740000004,-0.8780742082,-0.19593564700000002,-0.3623026205,0.2066153554,-0.8564945365000001,0.6751682776,-0.2520653392,-0.2922650873
SRX5694275,3.8866173665,0.07512070230000001,-0.6634625427,-0.3190684022,0.1826918599,-3.2839056054,-0.5157335737000001,-0.4196615601,0.9108492799000001,-0.7046253372,-1.8671475282
SRX5694276,3.8122775055,-0.6673192978,-0.7503258015000001,0.9380870463000001,0.6125076868,-2.4826404768,-1.8223907651,0.1804670984,-1.1208930686,0.0317203545,-0.173610951
SRX5694277,-0.1309685311,0.831519917,-0.1047583445,-0.5544290879,0.518483773,-0.6607328271,0.36042412560000003,-0.3668520717,0.21406610210000002,0.233701549,-0.3765343118
SRX5694278,3.9040044549,0.037717413400000004,-1.0523870943,0.499138858,0.6077452839,-0.7255561041,-1.3002511837,0.3562928086,-0.4068578344,-0.40180014550000004,-0.9787519478000001
SRX5694279,-1.0091634919,1.3179327087,-0.3908090648,0.1323222643,0.7489705412000001,-0.027302434900000002,0.3379205155,-0.1762686128,0.44640647380000004,-0.2256123391,-1.2202767672000001
SRX5694280,5.5821802624,0.42768361860000004,-0.6588512144,0.2073111051,-1.2905505804000001,-2.529356985,-0.6834405493,0.8100341084,0.045534809600000004,-0.0690208313,-3.1018529542
SRX5694281,-1.5751585194,0.2221631061,-0.796986874,-0.25733282500000004,0.4743514224,1.3632711,0.1656640608,0.3298951359,0.6982458443,0.0975378159,-1.3081585332
SRX5694282,2.2569794786,-0.7253846821000001,0.6215221205,-0.43288717800000004,0.8302627999000001,-4.1068654799,-0.9934080376000001,-0.34818049030000003,-1.9874404964,0.9722225077000001,-1.2818719214
SRX5694283,5.941573103,-0.6514753326,-0.7357496835,-0.1847626776,-0.8002749045,-2.282083813,-0.3443110079,-0.2365220442,-0.38277561260000004,-0.3926104231,-1.3049050980999999
SRX5694284,1.0535453203,-0.1516361028,-0.8809856715000001,0.9230981104,-1.6551107114999999,-2.4563760988,-0.9407234058,-0.1448048348,-0.5035923001,-0.011125823600000001,-1.2295708468
SRX5694285,0.7886451558,0.6963605033,-0.332200824,0.418788309,0.21844817860000001,-0.4437220542,-0.0040549861000000005,-0.1393063222,1.0192005981,-0.1153333252,-2.6083400787
SRX5694286,2.5450077675,0.1837709777,-0.7032624132,0.2659133738,0.0879280571,-2.1718149848,-0.1478341465,-0.5265341086,0.7719019076,-0.43185484830000004,-3.0188401421
SRX5694287,5.8620586557,1.9427185526000001,0.5471721956,-1.8737666673,0.8900785727,-0.43372625610000004,-0.1558928562,0.4604370089,-0.052083887700000005,0.4129649769,1.1455613218
SRX5694288,0.7354712956,0.046946868700000005,-0.6750352942000001,-0.7529405576,-0.0313845657,0.6134386042000001,0.2764607147,-0.5234685283,-0.2371284206,-0.2012607397,-0.6012307905000001
SRX5694289,-0.3292120559,-1.4623495752,-0.7443126348,0.40104904210000003,-0.4150383489,0.5352186476,-0.14661147630000002,-0.1271200434,-0.0507022806,0.3114276031,-1.3754238386
SRX5694290,1.513580382,-0.2098762837,-0.46151863260000003,-0.5866514008,0.2272209504,0.38548183550000004,0.2201400917,-0.5203496092000001,-0.5041378015,0.4279505287,-0.9213633208
SRX5694291,3.0820472433,-2.4302167375,-0.6557503914,0.1670368142,0.16806743940000002,-0.406351615,0.1874058842,-2.3486767062,-3.2518194953,1.2267004369,-1.7278214256000002
SRX5694292,-1.6415160841,0.604853218,-0.6482476939,-0.18329488400000002,0.40832126950000003,0.6012156823,0.0513472187,0.28806474330000004,0.5148069151,-0.1819792789,-0.9042319837
SRX5694293,0.7047216982000001,-0.9640342847000001,-0.4793409832,-0.44714341750000003,0.0877333852,0.5584385489,0.3866879371,-0.2216648262,0.2921819518,0.0923447817,-0.5656342974
SRX5694294,-2.189808985,-1.6481699323,-0.5675396422,-1.1044765928,-0.1654402185,1.4629122597,-0.0602559214,1.0131790987,0.09906589140000001,0.4137604635,0.15512461260000002
SRX5694295,7.1266128844,0.9013299302000001,-0.034679769900000004,2.01999203,-0.12067474560000001,0.5317937379000001,-1.4743546362,0.2106577385,-0.9248653221,-0.0411889955,-0.4722509432
SRX5694296,-1.4779677278,-0.10801200050000001,-0.3525345714,-0.11737753790000001,0.1613415464,1.0806453395,-0.13444608700000002,0.3315645031,0.0783119691,0.4465032129,0.0788792495
SRX5694297,-0.3455398537,1.1608061739,-0.0338108436,1.1007515523,0.257224454,3.4118167844,-1.621907484,1.2812221861,-1.4474649046999999,1.1929509728,0.7583827248
SRX5694298,1.1652480158,0.4267420384,-0.4064062229,-0.1059151671,0.047755995,0.8469387127,-0.0376343135,-0.39083122730000003,0.24395055710000002,-0.24377161500000002,-1.079525363
SRX5694299,-2.2091997852,-0.4874277622,-0.40150323260000004,-0.1809852853,-0.1308553567,0.7054832608,-0.0810478849,0.6651894044000001,-0.0396580453,0.1022267718,-0.1831372423
SRX5694300,1.8508739645999999,-1.8979802275000002,-0.4034077274,-0.4078044901,-0.3609283863,-0.8408210866,0.1296583874,-0.7639370115,-0.444195335,-0.08204266710000001,-0.8434956313
SRX5694301,-1.5852367228,0.1789729038,-0.7157018740000001,-0.4056936109,0.20815252,0.5953510284,0.2017965224,0.08881842620000001,0.6848183492000001,-0.40016228400000003,-1.3454653424
SRX5694302,-0.035660401700000004,0.46096723570000003,-0.7166546285000001,-0.2755809595,0.0028938907,-0.1172498515,0.1490464558,-0.7728843247,-0.2074547953,-0.1309359008,-0.6530966115
SRX5694303,-0.2288814026,0.1620881607,-0.5501377366,-0.0218445443,0.11078089020000001,0.2168853734,0.2623448043,-0.5997645806,-0.3665347619,0.0090969511,-1.1224004971000001
SRX5694304,3.519157771,-1.4105969001,-0.3916451892,-0.3603364043,-0.2836689398,-2.0109520715,-0.22631582460000002,-0.258997763,-0.3004042504,-0.1838030893,-0.6994255629
SRX5694305,5.2533591625,1.2973136534,-0.7050130261,0.5386924691,0.0804674744,-1.3554149242,-1.9945889461,0.7207081482000001,-1.956959367,0.46724588110000004,0.16357400600000002
SRX5694306,-2.8221575294,0.43651621490000003,0.5643015045,-1.1777016044,-0.2221077391,-3.2163431299,-0.303318389,1.18810497,1.1549827568,-2.4282303025,-1.231930518
SRX5694307,1.0175596057,-0.2776117523,0.7962936861000001,0.4569554622,0.6605546913,-3.2195393458,-0.9213934478,-0.4977921879,-1.8424156250000001,0.9629089327,-0.9194258622
SRX5694308,1.3002386647,0.19783469480000002,-0.2826643938,0.62288687,0.030807355300000002,-0.38003294530000004,-0.5542551321,0.3853022367,-0.4115024249,0.12368935310000001,-0.7541955891000001
SRX5694309,6.6902859116,1.0909626649,-0.9324801713,2.3050038891,0.1635488437,-2.4037995264,-2.4371824129,-0.1263333013,-2.491041828,0.8900661546,0.2518358737
SRX5694310,9.4761203712,-0.5051957658,-0.7154435960000001,-0.034645267800000004,-0.4774994905,-3.9474367155000003,-0.6975730314,-0.127029371,-0.21317231320000002,-0.3167585807,-3.7389576669
SRX5694311,5.8777615621,1.4602620033,-1.0549187552000001,1.6454385256,0.0987552064,-2.7744955274,-2.788252041,0.3043758978,-2.3858561979,-0.2278540168,0.1023618319
SRX5694312,3.1812303865000002,0.7237114785000001,1.2063663425,-0.862049083,0.2741965069,-4.9543248985,-0.46271994780000003,0.8466581991000001,0.5017693683000001,-1.2068082598,-0.2898570096
SRX5694313,6.554247639,0.9589068235,0.24705451250000002,1.5046348551,0.12295077100000001,2.0055429386,-1.0117169578,-0.0312070589,-0.380546541,-0.22732878210000002,-1.2857414710000001
SRX5694315,0.8641226425,-0.6450805798,-0.8248140526000001,-0.7560279758,-0.3737381984,-1.547670821,-0.1729404675,-1.0358680738,0.1581059554,-0.6056212274,-0.6979562217
SRX5694317,3.1234821106,1.6610062005000001,0.0642004802,-0.9570480503000001,1.3424886167,1.6028198251,0.2138522692,0.7801575294,1.0830491121999999,0.20430109170000002,0.2740230467
SRX5694319,0.8923993651000001,0.6424275629,-0.6773202813,-0.2310521848,0.09932130680000001,-0.0464632497,0.22403181360000002,-0.6240081993000001,-0.282687005,0.2181452225,-0.7098850076000001
SRX5694320,2.9691317251,-2.5199765503,-0.7345571464,0.0384749824,0.0559133562,-0.9607347717,-0.09237995040000001,-2.2913275767,-3.0070167331,1.1462812854,-1.3708447483000001
SRX5694321,4.2819232822,-0.61694242,-0.6457091890000001,-0.27164175360000004,-0.2242105774,0.7767468198,-0.38942819040000004,-0.2453364049,-0.5811062264,0.3636055414,-0.7088348114
SRX5694322,-1.6756841852000002,1.8493936930000001,0.9416705114,-0.9889467527,0.41129122560000003,-4.9543248985,-1.1362642293,0.5157424221,-0.6505409267000001,0.4631088042,0.1674473624
SRX5694323,5.2359203706,-1.0286376569,-0.5853874625000001,-0.7642554466,-0.2049744387,0.5971726587,-0.41342659340000004,0.3321590917,-0.38795174190000004,0.2378312514,-0.5529035296
SRX5694324,4.676830517,-0.3900090181,-0.9406118542,-0.2785421886,0.1866328231,-2.7445693753000002,-1.6036324816,0.6190431844000001,-0.8694942068,0.3246086132,0.1686664027
SRX5694325,5.8231859412,0.3916022518,-0.28599873,0.37938326920000004,-0.8589924069,-2.5253085899,-0.5104274184,-0.40635443250000003,-1.0863040595,0.5482222344000001,-1.658864482
SRX5694326,1.2070129519,-0.6139734105,-0.6848857907,0.0592087638,-0.18501779240000002,0.0351541105,-0.1584196907,0.0277848105,0.1716691594,-0.010888811600000001,-0.9114126303000001
SRX5694327,8.8443570388,0.0134662168,-0.619184327,0.2957838322,-0.3986390476,-3.0719010931,-0.6589226995,0.3808963273,-0.29180052300000003,-0.2638272614,-2.1561497991
SRX5694328,1.7785812186,-0.2786400758,-0.7077585323000001,-0.9272936324000001,-0.11461450370000001,0.9054789811,0.1764471632,-0.6541818416,-0.2578289723,-0.036860092500000004,-0.22352133300000002
SRX5694329,-0.45325555370000004,-0.5352352775,-0.3164502813,1.1044165911,0.1534325597,2.1786432003,-0.5799739837,1.2970202925,-1.1029578843,1.0691590726,-0.0166673956
SRX5694330,1.8898762991,1.7065577897000002,0.6378008244000001,-1.0044740437,0.4256416268,-3.1429497140000002,-0.6950204566,0.4103886579,0.5883921036,-2.3252710335,-1.0882758161
SRX5694331,1.3958913814,-0.7114469910000001,-0.2497476536,-0.3681309666,0.1918842788,0.1112741497,0.245553549,0.143159021,-0.0315979718,0.4110728621,-0.6779756732000001
SRX5694332,1.918470678,-0.4062820858,-0.3739455369,0.49882963830000004,0.2575678173,-0.3357663616,-0.24882076420000002,0.25466038150000003,-0.3307579353,0.20007652210000001,-0.6877992686000001
SRX5694334,3.2817187569,1.1323660895,-0.4412101766,0.566920077,0.7809611414000001,-2.1071603126,-1.0972302127,0.6100333203,-0.5558390831000001,0.1010918916,-1.3599175907
SRX5694335,1.3279486825,-0.5028850884,-0.5310190811000001,2.0234284253,-1.0905972262999999,1.0444189645,-2.0210704043,0.331033678,-1.7615590003000001,0.3957199563,1.0307367807
SRX5694336,4.8351064874,-1.897170357,-0.45421179570000003,-0.22959920490000002,0.0295461953,-2.1319087211,-1.6584843203,0.286668835,-1.7568379058999999,0.3948733358,0.6991427618
SRX5694337,2.9516028705,0.1384413032,-0.305938729,-0.0980294456,-0.9098451584,-1.6449659583,-0.2397944182,-0.0398304638,0.1660500036,0.3573052694,-0.664757206
SRX5694338,0.5242217691000001,-0.1544561085,-0.6137315737,-0.459732,0.11093211330000001,-0.2625667256,0.1989831632,-0.5469233997,0.48433845670000003,-0.4525821431,-1.5468601644
SRX5694339,0.5457711684000001,0.34029836890000004,-0.7445127357,-0.3283958898,-0.2660034833,0.5606130136,0.10670366340000001,-0.9273440422,-0.3263923486,-0.0191556582,-1.0039963849
SRX5694340,1.9041313715000001,-0.449618785,-0.440766099,0.5310775656,0.1360391327,-0.2263059536,-0.1227589166,0.6876955090000001,0.46525192070000004,0.0293777617,-2.9152370824
SRX5694341,6.9743248126,2.7152643049,-0.1313631139,1.8115914355,0.3253789217,-1.9675613194000001,-1.4531793695,0.8670393111,-2.0357395307,0.9859149752,0.6955705171000001
SRX5694342,-1.8570420992,1.6077031243,0.2026076278,1.6412196845,0.33467356740000004,2.6569698135,-1.642695013,1.2879023301,-1.6318591136,0.6808311431,0.5447567374
SRX5694343,-1.204368653,-0.1452984927,-0.7345121231,0.5688580452,-0.7654036895,2.4871426115,-0.659556922,1.0088897865,-0.4210968036,0.5317095390000001,0.8354129753
SRX5694344,-1.5875045785,-0.233597714,-0.33577681130000003,1.2367111817,0.0720316185,2.4672997353,-0.5482364304,0.7562889692,-0.8271836069,0.9360842386,-0.040292871200000004
SRX5694345,1.684349336,0.1842955241,-0.3764485198,0.5325024357,-0.1127364899,-1.1728397895,-0.1455592358,-0.24720769480000002,-0.235260515,0.0201775326,-1.1725291543
SRX5694346,2.5142587619,-1.8900768642,-0.9055701749,-0.4511907362,-0.1452747475,0.3833199228,-0.6506498564000001,0.7427232568000001,-0.5404264046,-0.1146899157,-0.5037095303
SRX5694347,-1.5009793998,-1.0885010201,-0.7128745584,0.277694506,-0.2103049645,0.6959005214,-0.0665078507,-0.0439430758,-0.1281517943,0.2708414096,-0.5887724694
SRX5694348,0.8861549628000001,0.33415471880000003,-0.3365434024,-1.0363960574,0.6194313426,0.7176966884,0.0163008612,-0.3275230362,0.8024695425,-0.1572171319,-1.5383034221
SRX5694349,2.7061093271,0.163974729,-0.9118016409,-0.5469996683,-0.0340580552,-0.2435831011,0.3281616036,-0.57444978,0.6949377064000001,-1.0886919379,-2.0383571747
SRX5694350,-0.7184793433000001,-0.9465467362000001,-0.2723243866,2.0394370277,-1.5589165824,1.7043420878000002,-1.3897674496999999,-0.2671995918,-1.794658864,0.144184582,0.0017820371
SRX5694351,1.4775586741,-0.11527832730000001,0.7195692725,0.6814291384000001,0.2389667466,0.0278922705,-0.94657928,-0.0515763133,-1.8545558817,1.3811692108,-0.4355814933
SRX5694352,-0.4984375498,-1.6774971662,-0.7211493992,-0.0301321781,-0.1301723133,0.7114492885,-0.11358356480000001,-1.3947460908,1.4236078071,-0.114163683,-1.4955181159
SRX5694353,0.060622804200000005,-0.5065759217,-1.1035471096,-0.1249819187,0.0567992999,0.479893453,0.2090437913,-0.284433144,-0.1422608386,-0.011465710300000001,-0.9826394557
SRX5694354,2.4091026761,-0.5628886394,-0.8090334449000001,-0.5284590883,0.4463184544,0.25205146700000003,0.156288703,-0.7137587976,0.8253414572000001,-0.5847029634,-2.1802401014
SRX5694356,-1.0350603031,-0.7358977565,-1.0282208658,-0.1497972132,-0.011770757000000001,-0.057586964500000004,0.1914919696,-0.3090073427,0.015944328900000002,0.055385097200000004,-1.0155613809
SRX5694357,-1.0106196081,1.7595576955,0.1033229876,2.0380877735,0.4703427457,1.9121225458,-1.6521756011000002,0.5070849251,-1.6910187156,0.9606707476,0.34828854270000004
SRX5694358,4.5346964278,-3.5277934386,-0.989631354,0.0052233307,0.7891519738,0.6097665779,-0.2527058608,-0.8984278115000001,-2.0946863412,1.2914517682,-0.3675726972
SRX5694359,4.0189904635,0.6800925502,-0.6898793059,0.4784042827,0.0823465979,-2.5994465329,-0.30657057660000003,-0.5018104017,0.5257695536,-0.2855045002,-2.5746945309
SRX5694360,2.8239963149,0.0690848901,-0.9385224537,-0.1817873103,-0.21446519260000002,-3.1231140534,-0.2669976047,-0.1892206283,0.2565888257,-0.638620278,-1.4308215607
SRX5694361,-1.8430145179,1.8034974754,1.0977147786,-1.6733663526,0.5545946817,-4.9543248985,-1.0307723459,0.8311203709,-0.5893973720000001,-1.5132484745,-0.2937882231
SRX5694362,-0.0677104491,1.2636687302,0.36099427310000004,-1.4923286758,-0.1556899832,-3.1277425702,-0.0309958632,0.43439702760000004,0.9156420854,-1.9652494854,-1.0957564192
SRX5694363,0.5043076632,0.051329992000000005,-0.600790616,0.0575286216,0.40866825960000003,0.4152760186,-0.3804310446,0.9410603418000001,-1.1846501745,1.2542890818,-1.4217537166
SRX5694364,7.0549124942,-0.6355700000000001,-0.5144488377,2.0216415702,-0.0307498051,-2.0180888102,-2.3462003852,-0.1141300268,-2.2733299144,0.7876454059,0.7749513379
SRX5694365,5.1851146367,3.0086459954,1.4841765936,-1.5202731443,1.8984960352,-0.1948645188,-0.6041545277,0.5918815905,-0.3041345535,0.8906258525,0.2965231034
SRX5694366,-0.3600811031,1.0393897033,-0.7392321765000001,-0.37419296630000004,0.11935505780000001,-0.2520024628,-0.054980210200000004,-0.5937667101,-0.6094488481,0.2089985611,-1.2218373272
SRX5694367,5.8737502983,0.1199381191,-0.2944956992,0.6656975378000001,-0.7716038602,-2.4599714223999998,-0.7076949831,0.0750497322,-1.0523985637,0.5213602361,-1.3473808831
SRX5694368,1.009734052,-0.9546299443,-0.8669199153,-0.285459375,-0.1062377801,-0.5039561531,0.1102525246,-0.9498929877000001,-0.2124608039,-0.018460327500000002,-0.8725450171
SRX5694369,-2.2908580919,-0.3625229781,-0.5948867843,-0.5478844172,-0.0429042057,0.06410913800000001,-0.0590977866,-0.45321974410000004,1.1846757806000001,-0.1647844436,-0.7985961333
SRX5694370,6.8247660962,-0.6755486363000001,-0.5244472115000001,-0.9426291372000001,-0.1697118587,-0.6118013976000001,-0.22081801820000002,-0.48949433820000005,-0.1143937765,0.0016327890000000002,-0.446035828
SRX5694371,6.3080434797,1.1364678129,-0.786795397,2.365706667,-0.046749594000000005,-1.9599985835,-2.3057897995,-0.0070781428,-2.2488264197,0.8165281951000001,0.0336402836
SRX5694372,2.5463382719,0.4532699526,-0.5681068862,0.44815050570000003,0.060263538500000005,-2.2889570474,-0.3165443482,-0.5776057563,0.5414791011,-0.3342762494,-1.7271894155
SRX5694373,-0.3070521087,-0.44597501440000004,-0.6737367768,2.2319022165,-1.4686879149,1.799038221,-1.5399098517,-0.09777304710000001,-1.7994636388,-0.0047591478,0.16934512840000002
SRX5694374,5.0372421694,-0.9021733236,-0.9874018292000001,0.9714924580000001,0.2258676651,-1.2711502776999999,-0.3411830033,-2.1736741778,-2.8797694036,0.7615916478,-1.5142405529
SRX5694375,-0.7222867661,-0.29392495820000003,-0.704628555,-0.3183097434,-0.0180107938,0.2951519691,-0.0340696975,0.1046929092,0.7292042436,-0.23131398720000002,-0.7501382586
SRX5694376,0.6836646350000001,1.7575499723,0.6390051229,0.4595702441,0.12440957970000001,-2.9725627728,-0.31705369640000003,-0.18604892450000002,0.1506402454,0.6436264924,-2.1434855355
SRX5694377,4.902138272,-2.2880616785,-1.119492052,0.3188663069,0.7205527484,-1.4445559099,-0.5697764494,-2.8139752395,-2.2825630053,0.7703477697000001,-2.1149584093
SRX5694378,4.8807257277,-0.1260430246,-0.5892935844,-0.29555656550000003,-0.064859922,-3.6698576791,-0.31765341210000003,-0.2402120778,0.5598154293000001,-0.5006761838,-1.9247221837000001
SRX5694379,2.1156855251,-0.6224222674000001,-0.7488069058,0.3466464765,-0.0946227506,-1.2193333542,-0.25011430100000004,0.4492191062,0.0412895322,-0.2285719789,-2.7048729721
SRX5694380,1.6979571793,-0.4991096861,-0.9849220242000001,-0.1199930824,-0.1504039911,-0.1906119209,-0.8373204843000001,1.275924905,-0.39142262170000003,0.1261078601,-1.0463629406
SRX5694381,2.3357971754,2.8750119271,0.0536946161,1.8591924979,1.0932260792,2.3123967012,-1.2728116676,0.975788599,-1.5052256722,1.5005765341,1.0499227608
