,A,Rv0135c,Rv1019
dap:0_days_control:2,0.0872870275,0.0018833964,-0.0692619714
dap:0_days_control:3,-0.28298708980000004,0.0655609977,-0.0409746647
dap:0_days_control:4,0.3460954411,-0.08765483880000001,0.033070434
dap:1_days_25:1,-6.2425923907,-0.8647402881,-0.5029070444
dap:1_days_25:2,-6.2582125197,-0.8361028304,-0.6549889017
dap:1_days_25:3,-6.060343083,-0.8814026882,-0.6326087656
dap:1_days_25:4,-5.7990495659,-0.9245045214000001,-0.7533142165000001
dap:1_days_control:1,-5.1126012583,-0.933653634,-0.5954419067
dap:1_days_control:2,-4.6958972037,-0.899018741,-0.6851982347000001
dap:1_days_control:3,-5.0330827614,-0.8098320018,-0.610592731
dap:1_days_control:4,-4.8665387016,-0.743413843,-0.539929638
degradosome:mutant_rnj:1,4.2270695064,-0.3482412842,-0.0302702042
degradosome:mutant_rnj:2,3.6003184653,-0.6684620161,-0.20815909640000002
degradosome:mutant_rnj:3,1.7110367382,-0.4090565313,-0.1026941401
degradosome:PNPase_ko:1,1.7347815152,0.7465809966,0.543746666
degradosome:PNPase_ko:2,0.8114168420000001,0.9335038714,0.5905805572
degradosome:PNPase_ko:3,0.7619302223000001,0.7640407511,0.4729425564
degradosome:Rnase_E_ko:1,10.9717459418,-2.5168877672,-0.9339719893
degradosome:Rnase_E_ko:2,10.198588995,-2.5373006662,-0.8939389607
degradosome:Rnase_E_ko:3,10.2349562755,-2.7762357092,-1.2882088771
degradosome:wt_cas9_ctrl:1,12.5170340081,-0.5961712489000001,-0.3601364018
degradosome:wt_cas9_ctrl:2,12.5415382466,-0.12214653700000001,-0.0165838042
degradosome:wt_cas9_ctrl:3,11.6296912979,-0.4262075796,-0.2648580987
degradosome:wt_expn:1,0.223607263,0.072116543,0.0143981731
degradosome:wt_expn:2,-0.32909535300000003,0.009851373600000001,-0.0434075814
degradosome:wt_expn:3,0.10548809,-0.08196791660000001,0.0290094083
delam:0_days_.09:1,-0.1707814796,0.1349139848,-0.014755613800000001
delam:0_days_.09:2,-0.3415840345,-0.014233201800000001,-0.031031753500000002
delam:0_days_.09:3,-0.1306643281,0.0961774985,-0.051481399000000004
delam:0_days_.09:4,-0.6557185381,0.08875298920000001,-0.1943774183
delam:0_days_control:1,-0.0687692328,0.0564247832,-0.0344165735
delam:0_days_control:2,0.1205162226,-0.091087531,0.0066149065
delam:0_days_control:3,0.3432895282,0.0016302297,-0.076873036
delam:0_days_control:4,-0.395036518,0.0330325181,0.1046747031
delam:1_days_.09:1,0.9315255356000001,-0.1340248379,-0.6822932401
delam:1_days_.09:2,1.0714496399,0.08883117900000001,-0.5089210877
delam:1_days_.09:3,1.2578277511,0.0133115982,-0.5463704457
delam:1_days_.09:4,1.2043821561,-0.013091896,-0.5246086713
delam:1_days_control:1,1.0407147356,0.0939739437,-0.513530583
delam:1_days_control:2,0.9756631737,0.0408146687,-0.5351670914000001
delam:1_days_control:3,0.9511290632,0.0662688129,-0.5111834976
delam:1_days_control:4,0.8782072871000001,-0.011542216800000001,-0.5937368273
dg_inh:both:1,-0.9809726347000001,0.2979773133,0.1449494988
dg_inh:both:2,-0.3895013069,0.4001296399,0.1662603557
dg_inh:both:3,-0.19353742370000002,0.45148816410000003,0.1853396161
dg_inh:dg:1,-2.2687181789,0.2136838012,0.07645556270000001
dg_inh:dg:2,-1.4454130004999999,0.1229396606,0.1669044962
dg_inh:dg:3,-1.8254636004,0.22626722500000002,0.1489514692
dg_inh:DMSO:1,-0.3140628536,-0.0295027599,-0.013444854400000001
dg_inh:DMSO:2,0.4506883762,-0.0144862875,-0.0333546625
dg_inh:DMSO:3,-0.1366255226,0.0439890474,0.046799517000000006
dg_inh:inh:1,-1.7603427843000001,0.4428852579,0.1455119989
dg_inh:inh:2,-1.170980306,0.5011655892,0.177189077
dg_inh:inh:3,-1.6772031587,0.3024743326,0.0743182446
dormancy:dormant_20d_rifampicin:1,1.083804476,1.2261800112,0.8224567416
dormancy:dormant_20d_rifampicin:2,0.46557367200000005,1.1640257479,0.737282592
dormancy:dormant_20d_rifampicin:3,0.18359618430000002,1.1956750748,0.5259508558
dormancy:dormant_no_treatment:1,0.5829763716,-0.08002891570000001,0.0785636895
dormancy:dormant_no_treatment:2,0.012492509300000001,0.1438914655,0.0183705792
dormancy:dormant_no_treatment:3,-0.5954688808,-0.06386254970000001,-0.0969342687
eccE1:control:1,0.1688534685,0.0238854168,0.035880441
eccE1:control:2,-0.1688534685,-0.0238854168,-0.035880441
eccE1:delta_eccE1:1,-0.2590975943,0.012850130900000001,-0.0041677857
eccE1:delta_eccE1:2,0.0750268472,-0.0563277598,-0.0227356505
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.09321366880000001,0.0600862902,-0.178248277
eccE1:delta_eccE1_eccE1_HA_comp:2,-0.1617440132,-0.015207009,-0.000393926
eccE1:delta_eccE1_empty_vector:1,-0.1436391538,0.053295085000000006,-0.0703827779
eccE1:delta_eccE1_empty_vector:2,-0.0391513135,0.1098654168,-0.0149951418
eccE1:delta_eccE1_myc_p1_HA_comp:1,0.6005486285,-0.1451958951,-0.3114202269
eccE1:delta_eccE1_myc_p1_HA_comp:2,0.3470715925,-0.11399769,-0.3825217563
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.2239954287,0.0694898625,-0.1191121713
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.32929861,0.0652198669,-0.0919127708
emb:0_days_2.45:1,1.2565787738,-0.25682489740000003,0.15266502040000002
emb:0_days_2.45:2,1.9552547573,-0.3165089658,0.1374109251
emb:0_days_2.45:3,1.9540867446,-0.2313809255,-0.2944483718
emb:0_days_2.45:4,2.2233464797,-0.2571793429,0.1015421308
emb:0_days_control:1,-0.18592050570000002,0.0795505737,-0.0428670213
emb:0_days_control:2,0.4192093471,-0.16542987850000002,0.0913474765
emb:0_days_control:3,-0.1914963536,-0.0952657075,0.10342811310000001
emb:0_days_control:4,-0.0417924879,0.18114501230000002,-0.15190856830000002
emb:1_days_2.45:1,-6.894816389,-0.6534237619000001,0.2522555788
emb:1_days_2.45:2,-6.7124806864,-0.5964604359,0.2440801009
emb:1_days_2.45:3,-7.0258881291,-0.7229643391,0.23410242490000002
emb:1_days_2.45:4,-7.1510218088,-0.6113935352000001,0.4596262553
emb:1_days_control:1,-6.8793729908,-0.8859220796,0.18537563540000002
emb:1_days_control:2,-6.4679016282,-0.8378020788,0.0689361403
emb:1_days_control:3,-7.0570667435,-0.7602880422,0.3028007669
emb:1_days_control:4,-6.3860394261,-0.6397282672,0.2926484626
espL:ko:1,0.1149651329,0.0263688974,-0.021019314600000002
espL:ko:2,-0.4218686361,-0.0278546523,0.0115020242
espL:wt:1,-0.20971267670000002,-0.016082621800000002,0.0260974739
espL:wt:2,0.20971267670000002,0.016082621800000002,-0.0260974739
esx_1:ko:1,-0.40378903790000004,-0.0376522279,0.09896509490000001
esx_1:ko:2,-0.45927345940000003,-0.0746575464,0.1578879201
esx_1:wt:1,0.3209924739,-0.0135699018,0.1468727636
esx_1:wt:2,0.0021583326,-0.0662182942,-0.0105938721
esx_1:wt:3,-0.3231508065,0.079788196,-0.1362788916
genotoxic:control:1,0.0639396748,-0.130829591,0.0272233806
genotoxic:control:2,-0.0639396748,0.130829591,-0.0272233806
genotoxic:growth_supplement:1,-0.06429196100000001,-0.0435419196,-0.0220763094
genotoxic:growth_supplement:2,0.9345214924,0.0105368132,0.0698810457
growth:tss_expnt:1,-5.0162469335,0.018511073000000003,-1.6891600987
growth:tss_expnt:2,-4.1461378498,0.0828761295,-0.6422898208000001
growth:tss_expnt:3,-5.3752388939,0.1134624117,-0.9753948158
growth:tss_starved:1,-9.9559674645,0.0662171526,-1.2033820177
growth:tss_starved:2,-11.2553226352,0.20577540060000002,-0.9768364671
growth:tss_starved:3,-11.2781755218,0.1978788595,-0.3025975328
growth:wt_expn:1,0.33368819580000003,0.0265253209,0.0375806353
growth:wt_expn:2,0.045650185,0.049410345200000004,0.3487429092
growth:wt_expn:3,-0.37933838080000004,-0.07593566610000001,-0.3863235446
hs2:treated:1,-0.9217998979,0.2360202704,-0.151265016
hs2:treated:2,-0.9159830854000001,0.1692325922,-0.10351885990000001
hs2:treated:3,-0.8051393599000001,0.1725573119,-0.0504366948
hs2:untreated:1,0.4275624443,0.0396515504,-0.0712731028
hs2:untreated:2,0.1609227557,-0.1926526379,-0.1098888536
hs2:untreated:3,-0.5884851999,0.1530010874,0.18116195640000002
hypoxia:000h_.81_DO:1,0.5870643518,-0.271645733,0.1299760445
hypoxia:000h_.81_DO:2,0.10837875300000001,0.0120904989,-0.13863404070000002
hypoxia:000h_.81_DO:3,-0.6954431048,0.25955523410000003,0.0086579961
hypoxia:017h_.57_DO:1,-2.5515585149,-0.5087777009000001,-0.6304631758
hypoxia:017h_.57_DO:2,-2.7616966169,-0.0516329632,-0.3727256539
hypoxia:017h_.57_DO:3,-1.9529047427,-0.5128958415,-0.49719406650000003
hypoxia:023h_.42_DO:1,-0.5131973994,-0.2986791863,-0.6693022648
hypoxia:023h_.42_DO:2,-1.3899456519,-0.5200470858,-0.4662334275
hypoxia:040h_.11_DO:1,-0.9640630371000001,-0.49620271870000004,-0.41184766230000003
hypoxia:040h_.11_DO:2,-0.6623888032,-0.6993230048,-0.1614255839
hypoxia:041h_.09_DO:1,-1.4172483918,-0.7100156108,-0.4413855363
hypoxia:041h_.09_DO:2,-1.1976125524,-0.9683645399,-1.1437593726
hypoxia:041h_.09_DO:3,-0.6366431366,-0.6696587162000001,-1.349035591
hypoxia:042h_.07_DO:1,-1.9177757748,-0.7693736615000001,-0.6955515838
hypoxia:042h_.07_DO:2,0.48583720760000004,-0.49299603670000003,-0.8487841563
hypoxia:043h_.06_DO:1,-0.46624886200000004,-0.414830124,-0.6215415792
hypoxia:043h_.06_DO:2,-0.6343342776,-0.4459760065,-0.7971785129000001
hypoxia:043h_.06_DO:3,-0.7460556406000001,-0.5473770477000001,-0.8763285963
hypoxia:044h_.04_DO:1,-0.4016995195,-0.7181383698,-0.8163005151
hypoxia:044h_.04_DO:2,-0.36983651900000003,-0.7217221341000001,-0.6063961649
hypoxia:044h_.04_DO:3,0.7883079234,-0.5691814860000001,-0.4295807701
hypoxia:047h_0_DO:1,-0.6125479877000001,-0.6737625207,-0.73562299
hypoxia:047h_0_DO:2,0.6238119159000001,-0.9036101511,-0.08674417990000001
hypoxia:047h_0_DO:3,1.3065644644,-0.740265582,-0.7542135765
hypoxia:049h_0_DO:1,0.9117925106,-0.4312348219,-0.6515388779
hypoxia:049h_0_DO:2,0.9026854032,-0.8668714008,-0.5143352880000001
hypoxia:049h_0_DO:3,-0.4907293498,-0.1205045331,-0.1088503791
hypoxia:050h_0_DO:1,-0.23544840390000002,-0.1353523713,-0.255131226
hypoxia:050h_0_DO:2,0.5829500156,-0.5825931181,-0.2830530698
hypoxia:050h_0_DO:3,1.7077692682999999,-0.6325311275000001,-0.4125777101
hypoxia:052h_0_DO:1,1.1643825648,0.0732767964,-0.1348922183
hypoxia:052h_0_DO:2,1.9688710083,-0.0247967568,-0.3117839291
hypoxia:052h_0_DO:3,2.3670244754,0.0225354658,-0.1474295034
hypoxia:054h_0_DO:1,2.4857646906,-0.8525971717,-0.4162411917
hypoxia:054h_0_DO:2,2.0454471512,-0.3953138902,-0.3463640436
hypoxia:054h_0_DO:3,1.4504677928,-0.3527279537,-0.3022808866
hypoxia:054h_0_DO:4,2.0614945389,-0.7003788375000001,-0.47574446270000004
hypoxia:054h_0_DO:5,1.6343314721,-0.1585434207,-0.30156829830000004
hypoxia:070h_0_DO:1,-0.7242826873,-0.0927593852,0.0864700801
hypoxia:070h_0_DO:2,0.3923804607,-0.0052298811,-0.0901796654
hypoxia:088h_0_DO:1,1.3733699727,0.1403966443,-0.1592732228
hypoxia:088h_0_DO:2,1.9385256438,0.1933243131,-0.1231490704
hypoxia:114.5h_.04_DO:1,-3.3807513116,-0.2328049805,-0.5326245501
hypoxia:114.5h_.04_DO:2,-3.7341986335,-0.2710596437,-0.6613436867
hypoxia:114.5h_.04_DO:3,-3.6492918091,-0.3406859634,-0.8718496294
hypoxia:115h_.06_DO:1,-3.2351849594,-0.5943297121000001,-0.8244377824
hypoxia:115h_.06_DO:2,-3.2131750701,-0.5846725831,-0.9311978402000001
hypoxia:115h_.06_DO:3,-3.4797848592,-0.7843908942000001,-0.9670576099
hypoxia:116h_.11_DO:1,-2.9823218409,-0.7311246834,-0.6702664123000001
hypoxia:116h_.11_DO:2,-3.2277542768,-0.8786184429,-0.6824251916
hypoxia:116h_.11_DO:3,-3.6260205961,-0.5360132163,-0.8299202873
hypoxia:120h_.47_DO:1,-0.6561825387,-1.2495941312,-0.5728427713
hypoxia:120h_.47_DO:2,-0.6467788458,-1.1187245531,-0.6957798187
hypoxia:120h_.47_DO:3,-0.7316565405000001,-1.4074336828,-0.9084135199000001
kinase:DMSO_0h_F:1,-1.3784782355,-0.4042897006,-0.6155577066
kinase:DMSO_0h_F:2,-1.3613827026,-0.40109563140000004,-0.5846255725
kinase:DMSO_0h_F:3,-2.0752933041,-0.3785616536,-0.6811660939
kinase:DMSO_0h_H:1,-0.6071940626,-0.11769858450000001,-0.23664988920000002
kinase:DMSO_0h_H:2,-0.3845062265,0.0439827392,-0.0851825871
kinase:DMSO_0h_H:3,-0.63104416,0.0026495366000000003,-0.0038265217
kinase:DMSO_0h_H:4,-0.9548725226,0.0856116098,-0.0660161716
kinase:DMSO_0h_H:5,-0.3645860287,-0.0015161518000000001,-0.1387191139
kinase:DMSO_0h_H:6,-0.37137128700000005,0.015750762800000002,-0.0682753408
kinase:DMSO_0h_I:1,-0.4140901917,-0.06122923,0.031500200900000004
kinase:DMSO_0h_I:2,0.5875905609000001,-0.025526260500000002,0.013336365400000001
kinase:DMSO_0h_I:3,0.37888588240000004,-0.10766030180000001,-0.1508461713
kinase:DMSO_0h_I:4,0.1579966055,-0.0667973703,-0.049533742000000006
kinase:DMSO_0h_I:5,-0.6621309013000001,0.2059069019,0.1013213941
kinase:DMSO_0h_I:6,-0.0482519558,0.055306260600000004,0.0542219529
kinase:pknD_T10_48h:1,0.9500356513,-0.7849116758,-0.1125345438
kinase:pknD_T10_48h:2,0.9189853142000001,-0.8271044315,-0.17717561240000002
kinase:pknD_T10_48h:3,1.0164444573,-0.7263099443000001,-0.2800498845
kinase:pknL_T10_48h:1,0.0094127113,-0.3939898323,-0.525711405
kinase:pknL_T10_48h:2,0.020333088200000002,-0.47409425320000004,-0.5888642552000001
kinase:pknL_T10_48h:3,0.0625978665,-0.46904039900000005,-0.4918580755
kinase:pknL_T4_48h:1,-1.2151565829,-0.7380521692,-0.0318253255
kinase:pknL_T4_48h:2,-1.3471156334,-0.7677558462,0.0573168848
kinase:pknL_T4_48h:3,-1.419147232,-0.8027926844000001,0.047025208900000004
kinase:T10_12h_F:1,-4.1644773572,-0.2552051421,-0.5124927205
kinase:T10_12h_F:2,-4.1092852385,-0.26113667360000004,-0.6708483143
kinase:T10_12h_F:3,-3.8233932642,-0.2870380025,-0.5257467147
kinase:T10_12h_H:1,-4.2013521418,-0.3599983302,-0.8033359784
kinase:T10_12h_H:2,-6.097357367,-0.31940237930000004,-0.8489872551000001
kinase:T10_12h_H:3,-5.8484464388,-0.3673414028,-0.9535625320000001
kinase:T10_12h_I:1,0.4672552777,-0.3396475835,0.08232363200000001
kinase:T10_12h_I:2,0.6046486927,-0.2436717149,-0.0793838226
kinase:T10_24h_F:1,-4.1051329753,-0.3805014018,-0.6929236160000001
kinase:T10_24h_F:2,-3.6155122927,-0.31739204530000004,-0.514469953
kinase:T10_24h_F:3,-4.0607356938,-0.3709595558,-0.6012754188
kinase:T10_24h_H:1,-1.8345831485000001,-0.3975601895,-0.5814612114000001
kinase:T10_24h_H:2,-3.3499177733,-0.3841730686,-0.8142208891
kinase:T10_24h_H:3,-5.710275176,-0.4260864864,-0.8578830715
kinase:T10_24h_I:1,0.8147033739,-0.24261942560000002,-0.0859312616
kinase:T10_24h_I:2,0.9168857444,-0.2252056345,-0.10567964710000001
kinase:T10_48h_F:1,-3.3837915438,-0.3358576717,-0.2337353371
kinase:T10_48h_F:2,-3.1965240212,-0.5301061191,-0.6386629585
kinase:T10_48h_F:3,-3.3363647026,-0.3757073664,-0.47391304500000003
kinase:T10_48h_H:1,-3.4217930346,-0.4388650841,-0.6446195462000001
kinase:T10_48h_H:2,-5.3133820159,-0.47304739090000003,-0.8848937934000001
kinase:T10_48h_H:3,-6.4036058041,-0.3929843814,-0.7327741524
kinase:T10_48h_I:1,1.3703665918999999,-0.5001004589,-0.0892551495
kinase:T10_48h_I:2,1.0986552477,-0.31315290770000004,-0.0884811241
kinase:T10_48h_I:3,1.3374687077,-0.3331786747,-0.0847537964
kinase:T4 _48h_H:1,-1.8930947226,-0.6128814937,0.2642491316
kinase:T4 _48h_H:2,-2.4424192901,-0.5973324207,0.17066097160000002
kinase:T4 _48h_H:3,-2.7354802053,-0.5465649032000001,0.1288353147
kinase:T4 20 _12h_I:1,0.24925111460000002,-0.3497756953,0.18793262800000002
kinase:T4 20 _12h_I:2,0.1534287275,-0.390430812,0.20116301220000002
kinase:T4 20 _12h_I:3,-0.19047383240000001,-0.2799669597,0.2406573579
kinase:T4_12h_F:1,-3.2377780886,-0.34294564,-0.4674232901
kinase:T4_12h_F:2,-3.2628544895,-0.2591874683,-0.2251427229
kinase:T4_12h_F:3,-3.0730885346,-0.26422409350000003,-0.25484648520000003
kinase:T4_12h_H:1,-3.1756269334000002,-0.3882028489,-0.281127171
kinase:T4_12h_H:2,-3.6050183738,-0.4440300528,-0.41268445530000003
kinase:T4_12h_H:3,-2.3042446785,-0.5135793082,-0.2774216091
kinase:T4_24h_F:1,-2.3232978442,-0.32358442390000003,0.055814004800000004
