,A,CpxR
nac_ntrc__bw_delnac_nh4__1,-1.9420610372867264,-0.045097728
nac_ntrc__bw_delnac_nh4__2,-1.329363600040115,-0.04723138200000143
misc__wt_no_te__1,-1.063569142670108,0.26560557600000045
misc__wt_no_te__2,-1.2690026422961584,0.2146137449999994
misc__bw_delcbl__1,-1.4672834645483137,-0.36555257100000027
misc__bw_delcbl__2,-1.7425794230684664,-0.2906720360000001
misc__bw_delfabr__1,-2.1340319815490174,-0.4935052310000003
misc__bw_delfabr__2,-2.2715553242344377,-0.4060639290000001
misc__bw_delfadr__1,-1.352224608294629,-0.1312389310000004
misc__bw_delfadr__2,-0.969771582197345,-0.08853386200000024
misc__nitr_031__1,-1.4591880613354795,0.5611967260000004
omics__wt_glu__1,-0.2846673564741664,1.100875521999999
omics__wt_glu__2,-0.3262095065708779,1.237183525999999
omics__wt_gly__1,0.0172513152988537,0.8329352329999988
omics__wt_gly__2,-0.3787632159839298,0.8644454469999996
omics__wt_thr__1,0.2639787748426412,1.4414006530000003
omics__wt_thr__2,0.4170435037715198,1.424536454
omics__bw_ac__1,4.140192736519927,0.28175522899999983
omics__bw_ac__2,3.5061606741054425,0.18871575600000054
omics__bw_fum__1,3.9099437084536026,-0.18006717500000047
omics__bw_fum__2,4.055209097370517,-0.03133615099999965
omics__bw_glc__1,1.4042357738822286,-0.05962031700000025
omics__bw_glc__2,1.3709542158802857,-0.05159600200000014
omics__bw_pyr__1,4.452939435075808,0.06354272799999983
omics__bw_pyr__2,3.841538184023909,0.03154883799999908
ompr__wt_nacl__1,1.8213277101369,0.4702779589999988
ompr__wt_nacl__2,1.8975222106703808,0.595664833999999
ompr__bw_delompr_nacl__1,10.5166551610102,0.25057528500000004
ompr__bw_delompr_nacl__2,10.480557108638118,0.3172897099999989
minspan__wt_ade__1,-0.5607552961886122,-0.3030168849999999
minspan__wt_glc__2,-1.1823049205852358,-0.36628151499999984
minspan__wt_glc__3,-1.9095704268776788,-0.399056936
minspan__wt_glc__4,-1.942299041641661,-0.19743255100000034
minspan__wt_glc_anaero__1,-6.922192415046293,-0.5197233610000005
minspan__wt_glc_anaero__2,-7.8130554900523075,-0.12398103200000055
minspan__wt_trp__1,-1.1118111726179705,-0.2162847720000016
minspan__bw_delcra_glc__2,0.5241416262512327,-0.001049202000000804
minspan__bw_delcra_trp__1,-0.3173997880748242,-0.35165597900000023
minspan__bw_delmntr__1,-1.313490048292523,-0.23384402600000165
minspan__bw_delnac_ade__1,-1.84595377385316,-0.8379328600000004
minspan__bw_delnac_glc__1,-2.523322334795349,-0.5596798390000002
cra_crp__wt_ac__1,1.7575758128398902,0.9140202239999996
cra_crp__wt_ac__2,1.6888037902331057,0.8884851660000006
cra_crp__wt_fru__1,2.1613120825072656,1.1341513560000005
cra_crp__wt_fru__2,2.250172925896448,1.0825676909999995
cra_crp__delcra_ac__1,0.201200480976544,0.2633023829999992
cra_crp__delcra_ac__2,0.3592407659943648,0.1941985639999988
cra_crp__delcra_fru__1,-3.154291860234064,0.10536876399999963
cra_crp__delcra_fru__2,-3.392817825742763,0.08491888400000036
cra_crp__delcra_glc__1,-0.4518976449293138,-0.20316713600000025
cra_crp__delcra_glc__2,-0.0397104226886999,0.001045006000000015
rpoB__wt_031__1,-0.4097206915391508,-0.0881102070000015
rpoB__wt_044__1,-0.5502815982244109,0.18025788299999945
rpoB__wt_lb__1,2.6323824967533294,0.1812719989999998
rpoB__wt_lb__2,3.227332123359717,0.12299757899999975
rpoB__rpoBE546V_031__1,1.0883119060332909,-0.006805957000000973
rpoB__rpoBE546V_044__1,0.4180735654624586,0.08366097600000089
rpoB__rpoBE546V_lb__1,4.162077742988459,-0.1912389430000001
rpoB__rpoBE546V_lb__2,3.318919570300656,-0.19221227700000032
rpoB__rpoBE546V_glc__1,-0.8816931169856285,-0.4553603750000006
rpoB__rpoBE672K_glc__1,-0.8356478220087276,-1.013562137000001
rpoB__rpoBE672K_glc__2,-1.9805023416387568,-0.9952300150000006
rpoB__rpoBE672K_lb__1,-0.4243735789655606,-1.0593134480000002
rpoB__rpoBE672K_lb__2,0.1435479845594284,-0.905674349
crp__wt_fru__1,0.5892701969128717,-0.3217010880000002
crp__wt_glyc__1,0.2763150407617203,-0.4651945660000001
crp__wt_glyc__2,0.3269984016845448,-0.6120343730000002
crp__delar1_glyc__1,-0.0059996137375534,0.4912308969999994
crp__delar1_glyc__2,0.3299226404249862,0.6718286339999988
crp__delar1ar2_glyc__1,-0.6762504852559883,0.21348961300000013
crp__delar1ar2_glyc__2,-0.9324263299455576,0.262500897999999
crp__delar1ar2_glyc__3,-0.4220498487581589,0.26276246699999994
crp__delar2_glyc__1,-0.1271033087585239,0.2358484000000001
crp__delar2_glyc__2,0.4844254284892752,0.2514501979999988
crp__delar2_glyc__3,0.6828088303668796,0.23161323200000086
crp__delcrp_fru__1,-0.8167167990618949,0.4703877120000009
crp__delcrp_fru__2,-0.4716189246948956,0.5585201160000004
crp__delcrp_fru__3,0.0260400480874791,0.4309364119999993
crp__delcrp_glc__1,-0.4904895535725688,0.4773843820000003
crp__delcrp_glc__2,-0.6309160012875584,0.4978502429999985
crp__delcrp_glc__3,-0.2026927446144542,0.5282161520000006
crp__delcrp_glyc__1,-1.9254710806330295,0.39621902299999867
crp__delcrp_glyc__2,-1.8949947563486789,0.4577779999999994
crp__delcrp_glyc__3,-1.981601795790444,0.3608085709999997
glu__glu_ale3__1,1.9405171802855288,-0.3773450460000003
glu__glu_ale4__1,-2.641459808567761,-0.6650056679999999
glu__glu_ale5__1,-0.1272205330509718,-0.7392019890000006
glu__glu_ale6__1,-3.8999231127195872,-1.228548538
glu__glu_ale8__1,2.7827494527622205,-0.07749206000000086
glu__glu_ale9__1,-0.59121713777098,-0.3186936100000004
glu__glu_ale10__1,1.1491526280122677,-0.5078915770000005
42c__wt_42c__1,-1.7863611020931154,0.04235050399999984
42c__42c_ale1__1,-4.26969612601477,-0.08140992999999952
42c__42c_ale2__1,2.955001461099213,-0.2993300960000003
42c__42c_ale3__1,-0.3729286538794361,-0.16394340200000102
42c__42c_ale4__1,11.137041407975914,0.379172831
42c__42c_ale5__1,-0.7341803435724736,-0.5727183949999999
42c__42c_ale6__1,-3.543114343340688,0.3501597489999995
42c__42c_ale8__1,6.058327613494341,0.5503156459999996
42c__42c_ale9__1,-1.900296455585133,-0.2170998950000005
42c__42c_ale10__1,10.42997017708683,0.5084994829999996
ssw__wt_ac__1,2.6650416487852877,-0.10001132200000028
ssw__wt_glc__1,-0.9816079709338184,-0.36318077100000057
ssw__wt_glyc__1,2.2431557787542045,-0.719950688
ssw__wt_xyl__1,-4.15130349839904,-1.174384379
ssw__glc_ale1__1,4.301679035543625,-0.6727073389999987
ssw__glc_ale2__1,-3.381524408988981,-0.574474489
ssw__glc_ale3__1,-3.144258982621155,-0.6221487129999996
ssw__glyc_ale1__1,1.542206530147791,-0.33934005799999944
ssw__glyc_ale2__1,-4.2844779142713785,-0.6629369270000005
ssw__xyl_ale1__1,2.631153467697372,-1.0568479990000004
ssw__xyl_ale2__1,5.05869051997077,-0.6113435970000003
ssw__xyl_ale3__1,2.7815316537501915,-0.5419173439999998
ssw__glc_ac_ac2__1,-2.536307894235164,-0.9939558750000002
ssw__glc_ac_glc1__1,0.0980782970145696,-1.419592047000001
ssw__glc_glyc_glc__1,8.26379318299095,-0.5577164370000016
ssw__glc_glyc_glyc__1,4.104256483945645,-0.7676497070000003
ssw__glc_xyl_glc__1,7.162634912911354,-0.5886135189999999
ssw__glc_xyl_xyl__1,1.5990975754254826,-0.9350712320000004
ica__wt_glc__1,0.09584740561996,-0.7688033560000003
ica__wt_glc__2,0.3946384154998346,-0.7857402710000017
ica__wt_glc__3,-1.155720382655155,-0.4796212600000001
ica__wt_glc__4,-0.6074874346022264,-0.5672737640000003
ica__arg_sbt__1,6.962123721221469,-0.3142978040000006
ica__arg_sbt__2,7.6087769351664924,-0.3614628010000001
ica__cytd_rib__1,4.963771648454139,-0.1575187850000006
ica__cytd_rib__2,3.979688197767991,-0.1751804020000005
ica__gth__1,1.0063711438666696,0.14429520399999873
ica__gth__2,1.5563400077791252,0.12843688699999944
ica__leu_glcr__1,0.397741346299415,-0.6865956830000002
ica__leu_glcr__2,0.3087153686740669,-0.6907604840000001
ica__met_glc__1,0.7643154052295063,-1.049996104
ica__met_glc__2,0.0248343872828319,-1.0960093569999998
ica__no3_anaero__1,-4.460084791942959,-0.334290405
ica__no3_anaero__2,-4.477263557565387,-0.2699431760000017
ica__phe_acgam__1,-0.4989162452138913,-0.8230421510000001
ica__phe_acgam__2,-0.7212164192377828,-0.9343981029999996
ica__thm_gal__1,0.0191636385275419,-0.2144420150000004
ica__thm_gal__2,-0.0880224947125528,-0.17771774700000087
ica__tyr_glcn__1,-0.6876333803881802,-0.8420201860000001
ica__tyr_glcn__2,-0.7515525282061529,-0.7380973890000001
ica__ura_pyr__1,1.3146512046479029,-0.5114708829999994
ica__ura_pyr__2,3.6132856031417417,-0.4768279990000002
ica__wt_glc__5,0.1110501622970327,-0.5089311240000001
ica__wt_glc__6,0.1315385881100361,-0.4703625070000008
ica__bw_delpurR_cytd__1,-0.2114450075513896,-0.7971133620000009
ica__bw_delpurR_cytd__2,1.2817701035555595,-0.8056899479999995
ica__ade_glc__1,0.8032262741384532,-0.663226345
ica__ade_glc__2,0.8440430159901327,-1.0200041020000006
ytf__wt_glc__1,3.793030193467585,0.11603962599999915
ytf__wt_glc__2,5.385984557832993,0.3661071109999998
ytf__delyafC__1,-1.3649228055660316,0.11510076100000075
ytf__delyafC__2,-2.057823879565616,0.12215718499999895
ytf__delyeiE__1,-2.7595342861751546,-0.0164444390000007
ytf__delyeiE__2,-2.0010296867528,-0.10683157899999962
ytf__delyiaJ__1,-3.0762460352029577,0.2525872790000001
ytf__delyiaJ__2,-2.7725995973874653,0.32036506999999936
ytf__delyieP__1,2.247625032441442,0.21932070999999986
ytf__delyieP__2,11.826887982948016,0.6311852689999995
ytf__wt_ph5__1,-4.887862037737933,-0.12323564100000173
ytf__wt_ph5__2,-4.434750156542119,-0.10666200100000013
ytf__wt_ph8__1,2.5852224453295283,-0.11077808000000113
ytf__wt_ph8__2,2.8473819579088477,-0.0071240140000004
ytf__delybaO__1,-2.826576021800231,0.16971174499999894
ytf__delybaO__2,1.3856942489096695,0.3033798739999991
ytf__delybaQ__1,0.0980508313154356,-0.2820138889999999
ytf__delybaQ__2,0.1438976287729003,-0.31118823100000004
ytf__delybiH__1,11.711413903844054,0.2247124970000005
ytf__delybiH__2,12.232149051857029,0.42364796000000027
ytf__delydcI_ph5__1,-4.860099573084456,-0.3899150679999997
ytf__delydcI_ph5__2,-4.41503226051046,-0.36446154000000064
ytf__delydcI_ph8__1,2.687953641585346,-0.03281370200000033
ytf__delydcI_ph8__2,3.79429567116812,-0.1469339310000004
ytf__delyddM__1,-0.9771667307570976,-0.0028498129999992017
ytf__delyddM__2,-0.4606586743339062,-0.09325862200000046
ytf__delyheO__1,-3.767539619110584,-0.03267712999999972
ytf__delyheO__2,0.4644439149731216,0.018513902000000467
fps__bw_glc__1,0.0522786354763237,-0.5372455600000006
fps__bw_glc__2,0.1086156748838985,-0.4161886610000005
fps__fps_thrA_ale1__1,0.8010731361146017,-0.3465018200000003
fps__fps_thrA_ale1__2,0.5731848572283621,-0.34708632600000033
fps__fps_thrA_ale2__1,0.8498427875030257,-0.5239670720000005
fps__fps_thrA_ale2__2,0.6511394329491607,-0.4663165380000001
fps__fps_serB_ale1__1,-0.6158371148682088,-0.2396253070000016
fps__fps_serB_ale1__2,-0.6104127407533609,-0.10360308899999993
fps__fps_serB_ale4__1,1.3089939866217244,-0.39239005700000096
fps__fps_serB_ale4__2,1.478295145698837,-0.07187015500000092
fps__fps_ptsI_ale1__1,2.7445805042660663,-0.6175540620000008
fps__fps_ptsI_ale1__2,2.634742977742952,-0.499324617000001
fps__fps_ptsI_ale3__1,2.8705729755554628,-0.6139200350000005
fps__fps_ptsI_ale3__2,2.4253284536653736,-0.6930458840000001
pal__lyx_ale2_f6__1,-0.1197848197521094,-0.4295277960000004
pal__lyx_ale2__1,1.2867943855750108,-0.5245636220000005
pal__lyx_ale2__2,1.1091593416077847,-0.6098771350000005
pal__lyx_ale4__1,2.7762484031427386,-0.688553593
pal__lyx_ale4__2,2.718683761004236,-0.7844064260000003
pal__5drib_ale10_f18__1,3.5654354604759915,-0.4013141870000005
pal__5drib_ale10_f18__2,3.328115770746899,-0.4234487160000002
pal__5drib_ale10__1,1.8273046801923023,-0.256978309
pal__arab_ale14_f9__1,0.4390364372642009,-0.4986199579999999
pal__arab_ale14_f9__2,1.0772394234534313,-0.4058961320000005
pal__arab_ale14__1,0.015637853168914,-0.9685474340000004
pal__arab_ale14__2,0.1346979363054792,-0.8057507379999995
pal__arab_ale16__1,1.1013197956759655,-0.3271911540000003
pal__arab_ale16__2,3.89037980384739,0.04828528100000007
pal__tartr_ale26_f10__1,2.074964102637081,-0.4193962779999998
pal__tartr_ale26_f10__2,1.297304459063995,-0.4413067340000003
pal__tartr_ale26__1,2.022127200797798,-0.11999543499999987
pal__tartr_ale26__2,3.3810167383166827,-0.05737608299999941
pal__tartr_ale28_f10__1,0.8330154016862992,-0.08875432200000155
pal__tartr_ale28_f10__2,4.879937001766681,-0.19730430100000174
pal__tartr_ale28__1,1.6850112442749736,-0.4458146489999999
pal__tartr_ale28__2,1.801703186282671,-0.5882532789999999
efeU__delmenFentC_citr__1,2.428665329000675,-0.15820586100000167
efeU__delmenFentC_citr__2,5.078962905784571,-0.0901643889999999
efeU__delmenFentC__1,-1.4597037980595535,0.3261956089999991
efeU__delmenFentC__2,-1.6111574477503547,0.28714727100000026
efeU__menFentC_ale39__1,6.036615964259591,-0.12834982600000178
efeU__menFentC_ale39__2,3.580333015499936,-0.13755358500000006
efeU__menFentC_ale29__1,1.5344728578454547,-0.4656719640000002
efeU__menFentC_ale29__2,-0.0489391978805998,-0.3734736079999994
efeU__menFentC_ale30__1,-1.0239039048901513,-0.9518728909999998
efeU__menFentC_ale30__2,0.8361677418935589,-0.7746585380000006
efeU__menFentCubiC_ale36__1,1.4281340750343694,-0.19801879300000014
efeU__menFentCubiC_ale36__2,1.081231895654299,-0.17437232799999958
efeU__menFentCubiC_ale37__1,0.0757401289049838,-0.10043742500000086
efeU__menFentCubiC_ale37__2,-0.0604416590782221,-0.02114474100000052
efeU__menFentCubiC_ale38__1,-0.0094652300756205,-0.21748527200000112
efeU__menFentCubiC_ale38__2,-0.0298944013752636,-0.17580712100000007
misc2__salc_glc__1,-0.9477726319387638,-0.19699585200000055
misc2__salc_glc__2,-0.7324650097053272,-0.15578172000000026
misc2__dbcn_glc__1,4.644656309972408,-0.8264479179999995
misc2__dbcn_glc__2,4.520031909073742,-0.6207656760000004
misc2__tyr_glc__1,-2.8109276975499227,-0.38935691799999983
misc2__tyr_glc__2,-2.834460586391736,-0.3131002230000002
misc2__arg_cytd__1,0.1145426124711893,-0.7044350870000011
misc2__arg_cytd__2,0.2420122624467039,-0.5782908010000005
misc2__delyheO_pyr__1,2.7934440604395343,-0.18993233900000028
misc2__delyheO_pyr__2,2.547952444452781,-0.23367483999999994
misc2__dellon_glc__1,-3.584101673241193,0.1556327960000008
misc2__dellon_glc__2,-3.384331561096871,0.12546291399999987
nquinone__delubiC__1,-0.2752581922358742,-0.4900844570000009
nquinone__delubiC__2,-1.6469784050039606,-0.3891712279999995
nquinone__ubiC_ale1__1,-0.5080550599568023,-0.26798959299999936
nquinone__ubiC_ale1__2,-0.5717971662533663,-0.012295714000000402
nquinone__ubiC_ale2__1,-0.5757613160880966,-0.11274742600000033
nquinone__ubiC_ale2__2,-0.4787390491299034,-0.11974617400000033
nquinone__ubiC_ale3__1,0.3016266566082597,-0.8392169210000002
nquinone__ubiC_ale3__2,0.5223913628031999,-0.9334200389999988
nquinone__ubiC_ale4__1,0.1994064769184164,-0.07785026600000045
nquinone__ubiC_ale4__2,-0.4027311258473882,0.051826928999998856
nquinone__delpdhR__1,-2.465886296035708,-0.8176568029999993
nquinone__delpdhR__2,-1.645305843375839,-0.8721316640000003
quinone__glu_ale4__1,-2.859552035094588,-0.8454806979999994
quinone__glu_ale4__2,-0.847973055055786,-0.4854384539999987
quinone__delmenF__1,-0.9550215937670088,-0.4475993850000002
quinone__delmenF__2,-0.396182055165452,-0.260957125
quinone__menF_ale5__1,3.756594706538998,-0.10925860799999933
quinone__menF_ale5__2,3.660228028003023,-0.016847019000000074
quinone__menF_ale6__1,3.6068923186136574,-0.04885036800000009
quinone__menF_ale6__2,3.0190288126230693,0.02391486799999853
quinone__menF_ale7__1,-2.5605314210098773,-0.012431654000000236
quinone__menF_ale7__2,-2.9931434753107298,-0.06908023399999941
quinone__menF_ale8__1,-2.311179506425729,-0.04858142199999982
quinone__menF_ale8__2,-1.4614484520555022,0.0018098309999992066
quinone__delmenFubiC__1,-3.3053003169530304,-0.34737616399999993
quinone__delmenFubiC__2,-3.3835193428352337,-0.2745165749999998
quinone__menFubiC_ale1__1,-3.6626875691726273,-0.4930006260000006
quinone__menFubiC_ale1__2,-3.89384762077792,-0.5598479110000003
quinone__menFubiC_ale2__1,-3.419107252112807,-0.33109149600000176
quinone__menFubiC_ale2__2,-3.1147856782834125,-0.3772228950000001
quinone__menFubiC_ale3__1,-0.5398421796773468,-0.8138887670000008
quinone__menFubiC_ale3__2,-0.5233129140827276,-0.8727962310000006
quinone__menFubiC_ale4__1,5.127596224818636,-0.32521904000000035
quinone__menFubiC_ale4__2,9.960367794404828,-0.18176795100000032
oxyR__wt_glc__1,0.4059854850280651,-0.457138595
oxyR__wt_glc__2,0.445210267797321,-0.3968088100000005
oxyR__wt_h2o2__1,0.3739841994524497,-0.3276225450000005
oxyR__wt_h2o2__2,1.2875656216679232,0.010481818999998891
oxyR__glu_ale4__1,-1.4153813860024096,-0.09051403800000024
oxyR__glu_ale4__2,-2.270829217173312,-0.18833464400000025
oxyR__glu_ale4_h2o2__1,-2.3373453469676893,-0.07234808299999962
oxyR__glu_ale4_h2o2__2,-4.1439983321110585,-0.21581172100000054
oxyR__oxyR_ale17__1,-3.021144518778267,-0.29339450100000164
oxyR__oxyR_ale17__2,-3.535470369094638,-0.4064551079999994
oxyR__oxyR_ale17_h2o2__1,-1.558781003385419,-0.27733206700000057
oxyR__oxyR_ale17_h2o2__2,-1.255502510747189,-0.3392651200000003
oxyR__oxyR_ale18__1,-0.1557718653025156,-0.5829138210000018
oxyR__oxyR_ale18__2,0.598645928928951,-0.4967867479999999
oxyR__oxyR_ale18_h2o2__1,-2.9994178222339,-0.4138732150000006
oxyR__oxyR_ale18_h2o2__2,-3.0143373470237207,-0.3532551910000006
oxyR__oxyR_ale19__1,0.0955971208338448,-0.7084345040000004
oxyR__oxyR_ale19__2,0.6449911847372986,-0.3534034500000001
oxyR__oxyR_ale19_h2o2__1,-0.0592719057777255,-0.6053563220000004
oxyR__oxyR_ale19_h2o2__2,0.3194645449636699,-0.6379288890000003
oxyR__oxyR_ale20__1,-6.85282726477659,-0.7716280590000002
oxyR__oxyR_ale20__2,-7.221831054422004,-0.8471336870000004
oxyR__oxyR_ale20_h2o2__1,-3.7084162547755657,-0.5116456740000004
oxyR__oxyR_ale20_h2o2__2,-4.4533957155792345,-0.4680659540000001
svns_pgi__BmePgi24_15__1,-0.2237543533366843,-0.167343927000001
svns_pgi__BmePgi24_15__2,0.2382289535096026,-0.1290079310000003
svns_pgi__BmePgi24_26__1,0.2912774172288196,-0.41563400500000025
svns_pgi__BmePgi24_26__2,1.0130970284306375,-0.4084840639999987
svns_pgi__BmePgi24_41__1,2.006458097582615,0.08317378299999945
svns_pgi__BmePgi24_41__2,0.8913659715943072,-0.4608819860000004
svns_pgi__BmePgi24_52__1,0.6221163261087134,-0.31297015600000044
svns_pgi__BmePgi24_52__2,0.6075731013537538,-0.4610499960000016
svns_pgi__PaePgi2_34__1,0.9802494782031568,0.18031937499999984
svns_pgi__PaePgi2_34__2,0.990535592959179,0.15705242399999975
svns_pgi__PaePgi2_63__1,0.7828648015272834,0.015671424999998962
svns_pgi__PaePgi2_63__2,0.7860407839979777,0.00039303899999865166
svns_pgi__PaePgi24_54__1,0.1124862491162264,0.15119060600000012
svns_pgi__PaePgi24_54__2,0.1815147706117729,0.11501491699999987
svns_pgi__PaePgi24_90__1,0.7451461702544746,-0.248440123
svns_pgi__PaePgi24_90__2,0.5220192358656991,-0.1769291329999998
abx_media__m9_ctrl__1,3.154649835567429,-0.7537582020000011
abx_media__m9_ctrl__2,2.670534048690527,-0.7490348999999998
abx_media__rpmi_ctrl__1,6.455386228618389,-0.5211899899999999
abx_media__rpmi_ctrl__2,5.778437406015833,-0.4807618300000005
abx_media__camhb_ctrl__1,-1.73478993491595,-2.091290828
abx_media__camhb_ctrl__2,-1.852829397356248,-2.155867392000001
abx_media__m9_mero__1,4.98500946140032,-1.177323823
abx_media__m9_mero__2,3.872462890879092,-0.9656380770000004
abx_media__rpmi_mero__1,7.348138321831815,-0.7630176339999988
abx_media__rpmi_mero__2,7.748993861194386,-0.5763216940000007
abx_media__camhb_mero__1,0.8494336095027143,-2.543509444
abx_media__camhb_mero__2,0.7770273300378551,-2.50366836
abx_media__m9_trisulf__1,3.111584338088719,-1.0516594560000003
abx_media__m9_trisulf__2,5.587703469705416,-0.8338814529999999
abx_media__rpmi_trisulf__1,5.673920442759687,-1.0435416110000002
abx_media__rpmi_trisulf__2,4.941464465377647,-1.2845982550000006
abx_media__camhb_trisulf__1,2.190801496486056,-1.3120655689999987
abx_media__camhb_trisulf__2,2.099445464042093,-1.444110556
abx_media__m9_cef__1,5.588328843673362,-0.7917040630000001
abx_media__m9_cef__2,5.72477066890557,-0.8382536749999998
abx_media__rpmi_cef__1,6.945693141124185,-0.7374468439999999
abx_media__rpmi_cef__2,7.271643477515892,-0.6566222079999999
abx_media__camhb_cef__1,0.4086038200967244,-1.6666185229999997
abx_media__camhb_cef__2,0.0292293962535693,-1.7368014520000008
abx_media__m9_cipro__1,2.408069373937154,-0.5960884250000005
abx_media__m9_cipro__2,4.117762882990169,-0.6259123220000005
abx_media__rpmi_cipro__1,7.203306742820948,-0.5986148660000001
abx_media__rpmi_cipro__2,8.125497025604561,-0.2599395570000009
abx_media__camhb_cipro__1,0.3697526357315526,-1.3938123610000002
abx_media__camhb_cipro__2,1.114507053227626,-1.4829994210000006
hot_tale__42c_ale3_30c__1,0.20385757081373,-1.086305975
hot_tale__42c_ale3_30c__2,0.1667741658731723,-1.2239611550000005
hot_tale__42c_ale3_37c__1,1.03939659451748,-0.4398826120000008
hot_tale__42c_ale3_37c__2,0.9246249637717936,-0.4597523730000006
hot_tale__42c_ale3_44c__1,1.873776547472412,0.2603298669999994
hot_tale__42c_ale3_44c__2,2.19624469733481,0.35649306500000044
hot_tale__hot_ale3_mid_30c__1,-3.3200486574323964,-0.9758192220000009
hot_tale__hot_ale3_mid_30c__2,0.8926177074595374,-0.6562921949999998
hot_tale__hot_ale3_mid_37c__1,0.6046059897789101,-0.5680409379999993
hot_tale__hot_ale3_mid_37c__2,-0.2448659254371245,-0.6828843960000004
hot_tale__hot_ale3_mid_44c__1,-2.0977160043243703,-0.2394907590000006
hot_tale__hot_ale3_mid_44c__2,-0.210675815605931,-0.1500508250000001
hot_tale__hot_ale3_30c__1,-3.307902638571088,-1.345719839
hot_tale__hot_ale3_30c__2,-2.639333567428797,-1.1382320190000002
hot_tale__hot_ale3_37c__1,0.0672611867853992,-0.8373825720000009
hot_tale__hot_ale3_37c__2,-0.8747711378915739,-0.7918612400000002
hot_tale__hot_ale3_44c__1,0.8989739690303686,-0.2720702690000003
hot_tale__hot_ale3_44c__2,1.1948577275628411,-0.3483393110000001
hot_tale__hot_ale4_30c__1,-0.5328363898801005,-1.3759843010000008
hot_tale__hot_ale4_30c__2,-0.631945412244038,-1.3259132100000004
hot_tale__hot_ale4_37c__1,-0.9888174258638484,-1.0898555329999997
hot_tale__hot_ale4_37c__2,-1.3198366804047454,-0.7698779820000006
hot_tale__hot_ale4_44c__1,-0.1859180436153485,0.03000774700000086
hot_tale__hot_ale4_44c__2,0.6547768677855837,-0.07318856700000076
hot_tale__hot_ale8_30c__1,0.0001868608687351,-1.3573399270000008
hot_tale__hot_ale8_30c__2,-0.2650018927966673,-1.317130691
hot_tale__hot_ale8_37c__1,-0.1171735244917084,-0.9532708450000004
hot_tale__hot_ale8_37c__2,-0.5956580082959761,-0.9193279729999996
hot_tale__hot_ale8_44c__1,0.6592439434155972,-0.06267672399999924
hot_tale__hot_ale8_44c__2,0.0052722482666903,-0.22350117299999986
hot_tale__hot_ale9_mid_30c__1,-3.986226348904757,-1.101302446
hot_tale__hot_ale9_mid_30c__2,-4.376844446396433,-1.123741968
hot_tale__hot_ale9_30c__1,-0.2077799823529907,-1.086531153
hot_tale__hot_ale9_30c__2,0.2726384189742359,-0.944917865
hot_tale__hot_ale9_mid_37c__1,-5.970269957576304,-1.1753819829999994
hot_tale__hot_ale9_mid_37c__2,-5.569509922984373,-1.1582209089999995
