,A,malT
nac_ntrc__bw_delnac_gln__2,-9.541195279419998,6.9920626532004
nac_ntrc__bw_delnac_nh4__1,-2.2316682863,8.362296132189519
nac_ntrc__bw_delnac_nh4__2,-2.1623143211599998,8.26048896748247
misc__wt_no_te__1,-5.6674260177699995,7.72708365748099
misc__wt_no_te__2,-3.8981572725599998,8.01904847900691
misc__bw_delcbl__1,-3.9057546972900004,8.01149129253473
misc__bw_delcbl__2,-3.9151250991199995,8.12017455376582
misc__bw_delfabr__1,-1.84798129958,8.215130281633071
misc__bw_delfabr__2,-2.11622456431,8.184924328338129
misc__bw_delfadr__1,-2.77242881541,7.97360075068611
misc__bw_delfadr__2,-3.2697711508999996,7.93664350025535
misc__nitr_031__1,-7.789035789410001,7.2989050816688605
omics__wt_glu__1,-0.561358023239,8.067390993787429
omics__wt_glu__2,-0.383534565223,8.17248576663231
omics__wt_gly__1,-0.16678739838,8.06517328148669
omics__wt_gly__2,-0.66946308254,8.00764242406152
omics__wt_thr__1,-0.675238402532,9.662607472321369
omics__wt_thr__2,-0.0407018215715,9.75544903519235
omics__bw_ac__1,1.23628327956,9.179111178943788
omics__bw_ac__2,0.748374665397,9.13859024276633
omics__bw_fum__1,-0.0887155356477,8.69268752116504
omics__bw_fum__2,0.22223386697900002,8.72659517585616
omics__bw_glc__1,-5.86199602664,8.25831025632558
omics__bw_glc__2,-5.88660231524,8.21041436079555
omics__bw_pyr__1,-1.02763850274,8.81115503398818
omics__bw_pyr__2,-0.543980227685,8.87955452998523
ompr__wt_nacl__1,-7.90448183791,6.8793488929488396
ompr__wt_nacl__2,-7.95330201261,6.68123474712976
ompr__bw_delompr_nacl__1,-6.8302860785099995,7.23656646339987
ompr__bw_delompr_nacl__2,-6.14356782167,7.343338752445071
minspan__wt_ade__1,-11.621903742999999,6.61044621132141
minspan__wt_glc__1,-5.58654749897,7.596210562973161
minspan__wt_glc__2,-6.449096581240001,7.607678871908409
minspan__wt_glc__3,-6.25687713347,7.68072375652882
minspan__wt_glc__4,-5.93308252523,7.6852101977977405
minspan__wt_glc_anaero__1,-10.5908608345,7.106268901128289
minspan__wt_glc_anaero__2,-11.06672466,7.186530971998769
minspan__wt_trp__1,2.6623110014400004,9.665711627281901
minspan__bw_delcra_glc__1,-6.9276081629499995,8.72953746241019
minspan__bw_delcra_glc__2,-6.75613108733,8.70237523230967
minspan__bw_delcra_trp__1,2.7531409499699997,9.04386361653954
minspan__bw_delmntr__1,-3.68415446149,9.404167357257009
minspan__bw_delnac_ade__1,-7.565634827030001,7.222907517509401
minspan__bw_delnac_glc__1,-7.32808007553,7.17613131223305
cra_crp__wt_ac__1,5.36111393108,8.85872896329445
cra_crp__wt_ac__2,5.50349160439,8.80488510770109
cra_crp__wt_fru__1,4.44441917981,8.33557676314934
cra_crp__wt_fru__2,3.6030433467000003,8.3099188347426
cra_crp__delcra_ac__1,-2.2804566314,8.73212612873782
cra_crp__delcra_ac__2,-2.4516632554199997,8.702356975081718
cra_crp__delcra_fru__1,-10.6465565613,6.1376613451176
cra_crp__delcra_fru__2,-11.021391118,6.013901619704679
cra_crp__delcra_glc__1,-5.32293415409,7.42484612443489
cra_crp__delcra_glc__2,-5.86843106247,7.497457102770291
rpoB__wt_031__1,9.25687554788,9.909587040588711
rpoB__wt_044__1,-1.62444501564,8.076448980056929
rpoB__wt_lb__1,10.953324291500001,9.777505333556679
rpoB__wt_lb__2,10.9835409969,9.75582066329659
rpoB__rpoBE546V_031__1,5.55412682828,9.45341503300993
rpoB__rpoBE546V_044__1,5.232099649709999,9.049159973386471
rpoB__rpoBE546V_lb__1,11.2049177764,9.351298652081631
rpoB__rpoBE546V_lb__2,10.765112493299998,9.39125810570324
rpoB__rpoBE546V_glc__1,-0.20076618770799998,8.36183494226383
rpoB__rpoBE672K_glc__1,2.53551472347,8.06640831435692
rpoB__rpoBE672K_glc__2,2.08069407841,8.17587162310445
rpoB__rpoBE672K_lb__1,6.9903830864600005,8.23780986257118
rpoB__rpoBE672K_lb__2,6.78244581962,8.26924585292204
crp__wt_fru__1,2.8428880313800002,8.32991597365845
crp__wt_glyc__1,2.38558034495,8.474435939836889
crp__wt_glyc__2,3.31943561232,8.57171978420232
crp__delar1_glyc__1,-9.416791739310002,6.2576992800926305
crp__delar1_glyc__2,-10.496678321100001,6.57431637775597
crp__delar1ar2_glyc__1,-10.816782269800001,5.910261728460389
crp__delar1ar2_glyc__2,-9.81406648267,5.83719262830564
crp__delar1ar2_glyc__3,-9.90472614697,5.98141781603345
crp__delar2_glyc__1,8.02989115871,9.434624329452301
crp__delar2_glyc__2,8.16620876699,9.30142498387278
crp__delar2_glyc__3,8.47556252915,9.337119297713151
crp__delcrp_fru__1,-10.4682753737,5.4190061599732005
crp__delcrp_fru__2,-10.3700393672,5.5658233872721
crp__delcrp_fru__3,-10.1165838375,5.50992432007612
crp__delcrp_glc__1,-10.4855871216,5.935659113322919
crp__delcrp_glc__2,-10.6526672827,5.85201724442417
crp__delcrp_glc__3,-10.9721327058,5.8851970669802
crp__delcrp_glyc__1,-10.7773397079,5.618917782245799
crp__delcrp_glyc__2,-10.7637173921,5.546961289164869
crp__delcrp_glyc__3,-10.3799537084,5.4672367494849405
glu__glu_ale3__1,-7.085732748300001,6.63313736956745
glu__glu_ale4__1,-4.77489417508,7.66753059723112
glu__glu_ale5__1,7.9177202846300005,8.78318039320492
glu__glu_ale6__1,-1.7204274926599998,7.49886191728008
glu__glu_ale8__1,-4.86641695698,7.963887190236731
glu__glu_ale9__1,-9.02300519288,7.09577697082376
glu__glu_ale10__1,-5.700552180419999,6.55661043390051
42c__wt_42c__1,-6.133469473280001,8.665432419228999
42c__42c_ale1__1,1.51395960109,9.95293155036752
42c__42c_ale2__1,-11.209833355599999,7.23501282531102
42c__42c_ale3__1,-8.36744667382,7.64523285890446
42c__42c_ale4__1,-11.3383721051,6.597095776141501
42c__42c_ale5__1,-11.6516277846,6.37960942422206
42c__42c_ale6__1,-3.7311278975699995,8.55384173929403
42c__42c_ale8__1,-8.69318353043,7.497736247546901
42c__42c_ale9__1,-8.6059714921,7.86539598151674
42c__42c_ale10__1,-9.69999817621,7.77440867120821
ssw__wt_ac__1,-8.873237296760001,8.09977813442235
ssw__wt_glc__1,-6.647797230469999,7.7146607462134895
ssw__wt_glyc__1,6.58850653939,8.866243625268341
ssw__wt_xyl__1,0.244530821142,8.45293122714114
ssw__glc_ale1__1,0.842573812352,8.71246116856126
ssw__glc_ale2__1,-5.664080361669999,8.43125461787487
ssw__glc_ale3__1,-0.712375771213,8.66720864324263
ssw__glyc_ale1__1,-8.55284227646,8.27105451578233
ssw__glyc_ale2__1,-3.67805410102,8.05133764879466
ssw__xyl_ale1__1,-7.82371861367,7.62215331333821
ssw__xyl_ale2__1,-2.09671079028,7.999705425070809
ssw__xyl_ale3__1,-11.1150798821,6.080675079742901
ssw__glc_ac_ac2__1,-1.5376329662000001,8.36709213270761
ssw__glc_ac_glc1__1,-11.4261468967,7.30757378055187
ssw__glc_ac_glc2__1,1.54607923933,8.926510320157279
ssw__glc_glyc_glc__1,-3.13671678809,8.465500576873941
ssw__glc_glyc_glyc__1,-3.0915434943999998,8.29999868878639
ssw__glc_xyl_glc__1,-2.8296217149299996,8.02784984664127
ssw__glc_xyl_xyl__1,-7.86507602984,7.298175132375389
pgi__glu4_delpgi__1,-1.6275742699000002,8.5308084889903
pgi__pgi_ale1__1,1.4172960799599998,8.350948214061741
pgi__pgi_ale2__1,1.36780063564,8.465419129321191
pgi__pgi_ale3__1,0.587392661413,8.03017543108971
pgi__pgi_ale5__1,-0.365250961496,8.28281234046254
pgi__pgi_ale6__1,-13.141824172,2.30968655314752
pgi__pgi_ale7__1,-2.44970742812,7.58315646146858
pgi__pgi_ale8__1,-0.106392651775,7.66665272650964
ica__wt_glc__1,5.6625911525,8.555286378146029
ica__wt_glc__2,5.55786801163,8.54403640163278
ica__wt_glc__3,-1.15090254843,8.09644014166727
ica__wt_glc__4,-3.4423609915400006,7.97802012812759
ica__arg_sbt__1,4.59253585488,9.02392557722119
ica__arg_sbt__2,4.84489039605,9.066273825640561
ica__cytd_rib__1,13.7051058533,10.2152854043786
ica__cytd_rib__2,14.8474428674,10.174814770991802
ica__gth__1,-9.74588865857,5.26256918246838
ica__gth__2,-9.18643055172,5.19690424616549
ica__leu_glcr__1,-6.906964876719999,7.29298661545914
ica__leu_glcr__2,-7.113307433539999,7.283706945103379
ica__met_glc__1,5.82695035344,8.3992753480078
ica__met_glc__2,5.76771656513,8.435989658491112
ica__no3_anaero__1,-10.2062767963,6.53230671691869
ica__no3_anaero__2,-11.1880242054,6.49291482407579
ica__phe_acgam__1,0.5817994655200001,8.29061284389771
ica__phe_acgam__2,1.2331840051799998,8.38055487915282
ica__thm_gal__1,0.522689599832,8.71412929522455
ica__thm_gal__2,0.660735732437,8.811871108288999
ica__tyr_glcn__1,-6.81918537794,7.08144812059716
ica__tyr_glcn__2,-7.609344529310001,7.1771186259088395
ica__ura_pyr__1,0.670913401586,8.00698671517381
ica__ura_pyr__2,0.950286787808,8.236441392562911
ica__wt_glc__5,-0.546596753206,8.00490033459833
ica__wt_glc__6,-0.848349790857,7.8250879069925405
ica__bw_delpurR_cytd__1,-4.18987721404,7.9094721246083495
ica__bw_delpurR_cytd__2,-3.7361732809599997,7.95577965271453
ica__ade_glc__1,-6.3285477625,8.115430370117089
ica__ade_glc__2,-6.06735778949,8.10320212487805
ytf__wt_glc__1,-2.0192847122099997,8.13111693813332
ytf__wt_glc__2,-3.68160456801,8.4060862395436
ytf__delyafC__1,3.49649242565,9.24380619663331
ytf__delyafC__2,1.33696900611,9.031921895902109
ytf__delyeiE__1,-0.5951804210639999,8.102024293060401
ytf__delyeiE__2,2.5238356405599998,7.30092824572443
ytf__delyiaJ__1,-2.0698991648800003,8.64170636967852
ytf__delyiaJ__2,-4.3236911907,8.39675180617031
ytf__delyieP__1,-5.22074070852,8.99256135674865
ytf__delyieP__2,-4.06686127376,8.55412221591363
ytf__wt_ph5__1,-5.3572608506599995,7.626376036414231
ytf__wt_ph5__2,-5.36635224536,7.66632038903662
ytf__wt_ph8__1,-2.93923690575,8.13842739330278
ytf__wt_ph8__2,-2.5031186465,8.28869895047284
ytf__delybaO__1,4.97648056863,9.77652646998442
ytf__delybaO__2,-0.419075695591,9.754581282467349
ytf__delybaQ__1,-2.7827819089599997,8.238248504456081
ytf__delybaQ__2,-2.49520985879,8.158652878579801
ytf__delybiH__1,-3.0685608215599998,8.34999442364782
ytf__delybiH__2,-4.863099812280001,8.686571867141451
ytf__delydcI_ph5__1,-4.13818658042,7.6468094550717405
ytf__delydcI_ph5__2,-4.41051631095,7.57913922547585
ytf__delydcI_ph8__1,-4.87038841754,7.927893541721519
ytf__delydcI_ph8__2,-1.81698962653,8.11513234295805
ytf__delyddM__1,-3.3062502661,7.418392727937889
ytf__delyddM__2,-4.20449800237,7.50514044797499
ytf__delyheO__1,5.4565004217499995,9.639480083949401
ytf__delyheO__2,-0.537294310397,9.878106323668751
fps__bw_glc__1,-1.06839405589,8.53436065488845
fps__bw_glc__2,-1.28790997217,8.40305989243541
fps__fps_thrA_ale1__1,-9.45078363717,8.00095988034443
fps__fps_thrA_ale1__2,-7.7479701275699995,7.91593187647102
fps__fps_thrA_ale2__1,-10.555527615099999,7.6917212622101
fps__fps_thrA_ale2__2,-10.098519834700001,7.7761907458462
fps__fps_serB_ale1__1,-11.2529584945,7.67303276625815
fps__fps_serB_ale1__2,-11.4848461774,7.63331730994462
fps__fps_serB_ale4__1,-11.5700459548,6.71294728838618
fps__fps_serB_ale4__2,-11.4472861594,6.70187947734095
fps__fps_ptsI_ale1__1,10.072698908200001,10.2287449719789
fps__fps_ptsI_ale1__2,10.6760342231,10.259717355502199
fps__fps_ptsI_ale3__1,8.710219856210001,9.65054911393054
fps__fps_ptsI_ale3__2,8.2853873957,9.723298735169669
pal__lyx_ale2_f6__1,3.0674690934299997,9.646132492025382
pal__lyx_ale2__1,3.6396894090800007,8.42159424977059
pal__lyx_ale2__2,4.14724112888,8.32240975077258
pal__lyx_ale4__1,3.6396894090800007,8.42159424977059
pal__lyx_ale4__2,4.14724112888,8.32240975077258
pal__5drib_ale10_f18__1,-1.60238603607,9.264095184234039
pal__5drib_ale10_f18__2,-1.44023058225,9.318577842972
pal__5drib_ale10__1,3.74483978559,9.55763089618541
pal__arab_ale14_f9__1,-4.349446255369999,7.8809582599517
pal__arab_ale14_f9__2,-3.43195403928,7.83365671842421
pal__arab_ale14__1,-2.10539071669,7.4093511407163
pal__arab_ale14__2,-1.79545014624,7.431671177097571
pal__arab_ale16__1,-2.10790011946,8.092233285545861
pal__arab_ale16__2,-3.12569862124,8.33962273431634
pal__tartr_ale26_f10__1,2.9609900655400003,9.154391333614859
pal__tartr_ale26_f10__2,2.10247309851,9.29998006491948
pal__tartr_ale26__1,0.28678122104200005,8.960932957160919
pal__tartr_ale26__2,-0.0730922674592,8.988112318177619
pal__tartr_ale28_f10__1,2.26039870647,9.13577149795709
pal__tartr_ale28_f10__2,0.403763373898,9.09589868516302
pal__tartr_ale28__1,-0.691571628824,8.214069402199181
pal__tartr_ale28__2,-0.476790743092,8.42847330605199
efeU__delmenFentC_citr__1,-0.726938172793,8.06128053392678
efeU__delmenFentC_citr__2,-1.31374761822,8.12090018054056
efeU__delmenFentC__1,-10.0588018999,6.739190882388231
efeU__delmenFentC__2,-9.91101388499,6.74443093963241
efeU__menFentC_ale39__1,-4.665575480869999,8.7402498079873
efeU__menFentC_ale39__2,-4.97186852556,8.95509336493116
efeU__menFentC_ale29__1,-2.31667440998,7.88764595168396
efeU__menFentC_ale29__2,-2.42725650297,7.84540308286891
efeU__menFentC_ale30__1,-1.3878806358000002,7.869687555616679
efeU__menFentC_ale30__2,-1.45435714813,8.09937728319709
efeU__menFentCubiC_ale36__1,-7.62169699113,7.412653997699111
efeU__menFentCubiC_ale36__2,-7.063208142060001,7.5081097192189095
efeU__menFentCubiC_ale37__1,-9.465313793510001,7.2067205498357305
efeU__menFentCubiC_ale37__2,-9.34621032842,7.14920713606326
efeU__menFentCubiC_ale38__1,-10.1121153642,6.52953984708725
efeU__menFentCubiC_ale38__2,-10.431387129900001,6.23369934454849
