,A,Lrp,hns
SRX5694329,-4.2888606464,0.0735011207,0.8093676863
SRX5694330,-2.2743276952,0.2066967292,-2.2776908039
SRX5694331,-0.16634836760000002,-0.3304220725,0.0793713315
SRX5694332,-0.5721843092000001,-0.0316981053,0.1558267021
SRX5694334,-0.0960076998,-0.6171215938,-0.16419339230000002
SRX5694335,-1.7010218441,0.6950883019,0.3623619817
SRX5694336,-0.9561675744,-0.3530000016,2.0592240575
SRX5694337,-5.8291419169,0.1148364345,0.37091103740000003
SRX5694338,0.1919471808,-0.2500778275,-0.6577122203
SRX5694339,-0.5673069245,-0.4613391028,-0.5185215767
SRX5694340,-6.1947018678,-1.0513303845,-1.0589715228
SRX5694341,3.8521348113,-0.7931882752,1.8291972353000001
SRX5694342,-1.2979981252,-0.1425223824,1.2003956974
SRX5694343,-4.1394147261,0.006394704,-0.08934273300000001
SRX5694344,-2.3672325472,-0.3398703041,0.6142965370000001
SRX5694345,-3.4545604423,-0.47042315490000003,0.260286065
SRX5694346,-6.8331253977,-0.09956550460000001,0.16706967650000001
SRX5694347,-4.1721161112,-0.2956049244,0.1257857565
SRX5694348,-3.0673045949,-0.1173161499,-0.7342629081000001
SRX5694349,-3.0642887159,-0.6826879939,-1.0978060964
SRX5694350,-4.1904482589,0.8572120805000001,-0.2585618173
SRX5694351,-3.8543021494,-0.1312239978,1.1449067451000001
SRX5694352,2.5912405772,-0.054202918,-0.10031158700000001
SRX5694353,1.764848501,-0.7687571366,-0.7813179918000001
SRX5694354,0.1003642831,-0.2830325331,-0.3833516295
SRX5694356,1.7634620945,-0.7246961160000001,-0.9761935114
SRX5694357,-3.0530120572,-0.3809499105,0.8141585597000001
SRX5694358,0.47081970630000003,-0.540200283,-1.210879706
SRX5694359,-1.1022362033,-1.1092440873,-0.4207264389
SRX5694360,-2.7663911174,-0.7686285168,-0.1412390832
SRX5694361,-4.8614177134,0.7548364243,0.1566361058
SRX5694362,-0.6157194806,0.3043680612,-1.6472988531000001
SRX5694363,-3.5502067421,-0.0052407457000000005,-0.5546784583000001
SRX5694364,4.8104646647,-0.7428466618,1.4076440849
SRX5694365,-3.5344818981,1.0942464863,-0.4974307236
SRX5694366,-1.129624597,-0.6480018334000001,-0.6138928318
SRX5694367,-5.2579637905,0.16226913340000002,1.2101434685
SRX5694368,-1.7637086003,-0.0022205892,-0.9458503599
SRX5694369,-5.1536376997,-0.12551559210000002,-0.0662886848
SRX5694370,-1.2566286688,0.3114165841,0.368483396
SRX5694371,0.9005292835,-1.3817991191,1.6497301401
SRX5694372,-3.4126637834,-1.1118241244,-0.4935531869
SRX5694373,-3.7790673731,0.640189754,-0.1927104984
SRX5694374,-4.915887077,-0.7973720779,-1.5963441003
SRX5694375,-3.0638473209,-0.131505318,-0.5282387860000001
SRX5694376,-3.3854523276,-0.029839515100000002,-0.9920622973000001
SRX5694377,1.4806724811,-0.5520812733,-1.6064739720999999
SRX5694378,-3.9467675676000002,-1.1904583361,-0.44548403010000004
SRX5694379,-6.9968145056,-1.2247114862,-1.1412490475000001
SRX5694380,-6.2416344972,-0.6554227122,-0.2908981184
SRX5694381,-3.4447855527,0.112860213,1.5103860035999999
SRX5694382,-3.674482338,-0.2555514143,0.3167035141
SRX5694383,-3.5496602999,-0.36691297110000004,-0.6330348309
SRX5694384,-0.0116879665,-0.420226284,0.07720167730000001
SRX5694385,-4.9648492932,0.7527320062,0.7627488997
SRX5694386,-2.5964781205,-0.9402117607,0.2124759349
SRX5694387,-0.9741609096,-0.5371144676,-0.5871436333
SRX5694388,-5.2386823151,0.4701902592,1.3294801396
SRX5694389,-4.2463296928,-0.6315143039000001,-1.4197035738000001
SRX5694390,0.5707461781000001,-0.2751275436,-0.6108595821
SRX5694391,-1.8644823910000001,0.6643574967,0.2242706458
SRX5694392,-4.3161542649,-0.11426782910000001,-0.35666103660000004
SRX5694393,0.1136886114,-0.2327240486,0.0738984884
SRX5694394,0.2954131832,-0.0136205634,-0.433145702
SRX5694395,-3.6633209345,-0.0143279424,-0.6412482763
SRX5694396,-5.4309737975,-0.4265849803,1.1447981062
SRX5694397,-0.5745967635,-0.12238592690000001,-0.6626112262
SRX5694398,-0.0920193982,-0.4323012848,-0.8352204546
SRX5694399,-6.0295188993,-0.1953700162,-0.07028935430000001
SRX5694400,-2.7182773289,-0.9469480016,-0.7804220612
SRX5694401,-5.3075684559,0.002914251,0.18569160680000002
SRX5694402,-1.6847201967,-1.1470755588000001,0.3072247456
SRX5694403,-2.389717387,0.1187652569,1.2287761301
SRX5694404,1.3126960228,-0.2439474482,-1.1055211989
SRX5694405,-1.6894912527,0.29047002990000004,0.2912144672
SRX5694406,-3.1750116413,0.1364750897,1.3067637903
SRX5694407,0.5541581256,-0.3048284202,-0.2170952891
SRX5694408,-3.1046444101,0.019654539800000002,-0.3402805357
SRX5694409,1.1678789422,0.1780957111,0.3449596163
SRX5694410,0.0719186632,0.3145588501,-0.9369939924
SRX5694411,-3.1734085703,-0.9276745121000001,0.3006550652
SRX5694412,-2.4567996939,-0.39861814560000003,-0.6110272034
SRX5694413,-3.4241720478,0.056742547500000004,-0.9274980556
SRX5694414,-3.579187677,0.6384176439,1.7269776488000002
SRX5694415,0.4574166049,-0.37358413220000003,-0.5350652901
SRX5694416,0.0490003729,0.0350729692,0.09109035780000001
SRX5694417,-0.6537410804,-0.051431211000000004,0.6757333899
SRX5694418,-1.3507221338,-1.2166543236,0.7648344667
SRX5694419,-0.0742475568,-0.3215499277,1.9739008520999999
SRX5694420,-3.60723331,0.3299482991,-0.3114816063
SRX5694421,-1.7224788039,-0.28807557030000003,0.1444757966
SRX5694422,-3.5957045894,0.2692794305,0.5993323859
SRX5694423,-1.0344459891,-0.7486968028000001,-0.6169352458
SRX5694424,-3.527446864,-0.0210983501,0.4505654565
SRX5694425,-0.8656281835,-0.5458369436,-0.9056669952
SRX5694426,2.3900057202,-0.3835409524,-0.2557922664
SRX5694427,-4.3222106359,0.3506674218,-0.1750304766
SRX5694428,-5.5438906121,-0.6297088756,-0.13199657380000002
SRX5694429,-2.958527734,-1.3265809069,0.6332512447
SRX5694430,-3.1864041722,0.1108876813,-0.08344082400000001
SRX5694431,-6.061648505,0.1697071355,-0.5125373796
SRX5694432,-3.0953376394,-1.246551192,-0.7661698545000001
SRX5694433,-3.4261539151,-0.34987695900000004,-1.018450679
SRX5694434,-5.1847616336,0.0145102877,1.0728512748
SRX5694435,0.7994474207000001,-0.6059322526,1.9625338574
SRX5694436,-0.8241679648,-0.3885027585,0.9587686390000001
SRX5694437,-2.5396393692,1.1233531932,0.9137308284000001
SRX5694438,-0.20097957330000002,-0.2802503778,-0.40211033360000004
SRX5694439,-3.7401406778,-0.023295202600000002,-0.9943194997
SRX5694440,-0.1290539676,-0.3604413776,0.0767751608
SRX5694441,-1.4493129277,0.0018304158,0.8459974857
SRX5694442,-5.292147255,0.4203566293,1.2299575267
SRX5694443,-1.7052196085,0.2068159725,0.2648223071
SRX5694444,-4.1567647685,-0.2592672699,-0.8771352847
SRX5694445,-4.2176874623,0.0646919346,0.7366439447
SRX5694446,2.0546974918,-0.5511534317,-0.7487939093
SRX5694447,-2.8752466335999998,-1.3425010601,-0.42415313460000004
SRX5694448,0.8406819550000001,-0.1645402147,-1.0305155459
SRX5694449,-3.5672167519,0.23373750910000002,-0.0643301091
SRX5694450,-1.7253421626,-0.2569550157,-1.923176533
SRX5694451,-4.9224669193,-0.3884985985,0.32335372960000003
SRX5694452,-2.8897061973,-0.39132502220000004,1.0271080185
SRX5694453,-2.3624961953,-0.1433358172,-0.8689705452
SRX5694454,-0.1179533574,-0.3492613463,-0.0143859672
SRX5694455,1.1718855733,-0.4805136981,2.0160964001
SRX5694456,-0.028950497300000003,-0.0382213312,-0.3961870837
SRX5694457,0.7971083282,-0.19062629790000002,-0.3950436946
SRX5694459,3.7468787419,-0.9923129726000001,-1.3104809708
SRX5694460,4.0923302278,-1.1978806765,1.9820999957
SRX5694461,-1.9474517815999999,-1.2296074036,-0.7479972059000001
SRX5694462,1.261939819,-0.2609255541,1.5313356168999999
SRX5694463,-0.0401209109,0.1382815033,-0.8308938109
SRX5694464,-2.1549820289,-1.1288095984,-0.2876517577
SRX5694465,-2.0039250726,-0.0968763669,-1.1647466356
SRX5694466,-0.553084287,1.3514066959,1.0126028366
SRX5694467,-0.3803273311,-0.3001855255,-0.23134393590000002
SRX5694468,-1.7634737354,-0.5243987399,-1.3235992494
SRX5694469,0.1730509271,-0.1150153483,0.2827389399
SRX5694470,-0.669850732,-0.07257280540000001,-0.1140011834
SRX5694471,1.5495755105,0.1884515094,0.2780427714
SRX5694472,2.5265634743,0.0453331235,0.0204790629
SRX5694474,-4.0920288543,-0.09842411420000001,-0.029360761200000002
SRX5694475,-4.1598412637,0.24722371440000002,0.4395643487
SRX5694476,-0.2408317807,-0.6113486443,-0.958255505
SRX5694477,2.129033187,-1.8427485194000002,1.3257530398
SRX5694478,-3.3910420062,-0.5283278353,-0.2786624251
SRX5694479,-0.7369597592,0.7334317926,0.392395096
SRX5694480,-6.2358698218,0.7004463726,-0.0721274882
SRX5694481,-3.8292534922,-1.0151817803,-0.7025263753000001
SRX5694482,-5.9455100939,-0.45126933610000003,-0.1369099266
SRX5694483,-3.8217721051,-0.07345373570000001,-0.2574074658
SRX5694484,-0.8240166789000001,-0.9380478321000001,-0.7252147345000001
SRX5694485,-3.4438088566,0.5439119556,0.0455061807
SRX5694486,-0.5635051403,-0.449144341,0.0256384562
SRX5694487,-2.1073818226,-0.6661382221000001,0.0973618641
SRX5694488,-0.5932709776,-0.32197152570000004,-0.8848599586
SRX5694489,-1.7751958659,0.022786968,0.5406534275
SRX5694491,-3.3976051156000002,-1.7524899039,0.2172296353
SRX5694492,2.3561901701,-0.7808843017,0.7507628737
SRX5694493,-2.8665812475,-0.6831227980000001,0.5452639171
SRX5694494,-2.6485494089,0.132364221,-0.26568005170000003
SRX5694495,0.0380862411,0.0795132088,0.0841285715
SRX5694496,-2.8477709515000003,-0.2416617654,0.2074623988
SRX5694497,-4.8119247978,-0.3939807125,0.1124846535
SRX5694498,-3.3584463402,-0.0166894146,-0.2450224828
SRX5694499,-2.1733397099,0.4410446831,-1.0155779588
SRX5694500,-7.5351903847,-0.4857856264,0.40581125370000004
SRX5694501,-1.3850190505,-0.2926716673,-0.0542282217
SRX5694502,-4.2585933515,-0.414689593,-2.9378155799
SRX5694503,-5.2980588702,-0.1394933653,-0.3200129413
SRX5694504,-0.30685953720000003,-0.2548379263,0.1441304368
SRX5694505,2.0445392287,-1.2663900647,0.47527088300000003
SRX5694506,-0.337113235,-0.051896065400000004,-2.5654841271
SRX5694507,-2.4267272533,-0.4053599198,0.1975259029
SRX5694508,-3.481978913,0.2661172377,0.2647319957
SRX5694509,-4.2183208519,0.4737817862,1.2775528383
SRX5694510,0.2621523032,-0.0426756655,0.2603432292
SRX5694511,-0.8757096815000001,-0.0461619439,-0.5445256282000001
SRX5694512,-3.2159729871,-1.4318992467,0.0948469767
SRX5694513,-4.7951924987000005,0.48518683640000004,-0.6320639646
SRX5694514,0.6139211341,-1.5749720131,1.4560009629000001
SRX5694515,-5.354016758,0.8546066088000001,-0.3249757767
SRX5694516,-4.438188448,0.3512429461,-1.1409297771
SRX5694517,2.6468525896,-0.190275372,-0.777314911
SRX5694518,0.8366007507000001,0.1728443197,0.0180990911
SRX5694519,-8.5843824417,-0.138096181,0.08073145870000001
SRX5694520,-0.5708582267,0.4218486569,-1.0174599348
SRX5694521,-4.3549008388,-0.3849114842,0.09148157920000001
SRX5694522,2.3143697773,-0.1791597613,-1.5476080252000002
SRX5694523,-2.6276362843000003,-0.26056235240000003,-0.7477075316
SRX5694524,-2.6963890613,-0.1437478389,0.2071493403
SRX5694525,-3.9607489361,-0.2333518565,0.8525130146000001
SRX5694526,-1.4561726627,0.0258742196,-0.175856218
SRX5694527,-7.3177524394,-0.7362721111,0.2870256222
SRX5694528,0.0486669953,0.6059943318000001,0.2407021481
SRX5694529,-2.8176297796,-0.6086756616,-0.6198402791000001
SRX5694530,-2.4170018171,0.3098668676,-0.9751571788000001
SRX5694532,-1.8518289805,0.2619208373,1.3099850778
SRX5694533,-2.0192785154,0.7438208052,-0.7183523508
SRX5694534,-3.3624767551,-1.254178781,0.7760040404
SRX5694535,-1.6688849818,0.7114052618000001,-2.575634232
SRX5694536,-0.8340141968,-0.4195899943,-0.9130116927
SRX5694537,-1.1321376049,0.0625840782,-0.44788224930000003
SRX5694538,0.2959800745,0.31114129620000003,0.3148884245
SRX5694539,-5.830603685,-0.606447562,-0.28971688570000004
SRX5694540,-1.7527018791,0.0006027872,1.3346327518
SRX5694541,-0.089734937,-0.8728391425,-0.5946219462
SRX5694543,-4.374522216,-0.2541510046,-1.3247379993
SRX5694544,-1.4694987035,-0.1927526698,-0.44033934020000004
SRX5694545,-0.6393905901,-0.3846550843,-0.629954507
SRX5694546,3.1760122597000002,-0.3039811518,-0.08006541610000001
SRX5694547,-3.8587365898,0.33579434900000005,0.0653199613
SRX5694548,0.6208503591,0.037499836200000004,0.0229108257
SRX5694550,-6.6603182294,-0.0296489887,0.6068103597
SRX5694551,-2.7045686099,0.1480063252,-1.0974892677
SRX5694552,-4.1594223644,-0.1614010891,0.42388081310000003
SRX5694553,1.8858797638,-0.1738932343,-0.15407335730000002
SRX5694554,-1.8924006322,-0.0055406214,0.5215772258
SRX5694555,0.6474699259000001,-0.7598699923000001,0.8160299542
SRX6072760,-1.566818838,-0.09124201550000001,0.0071643614
SRX6072761,-1.5155094344,-0.3740258319,-0.2758306545
SRX6072762,-2.2571967574,0.11520709800000001,0.19657312300000002
SRX6072763,-3.4598204499,0.7498074232,0.249607336
SRX6072764,-0.0782988001,-0.9806897791,-0.36908601
SRX6072765,-3.8771747025,0.5147828210000001,0.2020555698
SRX6376491,-7.0032080513,0.3275815133,-0.1806245025
SRX6376492,-1.3646162381,-1.0500605999000001,1.0700777325
SRX6376493,-0.3774788955,-0.9662807781,0.9891126338
SRX6376494,-4.0311835769,-0.9825302939,1.0233108158
SRX6376495,-6.699270283,0.1640594779,-0.3377527415
SRX6376496,-6.2739028987,0.5679706736,-0.2580387104
SRX2723951,-3.4996934788000003,0.1318054724,0.3710506029
SRX2723952,-1.6244272780000002,0.7003417759,0.401816247
SRX2723953,-3.1869949528,-0.2455260877,0.30867674040000004
SRX2723954,-4.3673192754,2.0385985913,0.9241273707000001
SRX2723955,1.1747955109000001,-0.5387969556000001,0.0695428277
SRX2723956,-1.317019887,0.9705689979000001,0.4482329444
SRX2723957,-4.0338471057,0.0802442713,0.38800892870000003
SRX2723958,1.2438956970000001,-0.7486640335,0.202722579
SRX2723959,-2.8356165872,0.1620603854,0.4881545801
SRX2723960,-0.1482032076,0.5945007492000001,-0.6525915672
SRX2723961,-0.9329072277,1.7935056299999999,1.0272800719
SRX2723962,-0.8505787756000001,0.41204326290000004,0.5836160711
SRX2723963,0.2266846934,-1.3091878919,0.660080938
SRX2723964,1.9788432761,-0.5331449656,0.4500184297
SRX2723965,-0.7790422778,0.4502374763,0.6290657146
SRX2723966,-2.5947651466,0.2030546736,-1.1453450687
SRX2723967,2.3612006475,-0.0387414767,0.5426909510000001
SRX2723968,0.23356449910000002,-0.1643131968,0.6026541177
SRX6977206,-0.2819868799,-1.2326124077,-1.7049291793
SRX6977207,-0.498685792,-1.2490138968,-1.7532154960000002
SRX6977208,-1.9200022857,0.1730747245,-0.2035640189
SRX6977209,-1.8337316172,-0.0746963563,-0.3428166312
SRX6977210,-1.5153985206,0.0034822253,-0.4044848538
SRX6977211,-0.2331985211,0.22069315280000001,0.3070499472
SRX6977212,0.28557581930000003,-0.0095419927,-0.0003716465
SRX6977213,-0.052377298200000005,-0.21115116020000002,-0.3066783008
SRX6977214,-0.3079649336,-1.9134049957,-1.8693701647
SRX1153733,0.1653840262,0.0335029809,0.1362162026
SRX1153734,-0.1653840262,-0.0335029809,-0.1362162026
SRX1153735,2.2398211292,0.1049804198,0.0179326648
SRX1153736,3.2439455507,0.2032124056,0.07307878450000001
SRX5204053,0.14333286850000002,-0.0080513688,-0.8892273719
SRX5204054,0.4834711685,0.0644300731,-0.42641077260000004
SRX5204055,0.012979733200000001,0.12088345860000001,-0.7501256288
SRX5204056,-1.6104669585,-0.1062279879,0.2750663008
SRX5204057,-1.5456835621,-0.2031058158,0.0447246627
SRX5204058,-1.9384691177,-0.0709061641,0.25780179070000003
SRX5204059,-2.1077641639,-0.0665457411,0.2477339858
SRX5204060,-2.2168438999,-0.0007034072,-0.017982531200000002
SRX5204061,-0.1116039867,0.0020996012,-0.0578720459
SRX5204062,-1.3023104221000001,-0.0155269367,-0.044741238700000005
SRX5204063,-1.262412386,0.1128622521,-0.0823524238
SRX5204064,-0.1133262929,0.1665842813,-0.1002559282
SRX5204065,-2.6124365563,-0.2664017912,-0.0257625665
SRX5204066,-2.1861574568,-0.2109745208,0.0048004959
SRX5204067,-2.5271931428,-0.22460965230000002,-0.13391379550000002
SRX5204068,-0.3790464743,-0.0771626901,-0.1532055752
SRX5204069,-0.5520280249,0.08632951650000001,-0.1453876681
SRX5204070,-0.0999552635,-0.126444298,-0.1806531498
SRX5204071,-0.7376184571000001,-0.1158473165,-0.3963601042
SRX5204072,-0.48780984,0.0191352529,-0.697170782
SRX5204073,-0.6500581856000001,-0.0371432234,-0.5314356558000001
SRX5204074,0.2623891389,0.054675759500000004,-0.5246860377
SRX5204075,0.7458073121000001,0.21173583640000002,-1.0037411635
SRX5204076,1.0750786027,0.1110058579,-0.6690962555000001
SRX5204077,-0.523125368,0.3109585009,-0.5936032461
SRX5204078,-0.1797024566,0.2506234194,-0.409602536
SRX5204079,-0.0498554317,0.25477341870000003,-0.18285046430000002
SRX5204080,-0.35182190480000003,0.1531974452,-0.4631830243
SRX5204081,-0.1208894045,0.0392158831,-0.41369495700000003
SRX5204082,-0.0500599917,0.1005570553,-0.42314614580000004
SRX5204083,-0.47411271460000004,0.0151164533,0.2166381639
SRX5204084,-0.5371526584,0.0040793871,0.4429351892
SRX5204085,-0.1330184113,0.0883225602,0.3164981414
SRX5204086,-0.5844877522,-0.1386931696,0.046280541200000004
SRX5204087,-0.47235987300000004,0.0675524992,-0.3395036685
SRX5204088,-0.1961192581,-0.0020459505,-0.0217780978
SRX5204089,-0.33108249570000003,0.063821397,0.1917236606
SRX5204090,-0.5790976130000001,0.197685151,-0.0078599675
SRX5204091,-0.5226446918000001,0.1206699514,0.095222578
SRX5204092,-1.1100909364,-0.0333952922,0.1213474841
SRX5204093,-1.1274517739,-0.0209348601,-0.0868919702
SRX5204094,-1.1387631126,-0.0716951635,0.1390304637
SRX5204095,0.0834201567,0.0422292131,0.1921413179
SRX5204096,0.0758503393,-0.11725373060000001,0.025826626000000002
SRX5204097,-0.159270496,0.0750245174,-0.21796794390000002
SRX683459,0.2534210009,0.0122314794,0.0162499327
SRX683460,-1.216743943,0.1736293333,0.8758168691
SRX683461,-0.0194706628,-0.15116447330000002,-0.4250061573
SRX683462,-0.6930921775000001,-0.1504876271,0.8181061079
SRX683463,-0.23395033810000002,0.1389329939,0.4087562246
SRX683464,-0.3446069234,0.12728579710000001,0.9379609579
SRX683465,-2.9134743564,-0.5887436472,-0.0973215234
SRX683466,-4.7431814687,-1.0477778826,0.9247761808
SRX683467,-2.7573747636,-0.2980172455,0.21773937170000002
SRX683468,-4.5704746266,-0.7177195671000001,0.8753622433
SRX683469,-2.5237468389,-0.3662768038,0.19101327240000002
SRX683470,-4.1039824408,-0.8770339465,0.7903936147
SRX322077,-1.6590303792,0.2255761554,-0.0271986305
SRX322078,-1.3120620269,0.042380336500000004,-0.0341198708
SRX322079,-0.294887797,0.1892495313,-0.1303382865
SRX322080,0.0301929014,-0.1261050642,-0.1890338976
SRX322081,1.3129609191,0.3192092715,0.20257457780000002
SRX322082,-0.08726404600000001,0.2518692652,0.09874946180000001
SRX322083,0.8744563461,0.1797253976,0.21563450350000002
SRX322084,-2.0933306196,-0.15986060600000002,-0.24131350070000002
SRX322085,1.2188742734,-0.0198647915,0.0256789972
SRX2708592,-11.6806415244,-0.1935429712,-1.3397461374000001
SRX2708593,-10.4868173404,-0.4326962656,-1.2801465744
SRX2708594,-10.8833972225,-0.7887569105000001,-0.270459756
SRX2708595,0.1449539996,-0.1015623957,0.149710501
SRX2708596,-0.40917087090000004,0.1474387901,-0.1349266602
SRX2708597,0.2642168713,-0.0458763944,-0.0147838408
SRX2708598,-0.2531098966,0.0803713733,-0.3675266184
SRX2708600,-0.0558593005,-0.5119062306000001,0.6267349808
SRX2708601,0.1325469501,-0.27927356670000003,0.1879683133
SRX2708602,-0.3532327483,0.5730225613000001,-0.27134201010000003
SRX2708603,-0.21504781380000002,-0.056026278500000005,0.034448039
SRX3073814,-0.1742653857,-0.2905834849,-0.0930819828
SRX3073815,-0.3003558407,-0.6611264554,-0.1729505029
SRX3073816,-1.7059902907,-0.2095237177,-0.2365393695
SRX3073817,-0.9220548523000001,0.0465741016,-1.3530617542
SRX3073818,1.389202534,-0.7236823919,-2.7368687368
SRX3073819,0.9728016939,0.1719548514,0.0272063906
SRX3073820,2.2262559473,-0.23326898840000002,-0.0696458992
SRX3073821,1.1983849353,0.10945514790000001,-0.7551533678
SRX3073822,0.5956352767,-0.285329066,-2.3526153391999998
SRX3073823,0.9727926647,-1.1495040079,-2.5899896913
SRX3073824,0.1742653857,0.2905834849,0.0930819828
SRX3073825,-0.8264699209,-0.1688397944,-0.3180016841
SRX3073826,-2.1539133853,0.32704139520000003,-0.3747322127
SRX3073827,-0.6598102256,0.6150573044000001,-1.4789604596
SRX3073828,1.7157977036,-0.1656765504,-2.8640250365
SRX3073829,2.0863901427,0.0341793597,0.0069709936
SRX3073830,3.3424263918,-0.6421622917,-0.41992040610000003
