,A,FliA
abx_mega__ethanol-8__3,-0.4436017062,-0.744982969
abx_mega__monac_dmso__2,1.1852694875,-1.427828709
abx_mega__dmso-9__2,-1.0000309849,-0.1491828611
abx_mega__metro_dmso__4,-1.3381845628,-0.0286893103
abx_mega__ctx_h2o__4,-0.0616618364,0.0187366937
abx_mega__zeocin_h2o__3,-3.6993729938,0.8549682424
abx_mega__bacit_h2o__5,-1.186735319,-0.5328010817000001
abx_mega__reta_dmso__1,-0.0035678665,-0.484903128
abx_mega__ery_h2o__4,-1.8853609162,-2.9758625887
abx_mega__ceru_ethanol__2,-1.8370478022,-2.9359779257
abx_mega__fidax_dmso__2,-1.3193256766,-0.3920377447
abx_mega__novo_dmso__1,1.8937053842,-0.1439288793
abx_mega__naoh-6__4,-0.9468934458,0.198560695
abx_mega__amyc-d_dmso__8,-0.3128623687,-0.18946139350000002
abx_mega__chl_dmso__3,0.2746869205,-1.0615810481
abx_mega__nal_naoh__7,-0.5862239153000001,-0.43030553380000003
abx_mega__teix_dmso__9,-1.0528403651,-0.3193645688
abx_mega__ery_dmso__3,-0.275515367,-0.846350374
abx_mega__tmp_dmso__3,-0.8857667055,-0.561487634
abx_mega__sxt_dmso__3,-1.6111744132,-0.8236804826
abx_mega__polmyx_h2o__4,-2.136334533,0.7781380768
abx_mega__mem_dmso__3,-0.9721620386000001,-0.6165832318000001
abx_mega__nal_naoh__8,-0.0230643161,-0.3300736899
abx_mega__pen_h2o__3,-0.5046462155,-0.8673748788000001
abx_mega__van_dmso__5,2.6440617137,-1.1553884188
abx_mega__zeocin_h2o__4,-3.4746702819,0.2394801699
abx_mega__h2o-6__2,-1.4217772271,0.0939893925
abx_mega__tet_h2o__4,1.8276777019,-0.9387494169
abx_mega__nor_naoh__4,-0.7734975534,-0.4275045471
abx_mega__cip_naoh__4,-1.7105945978000001,-0.373903409
abx_mega__tmp_dmso__4,-1.4436579809,-1.0588864009
abx_mega__reta_dmso__2,-0.5427424595,-0.6280494643
abx_mega__mem_dmso__4,-0.42167841380000004,-0.2488658967
abx_mega__dox_dmso__5,-0.14794217310000002,-0.1267474325
abx_mega__tmp_dmso__5,-1.0604919222,-0.4780176284
abx_mega__flavo_dmso__3,0.6027933273,0.0215980806
abx_mega__tmp_dmso__6,-0.0697061346,-0.824858443
abx_mega__ceru_ethanol__3,-0.2776811145,-2.1173959379
abx_mega__teix_dmso__10,0.2733849454,-0.21955792500000001
abx_mega__novo_h2o__7,3.8950314279000002,-1.2639840026
abx_mega__fidax_dmso__3,-1.4892691163,-0.6579499163
abx_mega__h2o-1a__2,0.0334730348,-0.0063325904
abx_mega__dcs_h2o__2,-0.6056496753,-0.1664627286
abx_mega__cst_h2o__4,-0.8338002467000001,-0.18645399340000002
abx_mega__van_h2o__2,-0.1832088148,0.0332368508
abx_mega__pen_h2o__4,-0.4135363051,-0.8889436776
abx_mega__h2o-8b__2,-1.2376916786,-0.6342062116
abx_mega__reta_dmso__3,0.25034612030000003,-0.6870792960000001
abx_mega__dmso-7__2,-1.4256050785,-0.1359807896
abx_mega__rfp_h2o__2,-1.7940112845,-2.5104441486
abx_mega__rif_dmso__6,-2.1438778232,-0.9779038413000001
abx_mega__sxt_dmso__4,-1.1873720447,-0.610022905
abx_mega__cip_naoh__5,-0.1408103343,-0.1149881123
abx_mega__dmso-9__3,-0.8625781556000001,-0.2527633678
abx_mega__mem_dmso__5,-0.29161879360000004,-0.2050217956
abx_mega__tric_h2o__2,-1.9059456694999999,-0.2606838045
abx_mega__phos_h2o__6,-1.0161342131,-0.0910736973
abx_mega__h2o-7__2,0.0114478181,-0.2139070442
abx_mega__h2o-10__3,-0.2715196011,-0.037040484400000004
abx_mega__h2o-8a__2,-0.5627917988000001,-0.3148166418
abx_mega__thio_dmso__3,0.4867651853,-0.5352664260000001
abx_mega__lzd_dmso__3,0.059922137900000005,-0.7026670574
abx_mega__monac_dmso__3,2.7271111980000002,-1.4038437296000001
abx_mega__polmyx_h2o__5,-0.9462378978,-0.6855477677
abx_mega__naoh-6__5,-2.0567208595,0.2629927272
abx_mega__teix_dmso__11,-0.38683308450000004,-0.0781789471
abx_mega__van_h2o__3,0.34918992200000004,0.06963052930000001
abx_mega__teix_dmso__12,-0.6781805671000001,-0.17852575340000001
abx_mega__dox_dmso__6,-0.6625673534000001,1.1099890648
abx_mega__teix_dmso__13,-0.4808795937,-0.0033081857
abx_mega__h2o-7__3,-0.2442026663,-0.3328097611
abx_mega__str_h2o__4,-1.1270884177,1.1963996067
abx_mega__tec_h2o__3,0.9793726316,-0.7086795451
abx_mega__phos_h2o__7,-0.8163436545,0.14919113720000002
abx_mega__chl_h2o__5,-0.525796872,-1.7932130569
abx_mega__polmyx_h2o__6,-1.8486488497,0.983647719
abx_mega__teix_dmso__14,-0.2573879546,-0.0905742336
abx_mega__rif_dmso__7,-2.7414463972,-0.7400652356
abx_mega__ramo_h2o__3,0.31002702050000003,-0.2382612512
abx_mega__fidax_dmso__4,-1.223702483,-0.9331422899
abx_mega__teix_dmso__15,-1.0542715286,-0.09557487740000001
abx_mega__thio_dmso__4,0.8713627378000001,-0.7703984096000001
abx_mega__rif_dmso__8,-2.8486162228,-0.9720044377
abx_mega__reta_dmso__4,-0.0230240595,-0.825499352
abx_mega__inh_h2o__4,-0.8625566063000001,-4.5318046418
abx_mega__novo_dmso__2,2.6774038983,0.0174070197
abx_mega__dcs_h2o__3,-0.6242353819,-0.3649351666
abx_mega__h2o-8b__3,-0.9865654777,-0.3901590211
abx_mega__valin_dmso__3,-0.0659977778,-0.33878939900000005
abx_mega__h2o-2__1,-2.5215495709,1.0395710219
abx_mega__cro_h2o__4,-0.21921505230000002,0.3336749141
abx_mega__dcs_h2o__4,-1.1557924654,-0.2324921916
abx_mega__str_h2o__5,-0.6798138151,-0.0451498713
abx_mega__h2o-8a__3,0.222096494,-0.3633233643
abx_mega__dox_dmso__7,0.2317888545,0.27489493530000003
abx_mega__doxo_dmso__2,0.7488737689,-2.0668548129
abx_mega__teix_dmso__16,0.0454985164,-0.1419351265
abx_mega__rfp_h2o__3,-1.9221238492000001,-2.71397279
abx_mega__ethanol-10__3,-0.3275719976,-1.1052986555
abx_mega__naoh-2__2,0.0639558133,0.5382585223
abx_mega__van_h2o__4,1.5921633398,-0.8974948135
abx_mega__sacet_h2o__2,-0.6621312023,-3.1753609407
abx_mega__monac_dmso__4,0.7724310630000001,-1.7671429135999999
abx_mega__h2o-2__2,-1.1272116308,0.9935658368
abx_mega__zeocin_h2o__5,-0.1214966316,0.1921522555
abx_mega__nor_naoh__5,-0.3342865787,-0.5883385723
abx_mega__naoh-9__2,-1.2449884365,-0.4661846598
abx_mega__dmso-7__3,-0.9335340626,-0.0190673736
abx_mega__van_h2o__5,2.2210357974,-1.466366765
abx_mega__flavo_dmso__4,-0.9258031619,-0.2643702761
abx_mega__novo_dmso__3,2.4663826021,-0.0933803126
abx_mega__polmyx_h2o__7,0.065322606,-0.9458541162
abx_mega__teix_dmso__17,-0.6816683291,-0.46437437200000004
abx_mega__doxo_dmso__3,1.6770783599999999,-2.4587353841
abx_mega__mem_dmso__6,-1.3536051986,0.1773513469
abx_mega__h2o-1a__3,-0.250347238,0.0745357111
abx_mega__bacit_dmso__3,-1.6403929253,0.2033833298
abx_mega__dox_dmso__8,-0.8958398795,1.1632577459
abx_mega__teix_dmso__18,0.0704590415,0.35820635440000004
abx_mega__h2o-6__3,-1.2406566159,0.1919400329
abx_mega__pen_h2o__5,1.4448081103,-0.08191328190000001
abx_mega__lzd_dmso__4,0.6627381535,0.0865705445
abx_mega__daro__1,0.1230056338,-0.36443856480000003
abx_mega__solv__1,0.11768797040000001,-1.200159553
abx_mega__daro__2,0.19239082570000002,-0.256934657
abx_mega__daro__3,-0.7091394674,-0.9188024019000001
abx_mega__solv__2,0.2197001996,-0.4760730054
abx_mega__solv__3,-0.5272331586,-1.0474639738
abx_mega__dmso-4__1,-2.0643974457,0.1543900135
abx_mega__kirr_dmso__1,-0.5542493279,-1.0431223038
abx_mega__kirr_dmso__2,-0.6989864766,-1.3395187248
abx_mega__kirr_dmso__3,-2.1267654088,-1.3234063597
abx_mega__dmso-4__2,-3.1006248475,0.1620906754
abx_mega__dmso-4__3,-1.9215129636000001,-0.1862057969
ackA_pta__dnaA46_del_ackA__1,-0.6389584745,0.0757808128
ackA_pta__dnaA46_del_ackA__2,-1.4728804217,-0.1790504711
ackA_pta__dnaA46_del_ackA__3,-0.8541734732,-1.0087790411
ackA_pta__dnaA46_del_pta__1,-1.8747930709,2.746669283
ackA_pta__dnaA46_del_pta__2,0.0129021421,2.945298413
ackA_pta__dnaA46_del_pta__3,-0.26021234860000003,-1.5551373538000002
ackA_pta__dnaA46__1,0.5503566915,1.3876537930000001
ackA_pta__dnaA46__2,1.679226655,-0.6239011051000001
ackA_pta__dnaA46__3,0.2375927773,0.5233273726000001
ackA_pta__del_ackA__1,-2.267252688,-0.1541689362
ackA_pta__del_ackA__2,-2.5089166024000003,1.4661876174000001
ackA_pta__del_ackA__3,-1.1034637328,-0.7590013272
ackA_pta__del_pta__1,0.2689228562,-0.3039054623
ackA_pta__del_pta__2,-0.8228416150000001,2.5518789463
ackA_pta__del_pta__3,-0.8944979457000001,0.8833220268
ackA_pta__wt__1,-0.6242527956,1.6677625810999999
ackA_pta__wt__2,0.3867194437,-1.1003039364
ackA_pta__wt__3,0.237533352,-0.5674586447000001
anticancer__5fu__1,3.6693928948,-1.6039416981999999
anticancer__5fu__2,3.5710467872000002,-2.1928553958
anticancer__cap__1,-0.05432936,-2.3619149003
anticancer__cap__2,0.3233283014,-2.2869462599
anticancer__cap__3,0.6837483922,-3.3253101968
anticancer__wt__1,-0.6302029756,0.29846505630000003
anticancer__wt__2,0.0586458528,-0.072296487
anticancer__wt__3,0.5715571228,-0.22616856940000002
anticancer__5fu__3,5.2278426099,-1.143141886
bio_pln__aero_pln__1,0.1701235609,0.4043593478
bio_pln__aero_pln__2,-0.1701235609,-0.4043593478
bio_pln__anaero_pln__1,0.9989153443000001,0.1833342992
bio_pln__anaero_pln__2,-0.7223577017,-0.5834922071
biocide__bzcl_12h__1,-0.6846999832,-0.9202243994
biocide__bzcl_12h__2,-0.8645631211,-3.2393447395
biocide__bzcl_12h__3,-0.12169227810000001,-0.6880186831
biocide__etoh_12h__1,-0.4855148905,-0.7441015176
biocide__etoh_12h__2,-1.0942362117,-0.5201662501000001
biocide__etoh_12h__3,-0.7395498554000001,-0.8771833897
biocide__gluald_12h__1,-0.9636564794,0.3091930888
biocide__gluald_12h__2,-1.0089553584,-0.09409372640000001
biocide__gluald_12h__3,-0.4130007967,0.056835142500000005
biocide__h2o2_12h__1,-0.8715070460000001,0.0955353437
biocide__h2o2_12h__2,-0.7806241450000001,0.0680015492
biocide__h2o2_12h__3,0.8727000763,-0.1015412796
biocide__2ppoh_12h__1,-0.3975048332,-2.0230937671
biocide__2ppoh_12h__2,-0.1827767647,-1.7923647046000002
biocide__2ppoh_12h__3,0.1561552133,-2.0763283438
biocide__paa_12h__1,-0.4149484366,-0.2903106794
biocide__paa_12h__2,0.791043142,-0.7475827118
biocide__paa_12h__3,-0.58009914,-1.8706834479
biocide__phe_12h__1,0.3511815019,-1.0780376182
biocide__phe_12h__2,-1.2707759332,-0.7353540773
biocide__phe_12h__3,0.8149072705,-1.3649524841
biocide__pvp-i_12h__1,0.4155479145,-3.6355327447
biocide__pvp-i_12h__2,-0.19293923370000002,-0.4822298642
biocide__pvp-i_12h__3,0.1079727082,-2.7099774058
biocide__bleach_12h__1,1.7649701160000002,-0.6031184392
biocide__bleach_12h__2,-0.0243165904,-0.8282634358000001
biocide__bleach_12h__3,0.5959357459,-0.6457999208
biocide__chx_12h__1,1.6233550775,-1.5088080913000002
biocide__chx_12h__2,0.4987418461,-3.3207501384
biocide__chx_12h__3,1.2788161707,-2.9963116931
biocide__bzcl_30m__1,-1.3861751263,-0.8975681415000001
biocide__bzcl_30m__2,-1.5789386436,-0.8030256661
biocide__bzcl_30m__3,-0.6171942014,-0.7954430708
biocide__phe_30m__1,1.002841659,-0.36429023400000005
biocide__phe_30m__2,1.8974071201,0.018824548700000002
biocide__phe_30m__3,-0.3330494288,-0.2330666106
biocide__pvp-i_30m__1,0.49925021220000004,-0.0314159958
biocide__pvp-i_30m__2,0.3408593327,-0.0472406468
biocide__pvp-i_30m__3,-1.1808019366,-0.16534625490000002
biocide__ctrl_12h__1,-0.5133348094,-0.0577970905
biocide__ctrl_12h__2,-0.5666085188000001,0.15009467240000002
biocide__ctrl_12h__3,-0.376321638,0.2564769102
biocide__ctrl_30m__1,-0.4674938369,0.1419545757
biocide__ctrl_30m__2,0.9189044517,-0.1150929136
biocide__ctrl_30m__3,-0.4514106148,-0.0268616621
clpP__wt__1,-0.27156239790000003,-0.08561715260000001
clpP__wt_DPTA__1,2.2532370648,1.4490507831000001
clpP__wt__2,0.300655993,0.0402403828
clpP__wt_DPTA__2,1.9619989504,1.4306189635
clpP__wt__3,-0.029093595200000003,0.0453767698
clpP__wt_DPTA__3,4.9185087465,1.439463799
clpP__delclpP__1,1.7478183557,1.0362497412
clpP__delclpP_DPTA__1,2.3507725384000002,2.1273525533
clpP__delclpP__2,1.5692499695,1.312167581
clpP__delclpP_DPTA__2,0.6837736924000001,1.9643998799000002
clpP__delclpP__3,2.2098373561,1.1582112548
clpP__delclpP_DPTA__3,1.3561356932,2.0751958657
colombos2__delydcR__1,1.8353872413999999,0.33718019390000004
colombos2__delydcR__2,2.3605429916,0.724531314
colombos2__delydcR__3,-0.3453429985,0.42943932030000004
colombos2__delyjiR__1,-0.4248784832,-0.4549876621
colombos2__delyjiR__2,0.7056104572,1.9680668715
colombos2__delyjiR__3,0.26263203300000004,1.2013372949
colombos2__wt__1,1.1980322185,0.4093153385
colombos2__wt__2,0.0233898999,-1.0585966307
colombos2__wt__3,-1.2214221184,0.6492812922
crp_k100__ar1_ar2__1,0.7451822949,-1.1388144186
crp_k100__ar1_ar2__2,0.9647727649000001,-2.2184600721
crp_k100__ar1_ar2__3,0.6318337673000001,-1.5385631204
crp_k100__wt__1,-0.0989347221,0.0146065445
crp_k100__wt__2,-0.0249032699,0.0609635914
crp_k100__wt__3,0.12383799200000001,-0.0755701359
crp_k100__K100Q__1,1.2325656638,1.0394621834
crp_k100__K100Q__2,1.0249786155,0.40391773470000003
crp_k100__K100R__1,0.7410337441,-0.4499529963
crp_k100__K100R__2,2.7652053266000003,0.4448300538
crp_k100__K100R__3,1.1875714775,-0.5914454062
csrA__wt_t00__1,-0.2597503076,-0.3218444836
csrA__wt_t02_30__1,2.3009145238,-3.9445280912
csrA__wt_t05__1,6.0614073904,-3.9990856765
csrA__wt_t10__1,8.7338606794,-3.1441963418
csrA__wt_t15__1,16.8849134772,-2.6671950745
csrA__delcsrA_t00__1,-0.2680675845,-0.3942441612
csrA__delcsrA_t02_30__1,1.6681832936,-4.8892378424
csrA__delcsrA_t05__1,7.3257499684,-5.3884365426
csrA__delcsrA_t10__1,9.0118901688,-4.4662169816
csrA__delcsrA_t15__1,10.4778498118,-3.8154005081999998
csrA__wt_t00__2,0.2597503076,0.3218444836
csrA__wt_t02_30__2,5.5581363097,-3.5332159118
csrA__wt_t05__2,9.2916368789,-3.7463697412
csrA__wt_t10__2,8.8506200094,-3.2847817165
csrA__wt_t15__2,16.3221441511,-2.8737381343
csrA__delcsrA_t00__2,0.6149868271000001,-0.6480878691
csrA__delcsrA_t02_30__2,3.4983198033000003,-5.3941504088
csrA__delcsrA_t05__2,4.2004578219,-5.3985538758
csrA__delcsrA_t10__2,7.028222215,-4.7058499822
csrA__delcsrA_t15__2,16.5219337951,-3.5111307146
cstr_pfr__str_0005m__1,-0.012929313000000001,0.102680951
cstr_pfr__str_0010m__1,-0.2332479113,0.7379878955
cstr_pfr__str_0025m__1,-0.0541298398,1.9509937401
cstr_pfr__str_0045m__1,-0.1984855459,2.4737987827
cstr_pfr__str_0075m__1,0.0089782694,2.7686671808
cstr_pfr__str_0120m__1,-0.2737878237,2.6644363554
