,A,Crp,Mlc
cck_sdh__gmos_delsdhCB__1,5.5244471345,0.8479485130000001,0.9883216665000001
cck_sdh__gmos_delsdhCB__2,4.7191369391,0.829896053,1.1661644835
cck_sdh__sdh_ale1__1,0.18350499,0.544071473,-0.0036744365000000003
cck_sdh__sdh_ale1__2,0.2446900743,0.5592394930000001,-0.1909402745
cck_sdh__sdh_ale2__1,-0.4539827783,0.47991167300000004,-0.1229163535
cck_sdh__sdh_ale3__2,0.2518849179,0.556417913,-0.0388150195
cck_sdh__sdh_ale3__1,0.2083003746,0.493899293,-0.1223003425
cck_sdh__sdh_ale3__3,0.3926660866,0.485328093,-0.1779359815
cck_pts__gmos_delptsHIcrr__2,10.4624132743,0.464496883,-0.0222829785
cck_pts__gmos_delptsHIcrr__1,11.5567581399,0.649161093,-0.0168870295
cck_pts__pts_ale1__2,0.6023559188000001,0.32947587300000003,-0.6320207215
cck_pts__pts_ale1__1,0.4855219797,0.296778353,-0.5647627205
cck_pts__pts_ale2__2,5.5759737546,0.201890953,-0.2114030725
cck_pts__pts_ale2__1,5.4480477503,0.275129713,-0.2508273855
cck_pts__pts_ale3__2,-2.0570022393,-0.445342181,-1.5312081925
cck_pts__pts_ale3__1,-1.531300679,-0.14552193800000002,-1.3521723345
cck_pts__pts_ale4__2,5.1680463435,0.420678743,0.2686831525
cck_pts__pts_ale4__1,4.2637038104,0.387503033,0.032816594500000004
cck_gnd__gmos_delgnd__1,4.0202216517,0.515541103,0.7789370865
cck_gnd__gmos_delgnd__2,5.9283953334,0.419079603,0.4357316975
cck_gnd__gnd_ale1__1,-0.0560549585,0.113228532,-0.2759617505
cck_gnd__gnd_ale1__2,-0.2253056464,0.145492598,-0.3392170285
cck_gnd__gnd_ale2__1,0.27756616430000003,0.057324061,-0.34222385450000004
cck_gnd__gnd_ale2__2,0.0902660514,0.051602317,-0.2451103185
cck_gnd__gnd_ale3__1,0.2295415782,0.047017895000000004,-0.0929228805
cck_gnd__gnd_ale3__2,0.1206120984,0.07806117700000001,-0.29015981350000003
cck_tpiA__gmos_deltpiA__1,-0.7068923265,0.554945433,-0.0662969295
cck_tpiA__gmos_deltpiA__2,-2.7895800762,0.648474443,0.16548545650000002
cck_tpiA__tpiA_ale1__1,0.3621734619,0.5753141230000001,-0.26352745850000003
cck_tpiA__tpiA_ale1__2,0.3782274396,0.5862271530000001,-0.2093519915
cck_tpiA__tpiA_ale2__1,0.1021841178,0.693161793,0.3008250045
cck_tpiA__tpiA_ale2__2,0.3207435074,0.48257620300000004,-0.0351538365
cck_tpiA__tpiA_ale3__1,0.7336463550000001,0.44486670300000003,-0.18118981650000002
cck_tpiA__tpiA_ale3__2,0.5201301538,0.424267453,-0.3981654805
cck_tpiA__tpiA_ale4__1,-0.4032108652,0.227203863,0.0469240075
cck_tpiA__tpiA_ale4__2,-0.0033400073,0.196128253,-0.0323070865
acid_tale__acid_ale1_pH7__1,0.2774879834,0.152688973,-0.3191887835
acid_tale__acid_ale1_pH7__2,0.37551153200000004,0.12606668000000001,-0.42276922450000004
acid_tale__acid_ale1_pH5__1,3.6632406435,0.7941495230000001,-0.1216549335
acid_tale__acid_ale1_pH5__2,4.0382788062,0.815270033,0.0440341905
acid_tale__acid_ale2_pH7__1,0.3415808202,0.338840073,0.1931968415
acid_tale__acid_ale2_pH7__2,0.0136181826,0.323054463,0.13953667250000001
acid_tale__acid_ale2_pH5__1,-0.2778815878,0.432644723,0.15814263850000002
acid_tale__acid_ale2_pH5__2,1.6472659816,0.485480993,0.3292437515
acid_tale__low_Mg_ale_pH7__1,-0.2899343547,0.300746703,0.0275824055
acid_tale__low_Mg_ale_pH7__2,-0.1610258174,0.34624546300000003,-0.1064319465
acid_tale__low_Mg_ale_pH5__1,-0.8314831678,0.608588733,0.1342050445
acid_tale__low_Mg_ale_pH5__2,-0.1035776838,0.557231563,-0.0367352125
acid_tale__MES_ale_pH7__1,0.3227568215,0.430531873,-0.0159566355
acid_tale__MES_ale_pH7__2,-0.0249298511,0.47473322300000004,0.0853008785
acid_tale__MES_ale_pH5__1,-0.34433645160000004,0.475017483,-0.0460754845
acid_tale__MES_ale_pH5__2,-0.1841682258,0.709374983,0.2710874305
acid_tale__gmos_pH7__1,0.343361369,0.42960406300000004,0.0785775685
acid_tale__gmos_pH7__2,0.458372486,0.444629313,0.0489512925
acid_tale__gmos_pH5__1,-0.3761529393,0.650228023,0.1897083205
acid_tale__gmos_pH5__2,-0.8111569276,0.7174304530000001,0.1121117175
adnB__wt_adn__1,-2.4922881958,-0.41595584700000005,-0.0811231005
adnB__wt_adn__2,-1.1061018446,0.229595813,-0.7676037655
adnB__delydhB_adn__1,-4.0894943224,-0.53031891,-0.6861101715
adnB__delydhB_adn__2,-2.8754780568,-0.264506101,-0.0284707165
ytf2__wt_glc__1,-0.6945961764,0.207994233,0.1471770405
ytf2__wt_glc__2,-1.0400090414,0.253845453,-0.0339337775
ytf2__ybcM_glc__1,2.7923841754,0.49687887300000005,0.14214118750000002
ytf2__ybcM_glc__2,2.5756819406,0.5496294230000001,0.2483232495
ytf2__ydhB_glc__1,0.3489370478,0.326151603,-0.1401277115
ytf2__ydhB_glc__2,-0.10706273300000001,0.395503043,-0.24487516750000002
ytf2__yfeC_glc__1,-0.2941196424,0.20829614300000002,0.0105326405
ytf2__yfeC_glc__2,-0.11787101870000001,0.37606821300000004,-0.1002622695
ytf2__yciT_glc__1,-0.7096758968,0.459934233,0.1269018465
ytf2__yciT_glc__2,-0.6875730918,0.517486403,0.0646155445
ytf2__ydiZ_glc__1,-0.4748404476,0.28184425300000004,0.11100504750000001
ytf2__ydiZ_glc__2,-0.5401215768000001,0.281401713,0.1958886655
ytf2__ynfL_glc__1,-0.6072671614,0.510756223,0.8347663285
ytf2__ynfL_glc__2,-0.41164146230000004,0.523190413,0.8333899945000001
misc2__dellon_glc__1,1.8939993656,0.48724811300000004,0.0915005145
misc2__dellon_glc__2,2.4946622657,0.21544195300000002,0.3011768615
ytf3__wt_glc2__1,0.8973480053,0.456262873,0.2648775285
ytf3__wt_glc2__2,0.8911496156000001,0.5116651830000001,0.2358177565
ytf3__wt_pH7_lactate__1,0.4447204329,0.560872303,0.2728075505
ytf3__wt_pH7_lactate__2,0.28164076120000003,0.553273863,0.2499455635
ytf3__wt_pH55_lactate__1,0.1570107986,0.778064203,-0.1246666495
ytf3__wt_pH55_lactate__2,0.15366058300000002,0.7423117130000001,0.0228616955
ytf3__wt_pH55_HCl__1,0.4078060378,0.615049543,0.1892498225
ytf3__wt_pH55_HCl__2,0.6484932904,0.6014201330000001,0.20883477150000002
ytf3__dyieP_pH7__1,0.9857614313,0.47916943300000003,0.2462219085
ytf3__dyieP_pH7__2,0.6550330478,0.424966693,0.4155232205
ytf3__dyieP_pH55__1,0.8291927666000001,0.439007113,0.0617154995
ytf3__dyieP_pH55__2,0.7574585227,0.623551333,0.1665005035
