,A,Crp,Mlc
nac_ntrc__wt_csn__1,-1.7032017712,-0.07279683,-0.2594669985
nac_ntrc__wt_csn__2,-1.6377184942,-0.093243951,-0.2892189575
nac_ntrc__wt_cytd__1,-0.8208390680000001,-0.043119613,-0.3100985685
nac_ntrc__wt_cytd__2,-0.8136604382,-0.07348926,-0.3567864465
nac_ntrc__wt_gln__1,-1.5386137144,0.16383650300000002,-0.45038348050000004
nac_ntrc__wt_gln__2,-1.0750264478,0.11651884600000001,-0.2739198415
nac_ntrc__bw_delnac_csn__1,-2.6440551025,0.16921202300000002,-0.3070908095
nac_ntrc__bw_delnac_csn__2,-2.1006264375,0.03216219,-0.2836187355
nac_ntrc__bw_delnac_cytd__1,-0.0924669739,0.29367586300000004,-0.23703984250000001
nac_ntrc__bw_delnac_cytd__2,-0.1168227253,0.22863865300000003,-0.1830502645
nac_ntrc__bw_delnac_gln__1,-1.7542865539,0.505105143,-0.3807169315
nac_ntrc__bw_delnac_gln__2,-1.8599125444,0.563775123,-0.4358194415
nac_ntrc__bw_delnac_nh4__1,0.5913783078,0.339165103,-0.2586766305
nac_ntrc__bw_delnac_nh4__2,0.7244079067,0.360235063,-0.1450921825
misc__wt_no_te__1,0.6247482822,0.32216916300000004,-0.1655414465
misc__wt_no_te__2,0.34593922050000003,0.315987593,-0.19195986650000002
misc__bw_delcbl__1,0.1883778488,0.30577407300000004,-0.1637586635
misc__bw_delcbl__2,0.2053948253,0.322569413,-0.0432301835
misc__bw_delfabr__1,-0.1105400363,0.194465293,-0.14137541750000002
misc__bw_delfabr__2,-0.0022776323,0.13385438500000002,0.0385560155
misc__bw_delfadr__1,-0.25671857400000003,0.325118883,-0.0818942195
misc__bw_delfadr__2,-0.3085397136,0.343466333,0.0066604905
misc__nitr_031__1,0.0105093714,0.215598863,-0.46848610350000003
omics__wt_glu__1,-0.31786623480000004,0.348125933,0.3821257535
omics__wt_glu__2,-0.4257121494,0.319898823,0.4006164485
omics__wt_gly__1,0.26680723370000003,0.31218181300000003,-0.0071722515
omics__wt_gly__2,-0.1629113878,0.348980073,-0.016274181500000002
omics__wt_thr__1,1.384029863,0.883560683,0.9273539145
omics__wt_thr__2,2.4696894621,1.1275514229999999,0.9170618745
omics__bw_ac__1,-4.7890912255,0.46435899300000005,1.1207600055
omics__bw_ac__2,-4.9901127377000005,0.46188222300000004,1.0102259265
omics__bw_fum__1,-6.0638195351,0.44664785300000004,0.3986316385
omics__bw_fum__2,-6.9363870739,0.49525865300000005,0.4559552885
omics__bw_glc__1,-1.3182174562,0.319951353,0.1708220065
omics__bw_glc__2,-1.2221469541,0.360933593,0.16865214950000001
omics__bw_pyr__1,-7.5076866183,0.8061810030000001,0.7023964555000001
omics__bw_pyr__2,-6.9806807623000005,0.764467493,0.7508341875
ompr__wt_nacl__1,-0.8680969249,-0.686581477,-0.7991979095
ompr__wt_nacl__2,-0.7471669314,-0.620927,-0.9654798085
ompr__bw_delompr_nacl__1,-0.5124761105,-1.046248202,-0.9639851825
ompr__bw_delompr_nacl__2,-1.0555086328,-1.071490687,-1.0114751735
minspan__wt_ade__1,-1.6947294174,-0.09169608400000001,-0.4777039555
minspan__wt_glc__2,0.0855456351,-0.171476714,-0.3994629255
minspan__wt_glc__3,0.3214286112,-0.216511799,-0.40884051050000003
minspan__wt_glc__4,0.5545849176000001,-0.237794143,-0.5330402275
minspan__wt_glc_anaero__1,1.0882280149,0.097308024,-0.13390736450000001
minspan__wt_glc_anaero__2,1.207684244,0.0007891440000000001,0.2696145635
minspan__wt_trp__1,6.0843276442,0.37930993300000004,1.3459964735
minspan__bw_delcra_glc__2,2.7202171315,0.207746483,0.8915812835
minspan__bw_delcra_trp__1,2.8952984111,0.245706203,1.0070735315
minspan__bw_delmntr__1,4.6065177779,0.395080543,0.7573477125
minspan__bw_delnac_ade__1,-1.3647484541,0.005806082000000001,-0.5498795015
minspan__bw_delnac_glc__1,-2.7908569902,0.19238992300000002,-0.4368667205
cra_crp__wt_ac__1,-5.7645674989,0.7848307330000001,0.3051429765
cra_crp__wt_ac__2,-5.9383595886,0.774460393,0.2507794075
cra_crp__wt_fru__1,-1.9789694179000001,0.31349375300000004,0.33613140350000004
cra_crp__wt_fru__2,-2.1566399015,0.373244063,0.1737282645
cra_crp__delcra_ac__1,-5.8480790697,0.205353913,-0.0204139275
cra_crp__delcra_ac__2,-6.3048680604000005,0.159225273,0.0257222125
cra_crp__delcra_fru__1,-1.7850654509,0.12650519300000002,-0.6852498745000001
cra_crp__delcra_fru__2,-1.6063728472,0.163147493,-0.7323330625000001
cra_crp__delcra_glc__1,-0.1633680298,0.046791002000000005,-0.2779873255
cra_crp__delcra_glc__2,-0.5980617084000001,-0.014761104,-0.28334266750000003
rpoB__wt_031__1,-2.6155112574,0.271760703,0.7525502165
rpoB__wt_044__1,-0.22850082700000002,0.20485867300000002,-0.0410123555
rpoB__wt_lb__1,-3.5252845348,0.24727295300000002,0.3833902255
rpoB__wt_lb__2,-3.0243755027,0.204154523,0.3132322865
rpoB__rpoBE546V_031__1,-1.2285510433,0.45717146300000006,0.2572952895
rpoB__rpoBE546V_044__1,-0.7663794014,0.376256283,0.0234928755
rpoB__rpoBE546V_lb__1,-3.2849726339,0.11748048200000001,0.11233211350000001
rpoB__rpoBE546V_lb__2,-3.1918783373,0.125422963,0.034880812500000004
rpoB__rpoBE546V_glc__1,-0.8364339613,-0.004082425000000001,0.1915130915
rpoB__rpoBE672K_glc__1,-0.6196512634,-0.66628918,-0.5020077265
rpoB__rpoBE672K_glc__2,-0.5770823178,-0.570898456,-0.32467052550000003
rpoB__rpoBE672K_lb__1,-6.6543937708000005,-0.228845183,-0.5708808735
rpoB__rpoBE672K_lb__2,-6.8548661778,-0.18410035800000002,-0.7187528585
crp__wt_fru__1,-2.5345593041,-0.134837475,0.0896150305
crp__wt_glyc__1,-2.4252686269,-0.06971342200000001,0.0113683055
crp__wt_glyc__2,-2.7042348508,0.000271048,0.24439742450000002
crp__delar1_glyc__1,-1.5913692912,0.768482663,-0.2886562405
crp__delar1_glyc__2,-1.5401219962,0.980974663,0.0680902055
crp__delar1ar2_glyc__1,-0.3585621686,0.29165508300000004,-0.5710400685
crp__delar1ar2_glyc__2,-0.3457638689,0.25672264300000003,-0.7501647455
crp__delar1ar2_glyc__3,-0.0029392570000000002,0.37124749300000004,-0.7657581925
crp__delar2_glyc__1,3.7824713597,1.429825303,0.8946999875
crp__delar2_glyc__2,3.5793865395999998,1.300445483,0.8112253785
crp__delar2_glyc__3,3.7970622454000003,1.236903523,0.8546025075
crp__delcrp_fru__1,-2.5731447642000003,-9.852476477,-0.6386921575
crp__delcrp_fru__2,-2.0787664736,-9.107951936,-0.5788770705
crp__delcrp_fru__3,-2.6989171918,-9.852476477,-0.6328958695
crp__delcrp_glc__1,-3.1209066471,-9.025871704,-0.7318705745
crp__delcrp_glc__2,-3.7320319224,-9.566616581,-0.6577879895000001
crp__delcrp_glc__3,-3.0319185239,-9.852476477,-0.7221924735
crp__delcrp_glyc__1,-2.5097472573,-9.852476477,-1.0231139675
crp__delcrp_glyc__2,-2.7036937173,-9.852476477,-0.9475930765
crp__delcrp_glyc__3,-2.8108444719,-9.852476477,-0.7323553445000001
glu__glu_ale3__1,3.4508766549,1.438555163,-0.6892376855
glu__glu_ale4__1,0.9354434783000001,0.12370463300000001,-0.13800998750000001
glu__glu_ale5__1,-0.7933267339000001,0.23737495300000003,-0.1122801105
glu__glu_ale6__1,1.1925595901000001,-0.266972174,-0.9941465725
glu__glu_ale8__1,3.5977872204,1.5517659030000002,-0.22918382950000002
glu__glu_ale9__1,2.7239826112000003,0.736260553,-0.1270158435
glu__glu_ale10__1,1.7390101695,1.248499963,-1.1444826035
42c__wt_42c__1,0.1868926247,-0.022893763,0.4027328865
42c__42c_ale1__1,7.1354363666,0.578078713,1.6549839165
42c__42c_ale2__1,-0.0395581317,-0.001157444,-0.1103154045
42c__42c_ale3__1,-0.31357588680000004,-0.163650862,-0.5365841025
42c__42c_ale4__1,0.9354423162000001,0.18829674300000002,-0.5555744525
42c__42c_ale5__1,-1.2300389201,-0.255090408,-0.7409459775
42c__42c_ale6__1,3.3703781301,0.584709813,0.7658112065
42c__42c_ale8__1,3.0715654167,0.898060053,0.1156907565
42c__42c_ale9__1,-0.6947068475,0.234450913,-0.33461463750000003
42c__42c_ale10__1,2.9636097263,0.5824345430000001,0.17429547650000002
ssw__wt_ac__1,-5.8994361106,0.155824183,-0.1100566345
ssw__wt_glc__1,-1.066409992,0.08995910700000001,-0.8391892635
ssw__wt_glyc__1,1.8608878340000001,0.264629563,0.2237851485
ssw__wt_xyl__1,-2.09652611,0.615108903,0.36523830150000003
ssw__glc_ale1__1,0.63741168,0.311997713,0.6879396465000001
ssw__glc_ale2__1,1.7274163485,0.5353218630000001,0.5759312805
ssw__glc_ale3__1,2.2410315881,0.445484003,1.1268761155
ssw__glyc_ale1__1,1.0223190951,0.29887890300000003,0.7448578885
ssw__glyc_ale2__1,1.7091582779,0.302115623,1.0069438135
ssw__xyl_ale1__1,-3.7400573852,-0.214788422,0.5543124315
ssw__xyl_ale2__1,-5.6205030869,0.026451149,0.7289210585
ssw__xyl_ale3__1,-2.8470927404,-0.313835929,0.2732866305
ssw__glc_ac_ac2__1,4.4991869452,0.506935123,0.9174044835
ssw__glc_ac_glc1__1,-2.3943899191,-0.42053636400000005,0.41240335650000004
ssw__glc_glyc_glc__1,1.6979647888,0.565682133,0.6067848285
ssw__glc_glyc_glyc__1,-2.00871576,0.307042493,0.6925585165
ssw__glc_xyl_glc__1,-0.2750610489,0.029020072,0.8276327015
ssw__glc_xyl_xyl__1,-2.2355987799,-0.24384744700000002,0.2264892265
ica__wt_glc__1,0.055053436500000004,-0.021205165,0.1200199545
ica__wt_glc__2,-0.16035394420000001,-0.013075078,-0.0728274865
ica__wt_glc__3,-0.2911247133,0.093050269,-0.1514425395
ica__wt_glc__4,-0.8956762123,0.39985849300000004,-0.1999877405
ica__arg_sbt__1,-1.7779489724,0.172960833,-0.0036588355
ica__arg_sbt__2,-1.8346130315,0.493173503,0.1190483975
ica__cytd_rib__1,3.4018245614,0.503238653,0.6111242225
ica__cytd_rib__2,2.9870290108,0.486485123,0.6005531265
ica__gth__1,-0.8276147287000001,-0.34473195700000003,-0.6835273395
ica__gth__2,-0.7251816518,-0.550939686,-0.4757412415
ica__leu_glcr__1,-5.549841647,1.026079293,-1.0451365545
ica__leu_glcr__2,-5.4640283412,0.9645909530000001,-1.0324964735
ica__met_glc__1,-0.540070767,-0.0020434050000000003,-0.4335472255
ica__met_glc__2,-0.8018716537,-0.06998529,-0.1317949225
ica__no3_anaero__1,-1.2890215953,0.166015523,-0.4070446795
ica__no3_anaero__2,-1.6172182797999999,0.165936663,-0.0779667445
ica__phe_acgam__1,-0.2654357308,0.08710832,-0.0430619905
ica__phe_acgam__2,-0.33150888230000003,0.073714532,-0.1512928485
ica__thm_gal__1,-4.1627539132,0.419092283,-0.0009820535
ica__thm_gal__2,-4.0015925113,0.41257850300000004,0.10426444650000001
ica__tyr_glcn__1,-3.7403879412,0.211699823,-1.2036060785
ica__tyr_glcn__2,-3.5362536571,0.24928939300000003,-1.1689341025
ica__ura_pyr__1,-4.3518301487,0.823666823,-0.3565328615
ica__ura_pyr__2,-7.4523639206,1.104333543,-0.38403603150000004
ica__wt_glc__5,0.23411545290000002,0.31050345300000004,0.0190639665
ica__wt_glc__6,0.3093069531,0.33765284300000004,-0.0951629375
ica__bw_delpurR_cytd__1,-0.2978142931,-0.141785767,0.09348637650000001
ica__bw_delpurR_cytd__2,-1.1842694329,0.255483463,0.12746350850000002
ica__ade_glc__1,-1.3482664854,0.27079068300000003,0.0855434925
ica__ade_glc__2,-0.42493901240000004,-0.10748262700000001,-0.1599026955
ytf__wt_glc__1,1.1658729259,0.340002173,0.17896581050000002
ytf__wt_glc__2,1.6736692524999999,0.487174103,0.4186063135
ytf__delyafC__1,5.0421442316,0.518280163,1.1371961525
ytf__delyafC__2,4.9652722657,0.5586262230000001,0.9922701175
ytf__delyeiE__1,0.9698986593000001,0.452821843,0.0336859235
ytf__delyeiE__2,0.1118515006,0.36938018300000003,-0.3023502625
ytf__delyiaJ__1,3.7025276797,0.49007886300000003,0.6870737945000001
ytf__delyiaJ__2,3.5033908787,0.474334523,0.5043001595000001
ytf__delyieP__1,3.1280174266,0.830611623,0.9668856075000001
ytf__delyieP__2,2.1888862019,0.7498248230000001,0.5405780345
ytf__wt_ph5__1,0.3400479181,0.39857596300000003,-0.1437841655
ytf__wt_ph5__2,-0.2897163566,0.474739703,-0.11856588250000001
ytf__wt_ph8__1,0.3815266443,0.27564292300000004,-0.1742219545
ytf__wt_ph8__2,0.089528544,0.268154863,-0.0512917525
ytf__delybaO__1,5.9188312241,0.582376183,1.2359974005
ytf__delybaO__2,5.1773192373,0.636744023,1.2204285975
ytf__delybaQ__1,0.2903332578,0.332940493,-0.1861668245
ytf__delybaQ__2,0.5380308509,0.32368551300000004,-0.0063924615
ytf__delybiH__1,3.6393227729,0.636331983,0.2809926525
ytf__delybiH__2,4.0719622215,0.554671843,0.9840695935
ytf__delydcI_ph5__1,0.15988050040000001,0.36809995300000004,-0.2897199345
ytf__delydcI_ph5__2,0.30308383920000004,0.422601483,-0.1936292665
ytf__delydcI_ph8__1,-0.1052928065,0.363195763,-0.3747984025
ytf__delydcI_ph8__2,-0.2510724714,0.30711134300000004,-0.1839807475
ytf__delyddM__1,-0.046565482400000004,0.8218948030000001,-0.13206428450000002
ytf__delyddM__2,0.022840605400000002,0.832054603,-0.08306166450000001
ytf__delyheO__1,5.9912230921,0.596168643,1.2883394935
ytf__delyheO__2,5.6014110921,0.633656513,1.2950763815
fps__bw_glc__1,-1.5838215485,0.23073483300000003,0.1101924985
fps__bw_glc__2,-1.0791115737,0.160408733,-0.0244577015
fps__fps_thrA_ale1__1,-1.4470744892,0.33273120300000003,-0.1074656595
fps__fps_thrA_ale1__2,-0.8162906313,0.351625083,-0.21502413950000002
fps__fps_thrA_ale2__1,-1.6184160896000002,0.22966762300000002,-0.056698606500000005
fps__fps_thrA_ale2__2,-1.0660927788,0.288967533,-0.13744770550000002
fps__fps_serB_ale1__1,-1.1067295251,0.263027813,-0.1934869705
fps__fps_serB_ale1__2,-1.4300021879,0.38965776300000005,-0.2069131025
fps__fps_serB_ale4__1,-3.0883678241,0.20591431300000002,-0.6610106995
fps__fps_serB_ale4__2,-3.3490666062,0.360213693,-0.5306561365
fps__fps_ptsI_ale1__1,10.6297061882,0.045779202000000005,1.4841393095
fps__fps_ptsI_ale1__2,10.4169848334,0.144864783,1.6581213395
fps__fps_ptsI_ale3__1,9.1131882665,0.252590313,1.4540101725
fps__fps_ptsI_ale3__2,9.8692813438,0.223236343,1.3421523425
pal__lyx_ale2_f6__1,-5.6072471542999995,0.33342218300000004,0.6595263245
pal__lyx_ale2__1,-4.2887678758,0.264908103,0.6655409725
pal__lyx_ale2__2,-3.8698054280000003,0.307141653,0.7034808475000001
pal__lyx_ale4__1,-4.2465667696,-0.057655873,0.0726811255
pal__lyx_ale4__2,-3.2872029166,-0.070605865,-0.08758255350000001
pal__5drib_ale10_f18__1,-7.9917993499,-0.069139537,0.7763375985000001
pal__5drib_ale10_f18__2,-7.8976608684,-0.022394787000000003,0.8912053995
pal__5drib_ale10__1,-6.6703846088,0.401836273,1.0394160545
pal__arab_ale14_f9__1,-2.1182313109,0.24554710300000002,-0.059074480500000005
pal__arab_ale14_f9__2,-1.7725596763,0.412722073,0.0347983295
pal__arab_ale14__1,-3.3380480965,0.376783933,-0.3144462725
pal__arab_ale14__2,-3.0337884901,0.375609213,-0.47640936650000004
pal__arab_ale16__1,-5.977426886,0.029854537,0.6100920865
pal__arab_ale16__2,-5.9489824668,0.109766425,0.6639962795000001
pal__tartr_ale26_f10__1,-6.6322452928,0.311947293,0.5576790235
pal__tartr_ale26_f10__2,-6.0353721343,0.19927317300000003,0.4157303885
pal__tartr_ale26__1,-6.7857553784,0.385079333,0.6733537715
pal__tartr_ale26__2,-6.6458956747,0.334463263,0.6642983665000001
pal__tartr_ale28_f10__1,-4.3905322147,-0.0037122770000000004,0.5207915845000001
pal__tartr_ale28_f10__2,-5.9250052023,-0.098690551,0.2833965305
pal__tartr_ale28__1,-4.9036231433,0.272968543,0.2496035705
pal__tartr_ale28__2,-5.8312620665,0.268494893,0.1795570135
efeU__delmenFentC_citr__1,1.3076054361,0.422197943,0.10022731650000001
efeU__delmenFentC_citr__2,2.4330071261,0.567725263,0.0852986015
efeU__delmenFentC__1,-1.7533505384999999,0.6961985230000001,-0.12498171150000001
efeU__delmenFentC__2,-1.6677624428,0.736210653,-0.1154298935
efeU__menFentC_ale39__1,5.3631735134,0.5420487930000001,0.8377025595
efeU__menFentC_ale39__2,5.3113428472,0.5730386230000001,0.7302684795000001
efeU__menFentC_ale29__1,3.7798027463,0.911502773,0.0907579995
efeU__menFentC_ale29__2,3.4623847798,0.943276293,-0.1523761645
efeU__menFentC_ale30__1,-0.2568139834,0.106685208,-0.2696315355
efeU__menFentC_ale30__2,-0.2854783994,0.063971556,-0.3943931075
efeU__menFentCubiC_ale36__1,-0.0797867199,0.821857583,-0.3321798885
efeU__menFentCubiC_ale36__2,-0.2009260884,0.648169773,-0.1178390805
efeU__menFentCubiC_ale37__1,-0.2975067891,0.843077653,-0.24155286850000002
efeU__menFentCubiC_ale37__2,-0.310691208,0.8884085730000001,-0.0696515395
efeU__menFentCubiC_ale38__1,-2.1081130628,0.348438943,-0.08550521450000001
efeU__menFentCubiC_ale38__2,-2.7474222423,0.309908293,-0.1111671495
misc2__salc_glc__1,-0.9329054182000001,-0.030941686000000003,-0.7739660735
misc2__salc_glc__2,-1.421558733,-0.041858422,-0.6637880435
misc2__dbcn_glc__1,1.8573846666,-0.41418928400000005,-0.5120058335000001
misc2__dbcn_glc__2,2.0589165125,-0.322180379,-0.1766858355
misc2__tyr_glc__1,-0.2044198934,0.482338413,-0.2392789135
misc2__tyr_glc__2,-0.6217892386,0.519726133,-0.1561838065
misc2__arg_cytd__1,0.1631965994,0.10509646700000001,-0.0649614815
misc2__arg_cytd__2,0.2381512237,0.09710128400000001,-0.1772271115
misc2__delyheO_pyr__1,-5.4044283763,1.000412783,0.024604023500000002
misc2__delyheO_pyr__2,-5.7718816668,1.013481493,0.055136988500000005
nquinone__delubiC__1,-0.6575588115000001,0.44647993300000005,-0.2213503085
nquinone__delubiC__2,-0.6821137514000001,0.618285233,-0.2919603475
nquinone__ubiC_ale1__1,-0.3840056022,0.46214110300000005,-0.0537061935
nquinone__ubiC_ale1__2,-0.2555767237,0.518639853,0.1298280095
nquinone__ubiC_ale2__1,-0.1065954332,0.47472340300000004,-0.2686246785
nquinone__ubiC_ale2__2,0.3004950981,0.429799533,-0.34938949350000004
nquinone__ubiC_ale3__1,-0.2077798509,0.026469302,-0.7101909035
nquinone__ubiC_ale3__2,-0.1812743142,0.09906102300000001,-0.6799394675
nquinone__ubiC_ale4__1,0.3183822684,0.49321258300000004,-0.17479632850000001
nquinone__ubiC_ale4__2,-0.040472067,0.508607923,0.033700904500000003
nquinone__delpdhR__1,-0.6332611020000001,0.38566819300000005,-0.2194734925
nquinone__delpdhR__2,-0.7498552142,0.362990173,-0.2075624405
quinone__glu_ale4__1,0.0214942842,0.36842613300000004,-0.2419457025
quinone__glu_ale4__2,1.7491334790000002,0.736125773,0.2752570915
quinone__delmenF__1,0.5372925495,0.553279673,-0.2514301715
quinone__delmenF__2,0.6179974395,0.42430167300000005,-0.1102448825
quinone__menF_ale5__1,4.4157837446,0.904530523,0.7392306815
quinone__menF_ale5__2,5.1728696421,0.929254393,0.3989109715
quinone__menF_ale6__1,5.1455957693,0.9289372330000001,0.7813054225
quinone__menF_ale6__2,5.2640929493,0.9358953230000001,0.9781797435
quinone__menF_ale7__1,6.1025821613,0.8647486830000001,1.2303809945
quinone__menF_ale7__2,5.9078574516,0.829767083,1.3793098565
quinone__menF_ale8__1,5.9952417754,1.000233243,0.9155680325000001
quinone__menF_ale8__2,5.1346144774999996,0.9954071830000001,0.3113096815
quinone__delmenFubiC__1,-0.24475108250000002,0.503242803,-0.2703261265
quinone__delmenFubiC__2,-0.6500617665,0.5733612730000001,-0.3909713185
quinone__menFubiC_ale1__1,3.8802929409,0.688985203,0.44002179350000004
quinone__menFubiC_ale1__2,4.6655129468,0.689163233,0.3033849185
quinone__menFubiC_ale2__1,4.4907414538,0.566404903,0.3316792375
quinone__menFubiC_ale2__2,4.2508160486,0.587592463,0.2464566675
quinone__menFubiC_ale3__1,1.2732347803000001,0.10847917900000001,-0.3705373725
quinone__menFubiC_ale3__2,0.8847462817,0.14360144,-0.3944513435
quinone__menFubiC_ale4__1,3.3809931241,1.042582673,0.2312140195
quinone__menFubiC_ale4__2,3.011993365,1.027989663,0.4726014375
oxyR__wt_glc__1,0.4753044695,0.09382866100000001,0.5782819715
oxyR__wt_glc__2,0.1770318066,0.13043923,0.5729729565
oxyR__wt_h2o2__1,0.5031689564,0.057576022000000004,0.42602318450000004
oxyR__wt_h2o2__2,0.0980145117,0.46187418300000005,0.3975089155
oxyR__glu_ale4__1,0.6757556172,0.7723290730000001,0.2740288325
oxyR__glu_ale4__2,0.0303955871,0.495795953,0.3623941645
oxyR__glu_ale4_h2o2__1,0.5394137767,0.621328373,0.6822795465
oxyR__glu_ale4_h2o2__2,0.10611313680000001,0.486348433,0.5286750245
oxyR__oxyR_ale17__1,0.011190439,0.13801763,0.6085704115
oxyR__oxyR_ale17__2,-0.0717548555,0.15520324300000002,0.4485977195
oxyR__oxyR_ale17_h2o2__1,0.8141691479000001,0.211227453,0.7690387415000001
oxyR__oxyR_ale17_h2o2__2,-0.2463717263,0.156206473,0.2851588465
oxyR__oxyR_ale18__1,0.7337081769,-0.23326590800000002,0.3137431115
oxyR__oxyR_ale18__2,0.4426401692,-0.08594182800000001,0.3917391615
oxyR__oxyR_ale18_h2o2__1,-0.0941761593,0.027939159,0.27453096250000003
oxyR__oxyR_ale18_h2o2__2,0.22944420340000002,0.095125363,0.2803169695
oxyR__oxyR_ale19__1,0.4369938319,-0.186683067,0.5743410835
oxyR__oxyR_ale19__2,0.6347346977,-0.08065952300000001,0.5916405715
oxyR__oxyR_ale19_h2o2__1,0.34982975120000004,-0.32169368600000003,0.39424725850000003
oxyR__oxyR_ale19_h2o2__2,0.5854675225,-0.22926116100000002,0.3643650075
oxyR__oxyR_ale20__1,0.1453748419,-0.29073972200000003,0.28227290650000003
oxyR__oxyR_ale20__2,0.2955856603,-0.328630297,0.2890999885
oxyR__oxyR_ale20_h2o2__1,-0.3166974594,-0.103214605,0.4186292425
oxyR__oxyR_ale20_h2o2__2,-0.3493906625,-0.05797147800000001,0.4165490455
svns_pgi__BmePgi24_15__1,0.1786993224,0.20789728300000002,0.6259079335000001
svns_pgi__BmePgi24_15__2,0.38941899950000003,0.288214413,0.5713316835000001
svns_pgi__BmePgi24_26__1,0.0483652498,0.16856253300000001,0.7371282635
svns_pgi__BmePgi24_26__2,-0.0516221476,0.144982372,0.7902664215
svns_pgi__BmePgi24_41__1,0.6951258923,0.495849313,0.44564034950000003
svns_pgi__BmePgi24_41__2,0.4430558879,0.08223337900000001,0.5255388495000001
svns_pgi__BmePgi24_52__1,0.279539786,0.260077643,0.8545339665
svns_pgi__BmePgi24_52__2,0.1063287103,0.110092349,0.8280587085000001
svns_pgi__PaePgi2_34__1,-1.9711595888,0.946417433,0.9880900625000001
svns_pgi__PaePgi2_34__2,-1.8273635921,0.980365153,1.0123065505
svns_pgi__PaePgi2_63__1,-2.2485476468,0.9986914830000001,1.0017268345
svns_pgi__PaePgi2_63__2,-1.7132608436,0.9749593430000001,1.0668958925
svns_pgi__PaePgi24_54__1,-1.6339035987,0.830338573,0.8896657355
svns_pgi__PaePgi24_54__2,-1.3897803673,0.926503413,0.8882266875
svns_pgi__PaePgi24_90__1,-1.1677768105,0.8096897230000001,0.7065801085
svns_pgi__PaePgi24_90__2,-1.2644021388,0.9991721830000001,0.7898476355
abx_media__m9_ctrl__1,-0.7300936883,-0.219087253,-0.6682153505
abx_media__m9_ctrl__2,-0.7424646578,0.06872793,-0.8284626505
abx_media__rpmi_ctrl__1,1.0402984248,0.181883243,0.5089518595
abx_media__rpmi_ctrl__2,1.8755406653,0.46045822300000006,0.8723312655000001
abx_media__camhb_ctrl__1,-0.5904606821,-1.466715649,-0.2117808995
abx_media__camhb_ctrl__2,-0.3393117517,-1.564214307,-0.2284008535
abx_media__m9_mero__1,-0.9744166472,0.10006032100000001,-1.6093591875
abx_media__m9_mero__2,-0.2685217315,-0.24440689100000001,-0.9992038895
abx_media__rpmi_mero__1,1.0031031309,-0.15585906600000002,0.3960276855
abx_media__rpmi_mero__2,1.7036336140000001,0.12222331400000001,0.6446948085
abx_media__camhb_mero__1,-4.9521091862,-2.568928611,-2.0014796245
abx_media__camhb_mero__2,-3.7510982426,-2.37205329,-1.5374313855000001
abx_media__m9_trisulf__1,-0.8729945931,-0.13952741600000002,-1.3292524845
abx_media__m9_trisulf__2,-1.1885113202,-0.121563182,-0.9500851475000001
abx_media__rpmi_trisulf__1,-4.6922593593,-1.138543574,-1.1799596895
abx_media__rpmi_trisulf__2,-4.8777965084,-1.125744815,-1.0584404465
abx_media__camhb_trisulf__1,-5.7131031535,-0.616348749,-1.0107353085
abx_media__camhb_trisulf__2,-5.8660576215999995,-0.651084973,-1.1464530965
abx_media__m9_cef__1,-0.6725572165,-0.424559634,-0.7939195905
abx_media__m9_cef__2,-0.1339681586,-0.35219075800000005,-0.9144575965
