,A,ComA
biofilm_time:24h:1,-1.4982778640790049,-0.15633115975030965
biofilm_time:24h:2,-0.6456418684308888,0.08300606584150927
biofilm_time:24h:3,-0.9623574996723429,-0.004646880327224601
biofilm_time:24h:4,-1.5627436524276783,0.06309110430876341
biofilm_time:28h:1,-2.0876848448068825,0.13526161132989234
biofilm_time:28h:2,-1.2797704779081809,0.10081315413361748
biofilm_time:28h:3,-2.047202036649816,0.13044143964427854
biofilm_time:28h:4,-1.4496745926710222,0.03469475460702487
biofilm_time:32h:1,-1.5854846142496657,0.20128993016571692
biofilm_time:32h:2,-2.455673814826749,0.28877205517816584
biofilm_time:32h:3,-2.3836137656777003,0.38895214838481
biofilm_time:32h:4,-1.9585620249359008,0.3520213140049924
codY:wt:1,-0.8696726106327775,-0.37335356731198294
codY:wt:2,0.8696726106327712,0.3733535673119821
codY:ctrl:1,-1.845547194824064,-0.3180541085703332
codY:ctrl:2,0.4827833737006506,0.4357096981606077
codY:codYR61K:1,-2.6178949162279896,-0.42963902765796735
codY:codYR61K:2,0.1958540513006689,0.3648874808984779
codY:codYR61H:1,-1.9405930709115904,-0.44090252985446376
codY:codYR61H:2,-0.44733845054668503,0.17028464258163645
codY:codYF71Y:1,-0.7919899907796009,0.14773343526465865
codY:codYF71Y:2,-0.8290019505414599,0.1487881090981915
decay:wt:1,-12.233725988926,0.08541148979035196
decay:wt:2,6.1015468334655925,0.13935801039911588
decay:wt:3,6.132179155460392,-0.22476950018946784
decay:delpnpA:1,-10.643043209881258,0.8228517027538151
decay:delpnpA:2,5.080533602930238,1.2081354499044323
decay:delpnpA:3,-8.40768263773902,1.2606586970185203
ecm_tasA:deltasA:1,-0.8682258291256835,0.22952280723221466
ecm_tasA:deltasA:2,-1.5983724932550394,0.11816066494078205
ecm_tasA:deltasA:3,-0.17506328912044972,0.14145140067941053
ecm_tasA:delcssRS:1,-1.1644013653688692,0.1406294071046279
ecm_tasA:delcssRS:2,-1.073982576457795,-0.26814013819154514
ecm_tasA:delcssRS:3,-1.2687031111500795,0.02806412070514952
ecm_tasA:wt:1,-0.17296640340636518,0.10921166989570352
ecm_tasA:wt:2,0.17296640340636807,-0.10921166989570263
heatshock:wt_37C:1,-0.3518509074602244,0.14541688602490946
heatshock:wt_37C:2,0.7516236488080509,-0.021835489572771927
heatshock:wt_37C:3,-0.39977274134782337,-0.1235813964521375
heatshock:wt_48C:1,-1.3240324126628522,1.9434153570165615
heatshock:wt_48C:2,-0.7357461828465712,1.8494108212998568
heatshock:wt_48C:3,-1.7274545342380936,1.2610430479049448
heatshock:wt_53C:1,-1.5524295571790512,-2.809841585386007
heatshock:wt_53C:2,1.3687735395251883,-3.0305453307398738
heatshock:wt_48_53C:1,-0.7635739295985112,2.082091388352657
heatshock:wt_48_53C:2,-1.927128988028888,1.4805350554680847
heatshock:wt_48_53C:3,-0.038036649581125764,0.7711063961985651
heatshock:delrelA_37C:1,0.5412852570923045,0.14069571766528188
heatshock:delrelA_37C:2,-0.020478539772873196,0.0016307147362182304
heatshock:delrelA_48C:1,0.07169665767829836,0.8883913210794141
heatshock:delrelA_48C:2,-0.5468786600504629,0.5318224481258458
heatshock:delrelA_48C:3,-1.8960261669887335,0.1536672843173834
heatshock:ppGpp_null_37C:1,0.06945988280327367,-0.2756399283666173
heatshock:ppGpp_null_37C:2,-0.0004508979079255815,0.02629059068261963
heatshock:ppGpp_null_37C:3,0.20403683905224398,-0.2750834152484858
heatshock:ppGpp_null_48C:1,-1.0940815687759595,1.4682059524313509
heatshock:ppGpp_null_48C:2,-1.4184154158167541,1.8841756000174763
heatshock:ppGpp_null_48C:3,-1.9431481992044328,1.927132524559978
ldar:yfiJKplus:1,-4.2390837575503415,-0.8991169661281804
ldar:yfiJKplus:2,-3.7458743089665063,-0.8428361181210624
ldar:yfiJ_A152E:1,-3.1616765580138804,-0.09655753112359287
ldar:yfiJ_A152E:2,-4.2410208837358665,-0.9246822503970256
ldar:wt:1,-0.5419874493942287,0.15488759818012987
ldar:wt:2,0.5721124947293332,-0.20731863588186966
ldar:wt:3,-0.030125045335114387,0.05243103770174251
mk7:shake:1,-2.7597202248498856,-0.4358460491473597
mk7:shake:2,1.344179499985675,0.08483773948108109
mk7:shake:3,-0.2830484752121881,0.17347544377901958
mk7:shake:4,1.6985892000764025,0.17753286588725992
mk7:static:1,-4.216197903337366,1.8254211624317533
mk7:static:2,-0.11169102978058007,2.0772505883526518
mk7:static:3,-4.65535034068455,1.6993395094721808
mk7:static:4,-0.908237055475856,1.9747693533007655
nusA:nusA_induced:1,-0.0447451794617682,0.1282523480205171
nusA:nusA_induced:2,-0.7416839112985221,0.1746099198185629
nusA:nusA_induced:3,0.2713794885022647,0.057407919378815286
nusA:nusA_induced:4,-0.5861595519989633,0.07384088842078818
nusA:nusA_induced:5,-0.3637612387897301,-0.1818374375707501
nusA:nusA_induced:6,-0.6872436780413215,-0.28219460610941915
nusA:no_nusA:1,0.17020264313580927,0.0745637851260712
nusA:no_nusA:2,-0.03329668197431873,0.07382283583696392
nusA:no_nusA:3,-0.08545688610966122,0.05341308227868869
nusA:no_nusA:4,-0.0544432507993082,0.10266542275527256
nusA:no_nusA:5,-0.05446691687399592,-0.2180413338617173
nusA:no_nusA:6,0.05746109262146714,-0.08642379213528084
pamR:wt_exp:1,0.325639553051604,-0.15970390208363572
pamR:wt_exp:2,-0.32563955305159764,0.1597039020836366
pamR:delydhC_exp:1,-0.0941706321080166,-1.6536299113049946
pamR:delydhC_exp:2,0.9431672698870246,-0.6562874554708307
pamR:delydhC_exp:3,0.7965059144419436,-0.6060239144392296
pamR:wt_stat:1,-2.382852238110363,-1.5118219579842391
pamR:wt_stat:2,-2.362763072783382,-1.3564871955117557
pamR:wt_stat:3,-1.4801290194733046,-1.387599986699847
pamR:delydhC_stat:1,-1.5271246321311491,-0.7904739147423987
pamR:delydhC_stat:2,-0.10038517782257167,-0.9162026888150852
rho_strains:ncib3610:1,-0.02110376171936729,0.030179742538354763
rho_strains:ncib3610:2,0.021103761719366853,-0.030179742538354763
rho_strains:ncib3610_delrho:1,0.0536087006834508,0.8724972024049515
rho_strains:ncib3610_delrho:2,1.6761128634041356,0.7720905401864222
rnase_j1:delrnjA:1,0.7016183698461737,-0.5548150414041935
rnase_j1:delrnjA:2,0.09696305862828017,-0.44796985697638814
rnase_j1:delrnjA:3,-0.08565898262675244,-0.3542392516991057
rnase_j1:wt:1,0.17408078137451102,-0.253287983140476
rnase_j1:wt:2,0.35927949191371233,0.028251626855174905
rnase_j1:wt:3,-0.5333602732882249,0.22503635628530105
sigI:delrsgI_37C:1,1.1827089444443366,-0.18656162096465498
sigI:delrsgI_37C:2,-1.114179681593462,0.5049294341089272
sigI:delrsgI_37C:3,0.1826838453469513,0.2163521150480845
sigI:delrsgI_52C:1,-3.0221470626586493,1.6346786400273876
sigI:delrsgI_52C:2,-2.94641363263242,1.6845055344930229
sigI:delrsgI_52C:3,1.4488531152175674,1.2969390507798453
sigI:delrsgI_sigI_37C:1,1.5882263393974267,-0.12580570979507222
sigI:delrsgI_sigI_37C:2,1.7456377796158074,0.5931379635699754
sigI:delrsgI_sigI_37C:3,0.2431334534326273,0.09735294206845424
sigI:delrsgI_sigI_52C:1,-0.5223618671226106,1.712514652170943
sigI:delrsgI_sigI_52C:2,-0.3219699580125773,2.0941772107726844
sigI:delrsgI_sigI_52C:3,-2.690243710473196,2.1964237711988828
sigI:wt_37C:1,0.8295302107111844,-0.3664766170757261
sigI:wt_37C:2,-0.8892825076132722,-0.2901169601000966
sigI:wt_37C:3,0.05975229690209038,0.6565935771758227
sigI:wt_52C:1,-0.33788602177022914,1.7494701114094842
sigI:wt_52C:2,-2.6416236360568237,1.621915240515157
sigI:wt_52C:3,-0.6579508031916707,2.1501799359615203
spbeta:spbeta_nopep_20m:1,-0.7440110278493484,0.42232260059835
spbeta:spbeta_pep_20m:1,0.07731006330645071,0.43047277771100667
spbeta:spbeta_nopep_20m:2,0.5205015408063812,0.2285984457779389
spbeta:spbeta_pep_20m:2,-0.6064453246792124,0.2329981801928769
spbeta:phi3T_pep_10m:1,-0.8713467056965152,-0.18148094788179314
spbeta:phi3T_pep_20m:1,-1.5973987554706517,0.06411037914805108
spbeta:phi3T_nopep_10m:1,-0.9778901603471722,-0.19262191244962068
spbeta:phi3T_nopep_20m:1,-1.4973663657233616,0.37220326116247815
spbeta:phi3T_pep_10m:2,0.8571221433521968,0.013705925717001577
spbeta:phi3T_pep_20m:2,-0.7920642105756582,0.1648626709494314
spbeta:phi3T_nopep_10m:2,-0.04979578190818357,-0.053955808791374515
spbeta:phi3T_nopep_20m:2,-0.0562612992570957,0.15381231445758647
spbeta:phi3T_pep_10m:3,0.01422456234431397,0.16777502216479245
spbeta:phi3T_pep_20m:3,-1.1138393993365556,0.4612922719812565
spbeta:phi3T_nopep_10m:3,0.8306475411272026,0.10440731860718168
spbeta:phi3T_nopep_20m:3,-0.3503806843999493,0.21826587998045974
spore_genes:wt_0h:1,0.04594408676550155,-0.11314485894104552
spore_genes:delyphF_0h:1,-0.30101700183767444,-0.196397526548151
spore_genes:delyphF_0h:2,1.5909593090522138,-0.1287535568781557
spore_genes:delyphF_0h:3,0.21882614820914728,0.041137822344161634
spore_genes:delygaB_0h:1,-1.1018498165260957,-0.13753024863409544
spore_genes:delygaB_0h:2,-0.5513527745646586,-0.3969741151427355
spore_genes:delygaB_0h:3,-0.3935634153050929,-0.19974231610814908
spore_genes:wt_3h:1,-3.335940727401519,-1.057953993377725
spore_genes:wt_3h:2,-3.409463271733917,-1.11963088900987
spore_genes:wt_3h:3,-2.9908165192835967,-0.8849049632895909
spore_genes:delyizD_3h:1,-2.9641034221179563,-0.5856596753036181
spore_genes:wt_0h:2,-1.5119010254565115,0.1451296192702216
spore_genes:delyizD_3h:2,-2.8703902591634574,-0.41742646079126544
spore_genes:delyizD_3h:3,-2.2417577935899677,-0.5773735037509821
spore_genes:delykzB_3h:1,-2.7267843505709544,-0.6364256310615986
spore_genes:delykzB_3h:2,-2.8311625093616097,-0.9728530568793898
spore_genes:delykzB_3h:3,-3.2092269708328547,-0.8385220462582534
spore_genes:delyphF_3h:1,-4.724034114028544,-1.5155447319270152
spore_genes:delyphF_3h:2,-4.427818673670479,-1.007230744425928
spore_genes:delyphF_3h:3,-3.753071661433351,-1.4853080003297654
spore_genes:delygaB_3h:1,-4.034015270521043,-0.27997414309531354
spore_genes:delygaB_3h:2,-3.4247787903799254,-0.3574574242183868
spore_genes:wt_0h:3,1.465956938691008,-0.03198476032917785
spore_genes:delygaB_3h:3,-3.5775599713298063,-0.3404224676404013
spore_genes:delyizD_0h:1,0.8053297456327979,-0.21599916737416525
spore_genes:delyizD_0h:2,0.5381053797504819,0.10590868313209788
spore_genes:delyizD_0h:3,-0.22530840423636744,-0.39265253036382575
spore_genes:delykzB_0h:1,-0.16298217342612845,-0.17471589364929851
spore_genes:delykzB_0h:2,0.8537753342100695,-0.5018359842923221
spore_genes:delykzB_0h:3,1.0791316051318471,-0.16491741483159572
swarming:comIQ12L:1,-0.8386705541474073,-0.16077138513020284
swarming:comIQ12L:2,1.1104140378659186,-0.04583187843861936
swarming:comIQ12L:3,-0.2717434837185053,0.20660326356882308
swarming:comIQ12L_delefp:1,-0.9394880527530762,0.03712948510848335
swarming:comIQ12L_delefp:2,-1.3118402154983777,0.031012007642106987
swarming:comIQ12L_delefp:3,-0.5604928481808181,0.17292229685670346
swarming:comIQ12L_delefp_fliYS164A:1,0.2487179770053629,-0.27471481373329004
swarming:comIQ12L_delefp_fliYS164A:2,-1.5634067667467642,0.33199148567407377
swarming:comIQ12L_delefp_fliYS164A:3,1.3764905576742847,0.1735429877063952
swarming:comIQ12L_delefp_nusGN21S:1,0.3751476273022158,-0.3483340143397005
swarming:comIQ12L_delefp_nusGN21S:2,0.4517869407541453,-0.2316867847245865
swarming:comIQ12L_delefp_nusGN21S:3,-0.20335433396338326,-0.003732177547404625
synant49:ctrl:1,0.3072386093243268,0.14513384000003082
synant49:ctrl:2,0.3065544305693607,-0.1796461440887418
synant49:ctrl:3,-0.6137930398936913,0.034512304088711865
synant49:synant49:1,-1.4255597463250411,0.036738467163764284
synant49:synant49:2,-1.2425612751840962,-0.3346340200670266
synant49:synant49:3,-0.6614762710482199,-0.08651565148075058
tasA:wt_72h:1,-0.8096089196024494,-0.19098762055566088
tasA:wt_72h:2,-0.6955787120999745,-0.2255059980872636
tasA:deltasA_72h:1,0.6674943109272364,0.4845797963677416
tasA:deltasA_72h:2,0.3976039977786664,0.11681893282975865
tasA:wt_24h:1,-0.4045555200101192,-0.010680133792502213
tasA:wt_24h:2,0.4045555200101135,0.0106801337925031
tasA:wt_48h:1,-0.1701780551068766,-0.7729862339457698
tasA:wt_48h:2,-0.4349839469915103,-0.500490997502335
tasA:deltasA_24h:1,1.7176654833518006,0.7421507415817432
tasA:deltasA_24h:2,0.9024490437143338,0.6310830215690277
tasA:deltasA_48h:1,1.4765369464411844,1.1134475989140862
tasA:deltasA_48h:2,0.6821368136125905,1.0725190804778562
yacP:wt:1,-0.11455117043391133,-0.048207709978399294
yacP:delyacP:1,0.062360190451680474,-0.024495634758949336
yacP:yacP_induced:1,0.7024679281259307,-0.2258131886647705
yacP:yacP_no_induce:1,1.4262202452083554,-0.12383659998547893
yacP:wt:2,-0.16925830380811416,-0.022111995653502525
yacP:delyacP:2,-0.780828524057928,0.15665112766122125
yacP:yacP_induced:2,2.3859799883115898,-0.22074122838867186
yacP:yacP_no_induce:2,1.7135785858245418,-0.1136972119435926
yacP:wt:3,0.2838094742420293,0.07031970563190004
yacP:delyacP:3,0.2825375808907256,0.1763031890669957
yacP:yacP_induced:3,1.2336794197677354,-0.1696403909850943
yacP:yacP_no_induce:3,0.4995093593838065,-0.005613984801889238
yonO:wt:1,-0.3051742839122011,-0.08134482125095754
yonO:wt:2,0.6877952879615098,-0.09897399943127816
yonO:wt:3,-0.3826210040493128,0.1803188206822366
yonO:wt_mmc:1,3.116663921961853,-2.5429183904042167
yonO:wt_mmc:2,4.358392366914985,-2.8898498352843527
yonO:wt_mmc:3,2.8530487916628227,-1.82496485944598
yonO:delyonO:1,0.5064159902361246,-0.09349972945366236
yonO:delyonO:2,-0.32819306432143464,-0.15432105161469956
yonO:delyonO:3,0.4827700273226012,-0.47685452307691106
yonO:delyonO_mmc:1,2.360279905469869,-2.644376428683245
yonO:delyonO_mmc:2,2.075044386063919,-2.6333037600002185
yonO:delyonO_mmc:3,1.6254328017900637,-2.15900569418358
yydF:ctrl:1,0.36946184441767893,-0.09142785028990907
yydF:ctrl:2,-0.3237024333604823,0.04942676379598687
yydF:ctrl:3,-0.045759411057195415,0.042001086493921314
yydF:yydF:1,-0.6593000285124492,-0.005477182575455153
yydF:yydF:2,0.3241999366113933,-0.059250598100461176
yydF:yydF:3,0.9756321629551968,-0.07931147466710264
