,A,GlpP
pamR:wt_stat:3,-11.290947112071194,1.447772830294106
pamR:delydhC_stat:1,-15.068820579181551,0.6858288135608639
pamR:delydhC_stat:2,-15.501557098527494,-0.21807965573050048
rho_strains:ncib3610:1,-2.2234311960991904,-0.00413056457756511
rho_strains:ncib3610:2,2.2234311960991824,0.00413056457756511
rho_strains:ncib3610_delrho:1,-8.622214078436064,0.7698693669936745
rho_strains:ncib3610_delrho:2,-5.7421338729408005,0.9316443870366332
rnase_j1:delrnjA:1,-10.717142710278416,1.9262081022411468
rnase_j1:delrnjA:2,-10.58970882058642,1.9142614250961527
rnase_j1:delrnjA:3,-10.266427442994337,2.127553167462012
rnase_j1:wt:1,0.9448631856903492,-0.25190861736122105
rnase_j1:wt:2,-1.0965012005669732,0.14800236202848627
rnase_j1:wt:3,0.15163801487662396,0.1039062553327348
sigI:delrsgI_37C:1,8.579617811393474,-0.2500553697029595
sigI:delrsgI_37C:2,-2.272351166849893,-0.02973464659279479
sigI:delrsgI_37C:3,-4.710748133655325,-0.124506444305041
sigI:delrsgI_52C:1,-5.684902437933201,1.1099625847336156
sigI:delrsgI_52C:2,-7.184739821274841,1.1842918354249
sigI:delrsgI_52C:3,-1.8682635919483133,0.6405979913383222
sigI:delrsgI_sigI_37C:1,9.602392326999407,-0.17973971044955306
sigI:delrsgI_sigI_37C:2,-2.1370940232934323,-0.07462753575619363
sigI:delrsgI_sigI_37C:3,-4.148595979262029,0.013695786648836084
sigI:delrsgI_sigI_52C:1,-5.3936561166225525,1.0694920252322433
sigI:delrsgI_sigI_52C:2,1.6255910422938076,1.0247593249525335
sigI:delrsgI_sigI_52C:3,-6.136876959731837,1.2439125826772033
sigI:wt_37C:1,9.698377770492362,-0.2604190708482248
sigI:wt_37C:2,-6.817818191197128,-0.04983312450997879
sigI:wt_37C:3,-2.8805595792952263,0.31025219535820714
sigI:wt_52C:1,-6.2478107462531804,1.1197842221021066
sigI:wt_52C:2,0.4804719729433212,1.1229002146501896
sigI:wt_52C:3,-3.470938488756892,1.2009312647380683
spbeta:spbeta_nopep_20m:1,-0.14377504721164108,0.2474335293618157
spbeta:spbeta_pep_20m:1,0.35066382719069783,0.1876032945749904
spbeta:spbeta_nopep_20m:2,0.30904623645344026,0.31515268587562417
spbeta:spbeta_pep_20m:2,0.06258637866821774,0.3355959579303285
spbeta:phi3T_pep_10m:1,3.247973137524806,-0.10220513103005313
spbeta:phi3T_pep_20m:1,-2.787644437515968,-0.1668838063670144
spbeta:phi3T_nopep_10m:1,2.906749536813409,-0.034476235260559214
spbeta:phi3T_nopep_20m:1,-2.6718143540449257,-0.1421545065635037
spbeta:phi3T_pep_10m:2,2.7914724899681653,0.4572940651051409
spbeta:phi3T_pep_20m:2,-0.3506445025996369,-0.12085215414868687
spbeta:phi3T_nopep_10m:2,1.8977416611639564,0.30228234563355993
spbeta:phi3T_nopep_20m:2,-0.7499909378140777,-0.07165246565256744
spbeta:phi3T_pep_10m:3,-6.039445627492981,-0.3550889340750851
spbeta:phi3T_pep_20m:3,-0.2618377184205718,0.15364200629565072
spbeta:phi3T_nopep_10m:3,-6.784373583597891,-0.4115201202358625
spbeta:phi3T_nopep_20m:3,0.4824277719748628,0.04457711124916397
spore_genes:wt_0h:1,-0.09347263439554948,0.06517171586489834
spore_genes:delyphF_0h:1,0.2549283984958106,-0.0437283717767416
spore_genes:delyphF_0h:2,-0.011391295675889836,-0.021661560578625227
spore_genes:delyphF_0h:3,0.3575646816169537,0.12029607825515765
spore_genes:delygaB_0h:1,-2.47246719194244,1.2215727431585703
spore_genes:delygaB_0h:2,-2.2278964584209526,1.2234752588355926
spore_genes:delygaB_0h:3,-2.463349329564557,1.2572617768410703
spore_genes:wt_3h:1,-3.4776971305590654,0.2774965578553497
spore_genes:wt_3h:2,-3.3863249951403303,0.30557105085504777
spore_genes:wt_3h:3,-4.019004206949149,0.24951453281413105
spore_genes:delyizD_3h:1,-4.054397627182434,0.31850006277609033
spore_genes:wt_0h:2,0.1947947971731354,-0.03556358502071877
spore_genes:delyizD_3h:2,-4.10382837845406,0.2777063889703095
spore_genes:delyizD_3h:3,-4.250783397916628,0.2443762253591704
spore_genes:delykzB_3h:1,-2.9034968018229126,0.4600886095486656
spore_genes:delykzB_3h:2,-2.5923384657767015,0.495303849795472
spore_genes:delykzB_3h:3,-3.4145850631098047,0.5622804480564563
spore_genes:delyphF_3h:1,-1.353604591886412,0.5065124082884767
spore_genes:delyphF_3h:2,-3.1598038019145065,0.40578903433025904
spore_genes:delyphF_3h:3,-1.831067828824083,0.4954897848010917
spore_genes:delygaB_3h:1,-3.983780796607357,0.8923131680174423
spore_genes:delygaB_3h:2,-3.9422779243231294,0.8783645453804718
spore_genes:wt_0h:3,-0.10132216277758832,-0.02960813084417957
spore_genes:delygaB_3h:3,-4.028463350249681,0.9360203067685768
spore_genes:delyizD_0h:1,0.5849957170699169,0.17338012451674167
spore_genes:delyizD_0h:2,-0.03908806847360607,0.2629189255789095
spore_genes:delyizD_0h:3,-1.035489600462362,0.1289244737958457
spore_genes:delykzB_0h:1,1.4785578710779028,0.22735879996267536
spore_genes:delykzB_0h:2,0.43464947587283337,-0.20890636532770035
spore_genes:delykzB_0h:3,0.8451255849688016,0.2696948342632117
swarming:comIQ12L:1,0.22940310091061455,-0.24707683564464755
swarming:comIQ12L:2,-0.4689845662882232,-0.041464806264758465
swarming:comIQ12L:3,0.23958146537762076,0.2885416419094087
swarming:comIQ12L_delefp:1,0.4982924441384211,-0.16986294518901526
swarming:comIQ12L_delefp:2,1.8899901625039541,0.2655935955753605
swarming:comIQ12L_delefp:3,0.25452453467947583,0.2649956581453505
swarming:comIQ12L_delefp_fliYS164A:1,-1.0313005384422589,-0.12258755676132173
swarming:comIQ12L_delefp_fliYS164A:2,0.9107189356044813,0.5309900563242369
swarming:comIQ12L_delefp_fliYS164A:3,0.6858696315883561,0.011134646002012971
swarming:comIQ12L_delefp_nusGN21S:1,-2.6710644211161343,-0.0613754166572491
swarming:comIQ12L_delefp_nusGN21S:2,-1.3819043461684892,-0.3055304934247696
swarming:comIQ12L_delefp_nusGN21S:3,-2.697005647347104,0.200989678841232
synant49:ctrl:1,-2.226079352563654,-0.2051550706211378
synant49:ctrl:2,0.6565949777671242,0.02510601785048383
synant49:ctrl:3,1.569484374796541,0.18004905277065394
synant49:synant49:1,-2.599697613442361,0.44557021217229664
synant49:synant49:2,-0.2309813207442603,0.10906659077469437
synant49:synant49:3,-1.3146304359046284,0.0020203697921665764
tasA:wt_72h:1,0.1434249190203542,0.5433800653043086
tasA:wt_72h:2,-2.4360877297634143,0.4675097805961394
tasA:deltasA_72h:1,-0.7627519583812458,0.6607806456994618
tasA:deltasA_72h:2,-1.5447820996165198,0.4688237124239238
tasA:wt_24h:1,-0.16905632969211332,0.06996644309551138
tasA:wt_24h:2,0.1690563296921191,-0.06996644309551138
tasA:wt_48h:1,0.0043354940616953715,0.4411789493701779
tasA:wt_48h:2,0.7768214693166913,0.6176894637971664
tasA:deltasA_24h:1,2.0648058221147823,0.978481670253644
tasA:deltasA_24h:2,2.9054274745909505,1.2910630136028534
tasA:deltasA_48h:1,3.0054896911643723,1.7886506171970948
tasA:deltasA_48h:2,3.4136177743761382,1.6202129545415902
yacP:wt:1,0.23456032003631375,-0.03747749849548665
yacP:delyacP:1,-0.6032415975933398,-0.2594699663096316
yacP:yacP_induced:1,-9.414299688897417,-0.5019029941092361
yacP:yacP_no_induce:1,-8.887320630159483,-0.3815333508217647
yacP:wt:2,-0.3274759120024925,0.004621976734917155
yacP:delyacP:2,-0.3833028126234736,-0.09196809767770907
yacP:yacP_induced:2,-11.90019139472974,-0.5584804926456055
yacP:yacP_no_induce:2,-11.426603810005211,-0.5056420501172756
yacP:wt:3,0.09291559196618722,0.032855521760568614
yacP:delyacP:3,-0.21220024745661767,-0.10266260680848127
yacP:yacP_induced:3,-3.067936442336729,-0.19000852267538626
yacP:yacP_no_induce:3,-1.2108024542068407,-0.12459292963138502
yonO:wt:1,-0.9920098354563291,0.637703297378307
yonO:wt:2,0.4293887570896418,-0.4611238718836397
yonO:wt:3,0.5626210783666599,-0.17657942549466732
yonO:wt_mmc:1,4.4831088783954725,-3.235555299043633
yonO:wt_mmc:2,5.352062978094873,-4.143519097332273
yonO:wt_mmc:3,5.697661706832656,-3.5440628715406337
yonO:delyonO:1,-1.2771742219108395,0.16629916609428186
yonO:delyonO:2,-0.5314623757233299,-0.11738128081178978
yonO:delyonO:3,1.4610490175178164,0.8265766919626572
yonO:delyonO_mmc:1,4.393893227841467,-2.721516968875177
yonO:delyonO_mmc:2,5.416030168901348,-3.2174653570896434
yonO:delyonO_mmc:3,4.3980492728535125,-2.3649355816543283
yydF:ctrl:1,0.2137798248230034,0.1954833996279719
yydF:ctrl:2,0.004228839516874282,-0.03848358569625887
yydF:ctrl:3,-0.2180086643398668,-0.15699981393171125
yydF:yydF:1,0.4827971227158577,-0.03610449890592449
yydF:yydF:2,-0.1848961207389018,-0.1060925233344836
yydF:yydF:3,-0.3994978696014052,-0.5133940098416669
