,A,GadW,GadX
ecoli_00411,-0.2980650522,0.24054466300000002,-3.3093762655
ecoli_00412,-0.10103492300000001,0.39173577200000004,-3.4860268235
ecoli_00413,-1.3146598548,-1.304775523,-3.1051855765
ecoli_00414,-0.9934150644,-1.217344158,-3.4675098265
ecoli_00415,-0.9664653737000001,-1.9932477690000001,-1.1078724515
ecoli_00416,-0.4859772889,-1.930761627,-1.0550464685
ecoli_00417,-0.3589737935,0.171966943,-4.1969542575
ecoli_00418,-0.2621499667,0.20834207700000001,-4.3973154865
ecoli_00419,-1.2455775685,-1.459694966,-3.3716601805
ecoli_00420,-0.9853878209,-1.394790559,-3.4195799005
ecoli_00421,-0.9919887272000001,-1.793956023,-1.2553401045
ecoli_00422,-1.1890911721,-1.774621323,-1.3719617085
ecoli_00423,0.0498182836,1.245757398,-3.2431795115
ecoli_00424,-0.6489947785,1.030036352,-3.5326167705
ecoli_00425,-0.8248307339000001,0.29416849100000003,-4.5219660274999995
ecoli_00426,-0.3936351501,0.489778988,-4.3923327985
ecoli_00427,-1.0179209579,-0.764373344,-3.0364218265
ecoli_00428,-0.9229469824000001,-0.503692257,-2.8494140475
ecoli_00429,-2.1035576249,-1.405265838,-4.0004709705
ecoli_00430,-2.0022039845,-1.356551388,-3.6069468645000002
ecoli_00431,-0.9895100198000001,-1.331543585,-1.1560178965
ecoli_00432,-0.8142070656,-1.319686575,-1.0773072675
ecoli_00433,-1.9126489628,-2.446828205,-2.1676840635
ecoli_00434,-1.4349276276,-2.34245527,-1.8858286725000002
ecoli_00435,-0.46143029960000004,0.978613378,-3.6257398265000003
ecoli_00436,-0.49017137520000004,0.9471326860000001,-3.5884852235
ecoli_00437,-1.826468739,-1.061296514,-3.5244829175
ecoli_00438,-1.6714629256,-1.206037966,-3.4908774675
ecoli_00439,-0.4129929357,-1.270562554,-0.6056026815000001
ecoli_00440,-0.5954525399,-1.063959266,-0.5445547695
ecoli_00441,0.1842909302,1.029707535,-3.2420302425
ecoli_00442,0.4175406124,1.125066344,-3.2604507415
ecoli_00443,-0.9067337400000001,-0.862974109,-2.6962256495
ecoli_00444,-1.0649250665,-0.824352068,-2.8921934445
ecoli_00445,-0.3996117786,-1.514269316,-0.9720535895
ecoli_00446,-0.8050012913,-1.679392401,-0.8321317615
ecoli_00447,-0.11855339990000001,-0.443680736,-0.1733012495
ecoli_00448,-0.0283287872,-0.3420341,0.0080658555
ecoli_00449,2.4833969648,1.467339,1.7486966695000001
ecoli_00450,1.668080315,1.012746306,1.2253895365
ecoli_00451,0.2738155255,0.11901861200000001,-0.09934461950000001
ecoli_00452,0.0610894976,-0.07985431,-0.1854348985
ecoli_00453,2.9572017724,1.838166614,2.5072357755
ecoli_00454,1.8796475091,0.9708921380000001,1.3744828414999999
ecoli_00455,-1.5350857535,-0.705219728,-0.3470313385
ecoli_00456,-2.003439055,-1.000061441,-0.7542443355
ecoli_00457,-0.7598030651000001,0.08954806300000001,0.4332007825
ecoli_00458,-0.7835119996000001,0.14531148400000002,0.42467531750000004
ecoli_00459,-0.4129732989,0.333798547,0.6398247395000001
ecoli_00460,-0.6334425514,0.198379141,0.5155610635
ecoli_00461,2.6342598317,1.473412475,0.1966753785
ecoli_00462,1.4493336430000001,0.6760274030000001,-0.5974463375
ecoli_00463,2.532826537,1.874154113,1.8959563325
ecoli_00464,2.7856262488,1.930311066,2.0164184855
ecoli_00465,2.1588579399,2.5435706380000003,1.0881353935
ecoli_00466,1.8846667466,2.5571005749999998,1.0361143475
ecoli_00467,-2.0961379133,-2.021131973,-1.3436558275000001
ecoli_00468,-2.1872714957,-1.871907734,-1.5047655885
ecoli_00469,1.8275750127000001,2.588436105,1.0435207435
ecoli_00470,1.8106307848,2.528535893,1.0310643945
ecoli_00471,3.7562375306,1.96341583,0.8470205245
ecoli_00472,3.7464208392,2.059671892,0.8895346105
ecoli_00473,2.5141831172,2.037648199,2.1972176255
ecoli_00474,2.6276678052999998,2.052067054,2.0450202455
ecoli_00475,-0.1322827375,-0.44291635700000004,-0.8860245095
ecoli_00476,-0.8370143165,-0.34229824600000003,-0.9309158215000001
ecoli_00477,-2.2501458569,-2.37110674,-2.2985920215
ecoli_00478,-1.6252697337000002,-2.246175388,-1.8671731464999999
ecoli_00479,3.7014955675,2.714448958,2.2383458055
ecoli_00480,3.4623969215,2.715254795,2.2182433455
ecoli_00481,1.0836452711,1.16803263,0.8265091595
ecoli_00482,1.0658577526,1.033647879,0.8443563265
ecoli_00483,0.9714822656000001,0.7585782010000001,1.2144832495
ecoli_00484,0.8258330607000001,0.7315169890000001,1.2570219795
ecoli_00485,-3.6564120119,-3.532424456,-2.7592120675
ecoli_00486,-3.274049427,-3.543862165,-2.6648017575000003
ecoli_00487,5.8090867216,1.844580609,0.2475501635
ecoli_00488,5.8965345234,1.945114657,0.34273692650000004
ecoli_00489,5.9267812598,1.56487008,1.4882584545
ecoli_00490,6.0982950511,1.483198549,1.4789908015
ecoli_00491,-1.3874647935,-2.142717051,-2.0295518925
ecoli_00492,-1.7020555835,-2.297985764,-2.0711293385
ecoli_00493,0.4753116882,-0.47293777200000003,-0.1757048515
ecoli_00494,0.4064749038,-0.517598756,-0.2636573605
ecoli_00495,2.0482964994,2.2789444530000003,2.1757531355
ecoli_00496,2.5218559136,2.409391911,2.2346417055
ecoli_00497,1.2130190766,2.197853131,0.7337686835
ecoli_00498,1.2454641553,2.177364404,0.6954903135
ecoli_00499,-0.0026719843,0.921139142,0.4690406715
ecoli_00500,0.3538540317,0.87285931,0.43900201050000004
ecoli_00501,-1.706773616,-1.8599490520000002,-2.2657093015
ecoli_00502,-1.7054958996,-2.105956378,-2.2505761425
ecoli_00503,3.089428706,1.8074267499999999,-0.00042488350000000004
ecoli_00504,2.3398474803,1.786514181,-0.1263777595
ecoli_00505,4.5202860115,2.208823291,2.2861446555000002
ecoli_00506,4.6176198969,2.303276234,2.3433017555
ecoli_00507,-2.4878711275,-1.196035818,-0.7060793375000001
ecoli_00508,-1.4010985733,-0.47254491800000004,0.0040633085000000005
ecoli_00509,-1.5278114581,-0.41260849800000005,-0.29241982050000004
ecoli_00510,-1.2698705127,-0.41764954800000004,-0.1139734765
ecoli_00511,-3.9010797365,-3.78011644,-3.0886637055
ecoli_00512,-4.2263644647,-4.034769455,-3.5597368545
ecoli_00513,0.7350592966,1.707591081,0.3395115725
ecoli_00514,0.9099485517,1.805490065,0.37265735450000004
ecoli_00515,-2.2457642117,-2.212460768,-2.1483377385
ecoli_00516,-2.4077534664,-2.36781913,-2.2895358315
ecoli_00517,-2.1621132832,-2.413025152,-2.2455441475
ecoli_00518,-1.9546133662,-2.023485779,-1.8727066085000001
ecoli_00519,-2.6817283599,-1.947837818,-1.2025628515
ecoli_00520,-2.9172938775,-2.505740287,-1.5062737605
ecoli_00521,-3.1277243609,-2.329073629,-1.5493173355
ecoli_00522,-2.8537920881,-2.104282137,-1.1862457255
ecoli_00523,-2.967444247,-2.022471593,-1.1853379795
ecoli_00524,-1.9793533761000002,-1.61464647,-1.1964541345
ecoli_00525,-1.8953339629000001,-1.39996426,-1.0649069425
ecoli_00526,-1.1662115013,-1.044203814,-0.9070409075
ecoli_00527,-1.8340323097,-1.318251335,-0.9347984775
ecoli_00528,-3.6229743842,-1.473023248,-1.3658654385
ecoli_00529,-2.6417232044,-1.44877247,-1.4859137685000001
ecoli_00530,-3.6376775389000002,-2.333011762,-1.6589892695000001
ecoli_00531,-3.0309028826,-2.89294737,-2.1241408185
ecoli_00532,-5.9147370097,-3.369927923,-3.9744495785
ecoli_00533,-6.0761883585,-3.239326081,-3.2141905515
ecoli_00534,-6.1647454867,-3.191687688,-3.6454655985
ecoli_00535,-6.0579583452,-3.390176843,-3.0571738275
ecoli_00536,-4.3051765139,-2.273465262,-3.2228566785
ecoli_00537,-4.2665801205000005,-1.916615882,-2.5558169815
ecoli_00538,-4.9898830124,-2.451949426,-3.7229127925
ecoli_00539,-4.7220406416,-2.697671797,-3.7395608435
ecoli_00540,-5.1485687522,-2.551207462,-2.4181037995
ecoli_00541,-3.9839521599000003,-2.733943133,-2.1586707725
ecoli_00542,-4.9326307771,-2.640794547,-2.4567430605
ecoli_00543,-5.4015787584,-2.32390301,-2.5681765655
ecoli_00544,-6.8727355002,-3.677114811,-3.3979328245
ecoli_00545,-6.1579946944,-3.35010093,-3.1404112915
ecoli_00546,-2.7646805276,-3.096720045,-3.2353385755
ecoli_00547,-2.9978228624,-3.453013267,-3.4904977335
ecoli_00548,-2.8236791391000002,-3.231505917,-3.5289851855
ecoli_00549,-3.5545491899,-3.394488242,-3.8991743545
ecoli_00550,-3.8058253522000003,-3.181752653,-3.8388878245
ecoli_00551,-4.052338532,-3.24299346,-3.6982202705000002
ecoli_00552,-4.288838134,-3.245178072,-3.5784519905
ecoli_00553,-4.0495088886,-3.40515954,-3.5249896035
ecoli_00554,-4.095879717,-2.9953244310000002,-2.9799758935
ecoli_00555,-5.1936197969,-3.300602967,-3.4182113965
ecoli_00556,-5.1860658117,-2.952458934,-3.3526316975
ecoli_00557,-4.1590501241,-2.437029958,-2.6737957455
ecoli_00558,-4.2004332332,-2.433069134,-2.3424051565
ecoli_00559,-4.4802952849,-2.695055893,-2.4473434335
ecoli_00560,-4.5920640603,-2.206952133,-2.5960978895
ecoli_00561,-4.7191310671,-2.523780773,-2.4723414025
ecoli_00562,-4.2183167876,-0.15709118400000002,-1.5289186055
ecoli_00563,-3.9686838374,-0.422853994,-1.9671963745
ecoli_00564,-1.368408966,-1.610578286,-2.3886745925
ecoli_00565,-1.2836575898,-1.578816465,-2.3452510405
ecoli_00566,-4.3923255818,-3.338713696,-2.9117031725
ecoli_00567,-4.5860010205,-2.8100472,-2.6304047225
ecoli_00568,-2.1370521411,-2.108194477,-2.6228781684999998
ecoli_00569,-2.5710515299,-2.204279555,-2.8292612894999998
ecoli_00570,-2.5652978466,-2.35176774,-2.9949753125000003
ecoli_00571,-2.7542272211,-2.4151828,-3.1344185115
ecoli_00572,-3.9194435745,-2.754570917,-2.9711011155
ecoli_00573,-4.8507066647,-3.374614555,-3.5873388625000002
ecoli_00574,-2.9334022076,-1.736761031,-3.3456958764999998
ecoli_00575,-3.5541489591,-2.112311636,-3.5571164655
ecoli_00576,-4.6912045397,-3.041248601,-4.5613197255
ecoli_00577,-5.6921974002999995,-3.091877008,-5.1711501915
ecoli_00578,-5.7945946867,-3.067431426,-4.8918322815
ecoli_00579,-7.1218038498,-4.647179116,-5.5718622085
ecoli_00580,-4.5418245754,-2.805774332,-3.3025953445000003
ecoli_00581,-3.6601354081,-2.554908359,-3.5582142915
ecoli_00582,-1.3572570497,-0.6106603660000001,-1.4627465775
ecoli_00583,-1.3015941593,-0.887251133,-1.7638707045
ecoli_00584,-3.6750808083,-2.075962745,-1.8873082895
ecoli_00585,-3.2525703058,-1.87066961,-1.6278747955
ecoli_00586,-2.3841641071,-2.190384531,-2.9277499885
ecoli_00587,-2.5366107037,-2.1598387470000002,-3.4649916625
ecoli_00588,-2.8834443178,-2.053830748,-3.2420310665
ecoli_00589,-2.7611606147,-2.5226596480000003,-3.2524732935
ecoli_00590,-1.4554062447,0.6395762970000001,-0.1540184375
ecoli_00591,-1.8047228364999999,0.611999533,-0.1278749335
ecoli_00592,-4.3484593474,-2.593114824,-3.3681964765
ecoli_00593,-4.5559446379,-2.854962901,-3.3037605515
ecoli_00594,-4.6549491575,-2.849761417,-3.4287406115
ecoli_00595,-4.7440353446,-3.2932756100000002,-3.4470534114999998
ecoli_00596,-4.5079115725,-3.699252665,-3.6226578985
ecoli_00597,-5.2666928713,-3.234268019,-2.9531270085
ecoli_00598,-6.9543845248,-4.164809997,-4.9050272765
ecoli_00599,-7.0292176564,-3.967449729,-4.0048811955
ecoli_00600,-3.6286528806,-1.827565773,-2.0517769485
ecoli_00601,-2.9342420035,-1.596478223,-1.6066358835
ecoli_00602,-3.3282010809,-1.8072694710000001,-1.5831603995
ecoli_00603,-3.1227754561,-1.557873717,-1.5765802835
ecoli_00604,-3.1137714082,-1.478558455,-1.5037909025
ecoli_00605,-3.1134304212,-1.886011372,-1.9503798105
ecoli_00606,-1.3255839916,-1.6359481210000002,-1.4981825425
ecoli_00607,-1.4312964097,-0.311498963,-0.2509316645
ecoli_00608,-1.7016914921000001,-1.22554558,-1.4323782784999999
ecoli_00609,-1.2001687256,0.147221078,0.0991750825
ecoli_00610,-1.1631045251,0.161423796,-0.025950432500000002
ecoli_00611,0.2276515627,1.320299313,1.1972189495
ecoli_00612,-2.5264757179,-0.78749907,-0.7313023265
ecoli_00613,-2.712215267,-1.464832536,-1.3151044865000001
ecoli_00614,-2.6855201935,-1.812887158,-1.6900115035
ecoli_00615,-2.5517295631,-1.95987574,-2.2332461635
ecoli_00616,-3.3092716714,-1.769054756,-1.7592189115
ecoli_00617,-3.0622689113,-1.929671659,-1.9330542405000002
ecoli_00618,-2.0223972924,-2.340113589,-2.6475817745
ecoli_00619,-2.2741071105,-2.2232740570000002,-2.7984093215
ecoli_00620,-2.4964953321,-0.788524561,-1.2553336105000001
ecoli_00621,-2.7315693721,-0.688478543,-1.3868966705
ecoli_00622,-1.3921605791,-0.089143648,-0.7419004645
ecoli_00623,-1.6306730308000001,-0.214878324,-1.0198579985
ecoli_00624,-2.0504768525,-1.5704908149999999,-1.7779847755
ecoli_00625,-1.8886073524,-1.781490046,-1.9371830215
ecoli_00626,-2.5234374008,-1.463207192,-1.7559057325
ecoli_00627,-2.4963492216,-1.551396622,-1.8046749385
ecoli_00628,-0.7786388688,-1.025651408,-1.3186881085
ecoli_00629,-1.0904087985,-1.26239121,-1.3980371565
ecoli_00630,-2.2410312887,-0.77490035,-1.2892895425
ecoli_00631,-2.0960612848,-0.762207752,-1.1001593045
ecoli_00632,-1.9113933716,-0.450183549,-0.8780488565000001
ecoli_00633,-1.8477478137,-0.6244467570000001,-0.9061736285
ecoli_00634,-1.2094962183,-0.29802036800000004,-0.7136407465
ecoli_00635,-1.5490069689000001,-0.431450567,-0.7881754255000001
ecoli_00636,-0.3597834196,0.657494942,0.4112165655
ecoli_00637,-0.8059482455,0.8136235820000001,0.0577450455
ecoli_00638,-1.7575066874,-0.510678921,-0.8835074345
ecoli_00639,-1.5111893561,-0.580203597,-0.8495148525
ecoli_00640,0.8900202391,0.591825029,0.9021210985
ecoli_00641,0.7251805768,0.527667117,0.2608462805
ecoli_00642,-1.519450229,-0.20008863100000002,-0.6152881945
ecoli_00643,-1.1800920186,0.132277485,-0.1810273415
ecoli_00644,-0.6854076706000001,0.041341566,-0.2345993475
ecoli_00645,-0.7286799599,-0.074198016,-0.2718294825
ecoli_00646,-1.4784067837000001,0.034220135,-0.38195466450000004
ecoli_00647,-1.3282168096,-0.452231623,-0.5703318585
ecoli_00648,-1.4806938131,-0.45159503700000003,-0.8231911495
ecoli_00649,-1.2933180105,-0.463399948,-0.7648856265
ecoli_00650,-1.8313134814,-0.415742687,-1.2314261445
ecoli_00651,-1.8365198739,-0.5544684950000001,-1.0611498335
ecoli_00652,-1.3574646762,0.16543595800000002,-0.5219423475
ecoli_00653,-2.4700097858,-0.21673239300000002,-1.3362748375
ecoli_00654,-2.0891157163,-1.107270698,-1.2163589095
ecoli_00655,-1.464431918,-1.053166633,-1.2138613505
ecoli_00656,-1.3708048077,-0.295145046,-0.7954231305
ecoli_00657,-1.2543721045,-0.22604074000000002,-0.7448340065
ecoli_00658,-1.1779936305,-0.8408299010000001,-0.7893894385
ecoli_00659,-1.3039292535,-1.168232359,-1.0176855745
ecoli_00660,-1.5051644289000001,-0.27926314700000004,-0.9393758055
ecoli_00661,-1.1074979758,-0.168208247,-0.8354934125
ecoli_00662,-2.4618627391,-1.231428307,-1.6854202625
ecoli_00663,-2.2737982646,-1.188876465,-1.4547212005
ecoli_00664,-0.5470507495,-0.34372083600000003,-0.8555721785
ecoli_00665,-0.4744119687,-0.329841366,-0.8334686655
ecoli_00666,-1.4804600136000001,-0.25534625,-0.4982843115
ecoli_00667,-1.2358106132,-0.523688389,-0.6960024655
ecoli_00668,-1.7917195205,-0.532394331,-0.5392508645
ecoli_00669,-2.5559154188,-0.8033708820000001,-0.9363677725
ecoli_00670,-2.1286997294,-0.6258520310000001,-1.3777608375
ecoli_00671,-1.9672793830000002,-0.603041661,-1.0643240335
ecoli_00672,-2.8444217163000003,-1.464902481,-1.7823248325
ecoli_00673,-2.1975533706,-1.090725061,-1.5732165915
ecoli_00674,-2.7052290241,-1.59572351,-1.8225712695
ecoli_00675,-2.6095072326,-1.664660974,-2.0176723595
ecoli_00676,-1.4386254659,-0.550133285,-0.8314046505
ecoli_00677,-1.6046433782,-0.492906975,-0.8038026055
ecoli_00678,-3.1683740101,-0.505518793,-1.9650456505
ecoli_00679,-2.7586591516,-0.47730091100000005,-1.3955732575
ecoli_00680,-2.2722063905,-1.5759604390000002,-1.7116774395
ecoli_00681,-2.2010357648,-1.820450599,-2.1634666655
ecoli_00682,-2.1870174768,-0.673098081,-1.2660260595000001
ecoli_00683,-1.8465671860000001,-0.426579674,-1.2770337415
ecoli_00684,-1.7217102882000002,-1.192389983,-1.2344039265
ecoli_00685,-1.0496154279,-1.055530796,-1.4453278335
ecoli_00686,-2.3076849856,-1.488491317,-1.7283153654999999
ecoli_00687,-1.6837953872,-1.796804368,-2.1743178635
ecoli_00688,-2.0543936508,-0.695389614,-1.4226710215
ecoli_00689,-1.5512115799,-0.49018002,-1.1809807235
ecoli_00690,-2.0447336835,0.047919894000000005,-0.7883040325
ecoli_00691,-2.4025796262,-0.19219944300000003,-1.0778068425
ecoli_00692,-2.1114377876,-0.12894322900000002,-0.7835450405000001
ecoli_00693,-1.5729725703000002,-0.006399735,-0.8478460355
ecoli_00694,-1.3434870540000001,-0.346837577,-1.0509116055
ecoli_00695,-1.2852444554,-0.296050762,-0.7671460895000001
ecoli_00696,-1.909212844,-0.08980475,-0.5931535085
ecoli_00697,-1.8884033112,0.133490525,-0.4858785245
ecoli_00698,-1.6439036325,-1.6879950049999999,-1.6079332405
ecoli_00699,-1.1348319205,-1.522415789,-1.6125695815
ecoli_00700,-2.6106260090999998,-1.338641456,-1.7623836735
ecoli_00701,-2.3075748352,-1.2637129009999999,-1.5896778775
ecoli_00702,-3.1038102026,-0.6576028970000001,-1.3986139725
ecoli_00703,-2.3999145777,-0.601604974,-1.1331352045
ecoli_00704,-1.6395739593,-0.331881539,-0.8191695895000001
ecoli_00705,-1.7446201169000002,-0.15034339200000002,-0.7705052435
ecoli_00706,-1.1840001914,-0.6391212070000001,-0.8143948145000001
ecoli_00707,-1.302197835,-0.705612635,-0.9365029255
ecoli_00708,-1.1109074184,-0.20654835800000002,-0.7875301065
ecoli_00709,-1.0482570735,-0.14164030600000002,-0.7762911715
ecoli_00710,-2.3511052604,-1.054826793,-1.3332370925
ecoli_00711,-1.9383538551,-1.068027575,-1.5684646495
ecoli_00712,-1.6508418490999999,-0.01076077,-0.5912372235000001
ecoli_00713,-1.4840831678,0.040250734,-0.3229117715
ecoli_00714,-1.4149236667,0.28663882700000004,-0.5276227795
ecoli_00715,-0.8843686596,0.6164913310000001,-0.008389170500000001
ecoli_00716,-2.5853957685999998,-1.812294743,-2.7074636395000002
ecoli_00717,-2.0285549725,-2.104255786,-2.4678416345
ecoli_00718,-1.8647712548,-2.125564009,-2.7689864735
ecoli_00719,-1.7989688148,-1.766981791,-2.6062414475
ecoli_00720,-2.5105432258000002,-2.624018983,-2.8160454095
ecoli_00721,-2.3104192414,-2.310398974,-2.6189715115
ecoli_00722,-4.999533601,-3.954167815,-3.4201048955
ecoli_00723,-5.8564989942,-4.201995812,-4.1341715535
ecoli_00724,-4.1589526122,-2.476641908,-2.6647722115
ecoli_00725,-3.4247193099,-2.795917487,-2.7652110725
ecoli_00727,-3.7052280369,-2.307816177,-2.2365027015
ecoli_00728,-3.7833179422,-2.697839896,-2.9902624495000003
ecoli_00729,-3.8003926063,-2.956731027,-2.9480187905
ecoli_00730,-3.4983208564,-3.175555258,-3.1003429055
ecoli_00731,-3.8384730472,-3.978989449,-3.5469093915
ecoli_00732,-3.7368455669,-3.596656393,-3.4254501305
ecoli_00733,-4.3846555744,-3.284584037,-3.7089134155
ecoli_00734,-4.3225405493,-3.659943664,-3.7937531565000002
ecoli_00735,-3.9982864674,-3.33504725,-3.3930483825
ecoli_00736,-3.38483527,-3.623473043,-3.3646800445
ecoli_00737,-3.999833834,-3.574067479,-3.3173115885
ecoli_00738,-3.7937585483,-3.964350673,-3.4162437015
ecoli_00739,-2.6177736373,-3.194331821,-3.1951992395
ecoli_00740,-3.2544584779,-3.743490962,-3.5047876315
ecoli_00741,-2.4181794122999998,-0.99190792,-0.5754494955
ecoli_00742,-3.3150998822,-1.738336069,-1.3557116625
ecoli_00743,-1.126042887,-0.583694456,-1.1619027745000001
ecoli_00744,-0.8144459044,-0.808162974,-1.3037222255
ecoli_00745,-1.0179672354,-1.242681112,-1.5030343705
ecoli_00746,-0.9939490747,-0.899174785,-1.5102722275
ecoli_00747,-1.4189254918,-1.720606824,-1.6565194245
ecoli_00748,-1.3530028019,-1.571900872,-1.6829750195000002
ecoli_00749,-6.7391624575,-5.536995327,-3.1167698735
ecoli_00750,-6.1306395848,-5.561824563,-3.4973662035
ecoli_00751,-1.4386382805,-1.094626958,-1.1062699045
ecoli_00752,-2.23549327,-1.327700517,-1.7281757835
ecoli_00753,-3.0969754194,-3.017666942,-3.5824183635
ecoli_00754,-3.3822165019,-3.03272983,-3.7055783185
ecoli_00755,-2.3968603760000002,-3.50562035,-3.3782154235
ecoli_00756,-2.9180339625,-3.084512385,-2.9718491965
ecoli_00757,-3.0286978087,-2.985552139,-3.6641127295
ecoli_00758,-3.2712656412,-2.557861181,-3.5454845535
ecoli_00759,-0.5600404702,0.033262026,-0.1109495915
ecoli_00760,0.5242138999,0.990213286,0.5448559615
ecoli_00761,-1.2839827255,-1.652421372,-2.2591282875
ecoli_00762,-1.3555033351999999,-1.436572525,-2.2214692555
ecoli_00763,-1.4723203962,-1.448985239,-2.3315293255
ecoli_00764,-1.8623285331,-1.623143953,-2.2780824395
ecoli_00765,-1.4851699336,-1.290757482,-2.1775034615
ecoli_00766,-1.3194288398,-1.671359652,-2.3620917495000002
ecoli_00767,-3.5029801059,-3.06539535,-3.1486224915
ecoli_00768,-3.7679774038,-2.540535786,-2.2941957525
ecoli_00769,-2.667323327,-1.658440533,-2.8952618145
ecoli_00770,-3.5204891095,-2.047141095,-3.1923491205
ecoli_00771,-4.2789533706,-2.898549358,-3.2370099195
ecoli_00772,-3.2957515797,-2.772551489,-2.7215515245
ecoli_00773,-2.7284469289,-1.585725611,-2.5852411695
ecoli_00774,-2.2020906407,-1.651397293,-2.1663367345
ecoli_00775,-2.5842704417,-1.610014343,-2.5804429855
ecoli_00776,-2.6262994417,-1.577005442,-2.7090542045
ecoli_00777,-1.6839258155999999,-3.010657033,-2.6674999915
ecoli_00778,-1.97045527,-3.3011352560000002,-2.8039476225
ecoli_00779,-1.6460656804,-1.000106459,-1.4224017575
ecoli_00780,-1.8208522995,-1.007464402,-1.0422361675
ecoli_00781,-2.5218436469,-3.365435593,-3.0805726405
ecoli_00782,-2.5764969364,-3.387004272,-3.1034776385
ecoli_00783,-2.0892022211,-2.363322217,-2.0840318625
ecoli_00784,-2.0390778824,-3.219766774,-3.2483684425
ecoli_00785,-2.5325051876,-3.46259295,-3.0105034945
ecoli_00786,-2.9300239016000003,-3.983973802,-3.0635351615
ecoli_00787,-0.8662905397,-1.558932113,-1.0819237055
ecoli_00788,-1.194646593,-1.806896598,-1.5088112425
ecoli_00789,-2.2640269481,-3.24573933,-3.2141095695
ecoli_00790,-1.8582179224000002,-2.934681248,-3.1375053175
ecoli_00791,-0.0247529308,-0.512509082,-1.3816953305
ecoli_00792,0.22452912160000002,-0.048199969,-0.5241693215000001
ecoli_00793,-2.1847577281,-2.652246454,-3.0615379985
ecoli_00794,-2.1951977228,-3.362327602,-3.1388449995
ecoli_00795,-1.0248585572,-1.5504436510000001,-1.8383523275
ecoli_00796,-1.1333185648,-1.5243378870000002,-1.7476351655
ecoli_00797,0.4833825366,0.363353136,1.3351212035
ecoli_00798,0.5412327788,0.356194169,0.7669576485
ecoli_00799,1.0162987397,0.50642253,1.5850942375
ecoli_00800,0.4147196527,0.093599923,1.2869721004999999
ecoli_00818,1.231960135,0.236388325,0.9814437875
ecoli_00819,0.6817006373000001,0.232412061,0.7882273585
ecoli_00820,-0.023850202,-0.632734711,0.2969096685
ecoli_00821,-0.722509301,-0.828744598,0.1538034535
ecoli_00822,0.18721903350000002,-0.008806731,0.2555310995
ecoli_00823,-0.4406199987,-0.054518842000000005,0.1148823895
ecoli_00824,-0.34142489340000004,-0.011304377000000001,0.1747847575
ecoli_00825,0.10045886350000001,0.087068643,0.1971720405
ecoli_00826,0.2356982035,0.20781973,0.8826788645
ecoli_00827,0.9128516564,0.247715589,1.1625325135
ecoli_00828,0.12834845320000002,-0.65722252,0.1204372355
ecoli_00829,0.000502237,-0.636774005,0.0837367465
ecoli_00830,0.5030502813000001,0.18331740400000002,0.7224752455
ecoli_00831,0.4510851531,0.255331688,0.7022630355
ecoli_00832,-5.1765152776,-2.520975376,-3.0930345855
ecoli_00833,-5.9318527328,-2.671356019,-2.7692378585
ecoli_00834,1.4436101885000001,0.38476050300000003,0.6197899395
ecoli_00835,1.1642936816,0.384829376,0.5560498025
ecoli_00836,1.5614518522,0.201154089,0.5694247715
ecoli_00837,1.4614844712,0.273734751,0.6293839965
ecoli_00838,2.8750674954,1.123763887,1.2565589745
ecoli_00839,2.812254125,1.099735949,1.1712777355
ecoli_00840,3.1550836249,1.653896618,1.6922258785
ecoli_00841,2.5038977197,1.6862417550000002,1.6804934765000001
ecoli_00842,0.7109846404,0.0007520340000000001,0.055910100500000004
ecoli_00843,0.6246511378,0.06478047,0.0792611765
ecoli_00844,1.6259692545000002,-0.008240274,0.2624339795
ecoli_00845,1.4998156740000002,0.071937797,0.4042768755
