,A,ArcA,AppY,YdeO,RpoS
SRX5694383,2.6948369809,-0.9315031237,-0.6616783151,0.6982445936,0.33302975900000004
SRX5694384,-0.4304065557,-0.306814501,-0.1848374407,-0.3828724076,-0.17128217310000002
SRX5694385,-1.4502669713,-0.14971446900000002,-2.1937801898,-0.3828724076,0.6983107852
SRX5694386,2.5681921109,-1.7867935451,-3.4530258865,-0.13777008400000001,-0.047770770600000005
SRX5694387,-2.0046990119,-0.5907873538,0.030962044100000002,-0.3828724076,-0.7783978846
SRX5694388,2.3809937656,-0.8765617776,-2.6326477439,0.7244633556000001,0.5795485447000001
SRX5694389,2.4771821,-0.5076306448,-2.5003077205,0.9561556451000001,-0.4604892508
SRX5694390,2.6073978298,-0.9455588033000001,-0.5161174807,-0.0562929051,0.5469985911
SRX5694391,0.056470606400000005,-0.0546648603,-1.2941104013,0.4947130793,1.9391797668000001
SRX5694392,2.4677555,-0.7995883998000001,-0.4022951087,0.5859631636,-0.18206983540000002
SRX5694393,-0.7189421039,-0.2305797444,0.1010157745,0.1743931094,-0.2625622673
SRX5694394,2.0785383525,-0.2681092712,-0.10897527330000001,0.015428874,0.6362886964000001
SRX5694395,-1.5719122456,-0.6702235864,1.6063421338000001,1.0808454022,-0.24292153970000002
SRX5694396,1.8020932282,0.8816852332,-1.9958251238,1.1598769996,0.6048608691
SRX5694397,-1.4689963005,-0.8235027764,-3.6389102798,-0.3828724076,0.7306458363
SRX5694398,-0.5595791384000001,-0.4419145841,-1.5961710518999999,-0.1513762159,0.47634399800000005
SRX5694399,0.3842950419,-0.7824784504000001,1.0058768256,1.4416147026,-0.3464694589
SRX5694400,-0.2115367319,-0.8957583694000001,-0.9975356122000001,0.9391399880000001,-0.2505482308
SRX5694401,1.9735865433000002,-0.46520850020000004,-0.6790584601,0.6065516087,0.6124656474
SRX5694402,1.2735778764,-1.9027115429,-4.026710458,-0.120918705,-0.0719270178
SRX5694403,-2.8966498144,-0.5633653791000001,-0.7239441550000001,1.0130140032,0.6540059885
SRX5694404,1.0900640117,-0.4577927678,0.2944242946,0.7168362811,0.4711092564
SRX5694405,1.1307337956,-0.5244412812,0.1857339675,0.8060306046,-0.5450956153000001
SRX5694406,-0.9505068440000001,-0.4069620828,-0.2294027902,-0.3828724076,0.2452439907
SRX5694407,-1.4664813585,-0.6797229178,-1.2459777158,0.2180450142,-0.1035126536
SRX5694408,-0.6638184441,-0.7931955938,0.5875943076,0.7064332323,-0.009095269900000001
SRX5694409,1.3471128328,-0.7313918552,-0.2189265609,2.0880854923,1.087692968
SRX5694410,0.18339605180000002,0.5205305132,-3.4832706969,-0.3828724076,-0.3560818886
SRX5694411,0.9025234906,1.2752649621,-4.9571784063,0.4314853802,1.7535099344
SRX5694412,0.0101288142,-0.8681426453000001,-3.1164222175,0.6148973121,0.5170498195000001
SRX5694413,7.4080934633,0.0039227364,-2.8740391855,3.7382270141,-1.0193472069
SRX5694414,-0.43187218260000004,0.1272974469,1.0441665951,1.2408361374,-0.523282682
SRX5694415,3.3806168849000002,-1.0048620916,-0.705394957,-0.1835610651,0.43947406520000004
SRX5694416,0.12860373090000002,-0.0255081624,0.0121302678,0.3100100262,0.0446724711
SRX5694417,0.5006293202000001,-0.37877042,1.0189984177,0.5585701957,-0.2893820741
SRX5694418,0.0713313277,-0.8464666129,-3.5503653804,-0.3828724076,-0.2117878394
SRX5694419,-0.7212549244,-0.3984785491,0.19883621040000002,0.8998322547000001,-0.3179564891
SRX5694420,1.1491180897,-0.302497715,0.12223568800000001,0.6862887429,0.08899595980000001
SRX5694421,-0.5276355441,-0.6099977714,-2.0028391791,2.0250222393,0.028312995400000002
SRX5694422,2.097051202,-0.068855287,-1.8396829874,0.722354001,1.3392921219
SRX5694423,-1.0346484168,-0.5813589195000001,-0.538369777,0.2947475778,-0.9200105722
SRX5694424,-0.0837476756,-0.4586027053,-2.8636696257,0.020971212200000002,1.5403945842
SRX5694425,0.027364164200000003,-0.8332605673,-2.6228856943,0.18717783470000002,0.5704792652
SRX5694426,0.38260593670000004,-0.7600289733000001,-0.8892637821,0.1452700693,0.1799193872
SRX5694427,0.5883381864,-0.3639876078,-0.1910409106,-0.0057007484,0.4667043355
SRX5694428,2.3756966055,-0.6349855048,-0.3334940159,0.0920095376,0.20339786340000002
SRX5694429,2.003022256,1.262363916,-4.7178509313,0.09602018650000001,1.7636918297
SRX5694430,1.0125438274,-0.5589086929,-0.1043910932,0.0088966218,0.3315411609
SRX5694431,2.8217197948,-0.11194467350000001,1.4872537849,1.5692735784,-0.35813353740000003
SRX5694432,0.40236948250000004,-0.576840738,-2.8377397258,-0.3828724076,-0.36327625890000004
SRX5694433,7.0840759056,0.38963961950000003,-1.9807260648,3.4280603227,-0.9242360812
SRX5694434,6.3888472523,-0.3241111343,-2.0248005721,2.0742521699,1.1244853324
SRX5694435,0.4281241532,-0.25701469,-1.0637259672,0.5754038785,0.2482560155
SRX5694436,0.2477386446,-1.3601739322,-0.2639200866,3.0093836798,0.6052921899
SRX5694437,-1.1651698451999999,-0.0437337862,-2.6725525422,1.2584308443,1.6927350389
SRX5694438,3.2668762535,-0.8291054388,-1.0511523899,-0.3828724076,0.4568848408
SRX5694439,2.816762574,-0.51258285,-1.4565630107,2.2179129437,-0.9789359647
SRX5694440,-1.5837457965000001,-0.37249924100000004,-0.10140514490000001,-0.3828724076,-0.16993395320000002
SRX5694441,3.2608059832,-0.230511501,0.9073033983000001,1.7013846159,-0.30292878300000003
SRX5694442,1.3102676364999999,-0.8200548711000001,-2.2920717051,0.8854584765,0.5264198142000001
SRX5694443,1.0247516393,-0.4406184697,0.1299939159,-0.1777251078,0.2397725474
SRX5694444,3.1438592986,-1.0535215027,-0.6188521816,-0.1557570214,0.5519567652
SRX5694445,3.0929898333,-0.6204594402,-1.2221574586,-0.3828724076,-0.2960727922
SRX5694446,-0.6193907991000001,-1.0780453714,0.8160913629000001,0.6268758679,-0.9535799394000001
SRX5694447,2.7418560943,-0.2826101176,-2.3486479775999998,-0.3828724076,0.1879820745
SRX5694448,-0.2595180042,0.3674181562,-5.9699074421,-0.3828724076,-0.33462678430000004
SRX5694449,0.1694566951,-0.5328863570000001,-1.0138932703,-0.2156049931,0.4853458886
SRX5694450,-1.5915283437999999,-0.4055443481,-4.5132567203,-0.3828724076,-1.5466922668
SRX5694451,1.3077998868,-0.6397645289,-0.24820932910000001,0.4567978592,0.3364849925
SRX5694452,0.8234625928,0.7842886771,-2.0777633365,0.4306157667,0.5538937326
SRX5694453,6.3520517374,0.0852071991,-1.5558572480000001,3.6962727567,-0.9333736147
SRX5694454,-0.6874098590000001,-0.18555417640000002,-0.1118807769,0.1188892445,-0.43851679990000003
SRX5694455,-2.0675587099,-0.3648115819,-0.0483160326,-0.3828724076,-0.6122638961
SRX5694456,-0.4334247671,-0.5856403514,-1.0759834749,-0.3828724076,0.0192414513
SRX5694457,-0.0917513846,-0.6155918729000001,1.5865467644,0.1997660038,-0.4865215724
SRX5694459,0.3610444855,-0.8278137878,1.1011969391,-0.3828724076,-0.7272492188
SRX5694460,0.7923935265000001,-0.346563681,-1.1220798175,1.1542330806,-0.1476290305
SRX5694461,-0.5488610385,-0.6241635859,-2.6597985692,-0.3828724076,-0.46360405250000003
SRX5694462,2.4749359694,-0.7549218009,-0.4614566497,0.0770616007,0.4989539183
SRX5694463,2.5843164948,-0.5317721226000001,-0.5791858291,-0.07371145900000001,0.3705406573
SRX5694464,1.2514832954,-0.42569096170000004,-1.7150632799999999,-0.3828724076,-0.1438542033
SRX5694465,0.7842820499000001,-0.7787333394,-0.1188450514,0.0506447681,-0.5194117031000001
SRX5694466,-0.1034766092,0.2849311861,-2.7997216263,-0.3828724076,2.0305828611
SRX5694467,-0.6825144463,-0.6791321378,-0.37485930570000003,0.11947174220000001,-0.4654391383
SRX5694468,3.3147027005,-0.5489293682,-1.1525514959,0.1530822746,-1.4261023225
SRX5694469,2.5951940517,-0.4651611836,-1.346066597,0.3059818324,0.3766098639
SRX5694470,0.091793148,-0.0026546786,0.17292753360000002,-0.3828724076,-0.1364564022
SRX5694471,-1.8862512058,-0.4027529064,-0.9547670206000001,-0.3828724076,0.1286029695
SRX5694472,-0.9800316992,-0.2620807039,-1.3798623492,-0.1141154897,-0.0696890087
SRX5694474,0.0310194542,-0.1322773285,-2.3304532094,-0.3828724076,0.9030849996
SRX5694475,1.342715053,-0.24219310500000002,0.1964623096,0.1143100992,0.38838182590000003
SRX5694476,1.486225855,-0.8656861585000001,0.0362472579,-0.3828724076,-0.0550770701
SRX5694477,1.7047415623000002,-0.0965249888,0.41237549430000003,0.5742298052,-0.6307641964
SRX5694478,0.7419139769,-0.6125686037,-2.0587239121,-0.3828724076,-0.2597921773
SRX5694479,2.2454523175,-0.6780251964,-0.7200992690000001,2.9452515773,-0.1763272148
SRX5694480,3.4506870594,-0.3036139091,-0.40595077430000004,1.8199193587,-0.1529290586
SRX5694481,1.5241549738,-0.32311821100000004,-2.8392015423,0.4001136402,0.2706568916
SRX5694482,-1.0773327216,-0.6472823522000001,0.2790019159,0.1000360613,-0.8203963424
SRX5694483,-0.5448339063000001,-0.6886665677,-0.3462647875,0.6371624384,0.1585795959
SRX5694484,-0.0516730483,-0.8571132198,-0.8599481734000001,0.4330965355,-0.1142251222
SRX5694485,0.9643846850000001,0.1284023329,-1.5843504146,0.3300744339,1.8143817081
SRX5694486,-0.1369946936,-0.4840414957,-0.2207124635,-0.3828724076,-0.4731728442
SRX5694487,1.7309559566,-0.5855811282,-1.8946900139,-0.3828724076,0.0620097399
SRX5694488,-0.5040275364,-0.6483210227,-1.3245302347,0.2192308627,0.3949410132
SRX5694489,-1.9606678916,-0.7268829535,-2.5869795527,-0.3828724076,0.3263541776
SRX5694491,-0.0276764124,-0.6520774905000001,-2.1050466363,0.29446120940000003,-0.7083059624
SRX5694492,0.5723963741,-0.5106188083000001,-0.7064125652000001,0.3428630747,-0.851641096
SRX5694493,-0.0665648579,0.24239025290000002,-2.1195102164,0.8908754454000001,1.4811790611
SRX5694494,-0.3396275141,-0.117810119,-2.3776389117,0.5224368415,1.1931153627
SRX5694495,-0.342402713,-0.17484840610000002,-0.18271319500000002,0.10422848300000001,0.223645429
SRX5694496,-0.6565401473,-0.37866698060000004,-0.2986679352,0.1883964789,-0.5212448198
SRX5694497,-0.2339596053,-0.2466820523,-3.7445771925,-0.0410385641,1.0658264478
SRX5694498,0.0237723286,-0.44428095980000004,-0.6051714325,-0.1164575098,0.2623274617
SRX5694499,0.5270720283,0.7972235026000001,-2.9598832594,-0.3828724076,-0.8602627439
SRX5694500,-0.08116258200000001,-0.6681049898,-3.028516884,0.1327328224,0.6492284850000001
SRX5694501,0.9258363815,-0.6444253488,-0.1968823287,0.25885996,-0.0872275571
SRX5694502,-1.2382465772,1.3237205784000001,-5.9876288406,-0.3828724076,-1.6278754941
SRX5694503,-1.0357108931,-0.7269781167,-5.4116374141,-0.3828724076,0.5569903872
SRX5694504,-0.6293126987000001,-0.419732614,0.5073501278,0.1954099973,-0.5821665425
SRX5694505,0.5817250981000001,-1.20391518,-2.0225964247,1.0371401589,-0.5569867189000001
SRX5694506,0.010130306700000001,0.3177096072,-3.462706895,1.9511969706,-0.8658739125
SRX5694507,-0.715083561,-0.3527548835,-0.47756097420000004,0.42104974040000004,-0.5061400461000001
SRX5694508,0.16645966110000002,-0.5273337604,0.317636695,1.6354086814,-0.007558000600000001
SRX5694509,-1.7427091894000002,-0.09956798480000001,-2.490910758,-0.031143380300000002,1.1837010027
SRX5694510,2.9817197756000002,-0.5793740741,-1.2102718164,0.1016722493,0.3684639705
SRX5694511,2.6552366135,-0.6560487783,-2.0769460515000002,0.0722421236,0.7162084194
SRX5694512,0.3242956603,-0.8122972091,-0.8246508148,-0.1140694552,-0.7495037573000001
SRX5694513,4.7374060287,-0.5523283406,0.0606248655,3.1379057674,-0.2520943269
SRX5694514,1.5594538689,-0.4941901373,-1.6991998654,0.5237215916,-0.1303226102
SRX5694515,-1.3392917689,0.018631723200000002,-3.5941703802,0.1767423737,1.2895415137000001
SRX5694516,1.3475045866,-0.5160877503,-1.3130518411,2.2743428674,-1.0265109875
SRX5694517,-2.2618586388,-0.7014788256000001,-0.8765972527,-0.3828724076,-0.0724954515
SRX5694518,1.8506636568000001,-0.5921202789000001,0.3283290247,0.12476049260000001,0.0047803766000000004
SRX5694519,-1.1313477724,-0.6426764761,-2.1239588622,0.1331373067,-0.26600968140000003
SRX5694520,2.9515623798,0.8100192573,-5.3119213853,-0.3828724076,-0.7475409037
SRX5694521,-0.5472258364,-0.6810660943,-1.2590735346,-0.3828724076,-0.21861527020000002
SRX5694522,0.7497829992,-0.44490424640000004,0.1568160879,0.0033265859000000003,0.5629342945
SRX5694523,0.614845422,-0.8069696731,-1.7967002248,-0.0658563143,0.21570166240000002
SRX5694524,-0.7694016717000001,-0.8317090932000001,-3.1177728847,-0.0158307729,0.062023590600000005
SRX5694525,-0.8336809697,-0.48981127210000003,0.7176675485,0.2607856356,-0.42882891900000003
SRX5694526,2.8082048877,-0.7361761565,-1.1446765131,-0.3828724076,-0.7689727486
SRX5694527,-1.1300468739,-0.7635762723,-3.9174037261,-0.3828724076,0.7309834126
SRX5694528,1.32202596,-0.673219145,-0.7218605796,2.9635681644,-0.1501726563
SRX5694529,-0.1506362,-0.6117182999,-0.65248116,-0.0768095753,0.5169160205000001
SRX5694530,-0.29109220010000003,0.8249116608,-6.3027467157,-0.3828724076,-0.6836513344
SRX5694532,-3.0160877618,-0.1835209761,-1.7689290787,0.48224423720000004,0.6793260160000001
SRX5694533,-0.2052252065,1.2297299564,-6.3027467157,2.008449565,0.7371031941
SRX5694534,1.6619570571,0.8964491817,-4.2829425471,0.6695366931000001,1.9744757876999999
SRX5694535,-1.4124904096,0.6051719506000001,-3.6531960419000002,-0.3828724076,-0.7213432398
SRX5694536,0.8468793548,-0.7366201193,-2.7334302006,-0.3828724076,0.6477702467
SRX5694537,-0.9138561424,-0.6509915197,-0.4621739791,0.3783212555,0.020042852400000002
