,A,ArcA,AppY,YdeO,RpoS
SRX8708365,0.4666630231,0.39890568,-0.0978746112,0.2668119008,1.622170755
SRX8708366,0.7852771014000001,0.4232890375,-0.3766661799,0.3550238589,1.630328173
SRX8708368,0.708859472,0.4018782829,-0.4231265622,0.4374471103,1.6636496689
SRX8708369,-0.7433302792,0.039621208500000005,-0.37872630560000003,-0.1104795876,1.0504523488
SRX8708370,-1.0647532144,0.2716691263,-0.1385515802,-0.0481044261,1.6193279718
SRX8708371,-0.4649846198,0.0246632748,0.517355875,-0.0028982498,0.9067179905
SRX4166001,2.2495684901,0.0448693536,-0.12183560660000001,0.2158986901,-0.0149436359
SRX4166002,-1.9553182834,0.0930905695,-0.4649364133,-0.2353077329,0.11154571810000001
SRX4166003,-0.2942502066,-0.1379599231,0.5867720199,0.0194090428,-0.09660208220000001
SRX4166004,-3.2567230853,-0.5457864885,0.8320160876,-0.0780904036,-0.3209949751
SRX4166005,-1.8652284316,-0.4753633935,1.0238019258,-0.379651194,-0.02566001
SRX4166006,-2.7564323627,-0.19267576560000002,0.9709611791,-0.2200277045,0.1234103822
SRX4166007,-5.9626837175,0.2041435115,0.2802565374,0.0985624134,0.0821916754
SRX4166008,-1.7720489752000002,0.27431298800000004,0.8889989466,0.24300576440000002,-0.2718369396
SRX4166009,-2.0109160463,0.22746084330000002,1.7146200846,-0.045271212000000005,-0.465081438
SRX4166010,-11.3669128004,-0.4405345269,0.1798105359,-0.4948605695,0.1704232693
SRX4166011,-9.45622115,-0.2830870253,-0.48849304390000003,0.9761165056000001,0.4081537698
SRX4166012,-11.9448024039,-0.3873081933,0.2000817128,0.7626185831000001,0.6330009816000001
SRX5000481,0.2276832434,0.1620239536,-0.5563014035,-0.255512731,-0.2433138481
SRX5000482,0.3137667592,0.12471851810000001,-0.3622582673,-0.5968280794,-0.1459609459
SRX5000483,1.8377201754999999,1.3063350111,0.1350037084,-0.7686164726,0.5062158229
SRX5000484,1.7035238999,1.0700722438,0.0489380139,-0.9996237727,0.24062372440000002
SRX5000485,1.0432495468,1.3110525301,0.4450204004,-0.5912446285,0.5763279917
SRX5000486,1.1127744188,1.4065528255,0.5796547951000001,-0.9996237727,0.4344159165
SRX5000487,0.9363204930000001,0.7048026657,0.074295505,-0.47522384910000004,-0.0340645841
SRX5000488,1.8087116092,0.4601408712,-0.3092429694,-0.5498789579,0.1373673007
SRX5000489,1.7974387287,0.9813567482000001,0.1841082987,-0.3478953259,0.1618500966
SRX5000490,1.8423236184,1.0470302386,-0.4091950559,-0.2767092988,0.23008524330000002
SRX5000491,2.0336050838,0.563147705,-0.1737580339,-0.14493246,0.11888536670000001
SRX5000492,-0.7016173817,2.2553511942,1.8097089484,0.6550237113,2.2058783281
SRX5000493,-0.7923701785,1.453166348,1.0252200467,0.5563565625,1.5463929589
SRX5000494,-0.2921881544,1.5121257571,1.2611633588,0.29731577200000003,1.5465523339
SRX5000495,-0.5699614913000001,2.2442103555,1.4983251817,0.49240219160000004,2.1491733149
SRX5000496,-0.87192832,2.289547288,1.7154442408000001,0.49111638950000003,2.1329357684
SRX5000497,-0.1235888389,0.07823853530000001,0.2448177537,0.0715284519,0.0210148894
SRX5000498,0.2962758984,-0.0595165218,-0.17542780830000002,-0.1021732313,-0.0068872937
SRX5000499,-0.2773735195,1.4546496266,1.1224721852,-0.0463484106,1.4982614116000001
SRX5000500,-0.17268705950000002,-0.018722013500000002,-0.0693899454,0.0306447793,-0.0141275957
SRX5000501,1.6249570568,0.9007452943,-0.6754279232,0.11822702630000001,-0.1514425049
SRX5000502,1.1343892282999999,0.7772417636000001,-0.47902078210000004,-0.4189900969,-0.2520101652
SRX5000503,1.1678204445,0.8209610593000001,-0.44218038190000003,-0.17624581150000002,-0.2119717838
SRX5000504,0.48682196510000003,0.6236913775,-0.9194486876,-0.1504168569,-0.2789532087
SRX5000505,0.0636084927,0.6223916111000001,-0.6178446350000001,-0.2457504721,-0.3180199752
SRX5000506,0.046367465600000005,0.5376040695000001,-0.6624536445,-0.1616537698,-0.3447651923
SRX5000507,1.7730055956,0.6762737721000001,0.0171042162,0.07879608540000001,-0.1675624218
SRX5000508,0.0105721361,0.201879105,-0.0539582413,-0.0188828037,-0.13752596250000002
SRX5000509,0.12210457470000001,0.45632683420000003,-0.6107397732000001,-0.3687938342,-0.39964953610000004
SRX5000510,-0.0953665939,0.44274077380000004,-0.8692087483000001,-0.5683349544,-0.33649330590000004
SRX5000511,0.5613835191000001,0.5074049783,-0.5981857616,0.10956290090000001,-0.4368011885
SRX5000512,1.3515829966,0.2066540851,-0.5905325766,-0.3092380871,-0.00044558360000000003
SRX5000513,1.6325702123,0.321622073,-0.3503591129,-0.6142860629,-0.0794965262
SRX5000514,1.9369716043,0.7557021915000001,-0.7949127998000001,-0.398138058,-0.27334394170000004
SRX5000515,1.7136689801,0.9368418241,-0.3295914498,-0.26893080950000003,-0.18113965310000002
SRX5000516,1.3482415641,0.8506512747,-0.2884274481,-0.612579254,-0.31204513370000003
SRX4124772,-0.6366345829,-0.8681587916,-0.9326897445000001,-0.23013313540000002,-0.49517866
SRX4124773,0.0009723465000000001,-0.7394498977,-1.8595727762,-0.23013313540000002,-0.6850216894000001
SRX4124774,-0.6327862478,0.036210261300000005,0.28081245320000003,-0.23013313540000002,-0.0589104713
SRX4124775,0.6327862478,-0.036210261300000005,-0.28081245320000003,0.23013313540000002,0.0589104713
SRX5323946,0.3089190664,-0.0387355869,0.23832666030000002,0.0780678322,-0.0021173035000000002
SRX5323947,-0.3089190664,0.0387355869,-0.23832666030000002,-0.0780678322,0.0021173035000000002
SRX5323948,1.7766184944,0.5055877661,0.0873982638,0.3815624356,0.016984035
SRX5323949,1.1931624585,0.5518146645,-0.3100047027,0.5049183972,0.35789443460000003
SRX5323950,2.6149308556,0.1582199441,0.7063587576,0.2945219821,-0.1741824068
SRX5323951,2.1707251159,0.0067155102,0.6888118501,0.3137405277,-0.0020415394
SRX5323952,2.0854151198,-0.20791819690000002,0.2206536658,0.1619855893,-0.15829524220000002
SRX5323953,3.1096400109,-0.19365682850000002,-0.0386713489,0.6761340919000001,0.1624624264
SRX5323954,3.2978832572,-0.082813973,1.0224370673,0.6729757824,0.1004713727
SRX5323955,3.376164915,-0.12364642190000001,1.2693298278,0.4095668066,0.16673926790000002
DRX093856,0.7738775565,0.0917961189,-0.37612146830000004,-0.5168065038,0.4140839995
DRX093857,-0.18529724320000002,0.43684676520000004,0.4819880757,0.5089186984,2.399324073
DRX093858,-1.330648918,0.522254579,0.18535595700000002,-0.2867875083,2.2966458556
DRX093859,2.7539371805,0.5563993884,1.6064659659,-0.25988703420000003,1.7371900122000001
DRX093860,1.4495194052,-0.1029413869,1.0399018091,0.35562808500000004,0.6600899788
DRX093861,-0.7898877286,-0.1427980245,0.1270869811,1.0340018661,-0.1946585503
DRX093862,-0.4900003304,0.3677988023,0.1355285889,-0.5151721034,2.4262228295
DRX093863,-2.2972621188,0.2865146461,0.3212677069,-0.0395835051,2.1541754593
DRX093864,0.2399000346,0.8909108266,1.5916120133,-0.0028617426000000002,2.1176443595
DRX093865,-0.3668735857,-0.1946073646,0.18846831560000002,-0.5027412597,0.4308034315
DRX093866,0.016010172200000002,0.0510019056,0.24903448720000002,-0.5171953623000001,-0.2194254492
DRX093867,-0.9281907143,0.3482362634,0.3846921097,-0.5219479015,2.3681153355
DRX093868,-1.1732070734,0.08828627160000001,-0.5929399903,-0.5054205583,1.8514521350000002
DRX093869,2.8886199931,0.467396951,-0.3721319024,-0.8211805017,1.821659723
DRX093870,2.1241700489,-0.11413830750000001,0.25128357900000003,-0.0197646071,0.5715693014000001
SRX6366242,0.3225356712,-0.1525709423,1.5570151510999999,0.0436723434,-0.1459378677
SRX6366243,-0.106150036,-0.2339680777,1.4438715072,0.3764350904,-0.13052813970000002
SRX6366244,-0.2731241461,-1.9321320885,0.8469933344,-1.2167623046,-0.001747276
SRX6366245,-0.8334092156,0.1425099832,0.951054453,0.7037514947,-0.0193306954
SRX6366246,-0.765794657,0.0276660196,0.8923581591,0.6563853511000001,-0.2676889966
SRX6366247,1.4942888491000001,-1.7251881255,1.238028696,-1.2167623046,-0.27012411740000003
SRX6366248,1.3794498782,-0.2232967539,1.0393778675,-1.2167623046,-0.0430051467
SRX6366249,-1.3266205704,-0.3382124423,0.9365563728,-0.0758038888,-0.3205679647
SRX6366250,-0.0410617179,-0.1024671756,1.2870059526,1.6475748333,-0.2565512454
SRX6366251,-0.030500305800000002,-0.2333492755,0.36612078530000003,-0.056908107000000006,-0.3164682401
SRX6366252,-0.6506504026000001,-0.0869106188,-0.0038321722,0.115346314,0.10509101900000001
SRX6366253,0.6506504026000001,0.0869106188,0.0038321722,-0.115346314,-0.10509101900000001
SRX254739,-6.0819612858,-0.9591483862,-2.8648345234,-4.4587310865,-2.373244374
SRX254740,-5.6131367496,-0.9069556407,-2.5445817353,-3.8145437844,-2.4959513933
SRX254741,-5.5929514341,-0.9805255295,-2.4852435664,-4.1098000203,-2.4748125282
SRX254742,-5.675176761,-0.9351694974,-2.378073631,-4.1833515286,-2.4691800849
SRX254743,-5.7556401031,-0.9049785276000001,-2.5932005995000003,-4.4026643287,-2.4427920557
SRX254744,-5.9263700193,-0.9910953517000001,-2.5730752104,-3.9495771404,-2.4424174764
SRX254745,-6.9009075059,-0.847915772,-3.8558174166,-4.5580350242000005,-2.7333867357
SRX254746,-6.7346632147,-1.0447402794,-2.9299831339,-3.9268670934000003,-2.569872578
SRX254747,-6.6463137661000005,-0.8083185378000001,-3.4278968179,-4.2249616838,-2.466104563
SRX254748,-5.2312893587,-0.251267234,-2.0546217207,-4.7755246701,-1.5646125638
SRX254749,-5.9913924564,-0.5238376862,-2.0300128514,-4.2802152546,-1.1485833326
SRX254750,-6.083337433,-0.6034573715,-2.2893829367,-5.2480185811,-1.7206434247
SRX254751,-6.5397356782,-0.3508205254,-0.7818507077,-4.5442960975,-0.2783557541
SRX254752,-6.5703973271,-0.25833767490000004,-0.28787609940000003,-3.5800169332,-0.4467517999
SRX254753,-6.7434750412,-0.2510583381,-0.8777939881,-4.6809430482,-0.19843931880000001
SRX254754,-2.5785323033000003,0.6010919005,2.1819874693,-3.3239090757,0.0860430848
SRX254755,-6.2022704881,0.3757489328,1.3152783258,-5.1161898983,-1.0350482357
SRX254756,-4.6914360102,0.46132468460000003,1.2830316587000001,-3.8620210323,-1.0095980318
SRX254757,-5.2500810767,-1.0414098383,-1.906610781,-4.1772112121,-0.9143233439
SRX254758,-7.5454567203,-0.9159551937,-2.2063491399,-4.2466711716,-3.0304844096
SRX254759,-4.452930945,-0.9083989386,-2.5954933011,-3.0565192657,-2.3502445857
SRX254760,-6.5281705063,-0.1170991074,-1.3932574124000001,-4.2330130998,-0.8860022938000001
SRX254761,-6.5321602749,-0.39377184200000004,-1.376218036,-3.8034748091,-1.1232635512
SRX254762,-6.3406164627,-0.2477501017,-0.79296599,-4.0482146065,-0.9246950864000001
SRX254763,-3.816361406,0.32667003380000004,0.9938177847,-3.3519443305,-0.36130519450000004
SRX254764,-5.585882483,0.12583580960000001,0.5952171046,-2.8701438986000003,-1.4953407894000001
SRX254765,-5.1407596401,0.1471643461,0.21552127240000002,-3.0548342559,-1.5915028724
SRX254766,-6.17374153,-1.0362206284,-1.4282193881,-3.8755275484,-1.8000524281999999
SRX254767,-6.0812849345,-0.6122604305,-1.9082737854,-3.7185381531,-2.666803664
SRX254768,-5.2479906234,-0.8550408235,-2.2062486956,-4.1815073769,-2.7083049772
SRX254772,-2.0421781017,0.6630495898000001,1.9908613606,-2.5863951124,1.7195673503000002
SRX254773,-2.084656148,1.0630222116999999,2.826496775,-0.9890113077,2.4021301992
SRX254774,-3.0111254486,0.9014951861,2.4296643157,-2.2204777541,2.2073355249
SRX254775,0.5147931285,0.0964044275,-0.029252447900000002,0.30859617300000003,0.7896476372
SRX254776,-3.4304643605000003,0.17957707620000002,-0.2724237922,-2.5639206587,1.188102589
SRX254777,4.0377890881,-0.1063888255,-0.0082869715,2.418839206,0.8891834466
SRX254778,-0.0667997578,0.6193695864000001,2.4099767375,0.4781638482,1.621948329
SRX254779,-2.2773951687,0.6065092066000001,2.1116710556,-1.0105130994,1.9996245905
SRX254780,-2.2105958335,0.9798709129000001,2.3627826956,-1.2751618653,1.9175695834000002
SRX254781,3.2421825696,0.8557101366000001,1.6594167898,2.248728349,0.817009371
SRX254782,1.4860387618,1.1863850382,1.9850452523,0.9409773733000001,1.1626846606
SRX254783,3.4008264667,0.5824803033,1.2733499915,2.4262134972,0.6022353714
SRX254784,3.8856650326,-0.3142659602,0.32981804130000003,2.8278776319,0.2890922358
SRX254785,2.4402546264,0.0337538764,0.3144368068,1.7332851826,0.9195535796000001
SRX254786,1.9259317746,-0.0101341902,0.29063819900000004,1.434976324,0.5176521782
SRX7136401,0.16940774890000002,-0.288400054,0.3740367872,0.6068803620000001,0.0174765734
SRX7136403,0.027498312900000002,0.2116526986,-0.018451265300000002,-0.5341167267,-0.009966389800000001
SRX7136405,1.0206120842,0.4593202712,-2.2554308252,2.6178481816,1.0669382807
SRX7136407,-1.2241547849,0.1422261995,-2.6777815355,1.7387064411000002,0.9450229699
SRX7136409,-1.0014141443,0.5915402557,-3.0411660016,2.1189561407,0.9527041690000001
SRX7136411,-0.1969060618,0.07674735540000001,-0.35558552190000003,-0.0727636354,-0.0075101835
SRX3754949,-0.1192669538,0.0615930873,0.06859845640000001,0.0057761303000000005,0.0565770898
SRX3754950,0.0429239255,0.0329385384,-0.0124134316,0.10318663310000001,0.0280506574
SRX3754951,0.0763430283,-0.0945316257,-0.0561850247,-0.10896276340000001,-0.0846277472
SRX3754952,-0.040785103100000004,0.2010524682,0.46439289990000004,-0.044564873500000005,0.0888582535
SRX3754953,-0.2256711023,0.1186669462,0.3906984915,-0.1868293165,0.0564971266
SRX3754954,-0.21982493020000002,-0.0141325402,0.4017952124,0.13181724150000002,-0.0300399885
SRX3754955,-3.1441638249,-1.4564848430000001,-0.5342870048,-0.6774705065000001,-2.745274184
SRX3754956,-2.9613866877,-1.6013969880999999,-0.5122772045,-0.8766197492000001,-2.7439041613
SRX3754957,-2.9226132731,-1.553788613,-0.5118473384000001,-0.8277307416,-2.7750574036
SRX3754966,0.2892815931,-0.040139883200000004,0.0120476175,-0.31108262940000003,-0.1260632258
SRX3754967,0.4056001449,-0.034554307400000005,-0.1499387422,-0.5074915493000001,-0.09416479030000001
SRX3754969,0.5407069379,-0.0101406957,0.0527978442,-0.2489524421,-0.3154801144
SRX1424798,1.1585034692,0.06144421,0.5860259861,-0.2353504476,0.0691230146
SRX1424799,-1.1585034692,-0.06144421,-0.5860259861,0.2353504476,-0.0691230146
SRX1424800,0.1230365477,0.19347264390000002,0.24662130270000002,-0.2287016527,0.1863535608
SRX1424801,-1.031585272,0.0563999518,0.4634320718,-0.025220289200000003,-0.2782638174
SRX1424802,-1.8062133717000002,0.6973582141,-0.33401145330000004,-0.4825832586,0.5575771193
SRX1424803,-2.8699924919,0.8590970490000001,-0.5513724116000001,-0.6407439171,0.3338455225
SRX1424804,-6.8108883102,-0.5461354771,0.3993842917,0.8405712031,1.4601972966
SRX1424805,-6.9525184883,-0.7401518561,-1.7426324589000002,0.666470478,1.6889628481
SRX1424806,-2.918904623,1.2522616008,-1.3697188971,-0.4248735189,-5.5813733639
SRX1424807,-2.9429773354,1.1799221578,-1.1879608457,-0.3932516187,-5.7257479064
SRX1424808,4.9295822938,-0.2583467527,0.6397872370000001,0.1504904418,0.9577946779000001
SRX1424809,4.8605278527,-0.2709250874,0.5825839691,-0.1601902201,1.036078499
SRX1424816,4.9421256207,-0.44889419210000003,0.03625358,1.479204828,-2.6363265456000002
SRX1424817,4.6754906506000005,-0.2810780755,0.3353199068,1.8345376293000002,-3.4468190392
SRX1424818,-1.9371194966,-3.019829697,-0.29021199610000004,-0.1034257491,0.3304707254
SRX1424819,-0.1041204995,-2.6323871114,-0.45314478950000003,-0.43942462870000004,0.43215976640000003
SRX1424824,-2.0754519443,-1.7908955562000002,1.5274285235,0.4316186831,1.9877141265
SRX1424825,-2.5767399882,-1.6025699759,1.1088825152,0.27578165790000003,2.06780527
SRX1424826,-3.8573534494,-1.9418032751,-2.2749198781,0.3183696138,-5.6119542399
SRX1424827,-3.7490990278,-1.9856962374,-2.9468009107,0.0712872158,-5.8423347759
SRX1424828,-4.0607718201,-2.3669895668,0.21669873320000002,0.5261152825000001,0.5579692054000001
SRX1424829,-3.0998748451,-2.3710449179,0.0434876372,0.39882476370000003,0.4616365456
SRX1424830,-3.2062791335,-2.6855156997,-0.107959522,0.1880663829,0.5051351337000001
SRX1424831,-2.6938042989,-2.6965056526,-0.1653013572,0.4544609464,0.5051997424
SRX1424834,-1.9183007376,-0.0961931421,-1.0118095423,0.4002650641,1.5527850871000002
SRX1424835,-1.5990651743000002,-0.07376151930000001,-0.9188285704,0.8922659958,1.437596027
SRX1424840,-3.6459449699,-1.0278026086,-0.19633439,1.7907610748,1.0307075964
SRX1424841,-2.2465817181,-0.6743482373,0.25829185520000003,2.2463089602,0.693432622
SRX1424842,-3.8117710642000002,-1.7238647785999999,-0.5750027656000001,1.3343291536000002,0.802391139
SRX1424843,-3.9402750278000003,-1.8713873546,-0.057088617,1.4504107581,0.3138153546
SRX1424844,-2.7222823162000003,-1.5251290974,-0.5878430926,2.214808851,2.8254353854
SRX1424845,-3.5222783827,-1.4189196877,-1.0570559944,2.3665568057,3.1626229327
SRX1424846,-5.625283812,-2.0082628339,-2.5109155058,3.9906320036,-4.1650761082
SRX1424847,-4.3881752396,-1.7747494978,-2.7562207354,5.7387199551,-3.0448556455
SRX5060277,0.9154641577,0.5521880466,0.0210015025,-0.0428225473,0.6057656301000001
SRX5060279,12.415145022,0.5492686969,0.6899730827,0.3895249877,0.9964218241
SRX5060281,-0.9154641577,-0.5521880466,-0.0210015025,0.0428225473,-0.6057656301000001
SRX5060283,11.8515637528,0.690038118,0.25860047410000003,0.49750064390000004,0.9005725640000001
SRX5936089,0.2478357985,0.0215765713,0.4063057646,-0.1382576147,-0.0494246002
SRX5936090,0.25664495330000003,0.0549445758,0.3868977276,0.2128663295,0.3250839017
SRX5936091,-0.5333065678,0.0584711486,0.5733727931,0.3211279843,-0.044937484900000005
SRX5936092,0.028825816,-0.13499229570000001,-1.3665762854,-0.39573669920000004,-0.2307218167
SRX5936093,-0.24491404500000002,1.7274012238,-2.0856333267,-1.167628526,1.4132503523
SRX5936094,0.8360071995,1.4102260688000001,-2.0642711133,-0.2444472627,1.8310143856
SRX5936095,3.7443354215999998,2.5557166427,-1.702854522,-1.5833751975,1.9834829578000002
SRX5936096,3.8310198027,2.5107172164,-1.172857195,-1.1196407889,1.8564867267
SRX5936097,6.8100962125999995,3.2090310107,0.3287204036,-0.07125794590000001,1.5082118495999999
SRX5936098,6.948724487,3.3160605602,0.0922955,0.5713107366,1.7303818525999999
SRX5936099,8.2165402538,3.2952809134,0.2507917706,-0.7834944795000001,1.0139271353
SRX5936100,8.208481483,3.2293741439,0.16912965400000002,-0.44532134640000004,1.4665190075
SRX5936101,10.0620120327,3.3666785997,0.7036939174,-1.0247986754,1.1059995785
SRX5936102,10.4572457374,3.7109145168,0.15129766220000002,-0.2749143364,1.3754092768000001
SRX5936103,10.8509975188,3.4161205438,1.3663152065,0.2496574296,0.8201197469
SRX5936104,10.4136555783,3.3943370553,0.9178487955,0.3402164243,0.6407955769
SRX5936105,12.059510509,3.3162868577,1.1610574372,-0.6423187205,0.1793634335
SRX5936106,12.93233857,3.4466551443,1.1450317739,-0.3607432969,0.5665861573000001
SRX5936107,13.3645730227,3.2743984179,0.9162920962000001,-0.319117928,0.26519346850000003
SRX5936108,13.3876373183,3.4705021146,0.5783896082000001,-0.2782255705,0.3958972737
SRX5936109,14.474862441500001,3.206084659,0.6343552744000001,-0.080660147,0.5883044162000001
SRX5936110,14.2888962212,3.181396917,0.235901134,0.1963860322,0.21102673260000002
SRX5936111,14.6041942091,3.2529133971,0.1602949521,-0.2403142923,-0.09207658610000001
SRX5936112,14.9318650336,3.5122064255,-0.2938983396,-0.5265221703,0.24790343380000002
SRX5936113,16.913861399600002,3.4949934231,-1.1921656375,-0.4054515037,0.32098143830000003
SRX5936114,16.8928121143,3.462883138,-1.3074693367,-0.11875958700000001,0.40802398440000004
SRX5936115,15.9354381372,3.1402061795,-0.091344431,-1.3165865562999999,-0.4077978564
SRX5936116,16.7783042681,3.1607870235,-0.0735622116,0.2698978562,0.0439626796
SRX5936118,18.00471221,3.1625844513,0.0135659169,-0.48138487750000003,0.3715201365
SRX5936119,18.9731307779,3.3466020633999998,-0.9629536663,-0.5038950739,0.8854455315
SRX5936121,17.4512793863,3.0745868094,-0.3672060169,-0.8732467803,1.0418731134
SRX5936122,17.2673913952,3.0672020863,-0.5143571134,-0.1954883397,0.9789681670000001
SRX5936123,16.7877819002,2.9981207395,0.3060759804,-0.825076027,1.1670302936
SRX5936124,17.2013714909,3.0662015866,0.1453032267,0.2607292704,1.4096692552
SRX5936125,15.3351797716,3.096136478,0.3233112127,-0.7277035519,1.1502919242
SRX5936126,14.8937195224,2.9554343404,0.4302119757,-0.7759665286,0.8564049618
SRX5936128,-1.3954114041,-1.4542525062,-0.1060041104,-0.4733552602,0.13144351340000002
SRX5936129,-0.7728199681,-1.4923556801,0.060364005500000005,0.0681729471,0.30361481970000004
SRX5936130,-1.7311510037,-1.3369239388,-2.2601447267,-0.7361111076,0.2744457372
SRX5936131,-2.5745334238,-1.5765010623,-0.9560082926000001,-0.5835883812,0.5152601946
SRX5936132,-2.842352395,-0.24872552250000002,-0.9234530824,-0.29623063320000004,1.448017448
SRX5936133,-2.0809413746,0.1474207494,-2.4900220753,-0.7891396561,1.7789350446
SRX5936134,-2.4690085329,-0.6741092028,-0.4458317168,-0.0341516134,0.752750196
SRX5936135,-2.2663917047,-0.6760015424,-0.3065891477,-0.27322739160000004,0.8383092132000001
SRX5936137,-1.6909112879000001,-0.5550853591,-0.8205227799,-0.9682619285,1.2310382207
SRX5936138,-1.4548768238,-0.6534195918,-0.6690556059,-0.9995659362,1.3411167455
SRX5936139,-3.0978532591,-0.5519787117,-0.4071270661,-0.5472722542,0.9260980699
SRX5936140,-1.4562330358,-0.4942073045,-1.0509025475,-1.3490755632,1.2464128133
SRX5936141,-2.6601658065000002,-0.6968109447,0.1737563101,-1.3521052937,0.6961181696000001
SRX5936142,-2.6138973957,-0.5935545122,-0.0892792823,-1.1563114552,0.7406392183
SRX5936143,-0.1205200398,-0.0220025727,1.1337640973,-0.5984832276000001,0.6015873578
SRX5936144,0.0921385695,-0.0403046537,1.0116134872,-0.5535541841,0.7457973137
SRX8557650,0.06902089210000001,-0.021281712,0.0271738985,0.1650542739,-0.0398104293
SRX8557651,0.4010502687,0.0391825917,-0.1035228006,-0.2404748722,-0.020420220700000002
SRX8557652,-0.4700711607,-0.017900879800000002,0.07634890200000001,0.0754205983,0.060230650100000005
SRX8557653,-1.5313061517,-0.5653260981,-2.1835682216,-0.3839152624,1.6937650467
SRX8557654,-1.7315462561000001,-0.4530867756,-2.6050903496,0.8750364501000001,1.7596999202
SRX8557655,-1.1094787399000001,-0.5742132265000001,-2.623297844,-0.6042400673,1.7635603349000002
SRX8557656,-17.6782786548,0.4764200516,-3.0170682498,0.9587883217000001,0.8397813479
SRX8557657,-17.3182485141,0.5118145644000001,-3.4266813315,-0.6042400673,0.9857593877
SRX8557658,-18.0172785671,0.5173338123,-4.2279900028,0.3864350422,0.8998909789
SRX8557659,-14.7576600979,-0.0212805755,-4.1685862127,0.8805635417000001,1.129107084
SRX8557660,-17.1846918158,0.1096876323,-5.0005994546,0.9162048026,1.2479993710000001
SRX8557661,-15.7478697567,0.2000894819,-4.5451792379,0.6529637398,1.1740592282
SRX8557662,-18.7872528446,-0.7785712659,-4.0463770713,0.5999708625,1.9708670199
SRX8557663,-18.5568044272,-0.6396150654,-3.9545957237,0.5460170695000001,2.0312513763
SRX8557664,-18.4160271182,-0.6616692654,-4.9567941843,0.3476397661,2.0099909478
SRX8557665,-18.8554835197,-0.2723462035,-5.1464533286,0.5081243036,1.732054207
SRX8557666,-19.7146358768,-0.745181065,-4.2942704043,0.6686492832,2.0926971505
SRX8557667,-17.7919287869,-0.3464250609,-4.25687115,-0.4192260131,1.1477630258
SRX3405147,1.1324514848,0.1668643613,0.3987878848,-0.12273405280000001,-0.0066568021
SRX3405148,0.463114314,0.12375148180000001,0.1792513594,-0.46841646060000003,-0.0094798624
SRX3405149,-1.5955657988,-0.2906158432,-0.5780392442,0.5911505134,0.0161366646
SRX3405150,-0.22653602750000001,0.043706739,0.5712556309,-0.4062986427,-1.1042657157
SRX3405151,-3.341774394,-0.6993696249,-0.2787580489,-0.8460921548,-2.2618533364
SRX3405152,-2.6191391155,-0.43367199170000004,-0.172361131,-1.2597223415,-1.7348352055
SRX3405153,-1.7994969378999999,-0.2700726726,1.2023550852,-0.5947575577,-0.9940964981
SRX3405154,1.5982532884,0.4332604255,-0.9722665842,-0.7510732253,-1.2027550962
SRX3405155,1.4319434964,0.35556696790000003,-1.2268209545,-1.0414752447,-1.1673185763
SRX3405156,-11.6615415843,-0.11988288200000001,-1.1305962918999999,-0.7892521623000001,-2.497326525
SRX3405157,-2.0008574868,0.1240301535,-1.7111642408,-0.5839877968,-1.689505862
SRX312063,0.140005832,-0.1362005019,-1.2516922669000001,0.9664273010000001,0.9765796421
SRX312064,0.0136428346,-0.210334391,-0.8610123134000001,1.7496729084,1.0117880238999999
SRX312065,-0.9710798495,0.1311683721,-0.240464169,2.302662363,1.0681569503
SRX312066,1.3214027452,-1.3844105795,2.1937990427,0.4220384499,0.2214826281
SRX312067,1.667503433,-1.3624060896999999,2.1346550665,0.6608163851000001,0.2100340125
SRX312068,2.6258659229,-0.7486997715,2.7093251204,0.6903059377,0.0684716985
SRX312069,2.4718392579,-0.7491009392,2.7158321139,0.6882038768000001,0.0715059245
SRX312070,-0.0792671704,0.00010153230000000001,0.1306394089,-0.24575409310000002,-0.00920911
SRX312071,0.0792671704,-0.00010153230000000001,-0.1306394089,0.24575409310000002,0.00920911
SRX312072,8.1000822204,-1.9795452543,3.0227600765,0.346962841,0.9121735129
SRX312073,8.3565167492,-1.967157508,3.0061773378,0.9090453856,0.8854798024
SRX312074,12.6264228217,-2.8492738681,3.0448724724,0.7176441047000001,1.5371796020000001
SRX312075,12.9838823288,-2.9159820306,2.9734702807,0.8563838863000001,1.5392718386
SRX312076,9.678044213,-3.6017898952,2.9551196574,0.8648465643000001,0.8901228577
ecoli_00001,0.3635158819,0.036636971000000004,0.07212170400000001,-0.0763724345,-0.049727751
ecoli_00002,-0.3635158819,-0.036636971000000004,-0.07212170400000001,0.0763724345,0.049727751
ecoli_00003,3.4895882335,1.058304126,0.13692961,-0.6186598105000001,1.650326502
ecoli_00004,3.6661767588,1.126720666,-0.090451236,-1.1452122155,1.6437026920000002
ecoli_00005,1.4382127684000001,-0.05264584,-0.409825253,-0.3866967965,-0.22947255900000002
ecoli_00006,1.0248316017,-0.129847039,-0.222539275,-0.3298071115,-0.271725376
ecoli_00007,2.9664875343,1.122678696,-0.102442006,-0.4943418315,1.527195722
ecoli_00008,2.8942616445000002,1.043829066,0.006437363000000001,-0.5188475215,1.238544582
ecoli_00009,-0.2537604571,0.038872322,-0.23884707200000002,0.051206665500000005,0.6013075320000001
ecoli_00010,-0.2329019569,0.005759822,0.030364679000000002,-0.0402861645,0.622610922
ecoli_00011,3.3136844866,0.9077065660000001,0.5402133330000001,4.7466132025,0.177302749
ecoli_00012,3.4256426556,0.8854765760000001,0.431067069,4.8313992745,0.18070148100000002
