,A,MetR,MetJ
ecoli_00409,-1.3827758596,0.6143415045,1.082853883
ecoli_00410,-0.713650185,0.6786504795,0.924867238
ecoli_00411,0.0950658979,-0.5512507715,-0.043774595
ecoli_00412,0.2465003858,-0.47860806050000004,-0.0028410220000000003
ecoli_00413,-0.7685437691,0.2479399435,0.439105006
ecoli_00414,-0.14185225710000002,0.4569340535,0.444812847
ecoli_00415,-1.9396410323,0.5057717195,0.37954336
ecoli_00416,-2.2163586615,0.8417730625000001,0.482198088
ecoli_00417,-0.27178565790000003,-0.9273843515,-0.166804015
ecoli_00418,-0.10671705050000001,-1.1173556265,-0.23549261400000002
ecoli_00419,0.4982108927,-0.12572732250000002,0.171369563
ecoli_00420,0.1813154404,-0.041287843500000004,0.21414670200000002
ecoli_00421,-2.6817128767,1.1544612845,0.39242988900000003
ecoli_00422,-2.1258216298,0.6205119425,0.23741356200000002
ecoli_00423,-0.9924108597,-0.6069363645,0.09738265600000001
ecoli_00424,-0.7097820887,-0.5400062875,0.046367141
ecoli_00425,-0.2123010108,-0.8192446865,0.13633535400000002
ecoli_00426,-0.1618438059,-0.5911817525,0.059222354000000005
ecoli_00427,-0.5474666650000001,-0.2017785855,0.07296005500000001
ecoli_00428,-0.9305845565,-0.0078030245,0.21165533
ecoli_00429,-0.6122692818000001,-0.0668912395,0.068000063
ecoli_00430,-0.6042419490000001,-0.0475380975,0.12854896400000002
ecoli_00431,-3.3246598315,1.2356722215,0.498205683
ecoli_00432,-3.9309213095,2.3059262195,0.8658400770000001
ecoli_00433,-2.7058603386,2.0078633285,0.717242962
ecoli_00434,-2.441174942,2.0022885955,0.9410435960000001
ecoli_00435,1.5623965672,0.1530799115,-0.147349633
ecoli_00436,1.83740184,0.24854259150000002,-0.173656517
ecoli_00437,1.4361618847,0.2822720965,-0.06754791
ecoli_00438,1.6955232224999999,0.49329330450000003,-0.05177777
ecoli_00439,-2.0884738219,1.6043166825,0.7822672350000001
ecoli_00440,-2.4779436645,1.7109022955,0.564455371
ecoli_00441,0.3346413286,2.2876776005,1.264765621
ecoli_00442,0.0561903357,2.3832432925,1.222469301
ecoli_00443,-0.8197373054,2.5007911445,1.520488721
ecoli_00444,-0.9122557413,2.5501243745,1.485551631
ecoli_00445,-3.2910863803,3.0694147565,1.936998261
ecoli_00446,-4.4083067078,3.1546257655,2.094899501
ecoli_00447,-2.7946888119,-0.8628595575,-0.263595169
ecoli_00448,-2.8196449908,-1.1335869045,-0.3066962
ecoli_00449,-3.741740058,-1.0045429975,-0.32248139600000003
ecoli_00450,-2.8946013203,-0.09211675550000001,0.029607206
ecoli_00451,-3.318604133,-1.3587813954999999,-0.0857498
ecoli_00452,-3.7654347063999998,-1.2261968905,-0.14584603000000002
ecoli_00453,-4.899694334,-0.9349491935,-0.24591389900000002
ecoli_00454,-4.0120224271,-1.4735449295,-0.607455548
ecoli_00455,-1.6633543233,-3.2525516345,-1.8425007230000001
ecoli_00456,-1.2682120212,-3.2308172755,-1.752561188
ecoli_00457,-1.12769511,-3.3274635905,-1.619979102
ecoli_00458,-0.9700637465,-3.3194271355,-1.566668746
ecoli_00459,-1.7010214351,-3.3895236195000003,-1.6527300070000002
ecoli_00460,-1.829552992,-3.2692359465,-1.544035571
ecoli_00461,-11.0632563404,-4.8967792145,-1.970027873
ecoli_00462,-11.0358418526,-5.1575596255,-1.8937176980000001
ecoli_00463,-8.8001336371,-3.8131141505,-0.823526238
ecoli_00464,-8.9013176634,-3.9131107965,-0.9447045650000001
ecoli_00465,-8.6579226404,-3.3156584825,-0.48034563300000005
ecoli_00466,-8.8294466394,-3.1494414115,-0.46595659700000003
ecoli_00467,-9.4628757448,-4.4666783245,-1.297675657
ecoli_00468,-9.4984255151,-3.9865079895,-1.345598976
ecoli_00469,-8.8617084094,-3.1883925285,-0.250829071
ecoli_00470,-8.9404315158,-3.3463650555,-0.31553627300000003
ecoli_00471,-10.0674122002,-5.0949876405,-1.602558844
ecoli_00472,-10.3791979233,-4.6863589945,-1.854537211
ecoli_00473,-8.6648316935,-3.9649128185,-1.012078016
ecoli_00474,-8.3073341439,-4.1608632335,-0.8082469160000001
ecoli_00475,-9.62569177,-3.8016498204999998,-0.981160259
ecoli_00476,-9.5580587296,-3.5770358505,-0.9538945550000001
ecoli_00477,-8.0881755453,-4.1726656975,-1.8663223310000001
ecoli_00478,-8.0719170311,-4.5818825705,-1.801782918
ecoli_00479,-1.5250958494,-1.1326417575,-0.514092214
ecoli_00480,-1.421032166,-1.3882686575,-0.47425617800000003
ecoli_00481,3.4344727132,-2.4122290035000002,-0.829773559
ecoli_00482,3.1180242952,-2.8574648825,-0.8805742630000001
ecoli_00483,-0.6861290596,-3.0325208175,-1.403273865
ecoli_00484,-0.3181963816,-3.1286665805,-1.225570077
ecoli_00485,-1.9672733407,-5.7537950805,-1.776224756
ecoli_00486,-2.1785693557,-5.3438087725,-1.746437644
ecoli_00487,-9.8862751937,-4.3265623095,-1.9052571999999999
ecoli_00488,-10.0569268005,-3.9553490555,-1.9636630840000002
ecoli_00489,-9.157000674,-3.5938357785,-0.850063458
ecoli_00490,-8.6050861624,-3.6341516074999998,-0.8388224710000001
ecoli_00491,-7.8520182596,-3.8788966795,-1.206896715
ecoli_00492,-8.4238507828,-3.4935593255,-1.377299837
ecoli_00493,-7.4526623856,-2.9580523095,-1.201923498
ecoli_00494,-7.3790205353000005,-3.3353747265,-1.09386342
ecoli_00495,-1.7347712392,-1.0550975055,-0.15920245
ecoli_00496,-1.6017438794,-1.2419136045,-0.35209742200000005
ecoli_00497,-9.0926042058,-2.8550935395,-0.33629398600000004
ecoli_00498,-9.6670497443,-2.6233187325,-0.366809661
ecoli_00499,2.7589927235,-1.9776282095000002,-0.665771176
ecoli_00500,2.9632237548,-2.2176376465,-0.8466241950000001
ecoli_00501,-9.0138804286,-3.6866551685,-1.527321733
ecoli_00502,-9.0748239095,-3.8353811825,-1.387117763
ecoli_00503,-9.0120376237,-3.9485293685,-1.95111806
ecoli_00504,-8.7956225082,-3.8651632575,-1.809657869
ecoli_00505,-10.3188894053,-4.3056500075,-0.440567818
ecoli_00506,-10.7422006307,-4.0466108965,-0.45694735500000006
ecoli_00507,-1.0877603517,-2.8727349155,-1.584962742
ecoli_00508,-1.3783937429,-2.8368933765,-1.674288028
ecoli_00509,-1.1140824272,-3.4598712505,-1.943937899
ecoli_00510,-1.209199833,-3.3283824385,-1.923635584
ecoli_00511,-1.6384636225,-4.8462876905000005,-1.527616635
ecoli_00512,-2.0315670059,-4.9834870095,-1.703298476
ecoli_00513,-9.053259703,-2.9113229465,-0.40443186600000003
ecoli_00514,-9.9338836012,-2.6889274385,-0.33012369900000005
ecoli_00515,-7.9134097645,-3.0517999775,-1.352215156
ecoli_00516,-7.8404386798,-3.3863510525000002,-1.306824793
ecoli_00517,1.2876971435,-1.9484769985,-2.133687258
ecoli_00518,1.3168988578,-1.8508604765,-2.195969583
ecoli_00519,1.0047047935,-2.3218603885,-2.308566897
ecoli_00520,0.5172322246000001,-2.4420122745,-2.064988353
ecoli_00521,0.4848986564,-2.8491613505,-2.190077359
ecoli_00522,-0.3403374261,-2.6910568725,-2.073686849
ecoli_00523,-0.0866468283,-3.4726330835,-2.343208734
ecoli_00524,-0.19718011400000002,0.5150990445,0.33441993200000003
ecoli_00525,-0.34106387590000004,0.4567797625,0.35816385100000003
ecoli_00526,-0.7061002557,0.3619732765,0.42437773300000003
ecoli_00527,-0.7411195281,0.3251618955,0.37644566900000004
ecoli_00528,-3.0373640619,0.5268002525000001,-0.726958729
ecoli_00529,-5.0652011937,-2.7760426015,-2.098332247
ecoli_00530,-4.6166386810999995,-4.0362398645,-1.845005846
ecoli_00531,-5.1024870523,-3.7424564995000003,-2.199334645
ecoli_00532,0.2030118233,-2.7249803785,-1.5796468510000001
ecoli_00533,-0.3023033032,-2.6210197965,-1.375593005
ecoli_00534,0.5085393598,-2.8035967715,-1.66946582
ecoli_00535,-0.0360196787,-2.6425909735,-1.269072364
ecoli_00536,0.7981204510000001,-3.2550378605,-1.883450735
ecoli_00537,1.1354215025,-3.3303446135,-1.908028365
ecoli_00538,0.32966616320000003,-3.4149780135,-1.646055988
ecoli_00539,0.331344878,-3.4625494135,-1.5815097370000002
ecoli_00540,-4.595886746,-3.3576084735,-2.366612638
ecoli_00541,-4.6955656987,-2.9975018075,-2.1470321820000002
ecoli_00542,-4.8147062472,-2.8710614965,-2.1945406370000002
ecoli_00543,-5.1134247171,-2.7264784865,-2.232777481
ecoli_00544,-4.6349853238000005,-3.2212780205,-2.099367312
ecoli_00545,-4.9778852342,-3.4650031755,-2.520742315
ecoli_00546,-1.2578108602,-3.7818480875000002,-1.524439737
ecoli_00547,-1.7289496263,-3.5515933775,-1.453018496
ecoli_00548,-1.9801431275999999,-3.6393436165,-1.681766093
ecoli_00549,-1.9750178001,-3.9722659475,-1.6085862930000001
ecoli_00550,-2.8031606958,-3.9848275645,-1.674083806
ecoli_00551,-2.7862999371,-3.8558397805,-1.642445966
ecoli_00552,-2.9395953036,-4.8656723565,-2.034350306
ecoli_00553,-2.7920377316,-4.7642306255,-1.840446961
ecoli_00554,-2.8073399691,-4.9767681135,-1.696652402
ecoli_00555,-2.4619590692,-4.9604914685,-1.5235653880000002
ecoli_00556,-2.6462963225,-4.7749847815,-1.571663137
ecoli_00557,-2.3970078900000003,-4.8048935475,-1.513188358
ecoli_00558,-1.2661686192000001,-3.8922631935,-1.718598658
ecoli_00559,-1.6344452652,-3.5700734195,-1.694303368
ecoli_00560,-1.0065838736,-4.6736333285,-1.99442845
ecoli_00561,0.0782761766,-5.0591555935,-1.927084293
ecoli_00562,-2.9252306693000003,-4.1762074965,-1.551984155
ecoli_00563,-2.8845545927,-4.5454727225,-1.8439351
ecoli_00564,-6.9855116093,-0.9882667505,-0.5869128410000001
ecoli_00565,-6.9620907157000005,-0.8677318865,-0.6163917170000001
ecoli_00566,-0.603907037,-4.5292117705,-1.450411347
ecoli_00567,-0.7871441492,-4.6127959775,-1.457871884
ecoli_00568,-0.9691522857,0.11859222550000001,-0.25909324100000003
ecoli_00569,-1.0830535077,0.0812059795,-0.24426241
ecoli_00570,-1.5091199711,-0.18088513450000002,-0.578285597
ecoli_00571,-1.8932046844000001,-0.0198578025,-0.386639516
ecoli_00572,-2.3416521355,-2.7753832485,-1.31787454
ecoli_00573,-1.2451672708000001,-3.0831551935,-1.5079894440000001
ecoli_00574,-4.4567690708,-4.4718640825,-1.090023261
ecoli_00575,-4.0022773859,-4.9948416405,-1.3641515800000001
ecoli_00576,-3.2966519646,-4.5729111705,-1.7081213860000002
ecoli_00577,-2.4530092286,-5.0633458255,-1.773781343
ecoli_00578,-2.8489415428,-4.3678503785,-1.8034056230000002
ecoli_00579,-3.9967322971,-4.5166470145,-1.817088481
ecoli_00580,-4.6472405287,-4.7988911125,-1.641237324
ecoli_00581,-4.2345261335,-4.6668007485,-1.643946936
ecoli_00582,-6.6143695189,-1.1017833975,-0.9287964270000001
ecoli_00583,-6.3437300953,-1.1037645505,-0.977304661
ecoli_00584,-0.24191432340000002,-3.4301587135,-2.116408341
ecoli_00585,0.058964030300000005,-3.4228317115,-2.081468709
ecoli_00586,-0.1514719967,0.6159279985,-0.842809797
ecoli_00587,0.4453891145,0.8404004785,-1.041668462
ecoli_00588,-0.649442598,0.7435806095,-1.072006124
ecoli_00589,-0.5853019822000001,0.6449201735,-1.010437872
ecoli_00590,-3.16578577,-2.2713180025,-1.376750145
ecoli_00591,-3.3804040318,-2.4348571955000002,-1.324450948
ecoli_00592,-5.0087165178,-4.4340853835,-1.20189659
ecoli_00593,-5.3910537763,-4.8492817545,-1.47136531
ecoli_00594,-3.6627571543,-4.5623880495,-1.866445965
ecoli_00595,-4.6646332073,-4.7229497685,-1.79057141
ecoli_00596,-5.3838255714,-4.8778486295,-1.740704021
ecoli_00597,-4.7235899509,-4.5607558135,-1.936006458
ecoli_00598,-5.655867735,-4.0584698615,-2.160623434
ecoli_00599,-5.0510199941,-4.1579869365,-2.761802194
ecoli_00600,2.3547191255,-3.0242172065,-1.173753623
ecoli_00601,0.8587031779000001,-3.7410632775,-1.5232736770000002
ecoli_00602,-0.2360230059,-3.5884462215,-1.348459181
ecoli_00603,-1.1652184548,-3.6114998925,-1.545741244
ecoli_00604,-0.31159069570000003,-3.1041532195,-1.73389071
ecoli_00605,-1.3418993576,-4.0246840885,-1.6005893420000001
ecoli_00606,-0.2649637152,-2.3227790785,-1.80168019
ecoli_00607,-0.3671144011,-2.7592699815,-1.890463869
ecoli_00608,-2.3341132598,-2.4383545175,-1.7143999280000002
ecoli_00609,-2.6191319295,-2.9694815165,-1.940065479
ecoli_00610,-2.1429065334,-2.5502694215,-1.820320781
ecoli_00611,-4.6059998292,-0.9664623565,-1.105808337
ecoli_00612,-1.4891202728000001,-3.6176267485,-1.909972447
ecoli_00613,-1.2302325497,-3.3523744875,-2.08572872
ecoli_00614,-1.7120580995,-3.0706750785,-2.075772008
ecoli_00615,-1.4174066009000001,-3.2905206565,-2.225888229
ecoli_00616,-1.9008844139,-3.0736003845,-2.068986144
ecoli_00617,-1.4690969713,-3.0353419545,-2.069904337
ecoli_00618,0.050303109400000004,0.0088042125,-0.23717648900000002
ecoli_00619,-0.2194778816,0.0440272125,-0.29858010900000004
ecoli_00620,-6.3177007049,-2.3330143875,-1.490918456
ecoli_00621,-6.2452298609,-2.3490778445,-1.574467665
ecoli_00622,-0.8374393507000001,1.8373506075,0.32449632500000003
ecoli_00623,-1.0470212151,1.7313096685,0.274725271
ecoli_00624,-2.459149306,2.6885623615,0.858868936
ecoli_00625,-2.1801724847,2.6013336985,0.7485618340000001
ecoli_00626,-3.8061099032,2.4061213265,0.591824969
ecoli_00627,-3.6457076697,2.1657361115000002,0.491688934
ecoli_00628,-2.92038915,0.8863241315,0.056786729
ecoli_00629,-2.9465679895,0.4229531185,-0.288465274
ecoli_00630,-1.222296883,1.7350923015,-0.10742865600000001
ecoli_00631,-1.0231490784,1.5823656005,-0.142107331
ecoli_00632,-0.1965988287,0.9575882845,-0.43379004800000004
ecoli_00633,-0.223864097,0.2835327635,-0.573073974
ecoli_00634,-1.3749284157,1.3921341615,-0.26319961000000003
ecoli_00635,-1.3837176284,1.2137766715,-0.29762719600000004
ecoli_00636,-0.2735996504,1.2538567065000001,-0.119391359
ecoli_00637,-0.411779518,1.1326380755,-0.260740592
ecoli_00638,-1.3519496566,2.0868582745,0.43968154600000003
ecoli_00639,-1.3735018169,1.9424286825000001,0.36246084700000003
ecoli_00640,-0.9536058247,0.8387020545,0.158269351
ecoli_00641,-0.7672532898000001,0.7288277795,0.026794041
ecoli_00642,-1.4548651684,1.9220924415,0.06092541
ecoli_00643,-1.5826963078,1.5445976465,-0.259316602
ecoli_00644,-1.128729437,1.3230136205,0.122852026
ecoli_00645,-0.9770271401,1.1201190685,0.047789323
ecoli_00646,-1.4845144160000001,1.4983956775,0.216954313
ecoli_00647,-1.1054277419,0.9095317475,0.046658078000000006
ecoli_00648,-1.2380060687,1.4686998175000001,0.163001414
ecoli_00649,-0.9261119351,1.5524153864999999,0.202332435
ecoli_00650,-0.5851338725,1.1527678275,-0.27085226500000004
ecoli_00651,-1.1569974895,1.2923001515,-0.074213347
ecoli_00652,-0.08179242140000001,0.1229599665,-0.597265514
ecoli_00653,-0.0173717453,0.9003386455,-0.49997642400000003
ecoli_00654,-2.4048015001,2.0012100275,0.384854246
ecoli_00655,-2.3754382981,1.7806917245,0.37275841600000004
ecoli_00656,-0.5563593149,1.3653762635,0.287063506
ecoli_00657,-0.6067066724,1.3591262465,0.182910405
ecoli_00658,-2.5389893008,1.1654013615,0.125245493
ecoli_00659,-2.5093162317,0.5133278475,0.048116666
ecoli_00660,-0.9807988691,0.9817781625,-0.087594686
ecoli_00661,-0.68802588,0.9263768365,-0.014943189
ecoli_00662,-2.7969641135,1.9014980695,0.466456929
ecoli_00663,-2.1514577097,1.4331170105,0.153642252
ecoli_00664,-0.8073915149,0.2038485905,-0.300060474
ecoli_00665,-1.2654185999,0.18087864450000002,-0.308834373
ecoli_00666,-0.8648446264,0.5187601045,-0.424329895
ecoli_00667,-0.8252336825000001,0.2067020505,-0.151959157
ecoli_00668,-0.8242634029,1.1845946185,0.34176526
ecoli_00669,-1.1908139014,1.1563302405,-0.550136621
ecoli_00670,-0.550018876,1.5471386585,-0.267428856
ecoli_00671,-0.4418554784,1.4225831295,-0.367920507
ecoli_00672,-1.6578298407,-0.6356676785,-1.116177549
ecoli_00673,-1.5774932568,0.0276960285,-0.11680870500000001
ecoli_00674,-2.43495317,1.7840979575,0.44431276000000003
ecoli_00675,-2.6277447274,1.7431464325000001,0.435995059
ecoli_00676,-1.3817041242,0.9674408905,-0.045182186000000006
ecoli_00677,-1.381473319,0.9067540095000001,-0.116570245
ecoli_00678,-0.7111222041,0.9311487585,-0.604461024
ecoli_00679,-1.205248589,0.7987868685,-0.7385572570000001
ecoli_00680,-2.7059842369,1.3381154945,0.023955668000000003
ecoli_00681,-2.9255204136,1.3473191735,0.131980614
ecoli_00682,-0.6027666169,1.5718936915000001,-0.08454239999999999
ecoli_00683,-0.3838331591,1.5046649305000002,-0.18152464100000001
ecoli_00684,-1.8132243204,1.3509452235000001,0.164045291
ecoli_00685,-1.7685978959000002,1.3487539475,0.153440297
ecoli_00686,-1.7167220317,0.5691084985,-0.00219984
ecoli_00687,-1.7900995326,0.5977277465,0.440124018
ecoli_00688,-0.7642517705,0.7173157065,-0.046921927
ecoli_00689,-1.2805415764,0.3271172905,-0.15499927900000002
ecoli_00690,-0.2735913976,1.5623215545,-0.329603816
ecoli_00691,-0.06529233200000001,1.7892216475,-0.28790638500000004
ecoli_00692,0.225464455,0.1347150615,-0.87466826
ecoli_00693,0.1768028707,0.2794055435,-0.637962231
ecoli_00694,0.6618862135,0.2720463215,-0.117585584
ecoli_00695,0.1403090514,-0.0079552645,-0.31562152600000004
ecoli_00696,0.2349588572,0.2784462505,-0.6307655550000001
ecoli_00697,-0.3000138224,0.8613276005,-0.5135947940000001
ecoli_00698,-2.651638521,1.7430317105,0.424962746
ecoli_00699,-2.5676891064,1.6490847605,0.6651777040000001
ecoli_00700,-2.833679672,1.7291634765000001,0.169181671
ecoli_00701,-3.0290122659,1.4063683725,-0.0050525430000000005
ecoli_00702,-0.0177473408,1.6161489695,1.124418699
ecoli_00703,-0.1268168419,1.2207998585,1.0128529
ecoli_00704,-1.4746918225,1.7808803535000002,0.306961072
ecoli_00705,-1.5963106807,1.7230943525,0.21475671600000001
ecoli_00706,-1.8824611764,0.8871946845,-0.012739377000000001
ecoli_00707,-1.4006452481,0.5215247905,-0.11452345400000001
ecoli_00708,-0.8829338452000001,1.1615520795,0.177603796
ecoli_00709,-1.5820627459,0.8965855965,-0.054472228000000004
ecoli_00710,-2.2057930052,1.9625154304999999,0.42491348900000003
ecoli_00711,-2.2765277973,1.9247060455,0.48973034
ecoli_00712,-1.7630775382000001,1.9605620915,0.253446528
ecoli_00713,-1.5584759572,1.6839279045,0.22820463500000002
ecoli_00714,-0.6940957265000001,1.5746262485,0.310985299
ecoli_00715,-0.23217342700000002,1.1784818955,0.11789556300000001
ecoli_00716,1.2621024449,0.0629800335,0.19431189999999998
ecoli_00717,0.6899935432000001,-0.22514669950000002,-0.12265924900000001
ecoli_00718,0.6441263366000001,-0.1052971755,0.017708126
ecoli_00719,1.0713859163,-0.06717060350000001,0.11061941300000001
ecoli_00720,0.6160174185,-0.2978925805,0.025788919
ecoli_00721,0.6713956219,-0.19371783950000002,0.05980296
ecoli_00722,0.348989604,0.7767200255000001,-0.55930012
ecoli_00723,-0.2660674516,-0.3396736925,-1.4179773
ecoli_00724,0.5440462327,0.2054122085,-0.18274125400000002
ecoli_00725,0.5714749307,-0.5846280065,-0.8774615520000001
ecoli_00727,-0.3420632313,-1.5518875275,-0.9679277070000001
ecoli_00728,1.0546808813,0.7135250645,-0.16409014600000002
ecoli_00729,0.6122850639,0.0885621685,-0.451454422
ecoli_00730,0.7096375655,0.9092599685,-0.105333245
ecoli_00731,0.1413099962,0.41156154850000004,-0.24579324400000002
ecoli_00732,0.2416745227,0.4941274235,-0.11145221100000001
ecoli_00733,0.8916042172,0.48327428250000004,-0.018765923
ecoli_00734,0.2792316815,0.46541257950000003,-0.09441340200000001
ecoli_00735,0.4566211855,0.2393754965,-0.020347364
ecoli_00736,0.3287707415,0.1385487335,-0.035663895
ecoli_00737,0.18693245590000002,0.3506214325,0.048214264
ecoli_00738,0.0780861018,0.1416660315,-0.119133531
ecoli_00739,0.49947955380000003,0.3902651225,0.174189908
ecoli_00740,0.3961351876,0.2216526385,-0.0063500100000000005
ecoli_00741,-2.2176535728,-2.6843322185,-0.6694875610000001
ecoli_00742,-0.041895833,-3.4858373775000002,-1.496815399
ecoli_00743,0.3596026912,0.2857865455,0.189265429
ecoli_00744,0.7037139976,0.3480049655,-0.08428468
ecoli_00745,0.5576178581,0.010325329500000001,-0.074025695
ecoli_00746,0.9575072379,-0.0058737615000000005,-0.26799764800000003
ecoli_00747,0.0561847257,-0.1693110055,-0.09965700100000001
ecoli_00748,0.528498409,-0.2698975615,-0.09330086300000001
ecoli_00749,-2.2790730707,-2.3013431035,-1.129106477
ecoli_00750,-1.7796963674000001,-1.7387694955000002,-1.461085558
ecoli_00751,-1.1210155962,0.3324603775,0.27372913
ecoli_00752,-0.9859779822,0.2066982335,0.23981706900000002
ecoli_00753,0.31907618320000003,-0.2142279205,0.060639997
ecoli_00754,1.0718943378,-0.2565384955,-0.07757906
ecoli_00755,-2.9256655707,-1.1224620725,-0.6142667230000001
ecoli_00756,-2.1737113581,-0.5060594265,-0.46078792500000004
ecoli_00757,1.0182879833,-0.0684095805,-0.060783009000000006
ecoli_00758,0.6018704615,-0.0746442545,0.17272373400000002
ecoli_00759,-0.018364631200000002,-0.6562597065,-0.11567828100000001
ecoli_00760,0.3022274185,-1.2361185575,0.045788296000000006
ecoli_00761,1.0511357051,-0.1067209555,0.185126443
ecoli_00762,1.1006831632,-0.1306046395,0.15952433100000002
ecoli_00763,0.9408020529000001,-0.0229166155,0.186896536
ecoli_00764,-0.1392518124,0.06678890850000001,0.18110546400000002
ecoli_00765,1.1420123862,-0.0935412515,0.153205426
ecoli_00766,1.1942245457,-0.1557131255,0.09625554
ecoli_00767,-0.9403621788000001,0.5930846845000001,0.441923573
ecoli_00768,-2.0058706885,0.0124568895,0.080373437
ecoli_00769,1.5979289137000001,1.0089633285,0.9584470930000001
ecoli_00770,1.1069034231,1.1427805085,0.9530234470000001
ecoli_00771,0.7537637971000001,0.7301957035000001,0.510115942
ecoli_00772,0.5977227397,0.4096787155,0.435693512
ecoli_00773,0.8812120422,0.8839549405,1.5778996809999999
ecoli_00774,0.7651570452,0.9303986965000001,1.477416751
ecoli_00775,1.0269096938,0.7498190905000001,0.8601077130000001
ecoli_00776,1.3257269814,0.7540364635,0.8727459430000001
ecoli_00777,-0.6878270137,0.4794878665,0.043886351000000004
ecoli_00778,-0.8008646849000001,0.6101122345000001,0.029013573
ecoli_00779,0.0150074501,-2.8716937295,-1.751831912
ecoli_00780,-0.5044412681,-2.7911929395,-1.483735234
ecoli_00781,0.6044453274,0.0878170715,0.11462554200000001
ecoli_00782,0.7044869779,0.2100757845,0.073915959
ecoli_00783,-0.1890049309,0.23505891650000002,0.175029867
ecoli_00784,-0.3461876157,0.1635073255,-0.352602501
ecoli_00785,-1.0096034542,0.1280038175,0.39705244100000003
ecoli_00786,-0.8335234542000001,0.0202338705,0.21305346600000002
ecoli_00787,-1.3787766113,0.3336285875,0.431479043
ecoli_00788,-0.7586699055,0.2348755985,0.24638756900000003
ecoli_00789,0.4228749684,0.1523021715,0.087232026
ecoli_00790,-0.1559088189,0.1514789635,0.215422266
ecoli_00791,-0.0259167631,0.7981098155,0.454800374
ecoli_00792,-1.7575696677,1.0350841055,0.7092830960000001
ecoli_00793,0.0725803618,0.4988212815,0.11726652900000001
ecoli_00794,-0.1299044571,0.5315430705,0.27795683400000004
ecoli_00795,-0.9586315409,0.2232938045,0.30601368700000003
ecoli_00796,-1.449496199,0.3037859795,0.413606191
ecoli_00797,-2.3170601717,-0.4352985655,0.9843690370000001
ecoli_00798,-2.8999481226,-0.23977207650000001,0.392674422
ecoli_00799,-4.090706033,-0.007716751500000001,1.7052531210000001
ecoli_00800,-2.6260047719,-0.0860896005,1.312210501
ecoli_00818,0.2903934201,-0.6015218265,-0.22904663300000003
ecoli_00819,0.3950538024,-0.7135580195,-0.358700096
ecoli_00820,0.5612300576,-1.4444960425,-0.5442780110000001
ecoli_00821,0.5400371028000001,-1.7447386655,-0.6356495790000001
ecoli_00822,0.4389686755,-0.0897318995,-0.41320409900000005
ecoli_00823,0.18647208070000001,-0.0093473175,-0.329238283
ecoli_00824,0.2910705428,-0.1607131165,-0.367634161
ecoli_00825,0.4281480921,-0.031379711500000004,-0.08555072500000001
ecoli_00826,-0.2261659098,-0.4832952065,-0.456283861
ecoli_00827,-0.1318561284,-0.5463228875,-0.421974803
ecoli_00828,0.12540737230000001,-0.5834403415,-0.11558248400000001
ecoli_00829,0.2593746427,-0.6524331095,-0.14672679900000002
ecoli_00830,0.2065379235,-0.5898923365000001,-0.23901322300000002
ecoli_00831,0.28090142690000003,-0.8722861105,-0.40318351300000005
ecoli_00832,-0.5530297972,-1.2606765225,-1.182510639
ecoli_00833,-0.6012114558,-1.6861504065,-1.7424929850000002
ecoli_00834,-0.2999357924,0.16778644750000002,0.14324799900000001
ecoli_00835,-0.19548090840000001,0.4357753655,-0.031079072000000003
ecoli_00836,-0.46045495210000004,0.3292460005,0.190855947
ecoli_00837,-0.5434819592,0.3347108585,0.279113298
ecoli_00838,-0.8385140262,0.1454490585,0.248918661
ecoli_00839,-0.495875027,0.2302403935,0.19736414700000002
ecoli_00840,-0.1077621007,0.4449972165,0.133447732
ecoli_00841,-0.35439042460000003,0.4105375455,0.258489802
ecoli_00842,-0.0941059605,0.3861718125,0.279261244
ecoli_00843,0.0007958784,0.42767510750000004,0.297125696
ecoli_00844,-0.26839605,0.4909369665,0.22601927300000002
ecoli_00845,-0.1439835224,0.7214236275,0.189569134
