,A,BaeR,CpxR
hot_tale__hot_ale4_44c__2,-0.7984607646,0.016840134,-0.07318856700000001
hot_tale__hot_ale8_30c__1,-0.5968343944,-1.130328149,-1.357339927
hot_tale__hot_ale8_30c__2,-1.2446114573,-0.8444889600000001,-1.317130691
hot_tale__hot_ale8_37c__1,-0.7739093127000001,-0.6945899440000001,-0.953270845
hot_tale__hot_ale8_37c__2,-0.6610143449,-0.9187088210000001,-0.919327973
hot_tale__hot_ale8_44c__1,-0.0738285255,0.352890688,-0.062676724
hot_tale__hot_ale8_44c__2,-0.2512189436,0.24198286700000002,-0.22350117300000003
hot_tale__hot_ale9_mid_30c__1,-1.4334259058,-0.869925939,-1.101302446
hot_tale__hot_ale9_mid_30c__2,-1.5361900506000001,-0.564831854,-1.123741968
hot_tale__hot_ale9_30c__1,-1.7552800492,-1.43611764,-1.086531153
hot_tale__hot_ale9_30c__2,-1.9974944641,-1.251586461,-0.9449178650000001
hot_tale__hot_ale9_mid_37c__1,-1.029346958,-0.975694429,-1.175381983
hot_tale__hot_ale9_mid_37c__2,-1.1011420836,-0.717389402,-1.158220909
hot_tale__hot_ale9_37c__1,-1.5098796344,-0.9177405070000001,-0.842462718
hot_tale__hot_ale9_37c__2,-1.5871898533,-0.987783748,-0.825832077
hot_tale__hot_ale9_mid_44c__1,-1.0482311312,0.140664162,-0.460473094
hot_tale__hot_ale9_mid_44c__2,-0.6660509622,0.270152822,-0.25778105300000004
hot_tale__hot_ale9_44c__1,-1.4401494784,-0.012381509,-0.19707644
hot_tale__hot_ale9_44c__2,-1.4178068199,-0.074710572,-0.23699719400000002
hot_tale__hot_ale10_30c__1,-1.3809279851,-1.179327423,-0.940721149
hot_tale__hot_ale10_30c__2,-1.8659982579,-0.972248069,-0.8106305420000001
hot_tale__hot_ale10_37c__1,-0.8773124834,-0.9856419030000001,-0.917643721
hot_tale__hot_ale10_37c__2,-1.0843432806,-0.9882316280000001,-0.9719036560000001
hot_tale__hot_ale10_44c__1,0.5918464091,-0.6142504430000001,-0.38398000000000004
hot_tale__hot_ale10_44c__2,0.2640157449,-0.436129007,-0.160284944
hot_tale__hot_ale16_30c__1,-2.3991596979,-1.3558123640000002,-1.1563341710000001
hot_tale__hot_ale16_30c__2,-2.2830146429,-0.9765338,-1.026663952
hot_tale__hot_ale16_37c__1,-1.3170801394,-1.108205786,-1.184474824
hot_tale__hot_ale16_37c__2,-1.3624600718,-1.006676482,-1.174284968
hot_tale__hot_ale16_44c__1,-1.2052186508,-0.20776732,-0.41894225500000004
hot_tale__hot_ale16_44c__2,-1.2599196954,-0.197088765,-0.285658162
pdhr_ale__pdhR-13_51__1,-0.1998903086,-0.785496627,-0.11419232600000001
pdhr_ale__pdhR-13_51__2,-0.1296917756,-0.76073041,-0.090900136
pdhr_ale__pdhR-14_46__1,-0.9178237020000001,-0.6694483,0.119747952
pdhr_ale__pdhR-14_46__2,-1.0621887457,-0.5707100350000001,0.12486786200000001
pdhr_ale__pdhR-15_51__1,-0.2357536653,-0.89793235,-0.152956862
pdhr_ale__pdhR-15_51__2,-0.21855463630000002,-0.816989858,-0.105647976
pdhr_ale__pdhR-16_49__1,-0.5089061163,-0.501253806,0.17366736600000002
pdhr_ale__pdhR-16_49__2,-0.2190850923,-0.654708069,-0.080146929
tcs__del_atoC_LiAcet__1,-0.7456696357,-0.6698657720000001,0.072932288
tcs__del_atoC_LiAcet__2,-0.5274106647,-0.580011789,0.08558737
tcs__del_atoC_LiCl__1,-0.4984489637,-0.5808363240000001,0.08524625
tcs__del_atoC_LiCl__2,-0.2633664539,-0.645182809,0.018619616000000002
tcs__del_atoC_m9__1,-1.0224433196,-0.467821906,-0.045774718000000006
tcs__del_atoC_m9__2,-0.7500808905,-0.242441538,-0.05118288
tcs__del_baeR_etoh__1,-0.8300134488,-6.021555931,-1.458132779
tcs__del_baeR_etoh__2,-1.0197732939,-6.021555931,-1.176393219
tcs__del_baeR_lb__1,-0.6997619866,-6.021555931,0.23402994400000002
tcs__del_baeR_lb__2,-1.0360584156,-6.021555931,0.244365344
tcs__del_btsR_01xlb__1,1.523249265,-0.500908329,-0.44940255500000004
tcs__del_btsR_01xlb__2,1.6618457241,-0.47832155800000004,-0.564984389
tcs__del_btsR_lb__1,-1.2020756395,-0.502487623,-0.069539983
tcs__del_btsR_lb__2,-0.8563576666,-0.625728224,0.0055883320000000005
tcs__del_btsR_pyruvate__1,1.7495279083000002,-0.37928253700000003,-0.511601777
tcs__del_btsR_pyruvate__2,1.7441011765,-0.49382830400000005,-0.520522367
tcs__del_cpxR_etoh__1,6.7625644212000005,0.20738339,-8.11516967
tcs__del_cpxR_etoh__2,7.6033618688,0.336484294,-8.11516967
tcs__del_cpxR_lb__1,0.0280285947,-0.7227800360000001,-8.11516967
tcs__del_cpxR_lb__2,-0.4696016179,-0.705799287,-8.11516967
tcs__del_cusR_CuSO4__1,3.1397295074000002,-0.6733295730000001,1.103145075
tcs__del_cusR_CuSO4__2,2.8105934312,-0.590080798,1.091872449
tcs__del_cusR_lb__1,-1.6210020478,-0.604976246,-0.18894312900000002
tcs__del_cusR_lb__2,-1.6139093826000002,-1.056128371,-0.304411663
tcs__del_kdpE_01-kcl__1,-0.0640772293,-0.03801609,0.5676237390000001
tcs__del_kdpE_01-kcl__2,-0.3828253527,-0.056099706000000006,0.508117634
tcs__del_kdpE_115-kcl__1,-0.6082592869,-0.3496168,-0.128502266
tcs__del_kdpE_115-kcl__2,-0.8230222594000001,-0.244251451,-0.20955395400000001
tcs__del_phoB_m9__1,-0.8402876451,-0.228491302,0.0004925880000000001
tcs__del_phoB_m9__2,-0.7763414136,-0.251444485,0.058835446000000007
tcs__del_phoB_m9p__1,10.852929702499999,-0.49912596900000006,-0.035153815000000005
tcs__del_phoB_m9p__2,10.9104704147,-0.575389239,-0.007822717
tcs__del_rcsB_etoh__1,9.4016987614,0.6384535050000001,-0.7620316890000001
tcs__del_rcsB_etoh__2,8.9544624867,0.571100551,-0.673679388
tcs__del_rcsB_lb__1,-0.6450875121,-1.101086871,0.09179587800000001
tcs__del_rcsB_lb__2,-0.28320479120000003,-1.066849518,0.15456856700000002
tcs__del_zraR_lb__1,-1.9209770005000002,-0.706359254,-0.098349246
tcs__del_zraR_lb__2,-1.8401752085,-0.730899003,-0.111370168
tcs__del_zraR_zncl2__1,4.662917843,-0.179108511,0.539533901
tcs__del_zraR_zncl2__2,4.6917891887,-0.182002944,0.5818603840000001
tcs__wt_01-kcl__1,0.6677259990000001,-0.01385495,0.255113911
tcs__wt_01-kcl__2,0.7048931826,-0.0055279510000000006,0.256362835
tcs__wt_01xlb__1,1.6218459691,-0.34261732,-0.609923591
tcs__wt_01xlb__2,1.7285277747,-0.264357964,-0.609566355
tcs__wt_115-kcl__1,0.012339522,-0.138314828,-0.14207666200000002
tcs__wt_115-kcl__2,-0.5253969499,-0.017792988000000003,-0.19695695700000002
tcs__wt_CuSO4__1,-0.1594619667,-1.110623629,-0.34910445900000003
tcs__wt_CuSO4__2,-0.190151079,-1.227445109,-0.298658627
tcs__wt_etoh__1,9.6610263314,0.31740431900000005,-0.445978906
tcs__wt_etoh__2,9.7080814245,0.340269433,-0.35864126700000004
tcs__wt_lb__1,0.6076122683,-0.9142488820000001,0.109667686
tcs__wt_lb__2,0.35130514760000003,-0.907811353,0.13041708600000002
tcs__wt_LiAcet__1,-0.3556358222,-0.928968393,0.19330223700000002
tcs__wt_LiAcet__2,-0.6373886835,-0.725842898,0.13087804
tcs__wt_LiCl__1,-0.22811433750000001,-0.608804436,0.127768762
tcs__wt_LiCl__2,0.1826538165,-0.464205764,0.137277629
tcs__wt_m9p__1,10.0337059722,-0.5396226040000001,0.140371291
tcs__wt_m9p__2,10.0765747754,-0.26385149,0.19542098800000002
tcs__wt_pyr__1,2.0670839257,-0.28716082600000004,-0.5108778540000001
tcs__wt_pyr__2,2.2118108035,-0.233291933,-0.518242018
tcs__wt_zncl2__1,5.6435435815,-0.568213378,0.5655976180000001
tcs__wt_zncl2__2,5.6170401994,-0.5345323630000001,0.5700599940000001
ros_tale__1_112_0pq__1,-0.5671995836,-0.48029985900000005,-1.202115174
ros_tale__1_112_0pq__2,-0.2484856392,-0.19812053400000001,-1.167897117
ros_tale__1_112_250pq__1,0.1089404967,0.097095156,-0.8814448220000001
ros_tale__1_112_250pq__2,-0.6509687120000001,0.24454450100000003,-0.891367157
ros_tale__1_112_750pq__1,-0.3891239772,0.21273809600000002,-0.9051123940000001
ros_tale__1_112_750pq__2,0.08376989680000001,-0.32038492500000004,-0.7879700420000001
ros_tale__1_112_750pq__3,0.3146918006,-0.39987934700000005,-0.899996746
ros_tale__3_76_0pq__1,-1.4594502171000001,-0.315088651,0.42800838700000005
ros_tale__3_76_0pq__2,-1.5509990085,-0.295699839,0.47617093400000005
ros_tale__3_76_0pq__3,-1.3652693259,-0.261120044,0.47473693200000006
ros_tale__3_76_0pq__4,-1.2727240502,-0.5343398530000001,0.48404715000000004
ros_tale__3_76_250pq__1,-0.46318472320000004,-0.10509805,-0.479813417
ros_tale__3_76_250pq__2,-0.4349711189,-0.587361456,-0.495651649
ros_tale__3_76_750pq__1,-0.2895479433,-0.712723772,-0.9239944550000001
ros_tale__3_76_750pq__2,-0.5994104149,-0.944250699,-1.206890846
ros_tale__7_103_0pq__1,-0.2751752716,-0.06919557600000001,0.67650786
ros_tale__7_103_0pq__2,-0.1556976709,-0.13037731400000002,0.598707027
ros_tale__7_103_0pq__3,0.185136446,-0.146620112,0.707362979
ros_tale__7_103_0pq__4,0.0436659545,-0.165161094,0.5394957330000001
ros_tale__7_103_250pq__1,-1.6592472911,-0.343893108,-0.26115176900000003
ros_tale__7_103_250pq__2,-1.6249267495000002,-0.232420272,0.062697457
ros_tale__7_103_750pq__1,-1.8718438818,-0.233433415,-0.21611416700000002
ros_tale__7_103_750pq__2,-1.3168818274,-0.23909664600000002,-0.082546558
ros_tale__9_77_0pq__1,-0.1417264302,-0.248539905,-0.09830068
ros_tale__9_77_0pq__2,-0.5129073463,-0.339422058,0.074741134
ros_tale__9_77_250pq__1,-0.2953397292,-0.188319701,0.36930657
ros_tale__9_77_250pq__2,-0.0895545027,-0.31484384400000004,0.064022961
ros_tale__9_77_750pq__1,0.9821226171,-0.463167133,-0.280740789
ros_tale__9_77_750pq__2,0.18244684700000002,-0.41474592600000004,-0.08532294
ros_tale__11_83_0pq__1,1.653472073,0.5783170990000001,-0.9518913410000001
ros_tale__11_83_0pq__2,1.9707533943,0.5618797600000001,-0.802893461
ros_tale__11_83_250pq__1,1.5965758990999999,0.446699936,-1.357043704
ros_tale__11_83_250pq__2,1.8059096864000002,0.469517287,-1.347713062
ros_tale__11_83_750pq__1,2.0867702609,0.683781217,-1.527095863
ros_tale__11_83_750pq__2,2.2133897358,0.767133787,-1.193046502
ros_tale__13_87_0pq__1,1.3604076818,-0.45864497400000004,-1.47771221
ros_tale__13_87_0pq__2,1.8636474978000002,-0.705819277,-0.785425479
ros_tale__13_87_250pq__1,1.313695798,-0.6649303990000001,-1.466998817
ros_tale__13_87_250pq__2,1.4165074136,-0.515335368,-1.449036113
ros_tale__13_87_750pq__1,1.2862674934,-0.487230374,-1.324579038
ros_tale__13_87_750pq__2,1.4157047016,-0.215462958,-1.23478113
ros_tale__14_27_0pq__1,0.6674477558,-0.7258849150000001,-0.40278552
ros_tale__14_27_0pq__2,0.5750253191,-0.33827015,-0.345819074
ros_tale__14_27_250pq__1,-0.6047429802000001,0.16043454000000001,-0.34413902
ros_tale__14_27_250pq__2,-0.4319295823,-0.010162359000000001,-0.444044886
ros_tale__14_27_750pq__1,-0.2750613596,0.721366571,1.440088068
ros_tale__14_27_750pq__2,-0.9939974235000001,0.895497512,1.489093841
ros_tale__16_28_250pq__1,-0.4221942021,-0.691527744,-0.6644265690000001
ros_tale__16_28_250pq__2,-0.5476407044,-0.7132104640000001,-0.640859821
ros_tale__16_32_0pq__1,-0.1835476101,-0.11313417,-0.65691224
ros_tale__16_32_0pq__2,0.3242997019,-0.021167362000000002,-0.6743788380000001
ros_tale__16_32_0pq__3,-1.1578630707,-0.9129133850000001,-0.7224240620000001
ros_tale__16_32_0pq__4,-0.6346509928,-0.6395065510000001,-0.652691148
ros_tale__16_32_250pq__1,-0.3411594946,-0.66704165,-0.8244349660000001
ros_tale__16_32_250pq__2,-0.7689123447,-0.661702354,-0.8788530720000001
ros_tale__16_32_750pq__1,-0.4206808922,-0.404559102,-1.1990032
ros_tale__16_32_750pq__2,0.19735862070000001,-0.01537963,-1.097997181
ros_tale__17_104_0pq__1,2.4845716938,0.231893064,-0.7984064270000001
ros_tale__17_104_0pq__2,2.5443008841,0.153923517,-0.9186238860000001
ros_tale__17_104_250pq__1,2.0916634125,-0.18897943,-1.338775762
ros_tale__17_104_250pq__2,1.9883844656,0.37308691400000005,-0.9996017170000001
ros_tale__17_104_250pq__3,1.9563280355,0.360193301,-1.028504869
ros_tale__17_104_250pq__4,2.3446375177,0.501721965,-0.7094920060000001
ros_tale__17_104_750pq__1,1.0486910564,-0.08820069999999999,-1.2147598880000001
ros_tale__17_104_750pq__2,1.6054825719,-0.25534964400000004,-1.203290671
ros_tale__18_24_250pq__1,-0.2313651008,-0.338300354,-0.265056086
ros_tale__18_24_250pq__2,0.048707641100000004,-0.5006403770000001,-0.42669073700000004
ros_tale__18_36_0pq__1,-1.0800043969,-0.00011848800000000001,-0.270121655
ros_tale__18_36_0pq__2,-0.9778510126000001,0.09855256400000001,-0.29327224100000004
ros_tale__18_36_0pq__3,-2.2792597455,-0.847102244,-0.794605279
ros_tale__18_36_0pq__4,-2.2722565381,-0.7071747780000001,-0.813783963
ros_tale__18_36_250pq__1,-1.8487718132,-0.7636705540000001,-1.006842825
ros_tale__18_36_250pq__2,-2.2578685717,-0.774318685,-1.146121334
ros_tale__18_36_750pq__1,0.8491476392,-0.186508703,-0.24209886
ros_tale__18_36_750pq__2,1.0830300442,-0.053425838,-0.09444603300000001
ros_tale__19_91_0pq__1,4.1732645598,-0.293549455,-0.5579585380000001
ros_tale__19_91_0pq__2,1.4226133756000001,-0.263491556,-0.7329360370000001
ros_tale__19_91_250pq__1,0.9152010371,-0.39062354400000004,-1.144182265
ros_tale__19_91_250pq__2,0.4810450255,-0.5249733950000001,-0.96293492
ros_tale__19_91_750pq__1,-0.2746363904,-0.453047144,-1.134663958
ros_tale__19_91_750pq__2,1.6193651913,-0.386517506,-1.354651705
ros_tale__19_91_750pq__3,-0.7932661592,0.112436513,-0.8615780380000001
ros_tale__19_91_750pq__4,-0.25642714710000003,-0.200016841,-1.275977136
ros_tale__21_97_0pq__1,-0.1913289211,-0.49083175700000004,-0.42611916800000005
ros_tale__21_97_0pq__2,-0.8294636261,-0.67044848,-0.425439143
ros_tale__21_97_250pq__1,-0.1606924664,-0.6672434700000001,-0.48462598700000004
ros_tale__21_97_250pq__2,-0.434719181,-0.6449058240000001,-0.8339006470000001
ros_tale__21_97_750pq__1,-0.743102141,0.040478747,-0.38330796300000003
ros_tale__21_97_750pq__2,-0.9611655001,-0.37676138800000003,-0.7242027750000001
ros_tale__25_111_0pq__1,0.1990855712,-0.517080439,-1.49600563
ros_tale__25_111_0pq__2,0.5013611907000001,-0.025993983000000002,-1.145333644
ros_tale__25_111_250pq__1,0.302918363,-0.6179899010000001,-1.353561545
ros_tale__25_111_250pq__2,0.7949869197,-0.05448795100000001,-1.1329084
ros_tale__25_111_750pq__1,0.7610334548000001,-0.00225472,-1.149695115
ros_tale__25_111_750pq__2,1.791808201,-0.13178267700000001,-1.003542282
ros_tale__29_119_0pq__1,1.7202334331,-0.18031186400000002,-1.49752867
ros_tale__29_119_0pq__2,0.7548688458,0.152967858,-1.27602948
ros_tale__29_119_250pq__1,0.1974748039,-0.085841259,-1.7579131810000002
ros_tale__29_119_250pq__2,1.1694084004,-0.34476674,-2.123097154
ros_tale__29_119_750pq__1,1.0434100637000001,0.23076574700000002,-1.5191010249999999
ros_tale__29_119_750pq__2,0.3184454409,-0.008906355000000001,-1.744400763
ros_tale__ALE4_0pq__1,-1.3709312218,-0.816409516,-0.906338717
ros_tale__ALE4_0pq__2,-1.1875380313,-0.73429418,-0.8610538630000001
ros_tale__ALE4_250pq__1,-0.26160199630000003,0.132104258,0.21075892000000002
ros_tale__ALE4_250pq__2,-0.0961627552,0.22597560400000002,0.140560822
pcoli__atASMT_325G__1,-1.4425679574,-0.15568421600000001,-0.56443328
pcoli__atASMT_325G__2,-1.5557403047,-0.16355308,-0.613418824
pcoli__bpTDC__1,-0.7045222027,-0.421718401,-0.925438898
pcoli__bpTDC__2,-0.7320598888000001,-0.42044079,-0.94485324
pcoli__BRCA__1,-1.3095917218,-0.47032288400000005,-0.9751513390000001
pcoli__BRCA__2,-1.3190690840000001,-0.38746526200000003,-1.09951525
pcoli__BRCActrl__1,-1.1389777448,-0.184085031,-0.8596859800000001
pcoli__BRCActrl__2,-0.7005620934,-0.021462273,-0.9113082570000001
pcoli__BRCAswap__1,-1.0057186645,-0.13972982,-0.751286923
pcoli__BRCAswap__2,-0.8627895987,-0.062495093,-0.778530169
pcoli__btAANAT__1,-0.8280798867,-0.114606815,-0.806418877
pcoli__btAANAT__2,-1.0626058845,-0.129352335,-0.7578245210000001
pcoli__btASMT__1,-1.0070745493,-0.48282754400000005,-1.030277194
pcoli__btASMT__2,-0.7981588627,-0.18880259900000002,-0.9329740430000001
pcoli__CC1__1,-1.0781368683,0.07912429900000001,-0.28620348
pcoli__CC1__2,-1.3992262884,0.004073108000000001,-0.304313266
pcoli__ccCOMT__1,-1.3362172701000001,-0.24353365500000002,-0.7992336050000001
pcoli__ccCOMT__2,-0.9894610398,-0.281813762,-0.798929301
pcoli__ckDDC__1,-0.9292368459,-0.104040143,-0.47100303400000004
pcoli__ckDDC__2,-0.8074776758000001,-0.12208421,-0.355907737
pcoli__CNTF_belt__1,-0.5988812797,-0.21655132200000002,-0.6871489380000001
pcoli__CNTF_belt__2,-0.6198796415,-0.35486632700000004,-0.735527229
pcoli__cobPNMT__1,-0.9943611168000001,-0.33686366100000004,-0.7034452280000001
pcoli__cobPNMT__2,-0.8375141528000001,-0.37199651,-0.6607070220000001
pcoli__cvPhhB__1,-1.0703414745,-0.133431245,-0.538389373
pcoli__cvPhhB__2,-1.1625076089,-0.137282987,-0.5396617930000001
pcoli__ggAANAT__1,-1.2558760295,-0.233464256,-0.874878813
pcoli__ggAANAT__2,-1.3346625913999999,-0.218827252,-0.9443709680000001
pcoli__ggTPH__1,-0.7918115004,-0.08170680300000001,-0.656485269
pcoli__ggTPH__2,-1.4827447445000002,-0.24264153300000002,-0.6502151150000001
pcoli__hsAANAT__1,-0.1226653806,0.27506771,-0.051196321
pcoli__hsAANAT__2,-0.8123424136,0.300830203,-0.11709514300000001
pcoli__hsASMT__1,-1.307418317,-0.16937385800000002,-0.8769752780000001
pcoli__hsASMT__2,-1.4725743924999999,-0.35554765800000004,-0.930013838
pcoli__hsPNMT_mb__1,-1.3065278516,-0.35058031,-0.6597496650000001
pcoli__hsPNMT_mb__2,-1.1656791147,-0.21058129,-0.561625848
pcoli__hsTPH__1,-0.771304505,-0.44956647400000005,-1.031707194
pcoli__hsTPH__2,-0.5561942694,-0.44513797400000005,-0.9930566630000001
pcoli__hsTPH_E2K__1,-1.0111823215,-0.197278633,-0.603316399
pcoli__hsTPH_E2K__2,-0.8103328456000001,0.09374371100000001,-0.6767883690000001
pcoli__hsTPH_E2K_N91I_P99C__1,-1.2653160326,-0.485720352,-0.9519543920000001
pcoli__hsTPH_E2K_N91I_P99C__2,-0.9727068343,-0.397065667,-1.001633031
pcoli__hsTPH_N158trunc__1,-0.1911303878,0.056754128,-0.7343660240000001
pcoli__hsTPH_N158trunc__2,-0.029307176600000002,0.046979131,-0.7440339220000001
pcoli__hsTPH_N174trunc__1,-0.81909429,-0.060623914,-0.6503933670000001
pcoli__hsTPH_N174trunc__2,-0.6972885918,-0.067352353,-0.683517832
pcoli__hsTPH_Ntermtrunc__1,-0.8015848598,-0.046846565,-0.41424029900000003
pcoli__hsTPH_Ntermtrunc__2,-0.9012475346000001,0.088495957,-0.39282706100000003
pcoli__hsTPH1__1,-0.9107876874,-0.009343811,-0.565087404
pcoli__hsTPH1__2,-0.8712071031,-0.031357054,-0.653241485
pcoli__MBP__1,0.1653583284,-0.351477782,-1.129022146
pcoli__MBP__2,-0.045276052500000004,-0.736844198,-0.7798633140000001
pcoli__msCOMT__1,-0.3464527139,-0.269404443,-0.99654473
pcoli__msCOMT__2,-0.6604484352000001,-0.425815673,-0.9988061920000001
pcoli__ocAANAT__1,-1.214853189,-0.376861116,-0.97579028
pcoli__ocAANAT__2,-1.0347263326,-0.29250726600000004,-1.019713194
pcoli__osTDC_K374H__1,-0.5454842496,0.121260191,-0.36431494600000003
pcoli__osTDC_K374H__2,-0.8957295417000001,-0.163600665,-0.27457942300000004
pcoli__osTDC_K374L__1,-0.5554878554,-0.43376981800000003,-0.8205802050000001
pcoli__osTDC_K374L__2,-0.4287200715,-0.322601038,-0.7272556840000001
pcoli__osTDC_K374Q__1,-1.005836668,-0.23620205300000002,-0.6822556710000001
pcoli__osTDC_K374Q__2,-0.9443241910000001,-0.080962766,-0.69920028
pcoli__osTDC_L360V__1,-1.0160862037,-0.6189841690000001,-0.9896972420000001
pcoli__osTDC_L360V__2,-0.9608178540000001,-0.358593569,-0.96335198
pcoli__pmTPH__1,-0.48234476470000004,-0.512489077,-1.039286974
pcoli__pmTPH__2,-0.6603456,-0.616335458,-1.008548684
pcoli__RFC__1,-1.4849045872,-0.587915888,-0.708155846
pcoli__RFC__2,-1.2966091607,-0.43513773600000005,-0.7294685550000001
pcoli__RFCctrl__1,-0.7903707042,0.49338301,-0.015211897
pcoli__RFCctrl__2,-0.9590344399,0.489633236,-0.060799382000000006
pcoli__RFCnopause__1,-0.5099386356,0.46483198400000003,-0.041506
pcoli__RFCnopause__2,-0.073916936,0.37999942800000003,-0.11553060200000001
pcoli__RFCpluspause__1,0.0625471864,0.290914491,-0.278313939
pcoli__RFCpluspause__2,0.3356884677,0.019950086000000002,-0.37823869
pcoli__rnCOMT_sol__1,-0.6308393750000001,0.438656994,0.006054255000000001
pcoli__rnCOMT_sol__2,-0.9092125728,0.35556521,-0.017737728
pcoli__rnPNMT__1,-0.8072389576000001,-0.787181087,-1.152709086
pcoli__rnPNMT__2,-0.6432719401,-0.584640573,-1.154532951
pcoli__rnTDC__1,-0.8762623554000001,-0.17185768,-1.066463564
pcoli__rnTDC__2,-1.071551057,-0.266057146,-0.9739135040000001
pcoli__rnTDC_trunc__1,-0.8627807367,-0.164227527,-0.535432134
pcoli__rnTDC_trunc__2,-1.2300352183,-0.1756481,-0.47222792900000005
pcoli__saCOMT_T2A__1,-1.2829554164,-0.14532209000000001,-0.505980218
pcoli__saCOMT_T2A__2,-1.1870283262,-0.11010992300000001,-0.618961556
pcoli__sfCOMT__1,-0.8643840960000001,-0.7642786300000001,-1.175137484
pcoli__sfCOMT__2,-0.7207031508,-0.659304552,-1.2386025
pcoli__sgAANAT_D63G__1,-0.9685526685,-0.329405934,-0.645930109
pcoli__sgAANAT_D63G__2,-1.0384582227,-0.516330666,-0.7551897820000001
pcoli__ssDDC__1,-1.2892927029,-0.155360973,-0.8346730360000001
pcoli__ssDDC__2,-0.9212984753000001,-0.1878183,-0.811642178
pcoli__TP53B__1,-1.3135266406000001,-0.094382272,-0.492893189
pcoli__TP53B__2,-1.3307795323,-0.09136437900000001,-0.5093344160000001
pcoli__WT__1,-0.3494018219,0.26210430300000004,-0.255685641
pcoli__WT__2,-0.4921648192,0.332137084,-0.23374973400000001
cck__glu_ale4__1,-1.3555762446,0.017404554000000003,-0.807082233
cck__glu_ale4__2,-1.3923162336,-0.423846178,-1.399566679
cck__cck_ale1__1,-1.1935063353,-0.6170184400000001,-1.338304529
cck__cck_ale1__2,-1.2442078797,-0.45577358300000004,-1.271300965
cck__cck_ale2__1,-1.0795255414,-0.7348255640000001,-1.25330869
cck__cck_ale2__2,-1.2251211027,-0.668362859,-1.2698372390000001
cck_pgi__gmos_delpgi__1,-0.7097042573,0.290067054,-0.423489559
cck_pgi__gmos_delpgi__2,0.0570069234,0.32816918500000003,-0.140367652
cck_pgi__pgi_ale1__1,-0.8400068519,-0.020049435,-0.490680031
cck_pgi__pgi_ale1__2,-0.8072330265000001,-0.36714850600000004,-0.7342471190000001
cck_pgi__pgi_ale2__1,-0.7098542228,-0.20927630200000003,-0.48200847900000005
cck_pgi__pgi_ale3__1,-1.3181002555,-0.250857544,-0.483164272
cck_pgi__pgi_ale3__2,-0.6829026711,-0.697356164,-0.9506666960000001
cck_pgi__pgi_ale4__1,0.4459409673,0.15121679700000001,-0.44578877600000005
cck_pgi__pgi_ale4__2,1.0902897742,-0.532747859,-1.123385442
cck_pgi__pgi_ale4__3,1.1881378497,-0.48689846500000006,-1.045617718
cck_pgi__pgi_ale5__1,-1.1522800306,0.010285582000000001,-0.6427065070000001
cck_pgi__pgi_ale5__2,-0.9449067712,-0.525013283,-1.055830967
cck_pgi__pgi_ale6__1,-1.1891425418,-0.034726424,-0.67583512
cck_pgi__pgi_ale6__2,-0.4041277877,-0.588793568,-0.761549004
cck_pgi__pgi_ale7__1,-1.304170552,-0.038673079,-0.6978717090000001
cck_pgi__pgi_ale7__2,-1.0363980631,-0.47632674,-1.013546488
cck_pgi__pgi_ale8__1,-0.930791828,-0.17238160200000002,-1.027852515
cck_pgi__pgi_ale8__2,-0.9197472716,-0.569247975,-1.397184975
cck_sdh__gmos_delsdhCB__1,-0.6070072265,0.017282358,-0.18896767
cck_sdh__gmos_delsdhCB__2,-1.5611725228000002,-0.250060011,-0.233331702
cck_sdh__sdh_ale1__1,-0.9523095654,-0.018607839,-0.6771656410000001
cck_sdh__sdh_ale1__2,-0.9975274168,-0.15272109,-0.844213175
cck_sdh__sdh_ale2__1,-0.782884947,-0.270172475,-0.920110925
cck_sdh__sdh_ale3__1,-1.2057904858,-0.042732153,-0.6561694920000001
cck_sdh__sdh_ale3__2,-1.2101540654,-0.136340714,-0.8321430320000001
cck_sdh__sdh_ale3__3,-1.1487113851,-0.30484842100000004,-0.9318479970000001
cck_pts__gmos_delptsHIcrr__1,4.3520731035,-0.234612865,-0.9089337810000001
cck_pts__gmos_delptsHIcrr__2,4.4740278936,-0.268786195,-0.9301416100000001
cck_pts__pts_ale1__1,3.1765451909,0.21321174,-0.32920739200000004
cck_pts__pts_ale1__2,2.9192545448000002,0.25381178600000004,-0.515445697
cck_pts__pts_ale2__1,0.7316618718,-0.562830746,-1.616884244
cck_pts__pts_ale2__2,0.7832025960000001,-0.754732681,-1.598490272
cck_pts__pts_ale3__1,3.3806426457,-1.120217709,-1.862734912
cck_pts__pts_ale3__2,3.3741541226000002,-0.6709613990000001,-1.410243719
cck_pts__pts_ale4__1,-0.7924672476,-0.660932849,-1.394325268
cck_pts__pts_ale4__2,-0.3989327291,-0.758280441,-1.4944749800000001
cck_gnd__gmos_delgnd__1,-1.1256226261,-0.331688867,-0.39317149700000004
cck_gnd__gmos_delgnd__2,0.18871374170000002,-0.43013672300000005,-0.34091631
cck_gnd__gnd_ale1__1,-1.0782573841,-0.52215428,-1.3174720930000001
cck_gnd__gnd_ale1__2,-1.4631199283,-0.747100595,-1.247648001
cck_gnd__gnd_ale2__1,-0.8530630232,-0.673878033,-1.369053762
cck_gnd__gnd_ale2__2,-0.5548107381,-0.748413734,-1.249122561
cck_gnd__gnd_ale3__1,-0.9832254512,-0.6519156580000001,-1.225168906
cck_gnd__gnd_ale3__2,-1.233722114,-0.543051093,-1.448353575
cck_tpiA__gmos_deltpiA__1,0.24112712260000002,-0.597190149,-0.549941095
