,A,Fis,ArcA,NarP,RpoS,IscR,AppY,NarL,YdeO
oxidative__delsoxr_pq__2,2.541370480030104,-2.140912192000001,2.045519786,-0.5965014149999996,2.132365622,0.2195674444999991,-1.3459643630000009,0.8354505564999997,-1.2042821315
oxidative__delsoxs_pq__1,4.461822881649431,-2.714209596000001,2.3445910960000003,-0.258712770999999,2.4270615719999995,0.08710526149999964,-0.43121999600000027,1.2055026184999995,-0.9996214755
oxidative__delsoxs_pq__2,3.070134854550528,-2.7465793770000007,2.4052781759999995,-0.15700926999999965,2.475274892,-0.0030748824999999873,-0.7525982120000005,1.1488311055000002,-1.4555238705000002
nac_ntrc__wt_csn__1,1.7635104625654383,-1.5895015720000003,0.6141077429999999,0.054424320999999054,1.849426562,0.6408668525000003,0.6351643979999997,-0.07344860249999917,-0.9011567445
nac_ntrc__wt_csn__2,1.425696466664192,-1.4300714450000012,0.5605477890000009,0.08937470800000114,1.8262455620000004,0.6687906664999996,0.5139349779999991,-0.10560864150000082,-0.7311213854999999
nac_ntrc__wt_cytd__1,0.5237173867954221,-0.9788554050000008,0.2795019770000007,-0.3652916689999994,0.9658633820000002,0.5061316715000004,-0.5676521980000011,0.09312365450000026,-0.4855268595
nac_ntrc__wt_cytd__2,-0.0695533156444826,-0.8969257170000002,0.2860997730000001,-0.3774979179999995,0.8995555819999996,0.5525669784999998,-0.5673395340000011,0.11562003450000002,-1.1906860005
nac_ntrc__wt_gln__1,1.051539666731692,-1.4643641969999999,0.8913351259999995,0.152274782000001,1.143877011999999,-0.1890163144999999,0.2297010609999992,0.3107882125000003,-0.6973844495000001
nac_ntrc__wt_gln__2,0.8164029907129244,-1.4610603710000003,0.8662795560000003,0.16683992500000056,1.201356272,-0.1537749685000005,0.0020802579999994464,0.4495536754999998,-0.2667951015000001
nac_ntrc__bw_delnac_csn__1,3.8149645295643286,-2.3213555800000005,0.9463078960000004,0.21849499700000047,2.1708239119999995,2.1867698734999994,0.5949100989999998,0.2402466455000001,0.09693094949999992
nac_ntrc__bw_delnac_csn__2,3.878879463793439,-2.619900343000001,1.0584942260000003,0.009574689999999995,2.3634965119999998,2.0999320335,-2.4386465860000004,0.15004977349999926,-1.4417591625
nac_ntrc__bw_delnac_cytd__1,2.085857273154682,-0.9524061899999996,0.9694913659999996,0.6608060740000008,1.560056101999999,0.1769643994999992,0.2049226579999992,0.4465692275000004,-0.8636216085000001
nac_ntrc__bw_delnac_cytd__2,2.5592847643819816,-0.8370277440000021,0.986668816,0.8232493740000013,1.5728261719999992,0.15692340150000028,0.1286266549999997,0.4666444895000002,-0.5381872525
nac_ntrc__bw_delnac_gln__1,3.103793590118248,-1.7310370420000003,1.7790340160000009,0.4796237049999998,1.4617363419999998,0.5207613895000005,0.26138277899999984,0.6344954094999986,-1.2569371855
nac_ntrc__bw_delnac_gln__2,3.387360893705309,-1.7629526340000012,1.744133606,0.24993073300000115,1.4067977519999992,0.4931005565,0.5451716039999992,0.6517965395000003,-0.49570578049999997
nac_ntrc__bw_delnac_nh4__1,1.5772763090288815,-0.3255205800000009,0.5325646529999997,0.4986634430000008,0.3601772620000005,0.3479404284999994,-0.6438609360000003,0.049252151500000174,-0.01344476650000015
nac_ntrc__bw_delnac_nh4__2,1.4064910767970114,-0.16732394500000147,0.6136985270000004,0.5637561570000003,0.3699574519999995,0.2586638335,-0.6231595850000007,0.09158619050000016,-0.3673427045
misc__wt_no_te__1,0.6991078211684721,-1.028454369000002,0.9855235859999992,-0.6860058059999989,0.924456952,1.3442338035,0.665746715,0.8055963485,0.5167218025000002
misc__wt_no_te__2,0.2345146970740663,-0.4668171650000002,0.6142791370000005,-0.3941259529999997,0.42003344199999937,1.1245514634999996,0.17264277499999992,0.7341074955,0.08786539749999989
misc__bw_delcbl__1,1.4969462764098314,0.2943021399999992,0.12568635999999955,0.5365929020000006,0.244772523,0.7385676574999991,-0.6825423160000001,0.035281455499999836,-0.5732462384999999
misc__bw_delcbl__2,1.0426931167655349,0.4084237089999992,0.035046911000000236,0.4313851960000008,0.07157739500000028,0.7530809074999993,-0.20767845700000095,0.0774423845000003,-0.4553240595000001
misc__bw_delfabr__1,1.450205221944812,0.26380739499999883,-0.24226446099999954,0.5464917110000007,-0.2551086290000004,0.38506845250000055,-1.2087210130000008,-0.1645777104999997,-0.8925752345
misc__bw_delfabr__2,1.858902428195188,0.2555564229999998,-0.2915463460000005,0.5413782020000006,-0.16277256400000084,0.2957413695,-1.2313424730000009,-0.3014689524999996,-1.1752507445
misc__bw_delfadr__1,1.2487276680375847,0.15936749599999978,0.6395106409999993,0.3743767,0.10687962199999924,0.8428736234999992,-0.1616127890000003,0.0227612465,-0.8297748444999999
misc__bw_delfadr__2,0.2274119196227757,0.04388489099999937,0.657546914000001,0.3004944870000008,0.19751071299999975,0.7813527194999992,-0.24425489000000056,0.08063040849999936,-0.16179700549999998
misc__nitr_031__1,3.210109220988011,-0.3030652750000016,1.4075302159999996,0.3854204370000005,1.1360686920000005,0.4241178674999997,-0.047990365000000416,0.3691834524999997,-0.6867583905000001
omics__wt_glu__1,1.2400539612359962,-0.2001802260000005,-0.2732542719999991,-0.2721270659999986,-0.23051727,-0.1094019785000011,0.022180324999998998,0.4817487815000003,-0.6040155995000003
omics__wt_glu__2,2.024626672469945,-0.18407190000000107,-0.2679235089999992,-0.12186204799999968,0.043958795,-0.2854072865000035,-0.5387209310000003,0.3933811924999997,-1.1039662965
omics__wt_gly__1,1.1521382357727952,-0.31930202400000063,-0.3058648300000009,-0.3417045269999992,-0.016657597000000024,-0.4520901975000005,-0.4281810050000008,-0.050986039499999684,-1.4827772725
omics__wt_gly__2,1.2777635306316104,-0.24256913600000016,-0.2448624689999992,-0.29726122699999896,-0.015329333000000387,-0.5037390715000001,-0.4238632740000004,-0.023109983499999487,-1.1034865615
omics__wt_thr__1,5.071287481726034,-1.8024398060000009,-0.12100795399999953,-0.7892132340000001,-0.27653058900000005,-2.7516155215000007,1.865205539,0.5990756294999997,0.6405580495000001
omics__wt_thr__2,4.665706449757878,-1.6920839890000012,-0.0439906600000004,-0.6556876859999994,-0.3382411019999996,-3.0925110875,2.117020659,0.5218365345000002,0.4098208395
omics__bw_ac__1,1.3354002808055727,-0.13950114900000088,-0.048029848000000534,0.15008310700000038,1.014675532,0.6736457524999988,-1.2702316910000002,-0.5340536034999994,-1.0949408415000002
omics__bw_ac__2,1.2703814888026372,-0.1516809170000002,-0.07614823900000013,-0.2314886559999989,0.9779118219999994,0.6667075044999997,-0.781700078000001,-0.4149396495,-1.3288712834999998
omics__bw_fum__1,1.409206503102875,0.4263702889999994,-0.04679431099999931,0.4219559370000008,0.7274200319999995,-0.4284341015000006,-1.194003723000001,-0.8381361135000001,-0.6387805734999998
omics__bw_fum__2,0.6844538285220618,0.4691988149999986,-0.08552493700000062,0.2004347640000015,0.7373106620000005,-0.2728559315000005,-1.4056168720000008,-0.9121125334999984,-0.6572304895000001
omics__bw_glc__1,0.0159057672096012,0.5650414029999986,0.12043444000000035,0.4604660230000022,0.3882324019999999,0.19277201549999926,0.08963218699999942,-0.35132409249999963,-0.4712981645000001
omics__bw_glc__2,-0.3476021528945913,0.5145823929999995,0.13154009700000024,0.42824722000000026,0.39518415200000057,0.2654364664999989,0.08624577799999944,-0.4675586545000003,-0.6713063545000002
omics__bw_pyr__1,-2.528932717626788,-0.16732387900000134,-0.3509629260000011,0.8415463890000012,1.0398495719999996,0.31188941749999977,-1.0832633360000008,-1.2049065184999996,0.15307800149999995
omics__bw_pyr__2,-1.5585912533917765,-0.09265063800000027,-0.34418755100000104,0.8119360960000009,1.1488143320000006,0.4249970495,-1.2235558500000003,-0.5649073274999994,0.03875311949999993
ompr__wt_nacl__1,5.5806951686733655,-2.078280266000001,1.8283400460000008,-1.2428197899999995,1.6465871120000006,0.07785830149999917,-2.1481453960000003,0.5331391284999993,4.0668360435
ompr__wt_nacl__2,5.858003682152464,-2.249286269000001,1.9577424259999996,-1.1940667829999994,1.759748342,0.13052782049999934,-2.5413222750000006,0.5641948175000007,4.1507021825
ompr__bw_delompr_nacl__1,6.389300534276517,-1.7365473490000012,1.368295326,-0.6121767619999998,0.7287601719999994,-0.15681805050000008,-3.3103736020000007,0.07354963949999949,3.5418952775
ompr__bw_delompr_nacl__2,6.350421695468104,-1.7413529650000008,1.4191795159999998,-0.890210345999999,0.5739272920000005,-0.19724338850000045,-3.3154312750000012,0.05694921849999979,3.401241294500001
minspan__wt_ade__1,-0.9228192152338636,0.5392401229999989,0.3935769530000002,0.1527578270000003,-0.41096649500000026,-0.7038919315000012,0.5216185699999993,0.4253597615000002,0.4160552874999999
minspan__wt_glc__2,0.1765860323438236,0.8971006629999998,0.4446369820000005,0.4503238430000005,0.11574757800000054,-2.299439048500001,0.3351695609999989,-0.10022184849999947,-0.0654162035000001
minspan__wt_glc__3,-0.8758425231985472,0.8460113129999982,0.3714927689999996,0.41549151300000103,0.02785716100000002,-2.4040930715,0.06150016599999919,-0.03482806650000025,-0.27495028450000025
minspan__wt_glc__4,0.0136693162529645,0.7094246729999991,0.33109058800000035,0.4164714280000021,0.04818290200000064,-2.402973308500001,-0.02184345000000043,-0.12163705150000048,0.08368040949999989
minspan__wt_glc_anaero__1,19.35586514348369,0.5999504529999999,0.7573820960000006,1.1335680620000008,-0.27702965699999993,-2.4654451325,2.587895056999999,-0.1538379884999994,-0.7804062775
minspan__wt_glc_anaero__2,22.920202151891008,0.380987296999999,0.6963977779999997,1.1649026860000005,-0.08955874199999947,-2.3829117585000006,1.8504157679999995,-0.36792119249999894,-2.0220257015
minspan__wt_trp__1,4.436524849630918,-0.5448685820000012,0.3756593200000005,0.7743005330000008,0.016084042999999326,-3.3858287435000016,3.916850153999999,0.4121324694999986,-0.4016258145000001
minspan__bw_delcra_glc__2,1.409031139173765,-0.851576605,0.4768458209999995,0.6737008200000005,0.268831166,-3.1674042465000003,2.591064294999999,0.3630780825000004,-0.4168535625000001
minspan__bw_delcra_trp__1,5.212791793951139,-0.23866376800000036,0.5289642949999998,0.8547715780000011,0.03030116299999896,-3.5191007144999995,3.211250819,0.6441685144999987,0.4161364354999999
minspan__bw_delmntr__1,3.9003203065522456,-0.9277642360000016,0.4877480060000003,0.9232690640000012,0.12121000099999968,-2.616794768500001,1.40179164,-0.10895602949999984,-1.3010257555
minspan__bw_delnac_ade__1,-1.191752668836199,-0.022203478000001556,0.10554391400000007,-0.14293920399999924,0.08339037800000071,-1.6183718135000005,-0.9229806270000004,0.0731933895000001,-0.4241770555
minspan__bw_delnac_glc__1,0.8460787910171648,0.6175381929999997,0.3258568440000005,0.7217171080000009,0.41288737200000014,-1.7819582225,2.0098079439999994,-0.18664946849999972,0.6086464975000001
cra_crp__wt_ac__1,4.112025506700119,-0.7998011500000004,0.07521394599999986,-0.3103754399999996,0.34391979199999945,0.4353885534999993,-0.9164042010000006,0.10308692949999987,-0.7994103985000001
cra_crp__wt_ac__2,4.284149886166738,-0.7521902180000009,0.04004208699999978,-0.6409685329999997,0.2228516109999994,0.3511315985000003,-1.3472110370000006,0.18241066449999987,-0.7638009724999999
cra_crp__wt_fru__1,2.095057739819005,-0.928774670000001,-0.2750378789999992,-0.20130981199999895,0.32115443200000016,0.4117879054999989,-0.9483938300000004,0.2525159454999999,-0.9063745475
cra_crp__wt_fru__2,1.304999793288852,-0.8183502740000019,-0.23072129300000024,-0.3942405829999993,0.2865428439999995,0.4260384204999994,-0.3921689260000001,0.17281035049999982,-0.2840643865000001
cra_crp__delcra_ac__1,2.8533307480217363,-1.6911320540000023,0.2524338789999998,-0.5372886059999997,0.5809128020000003,1.3802863935000005,-0.9045750370000007,0.09591121550000016,-0.11549981350000005
cra_crp__delcra_ac__2,3.0733537263264554,-1.4973395620000003,0.2739452050000004,-0.6994160290000001,0.6237719419999994,1.2068412335000005,-0.8892665750000006,-0.051466273499999986,-0.9829982665
cra_crp__delcra_fru__1,1.063185608965856,-0.3717229190000016,0.519048295000001,-0.41271399599999903,0.4457110719999999,1.1164933134999997,0.9490052079999992,0.4381540525000007,0.39255190250000016
cra_crp__delcra_fru__2,1.1354043824375657,-0.3274177810000012,0.5125246539999999,-0.4708747079999993,0.527806022,1.1712108934999996,0.7474269769999989,0.5490068335,0.054802496500000235
cra_crp__delcra_glc__1,1.4196654286432524,0.12884690899999818,0.12657313600000109,0.2887546330000008,-0.06741425999999963,0.12656602749999912,0.3820208819999991,0.2574579395000001,-0.5937271145000003
cra_crp__delcra_glc__2,1.1171605549048678,0.1125112399999999,0.12613725399999964,0.13722761800000072,-0.00946141200000028,0.3054025404999994,0.27677717999999984,0.2698259865000017,-0.5281016595000001
rpoB__wt_031__1,2.5478192145461303,-0.5041465600000006,0.3966465879999994,-0.3965050959999985,0.4189900820000005,-0.01311050650000034,-0.3800028070000003,-0.3415813295000003,-0.29336126249999994
rpoB__wt_044__1,2.7799219021748525,-0.16569129400000016,0.4535192749999997,0.02269771600000059,-0.0027066280000003213,-0.3553899144999999,-0.8839881330000008,0.11219308750000057,-1.4081462065
rpoB__wt_lb__1,3.6452780875652624,-1.5945388620000012,1.5404025160000003,0.3573705380000005,0.5912388619999991,-0.2597101285000001,-1.6938826850000006,0.5881046484999999,-0.4218977595
rpoB__wt_lb__2,3.2893434796524628,-1.5149685740000018,1.4498660660000002,0.14202806700000092,0.5552148619999997,-0.09402207049999944,-2.2864846320000005,0.4456274494999999,-0.8285485345000001
rpoB__rpoBE546V_031__1,0.5012422863906064,-0.4355692470000001,0.6855142030000003,-0.09645159000000003,1.0753228020000003,-0.1981652485000005,-1.2230989660000002,-0.10447847550000056,-0.053327935500000034
rpoB__rpoBE546V_044__1,0.4562712129648731,-0.5181131410000006,0.5397848889999999,-0.20095585400000093,1.0465195620000003,-0.3023233225000013,-1.6209993030000005,-0.08270643449999948,-0.5446679595000001
rpoB__rpoBE546V_lb__1,2.274856449026252,-1.1742256630000014,1.1811762560000003,0.34079461600000105,0.6638522620000007,0.3876143204999991,-4.590305712000001,0.3906797055000002,-1.3006954505
rpoB__rpoBE546V_lb__2,2.7420863692084243,-1.334861689000002,1.0979101460000005,0.3210304190000013,0.6135239919999993,0.3335515074999993,-4.123642256000001,0.44091671450000014,-1.3117019505000005
rpoB__rpoBE546V_glc__1,-0.4907505661548027,-0.018445820000000168,-0.04242210600000007,0.30600849800000063,0.12999292800000006,-0.6545773315000005,-1.6761921150000003,-0.3587007084999998,-0.5897849074999999
rpoB__rpoBE672K_glc__1,0.0303277392433525,0.2500893559999984,-0.5294595540000007,-0.6298494129999979,-0.9269440880000008,-0.5548539235000014,-3.8318325000000013,-0.8582225215000001,-0.5478677385000001
rpoB__rpoBE672K_glc__2,-1.2530103736962488,0.33684567099999896,-0.4737282469999986,-0.29711597799999895,-0.9221537669999992,-0.4825371655000002,-3.5912280410000013,-0.6973849044999998,-0.4593972715000001
rpoB__rpoBE672K_lb__1,1.2491852969488082,0.3932406629999985,0.035597011000000116,0.3612460330000005,-0.9664375940000004,-0.7147466745000006,-3.4312521480000004,0.12599003650000018,-1.4922362445
rpoB__rpoBE672K_lb__2,2.000012495116752,0.4312921239999987,0.07509867000000092,0.3205323299999998,-0.8909124800000008,-0.5751257595000006,-3.041157977000001,0.15349259949999985,-1.1146335354999999
crp__wt_fru__1,0.0545177313575404,-0.14729151400000084,-0.19600093400000065,0.5320481320000008,-0.08924797200000079,-0.1538534355000003,-1.5136688020000006,-0.4725241865000003,-0.008341695499999968
crp__wt_glyc__1,0.6496551013196137,-0.07463161400000118,-0.08909652200000018,0.18564382600000065,0.382196532,0.8547513035000005,-1.5275869670000009,-0.4338023084999998,0.15605778850000007
crp__wt_glyc__2,0.910647001833887,-0.12495495400000145,-0.1903415319999997,0.3697497540000008,0.29671736199999893,-0.3558074864999998,-1.3918291500000008,-0.4517896045000001,-0.1837473445
crp__delar1_glyc__1,2.2619155941057536,-2.31144513,0.5840968219999993,0.7823784220000007,0.457625371999999,-2.7832181105,2.070122979999999,0.7869022914999997,-0.19862688650000004
crp__delar1_glyc__2,3.3162191063464754,-2.0626468130000024,0.7408784060000002,0.9681257690000012,0.3320905520000004,-3.0178447755000004,2.6419832590000007,1.0605303565000002,-0.8089449365000001
crp__delar1ar2_glyc__1,0.660619161769949,-0.7898878120000017,0.6363256530000001,0.4993884820000005,0.19362971600000026,0.6731040554999996,-0.1136686830000011,0.4460130265000002,-0.4051134055000001
crp__delar1ar2_glyc__2,1.094414389734982,-0.7997238070000012,0.7106710189999994,0.6153215140000015,0.33613993200000003,0.4101253484999994,-0.3955740590000003,0.4088875744999987,-0.9604785055
crp__delar1ar2_glyc__3,1.4772443332225522,-0.7153701449999996,0.7162020570000003,0.8167262870000007,0.2143648299999992,-0.13393333149999975,0.1327313229999989,0.4974127275000004,-0.9688649415
crp__delar2_glyc__1,4.143999366030256,-1.3984592660000017,0.184588754,1.198058049000001,1.187215512,-3.5986451815,2.927945046,1.2369219454999998,-0.7715262925000002
crp__delar2_glyc__2,4.576968023264173,-1.0669157610000006,0.17830120100000002,1.324648829000001,1.0412096020000003,-4.0364308885,3.1485052039999992,0.8874602844999986,-0.1879631085
crp__delar2_glyc__3,4.9923566397731625,-0.907967879000001,0.2581962700000009,1.4299874170000004,1.0004265120000009,-4.0695735795,2.647964815999999,1.0767604395,-0.43001422149999996
crp__delcrp_fru__1,2.368483245423616,-1.3935369910000013,1.3911438060000003,0.34806596700000103,1.4035451519999995,0.8842177534999998,0.4850931359999997,0.5996688084999997,-1.4963329715
crp__delcrp_fru__2,2.970240902567314,-1.2891608100000005,1.3654766960000018,0.24217671600000035,1.3121425020000004,0.8904258135000003,-0.1370650230000008,0.5703166005,-2.0220257015
crp__delcrp_fru__3,2.167094574437424,-1.3024303570000004,1.3627208460000002,0.4243764640000007,1.3327748219999993,0.6880906795000001,0.682238375999999,0.5036175315000015,-0.3137360245000003
crp__delcrp_glc__1,2.386264182302443,-1.361932554000001,1.3585496159999997,0.7647967300000005,1.2202025120000002,0.5061445014999997,-0.17570992200000113,0.2273135154999997,-1.1292500525
crp__delcrp_glc__2,1.9707702200870736,-1.3003734910000002,1.3477543060000006,0.7711156849999998,1.232196922,0.5291046865000002,-0.26036180900000083,0.3345255854999998,-1.2327930795
crp__delcrp_glc__3,1.9088910553698928,-1.1124511130000003,1.385312095999998,0.6997878070000008,1.218558562,0.5051303775000004,-0.04027403900000071,0.4058469044999997,-2.0220257015
crp__delcrp_glyc__1,-0.6526169035675625,-1.1573392850000008,0.9287191660000004,-0.23961477399999964,1.4730303219999996,2.0205139935,-0.13671069100000022,0.4500058444999997,-2.0220257015
crp__delcrp_glyc__2,-1.261646094243495,-1.1598483830000017,1.041311906000001,-0.3098474289999995,1.491695502000001,1.9986299434999992,0.3473777529999991,0.3381277484999998,-1.6859030135000002
crp__delcrp_glyc__3,-0.9006310675925184,-1.1433021230000016,0.9504081660000008,-0.3121626159999993,1.4256353120000007,1.9790883135,0.21033468899999885,0.4754143025000008,-0.4525315965000001
glu__glu_ale3__1,2.5760218834389885,-2.4955190070000013,0.9075265760000004,0.5157148040000008,0.7930836120000002,-1.600905147500001,-1.7340061170000007,-0.4428699924999995,-1.0485003865000002
glu__glu_ale4__1,0.0976422408357207,-0.4643393660000008,-0.05582856300000039,-0.38966496000000017,-0.2613450630000003,-1.0016963244999992,-3.6199439400000006,-0.2461249024999992,-0.7135305184999999
glu__glu_ale5__1,0.1489295135195055,-0.29722836100000016,0.09422176900000068,-0.5599653759999992,-0.923966688,-1.1663339565000008,-2.723951767000001,-0.6606236855000001,-0.8955469395000001
glu__glu_ale6__1,-0.3951301915821586,0.5807855329999985,-0.4079774069999989,0.14118597900000118,-1.0723884590000008,-0.017663708500000652,-3.0393932450000007,-0.7887084074999997,-0.7782818445000002
glu__glu_ale8__1,1.1200892719305453,-2.4643653909999994,0.9552785759999995,1.0573599430000007,0.8990942620000002,-2.1667192575000005,-0.22221637600000044,0.2722742915000005,-0.9406699725
glu__glu_ale9__1,0.8586476720099446,-1.9674450509999997,0.5717934289999995,-0.09002803000000004,-0.267016099000001,-1.1661499244999989,-1.630802364000001,-0.2739036004999997,-1.2478873895
glu__glu_ale10__1,0.8297997800371744,-2.206022964000001,0.6147063750000008,0.060623077000000684,-0.0609958190000004,-1.6417881635000011,-1.5851276350000003,-0.7454388865000006,-1.2502497184999999
42c__wt_42c__1,2.925679626027722,-0.29624819500000044,0.3285913830000009,1.1278154430000011,-0.2815316019999994,-2.4575876935000007,0.07167291899999917,-0.06704781849999986,-1.2987753715
42c__42c_ale1__1,3.6931131615272377,-1.8396286730000009,1.071597756000001,0.3267172499999997,-0.4853856130000001,-2.2310699415000004,0.12703749599999892,0.1811508085,-1.6914643855000002
42c__42c_ale2__1,0.6636158917303617,-0.5883783730000012,0.33076163700000016,0.1740584640000007,-0.28717722000000023,-1.1558483514999995,-0.4466622700000009,-0.3306118815000003,-2.0220257015
42c__42c_ale3__1,2.289694116309437,-0.5663624230000011,-0.15167118699999982,0.3805905240000014,-0.5307598339999995,-0.08733282050000035,-1.0538940220000006,-0.1838051574999993,-0.9537263555
42c__42c_ale4__1,2.061403063849641,-3.1244803500000007,0.032578979000000174,0.09251782800000097,-0.06679679299999998,-1.6271670394999995,-0.6150199810000005,0.4484809985,-0.8617754095000001
42c__42c_ale5__1,0.7979799117791518,0.6678193929999985,0.14312536699999967,0.2836592970000007,-0.4238999000000003,-0.13167646249999976,0.15451359799999942,0.3130631115,-0.9509937345
42c__42c_ale6__1,6.7460452105546285,-1.4614581280000003,1.327478846,0.18858029600000048,-1.6790261920000005,-2.5998982165000006,1.0480983979999996,-0.049182822499999716,-1.6786209165
42c__42c_ale8__1,1.592968348024797,-2.5209504390000017,0.7806890660000008,-0.361422739,-0.6158962060000004,-1.8597095385000009,1.6079548259999985,-0.09290142249999978,-0.9158769995
42c__42c_ale9__1,0.8031680292647951,0.4329414269999994,-0.2279726649999993,0.16581330500000035,-0.5299862819999994,-0.7200812264999996,-0.3512002770000011,-0.05750777349999936,-1.4055887055
42c__42c_ale10__1,2.658430939834141,-2.646074774000001,0.3879943529999999,0.4651881390000012,-0.5234000390000002,-2.4771315815,1.3414612339999996,-0.008791543499998333,-1.3826913575000002
ssw__wt_ac__1,2.919158423316097,-0.6837130830000007,1.138140236,-0.06717262899999897,1.2230336019999992,0.6486137195000001,-1.3401287210000006,-0.8583090594999998,-0.9759854765
ssw__wt_glc__1,0.3469571110017414,0.16561754499999992,0.19990372800000067,-0.4372235719999989,-0.6345283510000002,-0.3878714535000008,1.0029033159999985,0.0038348415000015726,0.8769386554999999
