,A,Fis,Crp,Cra
ros_tale__17_104_250pq__1,-1.4370524821,-0.798885511,0.982030343,0.0812509235
ros_tale__17_104_250pq__2,-1.8501133791000002,-1.3571465950000001,1.277154773,0.1340662715
ros_tale__17_104_250pq__3,-2.0378262204,-1.15584676,1.232406513,0.13120154350000002
ros_tale__17_104_250pq__4,-1.4654553183,-0.488770535,0.6953416530000001,0.44656925750000004
ros_tale__17_104_750pq__1,-2.1538630287,-0.394457761,1.004531303,-0.0739377235
ros_tale__17_104_750pq__2,-2.8255477184,-0.48706914900000003,0.830057743,-0.2845179285
ros_tale__18_24_250pq__1,-0.41619642430000003,-0.29239659700000004,0.46653734300000005,-0.6032428495000001
ros_tale__18_24_250pq__2,-0.3790661528,-0.031356612,0.224964563,-0.46701283250000003
ros_tale__18_36_0pq__1,-1.2984824868,-1.190171151,1.323272493,-1.4705291445
ros_tale__18_36_0pq__2,-1.0508676694,-1.39178657,1.432955703,-1.5110344755
ros_tale__18_36_0pq__3,0.6750835430000001,0.741247273,0.225153443,-0.7193799725000001
ros_tale__18_36_0pq__4,0.316834919,0.529143883,0.48006017300000003,-0.6490187325
ros_tale__18_36_250pq__1,-0.0136569736,0.282586606,0.43674846300000003,-0.4738400555
ros_tale__18_36_250pq__2,0.0383198837,0.364805561,0.46680216300000005,-0.46078631950000004
ros_tale__18_36_750pq__1,0.2924374907,-1.109809858,0.390658013,-1.6813225135
ros_tale__18_36_750pq__2,0.1759267813,-1.2697995020000001,0.545242793,-1.9262534625
ros_tale__19_91_0pq__1,-1.3393874946,-1.13647757,0.982287223,0.0729017255
ros_tale__19_91_0pq__2,-1.2996871672,-1.288805471,0.887445543,0.0301951285
ros_tale__19_91_250pq__1,-1.6787930480000002,-0.833868461,0.5704754430000001,0.0068234285
ros_tale__19_91_250pq__2,-1.8007833238000002,-0.9433104050000001,0.592155203,0.008452494500000001
ros_tale__19_91_750pq__1,-2.868328331,-0.22890021200000002,0.307201803,0.0652730285
ros_tale__19_91_750pq__2,-1.9357702441,-0.292517462,0.42239436300000005,-0.07703132950000001
ros_tale__19_91_750pq__3,-3.6772547488000003,-0.718536917,0.6522730330000001,0.2977637655
ros_tale__19_91_750pq__4,-3.083020161,-1.7631005100000001,0.25258847300000004,-0.2856802855
ros_tale__21_97_0pq__1,-0.7121189207,0.22472915400000001,-0.387833971,-0.5243826455
ros_tale__21_97_0pq__2,-0.2412636632,0.503618743,-0.184451325,-0.6817049615
ros_tale__21_97_250pq__1,0.1430149731,0.30954515200000005,0.006036631000000001,-0.7486143145
ros_tale__21_97_250pq__2,0.4228756864,0.44701791,0.018638846,-0.8642061935
ros_tale__21_97_750pq__1,-0.4967090042,-0.535764962,0.231216303,-0.4865923955
ros_tale__21_97_750pq__2,0.3133668785,0.494515953,-0.144563632,-0.7176516725000001
ros_tale__25_111_0pq__1,-0.0766411746,0.07697432600000001,0.079864026,-0.5937339485
ros_tale__25_111_0pq__2,-1.2778453742,-0.794991961,0.7592634930000001,-0.5820296405000001
ros_tale__25_111_250pq__1,-0.0045211725,0.11033218800000001,0.17330999300000002,-0.8990815385
ros_tale__25_111_250pq__2,-1.3202548755999999,-0.5383455380000001,0.429255013,-1.1276856055
ros_tale__25_111_750pq__1,-1.3582651499,-0.7730443090000001,0.557660793,-0.8359586505000001
ros_tale__25_111_750pq__2,-1.1718731599,0.07180531200000001,0.305956793,-0.6881410185
ros_tale__29_119_0pq__1,-2.0925266666,-0.488391738,0.860010453,-1.1326019405
ros_tale__29_119_0pq__2,-1.5516885882,-0.488614243,0.9657211630000001,-1.5382685365
ros_tale__29_119_250pq__1,-2.4708001357000002,-0.9212534760000001,0.8571940530000001,-1.6041490395
ros_tale__29_119_250pq__2,-2.7901981694,-1.341048917,0.8164901330000001,-1.6278803795
ros_tale__29_119_750pq__1,-2.277890927,-0.8227946340000001,1.026877023,-1.5524263975
ros_tale__29_119_750pq__2,-2.1727843397,-0.7322588760000001,0.8530044830000001,-1.7091536335000002
ros_tale__ALE4_0pq__1,-0.3782850226,0.813015153,0.329227253,-0.3913418295
ros_tale__ALE4_0pq__2,-0.447043619,0.7591989330000001,0.307710333,-0.39135513250000004
ros_tale__ALE4_250pq__1,0.7945646883,-2.169698637,1.452259763,-0.4698383085
ros_tale__ALE4_250pq__2,0.7373872458,-2.011124475,1.438498573,-0.4925657765
pcoli__atASMT_325G__1,0.3077040182,-0.011270601,0.39244801300000004,-0.0535416535
pcoli__atASMT_325G__2,0.09490337010000001,-0.17708870100000002,0.38625268300000004,-0.0019762775
pcoli__bpTDC__1,0.6368871897,-0.475502034,0.406975843,-0.23294458750000002
pcoli__bpTDC__2,0.18163900900000002,-0.5747615420000001,0.42339976300000004,-0.3589759355
pcoli__BRCA__1,0.3159744157,0.051253021,0.19224848300000003,-0.23367239250000002
pcoli__BRCA__2,0.25208729950000003,0.08475666700000001,0.130605479,-0.1479608715
pcoli__BRCActrl__1,-0.450648445,-0.889743774,0.529755863,0.4316906485
pcoli__BRCActrl__2,-0.441812095,-1.410077335,0.603931893,0.4418792695
pcoli__BRCAswap__1,1.0733784571,-0.441923204,0.502758963,-0.39478299650000004
pcoli__BRCAswap__2,1.4087981572000001,-0.437418303,0.5975511530000001,-0.4391806895
pcoli__btAANAT__1,0.6430756669000001,-0.19023234900000002,0.44156927300000004,-0.2918731385
pcoli__btAANAT__2,1.1529857396,-0.330179249,0.593116823,-0.4243901335
pcoli__btASMT__1,0.6929872353000001,-0.298295129,0.526768513,-0.3907064275
pcoli__btASMT__2,0.4824262154,-0.181190771,0.43985790300000005,-0.3939355525
pcoli__CC1__1,1.385241074,-0.61110794,0.525016043,-0.5075404345
pcoli__CC1__2,0.7645593455,-0.485290655,0.7535511330000001,-0.4155527295
pcoli__ccCOMT__1,-0.0018511779000000002,-0.273241144,0.324298403,-0.0059533115
pcoli__ccCOMT__2,0.3043712127,-0.332130158,0.324672993,-0.0902870305
pcoli__ckDDC__1,1.2392928743,-0.8340731840000001,0.44124815300000003,-0.44826330750000004
pcoli__ckDDC__2,0.9157244571,-1.022077783,0.327799773,-0.3031650215
pcoli__CNTF_belt__1,0.1413059931,-0.456741275,0.45389948300000005,-0.3959299195
pcoli__CNTF_belt__2,0.5172103504000001,-0.775460911,0.769870103,-0.5517080185000001
pcoli__cobPNMT__1,0.3857005617,-0.289011463,0.319938133,-0.4505728425
pcoli__cobPNMT__2,0.2527494779,-0.28012710300000004,0.31512674300000004,-0.3180246335
pcoli__cvPhhB__1,0.06757450400000001,-0.318991666,0.310797363,-0.0298774355
pcoli__cvPhhB__2,0.3052797275,-0.38849757,0.447846893,-0.0773141755
pcoli__ggAANAT__1,0.1998704905,-0.19019660400000002,0.307534513,-0.0780439325
pcoli__ggAANAT__2,0.1354650386,-0.26493351800000003,0.222644383,-0.1007848135
pcoli__ggTPH__1,0.7699122408,-0.13487748400000002,0.341263333,-0.23930687850000001
pcoli__ggTPH__2,0.4496160368,-0.138849798,0.27857460300000003,-0.1298938775
pcoli__hsAANAT__1,1.5694285004,-2.093234557,0.729185823,-1.2549768925
pcoli__hsAANAT__2,1.2909324145,-1.468642403,0.851554463,-1.0062410225
pcoli__hsASMT__1,0.3568040696,-0.201932149,0.358384973,-0.1182674875
pcoli__hsASMT__2,0.3983918596,-0.192149582,0.436830013,-0.1310490315
pcoli__hsPNMT_mb__1,0.3123653259,-0.15644791600000002,0.303904393,-0.24581995550000002
pcoli__hsPNMT_mb__2,0.5144901167,-0.112944189,0.315796993,-0.2672729775
pcoli__hsTPH__1,-0.2636790841,0.09360618400000001,0.05462642,-0.4479507995
pcoli__hsTPH__2,-0.0012361958,0.043564501000000005,0.23617991300000002,-0.3329615755
pcoli__hsTPH_E2K__1,1.2003794057000001,-0.5716579890000001,0.708976563,-0.4795134935
pcoli__hsTPH_E2K__2,1.0321419884,-0.774450716,0.661218473,-0.6385117715
pcoli__hsTPH_E2K_N91I_P99C__1,-0.0450628252,0.202692071,0.188410083,-0.3112332625
pcoli__hsTPH_E2K_N91I_P99C__2,0.075967169,0.003575435,0.048706611000000004,-0.28910934650000003
pcoli__hsTPH_N158trunc__1,0.3789198265,-0.975307558,0.450496543,-0.5380165845
pcoli__hsTPH_N158trunc__2,0.1359047156,-0.9806343980000001,0.38589769300000004,-0.3179384205
pcoli__hsTPH_N174trunc__1,0.6503004178,-0.384618308,0.383639033,-0.42690148850000004
pcoli__hsTPH_N174trunc__2,0.7810613053000001,-0.716433536,0.653379393,-0.3229992045
pcoli__hsTPH_Ntermtrunc__1,1.5262137287000002,-1.568799622,0.507616873,-0.6174020625000001
pcoli__hsTPH_Ntermtrunc__2,1.3666644977,-0.9768274640000001,0.580596903,-0.6844888675
pcoli__hsTPH1__1,1.6808300376,-0.437269283,0.525567793,-0.31323234450000004
pcoli__hsTPH1__2,1.4470639448,-0.397786323,0.541530923,-0.3735665535
pcoli__MBP__1,1.4527102996,-1.140861184,-0.3459771,-0.2203023745
pcoli__MBP__2,1.7325611923,-1.226207122,0.026489270000000002,-0.6244880495
pcoli__msCOMT__1,1.1775131609,-0.021112979,-0.10757295,-0.0322700805
pcoli__msCOMT__2,0.8468235052,0.039959366,-0.092380891,-0.09055434350000001
pcoli__ocAANAT__1,0.1390954624,-0.048606564000000005,0.31963151300000003,-0.1464369335
pcoli__ocAANAT__2,-0.0580599767,-0.144021231,0.29391968300000004,-0.12132427350000001
pcoli__osTDC_K374H__1,1.4641206917,-1.025185535,0.686319663,-0.45769461250000004
pcoli__osTDC_K374H__2,1.5909985333,-0.8850562999999999,0.6933763230000001,-0.5149108415
pcoli__osTDC_K374L__1,0.5003793853,-0.551923025,-0.030107003,0.11737051450000001
pcoli__osTDC_K374L__2,0.3784667849,-0.68403133,0.15281107300000002,-0.0193505995
pcoli__osTDC_K374Q__1,1.2040691922,-0.35945396300000004,0.448557103,-0.3896166835
pcoli__osTDC_K374Q__2,1.0232420745,-0.39302806100000004,0.464314863,-0.39900950550000003
pcoli__osTDC_L360V__1,-0.11774276780000001,-0.19431978700000002,0.296624173,-0.21113180950000002
pcoli__osTDC_L360V__2,-0.24207313830000002,-0.446074342,0.38201686300000004,-0.23261660250000002
pcoli__pmTPH__1,0.18983581670000002,-0.12354388100000001,-0.100263604,-0.0799609865
pcoli__pmTPH__2,0.0341355318,-0.22536154,0.082263955,-0.1009678865
pcoli__RFC__1,0.3844113683,0.153328911,0.068137152,-0.4363782805
pcoli__RFC__2,-0.1670762834,0.15010547400000002,0.008882816,-0.3421102535
pcoli__RFCctrl__1,1.5630830814999999,-1.466247372,0.452268993,-1.0692868685
pcoli__RFCctrl__2,1.222939256,-1.620800682,0.516558493,-1.3051590585000001
pcoli__RFCnopause__1,1.6738456945,-1.6812206600000001,0.670868723,-1.1486698065
pcoli__RFCnopause__2,1.7761821863,-2.06607452,0.6748039730000001,-1.3585629915
pcoli__RFCpluspause__1,1.3500048021,-2.047095154,0.764061093,-0.9141675615
pcoli__RFCpluspause__2,1.7184548686,-2.533689063,0.521421413,-0.7883406125
pcoli__rnCOMT_sol__1,1.6602779634,-1.566735757,0.8270174130000001,-1.0786107555
pcoli__rnCOMT_sol__2,1.7271037875,-1.5657754210000001,0.6395325230000001,-1.1564564395
pcoli__rnPNMT__1,0.09917253250000001,-0.13415411400000002,0.16358693300000002,0.0021429315
pcoli__rnPNMT__2,-0.1731152433,-0.21160508500000003,0.07451194300000001,0.07630186950000001
pcoli__rnTDC__1,0.0876411059,-0.172894332,0.087983618,-0.1678007745
pcoli__rnTDC__2,-0.1379102587,-0.254799993,0.171146073,-0.17603646050000002
pcoli__rnTDC_trunc__1,1.1168403609,-0.529971081,0.30755714300000003,0.0290134925
pcoli__rnTDC_trunc__2,1.0591363698,-0.800165734,0.43504015300000004,0.037046314500000004
pcoli__saCOMT_T2A__1,0.1976220015,-0.22602116300000002,0.333583893,0.046489893500000004
pcoli__saCOMT_T2A__2,0.22077186440000002,-0.17557904900000001,0.403870763,0.0535411385
pcoli__sfCOMT__1,-0.1852322872,-0.02486893,0.157244413,-0.42329244850000003
pcoli__sfCOMT__2,-0.3103680687,-0.118273362,0.06503750800000001,-0.35858088250000003
pcoli__sgAANAT_D63G__1,0.3093105714,-0.106326924,0.18900217300000002,-0.1751983355
pcoli__sgAANAT_D63G__2,-0.0867091574,-0.087535345,0.430522603,-0.08475152650000001
pcoli__ssDDC__1,0.4489550326,-0.140873989,0.20759201300000002,-0.0924200195
pcoli__ssDDC__2,0.4647673519,-0.272476587,0.325140303,-0.1918927075
pcoli__TP53B__1,0.4557847833,-0.41307885800000005,0.423739103,-0.2322266925
pcoli__TP53B__2,0.4404173391,-0.45013493,0.44374538300000005,-0.29222066350000003
pcoli__WT__1,1.384943445,-1.531564796,0.547181673,-0.6626199635000001
pcoli__WT__2,1.3798711952,-1.273720573,0.433431683,-0.5518119805
cck__glu_ale4__1,-0.3652878049,0.505883913,0.10431546100000001,-0.2689649585
cck__glu_ale4__2,-0.6308321341,0.821926653,0.212229043,-0.5186773875
cck__cck_ale1__1,-0.31953465740000003,0.924229603,0.14875797300000002,-0.5003678425
cck__cck_ale1__2,-0.1727658967,0.9312019530000001,0.21173196300000002,-0.5049330885000001
cck__cck_ale2__1,-0.2837731545,0.9990398030000001,0.24320085300000002,-0.6694244875
cck__cck_ale2__2,-0.5384529743,1.018394503,0.21966280300000002,-0.6482969055000001
cck_pgi__gmos_delpgi__1,0.4305465089,-0.899698125,0.6099491930000001,-0.5053467015
cck_pgi__gmos_delpgi__2,0.18429917910000002,-1.660006612,0.5151660730000001,-0.1422311275
cck_pgi__pgi_ale1__1,-0.0974558777,0.04156604,0.087196909,-0.1942388005
cck_pgi__pgi_ale1__2,0.0424498205,0.33034861400000004,0.47036157300000003,-0.3963984005
cck_pgi__pgi_ale2__1,0.6668762479,-0.028980199,0.645027843,-0.34675106650000004
cck_pgi__pgi_ale3__1,0.23569305780000002,0.071002112,0.257702043,-0.3342527415
cck_pgi__pgi_ale3__2,-0.0392645897,0.524823123,0.527121343,-0.4355092025
cck_pgi__pgi_ale4__1,0.1118135289,0.613167463,0.02567041,-0.5013595555
cck_pgi__pgi_ale4__2,0.004974206100000001,1.073195183,0.149264913,-0.8678637295
cck_pgi__pgi_ale4__3,1.3941425587,1.067136573,0.23104943300000003,-0.7653597695000001
cck_pgi__pgi_ale5__1,0.618045401,0.030495003000000003,0.264446703,-0.0822006035
cck_pgi__pgi_ale5__2,0.457985189,0.705815403,0.491011093,-0.22570723650000002
cck_pgi__pgi_ale6__1,0.0652971842,0.280682719,0.40659345300000005,-0.3492184615
cck_pgi__pgi_ale6__2,0.1370089935,0.9257151330000001,0.629358233,-0.45643096050000004
cck_pgi__pgi_ale7__1,0.0593947612,0.13282970300000002,0.41980537300000004,-0.2254529905
cck_pgi__pgi_ale7__2,0.2952628442,0.6339075630000001,0.725253033,-0.2703454225
cck_pgi__pgi_ale8__1,0.0270094679,0.202845249,0.29002768300000004,-0.44332820850000004
cck_pgi__pgi_ale8__2,0.4442618619,0.746619483,0.6440838830000001,-0.6714113715000001
cck_sdh__gmos_delsdhCB__1,-0.3381516834,-0.6862685350000001,0.8479485130000001,-0.0499181495
cck_sdh__gmos_delsdhCB__2,0.1036750953,-1.251237396,0.829896053,-0.1646915955
cck_sdh__sdh_ale1__1,-0.475912692,0.215793481,0.544071473,-0.2973217535
cck_sdh__sdh_ale1__2,-0.2476747337,0.25013338300000004,0.5592394930000001,-0.2008397965
cck_sdh__sdh_ale2__1,-0.3365651959,0.567799503,0.47991167300000004,-0.19418119350000002
cck_sdh__sdh_ale3__1,-0.0860349041,0.490965223,0.556417913,-0.13329255950000002
cck_sdh__sdh_ale3__2,-0.0919941439,0.5491284430000001,0.493899293,-0.33135345850000003
cck_sdh__sdh_ale3__3,-0.13996519500000001,0.6079372030000001,0.485328093,-0.2994175625
cck_pts__gmos_delptsHIcrr__1,5.339717914,-1.682165173,0.464496883,-0.0689478555
cck_pts__gmos_delptsHIcrr__2,5.7703445531,-1.461705941,0.649161093,-0.1771836545
cck_pts__pts_ale1__1,-4.4596714651,-0.177776235,0.32947587300000003,-0.0952594625
cck_pts__pts_ale1__2,-4.9351930466,-0.10585025,0.296778353,-0.1430249505
cck_pts__pts_ale2__1,2.5966112231,0.926867473,0.201890953,-0.3353655205
cck_pts__pts_ale2__2,2.4867799863,0.9838625230000001,0.275129713,-0.4638504845
cck_pts__pts_ale3__1,-6.4488236858,0.44598031,-0.445342181,-0.0728756265
cck_pts__pts_ale3__2,-5.8475090717,0.33252285600000003,-0.14552193800000002,0.0661296145
cck_pts__pts_ale4__1,3.2310462211,1.103807313,0.420678743,-0.5897447965
cck_pts__pts_ale4__2,3.2233656614,1.102480433,0.387503033,-0.7425464545
cck_gnd__gmos_delgnd__1,0.06860294160000001,-0.7003994570000001,0.515541103,-0.0072481435
cck_gnd__gmos_delgnd__2,1.1077739315,-0.8152674910000001,0.419079603,0.08587059450000001
cck_gnd__gnd_ale1__1,-0.7784412687000001,0.852664653,0.113228532,-0.4764336645
cck_gnd__gnd_ale1__2,-0.847987916,0.914661743,0.145492598,-0.34005364650000003
cck_gnd__gnd_ale2__1,-0.5530735326,0.815686463,0.057324061,-0.5165471375
cck_gnd__gnd_ale2__2,-0.4817501702,0.714907623,0.051602317,-0.4222115155
cck_gnd__gnd_ale3__1,-0.9259176569,0.612630593,0.047017895000000004,-0.4781938365
cck_gnd__gnd_ale3__2,-0.5929050247000001,0.7192821530000001,0.07806117700000001,-0.4184485215
cck_tpiA__gmos_deltpiA__1,0.22823351490000002,-0.704409532,0.554945433,-0.43855791650000003
cck_tpiA__gmos_deltpiA__2,-0.5521292383,-1.3014445810000002,0.648474443,-0.5393699855
cck_tpiA__tpiA_ale1__1,0.257231,0.09424539800000001,0.5753141230000001,-0.5422065135
cck_tpiA__tpiA_ale1__2,0.1673338266,0.14168334,0.5862271530000001,-0.5308042155
cck_tpiA__tpiA_ale2__1,0.6308039277,-0.08228613900000001,0.693161793,-0.3575995035
cck_tpiA__tpiA_ale2__2,0.6779205267,-0.233703926,0.48257620300000004,-0.3596872345
cck_tpiA__tpiA_ale3__1,-0.2001755657,-0.025260198,0.44486670300000003,-0.41798636050000004
cck_tpiA__tpiA_ale3__2,0.2779945522,-0.213854813,0.424267453,-0.4836626155
cck_tpiA__tpiA_ale4__1,0.1500328342,0.065691751,0.227203863,-0.3358756155
cck_tpiA__tpiA_ale4__2,0.0233221056,0.06798954900000001,0.196128253,-0.4389650775
acid_tale__acid_ale1_pH7__1,-0.9300442878,1.677637973,0.152688973,-0.7334999485
acid_tale__acid_ale1_pH7__2,-0.9210360553,1.654230823,0.12606668000000001,-0.7484703015
acid_tale__acid_ale1_pH5__1,-0.7276884421,-0.135117663,0.7941495230000001,-0.4678920375
acid_tale__acid_ale1_pH5__2,-1.0393258867,-0.253917123,0.815270033,-0.3930017975
acid_tale__acid_ale2_pH7__1,-0.7051377373000001,1.343894353,0.338840073,-0.4118136355
acid_tale__acid_ale2_pH7__2,-0.8026720385,1.3603879330000002,0.323054463,-0.47630258550000004
acid_tale__acid_ale2_pH5__1,-0.2218593666,1.134575633,0.432644723,-0.1895000095
acid_tale__acid_ale2_pH5__2,-1.0924202532,0.37238132900000004,0.485480993,-0.4798766975
acid_tale__low_Mg_ale_pH7__1,-1.0792051371,1.4060087430000001,0.300746703,-0.2781370405
acid_tale__low_Mg_ale_pH7__2,-1.363047168,1.417445993,0.34624546300000003,-0.2569315545
acid_tale__low_Mg_ale_pH5__1,-0.17144060930000002,1.189698423,0.608588733,0.1020968525
acid_tale__low_Mg_ale_pH5__2,-0.33355096970000003,1.126604253,0.557231563,-0.014786704500000001
acid_tale__MES_ale_pH7__1,-0.8875965119,1.3137433330000001,0.430531873,-0.36790245050000003
acid_tale__MES_ale_pH7__2,-1.1406203842,1.400252693,0.47473322300000004,-0.3178411205
acid_tale__MES_ale_pH5__1,-0.3878060036,1.019300913,0.475017483,-0.0216199515
acid_tale__MES_ale_pH5__2,0.0325467702,1.314459333,0.709374983,0.2312870575
acid_tale__gmos_pH7__1,-0.7974837333,1.196886203,0.42960406300000004,-0.4110757265
acid_tale__gmos_pH7__2,-1.0213485111,1.307364023,0.444629313,-0.3790623645
acid_tale__gmos_pH5__1,-0.8568887717,1.024005973,0.650228023,-0.0375262465
acid_tale__gmos_pH5__2,-0.7838227334000001,1.119354143,0.7174304530000001,-0.050952172500000004
adnB__wt_adn__1,-1.5214531773000002,-0.677205952,-0.41595584700000005,-0.6501832575000001
adnB__wt_adn__2,-2.8799842063,-0.037172529,0.229595813,-0.0186172025
adnB__delydhB_adn__1,-1.2066530427,-1.065463922,-0.53031891,-0.9902791435
adnB__delydhB_adn__2,-0.7219640122000001,-0.064368434,-0.264506101,-0.4512461615
ytf2__wt_glc__1,0.4598676713,0.008987107000000001,0.207994233,-0.1737854135
ytf2__wt_glc__2,0.4537739188,-0.129932574,0.253845453,-0.28562678350000004
ytf2__ybcM_glc__1,1.348890414,-1.2656698130000001,0.49687887300000005,-0.8907573165
ytf2__ybcM_glc__2,0.9271501816000001,-1.469114361,0.5496294230000001,-0.7758062415
ytf2__ydhB_glc__1,0.6369107902000001,-0.353112606,0.326151603,-0.3476782995
ytf2__ydhB_glc__2,0.48211891160000003,-0.472106036,0.395503043,-0.3220592405
ytf2__yfeC_glc__1,0.6443221121,-0.5366634530000001,0.20829614300000002,-0.2695613745
ytf2__yfeC_glc__2,0.4479290869,-0.573689821,0.37606821300000004,-0.2679638035
ytf2__yciT_glc__1,0.5873912086,-0.171629847,0.459934233,-0.2872460545
ytf2__yciT_glc__2,0.4751284074,-0.192592661,0.517486403,-0.37300834850000003
ytf2__ydiZ_glc__1,0.41161399270000004,0.001524434,0.28184425300000004,-0.3173679715
ytf2__ydiZ_glc__2,0.5013826448,-0.012161117,0.281401713,-0.2076009245
ytf2__ynfL_glc__1,0.7389128156,-0.328994441,0.510756223,-0.1688068245
ytf2__ynfL_glc__2,0.6492928866000001,-0.5615072870000001,0.523190413,-0.1585725195
misc2__dellon_glc__1,-0.0742368788,-2.37242681,0.48724811300000004,-0.9598467375
misc2__dellon_glc__2,-0.5852018781,-3.195650583,0.21544195300000002,-1.4587705855
ytf3__wt_glc2__1,0.30658276100000004,0.07296116300000001,0.456262873,-0.15415739850000001
ytf3__wt_glc2__2,0.13118835410000002,-0.10060843300000001,0.5116651830000001,-0.0095756325
ytf3__wt_pH7_lactate__1,-0.0549001946,0.042073914000000004,0.560872303,-0.17338632950000002
ytf3__wt_pH7_lactate__2,0.0556814848,-0.046343304,0.553273863,-0.1549683935
ytf3__wt_pH55_lactate__1,-0.3303418459,-0.025083225,0.778064203,0.0703285175
ytf3__wt_pH55_lactate__2,-0.1024441893,-0.07401990800000001,0.7423117130000001,0.022572651500000002
ytf3__wt_pH55_HCl__1,0.2263182842,-0.34046320500000005,0.615049543,0.1200614225
ytf3__wt_pH55_HCl__2,0.3448322632,-0.20643124200000001,0.6014201330000001,0.1057586445
ytf3__dyieP_pH7__1,0.2683392404,0.007122354,0.47916943300000003,-0.18636152050000002
ytf3__dyieP_pH7__2,0.3731437989,0.050976959,0.424966693,0.014338835500000001
ytf3__dyieP_pH55__1,0.0617987352,-0.158019299,0.439007113,-0.1386819535
ytf3__dyieP_pH55__2,0.08666842670000001,-0.315699601,0.623551333,-0.0539012405
