,A,TrpR
ml_abx__ctrl__1,-0.617243222,0.0344747475
ml_abx__ctrl__2,-0.7988764788,-0.08353337570000001
ml_abx__ctrl__3,0.1723222168,-0.053210749
ml_abx__ctrl__4,0.0543840374,0.2152262392
ml_abx__ctrl__5,0.5073391836,0.0071959605
ml_abx__ctrl__6,0.6820742630000001,-0.1201528225
ml_abx__dox__1,0.03134798,-1.3261416521
ml_abx__dox__2,0.2081345697,-1.1564800228
ml_abx__dox__3,0.9843781616,-0.598483544
ml_abx__glob__1,0.2572388561,0.2290089615
ml_abx__glob__2,0.8364207063,0.3911888797
ml_abx__glob__3,1.0243844425,-0.1829279419
ml_abx__lvx__1,0.5565852962,0.064533623
ml_abx__lvx__2,0.2750732187,-0.4627107312
ml_abx__lvx__3,1.6924117161,-0.16494611780000001
ml_abx__mec__1,-0.4815432626,-0.1429873844
ml_abx__mec__2,0.0749031069,0.0050511408
ml_abx__mec__3,0.6956482202000001,-0.22896965260000002
ml_abx__mem__1,-0.4161410628,0.0629455404
ml_abx__mem__2,-0.7629372016,-0.18204063380000002
ml_abx__mem__3,0.2863591117,-0.25354348990000003
ml_abx__nit__1,-1.5752617203,-1.1415918521
ml_abx__nit__2,-0.6814941673,-0.7028477698000001
ml_abx__nit__3,0.2802466233,-0.7083149093000001
ml_abx__ntx__1,-1.2790386472,-0.8647027199
ml_abx__ntx__2,-0.7637472386,-0.8704732084000001
ml_abx__nor__1,1.3031776806,-0.0917357345
ml_abx__nor__2,1.1861551906,0.0561115926
ml_abx__nor__3,2.6702920708,-0.1529728827
ml_abx__pb__1,-0.9364528202,0.2902526999
ml_abx__pb__2,-0.6415120980000001,0.25313975310000003
ml_abx__pb__3,-0.4043571254,0.3526814967
ml_abx__tmp__1,-0.1157154158,-0.5408662853
ml_abx__tmp__2,0.1132911625,-0.8025054327000001
ml_abx__tmp__3,1.214504988,-0.3496759708
mut_abx__del_mutS_000nor__1,-0.5447174968,0.0675650273
mut_abx__del_mutS_000nor__2,0.9005944461000001,-0.0556330134
mut_abx__del_mutS_000nor__3,-0.3558769493,-0.0119320139
mut_abx__del_mutS_125nor__1,-0.7268184821,-0.046124769
mut_abx__del_mutS_125nor__2,-0.27581488460000003,-0.1510573837
mut_abx__del_mutS_125nor__3,-0.8568762218,0.09006379760000001
mut_abx__del_mutS_250nor__1,-1.7531965411,-0.1908241974
mut_abx__del_mutS_250nor__2,-1.2640040587999999,-0.1033361346
mut_abx__del_mutS_250nor__3,-0.9886775986,-0.1290514295
mut_abx__del_mutS_375nor__1,-1.6067531639000001,-0.2164798883
mut_abx__del_mutS_375nor__2,-1.1990282412,0.24955817760000001
mut_abx__del_mutS_375nor__3,-1.8166036484,-0.0647119447
mut_abx__del_mutS_500nor__1,-2.1643243082,0.1655199365
mut_abx__del_mutS_500nor__2,-2.1958382198,0.1022595087
mut_abx__del_mutS_500nor__3,-2.4067211373,-0.3863849186
mut_abx__del_mutS_625nor__1,-3.3261308858,-0.2489769507
mut_abx__del_mutS_625nor__2,-1.7475008428,-0.079587007
mut_abx__del_mutS_625nor__3,-2.1350506373,-0.0648349334
mut_abx__del_mutS_750nor__1,-1.9087861545,-0.0456408614
mut_abx__del_mutS_750nor__2,-1.8448840254,-0.1088862035
mut_abx__del_mutS_750nor__3,-1.3393980878,0.2841376537
mut_abx__del_mutS_875nor__1,-1.4262784475,-0.1003687358
mut_abx__del_mutS_875nor__2,-1.2271272613,0.0060739995
mut_abx__del_mutS_875nor__3,-1.9663465005,-0.1342842347
nit_yeaG__wt_Nminus__1,1.315529723,0.43886904670000004
nit_yeaG__wt_Nminus__2,-1.315529723,-0.43886904670000004
nit_yeaG__wt_Nplus__1,-0.9583610763,0.5839584162
nit_yeaG__wt_Nplus__2,-0.6626089904,1.0314871083
nit_yeaG__del_yeaG_Nminus_24h__1,-5.5738418558,-2.2394393134
nit_yeaG__del_yeaG_Nminus_24h__2,-5.7238460208,-0.40557051310000003
nit_yeaG__del_yeaG_Nminus_24h__3,-0.38149294240000003,1.0850559667
nit_yeaG__del_yeaG_Nminus__1,1.0006988451,0.3924692638
nit_yeaG__del_yeaG_Nminus__2,-1.1216312467,-0.4298712604
nit_yeaG__del_yeaG_Nplus__1,-1.1058211859,0.5534353424
nit_yeaG__del_yeaG_Nplus__2,-1.1235462329,0.5726496243
opex__amp__1,0.26954671080000003,0.0990635186
opex__amp__2,0.1848681532,-0.0629953924
opex__amp__3,0.2005751198,-0.3437221816
opex__bak_amp__1,0.4752205102,0.1205489312
opex__bak_amp__2,0.5833865669,-0.4941708837
opex__bak_amp__3,-0.28875559230000003,-0.012952034500000001
opex__bak_kan__1,0.35482792560000004,-0.2401556505
opex__bak_kan__2,0.6113654392,0.1783087757
opex__bak_kan__3,-0.0135450872,-0.49264194510000003
opex__bak_nor__1,-0.0843347368,-0.0742171258
opex__bak_nor__2,0.047040122100000005,-0.1920987093
opex__bak_nor__3,0.22021432430000001,-0.2735353783
opex__bak_rif__1,1.5893948549,0.20614912900000001
opex__bak_rif__2,2.0046716668,-0.0599561747
opex__bak_rif__3,1.8957288209,0.2464996654
opex__chx_amp__1,-0.8269288089,-0.14345085970000002
opex__chx_amp__2,-0.15330705890000002,-0.0352137731
opex__chx_amp__3,-0.46094976670000004,-0.10160000500000001
opex__chx_kan__1,0.1968895257,0.0091170408
opex__chx_kan__2,-0.0843186303,-0.0203589674
opex__chx_kan__3,-0.2457074203,0.0309544793
opex__chx_nor__1,-0.4517274021,-0.1438372707
opex__chx_nor__2,-0.5691342239,0.0811371713
opex__chx_nor__3,-0.079742378,0.1519987607
opex__chx_rif__1,-0.5372702867,-0.286075805
opex__chx_rif__2,-0.5201193978,0.0357599341
opex__chx_rif__3,-0.2784795151,0.1610433473
opex__ctrl__1,0.1637349143,0.1487802912
opex__ctrl__2,-0.2530104918,-0.3036623835
opex__ctrl__3,0.08927557750000001,0.15488209220000002
opex__etoh_amp__1,1.7325403506,0.5287126373000001
opex__etoh_amp__2,0.8603136303000001,0.3269870556
opex__etoh_amp__3,1.1604257724,0.33409855600000005
opex__etoh_kan__1,1.8085284283,0.1566398277
opex__etoh_kan__2,1.0479461307,0.2166578907
opex__etoh_kan__3,1.1306549378,0.3218311233
opex__etoh_nor__1,1.535626463,0.6806345971000001
opex__etoh_nor__2,1.2007774147,0.5002103317000001
opex__etoh_nor__3,0.8076639542,0.33129147540000004
opex__etoh_rif__1,1.8946964652,0.0501873517
opex__etoh_rif__2,2.0723178927,0.1788906895
opex__etoh_rif__3,2.1375215428,0.3092890273
opex__glual_amp__1,0.2094724171,-0.15944358890000002
opex__glual_amp__2,0.8145914702,0.1256498821
opex__glual_amp__3,1.1143656022,-0.2469368647
opex__glual_kan__1,0.10614179400000001,-0.1212865623
opex__glual_kan__2,0.5559215432,-0.018274958600000002
opex__glual_kan__3,0.4910803495,-0.0823010862
opex__glual_nor__1,0.6280976837000001,0.2159558134
opex__glual_nor__2,1.0604482454,0.037933924
opex__glual_nor__3,0.3464560228,0.1617037382
opex__glual_rif__1,1.780689648,-0.0903311812
opex__glual_rif__2,2.7953249504,-0.1122958606
opex__glual_rif__3,3.0459603438,-0.2372946528
opex__h2o2_amp__1,1.141958143,-0.1605525991
opex__h2o2_amp__2,1.460419997,-0.062806361
opex__h2o2_amp__3,1.9290704254,-0.45799457520000003
opex__h2o2_kan__1,1.1773431962,0.1559068418
opex__h2o2_kan__2,1.6003834486000001,0.0737665344
opex__h2o2_kan__3,1.5040894415000001,0.1059097736
opex__h2o2_nor__1,2.1812537466,-0.12486139
opex__h2o2_nor__2,2.1632568162,-0.1124438313
opex__h2o2_nor__3,1.6467499407,0.007936381000000001
opex__h2o2_rif__1,1.5326402168,-1.2489851941
opex__h2o2_rif__2,1.6736232799000001,-0.5531463847
opex__h2o2_rif__3,1.9779522265,-0.6928371098
opex__ippoh_amp__1,1.6842849981999999,0.1326959332
opex__ippoh_amp__2,3.3109987522,0.031622498900000004
opex__ippoh_amp__3,2.06369365,0.0790169828
opex__ippoh_kan__1,2.2467117304,0.2184596228
opex__ippoh_kan__2,2.3883238152,0.2952134328
opex__ippoh_kan__3,2.0287249538,0.1226288527
opex__ippoh_nor__1,2.5496091616000003,0.1430713525
opex__ippoh_nor__2,2.030068756,-0.42662186090000004
opex__ippoh_nor__3,2.6798558192,-0.0047974847
opex__ippoh_rif__1,2.1212305342,-0.11491378070000001
opex__ippoh_rif__2,2.5784158303,-0.0387133914
opex__ippoh_rif__3,2.034161992,-0.0828486106
opex__kan__1,0.1295540007,0.0061467824
opex__kan__2,0.40196881570000004,0.1102455195
opex__kan__3,-0.1539219221,-0.2826849468
opex__nor__1,0.2983314024,-0.09341443390000001
opex__nor__2,0.6555720616,0.2002131824
opex__nor__3,0.3588202784,-0.0410468842
opex__paa_amp__1,-0.2835005675,-0.004557281900000001
opex__paa_amp__2,-0.3353995655,-0.3521213899
opex__paa_amp__3,-0.5568899044,-0.2857234401
opex__paa_kan__1,1.7464058337,-0.2849699137
opex__paa_kan__2,1.8274119290000002,-0.0587987232
opex__paa_kan__3,2.5611109592,0.071627748
opex__paa_nor__1,-0.5719702405,-0.22847859950000002
opex__paa_nor__2,-0.6752754485,-0.21745059360000002
opex__paa_nor__3,-0.1037521436,-0.3046381326
opex__paa_rif__1,1.6971174938,-0.0574628463
opex__paa_rif__2,1.7292928014000002,-0.034617686
opex__paa_rif__3,1.391211748,-0.3162184869
opex__phenol_amp__1,0.6014566971,-0.1071471975
opex__phenol_amp__2,-0.291184322,-0.7764088526
opex__phenol_amp__3,0.6069668869,-0.5174915269
opex__phenol_kan__1,0.7276039616000001,-0.4113085845
opex__phenol_kan__2,0.8320413248,-0.5390488791
opex__phenol_kan__3,0.9371996482,-1.6373118997
opex__phenol_nor__1,1.1845250458,-0.8661113883
opex__phenol_nor__2,0.3217492784,-0.9815953638
opex__phenol_nor__3,1.8248307767,-0.8935166289
opex__phenol_rif__1,1.6400483632,-1.0450426944
opex__phenol_rif__2,0.566283,-0.36802225200000005
opex__phenol_rif__3,0.6583027730000001,-0.893430359
opex__pvpi_amp__1,-0.1579934782,-0.071454524
opex__pvpi_amp__2,-0.6533883544,0.1954654804
opex__pvpi_amp__3,-0.9849170149,0.16194153390000002
opex__pvpi_kan__1,-0.1976303797,-0.051601621300000004
opex__pvpi_kan__2,0.3929292888,0.1176017778
opex__pvpi_kan__3,-0.0525363779,0.0475201868
opex__pvpi_nor__1,0.7043175576,0.0758100003
opex__pvpi_nor__2,0.0680321091,0.1356095557
opex__pvpi_nor__3,0.4845321952,0.2121585383
opex__pvpi_rif__1,2.2156241981,-0.2647436811
opex__pvpi_rif__2,2.2558866082,-0.030081157900000002
opex__pvpi_rif__3,1.9165726641,-0.0336141879
opex__rif__1,2.0575800594,-0.5487939278
opex__rif__2,2.1764207564,-0.117719136
opex__rif__3,1.8445734065,-0.219652169
opex__naocl_amp__1,1.3269904354,-0.21224328750000002
opex__naocl_amp__2,1.4661057887,-0.0660153839
opex__naocl_amp__3,1.6301967827000001,-0.49220887960000004
opex__naocl_kan__1,1.4035108501,-0.3556243043
opex__naocl_kan__2,0.23824402120000002,-0.23534981330000002
opex__naocl_kan__3,1.0097647592,-0.273428019
opex__naocl_nor__1,1.0016287383,-0.09743309060000001
opex__naocl_nor__2,0.3525497617,0.0766428005
opex__naocl_nor__3,0.78725367,-0.49408440750000004
opex__naocl_rif__1,2.1984663371,-0.24572679660000002
opex__naocl_rif__2,1.574781647,-0.045326546
opex__naocl_rif__3,1.2665110264,0.1750174242
phage_lysogen__wt_ctrl__1,-0.0388012515,-0.2953014426
phage_lysogen__wt_ctrl__2,0.1083372907,0.0801662976
phage_lysogen__wt_ctrl__3,-0.0695360392,0.215135145
phage_lysogen__O104_H4__1,0.18081043200000002,0.1539703909
phage_lysogen__O104_H4__2,0.2211561918,-0.0050937815
phage_lysogen__O104_H4__3,0.093136909,0.1370840579
phage_lysogen__O157_H7_PA8__1,0.42573197630000004,-0.0267569744
phage_lysogen__O157_H7_PA8__2,-0.031233329,-0.0092125686
phage_lysogen__O157_H7_PA8__3,-0.4284146675,0.0433282705
phage_resist__ygbE_oe__1,0.2182384403,0.8938503881000001
phage_resist__wt__1,2.977240425,0.5967753642
phage_resist__wt__2,-1.0601964133,-0.6356413161000001
phage_resist__wt__3,-1.0457217324,-0.0619012295
phage_resist__wt__4,-0.8713222792,0.1007671814
phage_resist__ygbE_oe__2,-0.644987768,-0.1993707942
phage_resist__ygbE_oe__3,-1.2844812555,-0.5800495391
phage_resist__ygbE_oe__4,-1.2026165359,-0.4070508798
phage_resist__yahA_oe__1,-1.012442522,0.4558975458
phage_resist__yahA_oe__2,-1.1044818175,0.45245178220000004
phage_resist__yahA_oe__3,-1.1222034821,0.3456683609
phage_resist__yrfF_ko__1,-1.1677914688,-0.1314941849
phage_resist__yrfF_ko__2,-1.9752973624,-0.23882827510000001
phage_resist__yrfF_ko__3,-0.9622811862,0.2061819494
pollution__wt_ctrl__1,0.17549383540000002,0.2057589681
pollution__wt_ctrl__2,0.2697051398,-0.2275261262
pollution__wt_ctrl__3,-0.4451989752,0.0217671581
pollution__wt_urban__1,-1.179893386,0.3596322997
pollution__wt_urban__2,-1.4190436277,0.30223039900000004
pollution__wt_urban__3,-0.6069512376,0.31184312270000003
pollution__wt_diesel__1,-0.7323256398,0.6538286426000001
pollution__wt_diesel__2,-0.32637025750000004,0.4122132241
pollution__wt_diesel__3,-0.5775371101,0.5216145021
pollution__evo_diesel__1,-1.3779582742,0.3762456319
pollution__evo_diesel__2,-1.1126070438,-0.0830202884
pollution__evo_diesel__3,-1.6883557731,0.1068568959
ppGpp__wt_relAtrunc_00m__1,-0.2368528835,-0.0688636869
ppGpp__wt_relAtrunc_00m__2,0.18835673890000001,0.10779897940000001
ppGpp__mut_delrelA_10m__1,-0.0722957107,1.0296873205
ppGpp__mut_delrelA_05m__1,0.2956512052,0.7039047525000001
ppGpp__mut_delrelA_10m__2,-0.2978153924,0.6640273244
ppGpp__mut_delrelA_10m__3,-0.6111813626,0.843877037
ppGpp__mut_delrelA_00m__1,0.7432830135,0.7190869621
ppGpp__mut_delrelA_00m__2,0.44019020750000004,0.4296575588
ppGpp__mut_delrelA_05m__2,0.38550785130000004,0.3528535833
ppGpp__mut_delrelA_05m__3,0.1945742523,0.6990336717
ppGpp__mut_delrelA_00m__3,0.14470912860000001,0.753503409
ppGpp__wt_delrelA_10m__1,-1.7395611479,0.804473435
ppGpp__wt_delrelA_05m__1,-0.9130563054,0.461709058
ppGpp__wt_delrelA_05m__2,-0.8917338836,0.5300167462
ppGpp__wt_delrelA_10m__2,-1.7691383548,1.0140870126
ppGpp__wt_delrelA_10m__3,-2.4210124029,1.0035454009
ppGpp__wt_delrelA_00m__1,0.0584318626,0.086307613
ppGpp__wt_delrelA_00m__2,0.42535715160000004,0.051133624
ppGpp__wt_delrelA_05m__3,-0.9212870862,0.8470498722
ppGpp__wt_delrelA_00m__3,-0.48378901420000003,-0.13744123700000002
ppGpp__mut_relAtrunc_10m__1,0.4758242829,0.4447832043
ppGpp__mut_relAtrunc_05m__1,0.857013087,0.3902627676
ppGpp__mut_relAtrunc_05m__2,0.6371628889000001,0.7074370526
ppGpp__wt_relAtrunc_10m__1,0.4872631043,-0.19381882620000002
ppGpp__wt_relAtrunc_10m__2,0.33198284240000003,0.0544075825
ppGpp__wt_relAtrunc_10m__3,0.08013361840000001,0.1660507741
ppGpp__mut_relAtrunc_00m__1,0.5137582119,0.9322652604
ppGpp__wt_relAtrunc_00m__3,0.6591027229,0.10565177860000001
ppGpp__wt_relAtrunc_05m__1,0.3194759853,0.0357956814
ppGpp__wt_relAtrunc_05m__2,0.6395565753,-0.3162718137
ppGpp__wt_relAtrunc_05m__3,0.8367178434,0.0714558711
ppGpp__mut_relAtrunc_00m__2,0.800963708,0.4763972301
ppGpp__mut_relAtrunc_00m__3,0.6001648276,0.5058220126
ppGpp__mut_relAtrunc_10m__2,0.96721307,0.2740046174
ppGpp__mut_relAtrunc_05m__3,0.5241974862000001,0.5505394633
ppGpp__mut_relAtrunc_10m__3,0.9135463021,0.7109703854
pressure__high_pressure__1,-0.5834292018,0.08635135020000001
pressure__high_pressure__2,0.140216541,0.0411368338
pressure__low_pressure__1,0.032199619900000004,0.2940111837
pressure__low_pressure__2,-0.032199619900000004,-0.2940111837
quantum_dots__ctrl__1,-0.1522884388,-0.09900997780000001
quantum_dots__ctrl__2,0.1522884388,0.09900997780000001
quantum_dots__cdte_light__1,-1.0069376923,0.45549837600000004
quantum_dots__cdte_light__2,-1.2156151508,0.6060131594
quantum_dots__cdte_dark__1,-0.8834055379,0.4150524028
quantum_dots__cdte_dark__2,-0.5950450769,0.5230846807
quantum_dots__cdse_light__1,-1.2208367528,0.1847536844
quantum_dots__cdse_light__2,-1.2703787611,0.0323287341
quantum_dots__cdse_dark__1,-1.3369953049,0.3403580332
quantum_dots__cdse_dark__2,-0.9683154159,0.3472508126
raman__wt__1,-0.5073365338,-0.2594798059
raman__del_cyaA__1,-0.252112377,0.4510424261
raman__del_cyaA_01mM__1,-0.9055591266,0.5407131867
raman__del_cyaA_05mM__1,-0.75966993,-0.0057884867000000005
raman__del_cyaA_1mM__1,-1.0857379121,-0.15881606950000002
raman__wt__2,-0.005634193500000001,-0.0511981585
raman__del_cyaA__2,-0.6933322497000001,0.467883733
raman__del_cyaA_01mM__2,-0.48187193780000004,0.5602884863
raman__del_cyaA_05mM__2,-1.0889438859,0.5404619804
raman__del_cyaA_1mM__2,-2.0009432336,-0.5556842701
raman__wt__3,0.5129707273,0.3106779644
raman__del_cyaA__3,-0.5746955522,0.48875966740000004
raman__del_cyaA_01mM__3,-0.7533323686000001,0.48446675050000004
raman__del_cyaA_05mM__3,-1.2475867212,-0.050535472000000005
raman__del_cyaA_1mM__3,-1.1820574336,-0.1250777838
rand_barrel__mut_nanE__1,0.2593556595,-0.8853996696
rand_barrel__mut_nanE__2,-0.5426700593,-0.1079229847
rand_barrel__mut_nanE__3,2.9221785593,0.5818722689
rand_barrel__mut_pdxJ_1__1,-1.1830769768,-0.1611186433
rand_barrel__mut_pdxJ_1__2,-1.0702227193,-0.2735832917
rand_barrel__mut_pdxJ_1__3,2.0470798085,0.6896254964
rand_barrel__mut_pdxJ_2__1,0.519752254,-0.0770829311
rand_barrel__mut_pdxJ_2__2,-0.5526825393,-0.23148920550000002
rand_barrel__mut_pdxJ_3__1,-0.4484663116,0.363763009
rand_barrel__mut_pdxJ_3__2,1.1519759846,0.0040887006
rand_barrel__del_serB__1,1.0861715478,0.1405736948
rand_barrel__del_serB__2,-1.0861715478,-0.1405736948
rockhopper__CV104_pHDB3__1,1.2546296361,-0.6874579129
rockhopper__CV104_pHDB3__2,1.5737398967,-1.0128122367
rockhopper__CV104_pHDB3__3,1.4223395013,-0.8145460418
rockhopper__CV104_pLCV1__1,1.3013688379000001,-1.0311216584
rockhopper__CV104_pLCV1__2,1.234401001,-0.9568397084
rockhopper__CV104_pLCV1__3,1.3133025912,-0.9935605947
rockhopper__wt_lb__1,2.4564585773,-0.47936778020000004
rockhopper__wt_lb__2,1.5171624699000001,-0.6233324221000001
rockhopper__wt_lb__3,3.3416166085,-0.4112416886
rockhopper__wt_lb_aMG__1,0.8855939279,-0.43439020640000003
rockhopper__wt_lb_aMG__2,1.495391028,-0.36945374340000003
rockhopper__wt_lb_aMG__3,1.2343285087,-0.35926466560000003
rockhopper__del_sgrR_lb_aMG__1,0.3330535952,-0.6555673718
rockhopper__del_sgrR_lb_aMG__2,0.022983160500000002,-0.340821191
rockhopper__del_sgrR_lb_aMG__3,-0.41705549740000003,-0.4334261417
rockhopper__del_sgrS_glyc_aMG__1,-1.2847676579,-0.1535285488
rockhopper__del_sgrS_glyc_aMG__2,-0.9587589815,-0.6670911585
rockhopper__del_sgrS_glyc_aMG__3,0.3325104725,-0.5350611208
rockhopper__del_sgrS_glyc__1,0.5091843609,-1.6932342564
rockhopper__del_sgrS_glyc__2,1.4686459324,-1.8373426145
rockhopper__del_sgrS_glyc__3,0.36731807790000004,-1.9246533908
rockhopper__wt_lb_aMG__4,1.4126498603,-0.4838898955
rockhopper__wt_lb_aMG__5,1.0990957974,-0.2642167529
rockhopper__wt_lb_aMG__6,0.5223359324,-0.0345266554
rockhopper__wt_glyc_aMG__1,-0.8623949333,-0.4409626178
rockhopper__wt_glyc_aMG__2,0.3226085791,-1.2397072259
rockhopper__wt_glyc_aMG__3,-0.5522675227,0.10455861570000001
rockhopper__wt_glyc__1,1.008359599,-1.4324069157000001
rockhopper__wt_glyc__2,1.265269008,-1.1915668355
rockhopper__wt_glyc__3,0.4798115577,-1.6471776158
rockhopper__CV108_glyc_aMG__1,-3.1842028602,-0.0399591299
rockhopper__CV108_glyc_aMG__2,-3.1092194514,-0.1094777645
rockhopper__CV108_glyc_aMG__3,-3.1637938166,0.2901094913
rockhopper__wt_glyc__4,-1.0825240662,0.6975933117
rockhopper__wt_glyc__5,-1.2550171043,0.1214612612
rockhopper__wt_glyc__6,-0.8411737184,0.58582136
rockhopper__wt_glyc_aMG__4,-1.2323637033,0.35004595590000004
rockhopper__wt_glyc_aMG__5,-2.4074417922,0.028172136
rockhopper__wt_glyc_aMG__6,-2.3598334087,-0.4952338724
rockhopper__wt_glyc__7,-0.08259569700000001,0.4267602545
rockhopper__wt_glyc__8,-0.0381141661,0.6747137799
rockhopper__wt_glyc__9,-0.5857621412,0.3837496125
rockhopper__wt_glyc__10,0.1848632547,0.4279251459
rockhopper__wt_glyc__11,0.4056056089,0.3820901159
rockhopper__wt_glyc__12,0.5412778647,0.5710365254
rpoD__wt__1,0.5190237320000001,-0.0011342535
rpoD__wt__2,-0.2456310189,-0.0466786826
rpoD__rpoD_mut__1,-1.6531304138,-0.0980521265
rpoD__rpoD_mut__2,-0.6782838224000001,0.6157733441000001
rpoD__rpoD_mut__3,0.6477325541,0.5022376386
rpoD__wt__3,-0.2733927131,0.0478129361
rpoN_peptide__ctrl__1,-0.2517677451,0.0533819486
rpoN_peptide__ctrl__2,-0.070474007,-0.036601332
rpoN_peptide__ctrl__3,0.3222417521,-0.0167806166
rpoN_peptide__nminus__1,-0.6797513390000001,-0.1880213235
rpoN_peptide__nminus__2,-0.4973005502,-0.0022239845
rpoN_peptide__nminus__3,0.380314254,0.1107637681
rpoN_peptide__nplus__1,-0.7057258567,0.25463567600000003
rpoN_peptide__nplus__2,-0.8034718873000001,0.2563054739
rpoN_peptide__nplus__3,-0.7275542659,0.0780990003
rpoN_peptide__s54_wt__1,-0.3186939304,0.1067994958
rpoN_peptide__s54_wt__2,-0.3092749926,0.24070448020000001
rpoN_peptide__s54_wt__3,-0.27176659810000003,0.3035945787
rsd__wt_ee__1,-0.2321861359,0.0184453155
rsd__wt_ee__2,0.2321861359,-0.0184453155
rsd__del_rsd_ee__1,-0.1080395551,0.1998237544
rsd__del_rsd_ee__2,0.5297152855,-0.106420704
rsd__del_ssrS_ee__1,1.0298628998,0.3435421844
rsd__del_ssrS_ee__2,0.9513716753,0.5768346859
rsd__del_rsd_ssrS_ee__1,-0.7652929359,0.7731705685
rsd__del_rsd_ssrS_ee__2,-0.976037483,0.8167347087
rsd__del_rpoS_ee__1,2.0458881296,0.9608803252
rsd__del_rpoS_ee__2,2.194560261,0.6548798066
rsd__wt_me__1,-0.7884564785,-0.49995885510000004
rsd__wt_me__2,-0.7127668149,-0.3597216689
rsd__del_rpoS_me__1,-0.7564240779,0.042972586
rsd__del_rpoS_me__2,-0.3215854259,-0.1843585411
rsd__wt_ts__1,0.27008109410000003,-0.034183997300000005
rsd__wt_ts__2,0.3913699996,-0.11472223570000001
rsd__del_rsd_ssrS_ts__1,-1.8637941669,0.8404466928000001
rsd__del_rsd_ssrS_ts__2,-1.9656434228,0.7455716376
rsd__del_rpoS_ts__1,0.1950085202,1.4492862276
rsd__del_rpoS_ts__2,0.2514672094,1.5260760977999999
rsd__wt_s__1,0.6063506512,0.4926326073
rsd__wt_s__2,0.7981918681,0.6924232179
rsd__del_rsd_s__1,0.8283063168,0.8134780702000001
rsd__del_rsd_s__2,0.7006954738000001,0.7295647740000001
rsd__del_rsd_ssrS_s__1,0.5190666858,1.013320374
rsd__del_rsd_ssrS_s__2,0.08762197270000001,1.0649656197
rsd__del_rsd_ls__1,-0.1751383062,0.2048479263
rsd__del_rsd_ls__2,-0.3074205742,-0.005917632700000001
rsd__del_ssrS_ls__1,-0.1299995746,-0.2455826624
rsd__del_ssrS_ls__2,-0.6924951799,-0.5498113821
rsd__del_rsd_ssrS_ls__1,0.24413204470000002,1.0867739391
rsd__del_rsd_ssrS_ls__2,0.0530697969,1.6545783319
rsd__del_rpoS_ls__1,4.4180929643,0.6922701989000001
rsd__del_rpoS_ls__2,2.6049713097,0.733629429
sdsR_ryeA__wt_3h__1,-0.520192457,0.40478014170000004
sdsR_ryeA__wt_8h__1,3.9012717181000003,0.8427776968
sdsR_ryeA__wt_3h__2,0.520192457,-0.40478014170000004
sdsR_ryeA__wt_8h__2,4.5592433254,1.2538746807
starve_series__t00_growth1__1,0.0388094422,0.06438261
starve_series__t00_growth1__2,-0.3299929166,-0.0853474686
starve_series__t00_growth1__3,0.0697214959,0.0278552231
starve_series__t00_growth1__4,0.22146197850000002,-0.0068903645
starve_series__t01_starve__1,-0.2012013956,1.3897913530000001
starve_series__t01_starve__2,-1.1882509399,0.8308661957
starve_series__t02_starve__1,-4.4826953489,1.1825014503
starve_series__t02_starve__2,-3.8410765528,1.1196187159
starve_series__t03_starve__1,-3.9621986599000003,0.9223738464000001
starve_series__t03_starve__2,-4.5358902993,0.8150611676
starve_series__t04_starve__1,-3.5903392315,0.6198272403
starve_series__t04_starve__2,-3.8665229522,0.4959291521
starve_series__t05_starve__1,-4.5964062574,0.2198604057
starve_series__t05_starve__2,-5.5231038688,0.1815047621
starve_series__t06_starve__1,-3.7674182739,-0.5445019472
starve_series__t06_starve__2,-3.5509460968,-0.21755951480000002
starve_series__t07_starve__1,-3.6688048537,-1.6783542664
starve_series__t07_starve__2,-3.63658699,-1.4951511556
starve_series__t08_starve__1,-3.7818115424,-1.9205741390000002
starve_series__t08_starve__2,-3.735728108,-2.1282311068
starve_series__t09_starve__1,-3.7159196204000002,-2.4696297948
starve_series__t09_starve__2,-3.7321475879,-2.0729112465
starve_series__t10_starve__1,-3.721893088,-2.787495257
starve_series__t10_starve__2,-4.3961070844,-2.2338718245
starve_series__t11_starve__1,-4.8350396966,-2.3132520048
starve_series__t11_starve__2,-5.0472141858,-2.6450527178
starve_series__t12_starve__1,-3.5693894636,-3.3275248989
starve_series__t12_starve__2,-3.292971215,-3.425560055
starve_series__t14_starve__1,-3.6799637132000003,-3.0669089109
starve_series__t14_starve__2,-4.5171320537,-3.1043272507
starve_series__t16_starve__1,-3.1063066581,-4.3712686612
starve_series__t16_starve__2,-3.3414391341,-3.6190828959
starve_series__t17_starve__1,-3.1754018728,-2.9040293559
starve_series__t17_starve__2,-3.0837966695,-3.2655817089
starve_series__t18_starve__1,-2.6586478351,-3.3511806424
starve_series__t18_starve__2,-1.9104999611000002,-2.5048233829
starve_series__t20_starve__1,-1.0451042953,-2.3083833183999998
starve_series__t20_starve__2,-1.5552711305,-2.5405814826
starve_series__t21_growth2__1,-2.4323510775,-2.2806389598
starve_series__t21_growth2__2,-2.2244462546,-2.8543556665
starve_series__t22_growth2__1,1.0866933403,-1.7642709574
starve_series__t22_growth2__2,1.1803420465,-1.7379191292
starve_series__t23_growth2__1,-2.1924270369,0.0990007215
starve_series__t23_growth2__2,-2.1060546825,-0.0920259821
starve_series__t25_growth2__1,-2.5924991876,-0.1806422363
starve_series__t25_growth2__2,-2.0146814429,0.081219944
