,A,TrpR
abx_mega__str_h2o__2,-5.7241258869,-2.9279704145
abx_mega__rfp_ethanol__2,-2.0081819682,-0.0890108017
abx_mega__polmyx_h2o__2,-0.2891261142,-0.2114005183
abx_mega__tric_h2o__1,-4.9995189386,0.35494913840000003
abx_mega__cip_naoh__2,-1.7435472280000002,0.0455295173
abx_mega__novo_h2o__3,1.573133412,-1.0372633859
abx_mega__bacit_dmso__1,-0.4806901435,0.1922571768
abx_mega__gen_h2o__1,-7.2638312549,-1.6428456044000002
abx_mega__bacit_dmso__2,-1.533705434,0.1504316098
abx_mega__chl_dmso__1,-5.2529993512,-0.7345524955
abx_mega__bacit_h2o__2,-3.7476500128,0.0737956135
abx_mega__lvx_dmso__1,1.8790999418,-0.06445219840000001
abx_mega__bacit_h2o__3,-2.9871163412,-0.2959127646
abx_mega__nor_naoh__2,-1.7632063585000002,-0.0878631968
abx_mega__amyc-d_dmso__2,-1.3363821848000002,0.677560935
abx_mega__polmyx_h2o__3,-4.5439771994,-1.4326098197000001
abx_mega__naoh-6__1,-2.4169309987,0.0160790199
abx_mega__cst_h2o__2,-0.0207468796,0.24565288400000002
abx_mega__h2o-1b__2,0.3958059256,0.2054228363
abx_mega__rfp_h2o__1,-4.2123090102,-0.8459240737
abx_mega__tet_h2o__1,-0.6681482124,-0.9782861643
abx_mega__flavo_dmso__1,0.32119052870000003,-0.6479707324
abx_mega__zeocin_h2o__1,-1.942809537,-0.0586403657
abx_mega__nor_naoh__3,-1.5265336144,0.137186533
abx_mega__rach_dmso__2,-1.4380275926000001,0.0653129258
abx_mega__thio_dmso__2,-3.291986631,-0.4302492578
abx_mega__amyc-d_dmso__3,0.8532110532,0.2065889041
abx_mega__rif_dmso__2,-2.3399526058,0.38651493680000004
abx_mega__amyc-d_dmso__4,-1.193640551,0.0948271755
abx_mega__teix_dmso__3,-2.311359937,0.0017588675
abx_mega__valin_dmso__1,-0.5772504287,0.1885843418
abx_mega__teix_dmso__4,-1.0654670677,0.0619993074
abx_mega__ethanol-10__1,-3.0745486747,-0.0370015037
abx_mega__inh_h2o__1,-2.3729266735,-0.019019845400000002
abx_mega__rif_dmso__3,-2.1667165399,-0.8442758391
abx_mega__van_dmso__3,-2.2142153752000002,-0.3708009486
abx_mega__doxo_dmso__1,-1.9722750215,-1.1333348467
abx_mega__tmp_dmso__1,-1.4837004003,-0.1393440457
abx_mega__ethanol-10__2,-2.7402514051,-0.3065648414
abx_mega__tmp_dmso__2,-0.6650849415,-0.0725217972
abx_mega__amyc-d_dmso__5,3.4542151665,0.2408151556
abx_mega__novo_h2o__4,0.5818724562,-0.7494511761
abx_mega__cro_h2o__2,1.6299164657,0.1335948655
abx_mega__cro_h2o__3,1.2783854835000001,-0.0935825446
abx_mega__gen_h2o__2,-6.0051225703,-0.4129081402
abx_mega__phos_h2o__4,-5.529030887,-0.5310973224000001
abx_mega__metro_dmso__2,-1.2647713437,0.4907439609
abx_mega__ery_h2o__2,0.9778187574,0.36836946270000004
abx_mega__sacet_h2o__1,-4.6550081754,-1.1940726319000001
abx_mega__nal_naoh__5,-1.0536972806,0.0388801558
abx_mega__bacit_h2o__4,-3.1791350038,0.1979635951
abx_mega__cip_naoh__3,1.3838766722,-0.3041773289
abx_mega__ethanol-8__1,0.06791100600000001,0.1707640293
abx_mega__h2o-8a__1,0.0060961173,-0.2671088571
abx_mega__ery_h2o__3,0.8235924605,-0.9273013072
abx_mega__flavo_dmso__2,1.1832818942,-0.2357434169
abx_mega__rif_dmso__4,-2.611955715,-0.2897605337
abx_mega__novo_h2o__5,3.1363009517,-1.1422303367
abx_mega__teix_dmso__5,-1.2367668779,-0.010356737100000001
abx_mega__naoh-2__1,-6.1664445563,-0.8569483794
abx_mega__novo_h2o__6,3.1387495592,-1.1087102839
abx_mega__ctx_h2o__3,1.2997998732,0.3107989691
abx_mega__rach_dmso__3,0.3043064639,-0.1302100772
abx_mega__valin_dmso__2,0.24065932980000002,0.41351805
abx_mega__amyc-d_dmso__6,0.1740803519,0.5228094435
abx_mega__dox_dmso__2,-1.8555990548999999,-0.13165410700000002
abx_mega__teix_dmso__6,-1.2369588273,0.0150529553
abx_mega__naoh-6__2,-2.5279279802,0.2926953988
abx_mega__inh_h2o__2,0.1589696821,0.5092452342
abx_mega__chl_h2o__3,-3.6553984955,-0.9601605339
abx_mega__nal_naoh__6,-1.5113193121,0.1736220534
abx_mega__chl_dmso__2,-4.2436713011,-0.1394004851
abx_mega__rach_dmso__4,-1.452098428,-0.1870301499
abx_mega__teix_dmso__7,-1.5455682009,-0.012534569700000001
abx_mega__ceru_ethanol__1,-2.9568956867000002,0.32316603790000004
abx_mega__dmso-7__1,-1.4641636727,0.2588181455
abx_mega__naoh-6__3,-2.8610978471,0.2963067712
abx_mega__phos_ethanol__2,-1.8539412998,0.1172285342
abx_mega__metro_dmso__3,-1.2297641223,-0.0100815492
abx_mega__van_dmso__4,-1.7175014214000002,-0.8464743401
abx_mega__h2o-10__1,-2.6587411512,-0.0950389192
abx_mega__h2o-10__2,-2.4202333106,-0.20379354700000002
abx_mega__dmso-6__3,-2.911314844,0.0007386336
abx_mega__mem_dmso__1,1.7050835211000002,-0.1123559819
abx_mega__ethanol-8__2,-0.7815073582000001,-0.0944107388
abx_mega__chl_h2o__4,-3.6396776883,-1.0109450627
abx_mega__van_h2o__1,-0.9031880451000001,-0.529417911
abx_mega__dcs_h2o__1,-1.9090259767000002,0.1555640232
abx_mega__rif_dmso__5,-3.4944514431,0.0392076019
abx_mega__dox_dmso__3,-1.6118885658000002,-0.0950704297
abx_mega__mem_dmso__2,2.2678483995,0.17124885920000002
abx_mega__lvx_dmso__2,1.2594174153,0.0765010156
abx_mega__tet_h2o__2,-2.7353750339,-1.1265809135
abx_mega__phos_h2o__5,-6.6080658303,-0.7578917899000001
abx_mega__monac_dmso__1,-3.948383421,-0.5869941197
abx_mega__str_h2o__3,-2.9866673433,-0.2124012046
abx_mega__zeocin_h2o__2,-3.1878175141,0.3661977248
abx_mega__amyc-d_dmso__7,2.4654169125,-0.095601294
abx_mega__fidax_dmso__1,-1.7594639396,0.1930533147
abx_mega__h2o-1a__1,-0.31753958260000004,-0.2708677236
abx_mega__dox_dmso__4,-3.7852144709,-0.0108642145
abx_mega__lzd_dmso__2,-2.0824056911,-0.3976094268
abx_mega__tet_h2o__3,-1.953374023,-1.4804837054
abx_mega__dmso-1__2,0.1975186989,-0.41830291540000003
abx_mega__sxt_dmso__2,1.7128416434,0.4780057214
abx_mega__tric_ethanol__2,-4.3580247698,-0.6255042498
abx_mega__teix_dmso__8,1.7538773295999999,0.0048662313
abx_mega__ramo_h2o__2,-3.1381484384,-0.45683410420000004
abx_mega__inh_h2o__3,-1.6658491811,0.0108147176
abx_mega__cst_h2o__3,1.0218273525,0.4293740098
abx_mega__dmso-9__1,1.0954723207,0.0966019271
abx_mega__ethanol-8__3,-2.0603592344,-0.0230223523
abx_mega__monac_dmso__2,-5.5333082738,-1.3557137165
abx_mega__dmso-9__2,0.8370317037,0.0955915089
abx_mega__metro_dmso__4,-1.2659840234,-0.09346881700000001
abx_mega__ctx_h2o__4,2.0403670644,-0.0479150657
abx_mega__zeocin_h2o__3,-2.3682049997,0.7236558189000001
abx_mega__bacit_h2o__5,-3.1268312516,0.24413965040000002
abx_mega__reta_dmso__1,-3.5441663115,-1.1685209973
abx_mega__ery_h2o__4,-1.2975013733,-0.6498090215
abx_mega__ceru_ethanol__2,-3.4804530324,0.0949189102
abx_mega__fidax_dmso__2,-1.6624683287000002,-0.021597536400000002
abx_mega__novo_dmso__1,1.8759944152,-0.4499978518
abx_mega__naoh-6__4,-2.1162218579,0.3063569906
abx_mega__amyc-d_dmso__8,-0.7486956300000001,-0.15272793340000002
abx_mega__chl_dmso__3,-4.7913881306,-0.4089571692
abx_mega__nal_naoh__7,-0.2361776267,0.0281065443
abx_mega__teix_dmso__9,-1.4247036741999999,-0.0867529831
abx_mega__ery_dmso__3,-2.0412478503,-1.5980482631
abx_mega__tmp_dmso__3,-1.993966515,-0.3063174395
abx_mega__sxt_dmso__3,-1.36426259,-0.0581328357
abx_mega__polmyx_h2o__4,-4.8381277086,-0.3656261449
abx_mega__mem_dmso__3,1.104498186,0.12136514550000001
abx_mega__nal_naoh__8,-3.756603913,-1.2074351628
abx_mega__pen_h2o__3,-0.9933793489,0.2556243265
abx_mega__van_dmso__5,-1.9744418358,-0.9552309851
abx_mega__zeocin_h2o__4,-5.032886865,0.014718800700000001
abx_mega__h2o-6__2,-2.2996233535,0.3056926533
abx_mega__tet_h2o__4,-1.4148031361,-1.3655575946
abx_mega__nor_naoh__4,-0.4915275941,0.0086558254
abx_mega__cip_naoh__4,-2.4103421259,0.1670025818
abx_mega__tmp_dmso__4,-1.7890348391000002,-0.17690725910000002
abx_mega__reta_dmso__2,-4.0814301023,-1.2466541618
abx_mega__mem_dmso__4,1.2213080776,-0.15420947910000002
abx_mega__dox_dmso__5,-5.147416419,-0.9276087043000001
abx_mega__tmp_dmso__5,-1.2255246828,2.21487e-05
abx_mega__flavo_dmso__3,0.342106732,-0.25967173660000004
abx_mega__tmp_dmso__6,2.2030828917,0.0734438504
abx_mega__ceru_ethanol__3,-4.62120839,-1.0271240136
abx_mega__teix_dmso__10,0.5165843749,0.0034341923
abx_mega__novo_h2o__7,1.0319880758,-1.2247934757
abx_mega__fidax_dmso__3,-1.1691198917,-0.1325874909
abx_mega__h2o-1a__2,0.6458710964000001,0.1023243786
abx_mega__dcs_h2o__2,1.2520337278,0.138593087
abx_mega__cst_h2o__4,0.3674355228,0.013180061000000002
abx_mega__van_h2o__2,-2.0365964509,0.0542437173
abx_mega__pen_h2o__4,-0.6918695163,-0.2822428615
abx_mega__h2o-8b__2,-2.3895164385,-0.19529312640000002
abx_mega__reta_dmso__3,-3.7702885235,-1.7022735782
abx_mega__dmso-7__2,-1.5276549555,-0.16031116980000001
abx_mega__rfp_h2o__2,-4.2072466525,-1.0394038813
abx_mega__rif_dmso__6,-2.6095530623,-0.1593571449
abx_mega__sxt_dmso__4,-1.0615368529,-0.0662155063
abx_mega__cip_naoh__5,-2.82512062,-0.1532569434
abx_mega__dmso-9__3,1.4201871186,0.4568350752
abx_mega__mem_dmso__5,0.35736387610000003,-0.31726038
abx_mega__tric_h2o__2,-5.2466334955,0.3616158973
abx_mega__phos_h2o__6,-2.8256090903,0.062479160400000004
abx_mega__h2o-7__2,-1.8220699598999999,-0.3090068327
abx_mega__h2o-10__3,-2.159128943,-0.08891741930000001
abx_mega__h2o-8a__2,-0.2116748673,-0.19748112750000002
abx_mega__thio_dmso__3,-2.577635499,-1.0287363788
abx_mega__lzd_dmso__3,-2.1924550916,-0.8327823699
abx_mega__monac_dmso__3,-2.8118723554000002,-0.8060881759
abx_mega__polmyx_h2o__5,-1.6795601437,0.1794625889
abx_mega__naoh-6__5,-3.4407381922,0.3335741573
abx_mega__teix_dmso__11,-2.9777449915,0.1247092437
abx_mega__van_h2o__3,-2.1778078626,-0.046743572500000004
abx_mega__teix_dmso__12,1.2925267864,-0.0005041759
abx_mega__dox_dmso__6,-5.6960640173,-2.3316560564
abx_mega__teix_dmso__13,-2.3392087483,-0.34731534680000004
abx_mega__h2o-7__3,-0.5618208250000001,0.0447302796
abx_mega__str_h2o__4,-7.1053883631,-1.8718155007
abx_mega__tec_h2o__3,-4.068724225,-0.1853306788
abx_mega__phos_h2o__7,-3.1803249369,0.08753895540000001
abx_mega__chl_h2o__5,-0.8071488520000001,-0.0938050554
abx_mega__polmyx_h2o__6,-5.4763343198,-1.6964321662000001
abx_mega__teix_dmso__14,-2.9406034868,-0.0016943089000000001
abx_mega__rif_dmso__7,-3.0007791354,0.3298270022
abx_mega__ramo_h2o__3,-0.9394098013000001,0.1015901074
abx_mega__fidax_dmso__4,-0.9191172203,-0.27742669940000003
abx_mega__teix_dmso__15,-0.9289894978000001,0.0464085417
abx_mega__thio_dmso__4,-1.2135132419,-0.6133865126
abx_mega__rif_dmso__8,-2.1943103443,0.4461658907
abx_mega__reta_dmso__4,-3.3832903118,-1.240522873
abx_mega__inh_h2o__4,-1.4781185931,0.1990665241
abx_mega__novo_dmso__2,2.1685285521,-0.8624407646000001
abx_mega__dcs_h2o__3,1.3229309696,0.43812664830000003
abx_mega__h2o-8b__3,0.118240148,0.15551040800000002
abx_mega__valin_dmso__3,-0.5827035369,-0.5171702413
abx_mega__h2o-2__1,-6.1198751644,-0.8209300443
abx_mega__cro_h2o__4,-1.3420805779,-0.13585790920000002
abx_mega__dcs_h2o__4,-1.6534130965,0.0934972454
abx_mega__str_h2o__5,-3.2541668963,-0.3046959836
abx_mega__h2o-8a__3,-0.9484565729000001,-0.2991987045
abx_mega__dox_dmso__7,-2.8150967354,-0.0691599775
abx_mega__doxo_dmso__2,-1.2296612414,-0.7136511531
abx_mega__teix_dmso__16,-1.1552620677,-0.0800191344
abx_mega__rfp_h2o__3,-4.4298413555,-0.9497025808
abx_mega__ethanol-10__3,-3.0815192177,0.3323333318
abx_mega__naoh-2__2,-6.657547622,-1.0538000749
abx_mega__van_h2o__4,-1.0307185107,-0.2990313746
abx_mega__sacet_h2o__2,-5.3125896312,-0.8009668221
abx_mega__monac_dmso__4,-3.8439314978,-0.8746376912
abx_mega__h2o-2__2,-6.0859524045,-1.2660995276
abx_mega__zeocin_h2o__5,-1.5497492877,-0.061014195400000006
abx_mega__nor_naoh__5,0.7840036754,0.0300286046
abx_mega__naoh-9__2,-0.4383768967,-0.026729048800000002
abx_mega__dmso-7__3,-2.0581572133,-0.6065314128
abx_mega__van_h2o__5,-0.7078687419,-0.5956156175
abx_mega__flavo_dmso__4,0.7791304914,-1.1039222688
abx_mega__novo_dmso__3,2.1034087053,-0.3410455176
abx_mega__polmyx_h2o__7,1.546506284,0.1210422917
abx_mega__teix_dmso__17,-1.3546660063,0.2381902103
abx_mega__doxo_dmso__3,-2.0602822131,-1.2408453221
abx_mega__mem_dmso__6,0.6694036382,0.0268946218
abx_mega__h2o-1a__3,-0.32833151380000003,0.168543345
abx_mega__bacit_dmso__3,-1.090446835,0.0720945691
abx_mega__dox_dmso__8,-5.1705105212,-0.8195891229000001
abx_mega__teix_dmso__18,-0.6519164617000001,0.1885657285
abx_mega__h2o-6__3,-2.6244242788000003,0.0950564076
abx_mega__pen_h2o__5,0.2790639211,-0.2545828995
abx_mega__lzd_dmso__4,-2.6356435276,-0.5735153150000001
abx_mega__daro__1,-0.650727962,-0.3267378591
abx_mega__solv__1,-1.2089256734,-0.017491837700000002
abx_mega__daro__2,-1.2405134341,-0.0925087322
abx_mega__daro__3,-2.7574661649000003,-0.2093227258
abx_mega__solv__2,-0.4581288918,-0.22787909680000001
abx_mega__solv__3,-2.1378035108,0.1707369168
abx_mega__dmso-4__1,-1.1129544782,0.1615599666
abx_mega__kirr_dmso__1,-1.5516697375000001,-0.6920568452
abx_mega__kirr_dmso__2,-0.9691283129,-0.6796964040000001
abx_mega__kirr_dmso__3,-1.9772756407,0.1623641919
abx_mega__dmso-4__2,-0.40782739830000003,0.4007413126
abx_mega__dmso-4__3,-0.1487128972,-0.11337073880000001
ackA_pta__dnaA46_del_ackA__1,-1.1310592204,0.5012556969
ackA_pta__dnaA46_del_ackA__2,-1.8419338433,1.0454586714
ackA_pta__dnaA46_del_ackA__3,-1.3465765791,0.8410244892000001
ackA_pta__dnaA46_del_pta__1,-1.5301713877,1.0771530823
ackA_pta__dnaA46_del_pta__2,-0.9295966505000001,0.0438972819
ackA_pta__dnaA46_del_pta__3,-1.0690898836,0.6572033904
ackA_pta__dnaA46__1,-0.2182808896,0.1115214727
ackA_pta__dnaA46__2,-0.6917762971,-0.0527659116
ackA_pta__dnaA46__3,0.22366472,0.0573095049
ackA_pta__del_ackA__1,-0.9861809229,0.7278946945
ackA_pta__del_ackA__2,-2.1782387976,1.0223354817
ackA_pta__del_ackA__3,-1.095632683,0.4042118018
ackA_pta__del_pta__1,-0.6262256692,-0.22856881510000002
ackA_pta__del_pta__2,-1.4153715422,0.0731377901
ackA_pta__del_pta__3,-0.8520562644,0.2868064895
ackA_pta__wt__1,-0.19350947940000002,0.0600357829
ackA_pta__wt__2,0.25494845790000004,-0.0917212921
ackA_pta__wt__3,-0.061438978400000004,0.0316855092
anticancer__5fu__1,0.9655079966000001,0.1465884599
anticancer__5fu__2,0.7599379155,-0.07859975450000001
anticancer__cap__1,-0.3328659733,0.6358986246
anticancer__cap__2,-0.5095534871,0.3240352212
anticancer__cap__3,-0.8523238012000001,0.5533757577
anticancer__wt__1,0.5982671793000001,0.0912703039
anticancer__wt__2,-0.3132500435,-0.1088521633
anticancer__wt__3,-0.28501713570000003,0.0175818594
anticancer__5fu__3,0.5072250253,-0.49119097170000003
bio_pln__aero_pln__1,0.1170401357,0.1785621154
bio_pln__aero_pln__2,-0.1170401357,-0.1785621154
bio_pln__anaero_pln__1,1.1840998641,0.3972877796
bio_pln__anaero_pln__2,1.2266107492,0.42511884240000003
biocide__bzcl_12h__1,-0.3356199821,0.4892872703
biocide__bzcl_12h__2,-0.5050741772,0.6939460377000001
biocide__bzcl_12h__3,-0.40490819980000003,0.4233048259
biocide__etoh_12h__1,1.0641632077,0.44286692050000004
biocide__etoh_12h__2,0.6516590279000001,0.8730229854
biocide__etoh_12h__3,0.7235565504,0.3351607855
biocide__gluald_12h__1,-0.7438989506,0.2754417449
biocide__gluald_12h__2,-0.5002859687,0.054495619
biocide__gluald_12h__3,-0.5457226244,0.4476775436
biocide__h2o2_12h__1,-1.1893121717,-0.0323274053
biocide__h2o2_12h__2,-0.5683968093,0.5147027045
biocide__h2o2_12h__3,-0.3135434589,0.3846244566
biocide__2ppoh_12h__1,0.7415417748,0.4829890483
biocide__2ppoh_12h__2,0.3711549585,0.6086550416000001
biocide__2ppoh_12h__3,0.24104618230000002,1.0863308249
biocide__paa_12h__1,-1.0067051437,0.0526042854
biocide__paa_12h__2,-0.2494993727,0.41649286420000003
biocide__paa_12h__3,-1.2256573078,-0.2598530297
biocide__phe_12h__1,0.4492228703,0.6786177741
biocide__phe_12h__2,0.24371813120000002,0.5449084947
biocide__phe_12h__3,-0.2547395266,0.5948237582
biocide__pvp-i_12h__1,-0.25279559360000003,0.469611151
biocide__pvp-i_12h__2,-0.131679836,0.1799008812
biocide__pvp-i_12h__3,-0.4271674948,0.19908736670000002
biocide__bleach_12h__1,-0.22571236220000002,0.4282060657
biocide__bleach_12h__2,-0.3371363032,0.1697912672
biocide__bleach_12h__3,-0.2661923942,0.17384416560000002
biocide__chx_12h__1,-1.5647784102,0.8663089293
biocide__chx_12h__2,-1.5982504812,0.5023006447
biocide__chx_12h__3,-1.4647277167000001,0.5731170961000001
biocide__bzcl_30m__1,1.4388743481000001,0.38408878690000003
biocide__bzcl_30m__2,1.4951379615,0.4317804491
biocide__bzcl_30m__3,0.1959096635,-0.0429167954
biocide__phe_30m__1,1.5261526618999999,-0.43382942700000005
biocide__phe_30m__2,0.8722353909,-0.416754108
biocide__phe_30m__3,-0.1251502333,-0.24057207700000002
biocide__pvp-i_30m__1,0.4018499339,0.1310193896
biocide__pvp-i_30m__2,-0.2651480773,0.39014652050000004
biocide__pvp-i_30m__3,0.7274528178,-0.2570001322
biocide__ctrl_12h__1,-0.040281985,0.4144748633
biocide__ctrl_12h__2,-0.0863781631,0.48668068600000003
biocide__ctrl_12h__3,-0.3350935223,0.2469795293
biocide__ctrl_30m__1,0.6352090238,0.2784578462
biocide__ctrl_30m__2,-0.2162408261,-0.4495289986
biocide__ctrl_30m__3,-0.4189681977,0.1710711524
clpP__wt__1,-0.3454762782,-0.2319352279
clpP__wt_DPTA__1,-2.0335945113,-0.837080279
clpP__wt__2,0.027941823,-0.0087921642
clpP__wt_DPTA__2,-0.519946746,-0.4329773155
clpP__wt__3,0.3175344552,0.24072739210000002
clpP__wt_DPTA__3,-1.8798885448,-0.5218262203
clpP__delclpP__1,0.9919858018000001,0.1126762867
clpP__delclpP_DPTA__1,-1.785651052,-1.0175192512
clpP__delclpP__2,0.3635777361,-0.0182366752
clpP__delclpP_DPTA__2,-3.1619630503,-1.190990399
clpP__delclpP__3,1.3357590286,0.2954797744
clpP__delclpP_DPTA__3,-2.5409282319,-1.2068636752
colombos2__delydcR__1,1.2158761077,0.2565670225
colombos2__delydcR__2,-1.4160869216,0.0398921193
colombos2__delydcR__3,-0.43094103180000004,-0.025749080400000002
colombos2__delyjiR__1,-1.0141284867,0.0877812543
colombos2__delyjiR__2,-0.5046206135,-0.607757469
colombos2__delyjiR__3,-0.2995816879,-0.29286205
colombos2__wt__1,1.579181014,-0.1343535608
colombos2__wt__2,-1.3138852993999999,0.0443584246
colombos2__wt__3,-0.2652957146,0.0899951361
crp_k100__ar1_ar2__1,-2.1674189514,-0.7124246833
crp_k100__ar1_ar2__2,-0.7558488736000001,-0.7111251476
crp_k100__ar1_ar2__3,-3.5669041355,-0.1496705196
crp_k100__wt__1,0.18109978340000002,0.0388943406
crp_k100__wt__2,-0.2067081517,0.0316950329
crp_k100__wt__3,0.025608368200000002,-0.0705893735
crp_k100__K100Q__1,1.1666074638,0.0446734328
crp_k100__K100Q__2,-0.8043334945,0.010246849
crp_k100__K100R__1,0.5493737848,0.5662655607
crp_k100__K100R__2,0.10574927370000001,0.22110441960000002
crp_k100__K100R__3,-0.4769903902,0.3411799866
csrA__wt_t00__1,-0.1766585303,0.0561190858
csrA__wt_t02_30__1,-1.786260585,-1.8392864850000001
csrA__wt_t05__1,-2.0670838578,-3.4563636849
csrA__wt_t10__1,-1.138537347,-4.501590303
csrA__wt_t15__1,0.09652168450000001,-2.4200418638
csrA__delcsrA_t00__1,-0.4392887554,0.0013455084
csrA__delcsrA_t02_30__1,-3.780751024,-2.2448432877
csrA__delcsrA_t05__1,-2.4993861602000003,-4.174344675
csrA__delcsrA_t10__1,-0.6296436131,-3.5475674892
csrA__delcsrA_t15__1,-0.26610893550000003,-2.3315905756
csrA__wt_t00__2,0.1766585303,-0.0561190858
csrA__wt_t02_30__2,-2.811549208,-1.4363100598
csrA__wt_t05__2,-2.5741181848,-3.87093643
csrA__wt_t10__2,-1.4073884702,-3.7643906202
csrA__wt_t15__2,-0.3592273789,-3.2499604029
csrA__delcsrA_t00__2,0.024471745700000002,0.2341448029
csrA__delcsrA_t02_30__2,-3.3058101942,-1.8587548588
csrA__delcsrA_t05__2,-2.0650522082,-3.8472867224
csrA__delcsrA_t10__2,-0.47089682990000004,-2.7994810414
csrA__delcsrA_t15__2,0.1121017559,-1.877455595
cstr_pfr__str_0005m__1,-1.4860053689,-0.051097060400000005
cstr_pfr__str_0010m__1,-1.52217155,-0.26617192640000004
cstr_pfr__str_0025m__1,-1.7547240052,-0.1697767158
cstr_pfr__str_0045m__1,-1.4853797422000001,-0.2156192708
cstr_pfr__str_0075m__1,-1.0305309101,-0.2069700801
cstr_pfr__str_0120m__1,-1.1232967408,-0.2672097302
