,A,ArcA
tcs__del_cpxR_etoh__2,-17.6463620493,1.512987446
tcs__del_cpxR_lb__1,-11.7266982313,1.187646956
tcs__del_cpxR_lb__2,-11.7729535758,1.183673156
tcs__del_cusR_CuSO4__1,-13.8551729597,1.134926456
tcs__del_cusR_CuSO4__2,-13.2183288889,1.171369256
tcs__del_cusR_lb__1,-12.4907310857,1.277705766
tcs__del_cusR_lb__2,-12.6646094439,1.193604036
tcs__del_kdpE_01-kcl__1,-2.9194293946,1.209686186
tcs__del_kdpE_01-kcl__2,-3.0576637439,1.219010516
tcs__del_kdpE_115-kcl__1,-0.0608075983,0.749578626
tcs__del_kdpE_115-kcl__2,-2.6618805415,0.8959164460000001
tcs__del_phoB_m9__1,-11.5900668877,0.43540830300000005
tcs__del_phoB_m9__2,-12.3803147687,0.336615744
tcs__del_phoB_m9p__1,-5.2142721086,0.9587748460000001
tcs__del_phoB_m9p__2,-5.1785180195,0.888778866
tcs__del_rcsB_etoh__1,-7.073897049,1.239469466
tcs__del_rcsB_etoh__2,-6.7523356234000005,1.286611286
tcs__del_rcsB_lb__1,-13.17147249,0.593363677
tcs__del_rcsB_lb__2,-13.4250772996,0.6304361510000001
tcs__del_zraR_lb__1,0.6170908614,0.805178606
tcs__del_zraR_lb__2,1.3588563524000001,0.7645057460000001
tcs__del_zraR_zncl2__1,-7.9154568231999995,1.309449926
tcs__del_zraR_zncl2__2,-8.3907166583,1.256571656
tcs__wt_01-kcl__1,-14.0581748943,0.8213794360000001
tcs__wt_01-kcl__2,-15.5893556604,0.7716407660000001
tcs__wt_01xlb__1,-1.6261924475,1.765406416
tcs__wt_01xlb__2,-1.8857025096000002,1.713364286
tcs__wt_115-kcl__1,-0.38061477850000003,0.7587941960000001
tcs__wt_115-kcl__2,0.0107081528,0.817858076
tcs__wt_CuSO4__1,-6.7249527545,0.7807056960000001
tcs__wt_CuSO4__2,-7.0098473791,0.796525916
tcs__wt_etoh__1,-9.6745101517,1.3944261660000001
tcs__wt_etoh__2,-10.6495336065,1.321416506
tcs__wt_lb__1,-15.1407801502,1.515113286
tcs__wt_lb__2,-15.6482042473,1.607825306
tcs__wt_LiAcet__1,-17.1130071367,-0.088775881
tcs__wt_LiAcet__2,-17.0511916926,-0.169818773
tcs__wt_LiCl__1,-16.6581509425,0.22573171900000003
tcs__wt_LiCl__2,-16.5224483549,0.15109339300000002
tcs__wt_m9p__1,-4.5234019843,0.9089738660000001
tcs__wt_m9p__2,-4.8329512346,0.9448164760000001
tcs__wt_pyr__1,-1.1668528472,1.9375935260000001
tcs__wt_pyr__2,-0.9898008707,1.987175686
tcs__wt_zncl2__1,-5.33034989,0.7711966060000001
tcs__wt_zncl2__2,-5.4192649307,0.6683309540000001
ros_tale__1_112_0pq__1,2.5439173874,0.066647027
ros_tale__1_112_0pq__2,-4.9128518634,-0.139444285
ros_tale__1_112_250pq__1,-12.7129833999,0.7034926290000001
ros_tale__1_112_250pq__2,-11.7966973135,0.510520804
ros_tale__1_112_750pq__1,-12.7569539507,0.5737665230000001
ros_tale__1_112_750pq__2,-12.665273774,0.650774197
ros_tale__1_112_750pq__3,-12.2622451044,0.334286132
ros_tale__3_76_0pq__1,1.7173838838000002,0.261113048
ros_tale__3_76_0pq__2,2.3764383083,0.240423778
ros_tale__3_76_0pq__3,2.1907427059,0.257043055
ros_tale__3_76_0pq__4,2.0774735841,0.21156323800000001
ros_tale__3_76_250pq__1,-3.0829316064,0.383409127
ros_tale__3_76_250pq__2,-7.3235712669,-0.29952612700000003
ros_tale__3_76_750pq__1,-5.7773743381,-0.94411497
ros_tale__3_76_750pq__2,-7.8525959749,-1.248649327
ros_tale__7_103_0pq__1,-10.5565287531,0.5494004290000001
ros_tale__7_103_0pq__2,-12.1403233061,0.7754563160000001
ros_tale__7_103_0pq__3,-10.8365579859,0.695047587
ros_tale__7_103_0pq__4,-12.3184287498,0.903529596
ros_tale__7_103_250pq__1,-5.3401806464,-0.0036125550000000004
ros_tale__7_103_250pq__2,-5.6170226818,0.16108550400000002
ros_tale__7_103_750pq__1,-6.7538528158,0.20020821100000002
ros_tale__7_103_750pq__2,-5.8795106321,0.221042754
ros_tale__9_77_0pq__1,-4.3318893743,0.22423083500000002
ros_tale__9_77_0pq__2,-3.7511142826,0.43619118300000004
ros_tale__9_77_250pq__1,-5.0163167843,0.257730731
ros_tale__9_77_250pq__2,-3.8111518681,0.5135476840000001
ros_tale__9_77_750pq__1,-5.9761350394,0.12783092100000001
ros_tale__9_77_750pq__2,-6.132495557,-0.092230409
ros_tale__11_83_0pq__1,5.1373766233,-0.14357819900000002
ros_tale__11_83_0pq__2,5.3130602663,-0.18103812400000002
ros_tale__11_83_250pq__1,5.0596067897,-0.276094987
ros_tale__11_83_250pq__2,5.6310945554,-0.28364754400000003
ros_tale__11_83_750pq__1,5.3183403341,-0.385375122
ros_tale__11_83_750pq__2,5.8572378904,-0.302820358
ros_tale__13_87_0pq__1,-11.0157061451,-0.158081835
ros_tale__13_87_0pq__2,-10.3721310268,-0.326010792
ros_tale__13_87_250pq__1,-13.7459756705,0.12303699200000001
ros_tale__13_87_250pq__2,-12.3857519056,0.172556438
ros_tale__13_87_750pq__1,-12.630078458,0.340269241
ros_tale__13_87_750pq__2,-11.9174526795,0.281019843
ros_tale__14_27_0pq__1,-12.5601397994,-0.537316428
ros_tale__14_27_0pq__2,-12.1697167833,-0.43609835900000005
ros_tale__14_27_250pq__1,-13.267316183,-0.102851355
ros_tale__14_27_250pq__2,-12.4281558042,-0.176020641
ros_tale__14_27_750pq__1,3.9852459627,1.3674984860000001
ros_tale__14_27_750pq__2,3.9698386229000002,0.936573286
ros_tale__16_28_250pq__1,-3.2372019429,0.391265266
ros_tale__16_28_250pq__2,-3.450885193,0.38658636900000004
ros_tale__16_32_0pq__1,-12.5223875188,-0.03401531
ros_tale__16_32_0pq__2,-12.4996370226,-0.068463514
ros_tale__16_32_0pq__3,-2.7106009072,0.18575091400000002
ros_tale__16_32_0pq__4,-2.5093392416,0.21141973400000003
ros_tale__16_32_250pq__1,-3.4284459446,0.15879195200000001
ros_tale__16_32_250pq__2,-3.3308617025,0.156995183
ros_tale__16_32_750pq__1,-6.1673504864,0.215164809
ros_tale__16_32_750pq__2,-8.7027979743,0.319740371
ros_tale__17_104_0pq__1,-8.268802686,0.43983647600000003
ros_tale__17_104_0pq__2,-10.2176527581,0.392020733
ros_tale__17_104_250pq__1,-11.5259704572,0.706101113
ros_tale__17_104_250pq__2,-13.4488872186,0.620042288
ros_tale__17_104_250pq__3,-13.2254013918,0.5387263680000001
ros_tale__17_104_250pq__4,-10.5186073147,0.9171451260000001
ros_tale__17_104_750pq__1,-10.2737127521,0.6481270760000001
ros_tale__17_104_750pq__2,-11.0670453834,0.445417956
ros_tale__18_24_250pq__1,-3.7011874668,1.259036816
ros_tale__18_24_250pq__2,-4.295566931,0.813995346
ros_tale__18_36_0pq__1,-12.5405143339,0.51610102
ros_tale__18_36_0pq__2,-12.9230616005,0.602182045
ros_tale__18_36_0pq__3,-2.3894781265000002,0.44791902100000003
ros_tale__18_36_0pq__4,-2.9678893378,0.7039331990000001
ros_tale__18_36_250pq__1,-3.7246068119,0.720855298
ros_tale__18_36_250pq__2,-3.6669383061,0.650875576
ros_tale__18_36_750pq__1,-0.4298139167,1.546197726
ros_tale__18_36_750pq__2,-0.0005297824,1.584077686
ros_tale__19_91_0pq__1,-11.4913847794,0.19594456000000002
ros_tale__19_91_0pq__2,-12.7827441556,0.08939118800000001
ros_tale__19_91_250pq__1,-13.9137459014,0.32206998800000003
ros_tale__19_91_250pq__2,-13.702722058500001,0.045230318000000005
ros_tale__19_91_750pq__1,-11.5514689754,0.17019406
ros_tale__19_91_750pq__2,-10.9191306966,-0.05540499
ros_tale__19_91_750pq__3,-11.5712353343,-0.14625546
ros_tale__19_91_750pq__4,-11.0137503808,-0.6842217220000001
ros_tale__21_97_0pq__1,-2.071935677,-0.069939922
ros_tale__21_97_0pq__2,-1.2826447271,0.521034976
ros_tale__21_97_250pq__1,-0.2382408548,0.443479783
ros_tale__21_97_250pq__2,0.21848316,0.742704066
ros_tale__21_97_750pq__1,0.0474356066,0.139308513
ros_tale__21_97_750pq__2,-0.3995689767,0.740062926
ros_tale__25_111_0pq__1,-4.6311080334,-0.25468864
ros_tale__25_111_0pq__2,-15.5937078696,-0.247761798
ros_tale__25_111_250pq__1,-6.7872073214,-0.042195750000000004
ros_tale__25_111_250pq__2,-16.231373089,-0.40731054800000005
ros_tale__25_111_750pq__1,-14.517021976,-0.41696341600000003
ros_tale__25_111_750pq__2,-17.6523250465,-0.277083305
ros_tale__29_119_0pq__1,-13.0027612826,0.11370136500000001
ros_tale__29_119_0pq__2,-10.1580453311,0.420637772
ros_tale__29_119_250pq__1,-10.5278499672,0.43312212200000005
ros_tale__29_119_250pq__2,-11.1470623379,0.46302000600000004
ros_tale__29_119_750pq__1,-9.9034308291,0.511094622
ros_tale__29_119_750pq__2,-9.2531711155,0.425896441
ros_tale__ALE4_0pq__1,-4.0790495917,0.19736424400000002
ros_tale__ALE4_0pq__2,-3.8427232722999998,0.210802772
ros_tale__ALE4_250pq__1,1.3134590329,2.048441456
ros_tale__ALE4_250pq__2,1.1437571597,1.990108766
pcoli__atASMT_325G__1,-0.7795606612,0.04498786
pcoli__atASMT_325G__2,-1.1355777345,0.103098007
pcoli__bpTDC__1,-0.6700279932000001,0.378559301
pcoli__bpTDC__2,-0.8164199047,0.36998961500000005
pcoli__BRCA__1,0.3056948245,0.19094988400000001
pcoli__BRCA__2,0.48572064270000004,0.185832415
pcoli__BRCActrl__1,-1.2006485051,0.7478487060000001
pcoli__BRCActrl__2,-2.9661353411,0.822133306
pcoli__BRCAswap__1,-1.0139397541,0.57696863
pcoli__BRCAswap__2,-1.252169896,0.6370936500000001
pcoli__btAANAT__1,-2.0915221332,0.323861084
pcoli__btAANAT__2,-4.9677521859,0.27958708600000004
pcoli__btASMT__1,-1.19879429,0.367003185
pcoli__btASMT__2,-1.6868741683000001,0.415723973
pcoli__CC1__1,-1.9852221184,0.689232144
pcoli__CC1__2,-3.2032011113,0.49854365700000003
pcoli__ccCOMT__1,-0.08603937090000001,0.207124303
pcoli__ccCOMT__2,-0.4416194458,0.135602372
pcoli__ckDDC__1,-2.6296935013000002,0.64864206
pcoli__ckDDC__2,-3.2190040631,0.71046172
pcoli__CNTF_belt__1,-1.0896886998,0.420432377
pcoli__CNTF_belt__2,-1.6325226045,0.47953411300000004
pcoli__cobPNMT__1,-1.2425950541,0.303324142
pcoli__cobPNMT__2,-1.3414125595,0.322389862
pcoli__cvPhhB__1,-1.3875951178,0.057619355000000004
pcoli__cvPhhB__2,-3.2404078766,0.277355495
pcoli__ggAANAT__1,-0.7760178857000001,0.21586797400000002
pcoli__ggAANAT__2,-0.3411167922,0.12626112
pcoli__ggTPH__1,-2.3156097986,0.11468483400000001
pcoli__ggTPH__2,-1.6728713285999999,0.070815561
pcoli__hsAANAT__1,-6.2659827519,1.089893306
pcoli__hsAANAT__2,-4.5551104166,0.903433806
pcoli__hsASMT__1,-0.22239080120000002,0.265788397
pcoli__hsASMT__2,-0.22174210500000002,0.330022315
pcoli__hsPNMT_mb__1,-2.1635273863,0.040300772000000006
pcoli__hsPNMT_mb__2,-2.2337814738,0.12697175200000002
pcoli__hsTPH__1,-0.5934112537,-0.175521843
pcoli__hsTPH__2,-2.0004638777,0.09615961
pcoli__hsTPH_E2K__1,-5.115732307,0.526622704
pcoli__hsTPH_E2K__2,-5.3559821106,0.628575133
pcoli__hsTPH_E2K_N91I_P99C__1,-0.9857571105,-0.08709583800000001
pcoli__hsTPH_E2K_N91I_P99C__2,-0.1771087837,-0.018978383
pcoli__hsTPH_N158trunc__1,-6.6983524204,0.49277853
pcoli__hsTPH_N158trunc__2,-6.4220857385,0.481644575
pcoli__hsTPH_N174trunc__1,-3.725730629,0.19621347500000003
pcoli__hsTPH_N174trunc__2,-6.0876856738,0.490658674
pcoli__hsTPH_Ntermtrunc__1,-2.4982393631,0.853001546
pcoli__hsTPH_Ntermtrunc__2,-0.9405627173000001,0.7565656460000001
pcoli__hsTPH1__1,-2.6223685567,0.680069985
pcoli__hsTPH1__2,-2.4606108237,0.6759045060000001
pcoli__MBP__1,-9.0586998196,-0.573046228
pcoli__MBP__2,-8.6260684534,-0.051903538000000006
pcoli__msCOMT__1,-2.0604716187,0.079404681
pcoli__msCOMT__2,-3.595403886,-0.044857836000000005
pcoli__ocAANAT__1,-0.6651715497,0.16575990100000002
pcoli__ocAANAT__2,-0.3408950685,0.2116699
pcoli__osTDC_K374H__1,-2.5427404345999998,0.851500016
pcoli__osTDC_K374H__2,-2.3361741953,0.979614336
pcoli__osTDC_K374L__1,-5.0947908568999996,-0.064751683
pcoli__osTDC_K374L__2,-4.3317720011,0.13687585800000002
pcoli__osTDC_K374Q__1,-1.9387260576,0.43024290200000004
pcoli__osTDC_K374Q__2,-1.9913326916,0.45649869600000004
pcoli__osTDC_L360V__1,-1.7161500882,0.17240939800000002
pcoli__osTDC_L360V__2,-1.9567680579000002,0.273833125
pcoli__pmTPH__1,-2.4140902614,-0.33557125600000004
pcoli__pmTPH__2,-3.6459053377,-0.103547147
pcoli__RFC__1,-3.2052476310999998,-0.193622802
pcoli__RFC__2,-3.0399181816,-0.271951257
pcoli__RFCctrl__1,-2.3928296436,0.8765261360000001
pcoli__RFCctrl__2,-2.0278381742,0.8084935360000001
pcoli__RFCnopause__1,-5.1070452131,0.9157442760000001
pcoli__RFCnopause__2,-6.9879708876,1.011176016
pcoli__RFCpluspause__1,-7.2657205915,0.902283076
pcoli__RFCpluspause__2,-9.1027604654,0.9472996260000001
pcoli__rnCOMT_sol__1,-2.9680424359,0.823034806
pcoli__rnCOMT_sol__2,-1.9073680061,0.8417998760000001
pcoli__rnPNMT__1,-4.9333305614,-0.087156416
pcoli__rnPNMT__2,-4.3993854566,-0.047135399
pcoli__rnTDC__1,0.3764497537,0.12196417600000001
pcoli__rnTDC__2,-0.032439929400000005,0.059651514
pcoli__rnTDC_trunc__1,-1.8715411559000001,0.10154764100000001
pcoli__rnTDC_trunc__2,-3.9449365556,0.171203867
pcoli__saCOMT_T2A__1,-0.6064654454,-0.0422892
pcoli__saCOMT_T2A__2,-0.4758157946,-0.0050907420000000005
pcoli__sfCOMT__1,-2.4041902986,-0.104639965
pcoli__sfCOMT__2,-2.8486262135000002,-0.08689561
pcoli__sgAANAT_D63G__1,-1.4669169345,0.063928575
pcoli__sgAANAT_D63G__2,-2.8494365676999998,-0.046721704
pcoli__ssDDC__1,-1.4424697599,0.380732609
pcoli__ssDDC__2,-1.5800826452,0.5413918120000001
pcoli__TP53B__1,-0.4300255375,0.217165399
pcoli__TP53B__2,0.1898058377,0.26082317
pcoli__WT__1,-4.58245022,1.1453485460000001
pcoli__WT__2,-5.1584407013,1.070647936
cck__glu_ale4__1,-1.4193674889,0.14242569800000002
cck__glu_ale4__2,-2.5242555604,0.23916410400000002
cck__cck_ale1__1,-3.1427643731,-0.036123555
cck__cck_ale1__2,-4.0018006604,0.042168756
cck__cck_ale2__1,-3.0492577101,0.11719557800000001
cck__cck_ale2__2,-2.5927584129,0.14509675
cck_pgi__gmos_delpgi__1,-1.1073475715,0.548075038
cck_pgi__gmos_delpgi__2,-0.3605137887,0.49255982000000004
cck_pgi__pgi_ale1__1,-0.9824463612000001,0.155626605
cck_pgi__pgi_ale1__2,-1.8887798351,0.458879289
cck_pgi__pgi_ale2__2,-2.1078720868,0.9356459460000001
cck_pgi__pgi_ale3__1,-0.9486513736000001,0.080522988
cck_pgi__pgi_ale3__2,-1.8779095235,0.319070503
cck_pgi__pgi_ale4__1,-2.6971345481,-0.060545762
cck_pgi__pgi_ale4__2,-3.5990887626,-0.023064144
cck_pgi__pgi_ale4__3,-3.5623790316,-0.026233267
cck_pgi__pgi_ale5__1,-0.2764694271,0.6346640520000001
cck_pgi__pgi_ale5__2,-1.4344088503,0.6909501880000001
cck_pgi__pgi_ale6__1,-1.7323578089,0.28762259500000004
cck_pgi__pgi_ale6__2,-1.9564918212,0.536174008
cck_pgi__pgi_ale7__1,-2.4374102414,0.17530578100000002
cck_pgi__pgi_ale7__2,-3.0955696655,0.46740904
cck_pgi__pgi_ale8__1,-1.1109072543,0.174656744
cck_pgi__pgi_ale8__2,-1.5752544795999999,0.394370202
cck_sdh__gmos_delsdhCB__1,-20.7436034464,1.322502666
cck_sdh__gmos_delsdhCB__2,-18.2944976259,0.5798925810000001
cck_sdh__sdh_ale1__1,-0.8801336101,0.998987676
cck_sdh__sdh_ale1__2,-1.3132583327,0.9379760260000001
cck_sdh__sdh_ale2__1,-1.2209379189,0.736952856
cck_sdh__sdh_ale3__2,-0.7239952589,0.803381376
cck_sdh__sdh_ale3__1,-1.4379877751,0.695367646
cck_sdh__sdh_ale3__3,-1.2359905237,0.681227083
cck_pts__gmos_delptsHIcrr__2,-14.7129197343,-0.47601407300000004
cck_pts__gmos_delptsHIcrr__1,-14.111308854,-0.33705242
cck_pts__pts_ale1__2,-4.5078522043,0.9351348060000001
cck_pts__pts_ale1__1,-4.1282364844,0.876612566
cck_pts__pts_ale2__2,-5.0240072986,0.115148097
cck_pts__pts_ale2__1,-5.3489048139,0.09984643500000001
cck_pts__pts_ale3__2,-3.4035005829,0.41419806800000003
cck_pts__pts_ale3__1,-2.7594365084,0.5783373190000001
cck_pts__pts_ale4__2,-3.8156927752,0.046307297000000004
cck_pts__pts_ale4__1,-4.1620536082,0.036329173
cck_gnd__gmos_delgnd__1,-23.1107489978,0.319589504
cck_gnd__gmos_delgnd__2,-21.8371240054,0.503198241
cck_gnd__gnd_ale1__1,-2.9285585739,0.20693571300000002
cck_gnd__gnd_ale1__2,-3.2166778867,0.188642002
cck_gnd__gnd_ale2__1,-2.7294781813,0.101779039
cck_gnd__gnd_ale2__2,-2.4985680772,0.172979991
cck_gnd__gnd_ale3__1,-2.846535167,0.155982392
cck_gnd__gnd_ale3__2,-2.6628556258,0.23824755400000003
cck_tpiA__gmos_deltpiA__1,-3.167186147,0.7806081060000001
cck_tpiA__gmos_deltpiA__2,-3.7295646175,0.813794416
cck_tpiA__tpiA_ale1__1,-3.2541358071,0.5988579620000001
cck_tpiA__tpiA_ale1__2,-2.8436456895,0.589313505
cck_tpiA__tpiA_ale2__1,-1.7770426027,0.630282656
cck_tpiA__tpiA_ale2__2,-1.0522838209,0.582770958
cck_tpiA__tpiA_ale3__1,-1.8509824856,0.694016618
cck_tpiA__tpiA_ale3__2,-1.8036584513,0.6840427720000001
cck_tpiA__tpiA_ale4__1,-2.2589316383,0.744539256
cck_tpiA__tpiA_ale4__2,-2.4415164623,0.7080815420000001
acid_tale__acid_ale1_pH7__1,-7.2884422499,0.057748651000000005
acid_tale__acid_ale1_pH7__2,-8.5341426799,0.000836439
acid_tale__acid_ale1_pH5__1,-15.0870601495,0.393058448
acid_tale__acid_ale1_pH5__2,-16.4278985076,0.51636355
acid_tale__acid_ale2_pH7__1,-6.9267531893,-0.058615956000000004
acid_tale__acid_ale2_pH7__2,-5.9748260527,-0.003295563
acid_tale__acid_ale2_pH5__1,-5.279175384,0.054635539000000004
acid_tale__acid_ale2_pH5__2,-11.7789568875,0.312142354
acid_tale__low_Mg_ale_pH7__1,-9.626659929,-0.7608421670000001
acid_tale__low_Mg_ale_pH7__2,-10.3041583769,-0.879332121
acid_tale__low_Mg_ale_pH5__1,-3.7282642226,-0.028056045
acid_tale__low_Mg_ale_pH5__2,-3.9743673961,-0.12884752500000002
acid_tale__MES_ale_pH7__1,-5.7538405425,0.041432463
acid_tale__MES_ale_pH7__2,-7.7808930286999995,0.037419389000000004
acid_tale__MES_ale_pH5__1,-3.6762061862,0.6634502010000001
acid_tale__MES_ale_pH5__2,-11.1398275884,1.148891356
acid_tale__gmos_pH7__1,-6.9285108973,-0.020226017000000002
acid_tale__gmos_pH7__2,-7.0394975961,-0.031017067000000002
acid_tale__gmos_pH5__1,-5.2663947764,0.5256937780000001
acid_tale__gmos_pH5__2,-4.2022636152,0.521895651
adnB__wt_adn__1,-1.1794849175,0.527252585
adnB__wt_adn__2,-2.8500449896,0.717952429
adnB__delydhB_adn__1,-2.5868651700000003,0.501672778
adnB__delydhB_adn__2,-1.898942215,0.5728210220000001
ytf2__wt_glc__1,-2.2518594105,0.444428965
ytf2__wt_glc__2,-2.2073232067,0.29555535
ytf2__ybcM_glc__1,-10.2894842353,0.185566797
ytf2__ybcM_glc__2,-11.0431529371,0.129607239
ytf2__ydhB_glc__1,-3.1548051593,0.38896984100000004
ytf2__ydhB_glc__2,-2.8559814391,0.33696669
ytf2__yfeC_glc__1,-2.9224126638000003,0.26844590900000004
ytf2__yfeC_glc__2,-3.2686745063,0.34219276400000004
ytf2__yciT_glc__1,-1.8596280853,0.43932199800000005
ytf2__yciT_glc__2,-2.0339365896,0.42732075500000005
ytf2__ydiZ_glc__1,-1.3566697730000001,0.110599163
ytf2__ydiZ_glc__2,-1.3013762922,0.039726156000000006
ytf2__ynfL_glc__1,-1.4094644015,0.49324980500000004
ytf2__ynfL_glc__2,-1.2314728588000001,0.46775206900000005
misc2__dellon_glc__1,-12.1912665198,-0.3140845
misc2__dellon_glc__2,-13.671071635,-0.8715660150000001
ytf3__wt_glc2__1,-1.3635946190000001,0.43664024300000004
ytf3__wt_glc2__2,-0.7499458941,0.53975684
ytf3__wt_pH7_lactate__1,-1.6054764618,0.394528943
ytf3__wt_pH7_lactate__2,-1.7228180270000002,0.379399407
ytf3__wt_pH55_lactate__1,-3.0103821065,0.9337171660000001
ytf3__wt_pH55_lactate__2,-1.1616408901,0.795086936
ytf3__wt_pH55_HCl__1,-1.6646933128999999,1.031077886
ytf3__wt_pH55_HCl__2,-1.6707037067,0.9522224260000001
ytf3__dyieP_pH7__1,-0.7214386932,0.412248104
ytf3__dyieP_pH7__2,-1.0281052852,0.30771917800000004
ytf3__dyieP_pH55__1,-1.794941332,0.356117652
ytf3__dyieP_pH55__2,-0.996559693,0.40373836900000004
