,A,Fnr,ihfB
SRX5694276,-1.8757214728,0.6125076868,-0.938501404
SRX5694277,2.1018961178,0.518483773,-1.1086632386
SRX5694278,-1.6035762934000002,0.6077452839,-1.5186830960000002
SRX5694279,2.162575414,0.7489705412000001,-1.0835463994
SRX5694280,3.5142379912,-1.2905505804000001,-0.2108301915
SRX5694281,2.7219174164,0.4743514224,-1.1932094615
SRX5694282,-3.0912772641,0.8302627999000001,0.5828825608
SRX5694283,0.8152689375000001,-0.8002749045,-0.9701385051
SRX5694284,1.8036329736,-1.6551107114999999,-0.8524414069
SRX5694285,0.1889815629,0.21844817860000001,-1.405760481
SRX5694286,-0.7013057028,0.0879280571,-2.0779262437
SRX5694287,-0.10286657390000001,0.8900785727,-0.1903310601
SRX5694288,-0.0223166471,-0.0313845657,-1.0812140072
SRX5694289,1.8489714317,-0.4150383489,-0.026524093000000002
SRX5694290,1.0567908432,0.2272209504,-1.0022560843
SRX5694291,-4.0133763554,0.16806743940000002,-1.7171008209
SRX5694292,2.63903123,0.40832126950000003,-0.8705550239000001
SRX5694293,0.8903366126000001,0.0877333852,-0.6341559143000001
SRX5694294,3.9665499957,-0.1654402185,0.5477587571
SRX5694295,-0.6524340386,-0.12067474560000001,-1.3179166312000001
SRX5694296,2.7966777384,0.1613415464,-0.09633023900000001
SRX5694297,-2.5549719761,0.257224454,0.6487792296
SRX5694298,1.6874056879000001,0.047755995,-1.398343179
SRX5694299,1.7462489237,-0.1308553567,-0.0548211138
SRX5694300,-1.8781770235000002,-0.3609283863,-0.4764255264
SRX5694301,3.095996498,0.20815252,-0.9915859493
SRX5694302,1.6276322377999999,0.0028938907,-1.1529412139
SRX5694303,2.0953697331,0.11078089020000001,-1.0626874924
SRX5694304,0.0162568983,-0.2836689398,-0.9260874235000001
SRX5694305,0.8354850386,0.0804674744,-1.3048554744
SRX5694306,1.1328472505,-0.2221077391,2.186138402
SRX5694307,-2.2092807245,0.6605546913,0.9100277827000001
SRX5694308,0.39339237320000003,0.030807355300000002,-0.8877531976
SRX5694309,-4.1121394785,0.1635488437,-1.5251338072
SRX5694310,4.3744417709,-0.4774994905,-1.4504833334
SRX5694311,-2.2564625213,0.0987552064,-1.2200697843000001
SRX5694312,-1.1651088176,0.2741965069,1.7775761065
SRX5694313,1.225025144,0.12295077100000001,-1.2855187251
SRX5694315,-1.5049545511,-0.3737381984,-0.8769879084000001
SRX5694317,1.7190290755,1.3424886167,-1.2793691829
SRX5694319,0.9017864591,0.09932130680000001,-1.080054735
SRX5694320,-2.2475781585,0.0559133562,-1.4207421173
SRX5694321,0.9552744735,-0.2242105774,-0.36320266970000004
SRX5694322,-1.1630061517,0.41129122560000003,3.0734252999
SRX5694323,1.719458775,-0.2049744387,-0.1474923579
SRX5694324,1.0329937174,0.1866328231,-0.8603384773
SRX5694325,-0.645913358,-0.8589924069,0.0810143052
SRX5694326,0.743869412,-0.18501779240000002,-0.8766338815
SRX5694327,3.4206073986,-0.3986390476,-1.0401998064
SRX5694328,-0.0968672468,-0.11461450370000001,-1.1131732022
SRX5694329,1.9412803017,0.1534325597,1.1241333731
SRX5694330,3.019324183,0.4256416268,1.0533152899
SRX5694331,1.3898390169,0.1918842788,-0.2205498512
SRX5694332,1.9286873439,0.2575678173,-0.9253991697
SRX5694334,2.7859164669,0.7809611414000001,-0.6949207847000001
SRX5694335,-0.0613239677,-1.0905972262999999,0.3662144094
SRX5694336,-3.6094363346,0.0295461953,-0.9221896544
SRX5694337,0.1581800069,-0.9098451584,-0.3053163494
SRX5694338,0.22734685170000002,0.11093211330000001,-1.4155199507
SRX5694339,0.3159583022,-0.2660034833,-1.0599211097
SRX5694340,4.4487200612,0.1360391327,-1.4386345449
SRX5694341,-2.1162012036,0.3253789217,-0.2803295697
SRX5694342,-1.0697486861,0.33467356740000004,0.6293734383
SRX5694343,3.4642668216,-0.7654036895,-0.2010869699
SRX5694344,-0.6635464706,0.0720316185,1.2525770415
SRX5694345,-0.3665761108,-0.1127364899,-0.2896248806
SRX5694346,2.5303185303999998,-0.1452747475,-0.5997892775
SRX5694347,1.5768367151,-0.2103049645,0.1237988565
SRX5694348,-0.7522386390000001,0.6194313426,-1.5734086149
SRX5694349,1.9958254524,-0.0340580552,-1.8638919299
SRX5694350,1.2425031445,-1.5589165824,0.6829585180000001
SRX5694351,1.1070642805,0.2389667466,0.9236742301
SRX5694352,0.1493974115,-0.1301723133,-1.7925095215
SRX5694353,-1.0411520343,0.0567992999,-1.0856227286
SRX5694354,0.6276266378,0.4463184544,-1.5969538419
SRX5694356,-1.4215490534000002,-0.011770757000000001,-1.1365814194000001
SRX5694357,-3.7334998952,0.4703427457,0.9335471945
SRX5694358,0.33377771770000003,0.7891519738,-0.9001345086
SRX5694359,-1.4468126129,0.0823465979,-1.5787237146000002
SRX5694360,-2.0586603375,-0.21446519260000002,-1.5363409356000002
SRX5694361,-2.3119420749,0.5545946817,3.3245249795
SRX5694362,2.5047179459,-0.1556899832,1.3672523569
SRX5694363,1.9249333107000002,0.40866825960000003,-0.2511288672
SRX5694364,-4.5985771311,-0.0307498051,-1.2241393744
SRX5694365,2.5115897295,1.8984960352,2.2712715973
SRX5694366,1.9389363906,0.11935505780000001,-1.1236160881
SRX5694367,-0.22064395950000001,-0.7716038602,0.16848949670000002
SRX5694368,1.7975370747000001,-0.1062377801,-1.2601444012
SRX5694369,-1.8434050269000002,-0.0429042057,-1.4558741109
SRX5694370,-0.2452984498,-0.1697118587,-1.5760854295
SRX5694371,-4.0426272858,-0.046749594000000005,-1.4715961776
SRX5694372,-0.0040272648,0.060263538500000005,-1.5589412839999999
SRX5694373,1.5787581695,-1.4686879149,0.3994912939
SRX5694374,-3.0922209944,0.2258676651,-0.9678017240000001
SRX5694375,2.1706775506,-0.0180107938,-0.9608040567
SRX5694376,-0.2855232736,0.12440957970000001,1.2447894583
SRX5694377,-1.816486724,0.7205527484,-1.191436742
SRX5694378,-0.7152962344,-0.064859922,-1.9337324817
SRX5694379,4.7525903903,-0.0946227506,-1.1366547883
SRX5694380,2.6335812444,-0.1504039911,-0.7399595053
SRX5694381,-4.800080332,1.0932260792,0.923138631
SRX5694382,1.5324259296,-0.3495048284,-0.6534829936000001
SRX5694383,2.8516923681,-0.19216870800000002,-1.1495585992
SRX5694384,0.9453580952,0.2508705046,-0.3206835072
SRX5694385,2.7302011124,1.0236963855,-0.8808770448000001
SRX5694386,-0.9202885003,0.8645055481,-2.0232756272
SRX5694387,1.5295166887,0.1051428429,-1.1867332256
SRX5694388,1.0726873422,0.2708431966,-0.9006154946
SRX5694389,4.6684366866,0.2606390819,-1.631366638
SRX5694390,3.4320127837,0.3504676022,-1.033868219
SRX5694391,3.0197784736,1.4535275098,-0.7600665551
SRX5694392,2.9363460835,0.0944210472,-0.4911206664
SRX5694393,1.4966267416,0.2067024995,-0.30821672310000003
SRX5694394,1.8000071808,0.5219782296000001,-1.1953659872
SRX5694395,2.3649797077,0.5121052174,-0.137280135
SRX5694396,0.1599620733,0.28659288180000003,1.2171043994
SRX5694397,0.2866365302,0.2130377387,-1.5275886062000001
SRX5694398,0.158785171,0.1522575818,-1.9308061206
SRX5694399,3.0067471432,-0.35454569550000004,0.33441959600000004
SRX5694400,-1.8115207044,-0.3062884087,-1.6562199957
SRX5694401,-0.2182993746,-0.0252304237,-0.9106399612
SRX5694402,-0.7823983295,0.7271274121,-1.9080504914
SRX5694403,-1.1766904853,-0.903332961,-0.9515812199
SRX5694404,2.1547412871000002,0.6936041281,-1.2671154485
SRX5694405,1.5687132691999999,-0.7666040526,-0.0163777134
SRX5694406,-2.0984253962,0.2468405504,-1.1819124107
SRX5694407,-1.6312639433,-0.4892115863,-0.8976499983
SRX5694408,1.7933711863,-0.129152751,-0.7905816784
SRX5694409,-1.0277172991,0.2983443387,-0.8527907562
SRX5694410,1.2712601493,0.12871355610000002,1.3728449627
SRX5694411,3.7176250035000002,1.4088048351,0.5807675425000001
SRX5694412,0.9920934692000001,0.08708125080000001,-1.8941859509
SRX5694413,4.7935587243,-0.42460153910000004,0.3180122541
SRX5694414,-4.1101796219,0.9037219768,0.8686363537
SRX5694415,2.1190726868,0.35278275610000004,-0.8441132099
SRX5694416,-0.4650914558,-0.1301828894,0.0625105212
SRX5694417,-0.7955489937,0.1499766492,-0.8835196625
SRX5694418,-3.1445619079,0.8640746426,-1.2250992002
SRX5694419,-3.3248763842,-0.014793680600000001,-1.2535987095
SRX5694420,1.175364577,-0.0468660871,-0.15609256470000002
SRX5694421,-1.2616020875,0.1322961821,-0.5219061525
SRX5694422,-0.39581877600000004,0.619159111,-0.6248932219000001
SRX5694423,-2.5234809237,-0.0780351353,-0.8532571789000001
SRX5694424,1.1151169578,-0.5733023752,-0.8440673101
SRX5694425,0.9861279156,0.3346755523,-1.6423178196000001
SRX5694426,1.3364166059,0.6157335293,-0.7419004346
SRX5694427,1.7471515654,-0.029816820400000003,-1.0228097095
SRX5694428,-0.6310927836,-0.1057688244,-0.8209870645
SRX5694429,2.3751113661,1.4863412037,0.5544799185
SRX5694430,1.4355297924000001,-0.0200467158,-0.6908904131
SRX5694431,1.4427270307,0.6682181821000001,0.11122089040000001
SRX5694432,-1.3339193942,0.1093383753,-2.1413952496
SRX5694433,5.052477506,-0.42024945410000003,0.6797201304
SRX5694434,3.0075278784,-1.0686406259,-0.0813581815
SRX5694435,-3.2903319174,0.2624442987,-0.8155494813
SRX5694436,-1.5148827393,0.1838410419,-1.0687696929
SRX5694437,0.6822423116,1.4458719120999999,0.3147754193
SRX5694438,2.162455465,0.061060066100000004,-0.7102352016
SRX5694439,-1.5524785833,0.8339819837,-0.8855864517
SRX5694440,-0.0290780474,0.2749615761,-0.3273901919
SRX5694441,0.5235392888,0.1675077619,1.1375522752
SRX5694442,0.7094593585000001,0.2359552994,-0.8341317912
SRX5694443,-0.8541889318,-0.1143720156,-0.7477767726
SRX5694444,3.4914334305,0.19924687600000002,-1.2438504318999999
SRX5694445,-0.9011817434,-0.1930182149,-1.3600939619
SRX5694446,-1.2092407007000001,0.021624803,-1.2032978044
SRX5694447,3.4141431001,0.1404174962,-1.5183364254
SRX5694448,1.3063869921,0.7190717129,0.8265102893
SRX5694449,2.4191615617,-0.106792127,-0.8085937780000001
SRX5694450,2.9380691244,-0.5226446066,0.6144673881
SRX5694451,1.1166005776,-0.9448240483,-0.7307318690000001
SRX5694452,-0.3650817676,0.3519942873,1.0924749437
SRX5694453,4.5247496152,-0.3420308308,0.6265042858000001
SRX5694454,0.6843399716,0.2237971175,-0.1930641951
SRX5694455,-4.2729296989,-0.09366302650000001,-1.1221989695
SRX5694456,1.4594702969,0.1884711132,-0.8893847205000001
SRX5694457,1.8228129983999999,0.1897163396,-1.1343377475
SRX5694459,-1.162570047,0.46955750020000003,-1.2139028339
SRX5694460,-2.6466927735,0.079054857,-0.8070874991
SRX5694461,-1.0583353719,0.1562169847,-2.112586486
SRX5694462,-1.3855426176,0.5560831223,-1.1911668779
SRX5694463,3.9492172059,0.16093619850000002,-0.9323923927000001
SRX5694464,0.0453007,0.21465859110000002,-1.3161077135
SRX5694465,-0.292939288,-0.4506960218,-1.3777511591
SRX5694466,-0.7038631197,1.4078249743,-0.1171657056
SRX5694467,-0.5943942661,-0.024926434900000002,-0.49182771470000003
SRX5694468,-2.7456596028,0.28331731590000003,-1.4181288842
SRX5694469,1.7559253042,0.1656484172,-0.1270655376
SRX5694470,0.37273342670000004,0.0397621094,0.019027187600000002
SRX5694471,-0.3664268234,0.0295181061,-1.3556210419
SRX5694472,1.4663993131,0.6765520599,-0.8715800265
SRX5694474,0.3031170017,-0.1313395527,-1.0604877154
SRX5694475,-0.3868108853,-1.1849000443,-1.21089239
SRX5694476,0.8478403911,0.1917764428,-1.8870095360999999
SRX5694477,-2.9840250614,-0.1254083886,-1.3888387334
SRX5694478,4.337027453,0.0413045956,-0.8358051031
SRX5694479,-0.6528209187,-1.2130654544000001,0.5651488816
SRX5694480,3.4112169938,-1.1475451275,0.2685785134
SRX5694481,2.6957976012,0.23990241980000002,-1.6003623698
SRX5694482,0.34109915420000003,-0.042177127,-1.1976275807
SRX5694483,0.2857265081,-0.341587067,-0.7254365348
SRX5694484,-0.8368534055,0.1067217318,-1.5497718291
SRX5694485,1.7952650073,1.3284647298,-1.4148320002
SRX5694486,0.4087695563,0.13667702310000002,-0.5654554842
SRX5694487,0.0276755072,0.0400555976,-0.9495107329
SRX5694488,-0.3244710853,0.1579017148,-1.5245136858000001
SRX5694489,0.1251128404,-0.2295144067,-1.1641195583
SRX5694491,-0.836032069,-0.40999634500000004,-2.5741590835
SRX5694492,-2.646318252,0.41635551470000004,-1.0544668967
SRX5694493,-0.6446955189,0.8852669989,0.8937663383000001
SRX5694494,1.4005385365,0.47019160320000003,-1.0658638001
SRX5694495,2.0085882083,0.4263555999,-0.4030416777
SRX5694496,-0.0115805458,0.0158778074,-0.3592908259
SRX5694497,0.5501491606,-0.353805546,-1.4169871254
SRX5694498,0.5067817161,-0.0949833372,-0.7704255608
SRX5694499,-0.9926279962000001,-0.0402154183,1.4216113671000001
SRX5694500,3.8008896729,-1.0545825032,-0.5411210531
SRX5694501,-0.4833848182,0.0329465014,-1.3035955075
SRX5694502,-3.1199477676,0.49062571110000003,1.3887672586
SRX5694503,2.568472763,-2.5030278976,0.8136457702000001
SRX5694504,0.6217299378000001,0.22288803100000001,-0.698496408
SRX5694505,-1.9324240154,0.35465275100000004,-1.103713867
SRX5694506,2.8538629332000003,0.49303985780000004,1.2386235294
SRX5694507,-0.1483131838,0.0909615292,-0.2659310432
SRX5694508,1.5353332556,-0.6050113022,-0.0737889784
SRX5694509,0.9365495364,-0.9469901951,-0.9006875255000001
SRX5694510,0.9845380979,0.0893514383,0.2081297598
SRX5694511,3.4711065377,0.533781862,-1.3784560639
SRX5694512,-2.0042865187,-0.5504288499000001,-2.3822049737
SRX5694513,4.0138645288,-1.5708370051,0.4239930953
SRX5694514,-1.7242878524,0.025528003,-1.4708029085
SRX5694515,4.2696543554,1.1960883277,-1.7224261519000001
SRX5694516,-1.8741740012,0.7337960436000001,-1.5435894269000001
SRX5694517,-0.0576244346,0.16543111060000001,-1.8093958038
SRX5694518,-1.1177203905,-0.3013275018,-0.9876997408
SRX5694519,0.4201616909,0.0524331097,-0.3076214923
SRX5694520,2.4229628522,-0.1296792457,2.3779477235
SRX5694521,-0.3574582763,-0.1166385846,-0.6260783282
SRX5694522,2.5163942572,0.5228202102,-1.3243610216000001
SRX5694523,1.5777747992,0.0620767183,-1.913245468
SRX5694524,-0.3347889753,-0.1670867104,-1.8270254236999999
SRX5694525,-1.6278823004,-0.023023933200000003,-0.5718133694
SRX5694526,-0.4872669336,-0.1780022674,-1.692727136
SRX5694527,2.5634107728,-1.288192235,-0.6914483507
SRX5694528,-0.4334075751,-1.1735091948,0.45608091370000003
SRX5694529,0.5434443287,0.4256665049,-1.6076887017
SRX5694530,1.1077097089,-0.14596955720000002,1.7492043202
SRX5694532,-0.9805435364,-0.6767342955,-0.7823283851
SRX5694533,1.9313334370000002,1.5844404703000001,2.1890417573
SRX5694534,3.6507763207,1.4941188956,0.4806726161
SRX5694535,-0.4898526299,-0.0048985968,2.1503019243
SRX5694536,0.5680801218,0.23466406990000002,-1.9090493219
SRX5694537,1.787270812,0.10958004780000001,-0.9203707726
SRX5694538,1.18319807,0.2428538366,-0.6959742576
SRX5694539,4.0846026648,0.0122195926,-0.7680530929
SRX5694540,-1.5958077548,-0.7705289413,-1.0549421924
SRX5694541,0.0749791345,0.14097936390000002,-1.5490004049000001
SRX5694543,-2.3932405351,0.7008066596,-1.007280809
SRX5694544,-1.5608115426,-0.2315847967,-1.4086176609
SRX5694545,2.6444499019,0.0029379619,-1.0295143598
SRX5694546,0.35652794190000003,0.2023907492,-1.6932599032
SRX5694547,2.2352958051,0.1023474546,-0.4320461095
SRX5694548,0.0923580291,0.09042078,-0.0815377088
SRX5694550,3.8049180769,-0.36047292010000004,-0.08661096330000001
SRX5694551,-1.3970148293,-0.15851963700000002,1.0713928878
SRX5694552,1.5949193749,-0.47527159550000003,0.0859108769
SRX5694553,1.8180787107,0.1865548514,-0.5434080902
SRX5694554,-2.1633671028,-0.3567155809,-0.4315676376
SRX5694555,-2.1127889494,0.4367343567,-1.1390807783
SRX6072760,0.5952242019,0.6625246456,-1.4467053043
SRX6072761,-0.7552903082,0.7880810208,-1.3026676412
SRX6072762,2.1542514103,0.6348490171,-1.4595111938
SRX6072763,3.3128708373,0.5130885568,-1.1597284343
SRX6072764,-1.855121408,0.7836153299,-1.5922904276
SRX6072765,2.5410727852,0.5666938681,-1.2242512257
SRX6376491,4.3521756321,-0.2069186369,0.6714071664
SRX6376492,-1.5783968231,0.30096120800000004,-0.6753540017
SRX6376493,-2.3932218836,0.2233268874,-0.6499896119
SRX6376494,1.0302491072,0.36914748480000004,-0.6026302438000001
SRX6376495,4.7455060054,-0.38116480880000003,0.2388964468
SRX6376496,4.6443495034,-0.179866355,0.6331582822
SRX2723951,-0.8220792962,0.3573392885,0.3417530218
SRX2723952,2.8170732201,0.5215083736,0.46574061040000003
SRX2723953,-0.1691243928,0.4033689451,-0.0820151137
SRX2723954,11.8458790588,0.10380176390000001,0.7163691619
SRX2723955,2.0568363527,0.4097892231,0.0582164146
SRX2723956,0.4065946355,0.5224825499,0.3291020489
SRX2723957,-0.11345724310000001,0.1528474884,0.0307312722
SRX2723958,0.2595253383,0.3481605142,-0.7027882675
SRX2723959,-0.1335191613,-0.0266460084,0.0423091795
SRX2723960,0.4522078024,0.1774931888,0.3616571047
SRX2723961,8.491953737,-0.1232001154,0.8136953180000001
SRX2723962,0.43813973650000004,0.190084841,0.3255633119
SRX2723963,-2.396619701,0.2671184528,0.1191264814
SRX2723964,1.9944474137000001,0.2566617834,0.5818783374000001
SRX2723965,1.7925375752,0.1341478918,0.3624424913
SRX2723966,0.45966002510000004,-0.0535312287,-0.0459312133
SRX2723967,0.3000473991,0.0033558917,0.0124592081
SRX2723968,-0.7597074242,0.050175337,0.0334720052
SRX6977206,-4.8493719197,0.0681602907,0.2901538582
SRX6977207,-4.4509975653,-0.1688407481,0.0467296974
SRX6977208,1.5257981649999999,0.44868520630000003,0.7931308635000001
SRX6977209,0.5965034352,0.41306374030000004,0.7752613471
SRX6977210,1.1663143524,0.3264594677,0.7093392535
SRX6977211,0.1398147402,0.28664804520000003,0.21807747260000002
SRX6977212,0.0033115688000000002,-0.0931429685,0.0446351909
SRX6977213,-0.143126309,-0.1935050767,-0.2627126635
SRX6977214,-4.6595343425,-0.101350492,0.23573169940000002
SRX1153733,0.2777866916,-0.0045074173,0.0870960743
SRX1153734,-0.2777866916,0.0045074173,-0.0870960743
SRX1153735,1.5784090833,0.0400032595,-0.5189584420000001
SRX1153736,1.2337815427,0.3296413226,-0.5667947443
SRX5204053,1.5000540437,0.2247859218,-0.0914716639
SRX5204054,-2.7722132481,0.1810715899,1.1022593053
SRX5204055,0.3226417078,0.1722943406,0.19634162160000002
SRX5204056,-0.9443242717,0.4185490194,0.2495665894
SRX5204057,-0.7941091527,0.4755510751,0.29509045100000003
SRX5204058,0.5228170015,0.5168922582000001,0.28974472560000003
SRX5204059,0.1312655903,0.422114445,0.9448648483000001
SRX5204060,-0.1424548462,0.285798337,0.7843541674000001
SRX5204061,1.5940426114,0.2501234208,0.726623537
SRX5204062,-0.7263658289,0.316269336,0.6493503178000001
SRX5204063,-0.9011798116,0.2082039373,0.4943468273
SRX5204064,-0.1198668013,0.1760932673,0.6880973691000001
SRX5204065,2.1378115431,0.5466445614000001,0.2493841334
SRX5204066,2.8048898906,0.5152025342000001,0.2449383377
SRX5204067,2.9733803975,0.400732146,0.4621122998
SRX5204068,0.3243634667,0.1717214819,0.5176384229000001
SRX5204069,0.2008276054,0.0191047924,0.4073150236
SRX5204070,-1.0745036552,0.3088587501,0.6503996628000001
SRX5204071,-0.7114171064,0.2009671556,0.6639244288
SRX5204072,1.123359988,0.0443876464,0.3868195097
SRX5204073,-1.4927822599,0.2179832945,0.5192932066
SRX5204074,-2.6639862350000003,0.332161076,0.6321485308
SRX5204075,2.9704257665,-0.0487828519,0.2311268955
SRX5204076,-1.0276897141,0.22229229550000001,0.6180081473
SRX5204077,0.43534745290000004,-0.13260173050000001,0.46617491
SRX5204078,-0.0510841437,0.0773141388,0.4315701879
SRX5204079,0.4180089348,-0.0241015952,0.45112579270000003
SRX5204080,-1.865593518,0.5893290409,0.7957131788
SRX5204081,-2.8778740842,0.3070388345,0.8701562925
SRX5204082,-2.4796128336,0.2197501316,0.8526435267
SRX5204083,-0.5770329619,0.287546719,0.1601230415
SRX5204084,-0.0750434278,0.40118421330000004,0.48453991290000004
SRX5204085,-0.6358672512,0.388749069,0.31157401970000004
SRX5204086,3.0309256918,0.20197490540000002,-0.46288554660000003
SRX5204087,3.3924727122,0.17172482890000001,0.1014258158
SRX5204088,3.5616022687999997,0.2927978321,-0.327382092
SRX5204089,0.1075749495,0.2198247872,0.4817377311
SRX5204090,-0.5656744352,0.0283784921,0.6106854175
SRX5204091,-0.3729203629,0.1787224295,0.3451857055
SRX5204092,0.1490774402,0.35757155150000003,0.335406578
SRX5204093,-0.4317140645,0.32179454960000003,0.0598735725
SRX5204094,0.039593859,0.2417419562,0.4995995406
SRX5204095,0.10384320200000001,0.014165511200000001,0.21691756980000002
SRX5204096,0.6414877121,0.052952773200000004,-0.2148037003
SRX5204097,-0.7453309141000001,-0.0671182844,-0.0021138695
SRX683459,0.36668356690000004,-0.0865634136,-0.0015720619000000001
SRX683460,-5.579649112,1.4925420012,0.3465855611
SRX683461,0.3489658557,0.0187624909,-0.39464521020000004
SRX683462,-3.6039763461,1.3185055078,-0.2148670462
SRX683463,-0.7156494226,0.0678009227,0.3962172721
SRX683464,-4.654829398,1.2534834047,0.2317067461
SRX683465,2.5854439221,0.0170366385,-0.2767926549
SRX683466,-1.7915892496999999,1.3079558571,-0.4209052057
SRX683467,2.457284468,-0.0336556815,-0.1584630387
SRX683468,-0.4708114357,1.0205551288,-0.6458514533
SRX683469,1.5651691964,0.0949490676,-0.0375685068
SRX683470,-2.8410276711,1.441513244,-0.2555400746
SRX322077,-2.1118234921,-0.1323695671,0.036128813
SRX322078,-2.0991902859,-0.2324718932,-0.1014112152
SRX322079,-0.8707789114000001,-0.10928785190000001,-0.33370757
SRX322080,0.5770244898,-0.32368347410000003,0.6122663315
SRX322081,0.7194128586,-0.11529488510000001,-0.18541421200000002
SRX322082,1.4195784531,-0.22967213860000002,-0.1877390568
SRX322083,-0.5748668170000001,0.2338020884,0.4030636574
SRX322084,-1.0479981109,-0.3037351931,0.0131742564
SRX322085,1.6228649279,0.0699331047,-0.4162379138
SRX2708592,1.1777717957,1.1604539591,0.9058984181
SRX2708593,2.2255808934,0.4299474667,0.3372727179
SRX2708594,-0.579859648,0.3209733046,0.2070695586
SRX2708595,-0.8560592243,0.3724001926,-0.008781891600000001
SRX2708596,1.8068820457,-0.1817715842,0.1159388298
SRX2708597,-0.9508228214000001,-0.1906286084,-0.1071569381
SRX2708598,1.3790117345000001,-0.37520259570000003,-0.0083563761
SRX2708600,-1.038627822,0.0849805542,-0.1669905288
SRX2708601,-1.3443455194,0.2663450693,0.20314510130000002
SRX2708602,-3.5000073741,-0.4927120686,0.47657710410000004
SRX2708603,-2.0005421602,-0.0509766252,0.2700813805
SRX3073814,-0.09661554160000001,-0.0513239485,-0.0993100443
SRX3073815,3.224585808,-2.3506769454,0.0998917893
SRX3073816,-0.3974867192,-5.1327364186,0.3514798276
SRX3073817,-1.108980254,-5.1188929344,1.0705500595
SRX3073818,-0.2136924809,-4.3981483095,1.4234215681
SRX3073819,4.0131163381,-0.1353633723,0.1706238948
SRX3073820,7.7676582373,-3.5406721412,0.4918520685
SRX3073821,1.936992363,-5.2387007732,0.8975972293000001
SRX3073822,-1.2944363506,-4.5451895689,1.0836947918
SRX3073823,-2.5820366218,-4.1218901623,1.6690505328
SRX3073824,0.09661554160000001,0.0513239485,0.0993100443
SRX3073825,5.0736683819,-2.7297899689,0.252113582
SRX3073826,0.2264421385,-5.6583522764000005,0.5647996376000001
SRX3073827,-0.9130127601,-5.0748165103,1.3226622664
SRX3073828,-0.7439079072,-3.9025083213,1.6822680893
SRX3073829,4.1655586964,-0.0606556909,0.0748492973
SRX3073830,6.8246616819,-3.6474522219,0.3824540121
SRX3073831,0.8303761861000001,-5.2328087462,0.6218532665000001
SRX3073832,-1.7783993886,-4.6032559245,1.5451177489
SRX3073833,0.08927003750000001,-3.272672501,1.6794614229
SRX2391456,-0.7748485497,0.2888071605,-0.19552296660000001
SRX2391457,-1.1578985308,0.1720216361,-0.33676205870000003
SRX2391458,-1.5850955704,0.2293302324,-0.4678555526
SRX2391459,-1.2558261675,0.21523521,-0.4951556387
SRX2391460,-0.9413222607,0.11560876120000001,-0.42116024230000004
SRX2391461,-1.0463966083,0.1209232236,-0.3693426452
