,A,Lrp
crp__delcrp_glyc__3,-0.2201461042,-0.24804841
glu__glu_ale3__1,-1.6234750623,-0.25690686
glu__glu_ale4__1,2.9130936512,-0.028286199999999997
glu__glu_ale5__1,0.8159961188,-0.32551995
glu__glu_ale6__1,1.1482118352,-0.46284116000000003
glu__glu_ale8__1,-2.9694408052,-0.30673697
glu__glu_ale9__1,-0.0191774816,-0.13352759
glu__glu_ale10__1,-0.9917215819,-0.44090492000000003
42c__wt_42c__1,-1.1212077148,-0.18141898
42c__42c_ale1__1,-3.9784349418,0.02694655
42c__42c_ale2__1,0.35292278650000003,-0.10089377000000001
42c__42c_ale3__1,-1.4598209147,-0.45554957
42c__42c_ale4__1,-2.205335771,-0.17557376
42c__42c_ale5__1,-1.4942435203,-0.34553532000000003
42c__42c_ale6__1,-3.9309642126,-1.106744179
42c__42c_ale8__1,-1.2328390686,-0.45454868
42c__42c_ale9__1,-0.2671166269,-0.28569004
42c__42c_ale10__1,-3.6712057903,-0.27727535000000003
ssw__wt_ac__1,-6.7878688652,-1.123708629
ssw__wt_glc__1,-1.3815167408,-0.32933045
ssw__wt_glyc__1,-7.1438002745,-2.208593492
ssw__wt_xyl__1,-10.812781105900001,-1.22288826
ssw__glc_ale1__1,-3.6420511564,-0.26204188
ssw__glc_ale2__1,-3.4465894116,0.08305934
ssw__glc_ale3__1,-5.3970472739,-0.28219376
ssw__glyc_ale1__1,-3.2694743494000003,-0.5586294470000001
ssw__glyc_ale2__1,-4.7532640209,-0.01839781
ssw__xyl_ale1__1,-2.5472021713,-0.788568907
ssw__xyl_ale2__1,-1.0926239118,-0.504243603
ssw__xyl_ale3__1,-1.5587080672,-0.4955059
ssw__glc_ac_ac2__1,-5.8156521753,-0.781212087
ssw__glc_ac_glc1__1,-1.9805931503,-1.081478057
ssw__glc_glyc_glc__1,-2.3326105005,-0.5697957290000001
ssw__glc_glyc_glyc__1,-1.1547091589,-0.560090508
ssw__glc_xyl_glc__1,-3.1398095649,-0.8671927960000001
ssw__glc_xyl_xyl__1,-0.1903898856,-0.38103017
ica__wt_glc__1,1.2509066027,0.06347384
ica__wt_glc__2,0.6484318071,0.00921479
ica__wt_glc__3,0.2952565702,-0.15474256
ica__wt_glc__4,-0.1306657283,0.17742326
ica__arg_sbt__1,-22.6905286099,0.25443381
ica__arg_sbt__2,-23.9133189136,0.40943524000000003
ica__cytd_rib__1,-3.2081535163,-0.43020659
ica__cytd_rib__2,-4.1200945717,-0.6894574240000001
ica__gth__1,-10.8981056558,-1.38914273
ica__gth__2,-11.1127570756,-1.728700302
ica__leu_glcr__1,-24.0371281629,0.49080945000000004
ica__leu_glcr__2,-23.7242655348,0.42829762
ica__met_glc__1,-15.5875865147,0.03236606
ica__met_glc__2,-14.8147217531,0.00803655
ica__no3_anaero__1,-2.7140040393,0.28264288
ica__no3_anaero__2,-2.3239473773,0.32083455
ica__phe_acgam__1,-4.0648792472,0.058785
ica__phe_acgam__2,-4.2628078189,-0.00912936
ica__thm_gal__1,0.0812774842,-0.0365714
ica__thm_gal__2,0.16103435,-0.08693455
ica__tyr_glcn__1,-2.5647213079,-0.02905121
ica__tyr_glcn__2,-2.7362560198,0.059710030000000004
ica__ura_pyr__1,-2.5215193005,-0.08445652000000001
ica__ura_pyr__2,-4.6668210213,-0.30024594
ica__wt_glc__5,0.889863634,0.27143482
ica__wt_glc__6,0.5973267816,0.30022169
ica__bw_delpurR_cytd__1,-1.6366524974,0.10733268
ica__bw_delpurR_cytd__2,-1.4980410723,0.48952253
ica__ade_glc__1,-1.8277334401,0.46172305
ica__ade_glc__2,-2.3574238662,0.15487786
ytf__wt_glc__1,-0.4046650084,-0.17537371000000002
ytf__wt_glc__2,-1.3609225521,-0.07718896
ytf__delyafC__1,-4.2097735386,-0.0800705
ytf__delyafC__2,-4.7737294574,-0.1430551
ytf__delyeiE__1,-2.7097961337000003,-0.29998502
ytf__delyeiE__2,-1.3390972041,-0.26181165
ytf__delyiaJ__1,-4.5664367062,0.24298552
ytf__delyiaJ__2,-4.7471578146999995,0.35132101
ytf__delyieP__1,-4.849389312,-0.20330401
ytf__delyieP__2,-4.3585363993,-0.29169976000000003
ytf__wt_ph5__1,-2.11162094,-0.08912223
ytf__wt_ph5__2,-2.1285709607,-0.01004875
ytf__wt_ph8__1,-0.7442539629,-0.02918246
ytf__wt_ph8__2,-0.35922829370000003,-0.11547148
ytf__delybaO__1,-3.9536315625,0.17370274
ytf__delybaO__2,-4.5562097172,-0.21776249
ytf__delybaQ__1,-0.7128711604,-0.07307209
ytf__delybaQ__2,-0.5944163009,-0.03263652
ytf__delybiH__1,-1.6380060482,-0.05516978
ytf__delybiH__2,-4.380539067,-0.37959796
ytf__delydcI_ph5__1,-1.7755121113999999,-0.17940493
ytf__delydcI_ph5__2,-1.9958716397,-0.1263042
ytf__delydcI_ph8__1,-0.1161696973,-0.0622388
ytf__delydcI_ph8__2,-0.9911299879000001,-0.06653646
ytf__delyddM__1,-1.3371840606,-0.1669341
ytf__delyddM__2,-1.6497501561,-0.17797947
ytf__delyheO__1,-2.6755222989,0.31964699
ytf__delyheO__2,-4.0744667429,-0.11753828000000001
fps__bw_glc__1,-2.8038797239,0.07226071
fps__bw_glc__2,-2.0135484292,0.06248798
fps__fps_thrA_ale1__1,-2.7036727988,-0.02970654
fps__fps_thrA_ale1__2,-2.2983337833,-0.06966261
fps__fps_thrA_ale2__1,-3.924424005,-0.31138188
fps__fps_thrA_ale2__2,-3.3927699001000002,-0.23852831
fps__fps_serB_ale1__1,-0.5639852587,0.09487494
fps__fps_serB_ale1__2,-0.4192691664,0.11269868
fps__fps_serB_ale4__1,-3.3280735312,-0.6702027690000001
fps__fps_serB_ale4__2,-3.6867323269,-0.8400275580000001
fps__fps_ptsI_ale1__1,-4.7644543694,-0.20800443000000002
fps__fps_ptsI_ale1__2,-4.9334813077,-0.17410899
fps__fps_ptsI_ale3__1,-3.8026111666,-0.29801178
fps__fps_ptsI_ale3__2,-3.726824939,-0.27174836
pal__lyx_ale2_f6__1,-3.8351198662,-0.38475493
pal__lyx_ale2__1,-0.3295090294,-0.03855089
pal__lyx_ale2__2,-0.8572825206,0.01776822
pal__lyx_ale4__1,-0.5177517964,-0.28835679000000003
pal__lyx_ale4__2,-0.7670000089,-0.39857271
pal__5drib_ale10_f18__1,-3.5980268031,-0.637938282
pal__5drib_ale10_f18__2,-3.6943507985,-0.7121514
pal__5drib_ale10__1,-1.9880832462,-0.13741472
pal__arab_ale14_f9__1,-3.345048606,-0.551283626
pal__arab_ale14_f9__2,-2.9583623692,-0.58050524
pal__arab_ale14__1,-2.9711908412,-0.29434625000000003
pal__arab_ale14__2,-2.4361808406,-0.19569644
pal__arab_ale16__1,-1.4890598925,-0.26436319
pal__arab_ale16__2,-2.4259270027,-0.18312684
pal__tartr_ale26_f10__1,-3.0259597772,-0.614576156
pal__tartr_ale26_f10__2,-4.2927891879,-0.7606980680000001
pal__tartr_ale26__1,-3.7485753688,-0.5587764740000001
pal__tartr_ale26__2,-2.9824947049,-0.6404226040000001
pal__tartr_ale28_f10__1,-7.1694791091,-0.671023727
pal__tartr_ale28_f10__2,-7.8310959038,-0.683802274
pal__tartr_ale28__1,-2.7090707799000002,-0.18615218
pal__tartr_ale28__2,-3.2077778276,-0.11331335000000001
efeU__delmenFentC_citr__1,-0.716964559,0.09720816
efeU__delmenFentC_citr__2,-0.6389145266,0.19116583
efeU__delmenFentC__1,-6.9042183274,-0.26105259000000003
efeU__delmenFentC__2,-6.8660257455,-0.22935575
efeU__menFentC_ale39__1,-2.0504544225,0.10194157
efeU__menFentC_ale39__2,-2.4020980326,0.11070787
efeU__menFentC_ale29__1,-2.816242479,0.12408899
efeU__menFentC_ale29__2,-2.7910321186,0.04517944
efeU__menFentC_ale30__1,-0.6936422717,0.05430786
efeU__menFentC_ale30__2,-0.7281013072,0.12852993000000001
efeU__menFentCubiC_ale36__1,-0.7417243921000001,0.24063004000000002
efeU__menFentCubiC_ale36__2,-0.0454765813,0.21198176
efeU__menFentCubiC_ale37__1,-3.1215316215,0.16018778
efeU__menFentCubiC_ale37__2,-3.7676702527,0.09342974
efeU__menFentCubiC_ale38__1,-1.0758976523000001,-0.26808569
efeU__menFentCubiC_ale38__2,-1.0940921928,-0.15292358
misc2__salc_glc__1,-8.4445248313,-0.17273662
misc2__salc_glc__2,-7.8734922322,-0.30427998
misc2__dbcn_glc__1,-0.1372866282,-0.963906997
misc2__dbcn_glc__2,-0.077431809,-0.729987248
misc2__tyr_glc__1,-0.1835229061,0.35550835000000003
misc2__tyr_glc__2,-0.861852116,0.37793925
misc2__arg_cytd__1,0.3198048143,-0.08162854
misc2__arg_cytd__2,0.7348203438,-0.026731460000000002
misc2__delyheO_pyr__1,-4.4550162244,-0.16229624
misc2__delyheO_pyr__2,-4.5178058798,-0.18057665
nquinone__delubiC__1,-3.5864713533,0.51154067
nquinone__delubiC__2,-3.9410287895,0.46337016000000003
nquinone__ubiC_ale1__1,-1.1657872879,0.21381844
nquinone__ubiC_ale1__2,-1.5123521981999999,0.07591557
nquinone__ubiC_ale2__1,-2.1573837947,0.04561992
nquinone__ubiC_ale2__2,-2.2832165874,0.05912618
nquinone__ubiC_ale3__1,0.041805359300000004,0.00533065
nquinone__ubiC_ale3__2,-0.4827965474,-0.02938775
nquinone__ubiC_ale4__1,-2.2651446043,-0.01176607
nquinone__ubiC_ale4__2,-2.1348157897,-0.09053855
nquinone__delpdhR__1,-0.6839709776,-0.03138267
nquinone__delpdhR__2,-0.5168245292,-0.04183174
quinone__glu_ale4__1,1.1327480289,0.33323196
quinone__glu_ale4__2,1.5654186906,0.45691446
quinone__delmenF__1,-0.8087918605000001,0.25037611
quinone__delmenF__2,-1.4341240474,0.0773232
quinone__menF_ale5__1,-2.9879736065999998,0.27674044000000003
quinone__menF_ale5__2,-2.875910391,0.11631183
quinone__menF_ale6__1,-4.1447113004,0.0553896
quinone__menF_ale6__2,-4.004943414,0.03072981
quinone__menF_ale7__1,-4.8312846169,0.13318965
quinone__menF_ale7__2,-4.7819656229,0.08433547
quinone__menF_ale8__1,-4.4074840276,0.06602767
quinone__menF_ale8__2,-4.0832394233,0.06603256
quinone__delmenFubiC__1,-2.6566119634,0.20875959
quinone__delmenFubiC__2,-2.7417915637,0.22473191
quinone__menFubiC_ale1__1,-4.2991550827000005,0.09737311
quinone__menFubiC_ale1__2,-4.9479840108,0.07873335000000001
quinone__menFubiC_ale2__1,-5.4855106311,-0.17023841
quinone__menFubiC_ale2__2,-5.5952927437,-0.12017589999999999
quinone__menFubiC_ale3__1,-0.1656383069,0.08325838
quinone__menFubiC_ale3__2,-0.3822439107,0.01536032
quinone__menFubiC_ale4__1,-2.6561346195,0.33563127
quinone__menFubiC_ale4__2,-2.89577896,0.3669557
oxyR__wt_glc__1,3.0525641415,0.1244222
oxyR__wt_glc__2,3.1879938649,0.10579559000000001
oxyR__wt_h2o2__1,2.1112168758,0.03817485
oxyR__wt_h2o2__2,1.7015778852999999,0.07670667
oxyR__glu_ale4__1,1.7447672661,0.44391536000000004
oxyR__glu_ale4__2,1.6618201861,0.26528858
oxyR__glu_ale4_h2o2__1,1.5672652041,0.39307759000000003
oxyR__glu_ale4_h2o2__2,-2.2894814205,0.48729608
oxyR__oxyR_ale17__1,-0.1174167311,0.48082097
oxyR__oxyR_ale17__2,-1.837742543,0.52501042
oxyR__oxyR_ale17_h2o2__1,1.5002524333,0.2120538
oxyR__oxyR_ale17_h2o2__2,0.9145969789,0.28869409
oxyR__oxyR_ale18__1,3.6714379251,-0.03178388
oxyR__oxyR_ale18__2,3.8164867549,0.14208676
oxyR__oxyR_ale18_h2o2__1,-1.9358941312,0.29004413
oxyR__oxyR_ale18_h2o2__2,-1.0629034892,0.22931725
oxyR__oxyR_ale19__1,3.6942103976,0.058007199999999995
oxyR__oxyR_ale19__2,3.6263279304,0.10202989999999999
oxyR__oxyR_ale19_h2o2__1,3.8508108534,-0.03982716
oxyR__oxyR_ale19_h2o2__2,4.0348847327,0.01314232
oxyR__oxyR_ale20__1,-6.1640979601,0.41260815
oxyR__oxyR_ale20__2,-6.2612972755000005,0.28171779
oxyR__oxyR_ale20_h2o2__1,-1.0815035134,0.28986345
oxyR__oxyR_ale20_h2o2__2,-1.8652771968000001,0.30855238
svns_pgi__BmePgi24_15__1,0.41960271120000003,0.34940393000000003
svns_pgi__BmePgi24_15__2,0.8024944321,0.2045978
svns_pgi__BmePgi24_26__1,1.3431934394,0.35848346000000003
svns_pgi__BmePgi24_26__2,1.0529857048,0.50684359
svns_pgi__BmePgi24_41__1,-0.5893501915,-0.16785485
svns_pgi__BmePgi24_41__2,1.2177142037,0.20122215000000002
svns_pgi__BmePgi24_52__1,1.3643657761,0.42471604
svns_pgi__BmePgi24_52__2,1.6465422323,0.37638763000000003
svns_pgi__PaePgi2_34__1,0.4396259574,0.21257669999999998
svns_pgi__PaePgi2_34__2,0.4297430789,0.27375419
svns_pgi__PaePgi2_63__1,-0.5842382452,0.4458261
svns_pgi__PaePgi2_63__2,-0.678807163,0.41603942
svns_pgi__PaePgi24_54__1,2.4916858616,0.55815454
svns_pgi__PaePgi24_54__2,2.2520677816,0.62799598
svns_pgi__PaePgi24_90__1,1.8760451902000002,0.79791422
svns_pgi__PaePgi24_90__2,1.7371453604,0.95693476
abx_media__m9_ctrl__1,-1.9794189411,-0.25888674
abx_media__m9_ctrl__2,-2.4004237196,-0.03890048
abx_media__rpmi_ctrl__1,-22.8707078552,-3.008981241
abx_media__rpmi_ctrl__2,-22.1993619864,-3.04641655
abx_media__camhb_ctrl__1,-21.6953114668,-2.751771626
abx_media__camhb_ctrl__2,-20.977612889,-2.736818597
abx_media__m9_mero__1,-5.3767020792,-0.16459738000000002
abx_media__m9_mero__2,-2.6393222766999997,-0.37902998
abx_media__rpmi_mero__1,-22.4160946944,-3.331796678
abx_media__rpmi_mero__2,-23.0574277634,-2.924358988
abx_media__camhb_mero__1,-20.6697722877,-3.234400994
abx_media__camhb_mero__2,-20.1888273741,-3.187440226
abx_media__m9_trisulf__1,-2.5353013015,-0.605157371
abx_media__m9_trisulf__2,-2.6388163546,-0.515767543
abx_media__rpmi_trisulf__1,-23.9797977297,-2.036743429
abx_media__rpmi_trisulf__2,-23.9680285,-2.167946797
abx_media__camhb_trisulf__1,-23.5643476567,-2.415466852
abx_media__camhb_trisulf__2,-23.5895782108,-2.494355515
abx_media__m9_cef__1,-1.8499488119,-0.39921219999999996
abx_media__m9_cef__2,-2.3042698279,-0.596111169
abx_media__rpmi_cef__1,-19.8383230849,-2.613070847
abx_media__rpmi_cef__2,-19.9699421535,-2.593732105
abx_media__camhb_cef__1,-21.0890501404,-2.286276152
abx_media__camhb_cef__2,-21.1421932707,-2.3223952150000002
abx_media__m9_cipro__1,-0.7368251783,-0.7110936320000001
abx_media__m9_cipro__2,-0.8920463142,-0.74030853
abx_media__rpmi_cipro__1,-20.1325424605,-2.247825273
abx_media__rpmi_cipro__2,-20.3821612771,-2.085224962
abx_media__camhb_cipro__1,-21.6272810694,-2.625730985
abx_media__camhb_cipro__2,-21.857969813,-2.53850969
hot_tale__42c_ale3_30c__1,-1.1332101114,0.05014264
hot_tale__42c_ale3_30c__2,-1.192625109,0.15686469
hot_tale__42c_ale3_37c__1,-1.0400504491,0.34877371
hot_tale__42c_ale3_37c__2,-1.0025570051,0.27855391
hot_tale__42c_ale3_44c__1,-3.1165642251,-0.14284623
hot_tale__42c_ale3_44c__2,-3.1199003093,-0.28906252
hot_tale__hot_ale3_mid_30c__1,-6.2994906517,0.41202515
hot_tale__hot_ale3_mid_30c__2,-7.7619015813,0.31564227
hot_tale__hot_ale3_mid_37c__1,-3.661692896,0.41067581000000003
hot_tale__hot_ale3_mid_37c__2,-3.4369399559,0.5526681
hot_tale__hot_ale3_mid_44c__1,-5.0990507827,0.28582806
hot_tale__hot_ale3_mid_44c__2,-5.5266846381,0.31464813
hot_tale__hot_ale3_30c__1,-6.4001468633,0.48185567
hot_tale__hot_ale3_30c__2,-5.8940689239,0.41281159
hot_tale__hot_ale3_37c__1,-2.1634669854,0.36526211000000003
hot_tale__hot_ale3_37c__2,-2.1228773879,0.31662597000000003
hot_tale__hot_ale3_44c__1,-4.3032275623,0.19396614
hot_tale__hot_ale3_44c__2,-4.7429919775,-0.02294698
hot_tale__hot_ale4_30c__1,-2.1479436569,0.37995049999999997
hot_tale__hot_ale4_30c__2,-2.5906033963,0.39448269999999996
hot_tale__hot_ale4_37c__1,-2.6853544281,0.42355381000000003
hot_tale__hot_ale4_37c__2,-2.0147458669,0.40527485
hot_tale__hot_ale4_44c__1,-5.0459771322,0.1537477
hot_tale__hot_ale4_44c__2,-5.2379159112,0.22744643
hot_tale__hot_ale8_30c__1,-2.6333980314,0.43443466000000003
hot_tale__hot_ale8_30c__2,-2.6873547587,0.33584919999999996
hot_tale__hot_ale8_37c__1,-1.8927820123,0.44365641
hot_tale__hot_ale8_37c__2,-2.5635323263,0.44066302
hot_tale__hot_ale8_44c__1,-7.1603822245,0.11084082
hot_tale__hot_ale8_44c__2,-6.4569110083,0.10588531
hot_tale__hot_ale9_mid_30c__1,-3.8715897451,0.29849836
hot_tale__hot_ale9_mid_30c__2,-3.3934005799999998,0.13746951
hot_tale__hot_ale9_30c__1,-0.21321175850000001,0.4141574
hot_tale__hot_ale9_30c__2,-0.6483823805000001,0.43353771
hot_tale__hot_ale9_mid_37c__1,-4.2870578717,0.45833565
hot_tale__hot_ale9_mid_37c__2,-4.8674004853,0.50656561
hot_tale__hot_ale9_37c__1,-1.0393131214,0.39724289999999995
hot_tale__hot_ale9_37c__2,-1.139704115,0.4677558
hot_tale__hot_ale9_mid_44c__1,-7.3020202948,0.08368034
hot_tale__hot_ale9_mid_44c__2,-8.2561864272,0.15465289999999998
hot_tale__hot_ale9_44c__1,-3.9841512702,0.11105173
hot_tale__hot_ale9_44c__2,-3.7556928635,0.18776469999999998
hot_tale__hot_ale10_30c__1,-3.1746615742,0.47269569
hot_tale__hot_ale10_30c__2,-2.9631195865,0.59365433
hot_tale__hot_ale10_37c__1,-1.9578679055000001,0.52078546
hot_tale__hot_ale10_37c__2,-2.0080983858,0.56391793
hot_tale__hot_ale10_44c__1,-11.8123369898,0.31709692
hot_tale__hot_ale10_44c__2,-11.788849113,0.30863949
hot_tale__hot_ale16_30c__1,-2.8112466094,0.8334462300000001
hot_tale__hot_ale16_30c__2,-2.9922535212,0.81370077
hot_tale__hot_ale16_37c__1,-3.5538898211000003,0.85162552
hot_tale__hot_ale16_37c__2,-3.4965774315,0.77139532
hot_tale__hot_ale16_44c__1,-4.1336195229,0.46144914000000004
hot_tale__hot_ale16_44c__2,-5.0786322572,0.53650105
pdhr_ale__pdhR-13_51__1,1.2736738523,0.08376888
pdhr_ale__pdhR-13_51__2,1.6485560167000002,0.14463306
pdhr_ale__pdhR-14_46__1,-0.40318496930000003,0.10451665
pdhr_ale__pdhR-14_46__2,-0.7316254795,0.00852152
pdhr_ale__pdhR-15_51__1,0.3853158152,0.18249855
pdhr_ale__pdhR-15_51__2,0.43469733730000004,0.10697757000000001
pdhr_ale__pdhR-16_49__1,-1.1354866346999999,-0.06547885
pdhr_ale__pdhR-16_49__2,-0.10087662700000001,-0.53392248
tcs__del_atoC_LiAcet__1,-2.9749347341,-0.5347566690000001
tcs__del_atoC_LiAcet__2,-2.6903074527,-0.54468292
tcs__del_atoC_LiCl__1,-3.3538356746,-0.553062303
tcs__del_atoC_LiCl__2,-3.0473268557,-0.510319517
tcs__del_atoC_m9__1,-3.3091764565,-0.44218531
tcs__del_atoC_m9__2,-3.1245472055,-0.45890421000000003
tcs__del_baeR_etoh__1,-20.2835337063,-1.665239565
tcs__del_baeR_etoh__2,-20.2721293269,-1.818222277
tcs__del_baeR_lb__1,-21.8221003235,-1.250426864
tcs__del_baeR_lb__2,-21.8943399794,-1.202072489
tcs__del_btsR_01xlb__1,-23.4870625373,-2.185871754
tcs__del_btsR_01xlb__2,-23.0265599909,-2.153580509
tcs__del_btsR_lb__1,-21.8476242068,-0.628678901
tcs__del_btsR_lb__2,-21.8563547459,-0.6334947940000001
tcs__del_btsR_pyruvate__1,-23.4184042398,-2.381830486
tcs__del_btsR_pyruvate__2,-23.1280695443,-2.47801961
tcs__del_cpxR_etoh__1,-19.7720719633,-1.7014559340000002
tcs__del_cpxR_etoh__2,-19.7086369151,-1.732787777
tcs__del_cpxR_lb__1,-22.3972101912,-1.5977228760000002
tcs__del_cpxR_lb__2,-22.542352408,-1.5849388420000001
