,A,FapR
ecm_tasA:delcssRS:3,-0.746747802540765,0.8260005310912124
ecm_tasA:wt:1,-1.2450227601888078,-0.3063136438184566
ecm_tasA:wt:2,1.2450227601888144,0.3063136438184566
heatshock:wt_37C:1,0.5292707269017873,-0.18677497088381226
heatshock:wt_37C:2,-0.09016254181379106,0.04972109317323081
heatshock:wt_37C:3,-0.43910818508799,0.1370538777105832
heatshock:wt_48C:1,1.6458592955584,0.27173676597359275
heatshock:wt_48C:2,2.0398236007727544,0.3143252511680963
heatshock:wt_48C:3,-3.098903648855865,-0.36530420524790586
heatshock:wt_53C:1,-17.937374856094767,-2.9877542412027585
heatshock:wt_53C:2,-15.727836711155453,-3.3898799274030043
heatshock:wt_48_53C:1,-12.248290121733758,-2.81354836294725
heatshock:wt_48_53C:2,-12.802971097012222,-3.1554277636852563
heatshock:wt_48_53C:3,-11.966131923869467,-2.6668284435627347
heatshock:delrelA_37C:1,0.7733307098503241,0.4888896585761309
heatshock:delrelA_37C:2,-0.7005326872986538,0.17121350865028973
heatshock:delrelA_48C:1,-1.3533917237804267,-0.014738201148741581
heatshock:delrelA_48C:2,-6.620608267264628,-0.9284355094756568
heatshock:delrelA_48C:3,-9.3423902319855,-2.7855480856850656
heatshock:ppGpp_null_37C:1,1.1787829847850766,-1.1962940347634972
heatshock:ppGpp_null_37C:2,-1.2683762760292938,-1.4882326801507733
heatshock:ppGpp_null_37C:3,3.2257387251907708,-0.6539237860974882
heatshock:ppGpp_null_48C:1,-2.4205589079437666,-1.1931198543337036
heatshock:ppGpp_null_48C:2,-2.4633842326976723,-1.82871791416868
heatshock:ppGpp_null_48C:3,-0.5791599477498814,-1.079213956877501
ldar:yfiJKplus:1,-21.13184366711016,-1.6783230990693037
ldar:yfiJKplus:2,-18.241620845476735,-1.2474023416449462
ldar:yfiJ_A152E:1,-20.390727439660665,-1.499076536799424
ldar:yfiJ_A152E:2,-17.681790614198285,-1.5978348792635666
ldar:wt:1,-1.2328067884023255,-0.4388747300112481
ldar:wt:2,2.4322257024999656,1.0140482839748906
ldar:wt:3,-1.1994189140976317,-0.5751735539636407
mk7:shake:1,-0.13237870436959154,0.2630183572852811
mk7:shake:2,0.2824134255665824,0.34216463275496256
mk7:shake:3,0.0205259885440824,-0.2090311896110144
mk7:shake:4,-0.1705607097410683,-0.3961518004292266
mk7:static:1,4.691551403172945,1.3408187951475794
mk7:static:2,4.776362882146014,1.4462473951477213
mk7:static:3,2.073615184755876,0.8549347958803777
mk7:static:4,2.7030028917883935,1.0302743925004352
nusA:nusA_induced:1,0.5649289149739203,0.3555195490557086
nusA:nusA_induced:2,1.5686080631205257,0.2588458717929161
nusA:nusA_induced:3,1.1869451751838989,0.5524804930441434
nusA:nusA_induced:4,-3.344184951976702,-0.337315401776058
nusA:nusA_induced:5,-3.3166822717178226,-0.7878143018977664
nusA:nusA_induced:6,-1.4234863560354964,-0.5018875532456057
nusA:no_nusA:1,-0.06808564747578,0.19410055096098944
nusA:no_nusA:2,0.3647267242366609,-0.08625343366458438
nusA:no_nusA:3,0.2024923038643713,0.11631459249026575
nusA:no_nusA:4,-0.11086425557069428,0.012137791952666177
nusA:no_nusA:5,0.1369889336958636,-0.07284433697488701
nusA:no_nusA:6,-0.5252580587504302,-0.1634551647644411
pamR:wt_exp:1,0.32824311327581523,0.24026668676604235
pamR:wt_exp:2,-0.3282431132757975,-0.24026668676604326
pamR:delydhC_exp:1,-0.2215867101555492,-1.445220931533112
pamR:delydhC_exp:2,-0.155277323949895,-0.3815895673703036
pamR:delydhC_exp:3,-1.6836736594235089,-1.0216742007028632
pamR:wt_stat:1,-12.49435583411592,1.919047783417428
pamR:wt_stat:2,-11.903597395300652,1.2954243368383407
pamR:wt_stat:3,-11.678987782219453,1.2829089654903854
pamR:delydhC_stat:1,-10.920584610050064,1.5424908333827734
pamR:delydhC_stat:2,-12.518536567434197,1.4497408274875454
rho_strains:ncib3610:1,-1.06565150370522,-0.2948097642348646
rho_strains:ncib3610:2,1.0656515037052212,0.2948097642348646
rho_strains:ncib3610_delrho:1,-8.506375734900104,-1.2399915649737636
rho_strains:ncib3610_delrho:2,-7.0359362192351504,-0.9084942330964408
rnase_j1:delrnjA:1,-1.4630445872439697,-0.540804131573724
rnase_j1:delrnjA:2,-2.0264011191908278,-0.3870225076878171
rnase_j1:delrnjA:3,-2.694529101756161,-0.5720220828856579
rnase_j1:wt:1,0.15726073869667875,-0.29325448002532184
rnase_j1:wt:2,-0.2540682502689132,-0.04208028628033489
rnase_j1:wt:3,0.09680751157224064,0.33533476630565673
sigI:delrsgI_37C:1,-0.2312263377960455,-0.358248765745536
sigI:delrsgI_37C:2,-0.3208634359504577,0.4178871302487366
sigI:delrsgI_37C:3,-0.09530809286412686,-0.15939477549559555
sigI:delrsgI_52C:1,-7.911560580029162,-0.458869378204458
sigI:delrsgI_52C:2,-6.6948376010002555,-0.6439782294774029
sigI:delrsgI_52C:3,-5.50774680365827,-0.9412441355196997
sigI:delrsgI_sigI_37C:1,-3.5544528327100657,-0.2668931107919548
sigI:delrsgI_sigI_37C:2,-1.7800350108193403,0.23492302527275302
sigI:delrsgI_sigI_37C:3,-0.3966115655878849,-0.06554058424165454
sigI:delrsgI_sigI_52C:1,-5.651696227499333,-0.2744218143146977
sigI:delrsgI_sigI_52C:2,-4.901390783751463,-0.5203439477592067
sigI:delrsgI_sigI_52C:3,-6.8038929638078605,-0.8036551551082747
sigI:wt_37C:1,-0.07750456456469285,-0.1421718659672333
sigI:wt_37C:2,-0.397612795310752,-0.046284719006299824
sigI:wt_37C:3,0.4751173598754362,0.18845658497353132
sigI:wt_52C:1,-6.788441930668262,-0.2885046549472321
sigI:wt_52C:2,-5.435267692762558,-0.9770358133414891
sigI:wt_52C:3,-8.91421161586293,-0.1508164823893825
spbeta:spbeta_nopep_20m:1,-0.6730255994707789,0.5755665672524986
spbeta:spbeta_pep_20m:1,-0.6421671901048198,0.3838536530042047
spbeta:spbeta_nopep_20m:2,-0.8266741439449664,0.4824936463670975
spbeta:spbeta_pep_20m:2,-1.020202001456824,0.4274803181115709
spbeta:phi3T_pep_10m:1,0.6944530249741082,0.07776842072841461
spbeta:phi3T_pep_20m:1,4.633077936233086,0.8899033474753386
spbeta:phi3T_nopep_10m:1,-0.6673408111334288,-0.14770896605158154
spbeta:phi3T_nopep_20m:1,3.783839670363952,0.8849277327163696
spbeta:phi3T_pep_10m:2,0.04323745811278129,0.16251114922240095
spbeta:phi3T_pep_20m:2,0.02529008724498327,0.7254183139717414
spbeta:phi3T_nopep_10m:2,-1.7747789228832709,-0.0196766646415778
spbeta:phi3T_nopep_20m:2,-1.0579729119808232,0.5438286625531026
spbeta:phi3T_pep_10m:3,-0.7376904830869009,-0.2402795699508156
spbeta:phi3T_pep_20m:3,1.8331641837055668,0.6850928573606803
spbeta:phi3T_nopep_10m:3,-0.5166658103403295,-0.378808924491163
spbeta:phi3T_nopep_20m:3,0.6317452841940482,0.6582308460289541
spore_genes:wt_0h:1,2.3917751703206998,0.1547606616612729
spore_genes:delyphF_0h:1,1.8042006091837448,0.25754505586452225
spore_genes:delyphF_0h:2,-0.9065782416586542,0.0206851989422816
spore_genes:delyphF_0h:3,1.085644101676389,-0.06285908853478084
spore_genes:delygaB_0h:1,0.6655976361333469,1.0458314580768633
spore_genes:delygaB_0h:2,-0.8106020950197319,0.9432090537378048
spore_genes:delygaB_0h:3,0.5757732144554466,0.894655941253589
spore_genes:wt_3h:1,-7.962192053526883,-1.5357955610545222
spore_genes:wt_3h:2,-8.287771129871535,-1.7141190122786591
spore_genes:wt_3h:3,-7.716411875817863,-1.6120962016151967
spore_genes:delyizD_3h:1,-7.277125668711539,-1.3776259701359417
spore_genes:wt_0h:2,-1.0267429455494983,-0.19495972620913093
spore_genes:delyizD_3h:2,-6.8288822965732585,-1.1593536372181692
spore_genes:delyizD_3h:3,-7.817459897982951,-1.5139394987030084
spore_genes:delykzB_3h:1,-5.146100657394411,-1.3342548880604
spore_genes:delykzB_3h:2,-7.549674131860456,-1.5821523843230896
spore_genes:delykzB_3h:3,-6.603920590031014,-1.3828112641328616
spore_genes:delyphF_3h:1,-9.479024986066422,-1.9709204541299752
spore_genes:delyphF_3h:2,-10.500115693058886,-2.2929308269313022
spore_genes:delyphF_3h:3,-9.686876055674345,-1.947252605174799
spore_genes:delygaB_3h:1,-5.691648275294084,-1.1925192866610883
spore_genes:delygaB_3h:2,-6.108147394293956,-1.1854077272258046
spore_genes:wt_0h:3,-1.3650322247712088,0.0401990645478616
spore_genes:delygaB_3h:3,-5.109930659358628,-1.2218531939141872
spore_genes:delyizD_0h:1,0.319115935972474,0.19625935500992853
spore_genes:delyizD_0h:2,-0.814835494691601,-0.14009958166874806
spore_genes:delyizD_0h:3,-4.57680251749121,-0.5348583090872765
spore_genes:delykzB_0h:1,-0.15745614342661446,-0.3785598474476952
spore_genes:delykzB_0h:2,-4.0614537628881315,-0.3148678707577002
spore_genes:delykzB_0h:3,-0.6747926520527537,-0.1081049086485848
swarming:comIQ12L:1,-2.0846233476333635,-1.0186988080386783
swarming:comIQ12L:2,1.458020413923854,0.2753428897349419
swarming:comIQ12L:3,0.6266029337095227,0.7433559183037373
swarming:comIQ12L_delefp:1,0.6864296632953587,-0.9326672628730694
swarming:comIQ12L_delefp:2,-0.6732792475052127,-0.6721929295877667
swarming:comIQ12L_delefp:3,0.18377024060364552,0.05266697885304783
swarming:comIQ12L_delefp_fliYS164A:1,1.6435297084378182,-0.5683406704430443
swarming:comIQ12L_delefp_fliYS164A:2,-1.916943995841291,-0.5885805128236186
swarming:comIQ12L_delefp_fliYS164A:3,0.7021606893227214,-0.12409245307085648
swarming:comIQ12L_delefp_nusGN21S:1,1.1357990675310143,-0.3633632720847873
swarming:comIQ12L_delefp_nusGN21S:2,-0.5548770944119491,-0.6644968342692588
swarming:comIQ12L_delefp_nusGN21S:3,-1.0768736548685929,-0.027858527449531326
synant49:ctrl:1,-0.929459293749904,0.15117325714160934
synant49:ctrl:2,1.857123684991888,0.2315822182046112
synant49:ctrl:3,-0.9276643912419756,-0.3827554753462188
synant49:synant49:1,-4.720827616544408,-0.5157002399414914
synant49:synant49:2,-0.3515518248260406,-0.2402377668919673
synant49:synant49:3,-3.1138802177429854,-0.6313487358065233
tasA:wt_72h:1,2.2601715877105217,-0.01137118126503367
tasA:wt_72h:2,0.7416661455642511,-0.16623635222576816
tasA:deltasA_72h:1,0.7474497856577575,0.02940196984233712
tasA:deltasA_72h:2,1.4237003058770692,0.02955665333376967
tasA:wt_24h:1,0.912883934783016,0.06773655616614516
tasA:wt_24h:2,-0.912883934783016,-0.06773655616614516
tasA:wt_48h:1,4.241603385756643,1.164763502798249
tasA:wt_48h:2,4.543672919367105,1.3102889396573607
tasA:deltasA_24h:1,5.911748613121942,1.31429344086692
tasA:deltasA_24h:2,4.431046160149187,0.9910877316252577
tasA:deltasA_48h:1,1.3221491312590559,0.3409474316987131
tasA:deltasA_48h:2,2.008613614828543,0.5321721029979676
yacP:wt:1,0.3211341187587536,-0.14449123375103667
yacP:delyacP:1,-1.6459127695259212,-0.2749110689582865
yacP:yacP_induced:1,3.6910344944032825,1.009196167580912
yacP:yacP_no_induce:1,3.5699972782841534,0.9343472010798752
yacP:wt:2,-0.2334653565850459,0.042403979493132134
yacP:delyacP:2,-1.4063011699998138,-0.10449507130198654
yacP:yacP_induced:2,5.148816550477664,1.0402555996829168
yacP:yacP_no_induce:2,6.138946043876604,1.239007436434708
yacP:wt:3,-0.08766876217370191,0.10208725425790456
yacP:delyacP:3,-0.6175849424430027,0.23627684097192336
yacP:yacP_induced:3,3.088798826914793,1.0019440868716902
yacP:yacP_no_induce:3,1.2689371819633997,0.6287214267983412
yonO:wt:1,-3.1528365309959763,-0.83759318152498
yonO:wt:2,3.1355213937278523,0.4687522393541679
yonO:wt:3,0.017315137268091415,0.3688409421708103
yonO:wt_mmc:1,1.2533234968855975,-2.277401428462458
yonO:wt_mmc:2,-1.7939816543116986,-2.8038113941038607
yonO:wt_mmc:3,2.5981247276638304,-1.6319895434701106
yonO:delyonO:1,-0.3605097760996388,-0.5468963319169013
yonO:delyonO:2,0.5475832966311052,-0.4315080908361768
yonO:delyonO:3,-2.450335257218016,-0.7027068735783226
yonO:delyonO_mmc:1,-0.2636174438070313,-2.618824154107065
yonO:delyonO_mmc:2,0.846443438599105,-2.5572013534455422
yonO:delyonO_mmc:3,-1.181614462184105,-2.036152701121446
yydF:ctrl:1,-0.5443334216057472,-0.09223706032016564
yydF:ctrl:2,-1.0464572676621366,-0.28678268682488195
yydF:ctrl:3,1.590790689267893,0.3790197471450476
yydF:yydF:1,-5.973389830506374,-0.7789837466432479
yydF:yydF:2,-5.971528973642693,-0.8331290363693968
yydF:yydF:3,-4.416309588469809,-0.30214761558447195
