,A,YmfT
ytf__delydcI_ph8__1,0.7656426383276758,1.7109375805000002
ytf__delydcI_ph8__2,0.7877488957590865,-0.3317145195
ytf__delyddM__1,0.8499114609432554,0.5244865095000002
ytf__delyddM__2,1.432006169061947,1.1403046595000002
ytf__delyheO__1,0.5758937597834093,1.0903521045000002
ytf__delyheO__2,1.165881443615315,1.6917905444999999
fps__bw_glc__1,1.7417819544504043,0.8700085455000004
fps__bw_glc__2,0.6113234568182723,0.9053059165000004
fps__fps_thrA_ale1__1,2.645623080414172,1.2388721465
fps__fps_thrA_ale1__2,3.0644501066921817,2.0924041135
fps__fps_thrA_ale2__1,2.7218984734854064,1.3306665465
fps__fps_thrA_ale2__2,3.152341789258367,1.4510600475000002
fps__fps_serB_ale1__1,0.0133150356932563,0.01865396850000001
fps__fps_serB_ale1__2,-1.0506422884977478,0.09628420750000012
fps__fps_serB_ale4__1,-1.073028933687896,-1.5579887325
fps__fps_serB_ale4__2,-0.5399306908230878,0.2270348535000002
fps__fps_ptsI_ale1__1,4.1415140807963935,1.3761548065
fps__fps_ptsI_ale1__2,4.963654460814955,2.2894891055000004
fps__fps_ptsI_ale3__1,5.195973795606789,2.0716756585
fps__fps_ptsI_ale3__2,4.605287918876597,1.4976955265
pal__lyx_ale2_f6__1,3.18607121381571,1.4148527065000005
pal__lyx_ale2__1,3.141126115278368,0.9519763185
pal__lyx_ale2__2,1.854698172994704,-0.38857242849999984
pal__lyx_ale4__1,1.7865369345602518,0.2276906625000001
pal__lyx_ale4__2,3.014845224449147,1.0380718705000005
pal__5drib_ale10_f18__1,5.029322503987747,1.3605758055
pal__5drib_ale10_f18__2,4.287292591210034,0.3335297455000001
pal__5drib_ale10__1,5.7825087150364025,1.8255699265000005
pal__arab_ale14_f9__1,2.333026217442663,0.9384131175
pal__arab_ale14_f9__2,0.6709642607567002,-1.5579887325
pal__arab_ale14__1,4.766916944338112,2.3951625095000004
pal__arab_ale14__2,3.631435596446466,1.6853912925
pal__arab_ale16__1,5.768690501432476,2.0765613515
pal__arab_ale16__2,4.0498474712696,0.34541451450000005
pal__tartr_ale26_f10__1,10.73892888996952,3.7243859495
pal__tartr_ale26_f10__2,10.090407062369858,3.4076226445
pal__tartr_ale26__1,7.503481598899511,2.5564203334999998
pal__tartr_ale26__2,7.303533559831216,2.9113108285000004
pal__tartr_ale28_f10__1,3.966005799642145,0.7035822355000001
pal__tartr_ale28_f10__2,3.992236229092552,1.1486969355
pal__tartr_ale28__1,6.1584330564518375,2.1585235655000004
pal__tartr_ale28__2,7.3793309395824,2.6483857975
efeU__delmenFentC_citr__1,1.0860707014514046,1.3514610525
efeU__delmenFentC_citr__2,0.5994626419948803,1.0843626495000005
efeU__delmenFentC__1,0.8963796943161776,1.5872227185000003
efeU__delmenFentC__2,0.7159457291903115,1.6841856735000005
efeU__menFentC_ale39__1,-0.0840565691441844,-0.2480651114999999
efeU__menFentC_ale39__2,0.019780080939616,-0.8933443434999999
efeU__menFentC_ale29__1,-0.1750895753255683,0.5190861284999999
efeU__menFentC_ale29__2,0.6266247323072295,-0.011547051500000016
efeU__menFentC_ale30__1,-2.1239462850219217,-1.5579887325
efeU__menFentC_ale30__2,-2.54160021790034,-1.5579887325
efeU__menFentCubiC_ale36__1,2.998376219246924,1.5929536225000005
efeU__menFentCubiC_ale36__2,3.7284724810694048,1.8311078125
efeU__menFentCubiC_ale37__1,4.152232278388601,2.3379014825000004
efeU__menFentCubiC_ale37__2,3.966779158688199,2.1101656355000005
efeU__menFentCubiC_ale38__1,4.4311094518819525,1.6168748735000005
efeU__menFentCubiC_ale38__2,4.834456952810573,2.0866919265000003
misc2__salc_glc__1,-1.3451719488067848,-0.9166513435
misc2__salc_glc__2,-1.4315188766166418,-1.2261119615
misc2__dbcn_glc__1,-2.4232512610237054,-1.5579887325
misc2__dbcn_glc__2,-1.0924276313937502,-0.10024756849999994
misc2__tyr_glc__1,2.607430400959018,1.1564546875
misc2__tyr_glc__2,2.203607372736254,0.7655887204999999
misc2__arg_cytd__1,2.467277880574944,0.3735717875
misc2__arg_cytd__2,2.3349009617355083,0.9103709585
misc2__delyheO_pyr__1,3.2674678901830623,2.0424025065
misc2__delyheO_pyr__2,4.667985376902516,1.9528316595
misc2__dellon_glc__1,2.6166038919082077,1.3490333435
misc2__dellon_glc__2,3.417813698289123,1.6373815895
nquinone__delubiC__1,0.7869473041216076,0.8139271335000002
nquinone__delubiC__2,1.7322752209397403,0.6792858314999999
nquinone__ubiC_ale1__1,2.176799943649044,0.8634066275000001
nquinone__ubiC_ale1__2,2.3462002033595257,1.5857900895
nquinone__ubiC_ale2__1,3.6211967140280015,2.1142218155
nquinone__ubiC_ale2__2,3.0192805483069107,1.3600819255
nquinone__ubiC_ale3__1,-1.2964758033486663,-1.5579887325
nquinone__ubiC_ale3__2,-1.6989108303379787,-1.5579887325
nquinone__ubiC_ale4__1,3.1001074817079552,1.7587917945000002
nquinone__ubiC_ale4__2,2.6842495103970423,1.8690233815
nquinone__delpdhR__1,4.1705512420537065,1.2385087795000005
nquinone__delpdhR__2,3.953180896723769,1.3203503655000002
quinone__glu_ale4__1,0.5770681540774968,0.10125757450000017
quinone__glu_ale4__2,0.9421834030832744,0.06925986650000016
quinone__delmenF__1,0.5025637102342844,1.0712959755000002
quinone__delmenF__2,1.1228440902292969,0.6536528145000002
quinone__menF_ale5__1,0.307863385307703,1.0752667205000004
quinone__menF_ale5__2,-0.1450178532870727,-0.2964767424999999
quinone__menF_ale6__1,0.2198495794022671,0.16702166149999995
quinone__menF_ale6__2,0.3724104479859255,0.4358216045000001
quinone__menF_ale7__1,0.9544555312073292,0.2370216395
quinone__menF_ale7__2,0.5129139576287052,0.2626324105000002
quinone__menF_ale8__1,-0.1720875857145791,0.3429563245
quinone__menF_ale8__2,0.3865302742587853,0.09568106750000016
quinone__delmenFubiC__1,1.2956718711730486,0.6253247295000002
quinone__delmenFubiC__2,1.9273390864177171,1.4057008425000002
quinone__menFubiC_ale1__1,2.343785315514046,0.3984758505000001
quinone__menFubiC_ale1__2,0.6135241643496105,0.4832959665000003
quinone__menFubiC_ale2__1,-0.0134850736056348,-0.3687850504999999
quinone__menFubiC_ale2__2,-0.4178125717313303,0.4892773535000001
quinone__menFubiC_ale3__1,1.484316444781758,-0.2620518274999999
quinone__menFubiC_ale3__2,1.9904259201177656,0.7038418945000002
quinone__menFubiC_ale4__1,1.4211695789271857,0.07318514050000012
quinone__menFubiC_ale4__2,1.790897289748989,0.8960593324999999
oxyR__wt_glc__1,1.0281704370675562,-0.021811181499999943
oxyR__wt_glc__2,0.9125378515868308,-0.2445733374999999
oxyR__wt_h2o2__1,12.186744722418062,5.0978412625
oxyR__wt_h2o2__2,12.075484800572212,5.060777945499999
oxyR__glu_ale4__1,0.29644922453004,-0.22271362949999984
oxyR__glu_ale4__2,-0.0635024110452537,-0.15634644150000002
oxyR__glu_ale4_h2o2__1,11.212190730042472,5.022364015499999
oxyR__glu_ale4_h2o2__2,11.222896314225707,4.783001044500001
oxyR__oxyR_ale17__1,1.2297951458937388,0.3676480695000002
oxyR__oxyR_ale17__2,0.0208074068249242,-1.1221814355
oxyR__oxyR_ale17_h2o2__1,1.951672769863016,1.1977654565000002
oxyR__oxyR_ale17_h2o2__2,1.715598932325359,1.1029119555
oxyR__oxyR_ale18__1,0.5584345622508136,-0.008386109499999739
oxyR__oxyR_ale18__2,0.7752034293353351,-0.08724198350000001
oxyR__oxyR_ale18_h2o2__1,4.738330987900079,2.7779431764999996
oxyR__oxyR_ale18_h2o2__2,4.775391946887266,2.7909011765
oxyR__oxyR_ale19__1,-0.3092104752400727,-0.7101785525
oxyR__oxyR_ale19__2,-0.3672551976001231,0.5990909455000002
oxyR__oxyR_ale19_h2o2__1,0.9353766583171624,0.4093692345000002
oxyR__oxyR_ale19_h2o2__2,1.2556806236519926,0.9877682965
oxyR__oxyR_ale20__1,0.9502124523947896,1.0681304785
oxyR__oxyR_ale20__2,0.3030437528853637,0.4901269024999999
oxyR__oxyR_ale20_h2o2__1,2.044108506853888,1.4693630875
oxyR__oxyR_ale20_h2o2__2,1.0180677252479513,0.022566865499999974
svns_pgi__BmePgi24_15__1,0.4795547052980511,0.4334126205000002
svns_pgi__BmePgi24_15__2,1.2113029375008308,0.6745588245000003
svns_pgi__BmePgi24_26__1,1.0984409017599723,0.9971827595
svns_pgi__BmePgi24_26__2,1.0052688835050745,0.20502041550000016
svns_pgi__BmePgi24_41__1,0.9227169592843272,0.8028828055000001
svns_pgi__BmePgi24_41__2,0.9186030059122856,0.4916609005000001
svns_pgi__BmePgi24_52__1,0.601638511476168,0.3588148025
svns_pgi__BmePgi24_52__2,0.8348879427784841,0.19756450050000016
svns_pgi__PaePgi2_34__1,-1.3143394097669132,-0.2194278795
svns_pgi__PaePgi2_34__2,-1.1767533857503218,0.09973979250000008
svns_pgi__PaePgi2_63__1,-1.108246695757516,-0.8673719375
svns_pgi__PaePgi2_63__2,-1.650504968606348,-1.5579887325
svns_pgi__PaePgi24_54__1,0.9898076001325746,1.3277965495
svns_pgi__PaePgi24_54__2,0.2755531912861453,-0.08597882049999983
svns_pgi__PaePgi24_90__1,0.634520937357052,0.3246154155000001
svns_pgi__PaePgi24_90__2,-0.533345728994998,-1.5579887325
abx_media__m9_ctrl__1,2.2568683116645034,0.8305760005
abx_media__m9_ctrl__2,2.240837092288295,1.2391227485000005
abx_media__rpmi_ctrl__1,6.70082800489283,2.5970603464999997
abx_media__rpmi_ctrl__2,4.4730816186259705,0.8687288115000003
abx_media__camhb_ctrl__1,2.772734261032937,-0.4741842514999999
abx_media__camhb_ctrl__2,3.0663605232202995,-0.8816940084999999
abx_media__m9_mero__1,3.470113385657506,1.2246725875
abx_media__m9_mero__2,1.34511378853717,-1.5579887325
abx_media__rpmi_mero__1,5.43016576668455,1.3430784465
abx_media__rpmi_mero__2,5.126314259096173,0.8890756165000002
abx_media__camhb_mero__1,4.16480609692549,-0.0953418155000001
abx_media__camhb_mero__2,3.584450317569028,-0.8085204644999999
abx_media__m9_trisulf__1,1.6616345489032924,0.9097934955
abx_media__m9_trisulf__2,1.0733757310896033,0.7218969984999999
abx_media__rpmi_trisulf__1,5.102863842676313,1.1507946325
abx_media__rpmi_trisulf__2,5.499029389702797,1.3182972045
abx_media__camhb_trisulf__1,2.4538307716954786,0.6256876235000001
abx_media__camhb_trisulf__2,1.6547398520844852,-0.1463322574999999
abx_media__m9_cef__1,0.4700034753720157,0.10527403150000003
abx_media__m9_cef__2,1.6069557156603875,0.9077365215000002
abx_media__rpmi_cef__1,4.401563602623854,0.5946902245000001
abx_media__rpmi_cef__2,4.241811002470888,0.5258890405000003
abx_media__camhb_cef__1,2.2632628443316705,0.08514217750000007
abx_media__camhb_cef__2,2.656207057671431,0.38998011549999995
abx_media__m9_cipro__1,0.671149414582694,0.4590951115000002
abx_media__m9_cipro__2,0.623385393215489,0.3753084795000001
abx_media__rpmi_cipro__1,3.7594640732505367,0.9720914815000004
abx_media__rpmi_cipro__2,4.447903191901722,1.1738693905000004
abx_media__camhb_cipro__1,1.1921672789765003,-0.5850383764999999
abx_media__camhb_cipro__2,2.152456047475898,-0.029909101499999924
hot_tale__42c_ale3_30c__1,0.477762446032717,0.8513914435000001
hot_tale__42c_ale3_30c__2,2.485360268717625,1.4501336065000001
hot_tale__42c_ale3_37c__1,1.2489474025924547,0.4881280785000002
hot_tale__42c_ale3_37c__2,1.6651147436570413,0.8622194485000001
hot_tale__42c_ale3_44c__1,2.210374852545435,0.8492321815000003
hot_tale__42c_ale3_44c__2,2.183238275758478,0.37399352750000014
hot_tale__hot_ale3_mid_30c__1,3.0766480535075043,2.1282996775000003
hot_tale__hot_ale3_mid_30c__2,2.859822544771087,2.7647214525
hot_tale__hot_ale3_mid_37c__1,1.622416362346854,0.8253283785000003
hot_tale__hot_ale3_mid_37c__2,1.2763634939163522,0.5086773815000003
hot_tale__hot_ale3_mid_44c__1,-1.365323240773758,-1.5579887325
hot_tale__hot_ale3_mid_44c__2,0.9499114836812128,0.5710846574999999
hot_tale__hot_ale3_30c__1,4.066293472719083,2.2547759435000003
hot_tale__hot_ale3_30c__2,2.1185553085823603,0.5230810605000003
hot_tale__hot_ale3_37c__1,3.2847569399512397,2.0296958545
hot_tale__hot_ale3_37c__2,2.731555208963833,2.1157146165
hot_tale__hot_ale3_44c__1,2.110669726820181,1.2197347835000003
hot_tale__hot_ale3_44c__2,1.4355447361960654,0.9060417785
hot_tale__hot_ale4_30c__1,-1.3462814782964685,-1.5579887325
hot_tale__hot_ale4_30c__2,-0.1171464848308277,-0.2345615415
hot_tale__hot_ale4_37c__1,2.2910866243914576,1.1635776825
hot_tale__hot_ale4_37c__2,1.4956752033450027,0.5681304955000004
hot_tale__hot_ale4_44c__1,-0.1486826337821601,0.6430017725000001
hot_tale__hot_ale4_44c__2,0.4757953260587,0.1231610325000001
hot_tale__hot_ale8_30c__1,2.7807882730086573,1.7595195215000001
hot_tale__hot_ale8_30c__2,1.1801515486951335,-0.25929778149999994
hot_tale__hot_ale8_37c__1,2.7714924481556817,1.6237181655000004
hot_tale__hot_ale8_37c__2,3.9988660731541774,1.9100176015
hot_tale__hot_ale8_44c__1,0.0188758796489426,0.5275633725000002
hot_tale__hot_ale8_44c__2,0.2961065921637466,0.4454907505000001
hot_tale__hot_ale9_mid_30c__1,0.8271241108952989,-0.10275196349999982
hot_tale__hot_ale9_mid_30c__2,0.452109857462396,0.27565715850000005
hot_tale__hot_ale9_30c__1,-0.0398688298880923,-0.9885214135
hot_tale__hot_ale9_30c__2,0.5323310165961689,-0.0073593884999998424
hot_tale__hot_ale9_mid_37c__1,1.1677166466148656,0.6279914845000001
hot_tale__hot_ale9_mid_37c__2,1.526481973072995,0.6393602004999999
hot_tale__hot_ale9_37c__1,2.466812675808105,1.4036081695000002
hot_tale__hot_ale9_37c__2,2.5029909440112057,1.1367712175
hot_tale__hot_ale9_mid_44c__1,1.4796075830631985,1.0105799305000005
hot_tale__hot_ale9_mid_44c__2,1.0289509774907704,0.3761479735000002
hot_tale__hot_ale9_44c__1,0.7123900640104135,0.3891564025000001
hot_tale__hot_ale9_44c__2,1.70265578073582,0.7669589095000002
hot_tale__hot_ale10_30c__1,0.0038444296496217,-0.5923311614999999
hot_tale__hot_ale10_30c__2,0.3807439540773007,0.03542836350000012
hot_tale__hot_ale10_37c__1,3.107800689729786,1.4829555985000005
hot_tale__hot_ale10_37c__2,2.2773484615721125,1.2747267675
hot_tale__hot_ale10_44c__1,2.1746278440955766,2.0819139215
hot_tale__hot_ale10_44c__2,3.3388162497838625,2.1512648035
hot_tale__hot_ale16_30c__1,0.1433669077997703,-0.6034198984999999
hot_tale__hot_ale16_30c__2,-0.1424736709686183,-0.6505502134999999
