,A,narL
ssw__glc_xyl_xyl__1,2.6965769144700005,6.8527664072738395
pgi__glu4_delpgi__1,3.3219760762800004,7.38412834529562
pgi__pgi_ale1__1,2.30992431803,7.54226779953119
pgi__pgi_ale2__1,1.12647805754,8.16320759906147
pgi__pgi_ale3__1,2.4467994409,7.423582314286589
pgi__pgi_ale5__1,4.217295049930001,7.41336760974361
pgi__pgi_ale6__1,4.595269246569999,7.67486681980304
pgi__pgi_ale7__1,4.88692282669,7.43951618656345
pgi__pgi_ale8__1,3.9772784900800002,7.49246649395206
ica__wt_glc__1,2.87590991375,5.93640355822526
ica__wt_glc__2,4.750062563859999,6.1606755941137195
ica__wt_glc__3,0.6485872819349999,6.37196121385656
ica__wt_glc__4,0.165724641327,6.39424674130115
ica__arg_sbt__1,8.18047620134,6.86290424731589
ica__arg_sbt__2,6.075121136540001,6.753410254278611
ica__cytd_rib__1,0.9420206710600001,6.6399836813355195
ica__cytd_rib__2,0.09828294671219999,6.51558392176221
ica__gth__1,0.682334795544,6.56311143449882
ica__gth__2,1.8621805779400002,6.50307384139457
ica__leu_glcr__1,-0.0879747594249,6.67963207236637
ica__leu_glcr__2,-0.653109832738,6.575132872950681
ica__met_glc__1,5.394649093069999,6.33377314658191
ica__met_glc__2,3.8745804597099998,6.06328967796393
ica__no3_anaero__1,15.076410895,6.956671154072991
ica__no3_anaero__2,14.7785273345,6.74232267372159
ica__phe_acgam__1,1.8525873721900001,6.3651707854613395
ica__phe_acgam__2,2.39315270294,6.17964210250169
ica__thm_gal__1,4.34426213358,7.23722319389054
ica__thm_gal__2,4.5334006548,7.273401153926129
ica__tyr_glcn__1,4.55876981984,6.61546532206613
ica__tyr_glcn__2,7.233070696760001,6.87592285460121
ica__ura_pyr__1,-0.744146776381,6.49695624245404
ica__ura_pyr__2,0.190544431123,6.48108748579857
ica__wt_glc__5,18.784941879,6.61851363972505
ica__wt_glc__6,19.2584565947,6.6060926927458095
ica__bw_delpurR_cytd__1,10.2816642616,5.9720711080884
ica__bw_delpurR_cytd__2,6.9114014703499995,6.41584281925292
ica__ade_glc__1,2.2610801560900002,6.224809301477669
ica__ade_glc__2,2.00594335773,6.38535928209738
ytf__wt_glc__1,3.79577590625,7.264699152200639
ytf__wt_glc__2,4.5674602229,7.2948699561952495
ytf__delyafC__1,27.908567555999998,8.151210509281
ytf__delyafC__2,26.0798920271,7.99015491700879
ytf__delyeiE__1,18.5123229162,7.69358072368055
ytf__delyeiE__2,19.989962784,7.26614184165079
ytf__delyiaJ__1,16.4017817109,7.744533313556349
ytf__delyiaJ__2,14.432960542,7.858613563681719
ytf__delyieP__1,20.22302992,7.460924134130059
ytf__delyieP__2,18.53698356,7.542448687907231
ytf__wt_ph5__1,1.68410830522,7.084954127542599
ytf__wt_ph5__2,1.36901529961,7.117335121352
ytf__wt_ph8__1,-0.0233773169404,6.80975827233526
ytf__wt_ph8__2,1.45651026831,7.03930805108019
ytf__delybaO__1,25.9792574783,7.7127327483753705
ytf__delybaO__2,26.394482651100002,7.76688835204579
ytf__delybaQ__1,0.9044804315330001,6.92936310554871
ytf__delybaQ__2,1.52386064536,7.08887265936542
ytf__delybiH__1,4.07083940292,7.34929803502459
ytf__delybiH__2,12.575242230999999,7.5769211522929
ytf__delydcI_ph5__1,1.55606942819,7.05344880095703
ytf__delydcI_ph5__2,1.3301099533299998,7.0241006545832505
ytf__delydcI_ph8__1,-0.277720885932,7.02798253583272
ytf__delydcI_ph8__2,-0.7897662315489999,7.02090622008566
ytf__delyddM__1,4.801961063269999,7.31336948434478
ytf__delyddM__2,2.62406047447,7.401268233981
ytf__delyheO__1,25.9507665971,7.54180587525726
ytf__delyheO__2,26.3270925592,7.591505390533871
fps__bw_glc__1,0.6670877715,6.6307365642860905
fps__bw_glc__2,1.01291302445,6.84890278971184
fps__fps_thrA_ale1__1,0.326618051214,7.2560974887656
fps__fps_thrA_ale1__2,1.21188935118,7.18363403288876
fps__fps_thrA_ale2__1,2.91527424768,7.12916812253561
fps__fps_thrA_ale2__2,3.0966307732,7.1652037913825
fps__fps_serB_ale1__1,1.33138680373,7.02092830212536
fps__fps_serB_ale1__2,1.21878401998,7.14422669576051
fps__fps_serB_ale4__1,-0.6889907375220001,6.95206662415372
fps__fps_serB_ale4__2,-1.1884098512399999,7.105645836185619
fps__fps_ptsI_ale1__1,-0.0440799559025,6.50893894870433
fps__fps_ptsI_ale1__2,-0.30086433473,6.54828332601506
fps__fps_ptsI_ale3__1,1.4164397880000001,6.27514054475181
fps__fps_ptsI_ale3__2,0.662428402701,6.44274385204589
pal__lyx_ale2_f6__1,0.46681848166199996,6.508030516872259
pal__lyx_ale2__1,0.9371394032639999,5.998980745002299
pal__lyx_ale2__2,2.63077246462,6.370825866799099
pal__lyx_ale4__1,0.9371394032639999,5.998980745002299
pal__lyx_ale4__2,2.63077246462,6.370825866799099
pal__5drib_ale10_f18__1,2.9959036378400006,6.49768894511108
pal__5drib_ale10_f18__2,3.6803355266500004,6.57866110289034
pal__5drib_ale10__1,1.6059001621,7.009881927972651
pal__arab_ale14_f9__1,1.8450857764400002,7.178462467275041
pal__arab_ale14_f9__2,1.57579888275,7.09781251139369
pal__arab_ale14__1,3.99213285066,6.92462139795699
pal__arab_ale14__2,2.7558094835199998,6.612526170420519
pal__arab_ale16__1,2.72131249737,7.841752050305639
pal__arab_ale16__2,3.79877246365,7.71995658344774
pal__tartr_ale26_f10__1,0.0488921920738,6.20553663484958
pal__tartr_ale26_f10__2,-0.0300354167415,6.51896249768749
pal__tartr_ale26__1,0.660615384465,6.46944021614738
pal__tartr_ale26__2,1.0206405843000002,6.36199284664195
pal__tartr_ale28_f10__1,0.636953744839,6.45524697996404
pal__tartr_ale28_f10__2,1.37586130616,6.3333300822436795
pal__tartr_ale28__1,1.83124050695,6.65318310567886
pal__tartr_ale28__2,1.5876683932100002,6.498527402363339
efeU__delmenFentC_citr__1,7.5805747887,7.210099170542151
efeU__delmenFentC_citr__2,7.217008870599999,7.035663308003299
efeU__delmenFentC__1,-2.6590226853599996,7.637568458587969
efeU__delmenFentC__2,-3.37612687024,7.51960924257205
efeU__menFentC_ale39__1,19.371807989100002,7.43379327971556
efeU__menFentC_ale39__2,22.6305461627,7.676429455879131
efeU__menFentC_ale29__1,22.027523707600004,6.69196387088709
efeU__menFentC_ale29__2,21.0089459294,6.62958833034199
efeU__menFentC_ale30__1,5.927358473609999,6.499911833642191
efeU__menFentC_ale30__2,5.83135154409,6.66652767637728
efeU__menFentCubiC_ale36__1,0.09844791210760001,7.19260002837942
efeU__menFentCubiC_ale36__2,0.476495213156,6.85688186612128
efeU__menFentCubiC_ale37__1,-0.849512516423,6.7505551377942
efeU__menFentCubiC_ale37__2,-0.17666890678,6.96874523377653
efeU__menFentCubiC_ale38__1,3.83504281138,7.13287301260015
efeU__menFentCubiC_ale38__2,3.32381393949,7.12133620424067
